https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DATA,Volume BTC
1663372800,2022-09-17 00:00:00,DATA/BTC,0.00000156,0.00000172,0.000001548,0.000001584,219127.3729,0.3608376012591
1663286400,2022-09-16 00:00:00,DATA/BTC,0.000001505,0.000001612,0.0000015,0.000001561,15741.401,0.0248247350431
1663200000,2022-09-15 00:00:00,DATA/BTC,0.000001499,0.000001518,0.000001475,0.000001505,11407.4254,0.0171435900402
1663113600,2022-09-14 00:00:00,DATA/BTC,0.00000152,0.000001532,0.000001495,0.0000015,21118.0591,0.0318826690992
1663027200,2022-09-13 00:00:00,DATA/BTC,0.000001521,0.00000154,0.000001451,0.00000152,14176.7107,0.0211514185459
1662940800,2022-09-12 00:00:00,DATA/BTC,0.000001497,0.000001635,0.000001484,0.000001522,71396.7416,0.1100312622463
1662854400,2022-09-11 00:00:00,DATA/BTC,0.000001486,0.00000153,0.000001452,0.0000015,11201.7502,0.0167755213603
1662768000,2022-09-10 00:00:00,DATA/BTC,0.000001505,0.00000151,0.000001484,0.000001484,4485.9377,0.0067458864736
1662681600,2022-09-09 00:00:00,DATA/BTC,0.00000162,0.000001637,0.000001493,0.000001493,16193.6775,0.0249500377768
1662595200,2022-09-08 00:00:00,DATA/BTC,0.00000155,0.00000164,0.000001533,0.00000161,46959.8087,0.0751948017357
1662508800,2022-09-07 00:00:00,DATA/BTC,0.000001539,0.00000159,0.00000152,0.000001553,18445.5729,0.0289656479029
1662422400,2022-09-06 00:00:00,DATA/BTC,0.000001576,0.000001619,0.000001537,0.00000154,34210.0656,0.0541570879134
1662336000,2022-09-05 00:00:00,DATA/BTC,0.000001544,0.000001599,0.000001541,0.000001567,13916.7749,0.0217438566028
1662249600,2022-09-04 00:00:00,DATA/BTC,0.000001541,0.000001553,0.000001526,0.000001543,9993.3904,0.0153175944428
1662163200,2022-09-03 00:00:00,DATA/BTC,0.00000153,0.000001559,0.000001526,0.000001541,10239.4049,0.0156923988511
1662076800,2022-09-02 00:00:00,DATA/BTC,0.000001523,0.000001532,0.000001517,0.000001523,1417.6342,0.0021604126127
1661990400,2022-09-01 00:00:00,DATA/BTC,0.000001528,0.000001532,0.000001493,0.000001523,2121.1742,0.0032124510419
1661904000,2022-08-31 00:00:00,DATA/BTC,0.00000152,0.000001541,0.000001511,0.00000153,1721.76,0.002628070666
1661817600,2022-08-30 00:00:00,DATA/BTC,0.00000155,0.000001561,0.000001511,0.00000153,4042.448,0.0061724197843
1661731200,2022-08-29 00:00:00,DATA/BTC,0.000001495,0.000001559,0.000001478,0.000001541,9147.9108,0.0139561402316
1661644800,2022-08-28 00:00:00,DATA/BTC,0.000001546,0.000001558,0.000001496,0.000001496,60647.1081,0.0926757689701
1661558400,2022-08-27 00:00:00,DATA/BTC,0.000001486,0.000001572,0.000001478,0.000001539,165412.8134,0.2525002387812
1661472000,2022-08-26 00:00:00,DATA/BTC,0.000001481,0.000001532,0.000001443,0.000001487,25601.0564,0.0380151498368
1661385600,2022-08-25 00:00:00,DATA/BTC,0.000001504,0.000001586,0.000001445,0.000001474,87278.0065,0.130061615281
1661299200,2022-08-24 00:00:00,DATA/BTC,0.00000149,0.000001541,0.000001463,0.000001513,36224.7065,0.0541673752954
1661212800,2022-08-23 00:00:00,DATA/BTC,0.000001394,0.000001523,0.000001392,0.00000148,101666.8973,0.1460044171662
1661126400,2022-08-22 00:00:00,DATA/BTC,0.000001442,0.000001442,0.000001373,0.0000014,14215.5977,0.0199810073822
1661040000,2022-08-21 00:00:00,DATA/BTC,0.000001442,0.000001462,0.000001434,0.000001451,11895.4336,0.0171616867294
1660953600,2022-08-20 00:00:00,DATA/BTC,0.00000145,0.000001517,0.000001368,0.000001441,152943.95,0.2203411927243
1660867200,2022-08-19 00:00:00,DATA/BTC,0.000001467,0.000001467,0.0000014,0.000001451,71560.7315,0.1019777778248
1660780800,2022-08-18 00:00:00,DATA/BTC,0.00000152,0.000001532,0.000001441,0.000001459,25662.2079,0.0373330444666
