https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UMB,Volume USDT
1658883600,2022-07-27 01:00:00,UMB/USDT,0.0177,0.0177,0.0174,0.0176,5909.6429,103.28266876
1658880000,2022-07-27 00:00:00,UMB/USDT,0.0175,0.0184,0.0174,0.0178,42854.7525,771.18849806
1658876400,2022-07-26 23:00:00,UMB/USDT,0.0172,0.0176,0.0171,0.0176,65818.0033,1151.15482336
1658872800,2022-07-26 22:00:00,UMB/USDT,0.0171,0.0173,0.0171,0.0173,191.1852,3.30154512
1658869200,2022-07-26 21:00:00,UMB/USDT,0.0172,0.0173,0.017,0.017,5386.4239,91.6040522
1658865600,2022-07-26 20:00:00,UMB/USDT,0.017,0.0179,0.0168,0.0173,200447.9189,3484.97268081
1658862000,2022-07-26 19:00:00,UMB/USDT,0.0169,0.0172,0.0169,0.0171,14887.6051,255.24356845
1658858400,2022-07-26 18:00:00,UMB/USDT,0.017,0.017,0.0167,0.0167,9524.7519,161.80623255
1658854800,2022-07-26 17:00:00,UMB/USDT,0.0169,0.0171,0.0167,0.017,4896.5927,83.25141686
1658851200,2022-07-26 16:00:00,UMB/USDT,0.0169,0.0169,0.0167,0.0167,1519.6109,25.39600455
1658847600,2022-07-26 15:00:00,UMB/USDT,0.0169,0.017,0.0167,0.017,12420.2738,207.4958988
1658844000,2022-07-26 14:00:00,UMB/USDT,0.0168,0.0171,0.0166,0.0169,26989.6139,451.08812186
1658840400,2022-07-26 13:00:00,UMB/USDT,0.0168,0.0171,0.0165,0.0166,48094.7805,801.43615751
1658836800,2022-07-26 12:00:00,UMB/USDT,0.0166,0.0172,0.0166,0.0169,30223.4494,514.94034293
1658833200,2022-07-26 11:00:00,UMB/USDT,0.0165,0.0167,0.0165,0.0166,460.973,7.6369929
1658829600,2022-07-26 10:00:00,UMB/USDT,0.0165,0.0166,0.0165,0.0166,460.5326,7.64030379
1658826000,2022-07-26 09:00:00,UMB/USDT,0.0163,0.0175,0.0163,0.0165,147821.0047,2518.32123707
1658822400,2022-07-26 08:00:00,UMB/USDT,0.0163,0.0163,0.0163,0.0163,2232.7139,36.39323657
1658818800,2022-07-26 07:00:00,UMB/USDT,0.0163,0.0163,0.0163,0.0163,626.913,10.2186819
1658815200,2022-07-26 06:00:00,UMB/USDT,0.0165,0.0166,0.0163,0.0163,413.7545,6.82273979
1658811600,2022-07-26 05:00:00,UMB/USDT,0.0169,0.0169,0.0162,0.0165,16782.7901,274.25539006
1658808000,2022-07-26 04:00:00,UMB/USDT,0.0166,0.0169,0.0163,0.0169,8023.6765,132.69507132
1658804400,2022-07-26 03:00:00,UMB/USDT,0.0165,0.017,0.0163,0.0165,27033.2482,442.81154105
1658800800,2022-07-26 02:00:00,UMB/USDT,0.0166,0.0169,0.0165,0.0165,12955.234,218.40144252
1658797200,2022-07-26 01:00:00,UMB/USDT,0.0166,0.0166,0.0164,0.0166,3858.2336,63.34798382
1658793600,2022-07-26 00:00:00,UMB/USDT,0.0167,0.017,0.0163,0.0167,36858.3495,608.32451066
1658790000,2022-07-25 23:00:00,UMB/USDT,0.0168,0.0168,0.0165,0.0168,92314.6627,1532.90040169
1658786400,2022-07-25 22:00:00,UMB/USDT,0.0169,0.0171,0.0167,0.0167,784.4993,13.20918537
1658782800,2022-07-25 21:00:00,UMB/USDT,0.0174,0.0174,0.0166,0.0168,98760.4361,1695.26952372
1658779200,2022-07-25 20:00:00,UMB/USDT,0.0167,0.0175,0.0167,0.0175,233552.451,3972.00726222
1658775600,2022-07-25 19:00:00,UMB/USDT,0.0167,0.0168,0.0165,0.0167,179325.8791,3006.80591337
1658772000,2022-07-25 18:00:00,UMB/USDT,0.0173,0.0173,0.0168,0.0168,216901.0095,3644.40651017
1658768400,2022-07-25 17:00:00,UMB/USDT,0.0172,0.0173,0.0169,0.0173,2570.1308,43.59624261
1658764800,2022-07-25 16:00:00,UMB/USDT,0.0173,0.0173,0.0169,0.0172,27565.952,469.16719458
1658761200,2022-07-25 15:00:00,UMB/USDT,0.0174,0.0174,0.0168,0.0173,47334.5718,797.16775735
1658757600,2022-07-25 14:00:00,UMB/USDT,0.0172,0.0175,0.0168,0.0175,16924.3802,294.63933176
1658754000,2022-07-25 13:00:00,UMB/USDT,0.0171,0.0172,0.0168,0.0172,23757.0221,402.58352174
1658750400,2022-07-25 12:00:00,UMB/USDT,0.0172,0.0174,0.017,0.0172,16942.3431,291.39308272
1658746800,2022-07-25 11:00:00,UMB/USDT,0.0173,0.0173,0.0169,0.0172,27262.2466,466.7248601
1658743200,2022-07-25 10:00:00,UMB/USDT,0.0171,0.0175,0.0168,0.0174,30049.8131,524.47582526
1658739600,2022-07-25 09:00:00,UMB/USDT,0.0173,0.0173,0.017,0.0172,785.4162,13.54706662
1658736000,2022-07-25 08:00:00,UMB/USDT,0.0174,0.0174,0.0169,0.0172,65884.908,1138.36870627
1658732400,2022-07-25 07:00:00,UMB/USDT,0.0176,0.0177,0.017,0.0173,23290.0714,400.59154305
1658728800,2022-07-25 06:00:00,UMB/USDT,0.0178,0.0181,0.0174,0.0175,60467.1454,1066.36476637
1658725200,2022-07-25 05:00:00,UMB/USDT,0.0181,0.0183,0.0176,0.0177,13111.2816,232.87158626
1658721600,2022-07-25 04:00:00,UMB/USDT,0.0183,0.0183,0.0181,0.0181,332.1655,6.01340347
1658718000,2022-07-25 03:00:00,UMB/USDT,0.0182,0.0182,0.0181,0.0181,422.5419,7.64999467
1658714400,2022-07-25 02:00:00,UMB/USDT,0.0181,0.0185,0.0179,0.0183,11509.42,210.71146383
1658710800,2022-07-25 01:00:00,UMB/USDT,0.0186,0.0191,0.0179,0.0181,61918.7888,1132.25249079
1658707200,2022-07-25 00:00:00,UMB/USDT,0.0187,0.0189,0.0185,0.0187,476.4818,8.892525
1658703600,2022-07-24 23:00:00,UMB/USDT,0.0188,0.0189,0.0185,0.0185,2722.9635,51.27411711
1658700000,2022-07-24 22:00:00,UMB/USDT,0.0188,0.019,0.0184,0.0189,59084.5193,1092.28698279
1658696400,2022-07-24 21:00:00,UMB/USDT,0.0189,0.0189,0.0185,0.0189,41549.2778,773.03143436
1658692800,2022-07-24 20:00:00,UMB/USDT,0.0189,0.0192,0.0188,0.0188,3038.36,57.57459125
1658689200,2022-07-24 19:00:00,UMB/USDT,0.0186,0.0197,0.0185,0.0189,78077.3259,1506.82457275
1658685600,2022-07-24 18:00:00,UMB/USDT,0.0185,0.0187,0.0185,0.0187,2652.7524,49.56253534
1658682000,2022-07-24 17:00:00,UMB/USDT,0.018,0.0187,0.018,0.0187,65694.9353,1222.67606544
1658678400,2022-07-24 16:00:00,UMB/USDT,0.0182,0.0183,0.018,0.0182,2269.6702,41.28784844
1658674800,2022-07-24 15:00:00,UMB/USDT,0.0183,0.0183,0.0181,0.0181,921.9154,16.85825172
1658671200,2022-07-24 14:00:00,UMB/USDT,0.0183,0.0183,0.0179,0.0183,673.4367,12.18409941
1658667600,2022-07-24 13:00:00,UMB/USDT,0.0182,0.0184,0.0179,0.0182,49993.252,909.05690221
