https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REN,Volume USDT
1661644800,2022-08-28 00:00:00,REN/USDT,0.1171,0.1192,0.1108,0.1113,233019.29201484,27131.67201337484
1661558400,2022-08-27 00:00:00,REN/USDT,0.1168,0.1203,0.1158,0.1172,974727.05011927,115687.820148080289
1661472000,2022-08-26 00:00:00,REN/USDT,0.1326,0.1332,0.1157,0.1169,861409.96251199,107347.424407247655
1661385600,2022-08-25 00:00:00,REN/USDT,0.1349,0.1374,0.131,0.1324,244906.67630516,32812.396100417654
1661299200,2022-08-24 00:00:00,REN/USDT,0.1369,0.1393,0.1327,0.1351,770428.66666349,106511.286165581979
1661212800,2022-08-23 00:00:00,REN/USDT,0.1328,0.1419,0.1326,0.1368,586320.55984026,81105.288491181813
1661126400,2022-08-22 00:00:00,REN/USDT,0.1361,0.1361,0.1269,0.1329,160940.33156472,21014.782860073308
1661040000,2022-08-21 00:00:00,REN/USDT,0.1295,0.1381,0.1295,0.136,194485.6544405,26156.521266046344
1660953600,2022-08-20 00:00:00,REN/USDT,0.1322,0.1349,0.1245,0.1294,400165.89009568,51630.635607719965
1660867200,2022-08-19 00:00:00,REN/USDT,0.143,0.1452,0.1292,0.1322,684309.16332502,93004.265395643388
1660780800,2022-08-18 00:00:00,REN/USDT,0.1562,0.159,0.1363,0.1431,415049.35424281,61983.004969659299
1660694400,2022-08-17 00:00:00,REN/USDT,0.1638,0.17,0.1527,0.1563,735940.96098931,118508.043981084516
1660608000,2022-08-16 00:00:00,REN/USDT,0.1639,0.167,0.16,0.1634,217085.91690189,35638.870074573975
1660521600,2022-08-15 00:00:00,REN/USDT,0.1678,0.1799,0.1602,0.1637,896582.09768872,149491.215835497146
1660435200,2022-08-14 00:00:00,REN/USDT,0.1709,0.1806,0.1653,0.168,754631.28716828,128456.952895264555
1660348800,2022-08-13 00:00:00,REN/USDT,0.1755,0.1815,0.1693,0.1702,595611.72026347,105221.325682170196
1660262400,2022-08-12 00:00:00,REN/USDT,0.1755,0.1858,0.1713,0.1758,473710.0960231,84162.414890858777
1660176000,2022-08-11 00:00:00,REN/USDT,0.1782,0.1836,0.1741,0.1757,1444126.21396281,259305.410870344079
1660089600,2022-08-10 00:00:00,REN/USDT,0.1752,0.1881,0.1643,0.178,3412989.04128315,600055.210739694397
1660003200,2022-08-09 00:00:00,REN/USDT,0.1783,0.2401,0.1707,0.1754,6857327.40857713,1399827.00880311556
1659916800,2022-08-08 00:00:00,REN/USDT,0.1542,0.1881,0.1526,0.1786,2899377.31050232,504974.019548543799
1659830400,2022-08-07 00:00:00,REN/USDT,0.1496,0.1585,0.1473,0.1542,699564.0924542,107504.659104137858
1659744000,2022-08-06 00:00:00,REN/USDT,0.1518,0.1563,0.1482,0.1499,1047718.9037752,159472.24646469242
1659657600,2022-08-05 00:00:00,REN/USDT,0.1405,0.1563,0.1402,0.1518,556541.992313,84562.590239656275
1659571200,2022-08-04 00:00:00,REN/USDT,0.1377,0.1449,0.1372,0.1406,128452.72685133,17984.406815689692
1659484800,2022-08-03 00:00:00,REN/USDT,0.1382,0.1465,0.1345,0.138,227558.90961948,32568.376812954014
1659398400,2022-08-02 00:00:00,REN/USDT,0.1437,0.1454,0.1339,0.1386,200363.9373118,27917.658502157737
1659312000,2022-08-01 00:00:00,REN/USDT,0.1439,0.149,0.1402,0.1442,418654.71507103,60660.205241273475
1659225600,2022-07-31 00:00:00,REN/USDT,0.1471,0.1541,0.1427,0.1441,137624.49941036,20526.243944876746
1659139200,2022-07-30 00:00:00,REN/USDT,0.1462,0.156,0.1435,0.1472,398152.7102194,59465.764898737207
1659052800,2022-07-29 00:00:00,REN/USDT,0.1442,0.1505,0.1393,0.1464,910597.78608446,132380.298802400234
1658966400,2022-07-28 00:00:00,REN/USDT,0.1387,0.1475,0.1338,0.1441,603203.35421966,85055.819315317431
1658880000,2022-07-27 00:00:00,REN/USDT,0.1267,0.1389,0.123,0.1389,383345.68337482,49582.397106677118
1658793600,2022-07-26 00:00:00,REN/USDT,0.1307,0.1314,0.1212,0.1269,432102.83316784,54654.728337758515
1658707200,2022-07-25 00:00:00,REN/USDT,0.1443,0.1446,0.1308,0.1308,382849.76027089,52330.13506904467
1658620800,2022-07-24 00:00:00,REN/USDT,0.1434,0.1482,0.1426,0.1437,195819.71934678,28559.611014254806
1658534400,2022-07-23 00:00:00,REN/USDT,0.1427,0.148,0.1378,0.1437,512587.49012599,74161.254813464073
1658448000,2022-07-22 00:00:00,REN/USDT,0.1506,0.1555,0.1413,0.1429,369183.31041711,54983.729024916101
1658361600,2022-07-21 00:00:00,REN/USDT,0.1487,0.1528,0.1419,0.1512,536105.66194408,79401.022747361637
1658275200,2022-07-20 00:00:00,REN/USDT,0.1596,0.1674,0.147,0.1487,606393.71743827,95861.279419277206
1658188800,2022-07-19 00:00:00,REN/USDT,0.1553,0.1657,0.1476,0.1597,675504.52189203,106525.182277226148
1658102400,2022-07-18 00:00:00,REN/USDT,0.1445,0.1581,0.1445,0.1561,1077552.57655142,164735.053786107396
1658016000,2022-07-17 00:00:00,REN/USDT,0.1522,0.1559,0.1433,0.1446,159449.5632342,23501.566127969566
1657929600,2022-07-16 00:00:00,REN/USDT,0.1562,0.1579,0.1461,0.1521,371557.26069266,56002.026293998164
1657843200,2022-07-15 00:00:00,REN/USDT,0.1396,0.1595,0.1366,0.1564,1077324.59696625,160577.622744620604
1657756800,2022-07-14 00:00:00,REN/USDT,0.1266,0.1408,0.1232,0.1391,790424.29348092,102737.113305185918
1657670400,2022-07-13 00:00:00,REN/USDT,0.118,0.1268,0.1135,0.1265,245026.34681552,29010.124430109181
1657584000,2022-07-12 00:00:00,REN/USDT,0.1236,0.1289,0.1177,0.118,238877.38353877,29790.913818245191
1657497600,2022-07-11 00:00:00,REN/USDT,0.1421,0.1437,0.1235,0.1238,227099.3055116,30310.322396469144
1657411200,2022-07-10 00:00:00,REN/USDT,0.1438,0.1488,0.1402,0.1424,564084.0900523,81677.389218149777
1657324800,2022-07-09 00:00:00,REN/USDT,0.135,0.1481,0.135,0.144,558677.49335631,80614.72121137892
1657238400,2022-07-08 00:00:00,REN/USDT,0.1388,0.1415,0.1315,0.1342,303128.70082817,41113.789893165179
1657152000,2022-07-07 00:00:00,REN/USDT,0.1256,0.1407,0.1244,0.1388,773323.02248964,102314.658622437102
1657065600,2022-07-06 00:00:00,REN/USDT,0.1225,0.1291,0.1198,0.1257,694457.34658011,86115.192936424172
1656979200,2022-07-05 00:00:00,REN/USDT,0.1274,0.13,0.1188,0.1228,647433.58599866,79770.438207436892
1656892800,2022-07-04 00:00:00,REN/USDT,0.1177,0.156,0.1165,0.1275,2943695.82935761,395836.73798999732
1656806400,2022-07-03 00:00:00,REN/USDT,0.1164,0.1191,0.1123,0.118,1341143.92937975,153841.118979249373
1656720000,2022-07-02 00:00:00,REN/USDT,0.1126,0.1184,0.1099,0.1163,819744.9845167,94688.994736553831
1656633600,2022-07-01 00:00:00,REN/USDT,0.1126,0.1164,0.1079,0.1126,1159811.03532648,131807.852822298226
1656547200,2022-06-30 00:00:00,REN/USDT,0.1136,0.1145,0.1035,0.1126,363775.68218745,39726.402872328544
1656460800,2022-06-29 00:00:00,REN/USDT,0.1123,0.1159,0.1095,0.1137,942529.25411813,106100.353288125073
1656374400,2022-06-28 00:00:00,REN/USDT,0.1181,0.1235,0.1104,0.1122,975460.93166934,113757.933692391859
1656288000,2022-06-27 00:00:00,REN/USDT,0.1168,0.1236,0.1151,0.118,693298.73535201,83143.391945996864
1656201600,2022-06-26 00:00:00,REN/USDT,0.1224,0.1513,0.1159,0.1165,4139005.76492717,565890.859506688582
1656115200,2022-06-25 00:00:00,REN/USDT,0.1244,0.1259,0.1154,0.1225,939678.20912266,113518.616578399827
1656028800,2022-06-24 00:00:00,REN/USDT,0.1128,0.1276,0.1125,0.1239,2118328.03528245,252941.451335157758
1655942400,2022-06-23 00:00:00,REN/USDT,0.1053,0.1198,0.1048,0.1127,1676679.92026295,188447.733771729863
1655856000,2022-06-22 00:00:00,REN/USDT,0.1157,0.1217,0.105,0.1051,1853046.47827897,207695.159554592878
1655769600,2022-06-21 00:00:00,REN/USDT,0.1154,0.1278,0.1121,0.1158,2778517.1529976,329850.931805989734
1655683200,2022-06-20 00:00:00,REN/USDT,0.1051,0.1256,0.0986,0.1153,3744829.09598871,431936.465748942373
1655596800,2022-06-19 00:00:00,REN/USDT,0.1019,0.1086,0.0918,0.1053,3474177.41181365,353340.634589602002
1655510400,2022-06-18 00:00:00,REN/USDT,0.0979,0.103,0.0843,0.1018,1210110.81919756,112517.131763979087
1655424000,2022-06-17 00:00:00,REN/USDT,0.0928,0.0995,0.0924,0.0979,688930.00742087,67038.026542372992
1655337600,2022-06-16 00:00:00,REN/USDT,0.1096,0.111,0.0907,0.0928,1420402.80069276,139918.905997592891
1655251200,2022-06-15 00:00:00,REN/USDT,0.0939,0.1095,0.0845,0.1095,2472703.96983466,233502.506103100752
1655164800,2022-06-14 00:00:00,REN/USDT,0.0909,0.0979,0.0812,0.0945,1534021.12426562,141120.183650498078
1655078400,2022-06-13 00:00:00,REN/USDT,0.1097,0.111,0.0851,0.0915,1938727.63837556,183620.074864706433
1654992000,2022-06-12 00:00:00,REN/USDT,0.1209,0.1231,0.1087,0.1094,1311998.3852682,149200.626486186386
1654905600,2022-06-11 00:00:00,REN/USDT,0.1334,0.1366,0.119,0.1207,962750.28530767,121360.882523354406
1654819200,2022-06-10 00:00:00,REN/USDT,0.1472,0.1493,0.1315,0.1334,1010851.19690576,142051.16921338351
1654732800,2022-06-09 00:00:00,REN/USDT,0.1515,0.1578,0.1461,0.147,749228.84813832,113611.161590400711
1654646400,2022-06-08 00:00:00,REN/USDT,0.1536,0.1629,0.149,0.1514,2119891.27654128,333025.795591439219
1654560000,2022-06-07 00:00:00,REN/USDT,0.1512,0.1626,0.1412,0.1538,843982.94859562,127682.69085231906
1654473600,2022-06-06 00:00:00,REN/USDT,0.1439,0.1584,0.1435,0.1513,529935.35092667,80486.825826846947
1654387200,2022-06-05 00:00:00,REN/USDT,0.1462,0.1469,0.1424,0.1444,255879.88003308,36963.421423292884
1654300800,2022-06-04 00:00:00,REN/USDT,0.1432,0.1468,0.14,0.1461,265978.85076444,38600.872580449117
1654214400,2022-06-03 00:00:00,REN/USDT,0.1498,0.1511,0.1408,0.1438,173962.69178086,25210.02257993688
1654128000,2022-06-02 00:00:00,REN/USDT,0.1448,0.1512,0.1398,0.1496,436260.14629254,63232.434638955079
1654041600,2022-06-01 00:00:00,REN/USDT,0.159,0.1631,0.1416,0.1449,1084099.47110762,164887.391582542492
1653955200,2022-05-31 00:00:00,REN/USDT,0.1602,0.1713,0.1514,0.1589,1434515.4557274,230505.020578766379
1653868800,2022-05-30 00:00:00,REN/USDT,0.1415,0.1621,0.1392,0.1602,672638.48963168,101891.65609674711
1653782400,2022-05-29 00:00:00,REN/USDT,0.1357,0.1416,0.131,0.1415,1130243.07022871,153522.313001541651
1653696000,2022-05-28 00:00:00,REN/USDT,0.1302,0.1387,0.1287,0.1358,1190137.71582656,160580.740869566781
1653609600,2022-05-27 00:00:00,REN/USDT,0.1387,0.1414,0.1275,0.1298,1644512.51732743,220357.377672169615
1653523200,2022-05-26 00:00:00,REN/USDT,0.1495,0.152,0.1342,0.1387,2121040.1789255,300868.477680820573
1653436800,2022-05-25 00:00:00,REN/USDT,0.1513,0.1543,0.1444,0.1494,1509146.5127143,224366.859645801678
1653350400,2022-05-24 00:00:00,REN/USDT,0.1441,0.1547,0.1377,0.1513,1240936.82132462,186382.450225972969
1653264000,2022-05-23 00:00:00,REN/USDT,0.1534,0.1644,0.1421,0.144,1046081.13450418,163815.789324261889
1653177600,2022-05-22 00:00:00,REN/USDT,0.1466,0.16,0.1428,0.1536,901452.3811412,138310.029688058886
1653091200,2022-05-21 00:00:00,REN/USDT,0.1404,0.1495,0.1369,0.147,1000790.74647632,142767.867542892396
1653004800,2022-05-20 00:00:00,REN/USDT,0.1494,0.1526,0.1353,0.1406,716197.77767443,103758.405603436285
1652918400,2022-05-19 00:00:00,REN/USDT,0.1368,0.1514,0.1326,0.1492,971644.06655334,138578.617410961984
1652832000,2022-05-18 00:00:00,REN/USDT,0.154,0.1615,0.1358,0.136,1616339.50331401,239644.957285743204
1652745600,2022-05-17 00:00:00,REN/USDT,0.1477,0.1602,0.1438,0.1542,1607065.69186959,246030.38861192597
1652659200,2022-05-16 00:00:00,REN/USDT,0.1712,0.1712,0.1466,0.1476,1545365.52535922,238110.588510241575
1652572800,2022-05-15 00:00:00,REN/USDT,0.1631,0.1729,0.153,0.1714,402538.15765091,65052.88983096845
1652486400,2022-05-14 00:00:00,REN/USDT,0.1575,0.1687,0.148,0.1641,892984.6935514,139899.284560928801
1652400000,2022-05-13 00:00:00,REN/USDT,0.1387,0.1928,0.1355,0.1574,1414793.43065052,236808.341793812803
1652313600,2022-05-12 00:00:00,REN/USDT,0.1502,0.1618,0.1209,0.1388,2070871.90512913,289406.979022755122
1652227200,2022-05-11 00:00:00,REN/USDT,0.2181,0.2236,0.141,0.1497,5358894.76899022,994788.768678326676
1652140800,2022-05-10 00:00:00,REN/USDT,0.2078,0.2429,0.2009,0.218,1852667.16350865,416039.581702325557
1652054400,2022-05-09 00:00:00,REN/USDT,0.2584,0.2642,0.2065,0.2071,1543619.31571342,361287.272492365
1651968000,2022-05-08 00:00:00,REN/USDT,0.2641,0.2688,0.2543,0.2581,1073163.79000537,282570.843675189064
1651881600,2022-05-07 00:00:00,REN/USDT,0.2831,0.2851,0.2558,0.2645,917817.12390507,253711.612528630092
1651795200,2022-05-06 00:00:00,REN/USDT,0.2777,0.2855,0.2642,0.2832,734378.30613492,202664.868756475659
1651708800,2022-05-05 00:00:00,REN/USDT,0.3093,0.3111,0.2665,0.2781,1701443.95045341,489554.529929824691
1651622400,2022-05-04 00:00:00,REN/USDT,0.2771,0.3136,0.2728,0.3091,1543240.55893492,454499.326583142629
1651536000,2022-05-03 00:00:00,REN/USDT,0.2724,0.299,0.2695,0.2773,1937613.65296558,553114.387586966093
1651449600,2022-05-02 00:00:00,REN/USDT,0.2754,0.293,0.2608,0.2725,1703513.73658779,464590.951642600529
1651363200,2022-05-01 00:00:00,REN/USDT,0.2772,0.2828,0.2628,0.2759,759194.99106296,206485.824322032962
1651276800,2022-04-30 00:00:00,REN/USDT,0.3145,0.3195,0.2694,0.277,1092394.35210142,326604.910558491572
1651190400,2022-04-29 00:00:00,REN/USDT,0.3384,0.3432,0.3085,0.3145,870092.97356358,279602.684566163029
1651104000,2022-04-28 00:00:00,REN/USDT,0.3401,0.3465,0.3305,0.3384,438129.79506219,148599.754678072603
1651017600,2022-04-27 00:00:00,REN/USDT,0.3304,0.3513,0.3301,0.3409,440174.15666821,150257.806593518593
1650931200,2022-04-26 00:00:00,REN/USDT,0.3554,0.3654,0.3231,0.3311,662536.38533936,230875.925634971093
1650844800,2022-04-25 00:00:00,REN/USDT,0.3461,0.3621,0.3272,0.3557,730003.85382516,251027.032651262137
1650758400,2022-04-24 00:00:00,REN/USDT,0.3528,0.3667,0.3418,0.3461,400901.62347707,142098.412292196711
1650672000,2022-04-23 00:00:00,REN/USDT,0.3577,0.3635,0.3521,0.353,422954.6794872,151458.074138402003
1650585600,2022-04-22 00:00:00,REN/USDT,0.3959,0.4009,0.3337,0.3581,1500865.63541806,553182.542890381184
1650499200,2022-04-21 00:00:00,REN/USDT,0.3706,0.4221,0.3668,0.3956,2154219.70056146,848526.09173288473
1650412800,2022-04-20 00:00:00,REN/USDT,0.3818,0.391,0.3352,0.3708,2091300.53509659,771589.746390737224
1650326400,2022-04-19 00:00:00,REN/USDT,0.3561,0.3941,0.3473,0.3817,2292275.48737497,841859.21519592622
1650240000,2022-04-18 00:00:00,REN/USDT,0.3152,0.3801,0.3036,0.356,2064215.44623387,693766.366898328839
1650153600,2022-04-17 00:00:00,REN/USDT,0.3288,0.3351,0.3132,0.3156,551132.90925159,179715.563113729603
1650067200,2022-04-16 00:00:00,REN/USDT,0.3308,0.3353,0.3226,0.3289,400557.30601831,131867.500899646128
1649980800,2022-04-15 00:00:00,REN/USDT,0.3334,0.3384,0.3209,0.3309,608161.40895873,200338.195822324607
1649894400,2022-04-14 00:00:00,REN/USDT,0.3452,0.3516,0.3278,0.3331,673215.80141098,230592.012727831755
1649808000,2022-04-13 00:00:00,REN/USDT,0.3374,0.3615,0.3293,0.3452,2686832.97264456,928184.01003379869
1649721600,2022-04-12 00:00:00,REN/USDT,0.323,0.349,0.3213,0.3372,1604781.41735249,536165.386277451371
1649635200,2022-04-11 00:00:00,REN/USDT,0.3737,0.3762,0.3165,0.3223,1281646.81975897,440512.739675429356
1649548800,2022-04-10 00:00:00,REN/USDT,0.3982,0.402,0.3721,0.3735,1118337.49363436,433673.327419070862
1649462400,2022-04-09 00:00:00,REN/USDT,0.3886,0.4033,0.3864,0.3989,717909.55900612,283302.40280985519
1649376000,2022-04-08 00:00:00,REN/USDT,0.4343,0.447,0.3857,0.3885,2021794.92332072,842711.802033364499
1649289600,2022-04-07 00:00:00,REN/USDT,0.428,0.4541,0.4205,0.4345,2160881.69954586,946384.372193500834
1649203200,2022-04-06 00:00:00,REN/USDT,0.4661,0.4746,0.4219,0.428,1756145.50498741,780748.810815312302
1649116800,2022-04-05 00:00:00,REN/USDT,0.4566,0.5004,0.4541,0.4674,2638393.44361537,1258969.178763451338
1649030400,2022-04-04 00:00:00,REN/USDT,0.4731,0.4762,0.4308,0.4568,1794440.72636239,815220.655317201214
1648944000,2022-04-03 00:00:00,REN/USDT,0.4606,0.4847,0.4512,0.4726,1395056.77241888,653701.489632502803
1648857600,2022-04-02 00:00:00,REN/USDT,0.4812,0.5192,0.442,0.4605,2619386.99330836,1268424.184921637745
1648771200,2022-04-01 00:00:00,REN/USDT,0.4966,0.5296,0.4471,0.4813,3259846.70483461,1604818.58060395654
1648684800,2022-03-31 00:00:00,REN/USDT,0.4817,0.5318,0.4378,0.4962,3769945.75336754,1889104.234300008094
1648598400,2022-03-30 00:00:00,REN/USDT,0.4626,0.505,0.4455,0.4822,4887107.19487809,2354112.672479095757
1648512000,2022-03-29 00:00:00,REN/USDT,0.4151,0.5,0.4132,0.4636,4055226.78299634,1814411.390706945139
1648425600,2022-03-28 00:00:00,REN/USDT,0.4268,0.452,0.4045,0.415,1712687.61816739,748747.945537741281
1648339200,2022-03-27 00:00:00,REN/USDT,0.3911,0.4285,0.3911,0.4265,1840823.95950005,757256.9659030441
1648252800,2022-03-26 00:00:00,REN/USDT,0.3717,0.3947,0.3692,0.3911,1028690.89241095,396886.30245751426
1648166400,2022-03-25 00:00:00,REN/USDT,0.3879,0.4015,0.3639,0.3723,1372442.60217475,529077.856259316571
1648080000,2022-03-24 00:00:00,REN/USDT,0.3844,0.3971,0.3737,0.3881,1199124.6739532,462447.861098443132
1647993600,2022-03-23 00:00:00,REN/USDT,0.362,0.3905,0.3571,0.385,1707286.30762433,644165.546037417416
1647907200,2022-03-22 00:00:00,REN/USDT,0.3565,0.3796,0.3538,0.3622,744648.37273519,274775.78189150713
1647820800,2022-03-21 00:00:00,REN/USDT,0.3418,0.3824,0.3368,0.3562,1200183.73475989,433166.521491467738
1647734400,2022-03-20 00:00:00,REN/USDT,0.3628,0.3656,0.3341,0.3422,586334.07012103,204581.384931360576
1647648000,2022-03-19 00:00:00,REN/USDT,0.3428,0.3828,0.3424,0.3634,1451814.62628055,524917.190475617055
1647561600,2022-03-18 00:00:00,REN/USDT,0.3333,0.3476,0.3238,0.3434,846496.65718372,281899.885173379244
1647475200,2022-03-17 00:00:00,REN/USDT,0.3447,0.356,0.3321,0.3329,978649.98817333,334209.722498127452
1647388800,2022-03-16 00:00:00,REN/USDT,0.3284,0.3454,0.3218,0.3446,1940669.0739628,647984.86164170543
1647302400,2022-03-15 00:00:00,REN/USDT,0.3476,0.3478,0.322,0.3288,1271164.31148724,423870.759063572306
1647216000,2022-03-14 00:00:00,REN/USDT,0.348,0.3564,0.3356,0.3478,1052544.90173718,364060.513231857571
1647129600,2022-03-13 00:00:00,REN/USDT,0.3501,0.3833,0.3418,0.3488,2187603.98232052,792611.828112840423
1647043200,2022-03-12 00:00:00,REN/USDT,0.3502,0.3588,0.341,0.3497,972193.8255386,342675.788384526693
1646956800,2022-03-11 00:00:00,REN/USDT,0.3882,0.3885,0.3472,0.3505,2342376.71115087,852985.67356667975
1646870400,2022-03-10 00:00:00,REN/USDT,0.4036,0.4363,0.3779,0.3879,2999028.71605476,1206576.442997059543
1646784000,2022-03-09 00:00:00,REN/USDT,0.3434,0.4142,0.343,0.4031,2285501.10707648,891971.030197327509
1646697600,2022-03-08 00:00:00,REN/USDT,0.3304,0.362,0.3282,0.3435,1627686.38936087,563471.417241340735
1646611200,2022-03-07 00:00:00,REN/USDT,0.3303,0.3652,0.3194,0.3315,1831189.81288305,628413.634135773159
1646524800,2022-03-06 00:00:00,REN/USDT,0.3537,0.358,0.3276,0.33,595572.95463554,202983.031906433175
1646438400,2022-03-05 00:00:00,REN/USDT,0.3905,0.3909,0.354,0.3544,1198279.90117242,440891.006101243181
1646352000,2022-03-04 00:00:00,REN/USDT,0.4022,0.4355,0.3818,0.3897,2331058.18935004,967107.856013356502
1646265600,2022-03-03 00:00:00,REN/USDT,0.3961,0.4181,0.3868,0.4027,2150674.20702577,855913.200687408979
1646179200,2022-03-02 00:00:00,REN/USDT,0.358,0.4024,0.3423,0.3961,1600870.99096058,603136.602317032386
1646092800,2022-03-01 00:00:00,REN/USDT,0.3505,0.3663,0.329,0.3571,1369455.49426115,481108.528471649475
1646006400,2022-02-28 00:00:00,REN/USDT,0.3169,0.3504,0.3083,0.3503,1153865.49812915,386467.492086037323
1645920000,2022-02-27 00:00:00,REN/USDT,0.348,0.358,0.312,0.3168,912873.71072216,306950.760908494121
1645833600,2022-02-26 00:00:00,REN/USDT,0.3349,0.3571,0.3336,0.3481,822635.70980735,285604.908887263298
1645747200,2022-02-25 00:00:00,REN/USDT,0.2908,0.3398,0.2876,0.3349,1140682.17460747,366900.787210021319
1645660800,2022-02-24 00:00:00,REN/USDT,0.281,0.2917,0.248,0.2908,1001481.07782417,263396.23930679558
1645574400,2022-02-23 00:00:00,REN/USDT,0.2905,0.3193,0.2808,0.2815,645820.27840059,192694.666181226718
1645488000,2022-02-22 00:00:00,REN/USDT,0.2691,0.2907,0.2613,0.2903,462955.40672577,129195.718222091513
1645401600,2022-02-21 00:00:00,REN/USDT,0.2891,0.3087,0.2666,0.268,401752.93567119,116713.486376883217
1645315200,2022-02-20 00:00:00,REN/USDT,0.314,0.3144,0.2835,0.289,637286.02867399,187447.571092393457
1645228800,2022-02-19 00:00:00,REN/USDT,0.3162,0.3212,0.3044,0.3144,278434.45740011,87760.334100286139
1645142400,2022-02-18 00:00:00,REN/USDT,0.333,0.3437,0.3122,0.3164,458868.76774396,150853.936654931891
1645056000,2022-02-17 00:00:00,REN/USDT,0.3725,0.3776,0.3278,0.3328,742471.39369652,260214.786749188204
1644969600,2022-02-16 00:00:00,REN/USDT,0.3787,0.381,0.3574,0.372,429582.45441418,158718.681125283159
1644883200,2022-02-15 00:00:00,REN/USDT,0.3538,0.3875,0.3522,0.3789,358614.16508255,133241.821248465227
1644796800,2022-02-14 00:00:00,REN/USDT,0.3467,0.3564,0.32,0.3522,495123.09989296,170635.706673364731
1644710400,2022-02-13 00:00:00,REN/USDT,0.354,0.3632,0.3417,0.3467,242957.31881187,86205.720473971029
1644624000,2022-02-12 00:00:00,REN/USDT,0.3525,0.3696,0.3429,0.3537,502168.79729011,178231.643429970894
1644537600,2022-02-11 00:00:00,REN/USDT,0.3836,0.4036,0.3498,0.3538,650548.76597935,247906.828481401801
1644451200,2022-02-10 00:00:00,REN/USDT,0.3922,0.4134,0.3771,0.3837,742684.30423771,294089.359376745424
1644364800,2022-02-09 00:00:00,REN/USDT,0.3771,0.3935,0.3659,0.3917,767428.16814796,293236.070003391816
1644278400,2022-02-08 00:00:00,REN/USDT,0.3847,0.399,0.3595,0.3767,1128237.82596992,428066.781822283994
1644192000,2022-02-07 00:00:00,REN/USDT,0.3708,0.3963,0.3614,0.3846,1427328.01410417,546711.564448947644
1644105600,2022-02-06 00:00:00,REN/USDT,0.3538,0.3714,0.3475,0.3708,478512.85915825,173339.434833270233
1644019200,2022-02-05 00:00:00,REN/USDT,0.3547,0.3814,0.3471,0.3537,951348.48283059,346547.866445969169
1643932800,2022-02-04 00:00:00,REN/USDT,0.3241,0.3593,0.3176,0.3546,474292.52223422,161670.408335831909
1643846400,2022-02-03 00:00:00,REN/USDT,0.3085,0.3254,0.3016,0.3231,422174.76095139,131737.055263103544
1643760000,2022-02-02 00:00:00,REN/USDT,0.3262,0.3375,0.3,0.309,488758.6658246,156407.555095614189
1643673600,2022-02-01 00:00:00,REN/USDT,0.3318,0.34,0.3,0.3262,727940.5129444,240597.823767397049
1643587200,2022-01-31 00:00:00,REN/USDT,0.3378,0.342,0.3168,0.3323,387790.78752339,127324.92241211006
