https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REVV,Volume BTC
1663459200,2022-09-18 00:00:00,REVV/BTC,0.0000008806,0.0000008844,0.0000008801,0.0000008809,27704.5436,0.02444689879481
1663372800,2022-09-17 00:00:00,REVV/BTC,0.0000008988,0.0000009197,0.0000008747,0.0000008806,287042.9714,0.25516664819996
1663286400,2022-09-16 00:00:00,REVV/BTC,0.0000009078,0.0000009593,0.0000008879,0.0000008981,453481.1302,0.41653310056019
1663200000,2022-09-15 00:00:00,REVV/BTC,0.0000008578,0.0000009395,0.0000008547,0.0000009083,865864.7152,0.78307967378132
1663113600,2022-09-14 00:00:00,REVV/BTC,0.0000008666,0.0000008933,0.000000853,0.0000008587,910322.5951,0.79110766882898
1663027200,2022-09-13 00:00:00,REVV/BTC,0.0000008259,0.00000087,0.0000008221,0.0000008657,881610.8093,0.74273718812581
1662940800,2022-09-12 00:00:00,REVV/BTC,0.0000008391,0.0000008623,0.0000008087,0.0000008251,667440.2007,0.55845350871067
1662854400,2022-09-11 00:00:00,REVV/BTC,0.0000008569,0.0000008815,0.000000839,0.000000839,438881.0495,0.37461733661365
1662768000,2022-09-10 00:00:00,REVV/BTC,0.0000008233,0.0000008795,0.0000008225,0.000000861,722534.131,0.61728919197763
1662681600,2022-09-09 00:00:00,REVV/BTC,0.0000008764,0.0000008808,0.0000008208,0.0000008235,610987.0449,0.51750933061581
1662595200,2022-09-08 00:00:00,REVV/BTC,0.0000008669,0.0000008898,0.0000008607,0.0000008764,420608.4021,0.36873317894296
1662508800,2022-09-07 00:00:00,REVV/BTC,0.000000883,0.0000008925,0.0000008652,0.0000008758,218355.376,0.19153803224352
1662422400,2022-09-06 00:00:00,REVV/BTC,0.0000008799,0.0000009063,0.0000008698,0.000000883,157098.2605,0.13915813914733
1662336000,2022-09-05 00:00:00,REVV/BTC,0.0000008805,0.0000008892,0.0000008732,0.0000008795,226180.3661,0.19894543438901
1662249600,2022-09-04 00:00:00,REVV/BTC,0.0000008613,0.0000008846,0.00000085,0.0000008775,57470.5629,0.05038558300365
1662163200,2022-09-03 00:00:00,REVV/BTC,0.0000008561,0.0000008662,0.00000085,0.0000008657,2903.0235,0.0025006892644
1662076800,2022-09-02 00:00:00,REVV/BTC,0.0000008496,0.0000008614,0.0000008367,0.00000085,22511.9304,0.01904323432452
1661990400,2022-09-01 00:00:00,REVV/BTC,0.0000008544,0.000000867,0.0000008475,0.0000008496,59854.6605,0.05161248036382
1661904000,2022-08-31 00:00:00,REVV/BTC,0.00000085,0.00000089,0.0000008336,0.0000008555,377630.212,0.32133563601381
1661817600,2022-08-30 00:00:00,REVV/BTC,0.0000008273,0.0000008613,0.000000824,0.0000008498,285182.5885,0.24128871731192
1661731200,2022-08-29 00:00:00,REVV/BTC,0.0000008338,0.0000008339,0.00000081,0.0000008262,51766.0018,0.0425056517114
1661644800,2022-08-28 00:00:00,REVV/BTC,0.0000008487,0.0000008499,0.00000083,0.0000008387,89957.6114,0.07564495295982
1661558400,2022-08-27 00:00:00,REVV/BTC,0.00000083,0.00000101,0.0000008007,0.0000008487,839410.8035,0.73868272195677
1661472000,2022-08-26 00:00:00,REVV/BTC,0.0000008398,0.0000008503,0.0000008164,0.0000008385,53238.6393,0.04417773704401
1661385600,2022-08-25 00:00:00,REVV/BTC,0.0000008458,0.0000008482,0.0000008334,0.0000008352,8613.2668,0.00724217774609
1661299200,2022-08-24 00:00:00,REVV/BTC,0.00000085,0.0000008506,0.0000008334,0.0000008465,70298.6018,0.05922953867561
1661212800,2022-08-23 00:00:00,REVV/BTC,0.0000008343,0.0000008485,0.0000008307,0.0000008442,80047.9455,0.06711407947707
1661126400,2022-08-22 00:00:00,REVV/BTC,0.0000008216,0.0000008436,0.0000008154,0.0000008376,59544.0908,0.04923483339432
1661040000,2022-08-21 00:00:00,REVV/BTC,0.0000008129,0.00000083,0.0000008041,0.0000008256,114640.6431,0.0935474196603
1660953600,2022-08-20 00:00:00,REVV/BTC,0.0000008427,0.0000008429,0.0000008092,0.000000816,60958.8767,0.05027132511153
1660867200,2022-08-19 00:00:00,REVV/BTC,0.0000008449,0.000000864,0.000000814,0.0000008461,187543.7846,0.15834956248979
1660780800,2022-08-18 00:00:00,REVV/BTC,0.00000084,0.00000086,0.00000083,0.0000008425,37874.7451,0.03207392550449
1660694400,2022-08-17 00:00:00,REVV/BTC,0.000000868,0.00000087,0.0000008401,0.0000008486,74420.2366,0.06384094786723
1660608000,2022-08-16 00:00:00,REVV/BTC,0.00000086,0.000000878,0.00000086,0.0000008733,13629.31,0.01181465119725
1660521600,2022-08-15 00:00:00,REVV/BTC,0.0000008836,0.0000008837,0.0000008504,0.00000086,67831.3717,0.05883666159498
1660435200,2022-08-14 00:00:00,REVV/BTC,0.0000008795,0.0000008837,0.0000008679,0.0000008709,78374.3428,0.06847478796876
1660348800,2022-08-13 00:00:00,REVV/BTC,0.0000008535,0.0000008849,0.0000008422,0.0000008797,240183.5131,0.20558969700742
1660262400,2022-08-12 00:00:00,REVV/BTC,0.0000008596,0.0000008717,0.0000008547,0.0000008563,110652.9141,0.09523478935154
