https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume BTC
1663462800,2022-09-18 01:00:00,BNB/BTC,0.0138614,0.0138777,0.0138614,0.0138777,0.8091,0.01122818108
1663459200,2022-09-18 00:00:00,BNB/BTC,0.0138815,0.0139126,0.0138544,0.0138588,11.1559,0.15496589996
1663455600,2022-09-17 23:00:00,BNB/BTC,0.0138743,0.0138901,0.0138669,0.0138775,4.8474,0.06729050346
1663452000,2022-09-17 22:00:00,BNB/BTC,0.013871,0.0138917,0.0138588,0.0138891,130.7101,1.81414824417
1663448400,2022-09-17 21:00:00,BNB/BTC,0.0139094,0.0139315,0.0138711,0.0138721,23.1764,0.32222376648
1663444800,2022-09-17 20:00:00,BNB/BTC,0.0139243,0.0139481,0.0139011,0.0139131,4.2731,0.05950115597
1663441200,2022-09-17 19:00:00,BNB/BTC,0.0138887,0.0139299,0.0138887,0.0139299,17.6701,0.24580828805
1663437600,2022-09-17 18:00:00,BNB/BTC,0.0138814,0.0138935,0.0138647,0.0138823,21.0855,0.29267090702
1663434000,2022-09-17 17:00:00,BNB/BTC,0.0138562,0.0138937,0.0138293,0.0138936,23.2779,0.32207261855
1663430400,2022-09-17 16:00:00,BNB/BTC,0.0139128,0.0139128,0.0138432,0.0138637,17.9351,0.24871422793
1663426800,2022-09-17 15:00:00,BNB/BTC,0.013952,0.0139527,0.0138946,0.0138946,6.9694,0.09706459258
1663423200,2022-09-17 14:00:00,BNB/BTC,0.0138813,0.0139604,0.0138611,0.013945,28.9231,0.40234293715
1663419600,2022-09-17 13:00:00,BNB/BTC,0.0139274,0.0139282,0.0138813,0.0138813,19.8323,0.27571006387
1663416000,2022-09-17 12:00:00,BNB/BTC,0.0139705,0.0139761,0.0139248,0.0139285,12.4985,0.1744388294
1663412400,2022-09-17 11:00:00,BNB/BTC,0.0139445,0.0139757,0.0139445,0.0139757,36.8611,0.51472787864
1663408800,2022-09-17 10:00:00,BNB/BTC,0.0139291,0.0139615,0.0139272,0.0139492,22.3846,0.31218108551
1663405200,2022-09-17 09:00:00,BNB/BTC,0.0139392,0.0139544,0.0139035,0.0139159,65.4542,0.91190278387
1663401600,2022-09-17 08:00:00,BNB/BTC,0.0139283,0.0139429,0.0139035,0.0139411,59.5219,0.82909029099
1663398000,2022-09-17 07:00:00,BNB/BTC,0.0139328,0.013948,0.0139252,0.013935,3.031,0.04223460892
1663394400,2022-09-17 06:00:00,BNB/BTC,0.0139324,0.0139462,0.0139163,0.0139324,32.6808,0.45541200262
1663390800,2022-09-17 05:00:00,BNB/BTC,0.0139092,0.0139285,0.0138922,0.0139285,19.5962,0.27254102649
