https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ETP
1658793600000,2022-07-26 00:00:00,ETP/BTC,1.91e-06,1.96e-06,1.88e-06,1.89e-06,0.0300523594836717,15900.71930353
1658707200000,2022-07-25 00:00:00,ETP/BTC,1.73e-06,1.92e-06,1.7e-06,1.92e-06,0.07323177148237439,38141.54764707
1658620800000,2022-07-24 00:00:00,ETP/BTC,1.75e-06,1.78e-06,1.67e-06,1.73e-06,0.07453727491835531,43085.13001061
1658534400000,2022-07-23 00:00:00,ETP/BTC,1.76e-06,1.78e-06,1.67e-06,1.76e-06,0.011891122426620802,6756.31956058
1658448000000,2022-07-22 00:00:00,ETP/BTC,1.65e-06,1.73e-06,1.62e-06,1.73e-06,0.10956638758013719,63333.172011639996
1658361600000,2022-07-21 00:00:00,ETP/BTC,1.69e-06,1.75e-06,1.63e-06,1.65e-06,0.046833828403659,28384.13842646
1658275200000,2022-07-20 00:00:00,ETP/BTC,1.64e-06,1.7e-06,1.58e-06,1.68e-06,0.0627777720964632,37367.72148599
1658188800000,2022-07-19 00:00:00,ETP/BTC,1.61e-06,1.68e-06,1.6e-06,1.61e-06,0.0685740804232659,42592.59653619
1658102400000,2022-07-18 00:00:00,ETP/BTC,1.72e-06,1.73e-06,1.62e-06,1.62e-06,0.037333306085967,23045.25067035
1658016000000,2022-07-17 00:00:00,ETP/BTC,1.7e-06,1.74e-06,1.66e-06,1.71e-06,0.1037661057205803,60681.93316993
1657929600000,2022-07-16 00:00:00,ETP/BTC,1.71e-06,1.74e-06,1.69e-06,1.7e-06,0.026695769763943,15703.39397879
1657843200000,2022-07-15 00:00:00,ETP/BTC,1.68e-06,1.71e-06,1.65e-06,1.71e-06,0.0380068918290873,22226.25253163
1657756800000,2022-07-14 00:00:00,ETP/BTC,1.67e-06,1.71e-06,1.65e-06,1.65e-06,0.08153051922658501,49412.4358949
1657670400000,2022-07-13 00:00:00,ETP/BTC,1.75e-06,1.75e-06,1.61e-06,1.61e-06,0.051246729334626706,31830.26666747
1657584000000,2022-07-12 00:00:00,ETP/BTC,1.78e-06,1.78e-06,1.72e-06,1.75e-06,0.08908622324455,50906.4132826
1657497600000,2022-07-11 00:00:00,ETP/BTC,1.76e-06,1.78e-06,1.73e-06,1.78e-06,0.021177951578413,11897.72560585
1657411200000,2022-07-10 00:00:00,ETP/BTC,1.7e-06,1.74e-06,1.7e-06,1.74e-06,0.041356884156389405,23768.32422781
1657324800000,2022-07-09 00:00:00,ETP/BTC,1.69e-06,1.71e-06,1.67e-06,1.7e-06,0.009157397446867001,5386.70438051
1657238400000,2022-07-08 00:00:00,ETP/BTC,1.69e-06,1.74e-06,1.67e-06,1.68e-06,0.031248112410547202,18600.06691104
1657152000000,2022-07-07 00:00:00,ETP/BTC,1.78e-06,1.78e-06,1.69e-06,1.69e-06,0.06766027663278779,40035.66664662
1657065600000,2022-07-06 00:00:00,ETP/BTC,1.84e-06,1.86e-06,1.76e-06,1.78e-06,0.10599384046052959,59547.10138232
1656979200000,2022-07-05 00:00:00,ETP/BTC,1.79e-06,1.86e-06,1.79e-06,1.82e-06,0.0187542565468986,10304.53656423
1656892800000,2022-07-04 00:00:00,ETP/BTC,2e-06,2e-06,1.8e-06,1.8e-06,0.011837444887764,6576.35827098
1656806400000,2022-07-03 00:00:00,ETP/BTC,1.9e-06,2.09e-06,1.9e-06,1.95e-06,0.0419434250809275,21509.44875945
1656720000000,2022-07-02 00:00:00,ETP/BTC,1.94e-06,2e-06,1.87e-06,1.91e-06,0.024402297024087596,12776.07174036
1656633600000,2022-07-01 00:00:00,ETP/BTC,1.81e-06,1.93e-06,1.78e-06,1.9e-06,0.021781255959514,11463.81892606
1656547200000,2022-06-30 00:00:00,ETP/BTC,1.81e-06,2.07e-06,1.81e-06,1.83e-06,0.037462527140437504,20471.32630625
1656460800000,2022-06-29 00:00:00,ETP/BTC,1.74e-06,2e-06,1.74e-06,1.81e-06,0.09929071736580661,54856.74992586
1656374400000,2022-06-28 00:00:00,ETP/BTC,1.88e-06,1.88e-06,1.74e-06,1.75e-06,0.017977174110280002,10272.67092016
1656288000000,2022-06-27 00:00:00,ETP/BTC,1.7e-06,2.11e-06,1.68e-06,1.84e-06,0.1624385568181496,88281.82435769
1656201600000,2022-06-26 00:00:00,ETP/BTC,1.7e-06,1.72e-06,1.67e-06,1.68e-06,0.08320991278405679,49529.70999051
1656115200000,2022-06-25 00:00:00,ETP/BTC,1.72e-06,1.73e-06,1.66e-06,1.71e-06,0.0101851924131549,5956.25287319
1656028800000,2022-06-24 00:00:00,ETP/BTC,1.72e-06,1.79e-06,1.69e-06,1.72e-06,0.0176407021128092,10256.22215861
1655942400000,2022-06-23 00:00:00,ETP/BTC,1.79e-06,1.83e-06,1.73e-06,1.73e-06,0.0109148802089469,6309.17931153
1655856000000,2022-06-22 00:00:00,ETP/BTC,1.82e-06,1.84e-06,1.72e-06,1.78e-06,0.05472785722219439,30745.98720348
1655769600000,2022-06-21 00:00:00,ETP/BTC,1.77e-06,1.89e-06,1.71e-06,1.71e-06,0.008448739626004198,4940.78340702
1655683200000,2022-06-20 00:00:00,ETP/BTC,1.85e-06,1.97e-06,1.77e-06,1.77e-06,0.05800826036405791,32773.02845427
1655596800000,2022-06-19 00:00:00,ETP/BTC,1.87e-06,2.39e-06,1.77e-06,1.98e-06,0.40265203495960084,203359.61361596
1655510400000,2022-06-18 00:00:00,ETP/BTC,1.76e-06,1.99e-06,1.73e-06,1.83e-06,0.13459634388015632,73549.91468861
1655424000000,2022-06-17 00:00:00,ETP/BTC,1.73e-06,1.78e-06,1.7e-06,1.74e-06,0.028362275403702602,16300.15827799
1655337600000,2022-06-16 00:00:00,ETP/BTC,1.63e-06,1.73e-06,1.6e-06,1.73e-06,0.0423938488739838,24505.11495606
1655251200000,2022-06-15 00:00:00,ETP/BTC,1.65e-06,1.88e-06,1.6e-06,1.61e-06,0.08212259097782319,51007.82048312
1655164800000,2022-06-14 00:00:00,ETP/BTC,1.58e-06,1.73e-06,1.52e-06,1.63e-06,0.08834850664625771,54201.53781979
1655078400000,2022-06-13 00:00:00,ETP/BTC,1.82e-06,1.82e-06,1.56e-06,1.62e-06,0.073344298962294,45274.2586187
1654992000000,2022-06-12 00:00:00,ETP/BTC,1.75e-06,1.85e-06,1.7e-06,1.7e-06,0.001379037467493,811.1985102900001
1654905600000,2022-06-11 00:00:00,ETP/BTC,1.86e-06,1.97e-06,1.7e-06,1.71e-06,0.08483691803408369,49612.23276847
1654819200000,2022-06-10 00:00:00,ETP/BTC,1.64e-06,1.97e-06,1.62e-06,1.92e-06,0.10917173505615359,56860.27867508
1654732800000,2022-06-09 00:00:00,ETP/BTC,1.61e-06,1.73e-06,1.56e-06,1.64e-06,0.0776800111894468,47365.86048137
1654646400000,2022-06-08 00:00:00,ETP/BTC,1.63e-06,1.71e-06,1.54e-06,1.6e-06,0.043559984737679996,27224.990461049998
1654560000000,2022-06-07 00:00:00,ETP/BTC,1.59e-06,1.68e-06,1.54e-06,1.54e-06,0.0462344317283926,30022.35826519
1654473600000,2022-06-06 00:00:00,ETP/BTC,1.54e-06,1.64e-06,1.51e-06,1.56e-06,0.06606224739243481,42347.59448233
1654387200000,2022-06-05 00:00:00,ETP/BTC,1.62e-06,1.66e-06,1.57e-06,1.57e-06,0.0070173057560519005,4469.62150067
1654300800000,2022-06-04 00:00:00,ETP/BTC,1.67e-06,1.68e-06,1.58e-06,1.58e-06,0.014762394096234399,9343.28740268
1654214400000,2022-06-03 00:00:00,ETP/BTC,1.59e-06,1.67e-06,1.57e-06,1.63e-06,0.0146220344206949,8970.573264229999
1654128000000,2022-06-02 00:00:00,ETP/BTC,1.65e-06,1.73e-06,1.52e-06,1.61e-06,0.057026307251647305,35420.06661593
1654041600000,2022-06-01 00:00:00,ETP/BTC,1.64e-06,1.7e-06,1.57e-06,1.62e-06,0.0234001761124608,14444.55315584
1653955200000,2022-05-31 00:00:00,ETP/BTC,1.69e-06,1.76e-06,1.52e-06,1.63e-06,0.08750796637193921,53685.86893984
1653868800000,2022-05-30 00:00:00,ETP/BTC,1.74e-06,1.89e-06,1.67e-06,1.76e-06,0.1150902629148272,65392.19483797
1653782400000,2022-05-29 00:00:00,ETP/BTC,1.68e-06,1.85e-06,1.66e-06,1.7e-06,0.055744320078288,32790.77651664
1653696000000,2022-05-28 00:00:00,ETP/BTC,1.73e-06,1.86e-06,1.65e-06,1.73e-06,0.0918776236738764,53108.45299068
1653609600000,2022-05-27 00:00:00,ETP/BTC,1.69e-06,1.8e-06,1.61e-06,1.72e-06,0.1617690952181396,94051.79954543
1653523200000,2022-05-26 00:00:00,ETP/BTC,1.65e-06,1.82e-06,1.6e-06,1.69e-06,0.0837402533606119,49550.44577551
1653436800000,2022-05-25 00:00:00,ETP/BTC,1.8e-06,1.82e-06,1.5e-06,1.7e-06,0.200832893638141,118136.99625773
1653350400000,2022-05-24 00:00:00,ETP/BTC,1.71e-06,2.1e-06,1.53e-06,1.69e-06,0.29164381444766097,172570.3044069
1653264000000,2022-05-23 00:00:00,ETP/BTC,1.68e-06,1.73e-06,1.45e-06,1.62e-06,0.2826063578872764,174448.36906622
1653177600000,2022-05-22 00:00:00,ETP/BTC,1.72e-06,1.86e-06,1.47e-06,1.69e-06,0.2539498744270189,150266.19788581
1653091200000,2022-05-21 00:00:00,ETP/BTC,1.76e-06,1.9e-06,1.69e-06,1.73e-06,0.0893758169223612,51662.32192044
1653004800000,2022-05-20 00:00:00,ETP/BTC,1.68e-06,1.77e-06,1.63e-06,1.72e-06,0.07326050754216841,42593.31833847
1652918400000,2022-05-19 00:00:00,ETP/BTC,1.78e-06,1.93e-06,1.64e-06,1.74e-06,0.1344616091405934,77276.78686241
1652832000000,2022-05-18 00:00:00,ETP/BTC,1.89e-06,1.9e-06,1.67e-06,1.82e-06,0.0674528990577442,37062.03244931
1652745600000,2022-05-17 00:00:00,ETP/BTC,1.72e-06,2.03e-06,1.68e-06,1.8e-06,0.07919811278739,43998.95154855
1652659200000,2022-05-16 00:00:00,ETP/BTC,1.88e-06,2.09e-06,1.57e-06,1.72e-06,0.1159615711495096,67419.51811018
1652572800000,2022-05-15 00:00:00,ETP/BTC,1.55e-06,2.23e-06,1.53e-06,1.88e-06,0.156560958407304,83277.1055358
1652486400000,2022-05-14 00:00:00,ETP/BTC,1.75e-06,1.75e-06,1.47e-06,1.47e-06,0.020716543009175997,14092.8864008
1652400000000,2022-05-13 00:00:00,ETP/BTC,1.56e-06,1.8e-06,1.51e-06,1.75e-06,0.08247477881865249,47128.44503923
1652313600000,2022-05-12 00:00:00,ETP/BTC,1.78e-06,1.89e-06,1e-06,1.63e-06,0.0566562061930946,34758.40870742
1652227200000,2022-05-11 00:00:00,ETP/BTC,2.25e-06,2.42e-06,1.75e-06,1.79e-06,0.15809533946628748,88321.41869625
1652140800000,2022-05-10 00:00:00,ETP/BTC,2.39e-06,2.43e-06,2.08e-06,2.35e-06,0.0688141126833945,29282.60114187
1652054400000,2022-05-09 00:00:00,ETP/BTC,2.21e-06,2.45e-06,1.94e-06,2.39e-06,0.0708810096579608,29657.32621672
1651968000000,2022-05-08 00:00:00,ETP/BTC,2.15e-06,2.26e-06,2.08e-06,2.14e-06,0.0290724635782234,13585.26335431
1651881600000,2022-05-07 00:00:00,ETP/BTC,2.31e-06,2.31e-06,2.03e-06,2.13e-06,0.0440221884713613,20667.69411801
1651795200000,2022-05-06 00:00:00,ETP/BTC,2.1e-06,2.45e-06,2.1e-06,2.19e-06,0.0470430722078298,21480.85488942
1651708800000,2022-05-05 00:00:00,ETP/BTC,2.04e-06,2.22e-06,2.01e-06,2.12e-06,0.050859541299128,23990.3496694
1651622400000,2022-05-04 00:00:00,ETP/BTC,2.01e-06,2.04e-06,1.95e-06,2.03e-06,0.034147014238034595,16821.18927982
1651536000000,2022-05-03 00:00:00,ETP/BTC,2.04e-06,2.04e-06,1.94e-06,2.01e-06,0.007626046330507499,3794.05290075
1651449600000,2022-05-02 00:00:00,ETP/BTC,2.15e-06,2.21e-06,1.94e-06,2.04e-06,0.0340584620928528,16695.32455532
1651363200000,2022-05-01 00:00:00,ETP/BTC,1.98e-06,2.25e-06,1.95e-06,2.21e-06,0.020678625119334,9356.8439454
1651276800000,2022-04-30 00:00:00,ETP/BTC,2.26e-06,2.27e-06,1.91e-06,2.09e-06,0.09810938460941199,46942.2892868
1651190400000,2022-04-29 00:00:00,ETP/BTC,2.18e-06,2.27e-06,2.16e-06,2.22e-06,0.11935619025141599,53764.0496628
1651104000000,2022-04-28 00:00:00,ETP/BTC,2.28e-06,2.29e-06,2.14e-06,2.18e-06,0.0338155445934992,15511.71770344
1651017600000,2022-04-27 00:00:00,ETP/BTC,2.36e-06,2.39e-06,2.15e-06,2.26e-06,0.0544495458813352,24092.71941652
1650931200000,2022-04-26 00:00:00,ETP/BTC,2.27e-06,2.42e-06,2.26e-06,2.33e-06,0.07765194209122979,33327.013773059996
1650844800000,2022-04-25 00:00:00,ETP/BTC,2.58e-06,2.58e-06,2.26e-06,2.27e-06,0.1462995508340139,64449.14133657
1650758400000,2022-04-24 00:00:00,ETP/BTC,2.64e-06,2.64e-06,2.54e-06,2.57e-06,0.0129119465606313,5024.10372009
1650672000000,2022-04-23 00:00:00,ETP/BTC,2.62e-06,2.7e-06,2.58e-06,2.61e-06,0.0144918063669816,5552.41623256
1650585600000,2022-04-22 00:00:00,ETP/BTC,2.67e-06,2.7e-06,2.5e-06,2.63e-06,0.029184248046798197,11096.67226114
1650499200000,2022-04-21 00:00:00,ETP/BTC,2.67e-06,2.74e-06,2.46e-06,2.62e-06,0.057565916152845197,21971.72372246
1650412800000,2022-04-20 00:00:00,ETP/BTC,2.7e-06,2.81e-06,2.6e-06,2.62e-06,0.0837025416166578,31947.53496819
1650326400000,2022-04-19 00:00:00,ETP/BTC,2.71e-06,2.77e-06,2.6e-06,2.7e-06,0.026049480255593997,9647.95565022
1650240000000,2022-04-18 00:00:00,ETP/BTC,2.92e-06,3e-06,2.58e-06,2.68e-06,0.09743306280508882,36355.620449660004
1650153600000,2022-04-17 00:00:00,ETP/BTC,2.93e-06,2.99e-06,2.84e-06,2.94e-06,0.018312486603011997,6228.7369398
1650067200000,2022-04-16 00:00:00,ETP/BTC,2.82e-06,3.08e-06,2.79e-06,2.95e-06,0.07438606139307251,25215.61403155
1649980800000,2022-04-15 00:00:00,ETP/BTC,2.92e-06,2.98e-06,2.81e-06,2.82e-06,0.0364314371903496,12918.94935828
1649894400000,2022-04-14 00:00:00,ETP/BTC,2.78e-06,2.96e-06,2.74e-06,2.92e-06,0.0176284146290504,6037.12829762
1649808000000,2022-04-13 00:00:00,ETP/BTC,2.89e-06,3.03e-06,2.72e-06,2.84e-06,0.19795500578470399,69702.4668256
1649721600000,2022-04-12 00:00:00,ETP/BTC,2.89e-06,3.03e-06,2.78e-06,2.85e-06,0.1064519402667975,37351.55798835
1649635200000,2022-04-11 00:00:00,ETP/BTC,2.87e-06,3.02e-06,2.8e-06,2.96e-06,0.0627439390687336,21197.27671241
1649548800000,2022-04-10 00:00:00,ETP/BTC,2.88e-06,2.89e-06,2.77e-06,2.82e-06,0.026091711891334204,9252.38010331
1649462400000,2022-04-09 00:00:00,ETP/BTC,2.73e-06,3e-06,2.58e-06,2.85e-06,0.1373370862769625,48188.451325250004
1649376000000,2022-04-08 00:00:00,ETP/BTC,2.61e-06,2.89e-06,2.54e-06,2.75e-06,0.0954315808095925,34702.39302167
1649289600000,2022-04-07 00:00:00,ETP/BTC,2.52e-06,2.64e-06,2.49e-06,2.61e-06,0.036966955239969304,14163.58438313
1649203200000,2022-04-06 00:00:00,ETP/BTC,2.59e-06,2.66e-06,2.42e-06,2.48e-06,0.0463620779838736,18694.38628382
1649116800000,2022-04-05 00:00:00,ETP/BTC,2.58e-06,2.71e-06,2.52e-06,2.6e-06,0.048623554716854006,18701.36719879
1649030400000,2022-04-04 00:00:00,ETP/BTC,2.66e-06,2.7e-06,2.55e-06,2.59e-06,0.06475438278409171,25001.69219463
1648944000000,2022-04-03 00:00:00,ETP/BTC,2.58e-06,2.66e-06,2.52e-06,2.66e-06,0.021722474676776998,8166.34386345
1648857600000,2022-04-02 00:00:00,ETP/BTC,2.54e-06,2.66e-06,2.52e-06,2.55e-06,0.036278135474037,14226.71979374
1648771200000,2022-04-01 00:00:00,ETP/BTC,2.63e-06,2.67e-06,2.52e-06,2.55e-06,0.030279580463617502,11874.34527985
1648684800000,2022-03-31 00:00:00,ETP/BTC,2.55e-06,2.71e-06,2.52e-06,2.61e-06,0.0420756589332522,16120.94212002
1648598400000,2022-03-30 00:00:00,ETP/BTC,2.54e-06,2.64e-06,2.46e-06,2.54e-06,0.027537800325102,10841.6536713
1648512000000,2022-03-29 00:00:00,ETP/BTC,2.51e-06,2.54e-06,2.46e-06,2.53e-06,0.016398583984211,6481.6537487
1648425600000,2022-03-28 00:00:00,ETP/BTC,2.57e-06,2.71e-06,2.42e-06,2.54e-06,0.08501473060207579,33470.36637877
1648339200000,2022-03-27 00:00:00,ETP/BTC,2.45e-06,2.68e-06,2.42e-06,2.57e-06,0.051466415243041394,20025.84250702
1648252800000,2022-03-26 00:00:00,ETP/BTC,2.39e-06,2.44e-06,2.34e-06,2.44e-06,0.0132418924364848,5427.00509692
1648166400000,2022-03-25 00:00:00,ETP/BTC,2.5e-06,2.53e-06,2.37e-06,2.41e-06,0.0329351057379199,13666.01897839
1648080000000,2022-03-24 00:00:00,ETP/BTC,2.6e-06,2.66e-06,2.35e-06,2.52e-06,0.18096877446676563,71813.00574078
1647993600000,2022-03-23 00:00:00,ETP/BTC,2.71e-06,2.75e-06,2.59e-06,2.6e-06,0.098200646284156,37769.47934006
1647907200000,2022-03-22 00:00:00,ETP/BTC,2.77e-06,2.79e-06,2.51e-06,2.7e-06,0.345186280097577,127846.77040651
1647820800000,2022-03-21 00:00:00,ETP/BTC,2.77e-06,2.89e-06,2.71e-06,2.78e-06,0.0430010166417172,15467.99159774
1647734400000,2022-03-20 00:00:00,ETP/BTC,2.74e-06,2.85e-06,2.67e-06,2.77e-06,0.10135385979611511,36589.84108163
1647648000000,2022-03-19 00:00:00,ETP/BTC,2.77e-06,2.85e-06,2.61e-06,2.71e-06,0.1325650203371904,48916.98167424
1647561600000,2022-03-18 00:00:00,ETP/BTC,2.77e-06,3.03e-06,2.68e-06,2.77e-06,0.0694777007915414,25082.20245182
1647475200000,2022-03-17 00:00:00,ETP/BTC,2.8e-06,2.92e-06,2.61e-06,2.74e-06,0.0685605001454918,25022.08034507
1647388800000,2022-03-16 00:00:00,ETP/BTC,2.85e-06,3.06e-06,2.71e-06,2.76e-06,0.1163615662636644,42159.98777669
1647302400000,2022-03-15 00:00:00,ETP/BTC,2.82e-06,3.09e-06,2.78e-06,2.79e-06,0.20734571588734077,74317.46089152
1647216000000,2022-03-14 00:00:00,ETP/BTC,3.01e-06,3.04e-06,2.76e-06,2.82e-06,0.11024921579079361,39095.46659248
1647129600000,2022-03-13 00:00:00,ETP/BTC,2.95e-06,3.03e-06,2.76e-06,3.01e-06,0.0885998304567418,29435.15962018
1647043200000,2022-03-12 00:00:00,ETP/BTC,2.92e-06,2.96e-06,2.88e-06,2.95e-06,0.054084884581737505,18333.85918025
1646956800000,2022-03-11 00:00:00,ETP/BTC,2.96e-06,3.02e-06,2.84e-06,2.92e-06,0.058362662706644,19987.2132557
1646870400000,2022-03-10 00:00:00,ETP/BTC,2.81e-06,3.07e-06,2.79e-06,2.9e-06,0.127132739312239,43838.87562491
1646784000000,2022-03-09 00:00:00,ETP/BTC,3.11e-06,3.16e-06,2.78e-06,2.79e-06,0.17689274143902808,63402.41628639
1646697600000,2022-03-08 00:00:00,ETP/BTC,3.1e-06,3.64e-06,3.04e-06,3.11e-06,0.15575146779982948,50080.85781345
1646611200000,2022-03-07 00:00:00,ETP/BTC,2.88e-06,3.61e-06,2.79e-06,3.1e-06,0.554761469876757,178955.31286347
1646524800000,2022-03-06 00:00:00,ETP/BTC,2.82e-06,3.09e-06,2.81e-06,2.85e-06,0.1174747935451905,41219.22580533
1646438400000,2022-03-05 00:00:00,ETP/BTC,2.89e-06,2.92e-06,2.45e-06,2.86e-06,0.22556606595703182,78869.25383113
1646352000000,2022-03-04 00:00:00,ETP/BTC,2.71e-06,2.94e-06,2.71e-06,2.88e-06,0.04780341577883519,16598.40825654
1646265600000,2022-03-03 00:00:00,ETP/BTC,2.76e-06,2.89e-06,2.64e-06,2.67e-06,0.1789029957513153,67004.86732259
1646179200000,2022-03-02 00:00:00,ETP/BTC,2.73e-06,2.92e-06,2.65e-06,2.74e-06,0.173251367958976,63230.4262624
1646092800000,2022-03-01 00:00:00,ETP/BTC,2.96e-06,3.23e-06,2.71e-06,2.71e-06,0.1445351985874629,53334.02161899
1646006400000,2022-02-28 00:00:00,ETP/BTC,2.99e-06,3.38e-06,2.89e-06,2.9e-06,0.165551608635418,57086.76159842
1645920000000,2022-02-27 00:00:00,ETP/BTC,3.26e-06,3.6e-06,2.99e-06,3.03e-06,0.12052066859693429,39775.79821681
1645833600000,2022-02-26 00:00:00,ETP/BTC,3.14e-06,3.55e-06,2.97e-06,3.26e-06,0.1500837268402122,46037.95301847
1645747200000,2022-02-25 00:00:00,ETP/BTC,2.99e-06,3.26e-06,2.88e-06,3.1e-06,0.017734686102539,5720.86648469
1645660800000,2022-02-24 00:00:00,ETP/BTC,3.03e-06,3.33e-06,2.88e-06,3.07e-06,0.1603367470613526,52226.95344018
1645574400000,2022-02-23 00:00:00,ETP/BTC,2.99e-06,3.29e-06,2.9e-06,3.07e-06,0.11118679257920089,36217.19627987
1645488000000,2022-02-22 00:00:00,ETP/BTC,3.11e-06,3.24e-06,2.88e-06,2.95e-06,0.08201702014745,27802.379711
1645401600000,2022-02-21 00:00:00,ETP/BTC,3.18e-06,3.58e-06,3.07e-06,3.15e-06,0.1149615402494265,36495.72706331
1645315200000,2022-02-20 00:00:00,ETP/BTC,3.1e-06,3.75e-06,2.75e-06,3.13e-06,0.12510582433464001,39969.911928
1645228800000,2022-02-19 00:00:00,ETP/BTC,3.37e-06,3.51e-06,3.1e-06,3.1e-06,0.104633675812241,33752.79864911
1645142400000,2022-02-18 00:00:00,ETP/BTC,2.92e-06,3.46e-06,2.83e-06,3.4e-06,0.29890466467412397,87913.13666886
1645056000000,2022-02-17 00:00:00,ETP/BTC,3.41e-06,3.54e-06,2.53e-06,2.93e-06,0.2778037458076651,94813.56512207
1644969600000,2022-02-16 00:00:00,ETP/BTC,3.61e-06,3.67e-06,3.42e-06,3.46e-06,0.012892293892491198,3726.0965007199998
1644883200000,2022-02-15 00:00:00,ETP/BTC,3.46e-06,3.86e-06,3.35e-06,3.67e-06,0.0711798760771747,19395.06160141
1644796800000,2022-02-14 00:00:00,ETP/BTC,3.48e-06,3.91e-06,3.36e-06,3.46e-06,0.06644948116843719,19205.05236082
1644710400000,2022-02-13 00:00:00,ETP/BTC,3.59e-06,3.65e-06,3.34e-06,3.48e-06,0.0549701553773916,15796.02166017
1644624000000,2022-02-12 00:00:00,ETP/BTC,3.96e-06,3.96e-06,3.44e-06,3.77e-06,0.07117562321116909,18879.47565283
1644537600000,2022-02-11 00:00:00,ETP/BTC,3.86e-06,4.13e-06,3.73e-06,3.87e-06,0.15042700189470062,38870.02632938
1644451200000,2022-02-10 00:00:00,ETP/BTC,3.89e-06,4.13e-06,3.7e-06,3.74e-06,0.1341750747573346,35875.68843779
1644364800000,2022-02-09 00:00:00,ETP/BTC,3.38e-06,4.15e-06,3.07e-06,3.88e-06,0.1772233608709816,45676.12393582
1644278400000,2022-02-08 00:00:00,ETP/BTC,2.99e-06,3.45e-06,2.89e-06,3.45e-06,0.2261828201180265,65560.23771537
1644192000000,2022-02-07 00:00:00,ETP/BTC,2.94e-06,3.04e-06,2.74e-06,2.93e-06,0.0638539079481506,21793.14264442
1644105600000,2022-02-06 00:00:00,ETP/BTC,2.9e-06,2.94e-06,2.74e-06,2.94e-06,0.0326682035663046,11111.63386609
1644019200000,2022-02-05 00:00:00,ETP/BTC,3.1e-06,3.1e-06,2.93e-06,2.93e-06,0.049048012187966894,16739.935900329998
1643932800000,2022-02-04 00:00:00,ETP/BTC,3.06e-06,3.1e-06,2.81e-06,3.09e-06,0.0687117054660714,22236.79788546
1643846400000,2022-02-03 00:00:00,ETP/BTC,3.01e-06,3.09e-06,2.97e-06,2.97e-06,0.0108077619234717,3638.97707861
