https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VET,Volume BTC
1663459200,2022-09-18 00:00:00,VET/BTC,0.000001209,0.000001209,0.000001202,0.000001204,5141.131,0.0061970604391
1663372800,2022-09-17 00:00:00,VET/BTC,0.000001183,0.00000121,0.000001173,0.00000121,440396.57375923,0.52465517390778285
1663286400,2022-09-16 00:00:00,VET/BTC,0.000001178,0.000001193,0.000001169,0.000001182,370192.93858039,0.43825777994338013
1663200000,2022-09-15 00:00:00,VET/BTC,0.000001187,0.00000119,0.000001164,0.000001177,1654660.2550849,1.94793716527781785
1663113600,2022-09-14 00:00:00,VET/BTC,0.000001166,0.000001205,0.00000116,0.000001188,912254.99245372,1.07580721105258409
1663027200,2022-09-13 00:00:00,VET/BTC,0.000001147,0.000001179,0.000001122,0.000001167,5313846.5193492,6.06524710279785583
1662940800,2022-09-12 00:00:00,VET/BTC,0.000001179,0.000001188,0.000001142,0.000001147,3404917.78207242,3.96679352825865211
1662854400,2022-09-11 00:00:00,VET/BTC,0.00000119,0.000001207,0.000001173,0.00000118,1055192.55153964,1.24689676692144378
1662768000,2022-09-10 00:00:00,VET/BTC,0.000001202,0.000001222,0.00000118,0.000001187,684219.63345842,0.82311197977417809
1662681600,2022-09-09 00:00:00,VET/BTC,0.000001256,0.000001265,0.000001182,0.000001201,2359592.63379769,2.87969054357336242
1662595200,2022-09-08 00:00:00,VET/BTC,0.000001233,0.000001257,0.00000123,0.000001254,1014098.12798285,1.25618706134646494
1662508800,2022-09-07 00:00:00,VET/BTC,0.00000122,0.000001247,0.00000121,0.000001233,854361.01578733,1.05277371445586453
1662422400,2022-09-06 00:00:00,VET/BTC,0.000001235,0.000001263,0.000001207,0.000001219,2878495.99195067,3.54648583718614806
1662336000,2022-09-05 00:00:00,VET/BTC,0.000001252,0.000001256,0.00000122,0.000001236,4400436.65101313,5.39936918753474621
1662249600,2022-09-04 00:00:00,VET/BTC,0.00000122,0.000001266,0.00000122,0.000001251,737515.68375305,0.91931477225145899
1662163200,2022-09-03 00:00:00,VET/BTC,0.000001207,0.000001224,0.000001201,0.000001221,543035.5787,0.6581115802451
1662076800,2022-09-02 00:00:00,VET/BTC,0.000001208,0.000001224,0.000001197,0.000001208,833095.3779454,1.0064659967575689
1661990400,2022-09-01 00:00:00,VET/BTC,0.000001209,0.000001211,0.000001185,0.000001208,470328.66872541,0.56425226834628207
1661904000,2022-08-31 00:00:00,VET/BTC,0.000001229,0.000001237,0.000001205,0.000001207,494860.60137956,0.60522849089987313
1661817600,2022-08-30 00:00:00,VET/BTC,0.000001227,0.00000124,0.000001208,0.000001229,1981533.74082291,2.41126149472658525
1661731200,2022-08-29 00:00:00,VET/BTC,0.000001206,0.000001226,0.000001198,0.000001226,1884588.84974525,2.29172062468733765
1661644800,2022-08-28 00:00:00,VET/BTC,0.000001219,0.000001233,0.000001203,0.000001209,384146.72817923,0.46944554652939829
1661558400,2022-08-27 00:00:00,VET/BTC,0.000001206,0.000001228,0.000001197,0.000001219,445065.29391732,0.53659149727818762
1661472000,2022-08-26 00:00:00,VET/BTC,0.000001238,0.000001249,0.000001188,0.000001209,893617.53701602,1.09076314492485818
1661385600,2022-08-25 00:00:00,VET/BTC,0.000001228,0.000001251,0.000001217,0.000001239,444358.61698401,0.54849720637128333
1661299200,2022-08-24 00:00:00,VET/BTC,0.000001228,0.000001241,0.000001212,0.000001228,1018696.69412374,1.24907464396567686
1661212800,2022-08-23 00:00:00,VET/BTC,0.000001222,0.000001249,0.000001208,0.000001229,1607020.55230664,1.97745248185847533
1661126400,2022-08-22 00:00:00,VET/BTC,0.000001235,0.000001236,0.000001193,0.000001223,612861.23780093,0.73854232507177641
1661040000,2022-08-21 00:00:00,VET/BTC,0.000001219,0.000001247,0.00000121,0.000001233,1132458.99442314,1.39467271898975166
1660953600,2022-08-20 00:00:00,VET/BTC,0.000001237,0.000001249,0.000001205,0.000001218,633434.65366519,0.78016183518005551
1660867200,2022-08-19 00:00:00,VET/BTC,0.000001213,0.000001242,0.00000119,0.000001234,2269149.56960043,2.74334071097224093
1660780800,2022-08-18 00:00:00,VET/BTC,0.000001251,0.000001268,0.000001214,0.000001214,942740.22331888,1.16703011108205787
1660694400,2022-08-17 00:00:00,VET/BTC,0.000001287,0.000001316,0.000001244,0.000001254,972995.61819306,1.23308565989786286
1660608000,2022-08-16 00:00:00,VET/BTC,0.000001302,0.000001306,0.000001282,0.000001287,900660.55440846,1.16756018068777484
1660521600,2022-08-15 00:00:00,VET/BTC,0.000001326,0.000001335,0.000001293,0.000001302,2508214.29691109,3.28610918505719407
1660435200,2022-08-14 00:00:00,VET/BTC,0.000001349,0.000001376,0.000001321,0.000001325,2300886.41195903,3.10734351449435798
1660348800,2022-08-13 00:00:00,VET/BTC,0.000001368,0.000001375,0.000001341,0.000001349,1108172.61588832,1.49976067601904466
1660262400,2022-08-12 00:00:00,VET/BTC,0.000001366,0.000001406,0.000001359,0.000001369,2106850.77488757,2.90217882552490066
1660176000,2022-08-11 00:00:00,VET/BTC,0.000001365,0.000001379,0.000001329,0.000001365,1151694.99813972,1.5517192027545217
1660089600,2022-08-10 00:00:00,VET/BTC,0.000001304,0.000001381,0.000001282,0.000001364,4090399.49010403,5.50325487518533499
1660003200,2022-08-09 00:00:00,VET/BTC,0.000001323,0.000001333,0.000001292,0.000001305,1764097.97231048,2.31416825838188061
1659916800,2022-08-08 00:00:00,VET/BTC,0.000001348,0.000001365,0.00000132,0.000001323,6896495.16353961,9.27896607168941744
1659830400,2022-08-07 00:00:00,VET/BTC,0.000001345,0.000001368,0.000001336,0.00000135,5153728.46631264,6.96715985436224422
1659744000,2022-08-06 00:00:00,VET/BTC,0.000001347,0.000001374,0.000001337,0.000001346,2585530.31333962,3.5007599758168588
1659657600,2022-08-05 00:00:00,VET/BTC,0.000001308,0.000001363,0.00000129,0.000001348,3774550.83683037,5.04425551854109369
1659571200,2022-08-04 00:00:00,VET/BTC,0.000001285,0.00000132,0.000001272,0.000001307,2368198.3736681,3.07188199430750005
1659484800,2022-08-03 00:00:00,VET/BTC,0.00000121,0.000001313,0.00000119,0.000001284,5620191.00890047,7.13681975892270951
1659398400,2022-08-02 00:00:00,VET/BTC,0.000001183,0.000001278,0.000001152,0.000001208,5785427.72625589,7.1150118419263676
1659312000,2022-08-01 00:00:00,VET/BTC,0.000001163,0.000001198,0.000001163,0.000001185,2983315.9826883,3.51674670771854471
1659225600,2022-07-31 00:00:00,VET/BTC,0.000001157,0.000001204,0.000001153,0.000001164,4919494.01055248,5.83736066238423991
1659139200,2022-07-30 00:00:00,VET/BTC,0.000001125,0.000001165,0.000001115,0.000001159,4150345.98362843,4.76219258177165954
1659052800,2022-07-29 00:00:00,VET/BTC,0.000001106,0.000001144,0.000001102,0.000001123,1470996.42545648,1.65399141017337161
1658966400,2022-07-28 00:00:00,VET/BTC,0.000001097,0.00000114,0.000001085,0.000001104,3973725.32164137,4.42994261000430347
1658880000,2022-07-27 00:00:00,VET/BTC,0.000001097,0.0000011,0.000001074,0.000001095,679127.20487587,0.73907626423198172
1658793600,2022-07-26 00:00:00,VET/BTC,0.000001094,0.000001104,0.000001079,0.000001097,497670.23391341,0.54269084924657802
1658707200,2022-07-25 00:00:00,VET/BTC,0.00000111,0.00000112,0.000001086,0.000001094,1188912.80725167,1.31284430091598695
1658620800,2022-07-24 00:00:00,VET/BTC,0.000001117,0.000001127,0.000001109,0.000001109,1563583.55233148,1.74827539254838272
1658534400,2022-07-23 00:00:00,VET/BTC,0.000001114,0.000001126,0.000001101,0.000001118,709333.67775834,0.79123075201905979
1658448000,2022-07-22 00:00:00,VET/BTC,0.000001098,0.000001142,0.000001092,0.000001115,1191083.37454346,1.34253268833166011
1658361600,2022-07-21 00:00:00,VET/BTC,0.000001092,0.000001106,0.000001073,0.000001095,1342027.7712156,1.46670593297035549
1658275200,2022-07-20 00:00:00,VET/BTC,0.000001114,0.000001166,0.000001092,0.000001092,2770859.02101995,3.15186232338080492
1658188800,2022-07-19 00:00:00,VET/BTC,0.000001104,0.000001153,0.000001086,0.000001113,3007289.51371119,3.34965045735381201
1658102400,2022-07-18 00:00:00,VET/BTC,0.000001116,0.000001129,0.00000109,0.000001103,1265129.65342533,1.40024509443075342
1658016000,2022-07-17 00:00:00,VET/BTC,0.00000112,0.000001123,0.000001097,0.000001115,645480.15725674,0.7171668437760615
1657929600,2022-07-16 00:00:00,VET/BTC,0.000001102,0.00000112,0.000001097,0.000001119,606375.33740282,0.67203822676435822
1657843200,2022-07-15 00:00:00,VET/BTC,0.000001108,0.000001116,0.000001095,0.000001101,415065.89100241,0.4590985544083673
1657756800,2022-07-14 00:00:00,VET/BTC,0.000001099,0.00000111,0.000001087,0.000001108,506027.40727824,0.55593595947078038
1657670400,2022-07-13 00:00:00,VET/BTC,0.000001112,0.000001119,0.000001094,0.000001101,1026488.43372569,1.13291965580947411
1657584000,2022-07-12 00:00:00,VET/BTC,0.000001099,0.000001119,0.000001099,0.000001111,742303.95569524,0.8220958437510479
1657497600,2022-07-11 00:00:00,VET/BTC,0.000001125,0.000001125,0.0000011,0.000001102,997355.47859865,1.10831387145119076
1657411200,2022-07-10 00:00:00,VET/BTC,0.000001115,0.00000113,0.000001109,0.000001123,310522.56187902,0.34761406481857855
1657324800,2022-07-09 00:00:00,VET/BTC,0.000001099,0.000001128,0.000001099,0.000001117,1343350.66863829,1.50183784616005738
1657238400,2022-07-08 00:00:00,VET/BTC,0.000001114,0.000001128,0.000001091,0.000001099,1689246.27047422,1.86835999239387299
