https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume AUD,tradecount
1660176000000,2022-08-11 00:00:00,BTC/AUD,33864.27000000,34997.40000000,33625.00000000,33767.73000000,662.31450000,22784149.52256220,22588
1660089600000,2022-08-10 00:00:00,BTC/AUD,33279.80000000,34352.94000000,32615.33000000,33874.38000000,431.94140000,14439614.21179210,16057
1660003200000,2022-08-09 00:00:00,BTC/AUD,34100.21000000,34350.00000000,32854.27000000,33298.57000000,335.51133000,11307565.45341800,12344
1659916800000,2022-08-08 00:00:00,BTC/AUD,33592.67000000,34816.60000000,33512.45000000,34103.01000000,260.71841000,8922717.41430510,10760
1659830400000,2022-08-07 00:00:00,BTC/AUD,33252.61000000,33854.27000000,33026.11000000,33573.05000000,393.36107000,13074308.15072100,16618
1659744000000,2022-08-06 00:00:00,BTC/AUD,33690.00000000,33816.42000000,33183.05000000,33184.38000000,67.29446000,2258982.77034630,3481
1659657600000,2022-08-05 00:00:00,BTC/AUD,32536.96000000,33815.95000000,32490.16000000,33741.34000000,244.62593000,8143993.27084570,10157
1659571200000,2022-08-04 00:00:00,BTC/AUD,32903.96000000,33408.05000000,32174.00000000,32540.22000000,338.86856000,11156103.80624270,14128
1659484800000,2022-08-03 00:00:00,BTC/AUD,33384.42000000,34100.00000000,32786.90000000,32918.49000000,238.47795000,7966160.34126960,10517
1659398400000,2022-08-02 00:00:00,BTC/AUD,33184.61000000,33774.33000000,32525.13000000,33375.11000000,223.63017000,7381937.04133300,11131
1659312000000,2022-08-01 00:00:00,BTC/AUD,33489.03000000,33658.25000000,32604.28000000,33172.39000000,206.88549000,6863288.36933600,10395
1659225600000,2022-07-31 00:00:00,BTC/AUD,33854.90000000,34649.64000000,33332.59000000,33491.63000000,167.54990000,5689621.29241930,7249
1659139200000,2022-07-30 00:00:00,BTC/AUD,34060.80000000,35348.68000000,33730.00000000,33889.93000000,203.42891000,7012361.62348730,8636
1659052800000,2022-07-29 00:00:00,BTC/AUD,34117.91000000,34870.00000000,33777.33000000,34007.88000000,298.81453000,10222749.54994500,12857
1658966400000,2022-07-28 00:00:00,BTC/AUD,32880.69000000,34604.80000000,32268.44000000,34135.02000000,390.92908000,13044729.75171960,15412
1658880000000,2022-07-27 00:00:00,BTC/AUD,30649.49000000,33000.00000000,30420.00000000,32872.42000000,512.17901000,16098039.61888880,17345
1658793600000,2022-07-26 00:00:00,BTC/AUD,30700.44000000,30767.82000000,29855.01000000,30620.00000000,377.98347000,11441411.60190030,14345
1658707200000,2022-07-25 00:00:00,BTC/AUD,32673.35000000,32803.35000000,30624.00000000,30695.33000000,415.66293000,13161915.58661740,15957
1658620800000,2022-07-24 00:00:00,BTC/AUD,32452.52000000,33279.23000000,32169.78000000,32668.47000000,159.05468000,5210753.92445680,6560
1658534400000,2022-07-23 00:00:00,BTC/AUD,32854.76000000,33263.10000000,31735.18000000,32452.93000000,160.75145000,5247516.17249500,7052
1658448000000,2022-07-22 00:00:00,BTC/AUD,33460.20000000,34156.59000000,32527.00000000,32850.84000000,355.55287000,11916342.67761700,14159
1658361600000,2022-07-21 00:00:00,BTC/AUD,33720.59000000,34047.85000000,32480.71000000,33434.50000000,440.93531000,14642107.36895410,16890
1658275200000,2022-07-20 00:00:00,BTC/AUD,33945.52000000,35242.28000000,33221.01000000,33756.94000000,465.17226000,15885196.94503870,19526
1658188800000,2022-07-19 00:00:00,BTC/AUD,32963.10000000,34500.00000000,31507.41000000,33966.38000000,457.41680000,14991914.32655660,17153
1658102400000,2022-07-18 00:00:00,BTC/AUD,30505.30000000,33259.84000000,30437.55000000,33024.24000000,338.73802000,10892785.35788390,15425
1658016000000,2022-07-17 00:00:00,BTC/AUD,31252.80000000,31938.15000000,30449.80000000,30505.30000000,171.36367000,5368838.58386920,7607
1657929600000,2022-07-16 00:00:00,BTC/AUD,30659.59000000,31777.77000000,30167.94000000,31219.19000000,116.79762000,3602808.54972360,5845
1657843200000,2022-07-15 00:00:00,BTC/AUD,30446.54000000,31188.29000000,30201.08000000,30681.78000000,303.74885000,9334850.72888500,12442
1657756800000,2022-07-14 00:00:00,BTC/AUD,30025.21000000,30929.83000000,29140.60000000,30456.10000000,397.46099000,11834807.01118760,16076
1657670400000,2022-07-13 00:00:00,BTC/AUD,28625.68000000,30090.64000000,28000.00000000,30009.02000000,691.95884000,19951978.84976070,25504
1657584000000,2022-07-12 00:00:00,BTC/AUD,29582.56000000,31582.89000000,28467.60000000,28629.71000000,551.04554000,16157598.03412750,21775
1657497600000,2022-07-11 00:00:00,BTC/AUD,30422.67000000,30712.10000000,29500.00000000,29571.81000000,444.78455000,13401485.80116130,18305
1657411200000,2022-07-10 00:00:00,BTC/AUD,31488.77000000,31518.33000000,30208.31000000,30422.68000000,190.86558000,5883028.82781050,7663
1657324800000,2022-07-09 00:00:00,BTC/AUD,31449.58000000,32044.73000000,31100.55000000,31510.35000000,209.92264000,6612124.73747900,7581
1657238400000,2022-07-08 00:00:00,BTC/AUD,31549.41000000,32720.29000000,30957.11000000,31470.16000000,434.26340000,13798110.55479180,14665
1657152000000,2022-07-07 00:00:00,BTC/AUD,30240.82000000,31853.99000000,29695.96000000,31539.99000000,329.67591000,10015514.90630610,11944
1657065600000,2022-07-06 00:00:00,BTC/AUD,29551.75000000,30354.59000000,28999.99000000,30239.32000000,433.94490000,12848656.02635910,14986
1656979200000,2022-07-05 00:00:00,BTC/AUD,29370.69000000,30399.99000000,28378.45000000,29551.74000000,419.09049000,12282040.54421790,15803
1656892800000,2022-07-04 00:00:00,BTC/AUD,28280.55000000,29527.24000000,27802.53000000,29369.41000000,391.26736000,11112677.64623330,13024
1656806400000,2022-07-03 00:00:00,BTC/AUD,28171.64000000,28774.38000000,27546.17000000,28273.78000000,208.37764000,5857302.52347280,8363
1656720000000,2022-07-02 00:00:00,BTC/AUD,28183.66000000,28480.59000000,27772.33000000,28176.94000000,298.58820000,8384257.91189020,15635
1656633600000,2022-07-01 00:00:00,BTC/AUD,28942.70000000,30213.70000000,27805.01000000,28183.66000000,519.98247000,14939143.84454630,21277
1656547200000,2022-06-30 00:00:00,BTC/AUD,29191.63000000,29262.89000000,27000.00000000,28922.25000000,571.77106000,16007938.99729460,18386
1656460800000,2022-06-29 00:00:00,BTC/AUD,29332.23000000,29618.00000000,28816.00000000,29182.20000000,458.15450000,13371114.60769700,14370
1656374400000,2022-06-28 00:00:00,BTC/AUD,29910.15000000,30437.07000000,29206.48000000,29319.99000000,424.19931000,12682286.90229710,14222
1656288000000,2022-06-27 00:00:00,BTC/AUD,30297.19000000,31002.31000000,29610.66000000,29922.30000000,492.07672000,14944613.40717340,13682
1656201600000,2022-06-26 00:00:00,BTC/AUD,30962.98000000,31539.00000000,30209.35000000,30309.54000000,208.35168000,6416995.22727820,9808
1656115200000,2022-06-25 00:00:00,BTC/AUD,30583.35000000,31091.82000000,30166.25000000,30943.90000000,234.10584000,7185067.11878990,8409
1656028800000,2022-06-24 00:00:00,BTC/AUD,30552.22000000,31019.45000000,29946.05000000,30579.64000000,466.16291000,14218325.49932650,15064
1655942400000,2022-06-23 00:00:00,BTC/AUD,28905.23000000,30711.32000000,28771.08000000,30547.25000000,487.66807000,14511916.87687620,16314
1655856000000,2022-06-22 00:00:00,BTC/AUD,29728.07000000,30121.82000000,28500.00000000,28895.02000000,547.90548000,16089569.50246190,19451
1655769600000,2022-06-21 00:00:00,BTC/AUD,29454.66000000,31039.99000000,29170.60000000,29717.17000000,583.65108000,17602863.05586960,17979
1655683200000,2022-06-20 00:00:00,BTC/AUD,29512.46000000,30200.00000000,28233.04000000,29459.00000000,508.07122000,14790025.14568010,19095
1655596800000,2022-06-19 00:00:00,BTC/AUD,27452.90000000,29946.79000000,25915.25000000,29523.00000000,539.13739000,14977638.04209980,28074
1655510400000,2022-06-18 00:00:00,BTC/AUD,29463.64000000,29910.95000000,25565.60000000,27452.35000000,819.48653000,22511937.01355920,33224
1655424000000,2022-06-17 00:00:00,BTC/AUD,28940.78000000,30491.74000000,28770.00000000,29467.13000000,500.87191000,14818990.72957650,22161
1655337600000,2022-06-16 00:00:00,BTC/AUD,31994.84000000,32675.33000000,28727.22000000,28942.32000000,710.72203000,21761781.23540334,28915
1655251200000,2022-06-15 00:00:00,BTC/AUD,32113.87000000,32490.72000000,29004.32000000,31992.73000000,1129.68562700,34411505.46646810,43402
1655164800000,2022-06-14 00:00:00,BTC/AUD,32345.09000000,34350.00000000,30034.20000000,32113.11000000,931.13695000,29599039.62134830,36460
1655078400000,2022-06-13 00:00:00,BTC/AUD,37858.67000000,38213.62000000,31600.00000000,32361.59000000,1347.60370800,46803214.35817672,54053
1654992000000,2022-06-12 00:00:00,BTC/AUD,40419.35000000,40560.07000000,37801.17000000,37863.70000000,581.32524000,22706238.39958550,23998
1654905600000,2022-06-11 00:00:00,BTC/AUD,41217.92000000,41825.40000000,39950.00000000,40401.82000000,269.47438000,11023630.09536660,14458
1654819200000,2022-06-10 00:00:00,BTC/AUD,42360.79000000,42700.00000000,40901.52000000,41209.83000000,435.48523000,18197938.09814240,20361
1654732800000,2022-06-09 00:00:00,BTC/AUD,42043.69000000,42701.30000000,41776.00000000,42353.34000000,345.45680000,14594716.91838860,17110
1654646400000,2022-06-08 00:00:00,BTC/AUD,43065.86000000,43338.35000000,41427.00000000,42022.15000000,297.87815000,12602141.53103960,17550
1654560000000,2022-06-07 00:00:00,BTC/AUD,43611.92000000,43612.51000000,40694.90000000,43081.05000000,481.64685000,20066960.49388480,23007
1654473600000,2022-06-06 00:00:00,BTC/AUD,41483.04000000,44003.23000000,41410.90000000,43595.13000000,352.87417000,15256124.20900850,20569
1654387200000,2022-06-05 00:00:00,BTC/AUD,41427.20000000,41826.21000000,40971.06000000,41467.37000000,162.38186000,6711767.02483000,8598
1654300800000,2022-06-04 00:00:00,BTC/AUD,41175.47000000,41579.22000000,40894.18000000,41428.32000000,143.17113000,5898277.05221490,7042
1654214400000,2022-06-03 00:00:00,BTC/AUD,41913.50000000,42233.92000000,40500.01000000,41181.68000000,278.06311000,11526589.89921570,14257
1654128000000,2022-06-02 00:00:00,BTC/AUD,41565.68000000,42192.70000000,40993.33000000,41915.87000000,363.61925000,15126409.49568310,16630
1654041600000,2022-06-01 00:00:00,BTC/AUD,44263.34000000,44499.88000000,40850.00000000,41558.79000000,328.86224000,14204501.93448410,13699
1653955200000,2022-05-31 00:00:00,BTC/AUD,44095.71000000,45066.81000000,43495.70000000,44260.58000000,306.98944000,13535475.03044950,12471
1653868800000,2022-05-30 00:00:00,BTC/AUD,41120.45000000,44721.16000000,40856.65000000,44108.49000000,304.24304000,12983438.42568790,12320
1653782400000,2022-05-29 00:00:00,BTC/AUD,40614.45000000,41300.00000000,40293.68000000,41139.43000000,121.76117000,4963628.90649600,7246
1653696000000,2022-05-28 00:00:00,BTC/AUD,40030.42000000,40821.66000000,39849.27000000,40609.29000000,146.09159000,5892562.65905080,6280
1653609600000,2022-05-27 00:00:00,BTC/AUD,41102.29000000,41317.26000000,39550.00000000,39968.24000000,307.40189000,12448085.16843910,13969
1653523200000,2022-05-26 00:00:00,BTC/AUD,41614.96000000,42168.34000000,39593.15000000,41104.95000000,464.54051000,19145078.53828400,15539
1653436800000,2022-05-25 00:00:00,BTC/AUD,41772.69000000,42497.85000000,41597.96000000,41614.69000000,281.63685000,11823414.62035110,11126
1653350400000,2022-05-24 00:00:00,BTC/AUD,41064.82000000,41940.00000000,40448.78000000,41758.23000000,234.74662000,9694446.16174360,9357
1653264000000,2022-05-23 00:00:00,BTC/AUD,42855.69000000,43110.76000000,40716.26000000,41041.67000000,371.30731000,15723132.51420540,16751
1653177600000,2022-05-22 00:00:00,BTC/AUD,41788.03000000,43110.77000000,41537.71000000,42870.07000000,194.24212000,8238574.56085890,9154
1653091200000,2022-05-21 00:00:00,BTC/AUD,41483.34000000,42122.31000000,41145.89000000,41797.95000000,98.62897000,4109008.74371820,5900
1653004800000,2022-05-20 00:00:00,BTC/AUD,43075.73000000,43673.23000000,40923.73000000,41483.76000000,371.60395000,15763576.68348380,15840
1652918400000,2022-05-19 00:00:00,BTC/AUD,41188.18000000,43223.37000000,41117.89000000,43074.37000000,383.32425000,16076095.88712160,16878
1652832000000,2022-05-18 00:00:00,BTC/AUD,43270.22000000,43548.00000000,41079.00000000,41193.43000000,359.16759000,15164505.48943610,13486
1652745600000,2022-05-17 00:00:00,BTC/AUD,42786.90000000,43761.68000000,41953.82000000,43266.15000000,296.18923000,12767690.48004990,12810
1652659200000,2022-05-16 00:00:00,BTC/AUD,45062.05000000,45062.06000000,41847.00000000,42767.61000000,384.37115000,16639470.93539070,16590
1652572800000,2022-05-15 00:00:00,BTC/AUD,43398.14000000,45279.75000000,42520.00000000,45065.41000000,219.18101000,9571174.94323140,12061
1652486400000,2022-05-14 00:00:00,BTC/AUD,42234.34000000,43722.64000000,41324.70000000,43405.83000000,233.80793000,9924237.20881580,14534
1652400000000,2022-05-13 00:00:00,BTC/AUD,41815.53000000,45040.74000000,41400.50000000,42205.81000000,626.68757000,27387338.05762980,28693
1652313600000,2022-05-12 00:00:00,BTC/AUD,41631.00000000,43428.80000000,34050.00000000,41840.35000000,2044.55906000,80931735.69795031,71428
1652227200000,2022-05-11 00:00:00,BTC/AUD,44838.23000000,45857.66000000,40000.00000000,41640.54000000,1477.94571200,63876687.59246480,54960
1652140800000,2022-05-10 00:00:00,BTC/AUD,43268.55000000,46847.59000000,42900.00000000,44824.01000000,797.45033900,35969328.53071120,36492
1652054400000,2022-05-09 00:00:00,BTC/AUD,48262.76000000,48643.48000000,43210.00000000,43276.97000000,908.05275800,41917871.11193751,33802
1651968000000,2022-05-08 00:00:00,BTC/AUD,50219.42000000,50287.41000000,47715.63000000,48226.76000000,302.74758000,14785747.79022610,15053
1651881600000,2022-05-07 00:00:00,BTC/AUD,50875.69000000,51165.49000000,49300.00000000,50231.65000000,178.68964000,9043559.93222510,9966
1651795200000,2022-05-06 00:00:00,BTC/AUD,51419.93000000,51599.17000000,49851.83000000,50875.69000000,498.19054000,25392370.55696190,19171
1651708800000,2022-05-05 00:00:00,BTC/AUD,54719.31000000,55126.28000000,50261.89000000,51425.48000000,465.19269000,24631213.58457920,20539
1651622400000,2022-05-04 00:00:00,BTC/AUD,53110.48000000,55327.61000000,53040.95000000,54729.66000000,457.51496000,24899201.03809600,16034
1651536000000,2022-05-03 00:00:00,BTC/AUD,54630.96000000,54636.80000000,52949.16000000,53108.63000000,323.95541000,17480890.45642600,12756
1651449600000,2022-05-02 00:00:00,BTC/AUD,54363.97000000,55573.02000000,54077.27000000,54630.49000000,301.99616000,16585321.84855800,12058
1651363200000,2022-05-01 00:00:00,BTC/AUD,53519.68000000,54844.38000000,53300.00000000,54369.44000000,195.71883000,10565684.73483600,10298
1651276800000,2022-04-30 00:00:00,BTC/AUD,54755.24000000,55000.00000000,53400.02000000,53519.67000000,144.18086000,7858842.00371110,7928
1651190400000,2022-04-29 00:00:00,BTC/AUD,55932.59000000,55968.08000000,53850.00000000,54712.81000000,285.77284000,15693922.00140760,11719
1651104000000,2022-04-28 00:00:00,BTC/AUD,55049.00000000,56816.43000000,54898.90000000,55894.82000000,325.74677000,18151021.78768550,14219
1651017600000,2022-04-27 00:00:00,BTC/AUD,53434.33000000,55290.32000000,53200.00000000,55069.56000000,254.44823000,13816899.42344690,14558
1650931200000,2022-04-26 00:00:00,BTC/AUD,56188.43000000,56715.27000000,52900.00000000,53437.30000000,355.12720000,19535198.31057330,16805
1650844800000,2022-04-25 00:00:00,BTC/AUD,54581.82000000,56369.83000000,53386.66000000,56219.24000000,305.45645000,16628086.29118310,16418
1650758400000,2022-04-24 00:00:00,BTC/AUD,54528.01000000,55198.63000000,53904.13000000,54589.83000000,136.68216000,7486877.01459820,7666
1650672000000,2022-04-23 00:00:00,BTC/AUD,54908.50000000,55289.74000000,54325.84000000,54534.07000000,107.52558000,5892576.37137690,6550
1650585600000,2022-04-22 00:00:00,BTC/AUD,55133.46000000,55780.04000000,54055.72000000,54920.03000000,247.95558000,13672945.03765710,12220
1650499200000,2022-04-21 00:00:00,BTC/AUD,55605.81000000,57885.28000000,54111.55000000,55141.94000000,283.05801000,15936371.06823960,13870
1650412800000,2022-04-20 00:00:00,BTC/AUD,56153.13000000,56914.50000000,55014.63000000,55606.11000000,293.35479000,16413906.99998520,11212
1650326400000,2022-04-19 00:00:00,BTC/AUD,55486.32000000,56666.25000000,55007.53000000,56153.92000000,204.10374000,11357431.71599410,10676
1650240000000,2022-04-18 00:00:00,BTC/AUD,53751.96000000,55901.83000000,52376.38000000,55486.71000000,311.62544000,16719298.74744950,12920
1650153600000,2022-04-17 00:00:00,BTC/AUD,54683.28000000,55057.10000000,53635.57000000,53768.44000000,130.14258000,7090534.83771320,6519
1650067200000,2022-04-16 00:00:00,BTC/AUD,54974.11000000,55125.00000000,54255.59000000,54683.28000000,97.81245000,5356227.13073180,5256
1649980800000,2022-04-15 00:00:00,BTC/AUD,54019.57000000,55326.93000000,53795.42000000,54999.74000000,139.76552000,7610685.83553110,7262
1649894400000,2022-04-14 00:00:00,BTC/AUD,55311.49000000,55723.75000000,53479.31000000,54015.59000000,222.95651000,12248751.23129810,9591
1649808000000,2022-04-13 00:00:00,BTC/AUD,53784.20000000,55887.67000000,53211.78000000,55309.73000000,267.60156000,14551795.70973130,12680
1649721600000,2022-04-12 00:00:00,BTC/AUD,53497.31000000,54737.56000000,52736.61000000,53772.93000000,278.65028000,14989254.77476430,14377
1649635200000,2022-04-11 00:00:00,BTC/AUD,56762.76000000,57078.63000000,53156.00000000,53409.08000000,307.93873000,17075696.17911020,15773
1649548800000,2022-04-10 00:00:00,BTC/AUD,57468.95000000,58269.00000000,56301.00000000,56772.41000000,109.94382000,6302641.97827220,6956
1649462400000,2022-04-09 00:00:00,BTC/AUD,56837.69000000,57528.84000000,56675.32000000,57470.70000000,99.95644000,5706223.32574730,5569
1649376000000,2022-04-08 00:00:00,BTC/AUD,58161.32000000,59046.02000000,56672.70000000,56885.30000000,203.10177000,11795873.79699690,10846
1649289600000,2022-04-07 00:00:00,BTC/AUD,57615.25000000,58699.43000000,57118.18000000,58184.81000000,229.40219000,13326382.72778370,12136
1649203200000,2022-04-06 00:00:00,BTC/AUD,60165.42000000,60244.46000000,57526.61000000,57634.70000000,333.82492000,19727100.97621410,17040
1649116800000,2022-04-05 00:00:00,BTC/AUD,61851.39000000,62159.87000000,60011.86000000,60180.06000000,247.73630000,15155897.53080800,10867
1649030400000,2022-04-04 00:00:00,BTC/AUD,62095.29000000,62246.44000000,59910.00000000,61860.52000000,303.51925000,18593914.63004950,14089
1648944000000,2022-04-03 00:00:00,BTC/AUD,61250.22000000,63387.98000000,60867.05000000,62091.06000000,151.93048000,9413136.39735870,9357
1648857600000,2022-04-02 00:00:00,BTC/AUD,61903.82000000,63039.14000000,60975.00000000,61235.33000000,153.43778000,9533289.10286230,10393
1648771200000,2022-04-01 00:00:00,BTC/AUD,60928.42000000,62424.82000000,59200.01000000,61916.74000000,273.63182000,16570213.45759910,14104
1648684800000,2022-03-31 00:00:00,BTC/AUD,62822.33000000,63600.12000000,60504.01000000,60917.26000000,294.03293000,18392291.96577130,13123
1648598400000,2022-03-30 00:00:00,BTC/AUD,63222.93000000,63548.00000000,62058.87000000,62846.59000000,246.19156000,15489229.55085560,10722
1648512000000,2022-03-29 00:00:00,BTC/AUD,62954.04000000,64284.61000000,62578.49000000,63207.05000000,274.03502000,17405810.81656090,12128
1648425600000,2022-03-28 00:00:00,BTC/AUD,62336.13000000,64425.54000000,62144.47000000,62954.04000000,326.84127000,20592624.38361820,15190
1648339200000,2022-03-27 00:00:00,BTC/AUD,59438.77000000,62544.74000000,59278.22000000,62356.27000000,197.31965000,11934510.14150320,11053
1648252800000,2022-03-26 00:00:00,BTC/AUD,59156.70000000,59830.55000000,58848.62000000,59443.63000000,150.22182000,8909190.13578020,13103
1648166400000,2022-03-25 00:00:00,BTC/AUD,58665.00000000,60099.84000000,58173.19000000,59162.43000000,277.55693000,16393413.75650970,15301
1648080000000,2022-03-24 00:00:00,BTC/AUD,57265.37000000,58968.74000000,56972.41000000,58658.75000000,272.70639000,15758190.59571750,15234
1647993600000,2022-03-23 00:00:00,BTC/AUD,56861.42000000,57412.91000000,56073.59000000,57339.92000000,258.54804000,14628116.84643640,13972
1647907200000,2022-03-22 00:00:00,BTC/AUD,55461.92000000,58687.29000000,55400.00000000,56871.02000000,343.82766000,19713880.21510600,17490
1647820800000,2022-03-21 00:00:00,BTC/AUD,55762.24000000,56272.11000000,54778.97000000,55487.72000000,284.91563000,15840418.83519120,15284
1647734400000,2022-03-20 00:00:00,BTC/AUD,56960.45000000,57085.71000000,55280.51000000,55761.58000000,144.45473000,8119323.09036990,9680
1647648000000,2022-03-19 00:00:00,BTC/AUD,56404.80000000,57200.00000000,56100.02000000,56960.46000000,145.84425000,8240753.53614050,10705
1647561600000,2022-03-18 00:00:00,BTC/AUD,55581.24000000,57114.39000000,54523.10000000,56400.65000000,246.73199000,13639834.38432290,14907
1647475200000,2022-03-17 00:00:00,BTC/AUD,56477.30000000,56781.11000000,55009.08000000,55565.25000000,339.51317000,18953355.00764870,17677
1647388800000,2022-03-16 00:00:00,BTC/AUD,54600.09000000,57759.22000000,53600.02000000,56486.20000000,710.59689000,39440661.97789370,31088
1647302400000,2022-03-15 00:00:00,BTC/AUD,54930.67000000,55413.36000000,53016.77000000,54578.87000000,600.71600000,32513877.03262160,24766
1647216000000,2022-03-14 00:00:00,BTC/AUD,51881.11000000,55284.37000000,51605.26000000,54900.68000000,318.64929000,17053322.16319090,20898
1647129600000,2022-03-13 00:00:00,BTC/AUD,53310.01000000,54019.39000000,51676.06000000,51881.12000000,183.53817000,9753040.13395750,10826
1647043200000,2022-03-12 00:00:00,BTC/AUD,53190.60000000,54199.87000000,53100.00000000,53324.94000000,183.96873000,9887646.97241290,9397
