https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume URUS,Volume USDT
1658016000,2022-07-17 00:00:00,URUS/USDT,18.736,21.226,17.881,18.106,12870.25525198,241815.40268302962
1657929600,2022-07-16 00:00:00,URUS/USDT,17.451,19.597,16.921,18.74,11465.40293529,203058.94378072061
1657843200,2022-07-15 00:00:00,URUS/USDT,16.646,18.028,16.597,17.449,11683.89461453,199412.90365088579
1657756800,2022-07-14 00:00:00,URUS/USDT,16.01,16.956,15.583,16.64,12822.8055904,208690.51266665981
1657670400,2022-07-13 00:00:00,URUS/USDT,15.388,16.389,15.099,16.008,14086.63110227,219997.39970902765
1657584000,2022-07-12 00:00:00,URUS/USDT,16.019,16.238,15.265,15.386,12603.69856585,200906.74292216209
1657497600,2022-07-11 00:00:00,URUS/USDT,16.946,17.219,15.982,16.021,12475.74082192,208830.0869614488
1657411200,2022-07-10 00:00:00,URUS/USDT,17.772,17.775,16.615,16.95,11609.70643726,196795.43079650325
1657324800,2022-07-09 00:00:00,URUS/USDT,18.146,18.298,17.098,17.774,12252.94700375,219183.21447084965
1657238400,2022-07-08 00:00:00,URUS/USDT,18.168,18.413,17.596,18.14,11531.188839,208852.65806542525
1657152000,2022-07-07 00:00:00,URUS/USDT,16.92,19.908,16.765,18.17,13348.33890412,233527.80756592408
1657065600,2022-07-06 00:00:00,URUS/USDT,16.259,18.596,16.151,16.926,11953.12525485,198285.1742447213
1656979200,2022-07-05 00:00:00,URUS/USDT,16.104,17.197,15.6,16.261,13508.0417125,218763.97119229725
1656892800,2022-07-04 00:00:00,URUS/USDT,15.778,16.371,15.228,16.098,23638.41106799,372130.8142985963
1656806400,2022-07-03 00:00:00,URUS/USDT,16.428,17.244,15.4,15.772,21141.12677619,340792.04632430657
1656720000,2022-07-02 00:00:00,URUS/USDT,16.277,17.448,15.638,16.422,23278.99362946,375911.68311251203
1656633600,2022-07-01 00:00:00,URUS/USDT,15.835,16.629,15.808,16.275,15276.59750302,249323.33440282052
1656547200,2022-06-30 00:00:00,URUS/USDT,16.896,16.945,15.376,15.833,22108.25101821,358523.20466036129
1656460800,2022-06-29 00:00:00,URUS/USDT,17.781,17.911,16.5,16.902,19907.34223581,340918.93978920936
1656374400,2022-06-28 00:00:00,URUS/USDT,17.783,25.347,17.595,17.775,20496.09063025,369971.9534840336
1656288000,2022-06-27 00:00:00,URUS/USDT,18.221,18.817,17.583,17.785,19327.45091246,349848.00010293684
1656201600,2022-06-26 00:00:00,URUS/USDT,18.636,21.814,18,18.217,19627.16896007,370339.11708518618
1656115200,2022-06-25 00:00:00,URUS/USDT,18.604,19.395,17.742,18.64,19785.89225675,367708.86050143851
1656028800,2022-06-24 00:00:00,URUS/USDT,17.286,19.6,17.235,18.602,20748.80310071,371323.17773840249
1655942400,2022-06-23 00:00:00,URUS/USDT,16.22,17.404,15.883,17.284,21754.32887432,366676.48499248087
1655856000,2022-06-22 00:00:00,URUS/USDT,17.261,17.267,16.003,16.169,19983.15267725,333309.04873643031
1655769600,2022-06-21 00:00:00,URUS/USDT,16.969,18.543,16.904,17.265,19297.23765314,338144.16593715467
1655683200,2022-06-20 00:00:00,URUS/USDT,17.344,17.511,16.492,16.967,19490.94146826,329540.76833691771
1655596800,2022-06-19 00:00:00,URUS/USDT,14.894,17.742,14.821,17.345,20906.61453125,326009.17960066783
1655510400,2022-06-18 00:00:00,URUS/USDT,16.777,16.793,13.872,14.892,20434.12669041,315585.93733978612
1655424000,2022-06-17 00:00:00,URUS/USDT,16.147,18.12,15.89,16.771,21296.52608206,347360.82224624727
1655337600,2022-06-16 00:00:00,URUS/USDT,17.635,19.152,15.679,16.149,19914.83099169,339428.86318576834
1655251200,2022-06-15 00:00:00,URUS/USDT,16.961,18.492,15,17.637,19645.4126414,321501.17689363352
1655164800,2022-06-14 00:00:00,URUS/USDT,17.057,18.232,16.206,16.964,19190.33718108,329875.45145135412
1655078400,2022-06-13 00:00:00,URUS/USDT,20.641,20.731,16.447,17.067,17971.74457881,324780.55638851497
1654992000,2022-06-12 00:00:00,URUS/USDT,22.728,22.939,20.64,20.644,16421.0905856,355290.79397330029
1654905600,2022-06-11 00:00:00,URUS/USDT,24.385,25.128,22.25,22.726,14761.92456075,350398.18303738707
1654819200,2022-06-10 00:00:00,URUS/USDT,25.568,26.231,24.303,24.39,14610.25147005,369740.66830812707
1654732800,2022-06-09 00:00:00,URUS/USDT,26.013,26.57,25.478,25.566,14540.622378,376148.47756144714
1654646400,2022-06-08 00:00:00,URUS/USDT,25.865,26.276,25.212,26.021,12507.2039332,321956.1255952818
1654560000,2022-06-07 00:00:00,URUS/USDT,27.536,27.966,24.927,25.869,12156.83277063,310833.81784423676
1654473600,2022-06-06 00:00:00,URUS/USDT,28.586,40.001,27.131,27.537,8227.7411534,242752.33715255807
1654387200,2022-06-05 00:00:00,URUS/USDT,29.907,32.343,28.345,28.585,8139.5091001,238096.04316022515
1654300800,2022-06-04 00:00:00,URUS/USDT,28.591,30.088,28.3,29.911,7676.5433572,221640.45790280156
1654214400,2022-06-03 00:00:00,URUS/USDT,29.364,30.184,27.883,28.592,7313.78915105,212642.01143937472
1654128000,2022-06-02 00:00:00,URUS/USDT,28.748,31.218,28.652,29.367,14423.18194052,421644.2945168426
1654041600,2022-06-01 00:00:00,URUS/USDT,31.141,34.04,28.5,28.755,12961.85619405,397151.12523564009
1653955200,2022-05-31 00:00:00,URUS/USDT,30.795,31.954,29.892,31.144,12379.37700191,380377.24755948902
1653868800,2022-05-30 00:00:00,URUS/USDT,29.384,31.323,29.346,30.789,13459.98475087,406343.9678808676
1653782400,2022-05-29 00:00:00,URUS/USDT,28.726,29.865,28.58,29.38,13421.70421981,387603.07680950206
1653696000,2022-05-28 00:00:00,URUS/USDT,29.071,29.393,27.645,28.728,13701.2711,389708.1897337
1653609600,2022-05-27 00:00:00,URUS/USDT,29.446,29.66,27,29.073,21117.1993097,612815.74993872056
1653523200,2022-05-26 00:00:00,URUS/USDT,31.516,31.611,27.863,29.753,8833.20045705,269703.02368798897
1653436800,2022-05-25 00:00:00,URUS/USDT,32.036,32.422,30.782,31.51,14351.88602478,454957.57124299303
1653350400,2022-05-24 00:00:00,URUS/USDT,31.394,51.823,30.601,31.898,19664.00983444,631361.19509573259
1653264000,2022-05-23 00:00:00,URUS/USDT,32.156,34.375,31.317,31.4,16210.29267584,532566.09066962385
1653177600,2022-05-22 00:00:00,URUS/USDT,32.378,40.066,32.042,32.152,16401.70569025,535043.78424386362
1653091200,2022-05-21 00:00:00,URUS/USDT,30.732,32.932,29.965,32.373,18714.55544165,584303.98679510162
1653004800,2022-05-20 00:00:00,URUS/USDT,31.444,34.831,30.011,30.728,17502.31277676,550764.57415272372
1652918400,2022-05-19 00:00:00,URUS/USDT,30.895,35.036,30.217,31.44,20966.83070643,653815.87537416614
1652832000,2022-05-18 00:00:00,URUS/USDT,32.153,33.146,30.562,30.893,20263.1443078,640713.54117356835
1652745600,2022-05-17 00:00:00,URUS/USDT,30.113,33.55,30.103,32.159,18774.09701248,598113.95816914505
1652659200,2022-05-16 00:00:00,URUS/USDT,33.223,33.33,29.754,30.115,18803.93689684,585593.70825813637
1652572800,2022-05-15 00:00:00,URUS/USDT,31.186,33.33,30.146,33.229,18737.9637371,583758.15461727022
1652486400,2022-05-14 00:00:00,URUS/USDT,30.493,31.4,28.604,31.193,19522.16819852,582698.1313609412
1652400000,2022-05-13 00:00:00,URUS/USDT,28.848,32.955,28.838,30.495,17050.31726874,531904.36860042192
1652313600,2022-05-12 00:00:00,URUS/USDT,29.357,34.271,25.433,28.851,13310.29152108,380128.17781029591
1652227200,2022-05-11 00:00:00,URUS/USDT,34.808,36.247,10,29.373,6846.12881391,218890.00528461539
1652140800,2022-05-10 00:00:00,URUS/USDT,36.229,38.571,33.741,34.811,8920.1686179,324409.35904638846
1652054400,2022-05-09 00:00:00,URUS/USDT,44.893,45,35,36.064,9948.13923551,405395.40600687944
1651968000,2022-05-08 00:00:00,URUS/USDT,46.853,46.868,43.89,44.899,10564.85174388,479677.87613697579
1651881600,2022-05-07 00:00:00,URUS/USDT,47.988,48.769,45.95,46.853,11866.4196996,570024.22129574098
1651795200,2022-05-06 00:00:00,URUS/USDT,49.243,50.195,47.192,47.986,10326.3899203,505826.75665843933
1651708800,2022-05-05 00:00:00,URUS/USDT,54.196,57.253,47.916,49.242,18190.10618229,962941.56937439312
1651622400,2022-05-04 00:00:00,URUS/USDT,51.828,54.744,50.513,54.19,20096.46384907,1063431.24456193945
1651536000,2022-05-03 00:00:00,URUS/USDT,52.566,53.03,51.617,51.832,17933.49695237,936156.10102539927
1651449600,2022-05-02 00:00:00,URUS/USDT,52.581,53.246,51.1,52.567,21192.32392654,1107665.65343549786
1651363200,2022-05-01 00:00:00,URUS/USDT,51.975,55.332,50.265,52.577,19172.52340416,1001692.86263186572
1651276800,2022-04-30 00:00:00,URUS/USDT,54.098,55.082,51.975,51.975,21699.65596158,1179014.08917735422
1651190400,2022-04-29 00:00:00,URUS/USDT,56.868,56.985,52.04,54.096,21035.92313567,1179217.01413617187
1651104000,2022-04-28 00:00:00,URUS/USDT,55.027,57.132,54.99,56.874,28561.3914242,1599697.24594518192
1651017600,2022-04-27 00:00:00,URUS/USDT,54,55.588,53.52,55.028,25851.24610872,1414115.24851828077
1650931200,2022-04-26 00:00:00,URUS/USDT,59.049,59.577,54,54.234,20765.31513072,1198322.10410823567
1650844800,2022-04-25 00:00:00,URUS/USDT,60.918,61.154,55.446,59.045,17637.88387612,1022169.87428230191
1650758400,2022-04-24 00:00:00,URUS/USDT,62.785,63.645,60.79,60.916,11417.14573413,708461.35991525642
1650672000,2022-04-23 00:00:00,URUS/USDT,64.37,66.104,62.135,62.786,5259.84232391,330585.69657392597
1650585600,2022-04-22 00:00:00,URUS/USDT,63.024,65.645,61.745,64.226,7917.63023389,506118.27960631673
1650499200,2022-04-21 00:00:00,URUS/USDT,64.937,65.311,62.722,63.021,7071.24146858,455325.2049352319
1650412800,2022-04-20 00:00:00,URUS/USDT,65.378,65.511,64.612,64.937,3293.783533,215052.65374731774
1650326400,2022-04-19 00:00:00,URUS/USDT,66.145,69.313,64.494,65.261,8088.38008743,532971.42979020153
1650240000,2022-04-18 00:00:00,URUS/USDT,65.194,71.328,64.592,66.111,3008.45567383,195835.44968815512
1650153600,2022-04-17 00:00:00,URUS/USDT,65.423,84.395,61.458,65.195,6162.00030154,405691.43212158938
1650067200,2022-04-16 00:00:00,URUS/USDT,65.634,65.978,64.247,65.417,5083.152675,332388.85666076662
1649980800,2022-04-15 00:00:00,URUS/USDT,67.25,67.354,65.436,65.7,4749.27585449,313949.77900312997
1649894400,2022-04-14 00:00:00,URUS/USDT,68.436,68.878,67.25,67.25,4938.04391679,334079.35550238837
1649808000,2022-04-13 00:00:00,URUS/USDT,66.995,69,66.481,67.936,4851.30362922,329712.67930251051
1649721600,2022-04-12 00:00:00,URUS/USDT,66.435,68.577,66.157,66.726,9440.13208149,631783.94740306876
1649635200,2022-04-11 00:00:00,URUS/USDT,76.809,77.031,53.36,66.339,5624.9800408,414562.53286106748
1649548800,2022-04-10 00:00:00,URUS/USDT,75.461,78.625,72.975,76.809,5587.28943374,422678.25698211757
1649462400,2022-04-09 00:00:00,URUS/USDT,74.3,77.814,73.203,75.461,5615.03135179,425074.66601999417
1649376000,2022-04-08 00:00:00,URUS/USDT,75.168,77.939,74.299,74.533,4939.30223868,375977.39453271604
1649289600,2022-04-07 00:00:00,URUS/USDT,72.119,77.023,72.049,75.238,6656.7302335,492712.22468696155
1649203200,2022-04-06 00:00:00,URUS/USDT,80.788,81.336,69.897,71.818,10998.91173311,868182.5964720706
1649116800,2022-04-05 00:00:00,URUS/USDT,82.105,84.489,80.158,80.725,5196.94459575,433113.50377063166
1649030400,2022-04-04 00:00:00,URUS/USDT,80.822,85.097,80,82.497,8415.87465569,693451.25323188673
1648944000,2022-04-03 00:00:00,URUS/USDT,78.763,81.512,76,80.812,5776.86032526,459964.80549601526
1648857600,2022-04-02 00:00:00,URUS/USDT,84.513,85.17,78.465,78.771,6722.97711168,551429.87007902978
1648771200,2022-04-01 00:00:00,URUS/USDT,80.778,87.757,73.89,84.513,8302.52869384,659335.1884765149
1648684800,2022-03-31 00:00:00,URUS/USDT,98.823,101.75,77.48,80.371,5134.08810047,458475.80809071423
1648598400,2022-03-30 00:00:00,URUS/USDT,79,153,79,99.12,12914.99717464,1449434.67304376444
