https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RGT,Volume EUR
1655701200,2022-06-20 05:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655697600,2022-06-20 04:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655694000,2022-06-20 03:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655690400,2022-06-20 02:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655686800,2022-06-20 01:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655683200,2022-06-20 00:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655679600,2022-06-19 23:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655676000,2022-06-19 22:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655672400,2022-06-19 21:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655668800,2022-06-19 20:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655665200,2022-06-19 19:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655661600,2022-06-19 18:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655658000,2022-06-19 17:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655654400,2022-06-19 16:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655650800,2022-06-19 15:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655647200,2022-06-19 14:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655643600,2022-06-19 13:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655640000,2022-06-19 12:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655636400,2022-06-19 11:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655632800,2022-06-19 10:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655629200,2022-06-19 09:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655625600,2022-06-19 08:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655622000,2022-06-19 07:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655618400,2022-06-19 06:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,6.67643674,33.382250464367395
1655614800,2022-06-19 05:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655611200,2022-06-19 04:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655607600,2022-06-19 03:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655604000,2022-06-19 02:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655600400,2022-06-19 01:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655596800,2022-06-19 00:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655593200,2022-06-18 23:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655589600,2022-06-18 22:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655586000,2022-06-18 21:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,2.00000000,10.00002
1655582400,2022-06-18 20:00:00,RGT/EUR,5.00015,5.00015,5.00001,5.00001,5.00000000,25.000049999999998
1655578800,2022-06-18 19:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655575200,2022-06-18 18:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,5.50000000,27.500054999999996
1655571600,2022-06-18 17:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655568000,2022-06-18 16:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655564400,2022-06-18 15:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,1.85590000,9.279778385
1655560800,2022-06-18 14:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655557200,2022-06-18 13:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655553600,2022-06-18 12:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655550000,2022-06-18 11:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655546400,2022-06-18 10:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655542800,2022-06-18 09:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655539200,2022-06-18 08:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655535600,2022-06-18 07:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655532000,2022-06-18 06:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655528400,2022-06-18 05:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655524800,2022-06-18 04:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655521200,2022-06-18 03:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655517600,2022-06-18 02:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655514000,2022-06-18 01:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655510400,2022-06-18 00:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655506800,2022-06-17 23:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655503200,2022-06-17 22:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655499600,2022-06-17 21:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655496000,2022-06-17 20:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655492400,2022-06-17 19:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655488800,2022-06-17 18:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655485200,2022-06-17 17:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655481600,2022-06-17 16:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655478000,2022-06-17 15:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655474400,2022-06-17 14:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655470800,2022-06-17 13:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655467200,2022-06-17 12:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655463600,2022-06-17 11:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655460000,2022-06-17 10:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655456400,2022-06-17 09:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,6.94995026,34.75079379253899
1655452800,2022-06-17 08:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655449200,2022-06-17 07:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655445600,2022-06-17 06:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655442000,2022-06-17 05:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655438400,2022-06-17 04:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655434800,2022-06-17 03:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655431200,2022-06-17 02:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655427600,2022-06-17 01:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,3.00000000,15.000449999999999
1655424000,2022-06-17 00:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655420400,2022-06-16 23:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,0.00000000,0.0
1655416800,2022-06-16 22:00:00,RGT/EUR,5.00015,5.00015,5.00015,5.00015,4.64903076,23.245851154613998
1655413200,2022-06-16 21:00:00,RGT/EUR,5.00016,5.00016,5.00016,5.00016,0.00000000,0.0
1655409600,2022-06-16 20:00:00,RGT/EUR,5.00016,5.00016,5.00016,5.00016,0.00000000,0.0
1655406000,2022-06-16 19:00:00,RGT/EUR,5.00016,5.00016,5.00016,5.00016,5.40066775,27.004202856840003
1655402400,2022-06-16 18:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655398800,2022-06-16 17:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655395200,2022-06-16 16:00:00,RGT/EUR,5.00007,5.00007,5.00001,5.00001,7.49859182,37.4930340859182
1655391600,2022-06-16 15:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655388000,2022-06-16 14:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655384400,2022-06-16 13:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655380800,2022-06-16 12:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655377200,2022-06-16 11:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655373600,2022-06-16 10:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655370000,2022-06-16 09:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655366400,2022-06-16 08:00:00,RGT/EUR,5.99002,5.99003,5.99000,5.99003,26.39887815,158.1300720848445
1655362800,2022-06-16 07:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655359200,2022-06-16 06:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,2.00000000,11.98006
1655355600,2022-06-16 05:00:00,RGT/EUR,5.99002,5.99003,5.99002,5.99003,8.98711618,53.833095531685395
1655352000,2022-06-16 04:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655348400,2022-06-16 03:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655344800,2022-06-16 02:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655341200,2022-06-16 01:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,0.00000000,0.0
1655337600,2022-06-16 00:00:00,RGT/EUR,5.99003,5.99003,5.99003,5.99003,4.00000000,23.96012
1655334000,2022-06-15 23:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655330400,2022-06-15 22:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655326800,2022-06-15 21:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655323200,2022-06-15 20:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655319600,2022-06-15 19:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655316000,2022-06-15 18:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655312400,2022-06-15 17:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655308800,2022-06-15 16:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655305200,2022-06-15 15:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655301600,2022-06-15 14:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655298000,2022-06-15 13:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655294400,2022-06-15 12:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655290800,2022-06-15 11:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655287200,2022-06-15 10:00:00,RGT/EUR,6.70000,6.99999,6.70000,6.99999,10.21323420,71.49253726765801
1655283600,2022-06-15 09:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655280000,2022-06-15 08:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,0.00000000,0.0
1655276400,2022-06-15 07:00:00,RGT/EUR,6.99999,6.99999,6.99999,6.99999,9.11559226,63.8090546640774
1655272800,2022-06-15 06:00:00,RGT/EUR,6.60000,6.99999,6.60000,6.99999,53.80123348,376.6080963476652
1655269200,2022-06-15 05:00:00,RGT/EUR,6.79999,6.79999,6.79999,6.79999,0.00000000,0.0
1655265600,2022-06-15 04:00:00,RGT/EUR,6.79999,6.79999,6.79999,6.79999,0.00000000,0.0
1655262000,2022-06-15 03:00:00,RGT/EUR,6.79999,6.79999,6.79999,6.79999,0.00000000,0.0
1655258400,2022-06-15 02:00:00,RGT/EUR,6.79999,6.79999,6.79999,6.79999,0.00000000,0.0
1655254800,2022-06-15 01:00:00,RGT/EUR,6.79999,6.79999,6.79999,6.79999,0.00000000,0.0
1655251200,2022-06-15 00:00:00,RGT/EUR,6.79999,6.79999,6.79999,6.79999,0.00000000,0.0
1655247600,2022-06-14 23:00:00,RGT/EUR,6.79999,6.79999,6.79999,6.79999,0.00000000,0.0
1655244000,2022-06-14 22:00:00,RGT/EUR,6.99999,6.99999,6.79999,6.79999,22.21717983,151.0766006722017
1655240400,2022-06-14 21:00:00,RGT/EUR,4.00000,7.19297,4.00000,7.19297,340.41673336,2448.607350556479
1655236800,2022-06-14 20:00:00,RGT/EUR,4.20000,4.20000,4.20000,4.20000,0.00000000,0.0
1655233200,2022-06-14 19:00:00,RGT/EUR,4.20000,4.20000,4.20000,4.20000,0.00000000,0.0
1655229600,2022-06-14 18:00:00,RGT/EUR,4.20000,4.20000,4.20000,4.20000,2.30000000,9.66
1655226000,2022-06-14 17:00:00,RGT/EUR,4.00000,4.00000,4.00000,4.00000,104.54707101,418.18828404
1655222400,2022-06-14 16:00:00,RGT/EUR,4.00000,4.00000,4.00000,4.00000,0.00000000,0.0
1655218800,2022-06-14 15:00:00,RGT/EUR,4.00000,4.00000,4.00000,4.00000,0.00000000,0.0
1655215200,2022-06-14 14:00:00,RGT/EUR,4.00000,4.00000,4.00000,4.00000,37.50431125,150.017245
1655211600,2022-06-14 13:00:00,RGT/EUR,4.00000,4.00000,4.00000,4.00000,0.00000000,0.0
1655208000,2022-06-14 12:00:00,RGT/EUR,4.00000,4.00000,4.00000,4.00000,0.00000000,0.0
1655204400,2022-06-14 11:00:00,RGT/EUR,4.00000,4.00000,4.00000,4.00000,0.00000000,0.0
1655200800,2022-06-14 10:00:00,RGT/EUR,4.00000,4.00000,4.00000,4.00000,10.00000000,40.0
1655197200,2022-06-14 09:00:00,RGT/EUR,4.19998,4.19998,4.19998,4.19998,8.90000000,37.379822000000004
1655193600,2022-06-14 08:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655190000,2022-06-14 07:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655186400,2022-06-14 06:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655182800,2022-06-14 05:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655179200,2022-06-14 04:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,2.26142017,9.950248748000002
1655175600,2022-06-14 03:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655172000,2022-06-14 02:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655168400,2022-06-14 01:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655164800,2022-06-14 00:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655161200,2022-06-13 23:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655157600,2022-06-13 22:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655154000,2022-06-13 21:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655150400,2022-06-13 20:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655146800,2022-06-13 19:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655143200,2022-06-13 18:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.00000000,0.0
1655139600,2022-06-13 17:00:00,RGT/EUR,4.40000,4.40000,4.40000,4.40000,0.61483439,2.705271316
1655136000,2022-06-13 16:00:00,RGT/EUR,4.39000,4.40000,4.39000,4.40000,20.02233696,88.098282624
1655132400,2022-06-13 15:00:00,RGT/EUR,4.24086,4.51400,4.24086,4.40000,298.41387167,1313.0210353480002
1655128800,2022-06-13 14:00:00,RGT/EUR,4.27688,4.62171,4.27687,4.51495,302.11336506,1364.0267375776468
1655125200,2022-06-13 13:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655121600,2022-06-13 12:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655118000,2022-06-13 11:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655114400,2022-06-13 10:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655110800,2022-06-13 09:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655107200,2022-06-13 08:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655103600,2022-06-13 07:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655100000,2022-06-13 06:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655096400,2022-06-13 05:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655092800,2022-06-13 04:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655089200,2022-06-13 03:00:00,RGT/EUR,5.00000,5.00000,5.00000,5.00000,0.00000000,0.0
1655085600,2022-06-13 02:00:00,RGT/EUR,5.00506,5.00506,5.00000,5.00000,9.68977665,48.44888325
1655082000,2022-06-13 01:00:00,RGT/EUR,5.10001,5.10001,5.10000,5.10000,10.44400087,53.264404436999996
1655078400,2022-06-13 00:00:00,RGT/EUR,5.27241,5.27241,5.27241,5.27241,0.00000000,0.0
1655074800,2022-06-12 23:00:00,RGT/EUR,5.27241,5.27241,5.27241,5.27241,0.00000000,0.0
1655071200,2022-06-12 22:00:00,RGT/EUR,5.27241,5.27241,5.27241,5.27241,0.00000000,0.0
1655067600,2022-06-12 21:00:00,RGT/EUR,5.27241,5.27241,5.27241,5.27241,0.00000000,0.0
1655064000,2022-06-12 20:00:00,RGT/EUR,5.44704,5.44705,5.27241,5.27241,47.14545807,248.57018458284867
1655060400,2022-06-12 19:00:00,RGT/EUR,5.73591,6.29999,5.73591,5.73593,113.73521382,652.3772250065525
1655056800,2022-06-12 18:00:00,RGT/EUR,5.42660,5.42660,5.42660,5.42660,33.41251640,181.31636149624
1655053200,2022-06-12 17:00:00,RGT/EUR,5.42660,5.42660,5.42660,5.42660,0.00000000,0.0
1655049600,2022-06-12 16:00:00,RGT/EUR,5.42659,5.42660,5.42659,5.42660,54.39360666,295.172345901156
1655046000,2022-06-12 15:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,0.00000000,0.0
1655042400,2022-06-12 14:00:00,RGT/EUR,5.00001,5.00001,5.00001,5.00001,43.32935112,216.64718889351118
1655038800,2022-06-12 13:00:00,RGT/EUR,5.32660,5.32660,5.32660,5.32660,0.00000000,0.0
1655035200,2022-06-12 12:00:00,RGT/EUR,5.32660,5.32660,5.32660,5.32660,0.00000000,0.0
1655031600,2022-06-12 11:00:00,RGT/EUR,5.32660,5.32660,5.32660,5.32660,0.00000000,0.0
1655028000,2022-06-12 10:00:00,RGT/EUR,5.32660,5.32660,5.32660,5.32660,0.00000000,0.0
1655024400,2022-06-12 09:00:00,RGT/EUR,5.32660,5.32660,5.32660,5.32660,0.00000000,0.0
1655020800,2022-06-12 08:00:00,RGT/EUR,5.29824,5.32660,5.29824,5.32660,34.83638069,185.559465383354
1655017200,2022-06-12 07:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1655013600,2022-06-12 06:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1655010000,2022-06-12 05:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1655006400,2022-06-12 04:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1655002800,2022-06-12 03:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1654999200,2022-06-12 02:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1654995600,2022-06-12 01:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1654992000,2022-06-12 00:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1654988400,2022-06-11 23:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1654984800,2022-06-11 22:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1654981200,2022-06-11 21:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
1654977600,2022-06-11 20:00:00,RGT/EUR,5.12815,5.12815,5.12815,5.12815,0.00000000,0.0
