https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LPT,Volume USDT
1663372800,2022-09-17 00:00:00,LPT/USDT,9.3779,9.5442,9.3772,9.4488,215.17902958,2036.646473747134
1663286400,2022-09-16 00:00:00,LPT/USDT,9.3005,9.6517,9.107,9.383,3244.6146608,30531.005080810116
1663200000,2022-09-15 00:00:00,LPT/USDT,9.9668,9.9916,9.2404,9.2804,4554.62312508,43786.034273547704
1663113600,2022-09-14 00:00:00,LPT/USDT,9.7092,10.0309,9.5592,9.9799,3013.71927314,29655.045535913862
1663027200,2022-09-13 00:00:00,LPT/USDT,11.0365,11.2,9.6677,9.7262,20046.59828061,209015.348513713415
1662940800,2022-09-12 00:00:00,LPT/USDT,11.2425,11.5282,10.4114,11.0043,13630.9359863,150584.362173606788
1662854400,2022-09-11 00:00:00,LPT/USDT,11.0823,11.3632,10.8386,11.2184,10235.26134786,114236.251806171195
1662768000,2022-09-10 00:00:00,LPT/USDT,10.75,11.4373,10.5894,10.9419,30733.73528793,339555.954813660262
1662681600,2022-09-09 00:00:00,LPT/USDT,9.9247,10.8066,9.8986,10.7141,29858.96798483,310290.773757210992
1662595200,2022-09-08 00:00:00,LPT/USDT,10.1963,10.6715,9.7322,9.9323,25090.22111171,251141.59415269338
1662508800,2022-09-07 00:00:00,LPT/USDT,9.4469,10.3067,9.3152,10.1791,12652.67979335,122812.083470334214
1662422400,2022-09-06 00:00:00,LPT/USDT,10.8119,10.9531,9.4589,9.4589,16752.34157911,171109.046018276361
1662336000,2022-09-05 00:00:00,LPT/USDT,10.5272,10.9999,10.2476,10.8018,7109.19678232,75565.497375762927
1662249600,2022-09-04 00:00:00,LPT/USDT,10.1685,10.7456,10.1208,10.5416,5967.66636862,62293.358843887203
1662163200,2022-09-03 00:00:00,LPT/USDT,10.1911,10.2408,9.9023,10.1758,7323.43336117,73490.058546859871
1662076800,2022-09-02 00:00:00,LPT/USDT,10.0946,10.44,9.8569,10.1473,4215.77706551,42797.650654486024
1661990400,2022-09-01 00:00:00,LPT/USDT,10.1033,10.4086,9.6602,10.0843,5474.64777412,54955.132855048079
1661904000,2022-08-31 00:00:00,LPT/USDT,10.1362,10.6218,10.0663,10.1088,4010.56561627,41605.43258571196
1661817600,2022-08-30 00:00:00,LPT/USDT,10.2705,10.5717,9.7355,10.0885,5589.3546612,57020.259980431561
1661731200,2022-08-29 00:00:00,LPT/USDT,9.5096,10.2833,9.3755,10.2556,4005.01991043,39195.726438931689
1661644800,2022-08-28 00:00:00,LPT/USDT,10.0057,10.1324,9.4569,9.4695,5508.24690766,54402.86263907395
1661558400,2022-08-27 00:00:00,LPT/USDT,10.5295,10.831,9.8249,9.9926,6839.06803014,70864.438831200951
1661472000,2022-08-26 00:00:00,LPT/USDT,11.3701,12.131,10.4223,10.5315,17374.96282184,197553.494620695842
