https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume CCD
1646524800000,2022-03-06 00:00:00,CCD/BTC,9e-07,9.1e-07,8.7e-07,9e-07,0.9464919075235799,1051657.6750262
1646438400000,2022-03-05 00:00:00,CCD/BTC,9e-07,9.3e-07,8.9e-07,9.1e-07,1.1644117010427992,1279573.29784923
1646352000000,2022-03-04 00:00:00,CCD/BTC,9.7e-07,1e-06,8.3e-07,9e-07,2.204265600463392,2449184.00051488
1646265600000,2022-03-03 00:00:00,CCD/BTC,1.05e-06,1.08e-06,9.7e-07,9.7e-07,1.9078462404640064,1966851.7942927901
1646179200000,2022-03-02 00:00:00,CCD/BTC,1.03e-06,1.18e-06,1.02e-06,1.05e-06,2.334590472073744,2223419.49721309
1646092800000,2022-03-01 00:00:00,CCD/BTC,8.6e-07,1.04e-06,8.6e-07,1.03e-06,0.9130523816501288,886458.6229612901
1646006400000,2022-02-28 00:00:00,CCD/BTC,1.03e-06,1.03e-06,8.4e-07,8.6e-07,2.341786086566021,2723007.07740235
1645920000000,2022-02-27 00:00:00,CCD/BTC,1.03e-06,1.05e-06,9.4e-07,1.03e-06,1.7482490506164534,1697329.17535578
1645833600000,2022-02-26 00:00:00,CCD/BTC,1.04e-06,1.06e-06,9.9e-07,1.03e-06,1.3589062966109613,1319326.50156404
1645747200000,2022-02-25 00:00:00,CCD/BTC,1.09e-06,1.11e-06,9.9e-07,1.03e-06,3.1172640225707493,3026469.92482597
1645660800000,2022-02-24 00:00:00,CCD/BTC,1.32e-06,1.41e-06,1.09e-06,1.1e-06,4.869496674180732,4426815.15834612
1645574400000,2022-02-23 00:00:00,CCD/BTC,1.83e-06,1.84e-06,1.28e-06,1.31e-06,5.376610254984306,4104282.6373926
1645488000000,2022-02-22 00:00:00,CCD/BTC,1.33e-06,1.87e-06,1.15e-06,1.83e-06,10.927617235177719,5971375.53834848
1645401600000,2022-02-21 00:00:00,CCD/BTC,1.35e-06,1.37e-06,1.26e-06,1.35e-06,2.4663266929643712,1826908.66145509
1645315200000,2022-02-20 00:00:00,CCD/BTC,1.4e-06,1.45e-06,1.18e-06,1.34e-06,2.011227753139468,1500916.23368617
1645228800000,2022-02-19 00:00:00,CCD/BTC,1.48e-06,1.49e-06,1.33e-06,1.39e-06,0.7424281177457289,534120.94801851
1645142400000,2022-02-18 00:00:00,CCD/BTC,1.5e-06,1.57e-06,1.47e-06,1.49e-06,0.7074496862313586,474798.44713514
1645056000000,2022-02-17 00:00:00,CCD/BTC,1.55e-06,1.65e-06,1.39e-06,1.45e-06,1.5462669875426025,1066391.02589145
1644969600000,2022-02-16 00:00:00,CCD/BTC,1.67e-06,1.69e-06,1.52e-06,1.56e-06,2.4321709394229782,1559083.93552755
1644883200000,2022-02-15 00:00:00,CCD/BTC,1.97e-06,2e-06,1.65e-06,1.66e-06,3.3217612316829066,2001060.98294151
1644796800000,2022-02-14 00:00:00,CCD/BTC,2.08e-06,2.31e-06,1.91e-06,1.97e-06,4.259348622584508,2162105.89978909
1644710400000,2022-02-13 00:00:00,CCD/BTC,1.94e-06,2.13e-06,1.85e-06,2.05e-06,3.011466080011318,1469007.84390796
1644624000000,2022-02-12 00:00:00,CCD/BTC,2.1e-06,2.1e-06,1.87e-06,1.92e-06,1.284771299628691,669151.71855661
1644537600000,2022-02-11 00:00:00,CCD/BTC,2.66e-06,2.83e-06,1.93e-06,2.11e-06,5.524913050143398,2618442.20385943
1644451200000,2022-02-10 00:00:00,CCD/BTC,2e-06,1.998e-05,1.87e-06,2.65e-06,10.572946676279718,3989791.19859612
