https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOUL,Volume ETH
1663459200,2022-09-18 00:00:00,SOUL/ETH,0.0001697,0.0001726,0.0001696,0.0001726,332.4764,0.0570229497
1663372800,2022-09-17 00:00:00,SOUL/ETH,0.0001743,0.0001773,0.0001693,0.0001697,13899.5259,2.40851611478
1663286400,2022-09-16 00:00:00,SOUL/ETH,0.0001644,0.0001773,0.0001636,0.0001746,23850.4175,4.06732996739
1663200000,2022-09-15 00:00:00,SOUL/ETH,0.0001547,0.0001657,0.0001491,0.000165,32765.7622,5.11383285479
1663113600,2022-09-14 00:00:00,SOUL/ETH,0.0001616,0.0001648,0.0001543,0.0001548,21997.3733,3.54180325319
1663027200,2022-09-13 00:00:00,SOUL/ETH,0.0001639,0.0001666,0.0001568,0.0001613,21391.6318,3.4563249464
1662940800,2022-09-12 00:00:00,SOUL/ETH,0.0001505,0.0001673,0.000149,0.0001632,29495.0536,4.68313944133
1662854400,2022-09-11 00:00:00,SOUL/ETH,0.0001581,0.0001604,0.0001497,0.0001497,22814.6717,3.52653995174
1662768000,2022-09-10 00:00:00,SOUL/ETH,0.0001641,0.0001659,0.0001568,0.0001581,14970.7377,2.40486115692
1662681600,2022-09-09 00:00:00,SOUL/ETH,0.000161,0.000168,0.0001586,0.0001634,28361.0252,4.6472713049
1662595200,2022-09-08 00:00:00,SOUL/ETH,0.0001594,0.0001646,0.0001569,0.0001611,17410.8235,2.77949134371
1662508800,2022-09-07 00:00:00,SOUL/ETH,0.0001535,0.0001657,0.0001533,0.0001605,56214.0311,9.02767677828
1662422400,2022-09-06 00:00:00,SOUL/ETH,0.0001543,0.0001568,0.0001456,0.0001525,59780.0468,9.04627090457
1662336000,2022-09-05 00:00:00,SOUL/ETH,0.0001584,0.0001616,0.000154,0.000155,16862.6761,2.68228055121
1662249600,2022-09-04 00:00:00,SOUL/ETH,0.0001543,0.00016,0.0001519,0.0001585,17032.9825,2.64242863098
1662163200,2022-09-03 00:00:00,SOUL/ETH,0.0001527,0.000156,0.0001519,0.0001547,8149.0806,1.25511109596
1662076800,2022-09-02 00:00:00,SOUL/ETH,0.0001539,0.0001547,0.0001479,0.000152,24376.5435,3.70128367719
1661990400,2022-09-01 00:00:00,SOUL/ETH,0.0001608,0.0001641,0.0001523,0.000153,22426.1902,3.54911411857
1661904000,2022-08-31 00:00:00,SOUL/ETH,0.000171,0.000171,0.0001589,0.0001611,26710.4565,4.37959372037
1661817600,2022-08-30 00:00:00,SOUL/ETH,0.0001746,0.000178,0.0001668,0.0001711,29349.3822,5.04166063044
1661731200,2022-08-29 00:00:00,SOUL/ETH,0.0001926,0.0001936,0.0001737,0.0001737,28055.6405,5.09922171039
1661644800,2022-08-28 00:00:00,SOUL/ETH,0.0001875,0.0001935,0.000185,0.0001935,16783.9961,3.17424382693
1661558400,2022-08-27 00:00:00,SOUL/ETH,0.0001799,0.0001875,0.0001776,0.0001875,12991.5053,2.3658997096
1661472000,2022-08-26 00:00:00,SOUL/ETH,0.0001682,0.0001801,0.0001647,0.0001789,24769.1655,4.24710015407
1661385600,2022-08-25 00:00:00,SOUL/ETH,0.0001627,0.0001687,0.0001568,0.0001671,13253.5708,2.15840014825
1661299200,2022-08-24 00:00:00,SOUL/ETH,0.0001644,0.0001689,0.0001612,0.000162,11621.8363,1.91475016313
1661212800,2022-08-23 00:00:00,SOUL/ETH,0.00016,0.0001651,0.0001583,0.0001651,11991.1069,1.95534748738
1661126400,2022-08-22 00:00:00,SOUL/ETH,0.0001731,0.0001743,0.0001593,0.0001594,50116.5588,8.2424519722
1661040000,2022-08-21 00:00:00,SOUL/ETH,0.000172,0.0001734,0.0001657,0.0001731,24995.8721,4.26091265603
1660953600,2022-08-20 00:00:00,SOUL/ETH,0.000169,0.000175,0.0001639,0.0001719,31960.25,5.43997009075
1660867200,2022-08-19 00:00:00,SOUL/ETH,0.000169,0.0001698,0.0001584,0.0001698,92243.0578,14.98254078857
1660780800,2022-08-18 00:00:00,SOUL/ETH,0.0001742,0.0001746,0.0001682,0.0001697,16921.7435,2.88023116785
1660694400,2022-08-17 00:00:00,SOUL/ETH,0.0001823,0.0001858,0.0001739,0.0001751,28354.0573,5.08505111312
1660608000,2022-08-16 00:00:00,SOUL/ETH,0.0001922,0.000193,0.0001824,0.0001824,33392.3254,6.28237987636
1660521600,2022-08-15 00:00:00,SOUL/ETH,0.0001925,0.0001989,0.0001889,0.000192,27056.7227,5.24906651213
1660435200,2022-08-14 00:00:00,SOUL/ETH,0.000189,0.0001954,0.0001854,0.0001924,20323.683,3.86531805339
1660348800,2022-08-13 00:00:00,SOUL/ETH,0.0001772,0.0001971,0.0001745,0.0001902,52585.5183,9.91218471408
1660262400,2022-08-12 00:00:00,SOUL/ETH,0.00018,0.0001839,0.0001746,0.000177,43497.344,7.77499460638
1660176000,2022-08-11 00:00:00,SOUL/ETH,0.0001882,0.0001924,0.000179,0.00018,40620.9275,7.59214425178
1660089600,2022-08-10 00:00:00,SOUL/ETH,0.0001886,0.0001966,0.0001833,0.0001893,33514.1363,6.35546700728
1660003200,2022-08-09 00:00:00,SOUL/ETH,0.0001854,0.0001949,0.0001809,0.0001884,58531.248,11.20228930753
1659916800,2022-08-08 00:00:00,SOUL/ETH,0.0002036,0.000207,0.0001826,0.0001863,52498.4544,10.20556552543
1659830400,2022-08-07 00:00:00,SOUL/ETH,0.0002003,0.0002055,0.0001974,0.0002036,14073.4256,2.82823236363
1659744000,2022-08-06 00:00:00,SOUL/ETH,0.0001937,0.0002022,0.0001937,0.0002012,21663.6487,4.31547943342
1659657600,2022-08-05 00:00:00,SOUL/ETH,0.0001935,0.00021,0.0001916,0.000194,52024.8956,10.47436734656
1659571200,2022-08-04 00:00:00,SOUL/ETH,0.0001984,0.0002022,0.0001925,0.0001926,18068.1603,3.56766032309
1659484800,2022-08-03 00:00:00,SOUL/ETH,0.0001868,0.0002023,0.0001853,0.0001973,28564.2453,5.5470200066
1659398400,2022-08-02 00:00:00,SOUL/ETH,0.0001896,0.0001919,0.0001796,0.0001857,35553.9117,6.65595323701
1659312000,2022-08-01 00:00:00,SOUL/ETH,0.0001875,0.0002176,0.0001863,0.0001907,70321.3657,13.97168491256
1659225600,2022-07-31 00:00:00,SOUL/ETH,0.0001593,0.0002095,0.0001561,0.0001874,104333.3518,18.9752045346
1659139200,2022-07-30 00:00:00,SOUL/ETH,0.0001515,0.0001611,0.0001477,0.0001591,41331.1661,6.34036985738
1659052800,2022-07-29 00:00:00,SOUL/ETH,0.000152,0.0001565,0.0001488,0.0001508,51962.5501,7.94126633178
