https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume UNI
1663545600000,2022-09-19 00:00:00,UNI/BTC,0.00028496,0.00028753,0.00028385,0.00028471,0.04868541,171.0
1663459200000,2022-09-18 00:00:00,UNI/BTC,0.00029889,0.00030155,0.00028115,0.00028355,0.965682636302491,3405.68730842
1663372800000,2022-09-17 00:00:00,UNI/BTC,0.00029417,0.00030034,0.00029354,0.00029925,1.0635422315696326,3554.02583649
1663286400000,2022-09-16 00:00:00,UNI/BTC,0.00029886,0.00030414,0.00029098,0.00029398,1.0025643381924367,3410.31477717
1663200000000,2022-09-15 00:00:00,UNI/BTC,0.00030891,0.00030943,0.00029453,0.00029868,0.9925095355782684,3322.98625813
1663113600000,2022-09-14 00:00:00,UNI/BTC,0.0003116,0.00031252,0.00029927,0.00030582,0.8579805171154181,2805.50819801
1663027200000,2022-09-13 00:00:00,UNI/BTC,0.00029736,0.00031948,0.00029122,0.00029903,1.0139355337093585,3390.74853262
1662940800000,2022-09-12 00:00:00,UNI/BTC,0.00029708,0.00031335,0.0002938,0.00029752,1.0207862599988993,3430.98366496
1662854400000,2022-09-11 00:00:00,UNI/BTC,0.00030871,0.00031109,0.00029607,0.00029785,1.051689833189716,3530.93783176
1662768000000,2022-09-10 00:00:00,UNI/BTC,0.00030425,0.00031121,0.00030247,0.00030838,1.0630115254836678,3447.08322681
1662681600000,2022-09-09 00:00:00,UNI/BTC,0.00031896,0.00032306,0.00030028,0.00030447,1.089434192325174,3578.1331242
1662595200000,2022-09-08 00:00:00,UNI/BTC,0.00031717,0.00032857,0.00031224,0.0003191,0.9940780545824079,3115.25557688
1662508800000,2022-09-07 00:00:00,UNI/BTC,0.00031015,0.00032183,0.00030751,0.0003167,1.094767780613968,3456.79753904
1662422400000,2022-09-06 00:00:00,UNI/BTC,0.00033219,0.00033543,0.00030859,0.0003103,1.110796343208023,3579.74973641
1662336000000,2022-09-05 00:00:00,UNI/BTC,0.00032448,0.00033666,0.00031548,0.00033181,1.1290885952080274,3402.81665775
1662249600000,2022-09-04 00:00:00,UNI/BTC,0.00031797,0.00032768,0.00031797,0.00032425,1.1729856026393826,3617.53462649
1662163200000,2022-09-03 00:00:00,UNI/BTC,0.00032095,0.00032164,0.00031573,0.00031828,1.1084178905363773,3482.52447699
1662076800000,2022-09-02 00:00:00,UNI/BTC,0.00031414,0.00032743,0.00030399,0.00032131,1.0959269537881653,3410.80873234
1661990400000,2022-09-01 00:00:00,UNI/BTC,0.00030824,0.00031547,0.00030094,0.00031352,1.090863881396004,3479.40763395
1661904000000,2022-08-31 00:00:00,UNI/BTC,0.00031212,0.00031422,0.00030635,0.00030793,1.0474728346074336,3401.65893095
1661817600000,2022-08-30 00:00:00,UNI/BTC,0.00031201,0.00031505,0.00030329,0.00031167,1.093463028,3508.4
1661731200000,2022-08-29 00:00:00,UNI/BTC,0.0002933,0.00031438,0.00029164,0.0003126,1.029175752118044,3292.30886794
1661644800000,2022-08-28 00:00:00,UNI/BTC,0.00030203,0.00030336,0.00029287,0.00029336,1.0310968036297041,3514.7832139
1661558400000,2022-08-27 00:00:00,UNI/BTC,0.00030417,0.0003054,0.00029792,0.0003027,1.027058675472891,3392.99199033
1661472000000,2022-08-26 00:00:00,UNI/BTC,0.00032588,0.00032614,0.00030173,0.00030398,1.0739815509280064,3533.06648769
1661385600000,2022-08-25 00:00:00,UNI/BTC,0.00032975,0.00033363,0.0003218,0.00032566,1.087313608,3338.8
1661299200000,2022-08-24 00:00:00,UNI/BTC,0.00033069,0.00033535,0.00032273,0.00032957,1.1396933359224795,3458.12220749
1661212800000,2022-08-23 00:00:00,UNI/BTC,0.00032606,0.00033387,0.00032204,0.00033031,1.1194059467499298,3388.95566816
1661126400000,2022-08-22 00:00:00,UNI/BTC,0.00033489,0.00033584,0.00033324,0.00033359,0.062181176,186.4
1661040000000,2022-08-21 00:00:00,UNI/BTC,0.00033132,0.0003386,0.00032922,0.00033507,1.150207529376662,3432.73802303
1660953600000,2022-08-20 00:00:00,UNI/BTC,0.00033255,0.00033769,0.00032215,0.00033163,1.1452913948179912,3453.52168024
1660867200000,2022-08-19 00:00:00,UNI/BTC,0.00032654,0.00034802,0.00031381,0.00033082,1.2292356724330928,3715.72357304
1660780800000,2022-08-18 00:00:00,UNI/BTC,0.00034071,0.00035596,0.00032365,0.00032624,1.179819681028075,3616.41638373
1660694400000,2022-08-17 00:00:00,UNI/BTC,0.00034922,0.00037117,0.00033782,0.00034131,1.165197783277211,3413.89875268
1660608000000,2022-08-16 00:00:00,UNI/BTC,0.00035153,0.00035972,0.00034256,0.0003495,1.227788499413415,3512.98569217
1660521600000,2022-08-15 00:00:00,UNI/BTC,0.00036541,0.00037074,0.00034804,0.00035136,1.17758332363536,3351.50080725
1660435200000,2022-08-14 00:00:00,UNI/BTC,0.00036807,0.00038787,0.00036212,0.00036511,1.3287353500092862,3639.27405442
1660348800000,2022-08-13 00:00:00,UNI/BTC,0.00037696,0.00038024,0.00036602,0.00036752,1.2853325074248318,3497.3130916
1660262400000,2022-08-12 00:00:00,UNI/BTC,0.00037427,0.00038591,0.00037056,0.00037769,1.3388670298301488,3544.88344894
1660176000000,2022-08-11 00:00:00,UNI/BTC,0.00038493,0.00039351,0.00037094,0.00037435,1.2119777323037455,3237.55237693
1660089600000,2022-08-10 00:00:00,UNI/BTC,0.00037545,0.00039161,0.00035695,0.00038452,1.2061718594798987,3136.82476719
1660003200000,2022-08-09 00:00:00,UNI/BTC,0.00036859,0.00037146,0.00036845,0.00036974,0.07354128600000001,198.9
1659916800000,2022-08-08 00:00:00,UNI/BTC,0.00037945,0.00038704,0.00036787,0.0003694,1.309026259826184,3543.65527836
1659830400000,2022-08-07 00:00:00,UNI/BTC,0.00038239,0.00038782,0.00037944,0.00037944,1.3204832752698192,3480.08453318
1659744000000,2022-08-06 00:00:00,UNI/BTC,0.00038446,0.00039377,0.00037826,0.00038192,1.3175844015261313,3449.89631736
1659657600000,2022-08-05 00:00:00,UNI/BTC,0.00039029,0.00039886,0.00038118,0.00038509,1.344008852926278,3490.1162142
1659571200000,2022-08-04 00:00:00,UNI/BTC,0.00039101,0.00041,0.00037969,0.00038993,1.366712926860843,3505.02122653
1659484800000,2022-08-03 00:00:00,UNI/BTC,0.00035954,0.00040163,0.0003536,0.00039032,1.360188017541623,3484.80225851
1659398400000,2022-08-02 00:00:00,UNI/BTC,0.00035962,0.00037169,0.00034319,0.00035944,1.238491518409336,3445.6140619
1659312000000,2022-08-01 00:00:00,UNI/BTC,0.00035718,0.00039185,0.00035191,0.00036023,1.2498872956835525,3469.69240675
1659225600000,2022-07-31 00:00:00,UNI/BTC,0.0003709,0.00039996,0.00035782,0.00035847,1.246441739530006,3477.11590797
1659139200000,2022-07-30 00:00:00,UNI/BTC,0.00038084,0.00038524,0.00035789,0.00037104,1.286397320015352,3467.00442005
1659052800000,2022-07-29 00:00:00,UNI/BTC,0.00039307,0.00041727,0.00036228,0.00038,1.5610290768772002,4107.97125494
1658966400000,2022-07-28 00:00:00,UNI/BTC,0.0003502,0.00040436,0.00028,0.00038969,3.6958610774973613,9484.10551335
1658880000000,2022-07-27 00:00:00,UNI/BTC,0.00031268,0.00035774,0.00029455,0.00035006,1.2265104308928,3503.71488
1658793600000,2022-07-26 00:00:00,UNI/BTC,0.00033058,0.00033668,0.00029785,0.00031171,1.092730525499863,3505.59983799
