https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume UST
1653436800,2022-05-25 00:00:00,USDT/UST,14.4618,14.7619,14.3276,14.6643,84286.67250345,1229702.242231869894
1653433200,2022-05-24 23:00:00,USDT/UST,15.0683,15.127,14.1282,14.4619,143330.58307656,2089560.477254342761
1653429600,2022-05-24 22:00:00,USDT/UST,15.4153,15.4489,15.0413,15.0819,29211.9874741,443785.2736636198
1653426000,2022-05-24 21:00:00,USDT/UST,15.4642,15.4642,15.0401,15.4,93293.61835665,1423616.616174474249
1653422400,2022-05-24 20:00:00,USDT/UST,15.3528,15.5954,15.23,15.4641,92702.71429405,1426781.734526534601
1653418800,2022-05-24 19:00:00,USDT/UST,15.7499,15.8179,15.2749,15.3527,77047.00547351,1200916.653835805844
1653415200,2022-05-24 18:00:00,USDT/UST,15.3867,15.8518,15.3473,15.7501,163767.31222971,2564480.580489352858
1653411600,2022-05-24 17:00:00,USDT/UST,15.0758,15.5042,15.0756,15.3466,42346.00127882,647981.380546785991
1653408000,2022-05-24 16:00:00,USDT/UST,15.1506,15.3215,14.7999,15.0756,67032.56568123,1009231.160578330774
1653404400,2022-05-24 15:00:00,USDT/UST,15.0819,15.2951,14.8714,15.097,96682.37054848,1459228.904267737411
1653400800,2022-05-24 14:00:00,USDT/UST,15.5579,15.8725,14.9163,15.1345,137910.90208327,2124864.948118050682
1653397200,2022-05-24 13:00:00,USDT/UST,14.7456,15.5579,14.7074,15.5579,106059.23548728,1616519.094167542119
1653393600,2022-05-24 12:00:00,USDT/UST,15.0366,15.1845,14.2952,14.7072,88151.2718296,1293539.255354621737
1653390000,2022-05-24 11:00:00,USDT/UST,15.2891,15.3424,14.8424,15.0441,85507.55212993,1291337.543879526772
1653386400,2022-05-24 10:00:00,USDT/UST,15.641,15.6894,15.2891,15.2891,114727.88226346,1778946.252329092725
1653382800,2022-05-24 09:00:00,USDT/UST,15.5382,15.8,15.3064,15.6387,95975.30846507,1493363.509263423419
1653379200,2022-05-24 08:00:00,USDT/UST,15.2299,15.55,14.9599,15.4814,132437.08309524,2001668.371333821413
1653375600,2022-05-24 07:00:00,USDT/UST,14.9017,15.4513,14.8716,15.1884,44506.31707571,674023.224895084232
1653372000,2022-05-24 06:00:00,USDT/UST,14.811,15.2559,14.3459,14.9017,72070.58798044,1067995.906575328046
1653368400,2022-05-24 05:00:00,USDT/UST,14.8347,15.3498,14.6642,14.7559,91203.57148168,1365369.939307330687
1653364800,2022-05-24 04:00:00,USDT/UST,15.6043,15.7299,14.8334,14.901,106380.239903,1636258.621768204332
1653361200,2022-05-24 03:00:00,USDT/UST,15.4958,15.9122,15.3619,15.6047,98308.81598993,1535006.481576389342
1653357600,2022-05-24 02:00:00,USDT/UST,15.513,15.755,15.3607,15.5033,84488.99880329,1313999.060384560728
1653354000,2022-05-24 01:00:00,USDT/UST,15.1584,15.9191,15.1584,15.5124,129949.39776,2025891.087918572693
1653350400,2022-05-24 00:00:00,USDT/UST,14.4742,15.2185,14.1004,15.1586,111975.82877656,1646954.235765727039
1653346800,2022-05-23 23:00:00,USDT/UST,14.1518,14.8615,14.1466,14.4309,95945.17584718,1385561.864501748848
1653343200,2022-05-23 22:00:00,USDT/UST,14,14.6914,13.9028,14.1524,209302.23160245,2994250.239130405775
1653339600,2022-05-23 21:00:00,USDT/UST,14.4734,14.668,13.7493,14,104065.05413417,1479687.475705960653
1653336000,2022-05-23 20:00:00,USDT/UST,14.9761,15.1332,13.97,14.4309,409894.88121825,5926246.711579837213
1653332400,2022-05-23 19:00:00,USDT/UST,14.0809,15.1754,13.9371,14.9609,283038.105726,4178025.847783238303
1653328800,2022-05-23 18:00:00,USDT/UST,13.783,14.4427,13.5058,14.0876,284089.66159652,3981632.104410936983
1653325200,2022-05-23 17:00:00,USDT/UST,15.2594,15.2789,12.75,13.6911,943055.9590407,13051461.710247082057
1653321600,2022-05-23 16:00:00,USDT/UST,15.5423,15.6194,15.2052,15.2599,181911.13095216,2803594.972450981602
1653318000,2022-05-23 15:00:00,USDT/UST,16.0208,16.0497,15.4493,15.5145,81429.17484507,1286489.852226076349
1653314400,2022-05-23 14:00:00,USDT/UST,15.3665,16.0775,15.3664,15.9754,156502.27717328,2466795.22162363598
1653310800,2022-05-23 13:00:00,USDT/UST,15.7658,15.9999,15.2762,15.3664,72322.56599427,1133554.667273678813
1653307200,2022-05-23 12:00:00,USDT/UST,15.3945,15.8341,15.0764,15.7654,151032.58559106,2339580.153504360241
1653303600,2022-05-23 11:00:00,USDT/UST,15.1124,15.4988,14.9039,15.4399,98140.31787453,1486841.845089753674
1653300000,2022-05-23 10:00:00,USDT/UST,14.7821,15.2159,14.3032,15.1124,124768.1869294,1832896.533198863521
1653296400,2022-05-23 09:00:00,USDT/UST,14.9175,14.9747,14.3327,14.7821,90177.01098367,1319671.240854205188
1653292800,2022-05-23 08:00:00,USDT/UST,15.1199,15.2405,14.8094,14.9177,47211.1223337,708866.552035713681
1653289200,2022-05-23 07:00:00,USDT/UST,15.157,15.3619,14.7424,15.1183,107064.44132714,1616546.718066868351
1653285600,2022-05-23 06:00:00,USDT/UST,15.5982,15.6361,15.0216,15.1122,101458.95429549,1552835.963865195346
1653282000,2022-05-23 05:00:00,USDT/UST,15.6008,15.708,15.1885,15.5983,88328.82016083,1361095.703394866948
1653278400,2022-05-23 04:00:00,USDT/UST,14.6052,15.6758,14.55,15.6051,123498.15328466,1852265.295319984667
1653274800,2022-05-23 03:00:00,USDT/UST,14.4889,14.746,13.8001,14.5479,218430.95063594,3144278.756863692056
1653271200,2022-05-23 02:00:00,USDT/UST,14.7233,14.8509,13.7668,14.489,183052.00106999,2614593.81813662446
1653267600,2022-05-23 01:00:00,USDT/UST,15.2096,15.2604,14.3102,14.7765,96123.66732516,1415180.899513521144
1653264000,2022-05-23 00:00:00,USDT/UST,15.6555,15.7002,15.0146,15.2096,95230.40778381,1457238.715685508555
1653260400,2022-05-22 23:00:00,USDT/UST,14.9169,15.7678,14.6997,15.6519,60469.05147104,924793.991963836001
1653256800,2022-05-22 22:00:00,USDT/UST,15.5382,15.579,14.7,14.9763,91405.38396091,1374140.626068808859
1653253200,2022-05-22 21:00:00,USDT/UST,15.8728,15.8728,15.2541,15.5389,101755.36944569,1573576.11149863971
1653249600,2022-05-22 20:00:00,USDT/UST,16.0986,16.2136,15.5873,15.8119,71244.93226673,1126540.32237081054
1653246000,2022-05-22 19:00:00,USDT/UST,15.6808,16.2843,15.6372,16.1185,58662.58459704,941049.920821149976
1653242400,2022-05-22 18:00:00,USDT/UST,15.6223,15.9968,15.3259,15.6808,96796.68189666,1508850.1369507124
1653238800,2022-05-22 17:00:00,USDT/UST,16.4112,16.4757,15.2549,15.6204,135564.82103253,2128784.242371589638
1653235200,2022-05-22 16:00:00,USDT/UST,16.1727,16.762,16.099,16.4889,225440.41495578,3719643.823723236476
1653231600,2022-05-22 15:00:00,USDT/UST,15.4253,16.4457,15.2914,16.1856,349985.75544297,5636424.178199924295
1653228000,2022-05-22 14:00:00,USDT/UST,16.0418,16.1504,15.2221,15.4693,117479.73627603,1822349.293788820789
1653224400,2022-05-22 13:00:00,USDT/UST,15.1703,16.165,15.0158,16.0411,198429.92491222,3094894.99364270138
1653220800,2022-05-22 12:00:00,USDT/UST,14.9916,15.2887,13.6959,15.2015,266087.47592167,3858898.410026402946
1653217200,2022-05-22 11:00:00,USDT/UST,14.4617,15.0439,13.5879,15.0366,251010.71678655,3594750.192995487842
1653213600,2022-05-22 10:00:00,USDT/UST,15.4344,15.5301,14.2402,14.4845,175782.87024525,2571884.9975541097
1653210000,2022-05-22 09:00:00,USDT/UST,15.2782,15.8206,15.0572,15.5149,129023.70705375,2002215.570165892114
1653206400,2022-05-22 08:00:00,USDT/UST,14.9413,15.7902,14.884,15.2783,135000.85031815,2076556.901063019221
1653202800,2022-05-22 07:00:00,USDT/UST,14.6669,15.7,14.5787,14.9422,206905.53852045,3146813.672645417594
1653199200,2022-05-22 06:00:00,USDT/UST,14.5044,15.2887,13.5654,14.667,343110.4618985,4959536.040916516314
1653195600,2022-05-22 05:00:00,USDT/UST,15.6744,15.851,13.415,14.5789,445578.18294933,6402914.032324521196
1653192000,2022-05-22 04:00:00,USDT/UST,15.5056,15.9378,14.6945,15.6746,324682.93546505,5011079.816460827301
1653188400,2022-05-22 03:00:00,USDT/UST,16.95,17.1173,15.4762,15.5058,215714.46203497,3518903.226449746533
1653184800,2022-05-22 02:00:00,USDT/UST,17.1947,17.5409,16.4974,16.95,153951.43504556,2632051.333767132893
1653181200,2022-05-22 01:00:00,USDT/UST,16.9567,17.3991,16.013,17.2688,174191.12182212,2917002.717910295268
1653177600,2022-05-22 00:00:00,USDT/UST,17.4712,17.9868,16.7479,16.9532,271418.28585911,4713569.062585786557
1653174000,2022-05-21 23:00:00,USDT/UST,19.2424,19.2916,17.3614,17.3851,140648.50038591,2567723.087748720663
1653170400,2022-05-21 22:00:00,USDT/UST,19.2678,19.6875,18.9445,19.2151,71465.95447016,1377374.484828178865
1653166800,2022-05-21 21:00:00,USDT/UST,19.1244,19.292,18.4211,19.2675,63920.849916,1206467.702263129656
