https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KAT,Volume BTC
1663459200,2022-09-18 00:00:00,KAT/BTC,0.0000000631,0.0000000631,0.0000000602,0.0000000616,258458.4615,0.01561997079455
1663372800,2022-09-17 00:00:00,KAT/BTC,0.0000000559,0.0000000743,0.0000000543,0.0000000631,24707855.1116,1.55718014793449
1663286400,2022-09-16 00:00:00,KAT/BTC,0.0000000718,0.0000000794,0.0000000538,0.0000000568,15823906.5695,0.99606309250729
1663200000,2022-09-15 00:00:00,KAT/BTC,0.0000000813,0.0000001049,0.0000000683,0.0000000721,31386730.0717,2.4282343240014
1663113600,2022-09-14 00:00:00,KAT/BTC,0.000000069,0.0000001188,0.0000000674,0.0000000809,42053382.8177,3.72284732636739
1663027200,2022-09-13 00:00:00,KAT/BTC,0.0000000796,0.000000093,0.0000000626,0.0000000684,20066956.8349,1.50153742466903
1662940800,2022-09-12 00:00:00,KAT/BTC,0.0000000451,0.00000027,0.0000000435,0.0000000796,131801626.7963,12.72329415142396
1662854400,2022-09-11 00:00:00,KAT/BTC,0.0000000312,0.0000000553,0.0000000311,0.0000000455,101537179.3425,4.58119433772021
1662768000,2022-09-10 00:00:00,KAT/BTC,0.0000000309,0.0000000436,0.0000000292,0.0000000311,13952724.3544,0.49712644530823
1662681600,2022-09-09 00:00:00,KAT/BTC,0.0000000337,0.0000000358,0.0000000287,0.000000031,7475941.8514,0.23792442637329
1662595200,2022-09-08 00:00:00,KAT/BTC,0.0000000405,0.0000000406,0.0000000331,0.0000000338,14392808.5815,0.52396549827892
1662508800,2022-09-07 00:00:00,KAT/BTC,0.0000000284,0.000000068,0.0000000282,0.0000000397,114303978.7492,5.38085458333606
1662422400,2022-09-06 00:00:00,KAT/BTC,0.0000000294,0.0000000298,0.0000000266,0.0000000285,1968968.2715,0.0553588051205
1662336000,2022-09-05 00:00:00,KAT/BTC,0.0000000308,0.0000000336,0.0000000288,0.0000000293,3368792.8216,0.10589393335903
1662249600,2022-09-04 00:00:00,KAT/BTC,0.0000000354,0.0000000358,0.0000000299,0.0000000309,9336449.7762,0.30806928424485
1662163200,2022-09-03 00:00:00,KAT/BTC,0.0000000262,0.00000004,0.0000000259,0.0000000355,21015438.5878,0.71583188767919
1662076800,2022-09-02 00:00:00,KAT/BTC,0.0000000266,0.0000000266,0.0000000252,0.0000000263,371010.3449,0.00963799103202
