https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GBP,Volume ETH
1663545600000,2022-09-19 00:00:00,ETH/GBP,1167.70756217,1184.19878096,1165.820985,1176.8927088,74955.17776334267,63.68904931
1663542000000,2022-09-18 23:00:00,ETH/GBP,1172.89611266,1186.2059955,1164.3,1169.4236075,183846.74011625652,157.21141504
1663538400000,2022-09-18 22:00:00,ETH/GBP,1167.45273966,1175.914545,1162.4,1174.4254912,164915.79301611183,140.4225251
1663534800000,2022-09-18 21:00:00,ETH/GBP,1202.1581291,1202.1581291,1160.8101267,1168.24905035,394091.6381033821,337.33529506
1663531200000,2022-09-18 20:00:00,ETH/GBP,1209.5,1209.8,1198.4,1201.1,68705.632251954,57.20225814
1663527600000,2022-09-18 19:00:00,ETH/GBP,1202.7920109,1213.7952951,1199.0836863,1210.1254792,29349.658652569815,24.25340112
1663524000000,2022-09-18 18:00:00,ETH/GBP,1210.7,1214.4958479,1198.1,1206.6146289,54690.00659126355,45.32516454
1663520400000,2022-09-18 17:00:00,ETH/GBP,1223.1,1224.3911562,1201.9734666,1206.6146289,98665.33256795767,81.77037656
1663516800000,2022-09-18 16:00:00,ETH/GBP,1244.4444801,1245.7580166,1214.89624028,1222.6397742,536470.9316548138,438.78086005
1663513200000,2022-09-18 15:00:00,ETH/GBP,1244.20369628,1249.0,1237.7016594,1240.9417161,48217.83267083168,38.85583992
1663509600000,2022-09-18 14:00:00,ETH/GBP,1253.113821,1253.113821,1235.8627083,1242.8682363,30253.305449148826,24.34152275
1663506000000,2022-09-18 13:00:00,ETH/GBP,1260.1,1260.1,1254.5149266,1259.243658,19600.990219415224,15.56568508
1663502400000,2022-09-18 12:00:00,ETH/GBP,1257.2,1260.4,1249.611057,1259.4538383,5201.5458257399905,4.13000117
1663498800000,2022-09-18 11:00:00,ETH/GBP,1253.39369796,1257.2295687,1253.39369796,1255.740894,2400.918285278292,1.91195357
1663495200000,2022-09-18 10:00:00,ETH/GBP,1247.0715531,1264.6729422,1243.0,1253.8143738,32637.97067250251,26.03094314
1663491600000,2022-09-18 09:00:00,ETH/GBP,1274.8,1277.53276909,1246.8088458,1247.0,116221.71714375,93.20105625
1663488000000,2022-09-18 08:00:00,ETH/GBP,1273.6,1277.7,1272.7,1274.8,19882.052243164,15.59621293
1663484400000,2022-09-18 07:00:00,ETH/GBP,1274.59196855,1276.7330643,1272.7,1273.5,3819.56866398,2.99926868
1663480800000,2022-09-18 06:00:00,ETH/GBP,1277.4,1278.50886,1270.9,1273.6,13668.276804736,10.73200126
1663477200000,2022-09-18 05:00:00,ETH/GBP,1273.254714,1279.2,1272.5,1277.53276909,39259.49180187254,30.73071216
1663473600000,2022-09-18 04:00:00,ETH/GBP,1271.503332,1275.0936651,1269.3652725,1273.5,23154.287632155,18.18161573
1663470000000,2022-09-18 03:00:00,ETH/GBP,1275.1,1275.5,1267.5627225,1267.5627225,27732.061967073252,21.87825618
1663466400000,2022-09-18 02:00:00,ETH/GBP,1272.8,1275.9693561,1271.9,1275.5315106,2933.308181745357,2.2996752
1663462800000,2022-09-18 01:00:00,ETH/GBP,1272.1,1276.4,1270.6,1270.8,22565.866928508,17.75721351
1663459200000,2022-09-18 00:00:00,ETH/GBP,1287.7,1287.7,1269.9969677,1272.6417303,26733.911749301697,21.00662827
1663455600000,2022-09-17 23:00:00,ETH/GBP,1284.3,1290.5825715,1280.9,1287.6,22856.106442572,17.75093697
1663452000000,2022-09-17 22:00:00,ETH/GBP,1273.2,1285.7,1273.2,1283.9,307302.216145695,239.35058505
1663448400000,2022-09-17 21:00:00,ETH/GBP,1277.2,1278.8,1268.7,1272.0,98165.88104015999,77.17443478
1663444800000,2022-09-17 20:00:00,ETH/GBP,1283.8505751,1284.0,1280.1726729,1281.2,48538.100427868005,37.88487389
1663441200000,2022-09-17 19:00:00,ETH/GBP,1286.5652172,1286.5652172,1280.1,1283.4,203001.40086786,158.1746929
1663437600000,2022-09-17 18:00:00,ETH/GBP,1287.7,1290.7,1284.3,1286.4776481,18272.6727017169,14.20364569
1663434000000,2022-09-17 17:00:00,ETH/GBP,1273.5,1288.68330448,1272.3095892,1287.6,3112685.193366972,2417.43180597
1663430400000,2022-09-17 16:00:00,ETH/GBP,1258.5272466,1287.2,1258.5272466,1274.649987,3597920.169687122,2822.67305251
1663426800000,2022-09-17 15:00:00,ETH/GBP,1253.413044,1263.833008,1248.10686305,1256.8803,4884840.643517132,3886.48039397
1663423200000,2022-09-17 14:00:00,ETH/GBP,1233.85768345,1252.8,1233.85768345,1252.8,18341.610682751998,14.64049384
1663419600000,2022-09-17 13:00:00,ETH/GBP,1235.67672766,1237.6370292,1231.6560126,1234.1,18540.431413552997,15.02344333
1663416000000,2022-09-17 12:00:00,ETH/GBP,1231.7,1238.5038432,1222.641147,1235.9900826,30392.400606392403,24.58951818
1663412400000,2022-09-17 11:00:00,ETH/GBP,1238.22338954,1248.151176,1231.309287,1232.8,2752357.5461212476,2232.60670516
1663408800000,2022-09-17 10:00:00,ETH/GBP,1242.3178248,1256.035896,1228.9688892,1236.8568966,4844547.899336351,3916.82167327
1663405200000,2022-09-17 09:00:00,ETH/GBP,1243.7047272,1245.0049482,1240.6708782,1242.83163486,116396.09277143367,93.65395079
1663401600000,2022-09-17 08:00:00,ETH/GBP,1242.43204914,1244.8315854,1240.9309224,1243.7047272,381372.68146495166,306.64246354
1663398000000,2022-09-17 07:00:00,ETH/GBP,1254.6327359,1254.6327359,1240.38163221,1242.4,3179552.68108864,2559.2020936
1663394400000,2022-09-17 06:00:00,ETH/GBP,1255.3,1256.2,1249.1134382,1253.4062253,9712.30075477273,7.74872548
1663390800000,2022-09-17 05:00:00,ETH/GBP,1258.6,1259.32157796,1251.3,1254.5,13038.814643335,10.39363463
1663387200000,2022-09-17 04:00:00,ETH/GBP,1262.4,1267.9,1261.8165837,1263.5,89719.942470795,71.00905617
1663383600000,2022-09-17 03:00:00,ETH/GBP,1262.4,1264.1,1260.6,1263.1307022,23001.616427978126,18.21000502
1663380000000,2022-09-17 02:00:00,ETH/GBP,1267.5987051,1267.5987051,1259.62805681,1262.5,2606.33865825,2.06442666
1663376400000,2022-09-17 01:00:00,ETH/GBP,1264.7,1267.7739209,1260.9,1267.5987051,95474.24038928995,75.31897911
1663372800000,2022-09-17 00:00:00,ETH/GBP,1254.6,1274.1692976,1254.5,1266.1,10018.567636549998,7.9129355
1663369200000,2022-09-16 23:00:00,ETH/GBP,1254.52416998,1255.5,1248.412575,1255.2,22928.315535672,18.26666311
1663365600000,2022-09-16 22:00:00,ETH/GBP,1262.429839,1262.673918,1253.9,1255.319046,10293.172497236383,8.19964656
1663362000000,2022-09-16 21:00:00,ETH/GBP,1258.049444,1269.5,1257.173365,1259.3635625,76862.00711337253,61.03242098
1663358400000,2022-09-16 20:00:00,ETH/GBP,1256.243487,1259.7,1250.883998,1258.4427676,14720.692766420838,11.69754648
1663354800000,2022-09-16 19:00:00,ETH/GBP,1253.09079285,1260.3118133,1251.02843,1251.5379345,108293.84891066675,86.52861885
1663351200000,2022-09-16 18:00:00,ETH/GBP,1247.3,1257.5,1239.020265,1251.5,534079.3817305501,426.7514037
1663347600000,2022-09-16 17:00:00,ETH/GBP,1256.3848575,1257.0,1234.585812,1247.86899,359882.3204660259,288.39751877
1663344000000,2022-09-16 16:00:00,ETH/GBP,1273.66827252,1273.66827252,1240.6,1252.3,831690.866906515,664.13069305
1663340400000,2022-09-16 15:00:00,ETH/GBP,1267.051903,1275.69477058,1263.7381875,1274.09742669,450161.4249383623,353.31789823
1663336800000,2022-09-16 14:00:00,ETH/GBP,1256.1227195,1276.165033,1252.37525876,1266.87692,1314252.9076888177,1037.39588822
1663333200000,2022-09-16 13:00:00,ETH/GBP,1281.0048945,1287.4,1251.1,1256.561647,456591.6836109764,363.36592375
1663329600000,2022-09-16 12:00:00,ETH/GBP,1297.2,1297.2,1278.122925,1278.122925,399654.1469944574,312.68834881
1663326000000,2022-09-16 11:00:00,ETH/GBP,1288.9,1299.0,1286.8,1295.80234018,106116.3012478221,81.89235191
1663322400000,2022-09-16 10:00:00,ETH/GBP,1287.5,1292.8011525,1285.0771725,1289.9107795,679812.5349871968,527.02291181
1663318800000,2022-09-16 09:00:00,ETH/GBP,1277.6,1287.8,1277.6,1287.8,552593.380243328,429.09875776
1663315200000,2022-09-16 08:00:00,ETH/GBP,1296.1,1296.5,1274.2,1278.39865786,1515724.674110677,1185.64319885
1663311600000,2022-09-16 07:00:00,ETH/GBP,1292.01704,1297.792152,1288.1,1296.1,7850518.541445983,6057.03151103
1663308000000,2022-09-16 06:00:00,ETH/GBP,1286.4907475,1293.6,1283.8,1290.0,649297.4555223,503.33136087
1663304400000,2022-09-16 05:00:00,ETH/GBP,1283.3,1290.44815,1283.3,1286.22298915,12367.559912946364,9.61540885
1663300800000,2022-09-16 04:00:00,ETH/GBP,1286.4496425,1290.1,1283.0,1283.0,127755.65635536,99.57572592
1663297200000,2022-09-16 03:00:00,ETH/GBP,1282.1199264,1284.6265575,1275.30521048,1282.2,80025.669811254,62.41278257
1663293600000,2022-09-16 02:00:00,ETH/GBP,1286.876047,1286.876047,1270.1930175,1279.9376689,67024.86140128436,52.36572298
1663290000000,2022-09-16 01:00:00,ETH/GBP,1291.98572,1293.8,1281.6,1285.3,61528.401075783,47.87084811
1663286400000,2022-09-16 00:00:00,ETH/GBP,1286.8,1292.2,1264.6,1292.2,409974.21088314604,317.26838793
1663282800000,2022-09-15 23:00:00,ETH/GBP,1291.054572,1291.141829,1278.749262,1285.318932,36985.04145876778,28.77499159
1663279200000,2022-09-15 22:00:00,ETH/GBP,1300.69743239,1300.69743239,1276.308139,1288.436862,271968.72026124643,211.08424346
1663275600000,2022-09-15 21:00:00,ETH/GBP,1311.7,1312.8,1295.834617,1301.494959,67602.11096334102,51.94189228
1663272000000,2022-09-15 20:00:00,ETH/GBP,1310.869979,1317.0811345,1304.200415,1304.200415,11348.57662419091,8.701558819999999
1663268400000,2022-09-15 19:00:00,ETH/GBP,1308.0833825,1314.899607,1304.125875,1310.1,6495.542313776999,4.95805077
1663264800000,2022-09-15 18:00:00,ETH/GBP,1311.864417,1317.6,1303.986087,1307.3859705,53721.69627124349,41.09092302
1663261200000,2022-09-15 17:00:00,ETH/GBP,1316.4,1322.174283,1311.4,1313.08346,36929.86720424913,28.124539170000002
1663257600000,2022-09-15 16:00:00,ETH/GBP,1300.256162,1315.9237915,1296.5117865,1315.9237915,840483.7868586641,638.70247828
1663254000000,2022-09-15 15:00:00,ETH/GBP,1296.30745,1307.903085,1272.6,1301.5623395,3276535.322265547,2517.38639236
1663250400000,2022-09-15 14:00:00,ETH/GBP,1383.05486412,1383.172022,1294.56744,1299.8744705,1052412.587964482,809.62632304
1663246800000,2022-09-15 13:00:00,ETH/GBP,1380.5,1383.6,1368.32332596,1379.7,1303073.813809026,944.46170458
1663243200000,2022-09-15 12:00:00,ETH/GBP,1384.6,1393.4,1377.77732999,1380.0,589819.9641042,427.40577109
1663239600000,2022-09-15 11:00:00,ETH/GBP,1375.8648505,1386.6,1369.0,1386.0,1495142.3571777,1078.74628945
1663236000000,2022-09-15 10:00:00,ETH/GBP,1381.02300366,1386.2,1372.0,1378.212001,945808.2973719668,686.25748193
1663232400000,2022-09-15 09:00:00,ETH/GBP,1389.158451,1394.95619624,1376.6,1380.8,634958.255941488,459.84809961
1663228800000,2022-09-15 08:00:00,ETH/GBP,1420.07782,1420.07782,1385.8,1394.5,497532.727070475,356.78216355
1663225200000,2022-09-15 07:00:00,ETH/GBP,1386.15307367,1437.2,1385.0,1420.4249,394106.6529745028,277.45687433
1663221600000,2022-09-15 06:00:00,ETH/GBP,1404.1120335,1427.9,1367.6972975,1389.5,2125047.390026155,1529.36120189
1663218000000,2022-09-15 05:00:00,ETH/GBP,1388.830068,1405.3279405,1383.4,1404.7,86632.052297857,61.67299231
1663214400000,2022-09-15 04:00:00,ETH/GBP,1393.249905,1393.4122075,1379.359598,1389.524136,50826.21147862586,36.57814223
1663210800000,2022-09-15 03:00:00,ETH/GBP,1402.1,1402.1,1371.1,1389.889165,150770.270254852,108.47646996
1663207200000,2022-09-15 02:00:00,ETH/GBP,1410.5,1410.5,1389.700788,1400.87251465,87050.61204173703,62.14028124
1663203600000,2022-09-15 01:00:00,ETH/GBP,1411.9,1413.0,1388.5130868,1411.434333,168807.43442708647,119.59992079
1663200000000,2022-09-15 00:00:00,ETH/GBP,1411.6542885,1432.7504205,1411.6542885,1412.65051643,171456.42170404523,121.37214386
1663196400000,2022-09-14 23:00:00,ETH/GBP,1418.705773,1424.9110104,1410.514875,1414.6157165,88788.27085210265,62.7649402
1663192800000,2022-09-14 22:00:00,ETH/GBP,1404.2,1431.2,1402.311232,1418.1,222077.28515300096,156.60199221
1663189200000,2022-09-14 21:00:00,ETH/GBP,1386.779625,1405.2,1385.91352633,1405.2,32506.858357200003,23.133261
1663185600000,2022-09-14 20:00:00,ETH/GBP,1387.2,1388.7,1381.6,1387.4,125813.50206276601,90.68293359
1663182000000,2022-09-14 19:00:00,ETH/GBP,1367.5,1387.2,1367.5,1387.2,31210.249880736,22.49873838
1663178400000,2022-09-14 18:00:00,ETH/GBP,1378.29788,1379.683104,1358.02121581,1368.2,70746.84525178201,51.70797051
1663174800000,2022-09-14 17:00:00,ETH/GBP,1370.6,1385.46390096,1369.4,1378.9,64838.73013054901,47.02206841
1663171200000,2022-09-14 16:00:00,ETH/GBP,1381.53017235,1381.6,1367.6,1369.9,91272.37131488702,66.62703213
1663167600000,2022-09-14 15:00:00,ETH/GBP,1385.6,1385.6,1377.7,1379.0,72882.30734897,52.85156443
1663164000000,2022-09-14 14:00:00,ETH/GBP,1386.2957753,1390.3,1375.2,1382.7,182263.867474425,131.81736275
1663160400000,2022-09-14 13:00:00,ETH/GBP,1390.0,1395.648859,1378.4,1386.3069065,59538.15944172025,42.94731503
1663156800000,2022-09-14 12:00:00,ETH/GBP,1381.7,1395.037077,1374.3066875,1389.6,77980.03809796799,56.11689558
1663153200000,2022-09-14 11:00:00,ETH/GBP,1385.9,1388.01048,1372.4,1381.3295265,121318.89858914378,87.82763002
1663149600000,2022-09-14 10:00:00,ETH/GBP,1389.6,1390.7,1380.7,1386.1,35858.208538201994,25.86985682
1663146000000,2022-09-14 09:00:00,ETH/GBP,1389.5,1394.9,1384.6,1389.7,541602.913075458,389.72649714
1663142400000,2022-09-14 08:00:00,ETH/GBP,1399.5,1399.5,1373.5571255,1389.7,590884.312281354,425.18839482
1663138800000,2022-09-14 07:00:00,ETH/GBP,1402.5,1408.1,1388.6,1396.1,865985.908301707,620.28931187
1663135200000,2022-09-14 06:00:00,ETH/GBP,1402.6,1406.0,1397.5363875,1400.8,370144.498843712,264.23793464
1663131600000,2022-09-14 05:00:00,ETH/GBP,1406.38676424,1409.01440238,1399.168162,1403.5,191344.5042999,136.3338114
1663128000000,2022-09-14 04:00:00,ETH/GBP,1393.22031,1408.05846987,1387.9,1407.598794,304205.34804518503,216.11651654
1663124400000,2022-09-14 03:00:00,ETH/GBP,1390.3,1398.8051545,1385.823725,1392.785635,50525.35243276524,36.2764744
1663120800000,2022-09-14 02:00:00,ETH/GBP,1376.3,1391.6177715,1375.3,1391.6177715,3965.1326615537223,2.84929723
1663117200000,2022-09-14 01:00:00,ETH/GBP,1368.27011467,1376.3,1367.038021,1374.00997909,84665.34691244816,61.61916449
1663113600000,2022-09-14 00:00:00,ETH/GBP,1366.2406361,1371.56677,1352.0,1368.14957286,434743.68445645244,317.76034805
1663110000000,2022-09-13 23:00:00,ETH/GBP,1382.4007295,1382.4007295,1360.408485,1368.68548085,104011.59921134755,75.99379161
1663106400000,2022-09-13 22:00:00,ETH/GBP,1388.78818,1390.98861698,1378.45224,1383.7933135,77292.019834252,55.85517655
1663102800000,2022-09-13 21:00:00,ETH/GBP,1395.4,1398.1265048,1367.8302465,1389.049165,134549.44802549251,96.86442454
1663099200000,2022-09-13 20:00:00,ETH/GBP,1397.43336352,1410.5,1397.43336352,1399.3708725,20785.03058855752,14.85312507
1663095600000,2022-09-13 19:00:00,ETH/GBP,1376.6074695,1397.3332725,1366.8,1397.3332725,23169.01946140962,16.58088297
1663092000000,2022-09-13 18:00:00,ETH/GBP,1405.7,1406.8937925,1375.477464,1376.6074695,16716.18048665775,12.14302614
1663088400000,2022-09-13 17:00:00,ETH/GBP,1398.4,1415.0,1396.4,1406.6,251975.534487144,179.13801684
1663084800000,2022-09-13 16:00:00,ETH/GBP,1380.97944168,1400.3,1379.9,1397.8,439104.87709945196,314.13998934
1663081200000,2022-09-13 15:00:00,ETH/GBP,1375.9,1386.6,1375.1,1382.74379274,302677.89561261475,218.89658605
1663077600000,2022-09-13 14:00:00,ETH/GBP,1385.20123542,1396.1,1364.6,1376.874934,261700.89533986885,190.06874835
1663074000000,2022-09-13 13:00:00,ETH/GBP,1407.1,1417.3,1383.6,1387.6,3047003.3847660115,2195.88021387
1663070400000,2022-09-13 12:00:00,ETH/GBP,1482.7,1503.71840225,1397.0,1406.9,5774797.360527306,4104.62531845
1663066800000,2022-09-13 11:00:00,ETH/GBP,1479.3,1488.2,1478.8,1482.478141,56913.222799661766,38.3905983
1663063200000,2022-09-13 10:00:00,ETH/GBP,1469.6,1483.8,1468.6,1477.4899605,176115.51104933076,119.19912538
1663059600000,2022-09-13 09:00:00,ETH/GBP,1465.0,1473.0,1464.8,1471.4,118804.759031966,80.74266619
1663056000000,2022-09-13 08:00:00,ETH/GBP,1464.8,1465.9,1459.5,1464.3,367166.930340375,250.74570125
1663052400000,2022-09-13 07:00:00,ETH/GBP,1458.2,1470.5,1451.9,1464.8,1928201.523746728,1316.35822211
1663048800000,2022-09-13 06:00:00,ETH/GBP,1470.528683,1477.330605,1451.5,1458.2,772300.664799194,529.62602167
1663045200000,2022-09-13 05:00:00,ETH/GBP,1467.10281548,1472.463671,1466.1602852,1470.699814,95244.50384044711,64.76134894
1663041600000,2022-09-13 04:00:00,ETH/GBP,1463.2385145,1475.3369445,1463.2385145,1468.5,107420.202387795,73.14961007
1663038000000,2022-09-13 03:00:00,ETH/GBP,1462.4,1465.9,1455.9561355,1465.9,34277.751977112006,23.38341768
1663034400000,2022-09-13 02:00:00,ETH/GBP,1448.8,1460.72373,1437.9,1459.44623141,43433.318360638004,29.76013602
1663030800000,2022-09-13 01:00:00,ETH/GBP,1443.40254474,1453.6928175,1442.6,1453.6928175,312283.7854951772,214.82102803
1663027200000,2022-09-13 00:00:00,ETH/GBP,1468.86855245,1468.86855245,1431.8,1443.46250912,513845.7787895521,355.98138195
1663023600000,2022-09-12 23:00:00,ETH/GBP,1458.2,1468.9,1458.2,1468.9,19876.784211219,13.53174771
1663020000000,2022-09-12 22:00:00,ETH/GBP,1468.6141305,1470.4,1457.409038,1458.54732,74284.17987779756,50.93025016
1663016400000,2022-09-12 21:00:00,ETH/GBP,1473.43502946,1473.79984032,1462.30585,1469.2,7498.1078774279995,5.10353109
1663012800000,2022-09-12 20:00:00,ETH/GBP,1475.21115833,1477.264125,1474.372956,1475.62012604,9259.883071039529,6.27524856
1663009200000,2022-09-12 19:00:00,ETH/GBP,1479.76211997,1481.7,1474.6,1477.4,18451.21410271,12.48897665
1663005600000,2022-09-12 18:00:00,ETH/GBP,1476.7,1482.5,1470.8,1479.4366195,25269.26583788246,17.08033011
1663002000000,2022-09-12 17:00:00,ETH/GBP,1464.2,1477.464103,1455.35068776,1476.6,44262.673024236,29.97607546
1662998400000,2022-09-12 16:00:00,ETH/GBP,1458.3,1467.3943323,1447.919523,1464.6,76409.632554486,52.17099041
1662994800000,2022-09-12 15:00:00,ETH/GBP,1482.1,1482.1,1449.5,1461.00241961,220282.88178791848,150.77516562
1662991200000,2022-09-12 14:00:00,ETH/GBP,1499.4,1501.0053945,1480.5,1483.64180015,335965.3015968933,226.44637106
1662987600000,2022-09-12 13:00:00,ETH/GBP,1492.8,1501.42224839,1490.78491405,1499.0,940244.94510118,627.24812882
1662984000000,2022-09-12 12:00:00,ETH/GBP,1496.0,1496.1,1483.1,1494.4,39218.935477696,26.24393434
1662980400000,2022-09-12 11:00:00,ETH/GBP,1492.5729525,1506.381585,1492.2,1496.0,55639.04354888,37.19187403
1662976800000,2022-09-12 10:00:00,ETH/GBP,1499.9,1499.9,1483.368293,1494.5,166943.037537675,111.70494315
1662973200000,2022-09-12 09:00:00,ETH/GBP,1504.9,1505.4032325,1495.6695765,1499.4,62008.346031282,41.35543953
1662969600000,2022-09-12 08:00:00,ETH/GBP,1504.8,1509.6646715,1498.85559709,1500.3,23421.645887499,15.61130833
