https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HAI,Volume USDT
1661644800,2022-08-28 00:00:00,HAI/USDT,0.01812,0.01816,0.01793,0.01795,7433945.99011843,134284.3257530126193
1661558400,2022-08-27 00:00:00,HAI/USDT,0.01823,0.01859,0.01799,0.01812,8447890.93973831,154139.8379246146716
1661472000,2022-08-26 00:00:00,HAI/USDT,0.01853,0.01861,0.0182,0.01823,7067194.03980958,130228.735584113551
1661385600,2022-08-25 00:00:00,HAI/USDT,0.01853,0.01872,0.01839,0.01853,7138808.34919221,132383.7024101241967
1661299200,2022-08-24 00:00:00,HAI/USDT,0.01889,0.01899,0.01834,0.01853,7210729.59531052,135477.3637609964538
1661212800,2022-08-23 00:00:00,HAI/USDT,0.0192,0.01928,0.01884,0.01892,6227642.71927257,118639.3628851642187
1661126400,2022-08-22 00:00:00,HAI/USDT,0.01953,0.01962,0.01908,0.01921,6386934.21866978,123188.1103944910372
1661040000,2022-08-21 00:00:00,HAI/USDT,0.01939,0.01962,0.01916,0.01961,7273247.74310252,140444.1719577997732
1660953600,2022-08-20 00:00:00,HAI/USDT,0.0192,0.01951,0.01919,0.01939,6719610.21558823,129939.9516852035835
1660867200,2022-08-19 00:00:00,HAI/USDT,0.02001,0.02007,0.01887,0.0192,6657960.54641851,129352.6999563198738
1660780800,2022-08-18 00:00:00,HAI/USDT,0.0203,0.02053,0.01991,0.02001,5721862.65561556,115393.628564692975
1660694400,2022-08-17 00:00:00,HAI/USDT,0.02085,0.02103,0.02005,0.02031,5518066.50728834,113825.6192002516691
1660608000,2022-08-16 00:00:00,HAI/USDT,0.02052,0.0218,0.0204,0.02085,6734515.57016659,140118.4246770267493
1660521600,2022-08-15 00:00:00,HAI/USDT,0.02126,0.02149,0.01958,0.02051,6043925.33385796,125330.3347802791121
1660435200,2022-08-14 00:00:00,HAI/USDT,0.02156,0.02199,0.0212,0.02129,5779720.75656908,124781.5243388980188
1660348800,2022-08-13 00:00:00,HAI/USDT,0.02088,0.02231,0.02088,0.02156,5237247.07851023,113331.0910417964668
1660262400,2022-08-12 00:00:00,HAI/USDT,0.02025,0.021,0.01989,0.02088,6095160.85974989,123923.1222189293145
1660176000,2022-08-11 00:00:00,HAI/USDT,0.01996,0.02078,0.01987,0.02025,7109503.65668454,143227.9097061112713
1660089600,2022-08-10 00:00:00,HAI/USDT,0.0197,0.01997,0.01942,0.01996,7219455.83929198,142795.59254721495
1660003200,2022-08-09 00:00:00,HAI/USDT,0.01988,0.02004,0.01955,0.01969,6879065.77697035,136430.4382690211527
1659916800,2022-08-08 00:00:00,HAI/USDT,0.01919,0.02008,0.01917,0.01988,6534623.65968759,128705.0447770518395
1659830400,2022-08-07 00:00:00,HAI/USDT,0.01935,0.0195,0.01917,0.01919,3008670.64946105,58014.7590137638873
1659744000,2022-08-06 00:00:00,HAI/USDT,0.01959,0.01975,0.01935,0.01935,6188313.25506509,121005.6852739889903
1659657600,2022-08-05 00:00:00,HAI/USDT,0.01963,0.01977,0.01956,0.01958,5527051.15636062,108697.589382373253
1659571200,2022-08-04 00:00:00,HAI/USDT,0.02065,0.02086,0.01949,0.01963,5479802.70247499,108877.9174941422862
1659484800,2022-08-03 00:00:00,HAI/USDT,0.01999,0.02159,0.01997,0.0208,4782138.24582005,98017.1167932733163
1659398400,2022-08-02 00:00:00,HAI/USDT,0.01933,0.02018,0.01919,0.01999,6214841.63147497,121303.9029627843256
1659312000,2022-08-01 00:00:00,HAI/USDT,0.01927,0.01962,0.01901,0.01933,7299891.54590742,140968.7130627159921
1659225600,2022-07-31 00:00:00,HAI/USDT,0.01924,0.01939,0.01915,0.01927,5879704.52405041,113254.9771674852884
1659139200,2022-07-30 00:00:00,HAI/USDT,0.01926,0.0198,0.01917,0.01924,6736269.3317582,130969.346967207965
1659052800,2022-07-29 00:00:00,HAI/USDT,0.01915,0.01963,0.019,0.01926,7317526.29446535,140894.8011939588272
1658966400,2022-07-28 00:00:00,HAI/USDT,0.01928,0.01946,0.0188,0.01915,5542513.58719124,105903.2241483294426
1658880000,2022-07-27 00:00:00,HAI/USDT,0.0185,0.01936,0.01815,0.01928,6781259.38578799,126322.6222055064002
1658793600,2022-07-26 00:00:00,HAI/USDT,0.01868,0.0189,0.01805,0.0185,5663720.19957744,104755.2892729994509
1658707200,2022-07-25 00:00:00,HAI/USDT,0.01918,0.01955,0.01864,0.01869,6288417.81161162,119866.7174075708151
1658620800,2022-07-24 00:00:00,HAI/USDT,0.01948,0.01987,0.01897,0.01918,4393240.55344939,85241.7894086488099
1658534400,2022-07-23 00:00:00,HAI/USDT,0.02008,0.0202,0.0192,0.01948,4815057.76092507,94744.4102239998168
1658448000,2022-07-22 00:00:00,HAI/USDT,0.01929,0.0209,0.01905,0.02008,4776918.83472688,94518.9021420955333
1658361600,2022-07-21 00:00:00,HAI/USDT,0.01936,0.01963,0.01884,0.01929,5450429.83341197,105068.3608168770492
1658275200,2022-07-20 00:00:00,HAI/USDT,0.01996,0.02098,0.01903,0.01936,5286012.09456981,107378.781387294304
1658188800,2022-07-19 00:00:00,HAI/USDT,0.01986,0.0213,0.01968,0.01981,6651026.03177586,133446.6705670915177
1658102400,2022-07-18 00:00:00,HAI/USDT,0.01966,0.02032,0.01912,0.01986,5565323.87016224,110165.7885477092547
1658016000,2022-07-17 00:00:00,HAI/USDT,0.01922,0.0198,0.01888,0.01966,4412049.03615571,85833.455262753367
1657929600,2022-07-16 00:00:00,HAI/USDT,0.01889,0.02018,0.01862,0.01923,6896195.49916238,130550.7067113484724
1657843200,2022-07-15 00:00:00,HAI/USDT,0.01779,0.023,0.01769,0.01877,7787296.95615439,145190.1921303640724
1657756800,2022-07-14 00:00:00,HAI/USDT,0.01716,0.01793,0.01681,0.01779,5661584.74797383,98381.601709442476
1657670400,2022-07-13 00:00:00,HAI/USDT,0.01703,0.01763,0.01683,0.01718,7020145.81079295,120591.7317609795149
1657584000,2022-07-12 00:00:00,HAI/USDT,0.01806,0.01826,0.01602,0.01703,5705089.9201707,101192.1126065769893
1657497600,2022-07-11 00:00:00,HAI/USDT,0.01893,0.01915,0.01791,0.01806,5389933.46042712,100614.922186464882
1657411200,2022-07-10 00:00:00,HAI/USDT,0.0194,0.0196,0.01865,0.01893,4747360.86318654,90483.8015905699681
1657324800,2022-07-09 00:00:00,HAI/USDT,0.01852,0.02317,0.01814,0.0194,7555232.05058325,151180.2374179410316
1657238400,2022-07-08 00:00:00,HAI/USDT,0.01795,0.01943,0.01729,0.01852,7650952.11006659,138181.0358282057938
1657152000,2022-07-07 00:00:00,HAI/USDT,0.01683,0.01808,0.01635,0.01795,9013791.22659109,153344.2562908918619
1657065600,2022-07-06 00:00:00,HAI/USDT,0.01612,0.01731,0.01581,0.01683,7281047.19756796,118420.0677253126547
1656979200,2022-07-05 00:00:00,HAI/USDT,0.01655,0.017,0.0158,0.01612,7164827.82986599,116437.0361106156133
1656892800,2022-07-04 00:00:00,HAI/USDT,0.01651,0.01684,0.01586,0.01655,7894086.01621904,129308.8238225934219
1656806400,2022-07-03 00:00:00,HAI/USDT,0.01548,0.01716,0.01516,0.01651,8830308.61596965,140723.1536958338788
1656720000,2022-07-02 00:00:00,HAI/USDT,0.0149,0.01568,0.0145,0.01548,7633803.58615116,114181.966855228043
1656633600,2022-07-01 00:00:00,HAI/USDT,0.01443,0.01507,0.0139,0.0149,7177015.3068009,103960.6940476716939
1656547200,2022-06-30 00:00:00,HAI/USDT,0.01531,0.01542,0.01333,0.01443,4465418.17653294,63227.0008474474183
1656460800,2022-06-29 00:00:00,HAI/USDT,0.01511,0.01599,0.01423,0.01531,3255403.33787612,48400.6025516623376
1656374400,2022-06-28 00:00:00,HAI/USDT,0.01496,0.01841,0.01426,0.01511,8209195.30432749,133703.5905688336707
1656288000,2022-06-27 00:00:00,HAI/USDT,0.01477,0.01537,0.01381,0.01498,3933342.82875934,56949.5322550472187
1656201600,2022-06-26 00:00:00,HAI/USDT,0.0152,0.01521,0.01457,0.01477,2306048.47580092,34319.952632744205
1656115200,2022-06-25 00:00:00,HAI/USDT,0.01493,0.0223,0.0147,0.0152,8520099.91684916,144596.5097728971542
1656028800,2022-06-24 00:00:00,HAI/USDT,0.01401,0.01533,0.01363,0.01493,3083925.2030581,44458.5661046547704
1655942400,2022-06-23 00:00:00,HAI/USDT,0.01356,0.01465,0.01244,0.01401,4545772.63296803,60859.9746004018467
1655856000,2022-06-22 00:00:00,HAI/USDT,0.01341,0.01465,0.01311,0.01356,4085034.01753274,55146.469006542089
1655769600,2022-06-21 00:00:00,HAI/USDT,0.01303,0.01383,0.01261,0.01341,2602432.8151092,34707.765297417597
1655683200,2022-06-20 00:00:00,HAI/USDT,0.01368,0.01383,0.01252,0.01303,3825609.0648546,51295.1550160284433
1655596800,2022-06-19 00:00:00,HAI/USDT,0.01256,0.01466,0.01035,0.01373,10736789.36412881,129855.7291424541746
1655510400,2022-06-18 00:00:00,HAI/USDT,0.01326,0.01335,0.01171,0.01256,5387416.31729507,67191.6468133667582
1655424000,2022-06-17 00:00:00,HAI/USDT,0.01319,0.01347,0.01298,0.01326,2241977.90407172,29647.9849007896074
1655337600,2022-06-16 00:00:00,HAI/USDT,0.01451,0.01455,0.01297,0.01319,2446374.54643875,33630.5252395221183
1655251200,2022-06-15 00:00:00,HAI/USDT,0.01348,0.01517,0.01217,0.01454,6513169.9292219,86578.7987538765826
1655164800,2022-06-14 00:00:00,HAI/USDT,0.01247,0.01483,0.012,0.01348,11289706.54822054,147481.6695952843017
1655078400,2022-06-13 00:00:00,HAI/USDT,0.01782,0.01782,0.01247,0.01247,11216333.05429557,168035.9169730600067
1654992000,2022-06-12 00:00:00,HAI/USDT,0.01874,0.01938,0.01735,0.01782,5821409.91685918,105478.2112702339577
1654905600,2022-06-11 00:00:00,HAI/USDT,0.02028,0.02032,0.01875,0.01879,3407879.74481768,67098.3389992132031
1654819200,2022-06-10 00:00:00,HAI/USDT,0.02102,0.02114,0.02026,0.02027,2232985.16438817,46379.7992130378598
1654732800,2022-06-09 00:00:00,HAI/USDT,0.02068,0.02131,0.0205,0.02102,2007235.21620028,41707.8824162128456
1654646400,2022-06-08 00:00:00,HAI/USDT,0.02093,0.02107,0.02048,0.02073,2679888.11389956,55676.8673101451047
1654560000,2022-06-07 00:00:00,HAI/USDT,0.02146,0.02149,0.02088,0.02093,2301643.2351347,48453.3531886013491
1654473600,2022-06-06 00:00:00,HAI/USDT,0.02077,0.02408,0.02074,0.02146,3803683.5844055,84475.2588901351296
1654387200,2022-06-05 00:00:00,HAI/USDT,0.0215,0.02317,0.0205,0.02079,3805723.11169113,80612.9784434860614
1654300800,2022-06-04 00:00:00,HAI/USDT,0.02122,0.02273,0.02077,0.0215,4708115.4689753,101996.3341681828349
1654214400,2022-06-03 00:00:00,HAI/USDT,0.02068,0.025,0.02044,0.02122,7407821.08986481,161673.8868434687951
1654128000,2022-06-02 00:00:00,HAI/USDT,0.02035,0.02083,0.02033,0.02068,1735479.98878979,35742.1982889434749
1654041600,2022-06-01 00:00:00,HAI/USDT,0.02059,0.0217,0.02031,0.02036,4426133.47826578,91255.0096564126505
1653955200,2022-05-31 00:00:00,HAI/USDT,0.02066,0.02159,0.02001,0.02059,3401704.26980028,69946.2642543247306
1653868800,2022-05-30 00:00:00,HAI/USDT,0.02012,0.0217,0.0201,0.02066,3750105.31079559,78096.4982267418401
1653782400,2022-05-29 00:00:00,HAI/USDT,0.01996,0.02067,0.01983,0.02012,3890946.73741424,78755.6737977435577
1653696000,2022-05-28 00:00:00,HAI/USDT,0.01968,0.02044,0.01954,0.01999,3713215.01759757,74540.4105718649098
1653609600,2022-05-27 00:00:00,HAI/USDT,0.02165,0.02165,0.0195,0.01969,3733702.44231118,76581.5037555677277
1653523200,2022-05-26 00:00:00,HAI/USDT,0.02277,0.0235,0.02141,0.02163,3654025.13375467,81507.1407449084998
1653436800,2022-05-25 00:00:00,HAI/USDT,0.02316,0.024,0.02197,0.02276,3502226.32908282,80032.2920834995594
1653350400,2022-05-24 00:00:00,HAI/USDT,0.02315,0.02357,0.02267,0.02316,3852146.94738428,88763.8301140050268
1653264000,2022-05-23 00:00:00,HAI/USDT,0.02366,0.02456,0.023,0.02315,3736490.33942491,88808.0461676214404
1653177600,2022-05-22 00:00:00,HAI/USDT,0.02306,0.0249,0.02262,0.02366,4732260.21920556,110762.819799399917
1653091200,2022-05-21 00:00:00,HAI/USDT,0.0259,0.0259,0.02053,0.02306,11397898.56600068,263412.2840740674109
1653004800,2022-05-20 00:00:00,HAI/USDT,0.0219,0.02959,0.02139,0.0259,17177937.68591887,415909.8019148770704
1652918400,2022-05-19 00:00:00,HAI/USDT,0.02255,0.0226,0.02105,0.0219,5349348.73299189,117787.0185717575002
1652832000,2022-05-18 00:00:00,HAI/USDT,0.02405,0.02419,0.0224,0.02255,3541764.94896501,82131.996655421029
1652745600,2022-05-17 00:00:00,HAI/USDT,0.02382,0.02429,0.02295,0.02411,3897594.12395785,91548.7247577818585
1652659200,2022-05-16 00:00:00,HAI/USDT,0.02554,0.02562,0.02352,0.02382,3413081.30772963,84321.330067924088
1652572800,2022-05-15 00:00:00,HAI/USDT,0.02458,0.0256,0.0237,0.02556,3781487.56112534,92199.7390270791023
1652486400,2022-05-14 00:00:00,HAI/USDT,0.02375,0.02476,0.02184,0.02458,3513994.16345286,82023.9319080201712
1652400000,2022-05-13 00:00:00,HAI/USDT,0.02152,0.02537,0.02082,0.02383,8301515.35776828,194578.4219334169192
1652313600,2022-05-12 00:00:00,HAI/USDT,0.02417,0.02483,0.02086,0.02152,6949016.0602768,154633.7155180664959
1652227200,2022-05-11 00:00:00,HAI/USDT,0.03149,0.03156,0.0228,0.02417,8379942.2565665,223618.0950479919455
1652140800,2022-05-10 00:00:00,HAI/USDT,0.03026,0.03412,0.03,0.03152,5807823.87629602,183669.0557419414349
1652054400,2022-05-09 00:00:00,HAI/USDT,0.03327,0.03333,0.03026,0.03028,4405265.04626218,141490.2860949490081
1651968000,2022-05-08 00:00:00,HAI/USDT,0.03436,0.0368,0.033,0.03329,4009078.45911955,137240.6285853971544
1651881600,2022-05-07 00:00:00,HAI/USDT,0.03476,0.03488,0.03341,0.03442,4024736.19358742,137537.6644001316762
1651795200,2022-05-06 00:00:00,HAI/USDT,0.03703,0.03712,0.03403,0.0347,3633105.44559868,129973.8509433166436
1651708800,2022-05-05 00:00:00,HAI/USDT,0.04161,0.04181,0.03635,0.03696,3326249.5492906,131886.9161256734281
1651622400,2022-05-04 00:00:00,HAI/USDT,0.03878,0.042,0.0371,0.04161,4763707.87469037,188413.7358896256298
1651536000,2022-05-03 00:00:00,HAI/USDT,0.03939,0.03981,0.03874,0.03879,2944197.86057177,115409.8405809649431
1651449600,2022-05-02 00:00:00,HAI/USDT,0.04016,0.04059,0.03833,0.03939,3324779.11725355,131325.7880941269637
1651363200,2022-05-01 00:00:00,HAI/USDT,0.03914,0.04208,0.03827,0.04001,4322681.05751211,174897.925578395127
1651276800,2022-04-30 00:00:00,HAI/USDT,0.0438,0.04409,0.03844,0.03914,3883822.92464228,166504.7385696653666
1651190400,2022-04-29 00:00:00,HAI/USDT,0.04735,0.0477,0.04342,0.04377,3500373.92531481,161639.0970605191497
1651104000,2022-04-28 00:00:00,HAI/USDT,0.04471,0.04737,0.04441,0.04735,3669041.17019639,168747.7877466307796
1651017600,2022-04-27 00:00:00,HAI/USDT,0.04602,0.04658,0.04461,0.04461,2361133.75226372,107779.4548189046823
1650931200,2022-04-26 00:00:00,HAI/USDT,0.05125,0.0513,0.0455,0.04602,4154001.76657465,200700.3458965014521
1650844800,2022-04-25 00:00:00,HAI/USDT,0.05005,0.0514,0.04759,0.05125,2856833.48730722,141399.265427009338
1650758400,2022-04-24 00:00:00,HAI/USDT,0.05151,0.05171,0.05003,0.05005,2908932.69253956,147765.1720282074253
1650672000,2022-04-23 00:00:00,HAI/USDT,0.05392,0.05438,0.0515,0.05151,2922474.55044501,156327.9930304508967
1650585600,2022-04-22 00:00:00,HAI/USDT,0.0532,0.05433,0.0529,0.05401,2644453.51634994,142227.0369939702674
1650499200,2022-04-21 00:00:00,HAI/USDT,0.05346,0.05599,0.05281,0.05322,3641165.97890637,199594.0942123877673
1650412800,2022-04-20 00:00:00,HAI/USDT,0.05308,0.05402,0.05232,0.05346,3817563.83010538,202290.7263309986535
1650326400,2022-04-19 00:00:00,HAI/USDT,0.0533,0.0558,0.05297,0.05308,3573639.36651028,193096.2939240235778
1650240000,2022-04-18 00:00:00,HAI/USDT,0.05306,0.05375,0.05037,0.0533,3688329.14219194,192735.754220103744
1650153600,2022-04-17 00:00:00,HAI/USDT,0.05498,0.05531,0.05299,0.05306,2854509.62401351,155566.2684200394512
1650067200,2022-04-16 00:00:00,HAI/USDT,0.05461,0.05499,0.05342,0.05498,2489886.9718409,134571.1447163012329
1649980800,2022-04-15 00:00:00,HAI/USDT,0.05319,0.0559,0.05318,0.05461,2594861.24304487,141722.2632521437875
1649894400,2022-04-14 00:00:00,HAI/USDT,0.05498,0.0558,0.0526,0.05319,2663162.0384378,145283.4860236072684
1649808000,2022-04-13 00:00:00,HAI/USDT,0.05409,0.0551,0.05396,0.05495,2098250.26858727,114711.6228796683134
1649721600,2022-04-12 00:00:00,HAI/USDT,0.05163,0.05706,0.05163,0.0541,3754982.76169638,202264.2824221119374
1649635200,2022-04-11 00:00:00,HAI/USDT,0.05358,0.05414,0.05,0.05171,3202035.40215071,166837.9139196238799
1649548800,2022-04-10 00:00:00,HAI/USDT,0.05527,0.05571,0.05349,0.05358,2842127.16884781,155831.4030607669046
1649462400,2022-04-09 00:00:00,HAI/USDT,0.05773,0.05789,0.0552,0.05527,3347225.61651167,189007.8230323137776
1649376000,2022-04-08 00:00:00,HAI/USDT,0.06189,0.06361,0.0578,0.0578,3082324.05584132,188976.7236359704392
1649289600,2022-04-07 00:00:00,HAI/USDT,0.06003,0.06205,0.05766,0.06189,4007097.41897021,238590.6440422357533
1649203200,2022-04-06 00:00:00,HAI/USDT,0.06723,0.06733,0.06,0.06003,4063390.85322551,261256.6756269652063
1649116800,2022-04-05 00:00:00,HAI/USDT,0.06857,0.07169,0.06704,0.06723,3019896.86626292,207455.1449086303941
1649030400,2022-04-04 00:00:00,HAI/USDT,0.06695,0.06913,0.0649,0.06892,3485031.38049863,230921.2805788799027
1648944000,2022-04-03 00:00:00,HAI/USDT,0.06674,0.06952,0.065,0.06695,3307900.54290133,219501.8838189105843
1648857600,2022-04-02 00:00:00,HAI/USDT,0.0684,0.07075,0.06598,0.06655,3637115.67678758,246298.4020842073674
1648771200,2022-04-01 00:00:00,HAI/USDT,0.06432,0.075,0.06402,0.06839,7252908.17182346,495384.7435591537804
1648684800,2022-03-31 00:00:00,HAI/USDT,0.07439,0.07755,0.06402,0.06432,6598937.83335362,469357.8552177942138
1648598400,2022-03-30 00:00:00,HAI/USDT,0.07428,0.08012,0.06865,0.07439,8692295.03184696,650702.1543313623191
1648512000,2022-03-29 00:00:00,HAI/USDT,0.07252,0.07801,0.0677,0.07417,8604268.37775041,618358.5121082441975
1648425600,2022-03-28 00:00:00,HAI/USDT,0.0711,0.07351,0.06613,0.07252,7943851.43806335,557319.0289377124206
1648339200,2022-03-27 00:00:00,HAI/USDT,0.06363,0.07184,0.06211,0.0711,6455977.2298955,437060.5972978534909
1648252800,2022-03-26 00:00:00,HAI/USDT,0.06478,0.0675,0.06298,0.06363,5350120.65512293,347583.2001288971535
1648166400,2022-03-25 00:00:00,HAI/USDT,0.06074,0.06805,0.05883,0.06478,10326392.1315746,641873.8166669403916
1648080000,2022-03-24 00:00:00,HAI/USDT,0.0555,0.06186,0.05516,0.06081,7505611.84374619,441454.4780565597287
1647993600,2022-03-23 00:00:00,HAI/USDT,0.05424,0.05649,0.05231,0.0555,4823125.27550285,262307.6908781432471
1647907200,2022-03-22 00:00:00,HAI/USDT,0.05413,0.0576,0.0532,0.05423,6746751.50773564,371754.7505024815802
1647820800,2022-03-21 00:00:00,HAI/USDT,0.0519,0.05773,0.05022,0.05413,6785016.5259929,364000.1174439729632
1647734400,2022-03-20 00:00:00,HAI/USDT,0.05258,0.05705,0.0502,0.0519,3715830.23223492,192242.9881733907087
1647648000,2022-03-19 00:00:00,HAI/USDT,0.05168,0.05722,0.05,0.05258,4153735.74571222,215373.8598732956654
1647561600,2022-03-18 00:00:00,HAI/USDT,0.05157,0.05374,0.0489,0.05171,5251649.34164154,267185.9876754536269
1647475200,2022-03-17 00:00:00,HAI/USDT,0.05061,0.05258,0.04856,0.05165,4568562.99914167,229316.2169960234566
1647388800,2022-03-16 00:00:00,HAI/USDT,0.04744,0.0523,0.04622,0.05061,5378262.49185075,261861.9733706435964
1647302400,2022-03-15 00:00:00,HAI/USDT,0.04737,0.05005,0.0456,0.04748,5715288.89848621,269098.7361737492497
1647216000,2022-03-14 00:00:00,HAI/USDT,0.04534,0.051,0.04532,0.04737,6606207.17093648,313874.369735456505
1647129600,2022-03-13 00:00:00,HAI/USDT,0.04968,0.05099,0.045,0.04549,5250786.48938563,256261.0852241648492
1647043200,2022-03-12 00:00:00,HAI/USDT,0.05223,0.05445,0.04905,0.04978,8938435.62057859,458997.1866126486209
1646956800,2022-03-11 00:00:00,HAI/USDT,0.04963,0.05645,0.04945,0.0524,12371687.8766402,640767.1199229547862
1646870400,2022-03-10 00:00:00,HAI/USDT,0.05304,0.05389,0.04947,0.04963,6839601.54190525,347095.0934540135736
1646784000,2022-03-09 00:00:00,HAI/USDT,0.04907,0.05538,0.04907,0.05303,7199704.72460605,377775.2436886085761
1646697600,2022-03-08 00:00:00,HAI/USDT,0.04951,0.05168,0.045,0.04912,10278130.67556766,502314.0149622982446
1646611200,2022-03-07 00:00:00,HAI/USDT,0.05267,0.05433,0.04753,0.04962,15038275.10796017,765502.6250788419619
1646524800,2022-03-06 00:00:00,HAI/USDT,0.06856,0.06883,0.0489,0.05275,27326525.65527882,1473847.3234683488186
1646438400,2022-03-05 00:00:00,HAI/USDT,0.06697,0.07011,0.0666,0.06859,1969357.48043541,133275.7825828199556
1646352000,2022-03-04 00:00:00,HAI/USDT,0.0685,0.06983,0.06557,0.06697,2684374.34992876,183900.8505518619028
1646265600,2022-03-03 00:00:00,HAI/USDT,0.0785,0.08099,0.06418,0.06868,4162637.98998247,309744.4367817332876
1646179200,2022-03-02 00:00:00,HAI/USDT,0.07115,0.08124,0.07102,0.0785,6602434.51247762,494154.6681007623181
1646092800,2022-03-01 00:00:00,HAI/USDT,0.07193,0.082,0.071,0.07115,6820385.86662709,497714.2160754356024
1646006400,2022-02-28 00:00:00,HAI/USDT,0.06924,0.07243,0.06795,0.07193,4459208.91893652,313883.5488359081766
1645920000,2022-02-27 00:00:00,HAI/USDT,0.07343,0.0735,0.06774,0.06924,1748410.26917803,123563.247673355292
1645833600,2022-02-26 00:00:00,HAI/USDT,0.071,0.07841,0.07039,0.07343,3068685.44676012,225643.8380405489538
1645747200,2022-02-25 00:00:00,HAI/USDT,0.06579,0.07407,0.06577,0.07105,5234520.97871981,360931.3742594507701
1645660800,2022-02-24 00:00:00,HAI/USDT,0.07751,0.07786,0.06118,0.06579,3021252.30596837,196877.3372817077899
1645574400,2022-02-23 00:00:00,HAI/USDT,0.07662,0.0847,0.0746,0.07749,1668117.65200462,131733.7004016070711
1645488000,2022-02-22 00:00:00,HAI/USDT,0.07194,0.07772,0.06917,0.07664,1436736.4997867,105210.1950555137227
1645401600,2022-02-21 00:00:00,HAI/USDT,0.07773,0.07859,0.06577,0.07194,5593405.11469617,423412.3677924335277
1645315200,2022-02-20 00:00:00,HAI/USDT,0.08388,0.08414,0.07571,0.07773,4337896.81598068,342316.8609200660184
1645228800,2022-02-19 00:00:00,HAI/USDT,0.08465,0.088,0.08261,0.08388,3819302.25677348,321738.7393415408028
1645142400,2022-02-18 00:00:00,HAI/USDT,0.09043,0.09236,0.0845,0.08465,6776116.48020043,603284.3389954490653
1645056000,2022-02-17 00:00:00,HAI/USDT,0.09477,0.0984,0.08708,0.09043,10818718.54230231,1011740.382208758133
1644969600,2022-02-16 00:00:00,HAI/USDT,0.09215,0.09969,0.08921,0.09477,5591972.40426912,521482.5721335088429
1644883200,2022-02-15 00:00:00,HAI/USDT,0.08718,0.09407,0.08701,0.09215,1627841.74318193,147102.4555447835055
1644796800,2022-02-14 00:00:00,HAI/USDT,0.08353,0.0899,0.0833,0.08719,6031903.62000542,518192.3886775367574
1644710400,2022-02-13 00:00:00,HAI/USDT,0.08389,0.09099,0.08333,0.08353,8785658.57417902,756294.6312543388671
1644624000,2022-02-12 00:00:00,HAI/USDT,0.086,0.08659,0.08303,0.08389,1108952.85391872,94222.4852294946277
1644537600,2022-02-11 00:00:00,HAI/USDT,0.0954,0.09556,0.08502,0.086,5056364.7541158,470890.6658741134741
1644451200,2022-02-10 00:00:00,HAI/USDT,0.10007,0.10299,0.09515,0.0954,11873535.47287431,1204643.1410020184222
1644364800,2022-02-09 00:00:00,HAI/USDT,0.09703,0.10661,0.09574,0.10007,9906800.08792758,1000805.1759449956497
