https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GHST,Volume USDT
1658448000,2022-07-22 00:00:00,GHST/USDT,1.3323,1.3522,1.3119,1.3236,4642.2088,6164.45023162
1658361600,2022-07-21 00:00:00,GHST/USDT,1.3256,1.3532,1.29,1.3306,9302.3569,12228.64524456
1658275200,2022-07-20 00:00:00,GHST/USDT,1.3304,1.35,1.3031,1.3227,10193.8662,13567.16684813
1658188800,2022-07-19 00:00:00,GHST/USDT,1.3571,1.4599,1.3207,1.3303,10038.5606251,13545.52308005387
1658102400,2022-07-18 00:00:00,GHST/USDT,1.3207,1.37,1.3144,1.3454,20860.71396044,27991.603282606986
1658016000,2022-07-17 00:00:00,GHST/USDT,1.3238,1.3349,1.3078,1.3213,16298.28436072,21605.022307559484
1657929600,2022-07-16 00:00:00,GHST/USDT,1.3031,1.3351,1.2978,1.3286,3062.79803926,4036.588367317369
1657843200,2022-07-15 00:00:00,GHST/USDT,1.3333,1.3418,1.1961,1.3031,16284.08087332,21157.28603745312
1657756800,2022-07-14 00:00:00,GHST/USDT,1.3127,1.4,1.2931,1.3333,22004.34270956,29625.339446016803
1657670400,2022-07-13 00:00:00,GHST/USDT,1.3124,1.3419,1.2681,1.3104,6517.94877155,8529.002810372819
1657584000,2022-07-12 00:00:00,GHST/USDT,1.3061,1.3463,1.2887,1.306,14427.28661031,19006.526790197576
1657497600,2022-07-11 00:00:00,GHST/USDT,1.3097,1.3272,1.2912,1.3015,5441.61639893,7141.204272648185
1657411200,2022-07-10 00:00:00,GHST/USDT,1.3011,1.3464,1.296,1.3166,11202.95107019,14731.098031125105
1657324800,2022-07-09 00:00:00,GHST/USDT,1.3071,1.3497,1.2954,1.305,6681.47129841,8796.512321786573
1657238400,2022-07-08 00:00:00,GHST/USDT,1.3077,1.3198,1.2989,1.3097,2838.58634967,3726.836564230455
1657152000,2022-07-07 00:00:00,GHST/USDT,1.3144,1.3197,1.2713,1.3123,6305.45051626,8191.676706699497
1657065600,2022-07-06 00:00:00,GHST/USDT,1.3097,1.3198,1.2909,1.3197,3522.4376363,4604.775422223012
1656979200,2022-07-05 00:00:00,GHST/USDT,1.3048,1.3196,1.2928,1.3018,2402.80575876,3140.485412731684
1656892800,2022-07-04 00:00:00,GHST/USDT,1.2986,1.3094,1.2827,1.3076,2692.53229679,3493.487305386603
1656806400,2022-07-03 00:00:00,GHST/USDT,1.2958,1.3072,1.2679,1.2968,5233.30412659,6760.145408129094
1656720000,2022-07-02 00:00:00,GHST/USDT,1.2896,1.3073,1.2718,1.2905,7125.76408322,9238.279452036846
1656633600,2022-07-01 00:00:00,GHST/USDT,1.3272,1.34,1.2357,1.2929,22708.44669696,29489.438887165721
1656547200,2022-06-30 00:00:00,GHST/USDT,1.3,1.35,1.2814,1.3326,12796.94263439,16794.232460997567
1656460800,2022-06-29 00:00:00,GHST/USDT,1.2906,1.3155,1.2906,1.3001,2522.32798373,3286.615436001766
1656374400,2022-06-28 00:00:00,GHST/USDT,1.2972,1.3193,1.2873,1.2908,7995.22426016,10382.900008467719
1656288000,2022-06-27 00:00:00,GHST/USDT,1.3055,1.3888,1.2972,1.2991,9628.69353992,12668.219624246668
1656201600,2022-06-26 00:00:00,GHST/USDT,1.3275,1.3457,1.3048,1.3055,6883.89693067,9063.346920921009
1656115200,2022-06-25 00:00:00,GHST/USDT,1.3283,1.3518,1.311,1.3272,8340.82642066,11050.600534566583
1656028800,2022-06-24 00:00:00,GHST/USDT,1.3327,1.3542,1.3067,1.33,10378.7482218,13758.298794964701
1655942400,2022-06-23 00:00:00,GHST/USDT,1.3008,1.3375,1.2991,1.3322,7016.19602223,9244.378999120634
1655856000,2022-06-22 00:00:00,GHST/USDT,1.3048,1.3233,1.2769,1.3047,7807.2571945,10184.315963494202
1655769600,2022-06-21 00:00:00,GHST/USDT,1.3115,1.3273,1.3009,1.3061,7707.55037721,10114.974244267282
1655683200,2022-06-20 00:00:00,GHST/USDT,1.3233,1.3472,1.2701,1.3174,19992.57083059,26152.035573474388
1655596800,2022-06-19 00:00:00,GHST/USDT,1.336,1.3565,1.3037,1.3283,12436.94409918,16463.512422980177
1655510400,2022-06-18 00:00:00,GHST/USDT,1.3188,1.3483,1.2988,1.3284,10311.45118516,13616.720525659548
1655424000,2022-06-17 00:00:00,GHST/USDT,1.33,1.3554,1.3081,1.3215,11996.66766072,15991.369886386036
1655337600,2022-06-16 00:00:00,GHST/USDT,1.3714,1.3728,1.3227,1.3342,10303.04856423,13850.143027801492
1655251200,2022-06-15 00:00:00,GHST/USDT,1.3726,1.379,1.3319,1.3673,20168.16701281,27337.638513201093
1655164800,2022-06-14 00:00:00,GHST/USDT,1.3641,1.3869,1.3282,1.3757,19262.19802459,26182.996445617574
1655078400,2022-06-13 00:00:00,GHST/USDT,1.4034,1.4183,1.3582,1.3635,13141.32085502,18187.85485984753
1654992000,2022-06-12 00:00:00,GHST/USDT,1.423,1.4463,1.3929,1.4033,7836.60706176,11122.278416736422
1654905600,2022-06-11 00:00:00,GHST/USDT,1.4555,1.468,1.378,1.4168,17241.51605305,24802.792709024611
1654819200,2022-06-10 00:00:00,GHST/USDT,1.4637,1.4744,1.4443,1.454,11550.16028618,16923.992914544823
1654732800,2022-06-09 00:00:00,GHST/USDT,1.4745,1.4991,1.4637,1.4637,5101.47544746,7534.550784317105
1654646400,2022-06-08 00:00:00,GHST/USDT,1.4877,1.531,1.4628,1.4684,13891.33315399,20596.472349696735
1654560000,2022-06-07 00:00:00,GHST/USDT,1.4873,1.5083,1.4501,1.4877,7546.4354752,11147.791721875179
1654473600,2022-06-06 00:00:00,GHST/USDT,1.4857,1.5159,1.4798,1.4961,9686.86322392,14524.206249311301
1654387200,2022-06-05 00:00:00,GHST/USDT,1.4899,1.5,1.465,1.4798,4577.44445976,6828.936575493754
1654300800,2022-06-04 00:00:00,GHST/USDT,1.489,1.4962,1.47,1.4891,5663.98888264,8366.687242154054
1654214400,2022-06-03 00:00:00,GHST/USDT,1.4988,1.4991,1.4781,1.4818,3042.99851537,4548.444511352711
1654128000,2022-06-02 00:00:00,GHST/USDT,1.4765,1.5537,1.4663,1.4988,7461.69794385,11200.412727132774
1654041600,2022-06-01 00:00:00,GHST/USDT,1.5125,1.5379,1.4621,1.4765,10844.18977418,16151.115962820869
1653955200,2022-05-31 00:00:00,GHST/USDT,1.5175,1.5434,1.4956,1.5121,6996.25661904,10587.227474324518
1653868800,2022-05-30 00:00:00,GHST/USDT,1.4995,1.5499,1.4596,1.5155,31074.68393085,46704.121506286291
1653782400,2022-05-29 00:00:00,GHST/USDT,1.4795,1.5109,1.4644,1.5043,5145.71096606,7639.081004316158
1653696000,2022-05-28 00:00:00,GHST/USDT,1.4979,1.5141,1.468,1.4799,10114.69114681,15045.832671079997
1653609600,2022-05-27 00:00:00,GHST/USDT,1.5228,1.5588,1.4725,1.4979,14938.59713941,22589.366423196692
1653523200,2022-05-26 00:00:00,GHST/USDT,1.5455,1.5659,1.5227,1.5228,8924.25956967,13738.184880058176
1653436800,2022-05-25 00:00:00,GHST/USDT,1.5582,1.5586,1.5293,1.5477,2672.4320126,4128.97037704052
1653350400,2022-05-24 00:00:00,GHST/USDT,1.5312,1.5707,1.5182,1.5523,8194.66014794,12659.802455898824
1653264000,2022-05-23 00:00:00,GHST/USDT,1.555,1.5675,1.5154,1.5271,6496.84308729,9990.63284450074
1653177600,2022-05-22 00:00:00,GHST/USDT,1.5592,1.64,1.5401,1.5623,12492.21320029,19493.79285492973
1653091200,2022-05-21 00:00:00,GHST/USDT,1.5576,1.5835,1.5465,1.5594,7023.66713626,10971.867435906628
1653004800,2022-05-20 00:00:00,GHST/USDT,1.5995,1.6222,1.5462,1.5544,10826.167492,17127.589556022166
1652918400,2022-05-19 00:00:00,GHST/USDT,1.5481,1.62,1.5461,1.5927,11658.56879235,18456.618186516131
1652832000,2022-05-18 00:00:00,GHST/USDT,1.5829,1.593,1.5478,1.5481,4663.69756682,7292.556938253334
1652745600,2022-05-17 00:00:00,GHST/USDT,1.5718,1.6096,1.5549,1.5829,6084.30514818,9621.778073153062
1652659200,2022-05-16 00:00:00,GHST/USDT,1.5938,1.5949,1.5318,1.5718,5064.44986115,7914.604271297346
1652572800,2022-05-15 00:00:00,GHST/USDT,1.6111,1.6556,1.5523,1.5949,9120.57254813,14483.529949217122
1652486400,2022-05-14 00:00:00,GHST/USDT,1.5868,1.6457,1.5488,1.6111,18159.09933393,28972.976871202668
1652400000,2022-05-13 00:00:00,GHST/USDT,1.5907,1.6444,1.5377,1.5868,18162.20805678,29098.625176617791
1652313600,2022-05-12 00:00:00,GHST/USDT,1.6763,1.7067,1.4772,1.5909,82731.12669194,133148.733502965513
1652227200,2022-05-11 00:00:00,GHST/USDT,1.7271,1.7654,1.6076,1.6801,45866.96302817,77543.271435388776
1652140800,2022-05-10 00:00:00,GHST/USDT,1.7299,1.7999,1.6866,1.7272,24987.10290263,43775.219480280716
1652054400,2022-05-09 00:00:00,GHST/USDT,1.7941,1.8227,1.682,1.7298,42348.83973686,74552.079753335582
1651968000,2022-05-08 00:00:00,GHST/USDT,1.8119,1.8184,1.775,1.7997,9217.68012361,16545.409278448992
1651881600,2022-05-07 00:00:00,GHST/USDT,1.8067,1.8473,1.7882,1.8168,11726.02696939,21205.949477168204
1651795200,2022-05-06 00:00:00,GHST/USDT,1.8141,1.8516,1.7644,1.8111,9411.48701269,17038.97410861422
1651708800,2022-05-05 00:00:00,GHST/USDT,1.8683,1.8743,1.7777,1.8141,10942.4779593,20007.873828908547
1651622400,2022-05-04 00:00:00,GHST/USDT,1.8146,1.88,1.8143,1.8694,8573.2518052,15842.966746016474
1651536000,2022-05-03 00:00:00,GHST/USDT,1.8408,1.8426,1.7818,1.8159,8928.25098168,16260.483511014698
1651449600,2022-05-02 00:00:00,GHST/USDT,1.8483,1.8709,1.8219,1.8408,10734.96053315,19822.962987597589
1651363200,2022-05-01 00:00:00,GHST/USDT,1.8286,1.867,1.8285,1.8483,12564.93139327,23203.069203217973
1651276800,2022-04-30 00:00:00,GHST/USDT,1.8706,1.95,1.7793,1.8286,29788.48302321,54997.443065555732
1651190400,2022-04-29 00:00:00,GHST/USDT,1.8608,1.8767,1.81,1.8706,21663.68442095,40001.691198687108
1651104000,2022-04-28 00:00:00,GHST/USDT,1.8709,1.9054,1.8516,1.8608,11245.49998048,21127.637500528052
1651017600,2022-04-27 00:00:00,GHST/USDT,1.8422,1.877,1.8422,1.8713,14946.84537251,27802.332074684521
1650931200,2022-04-26 00:00:00,GHST/USDT,1.8892,1.8942,1.8191,1.8426,16401.18061578,30508.110124526887
1650844800,2022-04-25 00:00:00,GHST/USDT,1.864,1.9149,1.8159,1.8912,40956.65471761,76521.496023073801
1650758400,2022-04-24 00:00:00,GHST/USDT,1.8752,1.9109,1.749,1.8716,26547.35478528,49553.85157590081
1650672000,2022-04-23 00:00:00,GHST/USDT,1.8776,1.8955,1.8587,1.8752,6338.99069665,11908.877357718602
1650585600,2022-04-22 00:00:00,GHST/USDT,1.8955,1.9061,1.8716,1.8846,14840.3182142,28070.781655140293
1650499200,2022-04-21 00:00:00,GHST/USDT,1.9011,1.9329,1.8724,1.9042,22843.13647331,43647.369102670328
1650412800,2022-04-20 00:00:00,GHST/USDT,1.9138,1.9285,1.8304,1.91,31439.89686687,59324.214431698463
1650326400,2022-04-19 00:00:00,GHST/USDT,1.9235,1.9363,1.8765,1.9138,17167.92661155,32802.032260654782
1650240000,2022-04-18 00:00:00,GHST/USDT,1.9011,1.9398,1.8523,1.9235,21311.92601483,40523.084791845331
1650153600,2022-04-17 00:00:00,GHST/USDT,1.9221,1.9228,1.8301,1.9011,23513.85389426,44614.178611177402
1650067200,2022-04-16 00:00:00,GHST/USDT,1.9231,1.941,1.9048,1.9181,7119.84441515,13690.294343965251
1649980800,2022-04-15 00:00:00,GHST/USDT,1.9169,1.9371,1.8846,1.9285,11956.99582907,22869.430075366911
1649894400,2022-04-14 00:00:00,GHST/USDT,1.9366,1.954,1.8981,1.9224,13756.20164957,26547.786242829446
1649808000,2022-04-13 00:00:00,GHST/USDT,1.9398,1.967,1.9213,1.9366,7134.01838456,13845.684208437726
1649721600,2022-04-12 00:00:00,GHST/USDT,1.9316,1.959,1.7378,1.9427,112378.1572925,217214.423291704699
1649635200,2022-04-11 00:00:00,GHST/USDT,1.976,1.9805,1.901,1.9316,49786.48720058,96789.02621853846
1649548800,2022-04-10 00:00:00,GHST/USDT,2.0093,2.0129,1.9692,1.9704,18153.06914836,36127.476092747713
1649462400,2022-04-09 00:00:00,GHST/USDT,2.0202,2.0243,2,2.0096,26673.53371332,53762.207343722052
1649376000,2022-04-08 00:00:00,GHST/USDT,2.0089,2.1264,2.0002,2.0202,72713.0561948,147647.829762792655
1649289600,2022-04-07 00:00:00,GHST/USDT,2.0134,2.0347,1.9595,2.0099,50019.488357,100540.664169746005
1649203200,2022-04-06 00:00:00,GHST/USDT,2.06,2.2656,1.993,2.0134,104670.67860034,215830.297903311123
1649116800,2022-04-05 00:00:00,GHST/USDT,2.1027,2.1264,2.06,2.0665,35515.2503964,74182.795494986551
1649030400,2022-04-04 00:00:00,GHST/USDT,2.0837,2.1368,2.0638,2.1097,64987.59009605,136261.908795244902
1648944000,2022-04-03 00:00:00,GHST/USDT,2.0763,2.1261,2.06,2.0837,47067.28353186,98147.660197632267
1648857600,2022-04-02 00:00:00,GHST/USDT,2.0959,2.1313,2.062,2.0763,66392.33641006,139089.19558692916
1648771200,2022-04-01 00:00:00,GHST/USDT,2.0819,2.15,2.0143,2.0959,116014.28672355,242681.407360692736
1648684800,2022-03-31 00:00:00,GHST/USDT,2.0966,2.1799,2.0465,2.0788,91864.44385108,192687.753038768118
1648598400,2022-03-30 00:00:00,GHST/USDT,2.0425,2.1679,2.0295,2.0974,55682.19783593,116021.022564542624
1648512000,2022-03-29 00:00:00,GHST/USDT,2.0179,2.0877,1.9624,2.0422,68771.92331153,140171.345519303708
1648425600,2022-03-28 00:00:00,GHST/USDT,2.0425,2.1636,1.9994,2.0179,109389.07735982,224945.320550230874
1648339200,2022-03-27 00:00:00,GHST/USDT,2.0459,2.055,2.0205,2.0425,14547.52679558,29677.782321734246
1648252800,2022-03-26 00:00:00,GHST/USDT,2.0179,2.055,2.015,2.04,23984.77246729,48803.295415073202
1648166400,2022-03-25 00:00:00,GHST/USDT,2.0228,2.0593,2.0098,2.0157,34277.99716061,69419.27986475013
1648080000,2022-03-24 00:00:00,GHST/USDT,2.0243,2.0916,1.99,2.0228,57170.032432,115591.882422734207
1647993600,2022-03-23 00:00:00,GHST/USDT,2.0099,2.0243,1.986,2.024,12455.48979208,25006.204773601509
1647907200,2022-03-22 00:00:00,GHST/USDT,1.96,2.0256,1.96,2.0099,12974.63347801,26014.538668126726
1647820800,2022-03-21 00:00:00,GHST/USDT,1.96,2.0285,1.9373,1.96,17775.88340506,35079.100315231266
1647734400,2022-03-20 00:00:00,GHST/USDT,1.9712,1.9841,1.9568,1.9653,7549.50046409,14842.260297537035
1647648000,2022-03-19 00:00:00,GHST/USDT,1.9486,1.988,1.94,1.98,11335.31285043,22317.070113760748
1647561600,2022-03-18 00:00:00,GHST/USDT,1.9352,1.9638,1.9123,1.9492,7407.99692817,14301.693164999962
1647475200,2022-03-17 00:00:00,GHST/USDT,1.9423,1.95,1.9292,1.9353,6097.72557801,11834.494807745435
1647388800,2022-03-16 00:00:00,GHST/USDT,1.9203,1.9487,1.8967,1.9428,9941.14806335,19113.538481902656
1647302400,2022-03-15 00:00:00,GHST/USDT,1.9299,1.9559,1.8994,1.9196,10750.65053209,20664.954376085761
1647216000,2022-03-14 00:00:00,GHST/USDT,1.9046,1.95,1.9045,1.9299,29092.35921545,56200.53376603897
1647129600,2022-03-13 00:00:00,GHST/USDT,1.9112,1.9251,1.8969,1.9045,6997.962468,13375.603425811454
1647043200,2022-03-12 00:00:00,GHST/USDT,1.9104,1.9188,1.901,1.9084,4803.33050034,9175.371324655633
1646956800,2022-03-11 00:00:00,GHST/USDT,1.9237,1.9463,1.9,1.9104,16336.24075266,31368.290654610035
1646870400,2022-03-10 00:00:00,GHST/USDT,1.9468,1.9505,1.9121,1.9244,15806.86062878,30410.403192832161
1646784000,2022-03-09 00:00:00,GHST/USDT,1.9159,1.9864,1.9119,1.9468,27027.90166079,52596.524982607214
1646697600,2022-03-08 00:00:00,GHST/USDT,1.8992,1.9347,1.8975,1.915,16896.41575168,32331.34857848005
1646611200,2022-03-07 00:00:00,GHST/USDT,1.9173,1.9309,1.8831,1.9021,20401.28054816,38829.670812653953
1646524800,2022-03-06 00:00:00,GHST/USDT,1.9269,1.9319,1.9085,1.9133,7531.53605381,14473.79534129022
1646438400,2022-03-05 00:00:00,GHST/USDT,1.9272,1.9499,1.9145,1.9311,14108.90687813,27176.890512385205
1646352000,2022-03-04 00:00:00,GHST/USDT,1.9368,1.9448,1.9104,1.9295,9738.50973073,18771.614688216065
1646265600,2022-03-03 00:00:00,GHST/USDT,1.9574,1.9615,1.9087,1.9406,16928.29475938,32822.181690225969
1646179200,2022-03-02 00:00:00,GHST/USDT,1.9778,1.9942,1.9404,1.9574,29865.5802713,58558.93133567531
1646092800,2022-03-01 00:00:00,GHST/USDT,1.9788,2.023,1.9377,1.98,32934.4535294,65185.807140340885
1646006400,2022-02-28 00:00:00,GHST/USDT,1.9356,1.9858,1.9235,1.976,10499.53402276,20539.737220590287
1645920000,2022-02-27 00:00:00,GHST/USDT,1.9463,1.9774,1.9,1.9389,17874.85659368,34550.951045102316
1645833600,2022-02-26 00:00:00,GHST/USDT,1.9779,1.9963,1.9284,1.952,24616.34989763,48363.218113096103
1645747200,2022-02-25 00:00:00,GHST/USDT,1.9476,1.9942,1.9377,1.9776,17644.51454348,34666.859535936975
1645660800,2022-02-24 00:00:00,GHST/USDT,1.9601,1.9842,1.8367,1.9535,62477.87595272,120220.346687636134
1645574400,2022-02-23 00:00:00,GHST/USDT,1.9863,2.0333,1.9601,1.9683,19148.97876693,38185.900693217779
1645488000,2022-02-22 00:00:00,GHST/USDT,1.9694,1.9933,1.773,1.9876,26524.42938068,51416.200926289936
1645401600,2022-02-21 00:00:00,GHST/USDT,1.9895,2.0248,1.9274,1.9694,22360.5725669,44257.570639142466
1645315200,2022-02-20 00:00:00,GHST/USDT,2.012,2.0497,1.9213,1.9907,26198.76265293,52027.708766874869
1645228800,2022-02-19 00:00:00,GHST/USDT,2.0065,2.0344,1.9827,2.0143,16235.03797539,32561.820111095943
1645142400,2022-02-18 00:00:00,GHST/USDT,2.02,2.0729,2,2.0056,19748.69343379,40070.501123224689
1645056000,2022-02-17 00:00:00,GHST/USDT,2.049,2.0729,1.9958,2.02,14997.42823987,30446.347744421611
1644969600,2022-02-16 00:00:00,GHST/USDT,2.065,2.0722,2.0058,2.0481,12236.76234373,24982.017576488224
1644883200,2022-02-15 00:00:00,GHST/USDT,2.0246,2.0749,2.0219,2.0638,32200.00645306,66288.114468901101
1644796800,2022-02-14 00:00:00,GHST/USDT,2.0119,2.0621,2.0007,2.0243,19779.60176662,40066.690113496583
1644710400,2022-02-13 00:00:00,GHST/USDT,2.0347,2.0656,1.9932,2.0121,31499.35497545,63778.490173150573
1644624000,2022-02-12 00:00:00,GHST/USDT,2.0316,2.0674,1.9998,2.0445,16867.45936136,34203.951129406672
1644537600,2022-02-11 00:00:00,GHST/USDT,2.0684,2.0961,2.0218,2.0413,27244.16550356,55881.579721479607
1644451200,2022-02-10 00:00:00,GHST/USDT,2.1161,2.1303,2.0532,2.0684,44419.48894296,93007.042136250306
1644364800,2022-02-09 00:00:00,GHST/USDT,2.0766,2.3181,2.0455,2.1162,55547.62981284,118682.661619963612
1644278400,2022-02-08 00:00:00,GHST/USDT,2.0714,2.0961,1.9833,2.0756,25574.71627237,52468.183808111398
1644192000,2022-02-07 00:00:00,GHST/USDT,2.0751,2.1463,2.0348,2.0761,44313.86831762,92000.651026662393
1644105600,2022-02-06 00:00:00,GHST/USDT,2.073,2.0879,2.0298,2.0816,19426.26623931,40047.811270722012
1644019200,2022-02-05 00:00:00,GHST/USDT,2.0414,2.0779,2.0186,2.073,15827.57226277,32454.274492572121
1643932800,2022-02-04 00:00:00,GHST/USDT,2.0159,2.1394,1.9968,2.0414,41104.0307799,84161.172443647007
1643846400,2022-02-03 00:00:00,GHST/USDT,1.9984,2.0271,1.8039,2.0159,27140.84633495,53469.441064933312
1643760000,2022-02-02 00:00:00,GHST/USDT,2.0329,2.0349,1.9978,2.0089,8071.2967283,16254.545314121052
1643673600,2022-02-01 00:00:00,GHST/USDT,2.0115,2.0581,1.9998,2.033,18170.32390306,36917.287995805066
1643587200,2022-01-31 00:00:00,GHST/USDT,2.0002,2.0699,1.9703,2.0171,24264.85046987,49069.491144308082
1643500800,2022-01-30 00:00:00,GHST/USDT,2.0324,2.037,1.976,2.0035,23295.51891244,46859.843433148694
