https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM3S,Volume USDT
1661990400,2022-09-01 00:00:00,ATOM3S/USDT,0.0875,0.0959,0.066,0.0673,7759654.66442695,640131.834357408348
1661904000,2022-08-31 00:00:00,ATOM3S/USDT,0.0862,0.0942,0.078,0.0875,3260242.1337248,275246.678217967664
1661817600,2022-08-30 00:00:00,ATOM3S/USDT,0.0992,0.1099,0.0816,0.0862,7021878.58677446,664609.060031385705
1661731200,2022-08-29 00:00:00,ATOM3S/USDT,0.1308,0.1404,0.0929,0.0991,3689120.320549,428054.030498829137
1661644800,2022-08-28 00:00:00,ATOM3S/USDT,0.113,0.1367,0.1063,0.1307,2181721.78352329,256186.594090445742
1661558400,2022-08-27 00:00:00,ATOM3S/USDT,0.1026,0.128,0.1026,0.1129,4069255.6707393,469881.101407789544
1661472000,2022-08-26 00:00:00,ATOM3S/USDT,0.0804,0.1098,0.075,0.1019,7544729.66042416,660902.688686280613
1661385600,2022-08-25 00:00:00,ATOM3S/USDT,0.0763,0.0849,0.0729,0.0801,5831988.96972819,461003.551201419309
1661299200,2022-08-24 00:00:00,ATOM3S/USDT,0.0974,0.1112,0.073,0.0765,6476621.29197824,574760.522262410416
1661212800,2022-08-23 00:00:00,ATOM3S/USDT,0.1361,0.1409,0.0893,0.0974,4395232.68419973,478491.980990381811
1661126400,2022-08-22 00:00:00,ATOM3S/USDT,0.1551,0.1808,0.1354,0.1359,1354460.36282739,207170.939634397784
1661040000,2022-08-21 00:00:00,ATOM3S/USDT,0.1778,0.1801,0.15,0.1561,814873.37268163,135069.157877968308
1660953600,2022-08-20 00:00:00,ATOM3S/USDT,0.1548,0.1923,0.1458,0.1788,1649862.18496776,273556.345420679111
