https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KMD,Volume USDT
1656201600,2022-06-26 00:00:00,KMD/USDT,0.199,0.2039,0.1914,0.1914,21680.710141,4306.99250934306
1656115200,2022-06-25 00:00:00,KMD/USDT,0.199,0.2006,0.1931,0.2006,26404.31081919,5186.341650858529
1656028800,2022-06-24 00:00:00,KMD/USDT,0.1976,0.2097,0.1933,0.1984,100729.83567695,20124.845591920841
1655942400,2022-06-23 00:00:00,KMD/USDT,0.1828,0.2145,0.1815,0.1977,399252.51795979,80509.278474647653
1655856000,2022-06-22 00:00:00,KMD/USDT,0.1887,0.1981,0.1818,0.1839,271234.50641893,51509.53230067869
1655769600,2022-06-21 00:00:00,KMD/USDT,0.1791,0.2048,0.1769,0.1912,191516.77074057,36865.5316276009
1655683200,2022-06-20 00:00:00,KMD/USDT,0.1786,0.1832,0.1721,0.1808,115570.82692933,20547.22475113087
1655596800,2022-06-19 00:00:00,KMD/USDT,0.1699,0.1788,0.1603,0.1785,102753.39200741,17439.379051182583
1655510400,2022-06-18 00:00:00,KMD/USDT,0.1779,0.1813,0.159,0.169,134799.51994147,22904.024903228543
1655424000,2022-06-17 00:00:00,KMD/USDT,0.1753,0.1923,0.1744,0.1789,168147.83584136,30748.462339517053
1655337600,2022-06-16 00:00:00,KMD/USDT,0.1885,0.1898,0.1725,0.1737,87132.17275107,15708.669419590306
1655251200,2022-06-15 00:00:00,KMD/USDT,0.1798,0.1876,0.1654,0.1876,182485.67690418,31850.051217590164
1655164800,2022-06-14 00:00:00,KMD/USDT,0.1788,0.1849,0.1667,0.1806,163707.71808894,29121.858841152033
1655078400,2022-06-13 00:00:00,KMD/USDT,0.1978,0.1989,0.1709,0.1792,227895.92402884,41417.212607671603
1654992000,2022-06-12 00:00:00,KMD/USDT,0.2202,0.2221,0.1952,0.1957,184785.039522,38794.246407960856
1654905600,2022-06-11 00:00:00,KMD/USDT,0.2318,0.2425,0.22,0.2202,143562.17407023,32914.999401005563
1654819200,2022-06-10 00:00:00,KMD/USDT,0.2404,0.2452,0.2232,0.2315,121886.7773165,28543.026913571002
1654732800,2022-06-09 00:00:00,KMD/USDT,0.2311,0.2458,0.2263,0.2391,144633.78675468,34311.142271808095
1654646400,2022-06-08 00:00:00,KMD/USDT,0.2356,0.2472,0.2296,0.2324,151462.61524004,36312.311398619062
1654560000,2022-06-07 00:00:00,KMD/USDT,0.2349,0.2413,0.221,0.2359,97064.23615132,22306.467836946332
1654473600,2022-06-06 00:00:00,KMD/USDT,0.2342,0.2445,0.2285,0.236,76373.80228056,18167.433805920478
1654387200,2022-06-05 00:00:00,KMD/USDT,0.2436,0.2651,0.2332,0.2332,102034.86220517,24665.047106416494
1654300800,2022-06-04 00:00:00,KMD/USDT,0.2357,0.2631,0.2299,0.2434,307743.44709636,75889.945210824826
1654214400,2022-06-03 00:00:00,KMD/USDT,0.2312,0.2363,0.2233,0.2346,53605.6625439,12362.319109864304
1654128000,2022-06-02 00:00:00,KMD/USDT,0.2266,0.2329,0.225,0.2328,18291.42395239,4190.687333389222
1654041600,2022-06-01 00:00:00,KMD/USDT,0.2453,0.2484,0.2249,0.2281,69450.71424152,16522.606927292383
1653955200,2022-05-31 00:00:00,KMD/USDT,0.245,0.2629,0.2391,0.2464,157301.25884572,39298.056510427952
1653868800,2022-05-30 00:00:00,KMD/USDT,0.2369,0.2452,0.2297,0.2445,69873.70453622,16565.083296455621
1653782400,2022-05-29 00:00:00,KMD/USDT,0.2272,0.2383,0.2215,0.2377,42827.62105707,9920.422238406103
1653696000,2022-05-28 00:00:00,KMD/USDT,0.2196,0.2281,0.2171,0.2265,36569.94981272,8129.907968056296
1653609600,2022-05-27 00:00:00,KMD/USDT,0.223,0.225,0.208,0.222,129239.36947753,27771.78208447589
1653523200,2022-05-26 00:00:00,KMD/USDT,0.2459,0.2481,0.2166,0.2206,152665.37122278,35389.133867861444
1653436800,2022-05-25 00:00:00,KMD/USDT,0.2438,0.2479,0.2355,0.2453,296984.07193854,71770.840407220986
1653350400,2022-05-24 00:00:00,KMD/USDT,0.2381,0.2446,0.2236,0.2438,508901.06861673,119459.573163717462
1653264000,2022-05-23 00:00:00,KMD/USDT,0.2473,0.2595,0.237,0.2382,357403.4267,89992.96048235
1653177600,2022-05-22 00:00:00,KMD/USDT,0.2461,0.2577,0.2408,0.248,321924.25942601,79789.017423580763
1653091200,2022-05-21 00:00:00,KMD/USDT,0.236,0.2532,0.233,0.2453,530202.04778874,127746.741238868968
1653004800,2022-05-20 00:00:00,KMD/USDT,0.25,0.2544,0.2319,0.2356,235739.94249497,56620.558640556307
1652918400,2022-05-19 00:00:00,KMD/USDT,0.2327,0.2616,0.2179,0.2512,116941.53377673,27688.30109767287
1652832000,2022-05-18 00:00:00,KMD/USDT,0.2494,0.2652,0.2223,0.2327,262490.4707794,61641.968850415847
1652745600,2022-05-17 00:00:00,KMD/USDT,0.236,0.2544,0.2347,0.2497,53578.17852792,13158.054517024087
1652659200,2022-05-16 00:00:00,KMD/USDT,0.2589,0.2602,0.2355,0.2356,60477.11193418,14720.442764520954
1652572800,2022-05-15 00:00:00,KMD/USDT,0.2341,0.2815,0.2296,0.2583,383063.97301278,97562.964713048324
1652486400,2022-05-14 00:00:00,KMD/USDT,0.2355,0.2435,0.2046,0.2349,201981.39378165,45076.248992500571
1652400000,2022-05-13 00:00:00,KMD/USDT,0.197,0.2735,0.1939,0.2355,483097.83628351,116686.662428262793
1652313600,2022-05-12 00:00:00,KMD/USDT,0.2393,0.2448,0.1865,0.1969,304588.0801094,62903.940121590984
1652227200,2022-05-11 00:00:00,KMD/USDT,0.343,0.35,0.2289,0.2391,412590.23382741,117180.686584076116
1652140800,2022-05-10 00:00:00,KMD/USDT,0.3794,0.3961,0.3323,0.342,327079.85337846,121285.996836210848
1652054400,2022-05-09 00:00:00,KMD/USDT,0.3812,0.5158,0.3694,0.3792,1089532.29498,454435.435073509112
1651968000,2022-05-08 00:00:00,KMD/USDT,0.3898,0.3916,0.3704,0.3822,177655.0804743,67548.560555201825
1651881600,2022-05-07 00:00:00,KMD/USDT,0.4089,0.4098,0.3861,0.3906,89743.75139232,36017.428921383936
1651795200,2022-05-06 00:00:00,KMD/USDT,0.4151,0.4194,0.3943,0.4098,81558.92647847,33327.794415038179
1651708800,2022-05-05 00:00:00,KMD/USDT,0.4445,0.4674,0.4036,0.4151,170768.10055985,75698.477628421643
1651622400,2022-05-04 00:00:00,KMD/USDT,0.4203,0.4471,0.4161,0.4433,60173.88602752,25708.837189275703
1651536000,2022-05-03 00:00:00,KMD/USDT,0.4308,0.4356,0.411,0.4205,11489.384,4871.825643
1651449600,2022-05-02 00:00:00,KMD/USDT,0.4161,0.4501,0.4041,0.4309,160370.03114053,66905.219135817237
1651363200,2022-05-01 00:00:00,KMD/USDT,0.4184,0.4215,0.4039,0.4155,84864.47436705,35028.549364236456
1651276800,2022-04-30 00:00:00,KMD/USDT,0.4486,0.4561,0.418,0.418,41943.60785172,18477.199418235975
1651190400,2022-04-29 00:00:00,KMD/USDT,0.4791,0.499,0.445,0.4459,76147.26267308,36084.250483579658
1651104000,2022-04-28 00:00:00,KMD/USDT,0.4635,0.4815,0.4618,0.4759,43735.07455353,20632.527517122693
1651017600,2022-04-27 00:00:00,KMD/USDT,0.4557,0.472,0.4533,0.4641,62407.19583766,29005.19541399054
1650931200,2022-04-26 00:00:00,KMD/USDT,0.4888,0.4948,0.4523,0.4523,71725.61787695,34124.95186587565
1650844800,2022-04-25 00:00:00,KMD/USDT,0.4922,0.495,0.4653,0.4897,109937.12307775,53226.514997536157
1650758400,2022-04-24 00:00:00,KMD/USDT,0.5156,0.5183,0.4914,0.4917,74397.68726607,37239.649314622957
1650672000,2022-04-23 00:00:00,KMD/USDT,0.5387,0.5692,0.511,0.5167,258697.35388605,138151.173903014974
1650585600,2022-04-22 00:00:00,KMD/USDT,0.5798,0.672,0.509,0.5388,1490953.6528927,862215.661910517191
1650499200,2022-04-21 00:00:00,KMD/USDT,0.4868,0.6258,0.4835,0.5819,606283.27960419,336709.810019583383
1650412800,2022-04-20 00:00:00,KMD/USDT,0.4888,0.502,0.4786,0.4854,53080.34924748,26033.991284796729
1650326400,2022-04-19 00:00:00,KMD/USDT,0.4819,0.5,0.4785,0.4882,63837.29018606,31340.882062854328
1650240000,2022-04-18 00:00:00,KMD/USDT,0.4811,0.4859,0.4648,0.4801,62166.18750001,29377.084914884647
1650153600,2022-04-17 00:00:00,KMD/USDT,0.4946,0.4975,0.4745,0.4812,26048.76403034,12732.746833104817
1650067200,2022-04-16 00:00:00,KMD/USDT,0.4912,0.4958,0.4875,0.4935,25489.23726663,12522.246617898583
1649980800,2022-04-15 00:00:00,KMD/USDT,0.4815,0.4918,0.4801,0.4915,26044.42342577,12645.297205668206
1649894400,2022-04-14 00:00:00,KMD/USDT,0.5011,0.5067,0.4768,0.4815,56161.84520734,27864.274724173596
1649808000,2022-04-13 00:00:00,KMD/USDT,0.4845,0.5045,0.4766,0.5023,51344.85527796,25049.658373837226
1649721600,2022-04-12 00:00:00,KMD/USDT,0.4882,0.5009,0.4743,0.4849,64885.18201624,31717.07496685886
1649635200,2022-04-11 00:00:00,KMD/USDT,0.52,0.52,0.4696,0.4882,138520.7430223,68376.970273754808
1649548800,2022-04-10 00:00:00,KMD/USDT,0.5344,0.554,0.5212,0.5227,105413.33330035,56835.571122595605
1649462400,2022-04-09 00:00:00,KMD/USDT,0.5229,0.5358,0.5146,0.5345,51521.18449523,27021.420494833677
1649376000,2022-04-08 00:00:00,KMD/USDT,0.5445,0.5593,0.5209,0.5229,73216.27707668,39807.904908208245
1649289600,2022-04-07 00:00:00,KMD/USDT,0.5473,0.55,0.5296,0.5454,53007.78106282,28654.700823735537
1649203200,2022-04-06 00:00:00,KMD/USDT,0.5817,0.5817,0.5463,0.5466,64196.05004634,36082.995357607983
1649116800,2022-04-05 00:00:00,KMD/USDT,0.6087,0.6174,0.5817,0.5817,53427.17594799,32033.819903847595
1649030400,2022-04-04 00:00:00,KMD/USDT,0.6204,0.6362,0.5935,0.608,120210.57584703,74124.300094496984
1648944000,2022-04-03 00:00:00,KMD/USDT,0.6166,0.6425,0.6004,0.6216,162543.8788592,100750.062077398478
1648857600,2022-04-02 00:00:00,KMD/USDT,0.6123,0.6287,0.6025,0.6166,291036.3079643,179175.051291655385
1648771200,2022-04-01 00:00:00,KMD/USDT,0.5896,0.6145,0.5649,0.6108,284602.97023315,171070.548045749913
1648684800,2022-03-31 00:00:00,KMD/USDT,0.6248,0.6541,0.5699,0.5881,190685.42818093,115147.595760092244
1648598400,2022-03-30 00:00:00,KMD/USDT,0.5692,0.6465,0.5556,0.6253,419969.14442254,253951.562830620117
1648512000,2022-03-29 00:00:00,KMD/USDT,0.5661,0.5869,0.5603,0.5699,85912.82752738,49279.629814321018
1648425600,2022-03-28 00:00:00,KMD/USDT,0.5675,0.6157,0.564,0.5649,217479.39603439,128093.194669689544
1648339200,2022-03-27 00:00:00,KMD/USDT,0.5725,0.6069,0.5385,0.5659,318711.81973873,180820.244440730599
1648252800,2022-03-26 00:00:00,KMD/USDT,0.5059,0.6226,0.503,0.5706,900888.8368704,508938.960854576266
1648166400,2022-03-25 00:00:00,KMD/USDT,0.5176,0.5318,0.5024,0.5058,118884.88012038,61458.466129160947
1648080000,2022-03-24 00:00:00,KMD/USDT,0.5123,0.525,0.5042,0.5161,98939.7910368,50810.44754245077
1647993600,2022-03-23 00:00:00,KMD/USDT,0.5035,0.5137,0.491,0.5123,56293.93318727,28273.398783577068
1647907200,2022-03-22 00:00:00,KMD/USDT,0.5063,0.5183,0.5011,0.5021,76551.67606617,38954.850255199616
1647820800,2022-03-21 00:00:00,KMD/USDT,0.5009,0.5133,0.4896,0.5058,160184.61656914,80621.868697288671
1647734400,2022-03-20 00:00:00,KMD/USDT,0.4879,0.525,0.48,0.5005,218934.85676276,109030.82446583232
1647648000,2022-03-19 00:00:00,KMD/USDT,0.4789,0.5091,0.4744,0.487,141304.58705945,69156.066006058277
1647561600,2022-03-18 00:00:00,KMD/USDT,0.4742,0.4813,0.464,0.4787,47718.46357359,22546.632376784413
1647475200,2022-03-17 00:00:00,KMD/USDT,0.4699,0.4813,0.4596,0.4741,89009.6364101,41889.755209261211
1647388800,2022-03-16 00:00:00,KMD/USDT,0.4594,0.4777,0.4555,0.4695,64159.21746696,29768.360001627846
1647302400,2022-03-15 00:00:00,KMD/USDT,0.4762,0.4762,0.454,0.4594,75436.82248353,34854.917824663233
1647216000,2022-03-14 00:00:00,KMD/USDT,0.4587,0.4776,0.4578,0.4739,75739.83002433,35509.993531608928
1647129600,2022-03-13 00:00:00,KMD/USDT,0.4801,0.4838,0.4587,0.4599,55868.40747018,26501.912852883785
1647043200,2022-03-12 00:00:00,KMD/USDT,0.4873,0.5065,0.4764,0.481,57947.73022077,28456.956831263243
1646956800,2022-03-11 00:00:00,KMD/USDT,0.4763,0.5056,0.4622,0.4874,241364.98079031,116284.933736608669
1646870400,2022-03-10 00:00:00,KMD/USDT,0.4979,0.501,0.4693,0.4775,119670.82517964,57449.681300514281
1646784000,2022-03-09 00:00:00,KMD/USDT,0.4718,0.5216,0.4696,0.5006,170789.46240439,84549.376582123647
1646697600,2022-03-08 00:00:00,KMD/USDT,0.4601,0.4763,0.4588,0.4728,81818.93531511,38335.464306298122
1646611200,2022-03-07 00:00:00,KMD/USDT,0.4597,0.4993,0.4464,0.4609,247099.3173954,115854.857775081181
1646524800,2022-03-06 00:00:00,KMD/USDT,0.4803,0.4829,0.4587,0.4589,57342.36145354,27061.474323738948
1646438400,2022-03-05 00:00:00,KMD/USDT,0.4719,0.4876,0.4669,0.4806,77956.51858623,37331.41034638716
1646352000,2022-03-04 00:00:00,KMD/USDT,0.5016,0.5016,0.468,0.4736,86653.53575241,42066.051492778042
1646265600,2022-03-03 00:00:00,KMD/USDT,0.5169,0.5235,0.4941,0.5064,60325.43602878,30679.11322559593
1646179200,2022-03-02 00:00:00,KMD/USDT,0.5262,0.5298,0.5087,0.5161,121004.27604653,63005.840831051048
1646092800,2022-03-01 00:00:00,KMD/USDT,0.5303,0.5435,0.5104,0.5275,195374.98675333,103551.353845274102
1646006400,2022-02-28 00:00:00,KMD/USDT,0.4927,0.5302,0.486,0.5294,125537.71408074,64317.916454703962
1645920000,2022-02-27 00:00:00,KMD/USDT,0.5087,0.5139,0.4776,0.493,96835.34639939,48021.368087916766
1645833600,2022-02-26 00:00:00,KMD/USDT,0.5214,0.5336,0.5062,0.5077,108353.72774266,55913.823565311888
1645747200,2022-02-25 00:00:00,KMD/USDT,0.4972,0.5494,0.491,0.5221,242959.35020355,125453.799265418318
1645660800,2022-02-24 00:00:00,KMD/USDT,0.538,0.5383,0.4519,0.4983,455604.78835796,221820.645348928626
1645574400,2022-02-23 00:00:00,KMD/USDT,0.5407,0.6199,0.5336,0.5394,724175.42452239,417456.271989911375
1645488000,2022-02-22 00:00:00,KMD/USDT,0.5363,0.6774,0.4768,0.5405,1351967.78170282,778076.171732138364
1645401600,2022-02-21 00:00:00,KMD/USDT,0.5239,0.6818,0.4885,0.5329,1532139.91574132,871620.696991902234
1645315200,2022-02-20 00:00:00,KMD/USDT,0.4687,0.5804,0.4482,0.5231,617950.44535997,316358.613155869672
1645228800,2022-02-19 00:00:00,KMD/USDT,0.4644,0.4837,0.4618,0.4693,87271.01593751,41083.820777924072
1645142400,2022-02-18 00:00:00,KMD/USDT,0.4716,0.4944,0.4632,0.4642,87701.82818626,41929.287753666905
1645056000,2022-02-17 00:00:00,KMD/USDT,0.516,0.519,0.4714,0.4714,96431.66490544,47182.174097164523
1644969600,2022-02-16 00:00:00,KMD/USDT,0.5296,0.5296,0.51,0.5153,78426.62806209,40803.696746832613
1644883200,2022-02-15 00:00:00,KMD/USDT,0.5097,0.5442,0.5095,0.5308,56663.69201841,29807.787246234685
1644796800,2022-02-14 00:00:00,KMD/USDT,0.509,0.5423,0.4935,0.5078,117207.46897357,60186.601340702206
1644710400,2022-02-13 00:00:00,KMD/USDT,0.5299,0.5438,0.5008,0.5102,120313.41237981,62957.605338996807
1644624000,2022-02-12 00:00:00,KMD/USDT,0.4956,0.62,0.4928,0.5322,806745.45692004,451209.83782055037
1644537600,2022-02-11 00:00:00,KMD/USDT,0.5224,0.5417,0.4916,0.4975,83275.20165417,43311.636836843143
1644451200,2022-02-10 00:00:00,KMD/USDT,0.5621,0.5621,0.5239,0.5245,75008.82442216,40617.789658508377
1644364800,2022-02-09 00:00:00,KMD/USDT,0.5419,0.5633,0.5326,0.5627,86673.32931915,47446.503359480252
1644278400,2022-02-08 00:00:00,KMD/USDT,0.5514,0.5603,0.514,0.5405,58778.9358072,31695.055109175359
1644192000,2022-02-07 00:00:00,KMD/USDT,0.533,0.5576,0.5236,0.5518,89372.50077726,48755.727170714055
1644105600,2022-02-06 00:00:00,KMD/USDT,0.5436,0.5515,0.5119,0.5337,94840.07928386,50349.767681053287
1644019200,2022-02-05 00:00:00,KMD/USDT,0.5065,0.5794,0.506,0.5419,443482.13539149,240873.211967295572
1643932800,2022-02-04 00:00:00,KMD/USDT,0.4744,0.5222,0.4711,0.5077,218239.49091375,106938.665834563332
1643846400,2022-02-03 00:00:00,KMD/USDT,0.4664,0.4845,0.4539,0.4744,121884.18996532,57082.832835829667
1643760000,2022-02-02 00:00:00,KMD/USDT,0.4885,0.4949,0.4643,0.4681,97660.01625972,47161.522531531126
1643673600,2022-02-01 00:00:00,KMD/USDT,0.484,0.4944,0.481,0.4893,50307.59469139,24575.413456038057
1643587200,2022-01-31 00:00:00,KMD/USDT,0.4891,0.4902,0.4569,0.4849,56561.9696006,26888.716044415626
1643500800,2022-01-30 00:00:00,KMD/USDT,0.5046,0.5095,0.4835,0.4909,30504.49763953,15195.032698735852
