https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IOTX,Volume BTC
1663372800,2022-09-17 00:00:00,IOTX/BTC,0.000001404,0.000001411,0.000001403,0.000001403,304.2781,0.0004284843355
1663286400,2022-09-16 00:00:00,IOTX/BTC,0.000001367,0.000001412,0.000001354,0.000001403,18100.0883,0.025252668889
1663200000,2022-09-15 00:00:00,IOTX/BTC,0.000001377,0.00000141,0.000001343,0.000001372,123206.4246,0.1695486897018
1663113600,2022-09-14 00:00:00,IOTX/BTC,0.000001377,0.000001398,0.000001354,0.00000138,114177.1819,0.1575105249253
1663027200,2022-09-13 00:00:00,IOTX/BTC,0.000001355,0.000001424,0.000001322,0.000001381,254543.5015,0.3412686930341
1662940800,2022-09-12 00:00:00,IOTX/BTC,0.000001415,0.000001446,0.000001355,0.000001358,1018872.7423,1.3961678788119
1662854400,2022-09-11 00:00:00,IOTX/BTC,0.000001448,0.000001466,0.000001412,0.000001417,127352.7898,0.1819322050536
1662768000,2022-09-10 00:00:00,IOTX/BTC,0.000001474,0.000001504,0.000001396,0.000001444,415444.6456,0.5989756273049
1662681600,2022-09-09 00:00:00,IOTX/BTC,0.000001473,0.00000156,0.000001449,0.000001474,355611.334,0.5253750532077
1662595200,2022-09-08 00:00:00,IOTX/BTC,0.000001474,0.000001498,0.000001446,0.000001472,83915.2849,0.1241680587356
1662508800,2022-09-07 00:00:00,IOTX/BTC,0.00000144,0.000001488,0.000001439,0.000001471,43999.4137,0.0645321143723
1662422400,2022-09-06 00:00:00,IOTX/BTC,0.000001515,0.00000156,0.000001436,0.000001445,188683.7433,0.2795107296347
1662336000,2022-09-05 00:00:00,IOTX/BTC,0.00000151,0.000001519,0.000001476,0.000001511,103749.4656,0.1547777180746
1662249600,2022-09-04 00:00:00,IOTX/BTC,0.000001496,0.00000152,0.000001495,0.000001505,33162.6842,0.050080227632
1662163200,2022-09-03 00:00:00,IOTX/BTC,0.000001471,0.000001502,0.000001468,0.000001498,103102.0002,0.1529211799035
1662076800,2022-09-02 00:00:00,IOTX/BTC,0.000001482,0.000001498,0.000001466,0.000001475,14746.3084,0.0218684665587
1661990400,2022-09-01 00:00:00,IOTX/BTC,0.000001507,0.000001515,0.00000148,0.000001487,134486.7422,0.2019117977521
1661904000,2022-08-31 00:00:00,IOTX/BTC,0.000001592,0.000001613,0.000001501,0.000001506,50970.8473,0.0802679516659
1661817600,2022-08-30 00:00:00,IOTX/BTC,0.00000167,0.000001673,0.00000159,0.000001602,43707.6624,0.0707599199673
1661731200,2022-08-29 00:00:00,IOTX/BTC,0.000001622,0.000001698,0.00000161,0.000001666,116038.7984,0.1945950257373
1661644800,2022-08-28 00:00:00,IOTX/BTC,0.000001608,0.000001694,0.000001599,0.000001629,184638.1667,0.3058536207054
1661558400,2022-08-27 00:00:00,IOTX/BTC,0.000001571,0.00000161,0.000001558,0.000001606,39947.1409,0.0636910274028
1661472000,2022-08-26 00:00:00,IOTX/BTC,0.000001547,0.000001625,0.000001534,0.000001571,238774.6876,0.3716429254882
1661385600,2022-08-25 00:00:00,IOTX/BTC,0.00000147,0.000001554,0.00000147,0.000001546,61578.8613,0.0936480180183
1661299200,2022-08-24 00:00:00,IOTX/BTC,0.000001478,0.000001534,0.000001453,0.000001468,230428.2358,0.3462658076471
1661212800,2022-08-23 00:00:00,IOTX/BTC,0.000001432,0.000001479,0.000001427,0.00000147,21073.9876,0.0306771091038
1661126400,2022-08-22 00:00:00,IOTX/BTC,0.000001445,0.000001445,0.00000139,0.000001436,52749.5317,0.0745773706149
1661040000,2022-08-21 00:00:00,IOTX/BTC,0.000001425,0.00000146,0.00000141,0.000001446,152929.4536,0.2209562027369
1660953600,2022-08-20 00:00:00,IOTX/BTC,0.000001483,0.000001567,0.000001399,0.000001423,251147.6695,0.3699866824636
1660867200,2022-08-19 00:00:00,IOTX/BTC,0.00000144,0.000001488,0.000001375,0.000001488,218632.0074,0.3156804749939
1660780800,2022-08-18 00:00:00,IOTX/BTC,0.000001528,0.000001528,0.000001435,0.000001443,347760.0054,0.5198380327224
1660694400,2022-08-17 00:00:00,IOTX/BTC,0.000001677,0.000001728,0.000001522,0.000001529,593408.4798,0.9733881633442
1660608000,2022-08-16 00:00:00,IOTX/BTC,0.00000166,0.000001702,0.000001636,0.000001676,285960.3302,0.4794202830051
1660521600,2022-08-15 00:00:00,IOTX/BTC,0.000001507,0.000001738,0.000001507,0.000001658,659796.1548,1.0930072247994
1660435200,2022-08-14 00:00:00,IOTX/BTC,0.000001501,0.000001556,0.000001497,0.00000151,24964.4464,0.0380241709934
1660348800,2022-08-13 00:00:00,IOTX/BTC,0.000001529,0.000001539,0.000001502,0.000001505,43397.586,0.0660154965003
1660262400,2022-08-12 00:00:00,IOTX/BTC,0.000001515,0.000001548,0.000001496,0.000001527,34089.5365,0.0521624147301
1660176000,2022-08-11 00:00:00,IOTX/BTC,0.000001498,0.000001537,0.000001475,0.000001515,75829.755,0.1146345402028
1660089600,2022-08-10 00:00:00,IOTX/BTC,0.000001498,0.000001528,0.000001473,0.000001496,133224.0958,0.1998017344638
1660003200,2022-08-09 00:00:00,IOTX/BTC,0.000001552,0.00000156,0.000001496,0.0000015,87457.1012,0.1334131412295
1659916800,2022-08-08 00:00:00,IOTX/BTC,0.000001573,0.000001616,0.000001548,0.000001555,40655.6972,0.0645874778451
1659830400,2022-08-07 00:00:00,IOTX/BTC,0.000001574,0.0000016,0.000001551,0.000001574,84105.2777,0.1332905054035
1659744000,2022-08-06 00:00:00,IOTX/BTC,0.000001611,0.000001611,0.000001561,0.00000157,102647.9541,0.1625911843456
1659657600,2022-08-05 00:00:00,IOTX/BTC,0.000001603,0.000001638,0.000001556,0.000001611,210078.8016,0.3354218268137
1659571200,2022-08-04 00:00:00,IOTX/BTC,0.000001591,0.000001622,0.00000155,0.000001603,255642.8535,0.4041246140342
1659484800,2022-08-03 00:00:00,IOTX/BTC,0.000001396,0.000001611,0.000001377,0.000001585,485313.4199,0.7228383382165
1659398400,2022-08-02 00:00:00,IOTX/BTC,0.000001438,0.000001447,0.000001372,0.000001396,20778.3177,0.0290159716907
1659312000,2022-08-01 00:00:00,IOTX/BTC,0.000001438,0.000001487,0.000001426,0.000001434,107302.7745,0.1562130474951
1659225600,2022-07-31 00:00:00,IOTX/BTC,0.000001422,0.000001485,0.000001413,0.000001438,174411.8259,0.254567589987
1659139200,2022-07-30 00:00:00,IOTX/BTC,0.00000141,0.000001449,0.000001387,0.00000142,40142.4792,0.056659476154
1659052800,2022-07-29 00:00:00,IOTX/BTC,0.000001351,0.000001431,0.000001338,0.000001405,93646.8859,0.1290866459285
1658966400,2022-07-28 00:00:00,IOTX/BTC,0.000001339,0.000001384,0.00000131,0.000001348,79897.5031,0.1084890889154
1658880000,2022-07-27 00:00:00,IOTX/BTC,0.000001343,0.000001354,0.000001306,0.000001332,173787.3658,0.2308987392671
1658793600,2022-07-26 00:00:00,IOTX/BTC,0.000001362,0.000001362,0.000001321,0.000001339,100340.9993,0.133536271743
1658707200,2022-07-25 00:00:00,IOTX/BTC,0.000001434,0.000001439,0.000001352,0.000001358,57575.2264,0.0798975504544
1658620800,2022-07-24 00:00:00,IOTX/BTC,0.000001477,0.000001484,0.000001433,0.000001439,111358.4003,0.1630312341474
1658534400,2022-07-23 00:00:00,IOTX/BTC,0.000001446,0.00000149,0.000001434,0.000001482,73531.1846,0.1083516874477
