https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HEGIC,Volume BTC
1663455600,2022-09-17 23:00:00,HEGIC/BTC,0.000000408,0.000000408,0.000000408,0.000000408,216.0021,0.0000881288568
1663452000,2022-09-17 22:00:00,HEGIC/BTC,0.000000408,0.000000408,0.000000408,0.000000408,0,0
1663448400,2022-09-17 21:00:00,HEGIC/BTC,0.0000004132,0.0000004132,0.000000408,0.000000408,173.9221,0.00007118773656
1663444800,2022-09-17 20:00:00,HEGIC/BTC,0.0000004086,0.0000004086,0.0000004086,0.0000004086,0,0
1663441200,2022-09-17 19:00:00,HEGIC/BTC,0.0000004086,0.0000004086,0.0000004086,0.0000004086,0,0
1663437600,2022-09-17 18:00:00,HEGIC/BTC,0.0000004086,0.0000004086,0.0000004086,0.0000004086,180.4222,0.00007372051092
1663434000,2022-09-17 17:00:00,HEGIC/BTC,0.0000004086,0.0000004086,0.0000004086,0.0000004086,189.5571,0.00007745303106
1663430400,2022-09-17 16:00:00,HEGIC/BTC,0.000000408,0.000000411,0.000000408,0.000000411,541.6329,0.0002215726104
1663426800,2022-09-17 15:00:00,HEGIC/BTC,0.000000405,0.000000405,0.000000405,0.000000405,346.1705,0.0001401990525
1663423200,2022-09-17 14:00:00,HEGIC/BTC,0.000000411,0.000000411,0.000000411,0.000000411,0,0
1663419600,2022-09-17 13:00:00,HEGIC/BTC,0.000000411,0.000000411,0.000000411,0.000000411,121.306,0.000049856766
1663416000,2022-09-17 12:00:00,HEGIC/BTC,0.000000411,0.000000411,0.000000411,0.000000411,0,0
1663412400,2022-09-17 11:00:00,HEGIC/BTC,0.000000411,0.000000411,0.000000411,0.000000411,29.4021,0.0000120842631
1663408800,2022-09-17 10:00:00,HEGIC/BTC,0.0000004063,0.0000004063,0.0000004063,0.0000004063,0,0
1663405200,2022-09-17 09:00:00,HEGIC/BTC,0.000000411,0.000000411,0.0000004063,0.0000004063,5955.6529,0.00242530890076
1663401600,2022-09-17 08:00:00,HEGIC/BTC,0.000000417,0.000000417,0.000000417,0.000000417,0,0
1663398000,2022-09-17 07:00:00,HEGIC/BTC,0.000000417,0.000000417,0.000000417,0.000000417,159.2811,0.0000664202187
1663394400,2022-09-17 06:00:00,HEGIC/BTC,0.000000417,0.000000417,0.000000417,0.000000417,0,0
1663390800,2022-09-17 05:00:00,HEGIC/BTC,0.000000414,0.000000417,0.000000414,0.000000417,347.0619,0.0001437900267
1663387200,2022-09-17 04:00:00,HEGIC/BTC,0.000000409,0.000000409,0.000000409,0.000000409,0,0
1663383600,2022-09-17 03:00:00,HEGIC/BTC,0.000000414,0.000000414,0.000000409,0.000000409,111.5185,0.000045783943
1663380000,2022-09-17 02:00:00,HEGIC/BTC,0.0000004139,0.0000004139,0.0000004086,0.0000004086,499.3452,0.00020622273626
1663376400,2022-09-17 01:00:00,HEGIC/BTC,0.000000408,0.000000408,0.000000408,0.000000408,0,0
1663372800,2022-09-17 00:00:00,HEGIC/BTC,0.000000417,0.000000417,0.000000408,0.000000408,1628.4628,0.00067139364824
1663369200,2022-09-16 23:00:00,HEGIC/BTC,0.00000042,0.00000042,0.00000042,0.00000042,0,0
1663365600,2022-09-16 22:00:00,HEGIC/BTC,0.0000004259,0.0000004259,0.00000042,0.00000042,483.3728,0.00020382606957
1663362000,2022-09-16 21:00:00,HEGIC/BTC,0.000000423,0.000000423,0.000000423,0.000000423,0,0
1663358400,2022-09-16 20:00:00,HEGIC/BTC,0.000000423,0.000000423,0.000000423,0.000000423,346.1705,0.0001464301215
1663354800,2022-09-16 19:00:00,HEGIC/BTC,0.0000004267,0.0000004267,0.000000426,0.000000426,660.1088,0.00028142610561
1663351200,2022-09-16 18:00:00,HEGIC/BTC,0.000000429,0.000000432,0.000000429,0.000000432,600.8002,0.0002585071749
1663347600,2022-09-16 17:00:00,HEGIC/BTC,0.000000429,0.000000435,0.000000429,0.000000435,741.5715,0.000319468068
1663344000,2022-09-16 16:00:00,HEGIC/BTC,0.0000004236,0.0000004236,0.0000004236,0.0000004236,274.265,0.000116178654
1663340400,2022-09-16 15:00:00,HEGIC/BTC,0.0000004231,0.0000004231,0.0000004231,0.0000004231,0,0
1663336800,2022-09-16 14:00:00,HEGIC/BTC,0.0000004267,0.0000004267,0.0000004231,0.0000004231,1719.841,0.00072991483535
1663333200,2022-09-16 13:00:00,HEGIC/BTC,0.0000004182,0.000000429,0.0000004182,0.000000429,1483.1334,0.00062745354706
1663329600,2022-09-16 12:00:00,HEGIC/BTC,0.0000004284,0.000000429,0.0000004093,0.00000042,8472.5831,0.00355799357891
1663326000,2022-09-16 11:00:00,HEGIC/BTC,0.0000004284,0.0000004284,0.0000004284,0.0000004284,0,0
1663322400,2022-09-16 10:00:00,HEGIC/BTC,0.0000004284,0.0000004284,0.0000004284,0.0000004284,0,0
1663318800,2022-09-16 09:00:00,HEGIC/BTC,0.0000004284,0.0000004284,0.0000004284,0.0000004284,0,0
