https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UTK,Volume BTC
1663459200,2022-09-18 00:00:00,UTK/BTC,0.000005675,0.00000569,0.000005652,0.00000569,3083.8403,0.0175441073362
1663455600,2022-09-17 23:00:00,UTK/BTC,0.000005662,0.000005662,0.000005662,0.000005662,1.3321,0.0000075423502
1663452000,2022-09-17 22:00:00,UTK/BTC,0.000005644,0.000005661,0.000005643,0.000005661,31.2639,0.0001764791737
1663448400,2022-09-17 21:00:00,UTK/BTC,0.000005658,0.000005658,0.000005658,0.000005658,1.3321,0.0000075370218
1663444800,2022-09-17 20:00:00,UTK/BTC,0.000005633,0.000005633,0.000005622,0.000005623,4419.8201,0.0248591579145
1663441200,2022-09-17 19:00:00,UTK/BTC,0.000005635,0.000005646,0.000005613,0.000005646,374.1557,0.0021020711431
1663437600,2022-09-17 18:00:00,UTK/BTC,0.000005645,0.000005654,0.000005614,0.000005654,44.4943,0.000250896736
1663434000,2022-09-17 17:00:00,UTK/BTC,0.000005646,0.000005646,0.000005645,0.000005645,251.4409,0.0014196309543
1663430400,2022-09-17 16:00:00,UTK/BTC,0.000005651,0.00000569,0.00000565,0.00000568,3930.6508,0.0222818255285
1663426800,2022-09-17 15:00:00,UTK/BTC,0.000005675,0.000005675,0.000005675,0.000005675,28.874,0.00016385995
1663423200,2022-09-17 14:00:00,UTK/BTC,0.000005692,0.0000057,0.000005676,0.000005676,68.6691,0.000389911594
1663419600,2022-09-17 13:00:00,UTK/BTC,0.00000569,0.000005712,0.000005682,0.000005712,2326.3809,0.013269669581
1663416000,2022-09-17 12:00:00,UTK/BTC,0.000005652,0.00000566,0.000005652,0.00000566,9.026,0.000051051056
1663412400,2022-09-17 11:00:00,UTK/BTC,0.000005675,0.000005713,0.00000565,0.00000569,11669.9609,0.0663379010794
1663408800,2022-09-17 10:00:00,UTK/BTC,0.00000566,0.00000567,0.000005633,0.00000567,216.2432,0.0012246706821
1663405200,2022-09-17 09:00:00,UTK/BTC,0.000005659,0.00000567,0.000005657,0.00000567,915.9043,0.0051911458607
1663401600,2022-09-17 08:00:00,UTK/BTC,0.000005613,0.00000567,0.000005613,0.000005646,2491.8924,0.0140968834554
1663398000,2022-09-17 07:00:00,UTK/BTC,0.0000056,0.00000561,0.0000056,0.00000561,1053.2556,0.0059084381381
1663394400,2022-09-17 06:00:00,UTK/BTC,0.00000561,0.00000561,0.000005527,0.000005588,5131.1973,0.028574914615
1663390800,2022-09-17 05:00:00,UTK/BTC,0.000005599,0.00000565,0.000005592,0.00000561,5536.6357,0.0311574493774
1663387200,2022-09-17 04:00:00,UTK/BTC,0.000005542,0.00000558,0.000005542,0.00000558,1925.1235,0.0107088041762
1663383600,2022-09-17 03:00:00,UTK/BTC,0.000005502,0.000005502,0.000005502,0.000005502,21.6376,0.0001190500752
1663380000,2022-09-17 02:00:00,UTK/BTC,0.000005516,0.000005516,0.000005512,0.000005512,2348.5427,0.0129452720912
1663376400,2022-09-17 01:00:00,UTK/BTC,0.000005513,0.000005513,0.000005502,0.000005502,35.4878,0.0001955728052
1663372800,2022-09-17 00:00:00,UTK/BTC,0.00000552,0.00000552,0.00000549,0.00000549,742.3985,0.00407885101
1663369200,2022-09-16 23:00:00,UTK/BTC,0.000005502,0.000005502,0.000005502,0.000005502,1.4661,0.0000080664822
1663365600,2022-09-16 22:00:00,UTK/BTC,0.000005527,0.000005527,0.000005498,0.000005498,55.0562,0.0003035363336
1663362000,2022-09-16 21:00:00,UTK/BTC,0.000005558,0.00000557,0.00000553,0.00000553,2951.2296,0.0163877122006
1663358400,2022-09-16 20:00:00,UTK/BTC,0.00000553,0.000005563,0.000005512,0.000005523,2478.4835,0.0137099329975
1663354800,2022-09-16 19:00:00,UTK/BTC,0.000005548,0.000005568,0.000005542,0.000005542,2167.644,0.0120589192712
1663351200,2022-09-16 18:00:00,UTK/BTC,0.000005543,0.000005543,0.00000553,0.000005531,5246.8676,0.029083262889
1663347600,2022-09-16 17:00:00,UTK/BTC,0.000005548,0.000005579,0.000005542,0.000005542,1187.8306,0.0066153752116
1663344000,2022-09-16 16:00:00,UTK/BTC,0.000005503,0.000005548,0.000005503,0.000005548,1002.3087,0.0055157635452
1663340400,2022-09-16 15:00:00,UTK/BTC,0.000005513,0.000005556,0.000005513,0.000005556,14.5471,0.0000802595362
1663336800,2022-09-16 14:00:00,UTK/BTC,0.000005482,0.00000554,0.000005482,0.000005507,3983.1965,0.0220283087516
1663333200,2022-09-16 13:00:00,UTK/BTC,0.000005504,0.000005523,0.000005472,0.000005517,6071.0887,0.0332603218423
1663329600,2022-09-16 12:00:00,UTK/BTC,0.00000551,0.000005529,0.000005416,0.000005521,81228.093,0.4443196160082
1663326000,2022-09-16 11:00:00,UTK/BTC,0.000005514,0.000005514,0.000005514,0.000005514,28.3275,0.000156197835
1663322400,2022-09-16 10:00:00,UTK/BTC,0.00000551,0.00000551,0.00000551,0.00000551,0,0
1663318800,2022-09-16 09:00:00,UTK/BTC,0.00000551,0.00000551,0.00000551,0.00000551,0,0
1663315200,2022-09-16 08:00:00,UTK/BTC,0.000005518,0.000005557,0.00000551,0.00000551,5.0501,0.0000279530041
1663311600,2022-09-16 07:00:00,UTK/BTC,0.000005534,0.000005534,0.000005534,0.000005534,1.1139,0.0000061643226
1663308000,2022-09-16 06:00:00,UTK/BTC,0.0000055,0.0000055,0.0000055,0.0000055,0,0
1663304400,2022-09-16 05:00:00,UTK/BTC,0.0000055,0.0000055,0.0000055,0.0000055,0,0
1663300800,2022-09-16 04:00:00,UTK/BTC,0.000005524,0.000005524,0.0000055,0.0000055,394.9143,0.002173196274
1663297200,2022-09-16 03:00:00,UTK/BTC,0.000005528,0.000005528,0.000005528,0.000005528,0,0
1663293600,2022-09-16 02:00:00,UTK/BTC,0.00000553,0.00000553,0.0000055,0.000005528,8363.8293,0.0461456049867
1663290000,2022-09-16 01:00:00,UTK/BTC,0.000005518,0.00000561,0.0000055,0.000005557,13824.0043,0.0767692260317
1663286400,2022-09-16 00:00:00,UTK/BTC,0.0000055,0.0000055,0.0000055,0.0000055,403.7996,0.0022208978
1663282800,2022-09-15 23:00:00,UTK/BTC,0.0000055,0.000005518,0.0000055,0.0000055,3600.8789,0.0198057137702
1663279200,2022-09-15 22:00:00,UTK/BTC,0.00000553,0.000005538,0.0000055,0.000005536,1279.1374,0.0070685017733
1663275600,2022-09-15 21:00:00,UTK/BTC,0.000005527,0.000005633,0.0000055,0.000005564,9696.3491,0.0541471669485
1663272000,2022-09-15 20:00:00,UTK/BTC,0.00000552,0.00000552,0.00000552,0.00000552,7.9056,0.000043638912
1663268400,2022-09-15 19:00:00,UTK/BTC,0.0000055,0.0000055,0.0000055,0.0000055,40.4905,0.00022269775
1663264800,2022-09-15 18:00:00,UTK/BTC,0.0000055,0.000005525,0.0000055,0.0000055,1610.7692,0.0088683013425
1663261200,2022-09-15 17:00:00,UTK/BTC,0.0000055,0.000005518,0.0000055,0.000005501,83783.8874,0.4609617502087
1663257600,2022-09-15 16:00:00,UTK/BTC,0.000005434,0.0000055,0.000005434,0.0000055,49032.0725,0.2696486721942
1663254000,2022-09-15 15:00:00,UTK/BTC,0.000005406,0.000005448,0.000005406,0.000005448,19515.7734,0.1055034837084
1663250400,2022-09-15 14:00:00,UTK/BTC,0.000005406,0.00000543,0.000005406,0.000005406,51507.8529,0.2784529106502
1663246800,2022-09-15 13:00:00,UTK/BTC,0.00000545,0.00000545,0.00000545,0.00000545,0,0
1663243200,2022-09-15 12:00:00,UTK/BTC,0.000005453,0.000005477,0.00000541,0.00000545,7802.5239,0.0425846737135
1663239600,2022-09-15 11:00:00,UTK/BTC,0.000005406,0.000005409,0.000005406,0.000005409,2740.0051,0.0148125193173
1663236000,2022-09-15 10:00:00,UTK/BTC,0.000005407,0.000005407,0.000005406,0.000005406,936.434,0.0050627146608
1663232400,2022-09-15 09:00:00,UTK/BTC,0.000005406,0.000005406,0.000005406,0.000005406,13.3211,0.0000720138666
1663228800,2022-09-15 08:00:00,UTK/BTC,0.000005444,0.000005444,0.000005406,0.00000543,8.6895,0.0000470543782
1663225200,2022-09-15 07:00:00,UTK/BTC,0.000005423,0.000005423,0.000005423,0.000005423,0,0
1663221600,2022-09-15 06:00:00,UTK/BTC,0.000005406,0.000005423,0.000005406,0.000005423,25257.0434,0.1365555724907
1663218000,2022-09-15 05:00:00,UTK/BTC,0.000005406,0.000005406,0.000005406,0.000005406,1996.809,0.010794749454
1663214400,2022-09-15 04:00:00,UTK/BTC,0.000005431,0.00000545,0.000005431,0.00000545,38.1568,0.0002072508627
1663210800,2022-09-15 03:00:00,UTK/BTC,0.000005406,0.000005406,0.000005406,0.000005406,35706.0437,0.1930268722422
1663207200,2022-09-15 02:00:00,UTK/BTC,0.00000544,0.00000544,0.000005406,0.00000542,40110.0329,0.2168447563435
1663203600,2022-09-15 01:00:00,UTK/BTC,0.000005433,0.000005433,0.00000543,0.00000543,56.3108,0.0003059043576
1663200000,2022-09-15 00:00:00,UTK/BTC,0.00000543,0.00000543,0.00000543,0.00000543,0,0
1663196400,2022-09-14 23:00:00,UTK/BTC,0.00000543,0.00000543,0.00000543,0.00000543,0,0
1663192800,2022-09-14 22:00:00,UTK/BTC,0.000005453,0.000005453,0.00000543,0.00000543,1681.8541,0.0091710524434
1663189200,2022-09-14 21:00:00,UTK/BTC,0.0000055,0.0000055,0.000005444,0.000005444,584.25,0.0031865507504
1663185600,2022-09-14 20:00:00,UTK/BTC,0.000005491,0.000005522,0.00000549,0.000005522,1061.7044,0.0058288571511
1663182000,2022-09-14 19:00:00,UTK/BTC,0.000005528,0.000005528,0.000005527,0.000005527,182.8767,0.0010109135236
1663178400,2022-09-14 18:00:00,UTK/BTC,0.00000549,0.00000557,0.00000549,0.00000557,3725.6304,0.0205697223633
1663174800,2022-09-14 17:00:00,UTK/BTC,0.000005532,0.000005532,0.000005527,0.000005527,930.706,0.005144035659
1663171200,2022-09-14 16:00:00,UTK/BTC,0.000005552,0.000005552,0.000005552,0.000005552,4035.3054,0.0224040155808
1663167600,2022-09-14 15:00:00,UTK/BTC,0.000005527,0.000005569,0.000005527,0.000005558,2049.4117,0.0113731509519
1663164000,2022-09-14 14:00:00,UTK/BTC,0.000005522,0.000005527,0.00000552,0.000005527,1221.6113,0.0067457892926
1663160400,2022-09-14 13:00:00,UTK/BTC,0.000005502,0.000005542,0.00000549,0.00000549,15564.8608,0.0857429096064
1663156800,2022-09-14 12:00:00,UTK/BTC,0.000005472,0.000005512,0.000005472,0.000005512,7418.5524,0.0407045676088
1663153200,2022-09-14 11:00:00,UTK/BTC,0.000005482,0.000005482,0.000005482,0.000005482,2440.8816,0.0133809129312
1663149600,2022-09-14 10:00:00,UTK/BTC,0.000005489,0.000005491,0.00000545,0.000005491,3119.9215,0.0170865541461
1663146000,2022-09-14 09:00:00,UTK/BTC,0.000005482,0.000005482,0.00000545,0.00000545,4493.9768,0.0246352850256
1663142400,2022-09-14 08:00:00,UTK/BTC,0.000005472,0.000005472,0.000005453,0.000005453,987.9089,0.0053873579324
1663138800,2022-09-14 07:00:00,UTK/BTC,0.00000549,0.000005509,0.000005482,0.000005482,5533.4031,0.0304385570774
1663135200,2022-09-14 06:00:00,UTK/BTC,0.00000549,0.00000549,0.000005438,0.00000549,2995.5069,0.0163885301274
1663131600,2022-09-14 05:00:00,UTK/BTC,0.000005463,0.000005463,0.000005463,0.000005463,555.8648,0.0030366894024
1663128000,2022-09-14 04:00:00,UTK/BTC,0.000005434,0.000005434,0.000005434,0.000005434,0,0
1663124400,2022-09-14 03:00:00,UTK/BTC,0.000005434,0.000005434,0.000005434,0.000005434,1.2448,0.0000067642432
1663120800,2022-09-14 02:00:00,UTK/BTC,0.00000547,0.00000547,0.000005416,0.000005416,2.5035,0.0000136321206
1663117200,2022-09-14 01:00:00,UTK/BTC,0.00000545,0.000005484,0.000005423,0.000005482,4667.0655,0.0254393048529
1663113600,2022-09-14 00:00:00,UTK/BTC,0.00000545,0.00000545,0.00000545,0.00000545,0,0
1663110000,2022-09-13 23:00:00,UTK/BTC,0.000005472,0.000005472,0.00000545,0.00000545,169.2608,0.0009255365069
1663106400,2022-09-13 22:00:00,UTK/BTC,0.00000549,0.00000552,0.000005488,0.000005488,3292.6946,0.018094856003
1663102800,2022-09-13 21:00:00,UTK/BTC,0.000005488,0.000005542,0.000005473,0.000005542,3290.4314,0.0181477242461
1663099200,2022-09-13 20:00:00,UTK/BTC,0.000005473,0.000005473,0.000005472,0.000005472,5093.499,0.027871720027
1663095600,2022-09-13 19:00:00,UTK/BTC,0.000005453,0.000005453,0.000005443,0.000005443,818.9563,0.0044578678809
1663092000,2022-09-13 18:00:00,UTK/BTC,0.000005393,0.00000543,0.000005363,0.00000543,8955.6057,0.0481928941251
1663088400,2022-09-13 17:00:00,UTK/BTC,0.000005353,0.00000541,0.000005353,0.000005383,1991.4873,0.010722194827
1663084800,2022-09-13 16:00:00,UTK/BTC,0.000005342,0.00000541,0.000005274,0.000005353,35846.2446,0.1906749387402
1663081200,2022-09-13 15:00:00,UTK/BTC,0.000005313,0.000005341,0.000005231,0.000005293,261576.6163,1.3788711037659
1663077600,2022-09-13 14:00:00,UTK/BTC,0.000005294,0.000005321,0.000005262,0.000005293,22149.9316,0.1170794873784
1663074000,2022-09-13 13:00:00,UTK/BTC,0.000005268,0.000005317,0.000005267,0.0000053,360.9567,0.0019163539448
1663070400,2022-09-13 12:00:00,UTK/BTC,0.000005308,0.00000537,0.0000052,0.0000052,11416.2697,0.0596921317553
1663066800,2022-09-13 11:00:00,UTK/BTC,0.000005328,0.000005328,0.000005267,0.000005268,1635.8929,0.0086627414854
1663063200,2022-09-13 10:00:00,UTK/BTC,0.000005269,0.000005317,0.00000526,0.000005317,13986.1647,0.0738363776077
1663059600,2022-09-13 09:00:00,UTK/BTC,0.000005359,0.000005359,0.000005305,0.000005341,195.6829,0.0010444116969
1663056000,2022-09-13 08:00:00,UTK/BTC,0.000005334,0.000005334,0.000005334,0.000005334,1.3243,0.0000070638162
1663052400,2022-09-13 07:00:00,UTK/BTC,0.000005321,0.000005342,0.000005321,0.000005342,30.7675,0.0001642972055
1663048800,2022-09-13 06:00:00,UTK/BTC,0.000005305,0.000005342,0.000005295,0.000005295,112.906,0.000598177522
1663045200,2022-09-13 05:00:00,UTK/BTC,0.00000532,0.00000532,0.00000532,0.00000532,1700,0.009044
1663041600,2022-09-13 04:00:00,UTK/BTC,0.000005335,0.000005335,0.000005335,0.000005335,0,0
1663038000,2022-09-13 03:00:00,UTK/BTC,0.000005323,0.000005335,0.000005322,0.000005335,110.6416,0.0005900595651
1663034400,2022-09-13 02:00:00,UTK/BTC,0.00000537,0.00000537,0.00000537,0.00000537,1.5826,0.000008498562
1663030800,2022-09-13 01:00:00,UTK/BTC,0.000005334,0.000005401,0.000005334,0.000005377,12636.8739,0.0678543092686
1663027200,2022-09-13 00:00:00,UTK/BTC,0.000005345,0.000005345,0.000005345,0.000005345,2.9895,0.0000159788775
