https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BVOL,Volume USDT
1652832000000.0,2022-05-18 00:00:00,BVOL/USDT,544.3,544.7,541.95,544.35,0.0,0.0
1652828400000.0,2022-05-17 23:00:00,BVOL/USDT,559.15,561.2,543.25,544.3,0.04193884806173066,22.827315
1652824800000.0,2022-05-17 22:00:00,BVOL/USDT,559.15,559.15,559.15,559.15,0.0,0.0
1652821200000.0,2022-05-17 21:00:00,BVOL/USDT,559.15,559.15,559.15,559.15,0.0,0.0
1652817600000.0,2022-05-17 20:00:00,BVOL/USDT,561.65,561.65,559.15,559.15,0.002900214611463829,1.621655
1652814000000.0,2022-05-17 19:00:00,BVOL/USDT,566.85,566.85,556.3,561.65,0.3817970978367311,214.43634
1652810400000.0,2022-05-17 18:00:00,BVOL/USDT,561.7,566.85,561.7,566.85,0.440781767663403,249.857145
1652806800000.0,2022-05-17 17:00:00,BVOL/USDT,555.3,563.55,555.3,561.7,0.023174078689692006,13.01688
1652803200000.0,2022-05-17 16:00:00,BVOL/USDT,562.15,562.15,555.3,555.3,0.0027003691698181164,1.499515
1652799600000.0,2022-05-17 15:00:00,BVOL/USDT,553.75,562.15,552.65,562.15,0.0004,0.22486
1652796000000.0,2022-05-17 14:00:00,BVOL/USDT,552.65,553.8,552.65,553.75,0.0,0.0
1652792400000.0,2022-05-17 13:00:00,BVOL/USDT,552.65,553.15,552.65,552.65,0.0,0.0
1652788800000.0,2022-05-17 12:00:00,BVOL/USDT,562.2,562.2,552.65,552.65,0.005701176151271149,3.150755
1652785200000.0,2022-05-17 11:00:00,BVOL/USDT,562.15,564.6,562.15,562.2,0.007900160085378867,4.44147
1652781600000.0,2022-05-17 10:00:00,BVOL/USDT,564.3,564.6,561.6,562.15,0.0,0.0
1652778000000.0,2022-05-17 09:00:00,BVOL/USDT,566.8,571.3,564.3,564.3,0.0007003721424774057,0.39522
1652774400000.0,2022-05-17 08:00:00,BVOL/USDT,571.45,575.45,566.7,566.8,0.0014114855328158083,0.80003
1652770800000.0,2022-05-17 07:00:00,BVOL/USDT,571.65,575.45,571.05,571.45,0.00010069997375098432,0.057545
1652767200000.0,2022-05-17 06:00:00,BVOL/USDT,572.35,579.5,556.8,571.65,0.19712117554447653,112.68432
1652763600000.0,2022-05-17 05:00:00,BVOL/USDT,573.1,579.9,572.25,572.35,0.0,0.0
1652760000000.0,2022-05-17 04:00:00,BVOL/USDT,574.15,579.9,572.9,573.1,0.0,0.0
1652756400000.0,2022-05-17 03:00:00,BVOL/USDT,576.05,579.9,573.7,574.15,0.0018180266480884786,1.04382
1652752800000.0,2022-05-17 02:00:00,BVOL/USDT,576.15,576.15,575.9,576.05,0.0,0.0
1652749200000.0,2022-05-17 01:00:00,BVOL/USDT,576.1,579.9,575.8,576.15,0.0001,0.057615
1652745600000.0,2022-05-17 00:00:00,BVOL/USDT,574.65,579.9,574.6,576.1,0.0030197882312098592,1.7397
1652742000000.0,2022-05-16 23:00:00,BVOL/USDT,574.15,577.1,574.05,574.65,0.0,0.0
1652738400000.0,2022-05-16 22:00:00,BVOL/USDT,575.05,577.1,573.85,574.15,0.0,0.0
1652734800000.0,2022-05-16 21:00:00,BVOL/USDT,577.1,577.1,573.8,575.05,0.017462029388748804,10.04154
1652731200000.0,2022-05-16 20:00:00,BVOL/USDT,571.75,580.9,571.75,577.1,1.0877164356264077,627.721155
1652727600000.0,2022-05-16 19:00:00,BVOL/USDT,571.75,571.75,571.75,571.75,0.0,0.0
1652724000000.0,2022-05-16 18:00:00,BVOL/USDT,571.75,571.75,571.75,571.75,0.0,0.0
1652720400000.0,2022-05-16 17:00:00,BVOL/USDT,572.3,572.3,565.6,571.75,0.0348,19.8969
1652716800000.0,2022-05-16 16:00:00,BVOL/USDT,565.6,573.1,565.6,572.3,0.0,0.0
1652713200000.0,2022-05-16 15:00:00,BVOL/USDT,565.6,565.6,565.6,565.6,0.0,0.0
1652709600000.0,2022-05-16 14:00:00,BVOL/USDT,565.6,565.6,565.6,565.6,0.0,0.0
1652706000000.0,2022-05-16 13:00:00,BVOL/USDT,565.6,565.6,565.55,565.6,0.0,0.0
1652702400000.0,2022-05-16 12:00:00,BVOL/USDT,557.7,565.6,546.45,565.6,9.999999999999999e-05,0.05656
1652698800000.0,2022-05-16 11:00:00,BVOL/USDT,555.95,557.7,548.9,557.7,0.0,0.0
1652695200000.0,2022-05-16 10:00:00,BVOL/USDT,553.6,557.1,548.95,555.95,0.0,0.0
1652691600000.0,2022-05-16 09:00:00,BVOL/USDT,554.05,554.05,548.7,553.6,0.0,0.0
