https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AXS3L,Volume USDT
1663459200,2022-09-18 00:00:00,AXS3L/USDT,0.001108,0.001118,0.001099,0.001103,60887.6238,67.7851935793
1663372800,2022-09-17 00:00:00,AXS3L/USDT,0.001034,0.001126,0.001026,0.001119,17572055.4867,18971.7288652147
1663286400,2022-09-16 00:00:00,AXS3L/USDT,0.000996,0.001043,0.000934,0.001029,10048951.3123,10044.292300159
1663200000,2022-09-15 00:00:00,AXS3L/USDT,0.00114,0.00115,0.000944,0.000969,27620883.9579,28776.8643509887
1663113600,2022-09-14 00:00:00,AXS3L/USDT,0.001091,0.001169,0.001018,0.001137,33419697.8293,37257.3095449489
1663027200,2022-09-13 00:00:00,AXS3L/USDT,0.001383,0.001474,0.00105,0.001099,32913298.34057641,41122.27407884017812
1662940800,2022-09-12 00:00:00,AXS3L/USDT,0.001476,0.001649,0.001368,0.001381,19894926.863,29534.5475807323
1662854400,2022-09-11 00:00:00,AXS3L/USDT,0.001569,0.001573,0.00136,0.00149,14691138.499,21740.1445451349
1662768000,2022-09-10 00:00:00,AXS3L/USDT,0.001543,0.001598,0.001423,0.001571,42663525.9532,65309.5977322147
1662681600,2022-09-09 00:00:00,AXS3L/USDT,0.001293,0.001681,0.001289,0.001546,41531017.6111,61089.7461574386
1662595200,2022-09-08 00:00:00,AXS3L/USDT,0.001206,0.001377,0.001156,0.001291,27997325.497,36329.8075452782
1662508800,2022-09-07 00:00:00,AXS3L/USDT,0.001132,0.001253,0.001051,0.001197,56763998.1703,63641.2924061232
1662422400,2022-09-06 00:00:00,AXS3L/USDT,0.001481,0.001554,0.0011,0.001104,38725078.5034,50737.4800926248
1662336000,2022-09-05 00:00:00,AXS3L/USDT,0.001569,0.001613,0.001338,0.001496,28544877.8273,41420.9884966389
1662249600,2022-09-04 00:00:00,AXS3L/USDT,0.001775,0.001838,0.001494,0.001542,41641798.824,65017.1777160466
1662163200,2022-09-03 00:00:00,AXS3L/USDT,0.001424,0.001832,0.001423,0.001763,34003999.9578,57655.2292293022
1662076800,2022-09-02 00:00:00,AXS3L/USDT,0.001395,0.001538,0.001333,0.001414,33325836.8433,47154.9587456633
1661990400,2022-09-01 00:00:00,AXS3L/USDT,0.001429,0.001467,0.001268,0.001403,32339146.0912,44293.6364785416
1661904000,2022-08-31 00:00:00,AXS3L/USDT,0.001362,0.001589,0.001352,0.001445,46867282.38936858,69520.20732855304058
1661817600,2022-08-30 00:00:00,AXS3L/USDT,0.00132,0.00141,0.001123,0.001338,46355827.88761878,60213.77532576378413
1661731200,2022-08-29 00:00:00,AXS3L/USDT,0.001174,0.001356,0.001122,0.001334,22210335.96285365,27214.34103005632103
1661644800,2022-08-28 00:00:00,AXS3L/USDT,0.001329,0.001403,0.001155,0.001155,18523147.08885423,24623.76426618078417
1661558400,2022-08-27 00:00:00,AXS3L/USDT,0.001204,0.001391,0.001131,0.001334,27809679.01907821,35492.45347753642302
1661472000,2022-08-26 00:00:00,AXS3L/USDT,0.001686,0.001743,0.001142,0.001211,32024574.37120938,47267.94061756979242
1661385600,2022-08-25 00:00:00,AXS3L/USDT,0.001652,0.001778,0.00159,0.001686,19674427.1965061,33451.1309237476946
1661299200,2022-08-24 00:00:00,AXS3L/USDT,0.001695,0.001793,0.001525,0.001646,30283446.20532177,50053.94307993866073
1661212800,2022-08-23 00:00:00,AXS3L/USDT,0.001539,0.00175,0.001372,0.001679,18452226.84382979,29672.9208419880809
1661126400,2022-08-22 00:00:00,AXS3L/USDT,0.001595,0.001603,0.001293,0.001541,16052821.13153289,23184.93302415368309
1661040000,2022-08-21 00:00:00,AXS3L/USDT,0.001518,0.001666,0.001446,0.00161,10828753.35242383,16958.86515640923357
1660953600,2022-08-20 00:00:00,AXS3L/USDT,0.001522,0.001687,0.00137,0.001499,22090101.17659687,35152.37508408565593
1660867200,2022-08-19 00:00:00,AXS3L/USDT,0.002298,0.002301,0.001481,0.001543,53145789.33012365,95482.45515814506259
1660780800,2022-08-18 00:00:00,AXS3L/USDT,0.002716,0.002855,0.002266,0.002305,14949963.41604616,38533.61309133344481
1660694400,2022-08-17 00:00:00,AXS3L/USDT,0.003251,0.003453,0.002597,0.002709,20627481.48553622,61295.97887557433396
1660608000,2022-08-16 00:00:00,AXS3L/USDT,0.003318,0.003537,0.003116,0.003236,19418524.48135169,63601.07017682219634
1660521600,2022-08-15 00:00:00,AXS3L/USDT,0.003558,0.003877,0.003197,0.003318,19033759.8666034,65809.06770158511936
1660435200,2022-08-14 00:00:00,AXS3L/USDT,0.00397,0.004304,0.003392,0.003557,21697522.53673099,85497.15005254144895
1660348800,2022-08-13 00:00:00,AXS3L/USDT,0.003649,0.004389,0.003576,0.003992,28989647.32133581,117674.07416726673624
1660262400,2022-08-12 00:00:00,AXS3L/USDT,0.003498,0.003683,0.00323,0.003654,20025727.9590344,69678.849450522498
1660176000,2022-08-11 00:00:00,AXS3L/USDT,0.003547,0.003861,0.003419,0.003515,16755924.92069188,60665.82576633216442
1660089600,2022-08-10 00:00:00,AXS3L/USDT,0.003056,0.003605,0.002807,0.003547,27812449.54467132,92574.43453962809747
1660003200,2022-08-09 00:00:00,AXS3L/USDT,0.003665,0.003705,0.002877,0.003061,20662878.75083174,67205.17724008750484
1659916800,2022-08-08 00:00:00,AXS3L/USDT,0.003528,0.004029,0.003519,0.00366,19384246.86753131,73065.63902156119977
1659830400,2022-08-07 00:00:00,AXS3L/USDT,0.003245,0.003816,0.003154,0.003537,24694504.2838432,86546.19073493223168
1659744000,2022-08-06 00:00:00,AXS3L/USDT,0.003525,0.003535,0.003204,0.003274,13817346.5732587,46391.03144070878144
1659657600,2022-08-05 00:00:00,AXS3L/USDT,0.003135,0.003604,0.00307,0.003535,20174588.50203399,66853.48666784187249
1659571200,2022-08-04 00:00:00,AXS3L/USDT,0.002872,0.003399,0.002835,0.003136,22993453.23498406,69680.35747639544413
1659484800,2022-08-03 00:00:00,AXS3L/USDT,0.002916,0.003271,0.002561,0.002888,70698958.2761071,208497.67570874243549
1659398400,2022-08-02 00:00:00,AXS3L/USDT,0.00317,0.003235,0.00249,0.002914,78938848.19595228,226315.3751660346582
1659312000,2022-08-01 00:00:00,AXS3L/USDT,0.003263,0.00347,0.002895,0.003168,47894235.7162918,150317.21502956255828
1659225600,2022-07-31 00:00:00,AXS3L/USDT,0.003855,0.003947,0.003235,0.003263,37070319.04631491,135113.71096622719226
1659139200,2022-07-30 00:00:00,AXS3L/USDT,0.003351,0.004586,0.003327,0.003854,90137173.4327847,361380.15915791047863
1659052800,2022-07-29 00:00:00,AXS3L/USDT,0.002771,0.003929,0.002754,0.003326,122982958.30055796,417344.97627584296014
1658966400,2022-07-28 00:00:00,AXS3L/USDT,0.002592,0.002941,0.002266,0.002777,69362064.41758256,181704.25956720723668
1658880000,2022-07-27 00:00:00,AXS3L/USDT,0.001961,0.002673,0.001792,0.002585,76523452.20676301,164544.3459199224617
1658793600,2022-07-26 00:00:00,AXS3L/USDT,0.001999,0.002077,0.00168,0.001955,70236574.43823672,131583.04827310083433
1658707200,2022-07-25 00:00:00,AXS3L/USDT,0.002965,0.003371,0.001972,0.002013,167072255.79416071,411484.14168127054858
1658620800,2022-07-24 00:00:00,AXS3L/USDT,0.003556,0.003916,0.002869,0.002965,114311510.76491849,368511.14898527110702
1658534400,2022-07-23 00:00:00,AXS3L/USDT,0.002288,0.003643,0.002207,0.003547,158530348.91121143,471464.77427261525414
1658448000,2022-07-22 00:00:00,AXS3L/USDT,0.00245,0.002782,0.002144,0.002302,103666284.53529134,261286.7281041841881
1658361600,2022-07-21 00:00:00,AXS3L/USDT,0.002356,0.002549,0.002026,0.00246,102568459.82188018,237497.50103228276445
1658275200,2022-07-20 00:00:00,AXS3L/USDT,0.003008,0.003399,0.002221,0.002346,105551525.01699701,298788.51896536991996
1658188800,2022-07-19 00:00:00,AXS3L/USDT,0.002757,0.003397,0.002489,0.003026,83507397.23670231,249259.78050180089531
1658102400,2022-07-18 00:00:00,AXS3L/USDT,0.002007,0.002816,0.001945,0.002767,66174713.23543401,161174.16213191052963
1658016000,2022-07-17 00:00:00,AXS3L/USDT,0.001931,0.002224,0.001833,0.001999,87436061.92907943,175953.08142491480376
1657929600,2022-07-16 00:00:00,AXS3L/USDT,0.001764,0.001961,0.001623,0.001922,46497396.88681428,84806.22050041549327
