https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUKU,Volume USDT
1663459200,2022-09-18 00:00:00,SUKU/USDT,0.08126,0.08127,0.08126,0.08127,143.5885,11.669424768
1663372800,2022-09-17 00:00:00,SUKU/USDT,0.08154,0.08322,0.0793,0.08127,329462.6459,26589.262608618
1663286400,2022-09-16 00:00:00,SUKU/USDT,0.08062,0.08377,0.07953,0.08144,210033.2987,17061.073880007
1663200000,2022-09-15 00:00:00,SUKU/USDT,0.08083,0.08126,0.07882,0.08055,177103.7237,14133.857660098
1663113600,2022-09-14 00:00:00,SUKU/USDT,0.07987,0.0833,0.07876,0.0808,220475.6101,17785.683089519
1663027200,2022-09-13 00:00:00,SUKU/USDT,0.08613,0.08772,0.07953,0.08038,233953.2993,19806.514892728
1662940800,2022-09-12 00:00:00,SUKU/USDT,0.08713,0.08956,0.08433,0.0865,478990.0664,41809.112843804
1662854400,2022-09-11 00:00:00,SUKU/USDT,0.08964,0.09,0.0864,0.08738,2309172.2222,202816.733785602
1662768000,2022-09-10 00:00:00,SUKU/USDT,0.08861,0.0928,0.08568,0.0896,2469469.7724,217383.43035045
1662681600,2022-09-09 00:00:00,SUKU/USDT,0.08163,0.09332,0.08149,0.08878,2886613.0586,246542.919517784
1662595200,2022-09-08 00:00:00,SUKU/USDT,0.08431,0.08469,0.0811,0.08161,2607401.4833,213792.407888434
1662508800,2022-09-07 00:00:00,SUKU/USDT,0.08028,0.08913,0.07954,0.08413,2847178.5745,233630.421916768
1662422400,2022-09-06 00:00:00,SUKU/USDT,0.088,0.08937,0.07982,0.08043,2569226.4164,215696.950154677
1662336000,2022-09-05 00:00:00,SUKU/USDT,0.08393,0.09724,0.0827,0.08805,3907992.29356286,342801.3682214377644
1662249600,2022-09-04 00:00:00,SUKU/USDT,0.08022,0.09158,0.07954,0.08385,2802760.5879,229558.641767533
1662163200,2022-09-03 00:00:00,SUKU/USDT,0.08232,0.08284,0.07938,0.08004,2498851.7356,202170.151916012
1662076800,2022-09-02 00:00:00,SUKU/USDT,0.08158,0.08494,0.07955,0.08222,2535576.4289,207678.873728923
1661990400,2022-09-01 00:00:00,SUKU/USDT,0.08421,0.08599,0.07951,0.08171,2727618.8696,225584.205090963
1661904000,2022-08-31 00:00:00,SUKU/USDT,0.08907,0.0908,0.0835,0.08398,1550828.68269123,134415.3348327143834
1661817600,2022-08-30 00:00:00,SUKU/USDT,0.09034,0.10123,0.08526,0.08891,3235772.48902747,296510.8970116127611
1661731200,2022-08-29 00:00:00,SUKU/USDT,0.09414,0.11786,0.08795,0.09051,5746520.36850475,570278.6289375514784
1661644800,2022-08-28 00:00:00,SUKU/USDT,0.07545,0.11837,0.07545,0.09401,8508691.66294272,837944.9478753504983
1661558400,2022-08-27 00:00:00,SUKU/USDT,0.07647,0.0797,0.07393,0.0755,2914265.5898,220018.987770808
1661472000,2022-08-26 00:00:00,SUKU/USDT,0.08035,0.08185,0.07601,0.07649,2701072.13726511,213300.8403249384507
1661385600,2022-08-25 00:00:00,SUKU/USDT,0.0823,0.08308,0.07895,0.08028,2553485.62270701,207048.3594397414116
1661299200,2022-08-24 00:00:00,SUKU/USDT,0.08143,0.08376,0.08003,0.08217,2486041.5014202,202912.9937872621024
1661212800,2022-08-23 00:00:00,SUKU/USDT,0.08021,0.08288,0.08001,0.08143,2931235.92078952,237492.6982926726264
1661126400,2022-08-22 00:00:00,SUKU/USDT,0.08211,0.08932,0.07814,0.08009,3215298.00546537,260459.2353358619773
1661040000,2022-08-21 00:00:00,SUKU/USDT,0.07795,0.08413,0.07795,0.08219,677364.81222585,54955.5478036600968
1660953600,2022-08-20 00:00:00,SUKU/USDT,0.08186,0.08559,0.07648,0.07796,2508098.42060285,203638.8766961082853
1660867200,2022-08-19 00:00:00,SUKU/USDT,0.09259,0.09318,0.08171,0.08204,2692889.65706608,230237.6967292511833
1660780800,2022-08-18 00:00:00,SUKU/USDT,0.09684,0.09736,0.09187,0.09268,2219507.45732383,210543.1315991267298
1660694400,2022-08-17 00:00:00,SUKU/USDT,0.10083,0.10211,0.09631,0.09711,2789009.46437253,275008.2217234228869
1660608000,2022-08-16 00:00:00,SUKU/USDT,0.10059,0.10708,0.09992,0.10132,640577.01898687,64593.4190211247484
1660521600,2022-08-15 00:00:00,SUKU/USDT,0.106,0.10684,0.0997,0.0997,163909.93813002,16942.3124627313378
1660435200,2022-08-14 00:00:00,SUKU/USDT,0.10689,0.11016,0.10369,0.10549,128025.11162127,13727.0612180242965
1660348800,2022-08-13 00:00:00,SUKU/USDT,0.10732,0.11007,0.10615,0.10695,158519.90717107,17175.2176344693005
1660262400,2022-08-12 00:00:00,SUKU/USDT,0.10595,0.11,0.105,0.10737,192391.19890833,20597.0675176096298
1660176000,2022-08-11 00:00:00,SUKU/USDT,0.107,0.11068,0.10362,0.10539,1523902.01264522,163699.7380268660321
1660089600,2022-08-10 00:00:00,SUKU/USDT,0.1018,0.11046,0.10018,0.10699,1998637.8204597,207159.0706414677434
1660003200,2022-08-09 00:00:00,SUKU/USDT,0.10452,0.10666,0.10018,0.10183,2210892.34529547,229051.7510382307217
1659916800,2022-08-08 00:00:00,SUKU/USDT,0.1004,0.11319,0.09892,0.10455,2115196.51695274,221130.2626505508271
1659830400,2022-08-07 00:00:00,SUKU/USDT,0.10309,0.10802,0.099,0.10059,905875.54930586,93195.1533018160556
1659744000,2022-08-06 00:00:00,SUKU/USDT,0.10096,0.10508,0.09865,0.10326,1685007.80446935,168679.6688250154833
1659657600,2022-08-05 00:00:00,SUKU/USDT,0.09827,0.1021,0.09746,0.10116,1220346.86002338,120945.2142888074138
1659571200,2022-08-04 00:00:00,SUKU/USDT,0.09745,0.09981,0.09624,0.09827,2054807.03298264,202007.340103468896
1659484800,2022-08-03 00:00:00,SUKU/USDT,0.09693,0.10617,0.09674,0.09737,2327744.73994405,231409.0119975799976
1659398400,2022-08-02 00:00:00,SUKU/USDT,0.09545,0.12054,0.09401,0.09705,4109373.47155824,425015.0662952056983
1659312000,2022-08-01 00:00:00,SUKU/USDT,0.09475,0.09887,0.09429,0.09534,2514094.36705963,242266.7386694434733
1659225600,2022-07-31 00:00:00,SUKU/USDT,0.09461,0.102,0.09431,0.09477,2294692.54969524,223706.086108140057
1659139200,2022-07-30 00:00:00,SUKU/USDT,0.09878,0.10324,0.09412,0.09465,2339029.14714337,233316.6407447079567
1659052800,2022-07-29 00:00:00,SUKU/USDT,0.0957,0.09993,0.09402,0.09888,2327696.08715918,224878.2347196817084
1658966400,2022-07-28 00:00:00,SUKU/USDT,0.0939,0.09914,0.08782,0.09584,3039906.64156098,285789.987304103857
1658880000,2022-07-27 00:00:00,SUKU/USDT,0.09067,0.1032,0.08984,0.09384,2758778.75622497,257960.7289404738609
1658793600,2022-07-26 00:00:00,SUKU/USDT,0.09119,0.09718,0.0877,0.09054,872629.4672742,79740.5735917413827
1658707200,2022-07-25 00:00:00,SUKU/USDT,0.09694,0.09721,0.08972,0.091,2747602.04951923,256639.965759258463
1658620800,2022-07-24 00:00:00,SUKU/USDT,0.10869,0.112,0.09533,0.09708,3578233.98065088,363246.9841440100327
1658534400,2022-07-23 00:00:00,SUKU/USDT,0.09292,0.1095,0.09153,0.10866,3603741.28408767,350690.739712025325
1658448000,2022-07-22 00:00:00,SUKU/USDT,0.09761,0.09822,0.09216,0.09317,2569693.04411774,246837.976353921178
1658361600,2022-07-21 00:00:00,SUKU/USDT,0.09923,0.10002,0.09306,0.09727,2837777.84616799,271965.5851685824005
1658275200,2022-07-20 00:00:00,SUKU/USDT,0.10102,0.10793,0.098,0.09922,2727796.55465756,278906.9512081229186
1658188800,2022-07-19 00:00:00,SUKU/USDT,0.10542,0.12794,0.10072,0.10121,4723949.2054786,515087.6961504223879
1658102400,2022-07-18 00:00:00,SUKU/USDT,0.08972,0.122,0.087,0.10524,2250011.4000051,229614.8357044532346
1658016000,2022-07-17 00:00:00,SUKU/USDT,0.08945,0.09167,0.088,0.0894,364832.42303479,32797.8404845548265
1657929600,2022-07-16 00:00:00,SUKU/USDT,0.09149,0.0932,0.08945,0.08946,2665978.50694292,242652.074798649013
1657843200,2022-07-15 00:00:00,SUKU/USDT,0.08789,0.09888,0.0865,0.09136,2244474.50130336,208602.0870148536939
1657756800,2022-07-14 00:00:00,SUKU/USDT,0.08596,0.08818,0.08265,0.08677,149482.24778158,12835.3654393570735
