https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DMTR,Volume USDT
1663459200,2022-09-18 00:00:00,DMTR/USDT,0.01264,0.0128,0.01263,0.01273,939156.6594,11948.890303687
1663372800,2022-09-17 00:00:00,DMTR/USDT,0.01268,0.01317,0.01247,0.01265,27065257.4637,343565.205032261
1663286400,2022-09-16 00:00:00,DMTR/USDT,0.0132,0.01386,0.01237,0.01268,26571098.2711,349088.205818807
1663200000,2022-09-15 00:00:00,DMTR/USDT,0.01351,0.0237,0.01301,0.0132,44050739.45088456,660803.0639552011844
1663113600,2022-09-14 00:00:00,DMTR/USDT,0.01385,0.0141,0.0132,0.01352,26344902.5731,360637.708770319
1663027200,2022-09-13 00:00:00,DMTR/USDT,0.01515,0.01517,0.0135,0.01385,22087385.6565,319454.992990176
1662940800,2022-09-12 00:00:00,DMTR/USDT,0.01543,0.01578,0.01503,0.01514,24632920.894,378756.159060795
1662854400,2022-09-11 00:00:00,DMTR/USDT,0.01579,0.01628,0.01526,0.01545,22930720.0801,359428.845880171
1662768000,2022-09-10 00:00:00,DMTR/USDT,0.01645,0.01755,0.01552,0.0158,24370503.805,394207.027061679
1662681600,2022-09-09 00:00:00,DMTR/USDT,0.01493,0.0179,0.01491,0.01645,25195993.4751,402683.48655221
1662595200,2022-09-08 00:00:00,DMTR/USDT,0.01535,0.01546,0.01483,0.01493,23509063.864,356558.870108468
1662508800,2022-09-07 00:00:00,DMTR/USDT,0.01553,0.01598,0.01449,0.01537,25135009.7412,385094.399599765
1662422400,2022-09-06 00:00:00,DMTR/USDT,0.0171,0.01718,0.01525,0.01552,18324249.4102,300307.667306354
1662336000,2022-09-05 00:00:00,DMTR/USDT,0.01682,0.01875,0.0164,0.01711,14950585.5349,261166.898773181
1662249600,2022-09-04 00:00:00,DMTR/USDT,0.01619,0.02036,0.0159,0.01694,18415351.06639935,314852.029487063754
1662163200,2022-09-03 00:00:00,DMTR/USDT,0.01587,0.01911,0.01561,0.01621,24574022.559851,402267.9499106741304
1662076800,2022-09-02 00:00:00,DMTR/USDT,0.01605,0.01607,0.01524,0.01587,20423629.37773761,320158.1179018061764
1661990400,2022-09-01 00:00:00,DMTR/USDT,0.01707,0.01708,0.01579,0.01605,20761057.0039,334531.019744512
1661904000,2022-08-31 00:00:00,DMTR/USDT,0.01688,0.01747,0.01676,0.01707,12797300.37618216,218488.744011300226
1661817600,2022-08-30 00:00:00,DMTR/USDT,0.01734,0.0186,0.01682,0.01688,21175280.76645991,363891.3079003745453
1661731200,2022-08-29 00:00:00,DMTR/USDT,0.01719,0.01752,0.01623,0.01733,23130575.24672362,390561.0793544029697
1661644800,2022-08-28 00:00:00,DMTR/USDT,0.01762,0.021,0.01705,0.01719,19323685.19559165,346071.5309200622848
1661558400,2022-08-27 00:00:00,DMTR/USDT,0.01794,0.01794,0.01702,0.01757,14463285.04575957,252840.5557706082569
1661472000,2022-08-26 00:00:00,DMTR/USDT,0.01959,0.01964,0.01724,0.01794,17661565.60016626,325144.4766087047416
1661385600,2022-08-25 00:00:00,DMTR/USDT,0.02022,0.02129,0.01912,0.01959,15346952.63718396,310516.2031396766104
1661299200,2022-08-24 00:00:00,DMTR/USDT,0.02114,0.02147,0.01971,0.02022,15722319.86835951,324606.582912318901
1661212800,2022-08-23 00:00:00,DMTR/USDT,0.0222,0.02249,0.02085,0.02115,15756211.72197572,341241.0524718054525
1661126400,2022-08-22 00:00:00,DMTR/USDT,0.02166,0.02457,0.0213,0.02219,15736299.5852333,350932.1298221625951
1661040000,2022-08-21 00:00:00,DMTR/USDT,0.02101,0.02293,0.021,0.0217,14522348.83588224,320571.4218226391539
1660953600,2022-08-20 00:00:00,DMTR/USDT,0.02448,0.02476,0.02076,0.02101,18665245.57515008,423886.5940851682667
1660867200,2022-08-19 00:00:00,DMTR/USDT,0.03006,0.03075,0.024,0.02446,17266238.49915363,462058.0872025046368
1660780800,2022-08-18 00:00:00,DMTR/USDT,0.02976,0.03348,0.02848,0.03036,16435347.83049186,504862.8014785688213
1660694400,2022-08-17 00:00:00,DMTR/USDT,0.02778,0.03231,0.02715,0.02976,15776144.3251957,449960.3401949916848
1660608000,2022-08-16 00:00:00,DMTR/USDT,0.0276,0.02928,0.02744,0.02777,8323511.09999729,232683.6267864784222
1660521600,2022-08-15 00:00:00,DMTR/USDT,0.02914,0.036,0.02738,0.0276,16453400.7077483,492993.7007480410086
1660435200,2022-08-14 00:00:00,DMTR/USDT,0.02849,0.0306,0.02611,0.02917,15781518.73143842,443349.2262438874549
1660348800,2022-08-13 00:00:00,DMTR/USDT,0.02832,0.03048,0.02815,0.02848,7724113.45725312,222583.9390611716903
1660262400,2022-08-12 00:00:00,DMTR/USDT,0.02991,0.03037,0.028,0.02833,12356446.65360097,357616.3425248590608
1660176000,2022-08-11 00:00:00,DMTR/USDT,0.03026,0.03273,0.0295,0.02989,10856646.00429478,330606.8412646595029
1660089600,2022-08-10 00:00:00,DMTR/USDT,0.02841,0.03306,0.02718,0.03025,8330361.24671606,244822.5091988177104
1660003200,2022-08-09 00:00:00,DMTR/USDT,0.0294,0.0313,0.027,0.02841,11405291.37421724,327519.5385288718789
1659916800,2022-08-08 00:00:00,DMTR/USDT,0.03215,0.03387,0.028,0.02934,16406556.14121903,492554.1693180772596
1659830400,2022-08-07 00:00:00,DMTR/USDT,0.02766,0.04,0.02703,0.03209,24002562.29106678,735883.0892749488994
1659744000,2022-08-06 00:00:00,DMTR/USDT,0.02894,0.02979,0.02667,0.02764,18706629.74534704,528504.9785168737193
1659657600,2022-08-05 00:00:00,DMTR/USDT,0.02925,0.03012,0.028,0.02896,18055292.42493479,526905.7841408754094
1659571200,2022-08-04 00:00:00,DMTR/USDT,0.03039,0.03141,0.02801,0.02915,19057434.76582863,566544.5945138143722
1659484800,2022-08-03 00:00:00,DMTR/USDT,0.02826,0.04,0.02718,0.03045,25360391.87484899,796866.6216578339357
1659398400,2022-08-02 00:00:00,DMTR/USDT,0.02848,0.02935,0.0265,0.02824,19110695.30619943,531587.412252037174
1659312000,2022-08-01 00:00:00,DMTR/USDT,0.02894,0.0308,0.0274,0.02843,18412992.22972254,524238.6356586200259
1659225600,2022-07-31 00:00:00,DMTR/USDT,0.02942,0.03206,0.0284,0.02895,13845921.42378958,418569.7369800457551
1659139200,2022-07-30 00:00:00,DMTR/USDT,0.02887,0.03124,0.02684,0.02943,16642012.04767677,486272.0721217562846
1659052800,2022-07-29 00:00:00,DMTR/USDT,0.03307,0.03307,0.02832,0.02887,8412666.46638052,256075.1126572486735
1658966400,2022-07-28 00:00:00,DMTR/USDT,0.02978,0.03488,0.02978,0.03307,10003215.70518411,322348.2490822153746
1658880000,2022-07-27 00:00:00,DMTR/USDT,0.02845,0.03053,0.02845,0.02979,9751646.69379016,286997.3978604219616
1658793600,2022-07-26 00:00:00,DMTR/USDT,0.03015,0.03035,0.02791,0.02843,8635396.08877222,251987.3460491180081
1658707200,2022-07-25 00:00:00,DMTR/USDT,0.03179,0.03202,0.02961,0.03038,2448393.63669124,74972.708690647549
1658620800,2022-07-24 00:00:00,DMTR/USDT,0.03614,0.03665,0.03031,0.03179,1971186.77739371,65593.0877556421753
1658534400,2022-07-23 00:00:00,DMTR/USDT,0.0344,0.03909,0.03325,0.03614,1038463.21476952,37566.230711703276
1658448000,2022-07-22 00:00:00,DMTR/USDT,0.03529,0.0395,0.03411,0.0344,993386.93717094,37180.7288072752931
1658361600,2022-07-21 00:00:00,DMTR/USDT,0.0352,0.0355,0.0329,0.03529,839881.76187644,28751.9011205554584
1658275200,2022-07-20 00:00:00,DMTR/USDT,0.03933,0.04156,0.03491,0.03519,608727.57341774,22416.0268882002706
1658188800,2022-07-19 00:00:00,DMTR/USDT,0.03564,0.04084,0.03564,0.03938,569392.75483905,21873.11024559117
1658102400,2022-07-18 00:00:00,DMTR/USDT,0.03754,0.03855,0.03471,0.0358,851102.59030409,31527.4052670679594
