https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ROOBEE,Volume BTC
1663459200,2022-09-18 00:00:00,ROOBEE/BTC,0.0000000381,0.0000000381,0.000000038,0.000000038,8929945,0.3397734225
1663372800,2022-09-17 00:00:00,ROOBEE/BTC,0.000000038,0.0000000383,0.0000000378,0.0000000381,183973799.692,6.9962324296642
1663286400,2022-09-16 00:00:00,ROOBEE/BTC,0.0000000378,0.000000038,0.0000000377,0.000000038,180373167.9912,6.83480792605328
1663200000,2022-09-15 00:00:00,ROOBEE/BTC,0.0000000381,0.0000000399,0.0000000374,0.0000000379,193868291.7405,7.34404196885073
1663113600,2022-09-14 00:00:00,ROOBEE/BTC,0.0000000383,0.0000000383,0.0000000376,0.0000000381,179786378.6602,6.81503204114533
1663027200,2022-09-13 00:00:00,ROOBEE/BTC,0.0000000385,0.0000000388,0.0000000375,0.0000000383,181092597.9173,6.9579436191317
1662940800,2022-09-12 00:00:00,ROOBEE/BTC,0.0000000392,0.0000000399,0.0000000384,0.0000000385,180460163.8282,7.04781315276287
1662854400,2022-09-11 00:00:00,ROOBEE/BTC,0.0000000403,0.0000000403,0.0000000392,0.0000000393,183587486.6325,7.31857549860747
1662768000,2022-09-10 00:00:00,ROOBEE/BTC,0.0000000396,0.0000000403,0.0000000394,0.0000000403,183496413.7984,7.34803161576429
1662681600,2022-09-09 00:00:00,ROOBEE/BTC,0.0000000401,0.0000000405,0.0000000392,0.0000000394,171747356.0826,6.86530602221465
1662595200,2022-09-08 00:00:00,ROOBEE/BTC,0.0000000399,0.0000000406,0.0000000396,0.0000000401,157855384.3541,6.32862673414619
1662508800,2022-09-07 00:00:00,ROOBEE/BTC,0.0000000392,0.0000000399,0.0000000391,0.0000000399,175985310.6527,6.93274092945493
1662422400,2022-09-06 00:00:00,ROOBEE/BTC,0.0000000388,0.0000000394,0.0000000387,0.0000000392,206575241.8155,8.04543529329953
1662336000,2022-09-05 00:00:00,ROOBEE/BTC,0.0000000391,0.0000000391,0.0000000388,0.000000039,178997574.9475,6.97864337051919
1662249600,2022-09-04 00:00:00,ROOBEE/BTC,0.000000039,0.0000000391,0.0000000388,0.0000000391,173909628.8568,6.78578062849261
1662163200,2022-09-03 00:00:00,ROOBEE/BTC,0.0000000392,0.0000000392,0.0000000388,0.000000039,165263090.2537,6.45293585518568
1662076800,2022-09-02 00:00:00,ROOBEE/BTC,0.0000000391,0.0000000393,0.0000000388,0.0000000392,186566075.5792,7.29318692001695
1661990400,2022-09-01 00:00:00,ROOBEE/BTC,0.0000000392,0.0000000394,0.000000039,0.0000000392,185709021.8517,7.27899801040198
1661904000,2022-08-31 00:00:00,ROOBEE/BTC,0.0000000392,0.0000000394,0.0000000391,0.0000000392,186302706.2007,7.3200108280588
1661817600,2022-08-30 00:00:00,ROOBEE/BTC,0.000000039,0.0000000394,0.0000000389,0.0000000392,183618889.3654,7.17747974309861
1661731200,2022-08-29 00:00:00,ROOBEE/BTC,0.000000039,0.0000000392,0.0000000388,0.000000039,177507664.8159,6.91794979419951
1661644800,2022-08-28 00:00:00,ROOBEE/BTC,0.0000000392,0.0000000393,0.0000000389,0.0000000391,176078148.4121,6.89431163667869
1661558400,2022-08-27 00:00:00,ROOBEE/BTC,0.0000000384,0.0000000393,0.0000000384,0.0000000392,173348559.662,6.72225229991474
1661472000,2022-08-26 00:00:00,ROOBEE/BTC,0.0000000388,0.0000000388,0.0000000384,0.0000000386,173569690.9721,6.69407912627376
1661385600,2022-08-25 00:00:00,ROOBEE/BTC,0.0000000388,0.0000000393,0.0000000383,0.0000000388,178034944.853,6.90848600605102
1661299200,2022-08-24 00:00:00,ROOBEE/BTC,0.0000000396,0.0000000399,0.0000000382,0.0000000388,184156259.7647,7.23560901557542
1661212800,2022-08-23 00:00:00,ROOBEE/BTC,0.0000000395,0.0000000398,0.0000000392,0.0000000397,175484496.2809,6.95005982662765
1661126400,2022-08-22 00:00:00,ROOBEE/BTC,0.0000000397,0.00000004,0.0000000395,0.0000000395,172463931.6535,6.84325592636979
1661040000,2022-08-21 00:00:00,ROOBEE/BTC,0.0000000393,0.0000000407,0.0000000385,0.0000000397,202762678.4125,8.07313974987388
1660953600,2022-08-20 00:00:00,ROOBEE/BTC,0.000000039,0.0000000394,0.0000000389,0.0000000393,180825363.7954,7.07175178658486
1660867200,2022-08-19 00:00:00,ROOBEE/BTC,0.0000000382,0.0000000391,0.0000000382,0.000000039,175470212.7928,6.78729086813571
1660780800,2022-08-18 00:00:00,ROOBEE/BTC,0.000000038,0.0000000385,0.000000038,0.0000000383,180964881.639,6.9144487378803
1660694400,2022-08-17 00:00:00,ROOBEE/BTC,0.0000000383,0.0000000384,0.000000038,0.000000038,193860617.4232,7.42021140444339
1660608000,2022-08-16 00:00:00,ROOBEE/BTC,0.0000000384,0.0000000386,0.0000000381,0.0000000383,184168774.1754,7.05798978090122
1660521600,2022-08-15 00:00:00,ROOBEE/BTC,0.0000000385,0.0000000387,0.0000000381,0.0000000383,206085797.5068,7.91136773572422
1660435200,2022-08-14 00:00:00,ROOBEE/BTC,0.0000000386,0.0000000389,0.0000000384,0.0000000386,217284832.0422,8.3967497693083
1660348800,2022-08-13 00:00:00,ROOBEE/BTC,0.0000000386,0.0000000389,0.0000000384,0.0000000386,195725799.2276,7.57059892667646
1660262400,2022-08-12 00:00:00,ROOBEE/BTC,0.0000000379,0.0000000387,0.0000000379,0.0000000386,190176900.0596,7.27714044707601
1660176000,2022-08-11 00:00:00,ROOBEE/BTC,0.0000000382,0.0000000385,0.0000000377,0.0000000381,190793545.5266,7.28393654087932
1660089600,2022-08-10 00:00:00,ROOBEE/BTC,0.000000039,0.0000000392,0.0000000382,0.0000000384,187850049.3667,7.25479732573257
1660003200,2022-08-09 00:00:00,ROOBEE/BTC,0.0000000392,0.0000000396,0.0000000381,0.0000000392,172926048.0804,6.77279615006402
1659916800,2022-08-08 00:00:00,ROOBEE/BTC,0.0000000396,0.00000004,0.0000000389,0.0000000394,183986334.3536,7.25688524706321
1659830400,2022-08-07 00:00:00,ROOBEE/BTC,0.0000000397,0.0000000398,0.0000000394,0.0000000398,204593253.078,8.12369604016002
1659744000,2022-08-06 00:00:00,ROOBEE/BTC,0.0000000398,0.0000000398,0.0000000394,0.0000000396,204180775.2511,8.08094843108961
1659657600,2022-08-05 00:00:00,ROOBEE/BTC,0.00000004,0.0000000402,0.0000000382,0.0000000396,173667950.2928,6.89368401705797
1659571200,2022-08-04 00:00:00,ROOBEE/BTC,0.0000000408,0.0000000411,0.0000000397,0.00000004,188311790.1424,7.60014031066279
1659484800,2022-08-03 00:00:00,ROOBEE/BTC,0.0000000405,0.0000000411,0.0000000389,0.0000000409,190069275.8831,7.6464890925506
1659398400,2022-08-02 00:00:00,ROOBEE/BTC,0.0000000411,0.0000000411,0.000000033,0.0000000405,179166884.3656,7.22104599646201
1659312000,2022-08-01 00:00:00,ROOBEE/BTC,0.0000000414,0.0000000433,0.0000000406,0.0000000411,161638490.2237,6.65569641296054
1659225600,2022-07-31 00:00:00,ROOBEE/BTC,0.0000000417,0.0000000419,0.00000004,0.0000000412,180039771.6449,7.41423150065157
