https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume ROOBEE
1663545600000,2022-09-19 00:00:00,ROOBEE/USDT,0.00073711,0.00075149,0.00072912,0.00073315,5470.1949093,7461222.0
1663459200000,2022-09-18 00:00:00,ROOBEE/USDT,0.00076088,0.0007699,0.000701,0.00074508,194786.9854282239,261430967.7192032
1663372800000,2022-09-17 00:00:00,ROOBEE/USDT,0.00076327,0.00077,0.00074001,0.00075396,181678.99281357965,240966354.73178902
1663286400000,2022-09-16 00:00:00,ROOBEE/USDT,0.00077081,0.00078,0.00076,0.000761,180934.24434420845,237758533.96085212
1663200000000,2022-09-15 00:00:00,ROOBEE/USDT,0.00079892,0.000827,0.00076401,0.00077001,171816.41583012542,223135304.51568866
1663113600000,2022-09-14 00:00:00,ROOBEE/USDT,0.00080644,0.000844,0.00077528,0.00079892,190753.48660281775,238764189.90990058
1663027200000,2022-09-13 00:00:00,ROOBEE/USDT,0.00080869,0.000848,0.000796,0.00080644,197097.86590090263,244404873.14729258
1662940800000,2022-09-12 00:00:00,ROOBEE/USDT,0.00083245,0.000861,0.000774,0.00081681,187807.42027291856,229927915.02665073
1662854400000,2022-09-11 00:00:00,ROOBEE/USDT,0.00079628,0.000847,0.0007767,0.00083241,196914.49981484914,236559507.7123643
1662768000000,2022-09-10 00:00:00,ROOBEE/USDT,0.00084458,0.000863,0.00074,0.00078944,182371.99919707206,231014388.93021896
1662681600000,2022-09-09 00:00:00,ROOBEE/USDT,0.00077015,0.00092,0.000758,0.00083613,227609.26063896043,272217550.666715
1662595200000,2022-09-08 00:00:00,ROOBEE/USDT,0.00076958,0.000795,0.000744,0.00076753,176869.402915332,230439726.02417105
1662508800000,2022-09-07 00:00:00,ROOBEE/USDT,0.00074632,0.00078,0.000741,0.00077351,186452.76666752895,241047648.59863344
1662422400000,2022-09-06 00:00:00,ROOBEE/USDT,0.00076937,0.00079,0.00074632,0.00076687,184704.72637125972,240855329.28822318
1662336000000,2022-09-05 00:00:00,ROOBEE/USDT,0.00076916,0.00079488,0.000745,0.00077972,187598.76755183862,240597608.8234733
1662249600000,2022-09-04 00:00:00,ROOBEE/USDT,0.00076417,0.000789,0.00075251,0.00077437,198928.09698918278,256890242.37661943
