https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AMPL,Volume USDT
1663459200,2022-09-18 00:00:00,AMPL/USDT,0.99592,0.99593,0.99145,0.99537,77.56,77.1873254
1663455600,2022-09-17 23:00:00,AMPL/USDT,0.98836,0.99592,0.98836,0.99592,51.28,50.9651453
1663452000,2022-09-17 22:00:00,AMPL/USDT,0.99475,0.99475,0.9868,0.99473,382.5,378.3035664
1663448400,2022-09-17 21:00:00,AMPL/USDT,0.99475,0.99969,0.99475,0.99969,297.47,296.9430633
1663444800,2022-09-17 20:00:00,AMPL/USDT,0.99969,1.00043,0.99044,0.99601,688.59,687.1580691
1663441200,2022-09-17 19:00:00,AMPL/USDT,0.99973,1.00146,0.99804,0.99969,663.01,662.9269441
1663437600,2022-09-17 18:00:00,AMPL/USDT,0.99572,1.00082,0.99475,0.99973,1212.08,1211.9295907
1663434000,2022-09-17 17:00:00,AMPL/USDT,0.98886,0.99573,0.9888,0.99573,1686.24,1671.2745165
1663430400,2022-09-17 16:00:00,AMPL/USDT,0.98071,1.00184,0.98071,0.99402,1085.49,1080.1871885
1663426800,2022-09-17 15:00:00,AMPL/USDT,0.97946,0.98071,0.96711,0.98071,1198.39,1166.4668893
1663423200,2022-09-17 14:00:00,AMPL/USDT,0.96395,0.97946,0.96395,0.97946,2176.73,2118.7910897
1663419600,2022-09-17 13:00:00,AMPL/USDT,0.96336,0.96485,0.95965,0.96395,7.34,7.0715738
1663416000,2022-09-17 12:00:00,AMPL/USDT,0.95824,0.96485,0.95333,0.96485,1203.98,1149.2098626
1663412400,2022-09-17 11:00:00,AMPL/USDT,0.95755,0.9608,0.9571,0.95949,20.4,19.5499452
1663408800,2022-09-17 10:00:00,AMPL/USDT,0.96181,0.96304,0.95819,0.95819,79.94,76.8796939
1663405200,2022-09-17 09:00:00,AMPL/USDT,0.97284,0.97497,0.94688,0.96174,10627.17,10138.3968041
1663401600,2022-09-17 08:00:00,AMPL/USDT,0.97535,0.97647,0.96981,0.97281,464.75,451.7893918
1663398000,2022-09-17 07:00:00,AMPL/USDT,0.98141,0.98141,0.97185,0.97535,1908.2,1856.217578
1663394400,2022-09-17 06:00:00,AMPL/USDT,0.97829,0.98702,0.97829,0.98141,306.04,301.4729218
1663390800,2022-09-17 05:00:00,AMPL/USDT,0.98486,0.98702,0.97624,0.98334,268.37,264.0687834
1663387200,2022-09-17 04:00:00,AMPL/USDT,0.97683,0.98862,0.97683,0.98822,751.49,742.1804483
1663383600,2022-09-17 03:00:00,AMPL/USDT,0.97417,0.98771,0.97417,0.98157,2027.24,1997.8783523
1663380000,2022-09-17 02:00:00,AMPL/USDT,0.9684,0.97824,0.9684,0.97822,79.14,76.7560395
1663376400,2022-09-17 01:00:00,AMPL/USDT,0.9684,0.9684,0.96282,0.9684,98.48,94.8845293
1663372800,2022-09-17 00:00:00,AMPL/USDT,0.96482,1.061,0.96217,0.96835,36692.28,35968.2185872
1663369200,2022-09-16 23:00:00,AMPL/USDT,0.95522,0.97048,0.94512,0.96181,12505.38,12090.4291229
1663365600,2022-09-16 22:00:00,AMPL/USDT,0.95233,0.96508,0.94908,0.96004,3948.6,3760.0720148
1663362000,2022-09-16 21:00:00,AMPL/USDT,0.95178,0.95851,0.9492,0.95851,334.88,319.0435778
1663358400,2022-09-16 20:00:00,AMPL/USDT,0.94534,0.95522,0.94213,0.9552,710.19,674.4566177
1663354800,2022-09-16 19:00:00,AMPL/USDT,0.94274,0.95003,0.94206,0.95003,1375.47,1301.1886744
1663351200,2022-09-16 18:00:00,AMPL/USDT,0.96866,0.97169,0.93587,0.94274,19183.89,18219.9916233
1663347600,2022-09-16 17:00:00,AMPL/USDT,0.97786,0.98156,0.9684,0.96866,496.15,482.4181937
1663344000,2022-09-16 16:00:00,AMPL/USDT,1.00129,1.00304,0.9761,0.98562,536.18,532.196846
1663340400,2022-09-16 15:00:00,AMPL/USDT,0.99476,1.00131,0.98084,1.00126,7942.95,7812.3046917
1663336800,2022-09-16 14:00:00,AMPL/USDT,0.98687,1.00133,0.98687,1.00056,1381.84,1376.1163482
1663333200,2022-09-16 13:00:00,AMPL/USDT,1.00792,1.00937,0.98631,0.98816,1088.48,1083.5629228
1663329600,2022-09-16 12:00:00,AMPL/USDT,1.01287,1.01403,1.00387,1.00747,694.62,700.2280921
1663326000,2022-09-16 11:00:00,AMPL/USDT,1.0011,1.0121,1.00088,1.01208,767.32,772.0711364
1663322400,2022-09-16 10:00:00,AMPL/USDT,0.99077,1.0054,0.99036,1.0054,1367.06,1361.2713128
1663318800,2022-09-16 09:00:00,AMPL/USDT,0.99479,0.99934,0.99076,0.99299,388.02,385.3854604
1663315200,2022-09-16 08:00:00,AMPL/USDT,0.99888,1.00485,0.99076,0.99928,1310.1,1303.9018986
1663311600,2022-09-16 07:00:00,AMPL/USDT,1.01199,1.0127,0.99946,0.99946,566.65,568.7958812
1663308000,2022-09-16 06:00:00,AMPL/USDT,0.99928,1.01372,0.99223,1.01199,875.61,879.5042484
1663304400,2022-09-16 05:00:00,AMPL/USDT,0.99643,0.99783,0.99151,0.99782,352.26,350.9722094
1663300800,2022-09-16 04:00:00,AMPL/USDT,0.99231,0.99776,0.99077,0.99685,91.12,90.2943155
1663297200,2022-09-16 03:00:00,AMPL/USDT,0.99076,0.99783,0.99076,0.9978,135.26,134.0932053
1663293600,2022-09-16 02:00:00,AMPL/USDT,0.99221,0.99922,0.98072,0.99025,1713.81,1688.1000975
1663290000,2022-09-16 01:00:00,AMPL/USDT,0.9908,0.99924,0.98877,0.99888,83.18,82.689918
1663286400,2022-09-16 00:00:00,AMPL/USDT,0.98948,0.99521,0.98631,0.9908,341.51,338.0240241
1663282800,2022-09-15 23:00:00,AMPL/USDT,0.99999,0.99999,0.99002,0.99584,124.41,124.11705
1663279200,2022-09-15 22:00:00,AMPL/USDT,1.01438,1.01625,0.98869,0.99999,1718.34,1721.2750149
1663275600,2022-09-15 21:00:00,AMPL/USDT,0.97001,1.04626,0.97,1.01189,26870.04,26765.7353387
1663272000,2022-09-15 20:00:00,AMPL/USDT,0.97881,0.97881,0.97001,0.97106,320.25,311.6406591
1663268400,2022-09-15 19:00:00,AMPL/USDT,0.97068,0.98564,0.96566,0.97881,10740.48,10562.1857322
1663264800,2022-09-15 18:00:00,AMPL/USDT,0.96718,0.9827,0.96658,0.97818,1325.18,1291.0573054
1663261200,2022-09-15 17:00:00,AMPL/USDT,0.9599,0.98059,0.95632,0.97,7303.89,7025.1056575
1663257600,2022-09-15 16:00:00,AMPL/USDT,0.95987,0.95999,0.94967,0.95994,546.94,523.0888588
1663254000,2022-09-15 15:00:00,AMPL/USDT,0.99412,0.99916,0.94766,0.95999,25642.11,24769.6550966
1663250400,2022-09-15 14:00:00,AMPL/USDT,1.04098,1.05399,0.98437,0.99412,17181.62,17282.7552182
1663246800,2022-09-15 13:00:00,AMPL/USDT,1.04882,1.04965,1.04098,1.04282,7.32,7.6332651
1663243200,2022-09-15 12:00:00,AMPL/USDT,1.047,1.05257,1.04468,1.04913,90.9,95.1314795
1663239600,2022-09-15 11:00:00,AMPL/USDT,1.0539,1.05398,1.04741,1.05371,256.45,269.1680383
1663236000,2022-09-15 10:00:00,AMPL/USDT,1.04675,1.05409,1.03874,1.05332,385.86,402.0516233
1663232400,2022-09-15 09:00:00,AMPL/USDT,1.05027,1.06104,1.02927,1.04675,11158.46,11673.779884
1663228800,2022-09-15 08:00:00,AMPL/USDT,1.0631,1.0631,1.04145,1.05409,328.25,343.4670443
1663225200,2022-09-15 07:00:00,AMPL/USDT,1.03822,1.06368,1.03822,1.0631,780.61,822.5131617
1663221600,2022-09-15 06:00:00,AMPL/USDT,1.03498,1.03821,1.02645,1.03821,875.87,905.0629315
1663218000,2022-09-15 05:00:00,AMPL/USDT,1.03465,1.03788,1.02,1.03499,9898.15,10145.5873116
1663214400,2022-09-15 04:00:00,AMPL/USDT,1.05079,1.05386,1.0231,1.03822,4811.36,4960.3678994
1663210800,2022-09-15 03:00:00,AMPL/USDT,1.07471,1.07741,1.04274,1.05106,962.56,1017.2104096
1663207200,2022-09-15 02:00:00,AMPL/USDT,1.07324,1.07738,1.07324,1.07722,183.23,196.7818041
1663203600,2022-09-15 01:00:00,AMPL/USDT,1.0786,1.0786,1.06631,1.07226,64.11,68.5363952
1663200000,2022-09-15 00:00:00,AMPL/USDT,1.07981,1.08293,1.06802,1.07843,393.32,422.6914013
1663196400,2022-09-14 23:00:00,AMPL/USDT,1.08205,1.08616,1.06638,1.078,3596.6,3852.8580104
1663192800,2022-09-14 22:00:00,AMPL/USDT,1.06996,1.08657,1.06631,1.0863,1333.05,1434.1976823
