https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BLOK,Volume USDT
1663459200,2022-09-18 00:00:00,BLOK/USDT,0.003124,0.003124,0.003107,0.003109,3912060.8672,12169.5700848033
1663372800,2022-09-17 00:00:00,BLOK/USDT,0.003076,0.00314,0.003066,0.003124,113398469.2142,351709.8422302383
1663286400,2022-09-16 00:00:00,BLOK/USDT,0.003079,0.003096,0.003,0.003085,172389384.18545131,524577.60868598703
1663200000,2022-09-15 00:00:00,BLOK/USDT,0.003111,0.003185,0.003031,0.00308,246280864.5658,764092.8632669327
1663113600,2022-09-14 00:00:00,BLOK/USDT,0.003123,0.003182,0.003042,0.003115,203149572.00344623,631503.703211556313
1663027200,2022-09-13 00:00:00,BLOK/USDT,0.003344,0.003372,0.0031,0.003121,290123399.44478728,934494.29812579498072
1662940800,2022-09-12 00:00:00,BLOK/USDT,0.003421,0.003483,0.0033,0.003344,271382456.3979,920107.6634237371
1662854400,2022-09-11 00:00:00,BLOK/USDT,0.00337,0.003466,0.003299,0.003413,176793964.2967,597905.8265688788
1662768000,2022-09-10 00:00:00,BLOK/USDT,0.003368,0.003519,0.003296,0.00337,273178114.4634,923934.9646673571
1662681600,2022-09-09 00:00:00,BLOK/USDT,0.003173,0.003398,0.003171,0.003368,445122620.71350425,1475254.27446480330125
1662595200,2022-09-08 00:00:00,BLOK/USDT,0.003193,0.003218,0.0031,0.00318,214452613.5706,675130.8602885503
1662508800,2022-09-07 00:00:00,BLOK/USDT,0.003123,0.003227,0.003056,0.003187,218091834.6362925,684245.06987515649
1662422400,2022-09-06 00:00:00,BLOK/USDT,0.003307,0.00335,0.0031,0.003115,282445006.54862163,912311.73418068145135
1662336000,2022-09-05 00:00:00,BLOK/USDT,0.00343,0.003449,0.00325,0.003314,168109964.89836183,554954.03814919754436
1662249600,2022-09-04 00:00:00,BLOK/USDT,0.003304,0.003495,0.00323,0.00343,150639504.9915,501875.0960281685
1662163200,2022-09-03 00:00:00,BLOK/USDT,0.003365,0.00338,0.003245,0.003305,139363973.2622096,460911.2059652713016
1662076800,2022-09-02 00:00:00,BLOK/USDT,0.003339,0.003421,0.003302,0.003366,215174602.265,723176.6199629708
1661990400,2022-09-01 00:00:00,BLOK/USDT,0.003318,0.003361,0.003231,0.003344,202532111.6493,665949.4002759761
1661904000,2022-08-31 00:00:00,BLOK/USDT,0.00336,0.003465,0.003281,0.003318,108461865.47023008,365584.03850483460175
1661817600,2022-08-30 00:00:00,BLOK/USDT,0.003467,0.003579,0.003326,0.00336,206160153.98479298,707379.42000935868602
1661731200,2022-08-29 00:00:00,BLOK/USDT,0.00334,0.003524,0.003314,0.003468,176577073.31770289,602513.76865726691354
1661644800,2022-08-28 00:00:00,BLOK/USDT,0.003384,0.00358,0.00334,0.003349,173180530.9499001,601324.98911089141706
1661558400,2022-08-27 00:00:00,BLOK/USDT,0.00339,0.00355,0.003226,0.003384,315376638.69589999,1070453.9311117221596
1661472000,2022-08-26 00:00:00,BLOK/USDT,0.003642,0.00367,0.003382,0.0034,270302377.61329078,956792.64784540335395
1661385600,2022-08-25 00:00:00,BLOK/USDT,0.003679,0.003808,0.003583,0.003642,203890497.40592746,750466.66177024695552
1661299200,2022-08-24 00:00:00,BLOK/USDT,0.003615,0.003851,0.003533,0.003679,248206051.95521555,914852.94182134111054
1661212800,2022-08-23 00:00:00,BLOK/USDT,0.003599,0.003669,0.00349,0.00362,236033985.15541319,847660.12203070161249
1661126400,2022-08-22 00:00:00,BLOK/USDT,0.003718,0.003734,0.003508,0.003602,247444733.69023065,890220.50813151091516
1661040000,2022-08-21 00:00:00,BLOK/USDT,0.003727,0.0039,0.003648,0.003722,254070410.2314922,962799.93571523347198
1660953600,2022-08-20 00:00:00,BLOK/USDT,0.003604,0.003842,0.003601,0.003722,270998935.27599766,1011431.54599655346002
1660867200,2022-08-19 00:00:00,BLOK/USDT,0.003992,0.003997,0.00359,0.003604,499920606.12873152,1859931.87489884108822
1660780800,2022-08-18 00:00:00,BLOK/USDT,0.004073,0.004431,0.00399,0.003991,459580385.20538522,1921331.16165010196195
1660694400,2022-08-17 00:00:00,BLOK/USDT,0.004484,0.004651,0.004049,0.004073,635383155.05205241,2785680.9763164408553
1660608000,2022-08-16 00:00:00,BLOK/USDT,0.005093,0.005283,0.004257,0.004489,906029406.90455159,4299825.29613300327408
1660521600,2022-08-15 00:00:00,BLOK/USDT,0.004866,0.005552,0.004706,0.005093,1101319421.65909465,5730022.89799431764175
1660435200,2022-08-14 00:00:00,BLOK/USDT,0.005131,0.00517,0.004708,0.004866,413814389.11276307,2047689.10537528995341
