https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SLIM,Volume USDT
1663459200,2022-09-18 00:00:00,SLIM/USDT,0.0882,0.0889,0.0879,0.0887,81641.0191,7213.8154998
1663372800,2022-09-17 00:00:00,SLIM/USDT,0.0888,0.0913,0.0851,0.0887,2372544.9624,211707.53733193
1663286400,2022-09-16 00:00:00,SLIM/USDT,0.0922,0.0927,0.0879,0.0891,2896123.2348,260629.91996324
1663200000,2022-09-15 00:00:00,SLIM/USDT,0.096,0.0977,0.0921,0.0927,2231530.4359,209955.80087571
1663113600,2022-09-14 00:00:00,SLIM/USDT,0.0954,0.098,0.0942,0.0964,2160680.5922,206948.56429915
1663027200,2022-09-13 00:00:00,SLIM/USDT,0.1044,0.119,0.095,0.095,2813263.2374,288041.2944911
1662940800,2022-09-12 00:00:00,SLIM/USDT,0.1004,0.11,0.0955,0.1045,2797917.5227,290613.2586341
1662854400,2022-09-11 00:00:00,SLIM/USDT,0.1036,0.1054,0.0997,0.1007,2435917.5423,248718.0988572
1662768000,2022-09-10 00:00:00,SLIM/USDT,0.1022,0.106,0.1,0.104,2522006.0871,259863.80619059
1662681600,2022-09-09 00:00:00,SLIM/USDT,0.1013,0.108,0.101,0.1027,2246665.4083,234456.32725986
1662595200,2022-09-08 00:00:00,SLIM/USDT,0.1013,0.1037,0.097,0.1017,1748592.1958,176296.85290277
1662508800,2022-09-07 00:00:00,SLIM/USDT,0.096,0.104,0.0941,0.1019,2633802.2308,257222.64765148
1662422400,2022-09-06 00:00:00,SLIM/USDT,0.0976,0.1041,0.0942,0.0962,1263161.326,123380.07633143
1662336000,2022-09-05 00:00:00,SLIM/USDT,0.0998,0.1019,0.0948,0.0976,1900436.5392,187223.6494053
1662249600,2022-09-04 00:00:00,SLIM/USDT,0.0994,0.1019,0.0985,0.1,2471009.2268,246880.86302808
1662163200,2022-09-03 00:00:00,SLIM/USDT,0.0996,0.1026,0.098,0.0994,2697645.6921,267890.95001573
1662076800,2022-09-02 00:00:00,SLIM/USDT,0.1011,0.103,0.0981,0.0993,2753935.425,276186.88732373
1661990400,2022-09-01 00:00:00,SLIM/USDT,0.1005,0.1052,0.0981,0.1014,2197189.6404,219824.44474442
1661904000,2022-08-31 00:00:00,SLIM/USDT,0.1024,0.1062,0.1002,0.101,1323811.0748,136755.49111028
1661817600,2022-08-30 00:00:00,SLIM/USDT,0.1078,0.112,0.1008,0.1024,2410619.2493,256725.98378585
1661731200,2022-08-29 00:00:00,SLIM/USDT,0.1034,0.1078,0.1,0.1076,2350004.9426,242335.79577095
1661644800,2022-08-28 00:00:00,SLIM/USDT,0.1019,0.1089,0.1001,0.1034,2700393.0226,280633.0482669
1661558400,2022-08-27 00:00:00,SLIM/USDT,0.101,0.1049,0.1001,0.102,1205700.9682,121948.84215827
1661472000,2022-08-26 00:00:00,SLIM/USDT,0.1077,0.1111,0.101,0.1011,548687.8838,58283.95074035
1661385600,2022-08-25 00:00:00,SLIM/USDT,0.1086,0.1139,0.1077,0.1077,1792736.1311,197389.91053939
1661299200,2022-08-24 00:00:00,SLIM/USDT,0.1069,0.1138,0.1058,0.1091,1753699.258,192732.72887001
1661212800,2022-08-23 00:00:00,SLIM/USDT,0.1095,0.1148,0.1068,0.1073,2249326.3616,247150.55490681
1661126400,2022-08-22 00:00:00,SLIM/USDT,0.1119,0.1133,0.1066,0.109,2002451.6672,218733.70823488
1661040000,2022-08-21 00:00:00,SLIM/USDT,0.11,0.1156,0.1076,0.1122,2434557.6598,269576.50756851
1660953600,2022-08-20 00:00:00,SLIM/USDT,0.1098,0.114,0.1074,0.11,2539855.7792,281460.10497653
1660867200,2022-08-19 00:00:00,SLIM/USDT,0.12,0.12,0.1096,0.1103,2671711.1338,300895.48938279
1660780800,2022-08-18 00:00:00,SLIM/USDT,0.1196,0.1253,0.1185,0.1198,2459603.4911,295857.78779181
1660694400,2022-08-17 00:00:00,SLIM/USDT,0.1264,0.1304,0.118,0.1204,1953050.6126,243219.39882077
1660608000,2022-08-16 00:00:00,SLIM/USDT,0.1295,0.16,0.1188,0.1271,2238830.5476,288601.14571894
1660521600,2022-08-15 00:00:00,SLIM/USDT,0.131,0.1395,0.1281,0.1295,1687278.1518,222233.37451686
1660435200,2022-08-14 00:00:00,SLIM/USDT,0.1494,0.1539,0.1301,0.1308,1798025.8144,251697.15543497
1660348800,2022-08-13 00:00:00,SLIM/USDT,0.1265,0.16,0.1261,0.1493,2221857.23822273,316019.24476573121
1660262400,2022-08-12 00:00:00,SLIM/USDT,0.1171,0.1299,0.1145,0.1271,1751610.2088,210607.0770518
1660176000,2022-08-11 00:00:00,SLIM/USDT,0.1095,0.124,0.109,0.117,2057982.98452133,240754.03484967093
1660089600,2022-08-10 00:00:00,SLIM/USDT,0.1025,0.112,0.097,0.1096,1765159.9895,186113.01611136
1660003200,2022-08-09 00:00:00,SLIM/USDT,0.1059,0.108,0.0991,0.1023,1787361.2938,182236.33026836
1659916800,2022-08-08 00:00:00,SLIM/USDT,0.0999,0.1089,0.0883,0.1066,993079.1981,102226.56404013
1659830400,2022-08-07 00:00:00,SLIM/USDT,0.0977,0.1022,0.0962,0.0999,193516.0869,19081.07974548
1659744000,2022-08-06 00:00:00,SLIM/USDT,0.0988,0.1038,0.093,0.0983,489681.6241,48214.08648216
1659657600,2022-08-05 00:00:00,SLIM/USDT,0.0912,0.1039,0.091,0.0988,620591.4084,60527.42687269
1659571200,2022-08-04 00:00:00,SLIM/USDT,0.0907,0.094,0.0907,0.0912,219744.1591,20191.3732577
1659484800,2022-08-03 00:00:00,SLIM/USDT,0.0946,0.0979,0.089,0.0916,535818.1216,49101.7803503
1659398400,2022-08-02 00:00:00,SLIM/USDT,0.0941,0.0989,0.0909,0.0946,332746.6001,31355.60123114
1659312000,2022-08-01 00:00:00,SLIM/USDT,0.0965,0.098,0.0936,0.0941,294177.2306,28143.28855673
1659225600,2022-07-31 00:00:00,SLIM/USDT,0.0987,0.1049,0.0965,0.0965,265312.9317,26545.69235585
1659139200,2022-07-30 00:00:00,SLIM/USDT,0.0987,0.1088,0.0979,0.0987,380610.96733999,38919.801817103014
1659052800,2022-07-29 00:00:00,SLIM/USDT,0.1034,0.1068,0.0986,0.0988,360428.76966001,36708.833939296986
1658966400,2022-07-28 00:00:00,SLIM/USDT,0.095,0.1079,0.0944,0.1031,287802.518,28982.83270596
1658880000,2022-07-27 00:00:00,SLIM/USDT,0.0876,0.0995,0.0847,0.095,1997849.4949,176788.85266484
1658793600,2022-07-26 00:00:00,SLIM/USDT,0.0897,0.0941,0.0837,0.088,2296241.5336,198485.14823783
1658707200,2022-07-25 00:00:00,SLIM/USDT,0.0972,0.0996,0.0884,0.0901,2578742.0967,236104.52433583
1658620800,2022-07-24 00:00:00,SLIM/USDT,0.0919,0.1028,0.0888,0.0972,2621979.6476,250648.84500519
1658534400,2022-07-23 00:00:00,SLIM/USDT,0.0948,0.0979,0.0901,0.0916,1152368.6822,107344.87088079
1658448000,2022-07-22 00:00:00,SLIM/USDT,0.0993,0.1017,0.0938,0.0947,1752440.9584,171933.99819384
1658361600,2022-07-21 00:00:00,SLIM/USDT,0.0981,0.101,0.0911,0.0993,1567574.324,148809.23859059
1658275200,2022-07-20 00:00:00,SLIM/USDT,0.1025,0.1094,0.0944,0.0983,1600887.4996,163878.64726025
1658188800,2022-07-19 00:00:00,SLIM/USDT,0.0955,0.12,0.0925,0.1025,1806137.3294,184381.81921465
1658102400,2022-07-18 00:00:00,SLIM/USDT,0.091,0.1,0.0895,0.0959,3108997.7785,292341.12334867
1658016000,2022-07-17 00:00:00,SLIM/USDT,0.0948,0.1066,0.0901,0.0914,2061613.1248,194243.7588573
1657929600,2022-07-16 00:00:00,SLIM/USDT,0.0934,0.0989,0.089,0.0948,1063708.5276,97066.32678355
1657843200,2022-07-15 00:00:00,SLIM/USDT,0.0906,0.0964,0.09,0.0933,1755068.1322,162404.65584588
1657756800,2022-07-14 00:00:00,SLIM/USDT,0.0854,0.0919,0.081,0.091,2510571.5168,216351.74311509
1657670400,2022-07-13 00:00:00,SLIM/USDT,0.081,0.0899,0.079,0.086,2883521.0418,238649.89273374
1657584000,2022-07-12 00:00:00,SLIM/USDT,0.0845,0.0898,0.0809,0.0814,2156198.6959,182195.17777811
1657497600,2022-07-11 00:00:00,SLIM/USDT,0.0955,0.0955,0.083,0.0851,963341.7695,86176.39955561
1657411200,2022-07-10 00:00:00,SLIM/USDT,0.1027,0.1047,0.092,0.0955,306053.4286,29875.30390762
1657324800,2022-07-09 00:00:00,SLIM/USDT,0.1031,0.1089,0.0977,0.1027,241802.5471,24798.71289735
1657238400,2022-07-08 00:00:00,SLIM/USDT,0.1088,0.113,0.0913,0.103,970000.8896,97499.01270362
1657152000,2022-07-07 00:00:00,SLIM/USDT,0.0955,0.15,0.0953,0.1085,2688620.16627828,296842.008294391276
1657065600,2022-07-06 00:00:00,SLIM/USDT,0.0929,0.1029,0.0898,0.0956,809171.66491632,77265.327632386897
1656979200,2022-07-05 00:00:00,SLIM/USDT,0.0976,0.0999,0.0873,0.0922,229905.45289478,21780.915254081002
1656892800,2022-07-04 00:00:00,SLIM/USDT,0.0901,0.1075,0.0871,0.098,146212.75674115,13472.194836579096
1656806400,2022-07-03 00:00:00,SLIM/USDT,0.0888,0.0908,0.087,0.0901,57499.68795808,5089.264817033934
1656720000,2022-07-02 00:00:00,SLIM/USDT,0.0907,0.093,0.0851,0.0888,160067.81690325,14269.29458526762
1656633600,2022-07-01 00:00:00,SLIM/USDT,0.0958,0.0991,0.089,0.0907,137869.11066712,12711.247913952842
