https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VSYS,Volume BTC
1663459200,2022-09-18 00:00:00,VSYS/BTC,0.000000074,0.0000000746,0.000000073,0.0000000742,520635.3683,0.03861400440416
1663372800,2022-09-17 00:00:00,VSYS/BTC,0.0000000735,0.0000000774,0.000000072,0.000000074,282563445.1949,20.97606775791261
1663286400,2022-09-16 00:00:00,VSYS/BTC,0.0000000734,0.0000000747,0.0000000715,0.0000000735,457691397.0698,33.61803103076531
1663200000,2022-09-15 00:00:00,VSYS/BTC,0.0000000756,0.0000000762,0.0000000723,0.0000000734,173709442.0321,12.78707670856098
1663113600,2022-09-14 00:00:00,VSYS/BTC,0.0000000761,0.0000000773,0.0000000735,0.0000000756,37347373.7289,2.83992012241347
1663027200,2022-09-13 00:00:00,VSYS/BTC,0.0000000738,0.0000000774,0.0000000735,0.0000000761,192506728.4698,14.55297748272429
1662940800,2022-09-12 00:00:00,VSYS/BTC,0.0000000754,0.000000076,0.0000000723,0.0000000737,61406339.1652,4.53462177150553
1662854400,2022-09-11 00:00:00,VSYS/BTC,0.0000000746,0.0000000762,0.0000000724,0.0000000754,392540063.9698,29.64776028937229
1662768000,2022-09-10 00:00:00,VSYS/BTC,0.0000000756,0.0000000763,0.0000000734,0.0000000746,65664976.4943,4.92172817117881
1662681600,2022-09-09 00:00:00,VSYS/BTC,0.0000000784,0.0000000804,0.0000000732,0.0000000756,832263928.824,62.76959205140773
1662595200,2022-09-08 00:00:00,VSYS/BTC,0.00000008,0.0000000804,0.0000000763,0.0000000784,622861183.5369,48.82836869075059
1662508800,2022-09-07 00:00:00,VSYS/BTC,0.0000000783,0.0000000835,0.0000000776,0.0000000802,838803135.4949,66.53061643974319
1662422400,2022-09-06 00:00:00,VSYS/BTC,0.0000000745,0.0000000786,0.0000000742,0.0000000784,580691593.9113,45.18530375717294
1662336000,2022-09-05 00:00:00,VSYS/BTC,0.000000076,0.0000000769,0.0000000736,0.0000000745,364705397.258,27.63838966885223
1662249600,2022-09-04 00:00:00,VSYS/BTC,0.0000000751,0.0000000938,0.0000000717,0.000000076,46245954.5389,3.49330405012165
1662163200,2022-09-03 00:00:00,VSYS/BTC,0.000000077,0.0000000773,0.0000000733,0.0000000751,52729203.5079,3.96368038909341
1662076800,2022-09-02 00:00:00,VSYS/BTC,0.0000000763,0.0000000795,0.0000000746,0.000000077,385287499.2354,29.21997629325347
1661990400,2022-09-01 00:00:00,VSYS/BTC,0.0000000776,0.0000000811,0.0000000756,0.0000000762,48211313.1772,3.73421259534589
1661904000,2022-08-31 00:00:00,VSYS/BTC,0.000000075,0.0000000915,0.0000000739,0.0000000776,40711848.2785,3.10788559122385
1661817600,2022-08-30 00:00:00,VSYS/BTC,0.0000000754,0.0000000764,0.0000000737,0.0000000751,2738707539.4684,206.2600832811595
1661731200,2022-08-29 00:00:00,VSYS/BTC,0.0000000769,0.0000000769,0.0000000737,0.0000000754,52217864.2297,3.91219670893231
1661644800,2022-08-28 00:00:00,VSYS/BTC,0.0000000728,0.0000000774,0.0000000724,0.0000000768,61739188.966,4.64531387528353
1661558400,2022-08-27 00:00:00,VSYS/BTC,0.0000000734,0.0000000741,0.0000000714,0.0000000728,822587498.7964,59.80792717316815
1661472000,2022-08-26 00:00:00,VSYS/BTC,0.0000000744,0.000000075,0.0000000707,0.0000000734,412432693.0067,30.64919088871661
1661385600,2022-08-25 00:00:00,VSYS/BTC,0.0000000749,0.0000000758,0.0000000731,0.0000000745,176477405.9493,13.12471611846017
1661299200,2022-08-24 00:00:00,VSYS/BTC,0.0000000734,0.0000000772,0.0000000734,0.0000000748,338209187.1712,25.66020989918216
1661212800,2022-08-23 00:00:00,VSYS/BTC,0.0000000835,0.0000000852,0.0000000724,0.0000000734,37785560.4321,2.88255360227658
1661126400,2022-08-22 00:00:00,VSYS/BTC,0.0000000698,0.0000001186,0.0000000694,0.000000083,1291642249.1255,116.14055954336713
1661040000,2022-08-21 00:00:00,VSYS/BTC,0.0000000689,0.0000000718,0.0000000682,0.0000000697,478311592.2333,33.0427755873488
1660953600,2022-08-20 00:00:00,VSYS/BTC,0.0000000712,0.0000000725,0.0000000681,0.000000069,72822708.125,5.13793394315014
1660867200,2022-08-19 00:00:00,VSYS/BTC,0.000000073,0.0000000733,0.0000000695,0.0000000713,571947843.325,41.21811447902119
1660780800,2022-08-18 00:00:00,VSYS/BTC,0.0000000722,0.0000000743,0.0000000693,0.000000073,46004412.2675,3.30454989638746
1660694400,2022-08-17 00:00:00,VSYS/BTC,0.0000000736,0.0000000749,0.000000072,0.0000000722,307098782.812,22.40521578228906
1660608000,2022-08-16 00:00:00,VSYS/BTC,0.000000074,0.0000000759,0.0000000726,0.0000000737,409669712.698,30.33838841380574
1660521600,2022-08-15 00:00:00,VSYS/BTC,0.0000000736,0.0000000798,0.000000071,0.000000074,25174288.9564,1.85203522096451
1660435200,2022-08-14 00:00:00,VSYS/BTC,0.0000000717,0.0000000754,0.0000000707,0.0000000736,39169271.3021,2.87578781707546
1660348800,2022-08-13 00:00:00,VSYS/BTC,0.0000000701,0.0000000726,0.0000000697,0.0000000717,363711166.3346,25.66056770298424
1660262400,2022-08-12 00:00:00,VSYS/BTC,0.0000000715,0.0000000725,0.0000000695,0.0000000701,35596575.2311,2.52152831786153
1660176000,2022-08-11 00:00:00,VSYS/BTC,0.0000000734,0.0000000735,0.0000000695,0.0000000715,224907323.9484,16.11985636599201
1660089600,2022-08-10 00:00:00,VSYS/BTC,0.0000000713,0.0000000758,0.00000007,0.0000000733,11097977.0409,0.79826779151781
1660003200,2022-08-09 00:00:00,VSYS/BTC,0.0000000736,0.0000000759,0.0000000708,0.0000000712,2122724779.4675,158.75318100987475
1659916800,2022-08-08 00:00:00,VSYS/BTC,0.0000000747,0.0000000753,0.0000000706,0.0000000736,946599620.298,67.71150893108491
1659830400,2022-08-07 00:00:00,VSYS/BTC,0.0000000743,0.0000000753,0.0000000728,0.0000000747,422987278.3438,31.39525263862167
1659744000,2022-08-06 00:00:00,VSYS/BTC,0.0000000725,0.0000000745,0.0000000693,0.0000000743,378571717.5931,27.64424161970139
1659657600,2022-08-05 00:00:00,VSYS/BTC,0.0000000729,0.0000000739,0.000000071,0.0000000725,203628826.6645,14.63068024103459
1659571200,2022-08-04 00:00:00,VSYS/BTC,0.0000000747,0.0000000761,0.0000000723,0.0000000729,362098182.8907,26.73438521785208
1659484800,2022-08-03 00:00:00,VSYS/BTC,0.0000000727,0.0000000782,0.0000000701,0.0000000747,510506204.9526,37.53726958067255
1659398400,2022-08-02 00:00:00,VSYS/BTC,0.0000000728,0.0000000735,0.00000007,0.0000000725,740978053.8568,52.61303546511456
1659312000,2022-08-01 00:00:00,VSYS/BTC,0.0000000758,0.0000000761,0.0000000712,0.0000000728,6575265.9744,0.48555569226871
1659225600,2022-07-31 00:00:00,VSYS/BTC,0.0000000694,0.000000078,0.0000000692,0.0000000759,8637923.2345,0.63478629941495
1659139200,2022-07-30 00:00:00,VSYS/BTC,0.0000000639,0.0000000885,0.0000000632,0.0000000695,545440366.9887,38.33755884886445
1659052800,2022-07-29 00:00:00,VSYS/BTC,0.000000064,0.0000000653,0.000000061,0.0000000638,552793152.781,34.60836858247349
1658966400,2022-07-28 00:00:00,VSYS/BTC,0.0000000651,0.0000000658,0.0000000631,0.0000000641,7753728.5731,0.49818341733232
1658880000,2022-07-27 00:00:00,VSYS/BTC,0.0000000682,0.0000000696,0.000000065,0.0000000651,281793341.5618,19.07495450861129
1658793600,2022-07-26 00:00:00,VSYS/BTC,0.0000000694,0.0000000698,0.0000000671,0.000000068,268957864.7918,18.48139388010654
1658707200,2022-07-25 00:00:00,VSYS/BTC,0.0000000705,0.0000000708,0.0000000656,0.0000000694,1920656858.1948,131.69125531113639
1658620800,2022-07-24 00:00:00,VSYS/BTC,0.000000069,0.000000071,0.0000000676,0.0000000705,312830559.6229,21.91156914885733
1658534400,2022-07-23 00:00:00,VSYS/BTC,0.0000000674,0.0000000711,0.0000000647,0.000000069,11170109.7855,0.75917990817033
1658448000,2022-07-22 00:00:00,VSYS/BTC,0.0000000655,0.000000069,0.000000064,0.0000000677,9114233.3156,0.59802159577464
1658361600,2022-07-21 00:00:00,VSYS/BTC,0.0000000715,0.0000000723,0.000000065,0.0000000657,339494031.9524,22.41183138178599
1658275200,2022-07-20 00:00:00,VSYS/BTC,0.0000000696,0.0000000734,0.000000069,0.0000000715,555478861.6316,39.11540238207156
1658188800,2022-07-19 00:00:00,VSYS/BTC,0.0000000734,0.0000000737,0.000000068,0.0000000702,435133022.86439604,31.51774552707479691
1658102400,2022-07-18 00:00:00,VSYS/BTC,0.0000000737,0.0000000754,0.0000000683,0.0000000726,240359364.65895655,17.429140059725194652
1658016000,2022-07-17 00:00:00,VSYS/BTC,0.0000000722,0.0000000739,0.0000000697,0.0000000736,386507935.8244,27.72062877198945
1657929600,2022-07-16 00:00:00,VSYS/BTC,0.0000000724,0.0000000748,0.0000000707,0.000000072,187461321.53326662,13.769533478731774368
1657843200,2022-07-15 00:00:00,VSYS/BTC,0.0000000723,0.0000000736,0.0000000698,0.0000000725,386565905.34849484,28.009533482386467458
1657756800,2022-07-14 00:00:00,VSYS/BTC,0.0000000722,0.0000000733,0.0000000709,0.0000000717,26864613.8298112,1.93595559817421808
1657670400,2022-07-13 00:00:00,VSYS/BTC,0.0000000753,0.0000000768,0.0000000713,0.0000000722,27833517.63228856,2.074311015775619448
1657584000,2022-07-12 00:00:00,VSYS/BTC,0.0000000763,0.0000000796,0.0000000726,0.000000076,25530995.7082836,1.908289322817436072
1657497600,2022-07-11 00:00:00,VSYS/BTC,0.0000000774,0.0000000781,0.000000073,0.0000000765,1752836929.6095,130.71820686233929
