https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume GBP,tradecount
1663484400000,2022-09-18 07:00:00,BTC/GBP,17563.18000000,17608.56000000,17558.71000000,17572.20000000,11.38348000,200153.38235420,999
1663480800000,2022-09-18 06:00:00,BTC/GBP,17586.37000000,17606.94000000,17549.22000000,17561.19000000,8.76793000,154114.33150440,900
1663477200000,2022-09-18 05:00:00,BTC/GBP,17533.64000000,17596.67000000,17525.99000000,17579.80000000,6.54437000,114922.81527720,572
1663473600000,2022-09-18 04:00:00,BTC/GBP,17522.53000000,17554.26000000,17488.91000000,17535.28000000,3.31475000,58101.94157370,468
1663470000000,2022-09-18 03:00:00,BTC/GBP,17550.35000000,17555.72000000,17483.33000000,17513.16000000,6.00777000,105233.69397670,622
1663466400000,2022-09-18 02:00:00,BTC/GBP,17519.03000000,17561.48000000,17518.43000000,17551.27000000,3.67668000,64492.08698940,575
1663462800000,2022-09-18 01:00:00,BTC/GBP,17511.85000000,17570.74000000,17499.96000000,17518.48000000,11.20357000,196438.10482480,1199
1663459200000,2022-09-18 00:00:00,BTC/GBP,17621.44000000,17632.48000000,17480.14000000,17510.72000000,17.77055000,311468.33063730,1716
1663455600000,2022-09-17 23:00:00,BTC/GBP,17638.42000000,17655.43000000,17611.65000000,17622.45000000,11.67256000,205832.56555950,639
1663452000000,2022-09-17 22:00:00,BTC/GBP,17550.89000000,17647.46000000,17543.62000000,17632.84000000,16.40419000,288794.17831830,899
1663448400000,2022-09-17 21:00:00,BTC/GBP,17594.55000000,17608.60000000,17483.48000000,17546.78000000,17.68171000,310319.07100930,664
1663444800000,2022-09-17 20:00:00,BTC/GBP,17533.27000000,17611.42000000,17509.30000000,17593.52000000,19.23945000,337899.97931460,982
1663441200000,2022-09-17 19:00:00,BTC/GBP,17590.28000000,17596.23000000,17513.00000000,17533.35000000,14.57965000,255696.11784010,784
1663437600000,2022-09-17 18:00:00,BTC/GBP,17593.16000000,17614.43000000,17545.93000000,17589.90000000,15.55806000,273645.79908040,820
1663434000000,2022-09-17 17:00:00,BTC/GBP,17634.10000000,17676.99000000,17565.86000000,17598.41000000,29.46710000,518792.45106300,1288
1663430400000,2022-09-17 16:00:00,BTC/GBP,17491.16000000,17677.31000000,17469.25000000,17638.46000000,49.47976000,870712.92803410,2335
1663426800000,2022-09-17 15:00:00,BTC/GBP,17441.87000000,17535.75000000,17419.27000000,17491.16000000,16.91257000,295679.61942340,1382
1663423200000,2022-09-17 14:00:00,BTC/GBP,17433.30000000,17495.92000000,17412.70000000,17445.25000000,14.06522000,245431.39538480,1284
1663419600000,2022-09-17 13:00:00,BTC/GBP,17397.69000000,17439.99000000,17383.21000000,17434.11000000,11.38680000,198246.53996160,842
1663416000000,2022-09-17 12:00:00,BTC/GBP,17357.91000000,17412.48000000,17309.56000000,17396.09000000,11.96025000,207705.19674850,1245
1663412400000,2022-09-17 11:00:00,BTC/GBP,17406.23000000,17418.55000000,17356.55000000,17358.02000000,9.37105000,162970.10645490,1140
1663408800000,2022-09-17 10:00:00,BTC/GBP,17412.35000000,18000.00000000,17364.65000000,17407.92000000,47.58943000,831452.37104160,1855
1663405200000,2022-09-17 09:00:00,BTC/GBP,17408.73000000,17442.67000000,17395.86000000,17407.75000000,11.02080000,191908.69189790,864
1663401600000,2022-09-17 08:00:00,BTC/GBP,17372.38000000,17421.73000000,17372.37000000,17408.89000000,30.21308000,525729.26380580,1954
1663398000000,2022-09-17 07:00:00,BTC/GBP,17375.63000000,17399.17000000,17343.96000000,17374.08000000,13.86204000,240794.27971800,998
1663394400000,2022-09-17 06:00:00,BTC/GBP,17397.47000000,17409.63000000,17336.99000000,17375.90000000,9.81692000,170602.00348200,965
1663390800000,2022-09-17 05:00:00,BTC/GBP,17459.45000000,17460.77000000,17363.90000000,17399.68000000,9.59978000,166996.15705000,1005
1663387200000,2022-09-17 04:00:00,BTC/GBP,17429.46000000,17501.09000000,17416.96000000,17463.91000000,12.76996000,223053.25308220,1074
1663383600000,2022-09-17 03:00:00,BTC/GBP,17439.85000000,17452.47000000,17414.73000000,17426.78000000,6.35405000,110755.74430130,801
1663380000000,2022-09-17 02:00:00,BTC/GBP,17517.88000000,17528.91000000,17400.02000000,17444.04000000,13.72529000,239587.88483170,1502
1663376400000,2022-09-17 01:00:00,BTC/GBP,17474.80000000,17567.03000000,17474.80000000,17523.59000000,15.25966000,267416.99980990,1663
1663372800000,2022-09-17 00:00:00,BTC/GBP,17344.93000000,17571.06000000,17318.00000000,17473.85000000,29.54524000,515294.46265530,2581
1663369200000,2022-09-16 23:00:00,BTC/GBP,17287.42000000,17349.00000000,17260.69000000,17345.63000000,8.93473000,154484.23120510,705
1663365600000,2022-09-16 22:00:00,BTC/GBP,17287.20000000,17320.00000000,17264.95000000,17283.98000000,9.92451000,171638.77960720,610
1663362000000,2022-09-16 21:00:00,BTC/GBP,17298.41000000,17357.98000000,17268.00000000,17287.57000000,16.38533000,283545.92732270,846
1663358400000,2022-09-16 20:00:00,BTC/GBP,17185.20000000,17300.00000000,17185.20000000,17300.00000000,15.91342000,274442.21900940,866
1663354800000,2022-09-16 19:00:00,BTC/GBP,17145.28000000,17217.43000000,17139.37000000,17182.08000000,20.17973000,346598.03476510,1270
1663351200000,2022-09-16 18:00:00,BTC/GBP,17064.71000000,17178.92000000,17028.89000000,17152.60000000,39.16289000,670263.47158950,2011
1663347600000,2022-09-16 17:00:00,BTC/GBP,17152.62000000,17174.75000000,16961.03000000,17065.88000000,55.88236000,952876.72034600,2845
1663344000000,2022-09-16 16:00:00,BTC/GBP,17236.20000000,17236.21000000,17097.18000000,17151.15000000,36.87879000,633132.44100110,1919
1663340400000,2022-09-16 15:00:00,BTC/GBP,17200.11000000,17289.02000000,17167.35000000,17238.38000000,26.01646000,448070.04029890,1671
1663336800000,2022-09-16 14:00:00,BTC/GBP,17148.95000000,17316.25000000,17119.83000000,17198.21000000,73.69846000,1269791.55587290,3340
1663333200000,2022-09-16 13:00:00,BTC/GBP,17312.51000000,17377.93000000,17086.00000000,17133.69000000,50.87159000,878527.96065910,2833
1663329600000,2022-09-16 12:00:00,BTC/GBP,17431.81000000,17437.17000000,17293.99000000,17309.29000000,37.37408000,649882.47053570,2059
1663326000000,2022-09-16 11:00:00,BTC/GBP,17365.56000000,17457.36000000,17353.48000000,17428.87000000,33.22604000,578119.31916850,1981
1663322400000,2022-09-16 10:00:00,BTC/GBP,17370.24000000,17411.06000000,17352.56000000,17364.79000000,36.34655000,631823.10957920,2342
1663318800000,2022-09-16 09:00:00,BTC/GBP,17325.82000000,17395.81000000,17308.37000000,17367.53000000,21.25928000,369071.24278500,2096
1663315200000,2022-09-16 08:00:00,BTC/GBP,17369.55000000,17386.58000000,17261.81000000,17326.09000000,40.80331000,707290.41056000,2639
1663311600000,2022-09-16 07:00:00,BTC/GBP,17325.88000000,17407.72000000,17305.27000000,17367.31000000,31.85386000,552626.74275680,2286
1663308000000,2022-09-16 06:00:00,BTC/GBP,17256.15000000,17344.90000000,17253.22000000,17323.89000000,24.99557000,432697.47832230,2020
1663304400000,2022-09-16 05:00:00,BTC/GBP,17308.58000000,17322.79000000,17240.04000000,17254.57000000,15.02770000,259546.16681350,1353
1663300800000,2022-09-16 04:00:00,BTC/GBP,17239.22000000,17328.29000000,17234.93000000,17300.64000000,17.41589000,300974.14782750,1393
1663297200000,2022-09-16 03:00:00,BTC/GBP,17239.53000000,17264.14000000,17196.21000000,17237.59000000,11.53220000,198648.71005560,1156
1663293600000,2022-09-16 02:00:00,BTC/GBP,17223.43000000,17253.42000000,17182.96000000,17240.72000000,13.19143000,227167.11464390,1383
1663290000000,2022-09-16 01:00:00,BTC/GBP,17252.66000000,17276.16000000,17206.83000000,17227.19000000,25.02507000,431320.25982870,2135
1663286400000,2022-09-16 00:00:00,BTC/GBP,17215.64000000,17260.20000000,17120.58000000,17252.56000000,37.12855000,638704.44217360,3329
1663282800000,2022-09-15 23:00:00,BTC/GBP,17212.88000000,17250.48000000,17135.65000000,17213.89000000,17.90045000,307920.34145380,1216
1663279200000,2022-09-15 22:00:00,BTC/GBP,17307.68000000,17308.56000000,17105.76000000,17223.51000000,10.57174000,182079.77373870,500
1663275600000,2022-09-15 21:00:00,BTC/GBP,17318.38000000,17384.29000000,17269.69000000,17307.44000000,12.21291000,211636.71968690,782
1663272000000,2022-09-15 20:00:00,BTC/GBP,17274.86000000,17326.78000000,17256.62000000,17324.08000000,13.64512000,235986.71296030,773
1663268400000,2022-09-15 19:00:00,BTC/GBP,17244.25000000,17319.37000000,17176.08000000,17273.27000000,19.47297000,335981.80063470,1485
1663264800000,2022-09-15 18:00:00,BTC/GBP,17282.00000000,17326.58000000,17215.23000000,17245.05000000,22.08267000,381188.89997220,1682
1663261200000,2022-09-15 17:00:00,BTC/GBP,17328.01000000,17377.87000000,17237.69000000,17277.45000000,24.94819000,431678.80852330,1820
1663257600000,2022-09-15 16:00:00,BTC/GBP,17209.17000000,17338.29000000,17146.74000000,17330.08000000,37.44556000,645930.63129750,2669
1663254000000,2022-09-15 15:00:00,BTC/GBP,17155.55000000,17278.57000000,17000.08000000,17213.08000000,86.12880000,1476530.54524660,4495
1663250400000,2022-09-15 14:00:00,BTC/GBP,17488.01000000,17532.44000000,17104.54000000,17155.55000000,67.35413000,1166465.75086780,3200
1663246800000,2022-09-15 13:00:00,BTC/GBP,17495.44000000,17515.22000000,17400.00000000,17486.52000000,46.00516000,803498.09430640,2749
1663243200000,2022-09-15 12:00:00,BTC/GBP,17545.75000000,17584.55000000,17485.31000000,17492.74000000,52.13079000,913943.27028940,2829
1663239600000,2022-09-15 11:00:00,BTC/GBP,17525.91000000,17556.52000000,17476.34000000,17545.74000000,38.38084000,672610.15799840,2115
1663236000000,2022-09-15 10:00:00,BTC/GBP,17495.78000000,17578.33000000,17471.78000000,17529.16000000,30.77782000,539694.42482970,1520
1663232400000,2022-09-15 09:00:00,BTC/GBP,17492.12000000,17554.52000000,17440.94000000,17497.03000000,25.28224000,442459.37636150,1053
1663228800000,2022-09-15 08:00:00,BTC/GBP,17524.77000000,17551.07000000,17402.41000000,17497.54000000,44.25926000,772886.08985190,1544
1663225200000,2022-09-15 07:00:00,BTC/GBP,17457.25000000,17648.41000000,17445.21000000,17526.50000000,56.00314000,982725.15512960,1754
1663221600000,2022-09-15 06:00:00,BTC/GBP,17510.68000000,17648.69000000,17374.25000000,17466.27000000,41.26433000,721536.45005980,1505
1663218000000,2022-09-15 05:00:00,BTC/GBP,17390.63000000,17546.19000000,17381.18000000,17505.38000000,14.67573000,256229.58687980,576
1663214400000,2022-09-15 04:00:00,BTC/GBP,17371.30000000,17428.20000000,17330.51000000,17394.95000000,13.05694000,226984.22418970,511
1663210800000,2022-09-15 03:00:00,BTC/GBP,17438.79000000,17447.29000000,17303.59000000,17377.41000000,23.09562000,401245.50718880,857
1663207200000,2022-09-15 02:00:00,BTC/GBP,17500.63000000,17500.63000000,17367.34000000,17440.53000000,14.77441000,257391.31916140,522
1663203600000,2022-09-15 01:00:00,BTC/GBP,17494.21000000,17509.00000000,17321.14000000,17503.31000000,30.07259000,524779.31885650,1090
1663200000000,2022-09-15 00:00:00,BTC/GBP,17528.00000000,17582.62000000,17485.50000000,17496.56000000,15.06265000,264129.17007210,620
1663196400000,2022-09-14 23:00:00,BTC/GBP,17586.39000000,17603.34000000,17508.60000000,17531.63000000,11.91560000,209252.53859250,630
1663192800000,2022-09-14 22:00:00,BTC/GBP,17507.04000000,17665.38000000,17466.00000000,17591.33000000,14.21769000,249586.68602750,468
1663189200000,2022-09-14 21:00:00,BTC/GBP,17290.35000000,17537.06000000,17211.65000000,17527.17000000,28.74708000,497112.78331520,1253
1663185600000,2022-09-14 20:00:00,BTC/GBP,17307.17000000,17345.30000000,17253.88000000,17286.46000000,34.08790000,589709.05021980,927
1663182000000,2022-09-14 19:00:00,BTC/GBP,17131.48000000,17343.52000000,17100.06000000,17311.15000000,55.10675000,949841.81545340,1715
1663178400000,2022-09-14 18:00:00,BTC/GBP,17401.75000000,17435.54000000,17011.11000000,17138.77000000,104.81244000,1804989.51348550,3126
1663174800000,2022-09-14 17:00:00,BTC/GBP,17425.21000000,17503.68000000,17397.60000000,17400.95000000,19.10753000,333460.28506050,842
1663171200000,2022-09-14 16:00:00,BTC/GBP,17454.35000000,17490.38000000,17395.39000000,17419.89000000,39.59864000,691132.94676920,1157
1663167600000,2022-09-14 15:00:00,BTC/GBP,17547.00000000,17555.80000000,17445.00000000,17453.38000000,29.23873000,511651.85013830,1290
1663164000000,2022-09-14 14:00:00,BTC/GBP,17560.55000000,17579.44000000,17429.84000000,17540.81000000,44.08245000,771910.54522240,2178
1663160400000,2022-09-14 13:00:00,BTC/GBP,17586.60000000,17635.34000000,17466.79000000,17562.52000000,42.78665000,751918.36102100,2031
1663156800000,2022-09-14 12:00:00,BTC/GBP,17528.63000000,17636.20000000,17377.02000000,17591.53000000,69.01613000,1209574.58218980,3278
1663153200000,2022-09-14 11:00:00,BTC/GBP,17604.21000000,17629.55000000,17433.81000000,17525.13000000,46.32970000,813771.11531170,2517
1663149600000,2022-09-14 10:00:00,BTC/GBP,17609.87000000,17646.56000000,17584.87000000,17604.95000000,25.42105000,447870.27923060,1749
1663146000000,2022-09-14 09:00:00,BTC/GBP,17682.84000000,17682.84000000,17595.45000000,17613.80000000,44.79344000,790227.55558760,2268
1663142400000,2022-09-14 08:00:00,BTC/GBP,17570.95000000,17713.56000000,17508.27000000,17681.78000000,51.80038000,911853.09034780,3152
1663138800000,2022-09-14 07:00:00,BTC/GBP,17642.56000000,17676.45000000,17480.60000000,17575.08000000,36.78624000,647253.26576870,2147
1663135200000,2022-09-14 06:00:00,BTC/GBP,17670.71000000,17700.69000000,17616.76000000,17639.28000000,50.18153000,886521.58241870,2245
1663131600000,2022-09-14 05:00:00,BTC/GBP,17705.11000000,17706.72000000,17641.33000000,17668.91000000,19.81214000,350163.33943900,1502
1663128000000,2022-09-14 04:00:00,BTC/GBP,17676.87000000,17717.58000000,17644.35000000,17705.23000000,29.98900000,530405.96606660,2220
1663124400000,2022-09-14 03:00:00,BTC/GBP,17778.17000000,17790.63000000,17659.04000000,17676.22000000,26.49642000,469372.39311570,1795
1663120800000,2022-09-14 02:00:00,BTC/GBP,17651.85000000,17858.00000000,17647.62000000,17778.59000000,50.32328000,893645.50995090,2735
1663117200000,2022-09-14 01:00:00,BTC/GBP,17569.98000000,17682.94000000,17562.12000000,17658.44000000,21.92799000,386837.26497200,1573
1663113600000,2022-09-14 00:00:00,BTC/GBP,17542.84000000,17582.03000000,17435.72000000,17569.55000000,32.84283000,576064.08039950,2485
1663110000000,2022-09-13 23:00:00,BTC/GBP,17617.67000000,17627.69000000,17518.33000000,17551.56000000,18.09940000,317881.59358040,615
1663106400000,2022-09-13 22:00:00,BTC/GBP,17530.92000000,17640.52000000,17480.02000000,17619.72000000,13.55496000,238012.01764500,531
1663102800000,2022-09-13 21:00:00,BTC/GBP,17616.62000000,17637.24000000,17310.00000000,17530.92000000,35.46717000,621996.55126310,811
1663099200000,2022-09-13 20:00:00,BTC/GBP,17658.59000000,17746.16000000,17616.43000000,17623.97000000,14.60241000,258035.45090140,483
1663095600000,2022-09-13 19:00:00,BTC/GBP,17620.89000000,17697.72000000,17448.37000000,17650.79000000,26.89608000,472841.10923510,810
1663092000000,2022-09-13 18:00:00,BTC/GBP,18030.00000000,18063.49000000,17609.99000000,17628.90000000,91.07160000,1631028.02206080,2669
1663088400000,2022-09-13 17:00:00,BTC/GBP,18018.66000000,18162.17000000,18000.00000000,18029.66000000,51.92821000,937914.97238880,1681
1663084800000,2022-09-13 16:00:00,BTC/GBP,18068.85000000,18112.16000000,17965.86000000,18028.80000000,65.31857000,1178100.99624350,1884
1663081200000,2022-09-13 15:00:00,BTC/GBP,18195.58000000,18249.75000000,18032.00000000,18068.85000000,68.15014000,1236401.14025160,2069
1663077600000,2022-09-13 14:00:00,BTC/GBP,18342.05000000,18416.96000000,18089.20000000,18219.41000000,76.31563000,1396118.63034000,2329
1663074000000,2022-09-13 13:00:00,BTC/GBP,18527.87000000,18646.87000000,18329.06000000,18349.46000000,72.76965000,1346129.63395490,2005
1663070400000,2022-09-13 12:00:00,BTC/GBP,19213.01000000,19443.52000000,18467.19000000,18534.47000000,199.86388000,3768375.49381100,4480
1663066800000,2022-09-13 11:00:00,BTC/GBP,19235.68000000,19358.89000000,19189.65000000,19226.52000000,49.82750000,960421.07786300,1336
1663063200000,2022-09-13 10:00:00,BTC/GBP,19122.26000000,19285.70000000,19090.39000000,19231.77000000,31.82317000,610877.47308240,1146
1663059600000,2022-09-13 09:00:00,BTC/GBP,19000.55000000,19160.16000000,18999.58000000,19121.91000000,28.55684000,545505.52154820,999
1663056000000,2022-09-13 08:00:00,BTC/GBP,19008.66000000,19057.66000000,18948.86000000,18988.98000000,19.01649000,361168.71055920,763
1663052400000,2022-09-13 07:00:00,BTC/GBP,19065.54000000,19135.00000000,19004.14000000,19010.51000000,51.38408000,980355.58122210,1335
1663048800000,2022-09-13 06:00:00,BTC/GBP,19158.66000000,19275.00000000,19017.92000000,19069.78000000,44.25263000,847401.33710390,1249
1663045200000,2022-09-13 05:00:00,BTC/GBP,19074.70000000,19192.01000000,19067.45000000,19155.92000000,25.38883000,485836.42593590,894
1663041600000,2022-09-13 04:00:00,BTC/GBP,19023.62000000,19145.74000000,18984.95000000,19070.34000000,13.59998000,259289.06631410,621
1663038000000,2022-09-13 03:00:00,BTC/GBP,19044.73000000,19066.01000000,18970.92000000,19023.86000000,9.65787000,183648.91195490,543
1663034400000,2022-09-13 02:00:00,BTC/GBP,19023.56000000,19060.03000000,18888.34000000,19028.02000000,26.06129000,494449.95927420,948
1663030800000,2022-09-13 01:00:00,BTC/GBP,19000.95000000,19063.20000000,18959.64000000,19022.41000000,19.35792000,368150.89383040,824
1663027200000,2022-09-13 00:00:00,BTC/GBP,19159.40000000,19179.75000000,18922.09000000,19012.41000000,42.45554000,808290.24479840,1146
1663023600000,2022-09-12 23:00:00,BTC/GBP,19114.66000000,19188.99000000,19100.92000000,19162.53000000,16.86482000,322723.03341720,431
1663020000000,2022-09-12 22:00:00,BTC/GBP,19122.76000000,19192.62000000,19072.03000000,19113.71000000,15.79243000,301978.46653600,466
1663016400000,2022-09-12 21:00:00,BTC/GBP,19187.16000000,19200.00000000,19065.75000000,19129.33000000,15.56976000,297773.29118290,592
1663012800000,2022-09-12 20:00:00,BTC/GBP,19203.89000000,19260.00000000,19144.10000000,19188.11000000,25.82064000,495552.95920840,892
1663009200000,2022-09-12 19:00:00,BTC/GBP,19185.45000000,19225.00000000,19150.00000000,19208.87000000,39.25062000,753209.70728140,1232
1663005600000,2022-09-12 18:00:00,BTC/GBP,19106.66000000,19198.52000000,19038.70000000,19182.73000000,50.70007000,968801.72603550,1837
1663002000000,2022-09-12 17:00:00,BTC/GBP,18994.76000000,19130.00000000,18935.83000000,19113.60000000,34.73233000,661136.86361420,1191
1662998400000,2022-09-12 16:00:00,BTC/GBP,18916.97000000,19036.18000000,18820.83000000,18990.22000000,60.30152000,1142773.19442300,2012
1662994800000,2022-09-12 15:00:00,BTC/GBP,19083.13000000,19110.04000000,18827.89000000,18913.86000000,35.05717000,666834.33478760,1355
1662991200000,2022-09-12 14:00:00,BTC/GBP,19179.40000000,19222.64000000,19059.66000000,19077.87000000,71.93852000,1377261.80862030,2344
1662987600000,2022-09-12 13:00:00,BTC/GBP,19127.38000000,19246.70000000,19070.71000000,19173.10000000,44.21521000,846236.12937580,1874
1662984000000,2022-09-12 12:00:00,BTC/GBP,19099.17000000,19180.78000000,19009.34000000,19127.74000000,37.05082000,707524.73310670,1473
1662980400000,2022-09-12 11:00:00,BTC/GBP,18975.89000000,19206.80000000,18936.33000000,19098.97000000,44.61368000,851501.67261620,1525
1662976800000,2022-09-12 10:00:00,BTC/GBP,18987.27000000,19044.82000000,18832.42000000,18980.89000000,30.13613000,571330.52861440,1302
1662973200000,2022-09-12 09:00:00,BTC/GBP,19030.69000000,19063.31000000,18954.99000000,18992.12000000,27.86520000,529790.46143380,1132
1662969600000,2022-09-12 08:00:00,BTC/GBP,19012.70000000,19091.05000000,18951.26000000,19024.48000000,45.81239000,871401.39830080,1730
1662966000000,2022-09-12 07:00:00,BTC/GBP,18728.50000000,19042.41000000,18707.00000000,19013.48000000,57.60441000,1087483.02729980,2026
1662962400000,2022-09-12 06:00:00,BTC/GBP,18760.90000000,18781.17000000,18695.00000000,18733.68000000,23.04230000,431862.64549220,749
1662958800000,2022-09-12 05:00:00,BTC/GBP,18710.72000000,18765.57000000,18669.89000000,18760.85000000,10.64590000,199310.51873490,581
1662955200000,2022-09-12 04:00:00,BTC/GBP,18668.34000000,18740.00000000,18642.68000000,18710.72000000,12.29509000,229847.75519020,573
1662951600000,2022-09-12 03:00:00,BTC/GBP,18741.10000000,18808.16000000,18566.26000000,18664.49000000,26.51754000,495213.69372230,860
1662948000000,2022-09-12 02:00:00,BTC/GBP,18996.01000000,19022.00000000,18661.22000000,18747.87000000,33.69817000,633774.39781260,1322
1662944400000,2022-09-12 01:00:00,BTC/GBP,18651.37000000,19236.10000000,18590.90000000,18973.91000000,44.89444000,851090.09206890,1600
1662940800000,2022-09-12 00:00:00,BTC/GBP,18777.61000000,18800.00000000,18640.39000000,18643.33000000,20.91723000,392160.74558700,932
1662937200000,2022-09-11 23:00:00,BTC/GBP,18640.33000000,18794.18000000,18594.86000000,18777.61000000,22.15705000,414378.27887440,935
1662933600000,2022-09-11 22:00:00,BTC/GBP,18501.15000000,18682.50000000,18501.15000000,18636.91000000,29.83641000,555498.93299370,818
1662930000000,2022-09-11 21:00:00,BTC/GBP,18601.18000000,18685.57000000,18477.55000000,18503.51000000,37.31175000,694688.54141990,1056
1662926400000,2022-09-11 20:00:00,BTC/GBP,18627.04000000,18652.16000000,18457.58000000,18603.44000000,73.13327000,1357961.96319830,2888
1662922800000,2022-09-11 19:00:00,BTC/GBP,18597.03000000,18677.97000000,18596.88000000,18632.47000000,25.98616000,484151.60671390,1074
1662919200000,2022-09-11 18:00:00,BTC/GBP,18661.87000000,18705.14000000,18585.58000000,18605.48000000,18.53872000,345803.35140850,742
1662915600000,2022-09-11 17:00:00,BTC/GBP,18710.17000000,18863.63000000,18640.10000000,18661.31000000,28.96117000,542372.51004030,1252
1662912000000,2022-09-11 16:00:00,BTC/GBP,18674.07000000,18748.37000000,18637.21000000,18710.15000000,10.66058000,199359.60838650,871
1662908400000,2022-09-11 15:00:00,BTC/GBP,18555.02000000,18761.07000000,18547.38000000,18679.64000000,22.78236000,425276.47032950,1137
1662904800000,2022-09-11 14:00:00,BTC/GBP,18593.85000000,18625.60000000,18520.56000000,18557.08000000,11.56987000,214742.35421240,598
1662901200000,2022-09-11 13:00:00,BTC/GBP,18656.25000000,18656.25000000,18559.33000000,18586.98000000,6.51359000,121169.19434490,487
1662897600000,2022-09-11 12:00:00,BTC/GBP,18648.59000000,18685.59000000,18576.20000000,18663.32000000,12.01915000,224025.59963030,654
1662894000000,2022-09-11 11:00:00,BTC/GBP,18632.06000000,18723.58000000,18631.36000000,18650.68000000,9.84329000,183878.65486090,647
1662890400000,2022-09-11 10:00:00,BTC/GBP,18643.94000000,18701.36000000,18606.26000000,18641.29000000,14.09946000,263078.11643180,775
1662886800000,2022-09-11 09:00:00,BTC/GBP,18700.99000000,18714.69000000,18633.93000000,18643.40000000,11.70025000,218467.26896970,869
1662883200000,2022-09-11 08:00:00,BTC/GBP,18648.11000000,18734.64000000,18607.28000000,18704.87000000,23.82060000,445072.24533900,1155
1662879600000,2022-09-11 07:00:00,BTC/GBP,18503.22000000,18658.90000000,18493.87000000,18646.53000000,14.38572000,267519.38286120,845
1662876000000,2022-09-11 06:00:00,BTC/GBP,18634.97000000,18669.90000000,18426.64000000,18507.02000000,14.44195000,267603.38399720,777
1662872400000,2022-09-11 05:00:00,BTC/GBP,18602.20000000,18654.61000000,18573.85000000,18634.47000000,5.20422000,96894.06246970,430
1662868800000,2022-09-11 04:00:00,BTC/GBP,18587.22000000,18666.41000000,18583.59000000,18595.86000000,7.15074000,133216.64405500,502
1662865200000,2022-09-11 03:00:00,BTC/GBP,18572.42000000,18614.91000000,18554.75000000,18587.06000000,4.42025000,82170.17629090,393
1662861600000,2022-09-11 02:00:00,BTC/GBP,18650.72000000,18666.13000000,18523.06000000,18567.78000000,12.02803000,223606.64034440,852
1662858000000,2022-09-11 01:00:00,BTC/GBP,18598.10000000,18698.81000000,18581.51000000,18649.42000000,9.73989000,181689.79118230,755
1662854400000,2022-09-11 00:00:00,BTC/GBP,18684.68000000,18710.25000000,18586.25000000,18601.85000000,12.76707000,238139.51586450,798
1662850800000,2022-09-10 23:00:00,BTC/GBP,18789.25000000,18810.00000000,18681.45000000,18685.44000000,25.69121000,481603.61346360,923
1662847200000,2022-09-10 22:00:00,BTC/GBP,18644.13000000,18817.37000000,18632.48000000,18784.00000000,53.84314000,1008025.39855870,1406
1662843600000,2022-09-10 21:00:00,BTC/GBP,18498.88000000,18782.78000000,18498.87000000,18644.69000000,32.12457000,597683.60220980,1118
