https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHX,Volume BTC
1663459200,2022-09-18 00:00:00,SHX/BTC,0.0000000414,0.0000000414,0.0000000414,0.0000000414,10255.9625,0.0004245968475
1663455600,2022-09-17 23:00:00,SHX/BTC,0.0000000413,0.0000000413,0.0000000413,0.0000000413,0,0
1663452000,2022-09-17 22:00:00,SHX/BTC,0.0000000407,0.0000000413,0.0000000407,0.0000000413,61035.3833,0.00251539718599
1663448400,2022-09-17 21:00:00,SHX/BTC,0.0000000405,0.0000000405,0.0000000405,0.0000000405,28967.9107,0.00117320038335
1663444800,2022-09-17 20:00:00,SHX/BTC,0.0000000414,0.0000000414,0.0000000404,0.0000000406,179221.9365,0.00728264512403
1663441200,2022-09-17 19:00:00,SHX/BTC,0.0000000409,0.0000000409,0.0000000409,0.0000000409,0,0
1663437600,2022-09-17 18:00:00,SHX/BTC,0.0000000409,0.0000000409,0.0000000409,0.0000000409,0,0
1663434000,2022-09-17 17:00:00,SHX/BTC,0.0000000409,0.0000000409,0.0000000409,0.0000000409,0,0
1663430400,2022-09-17 16:00:00,SHX/BTC,0.0000000409,0.0000000409,0.0000000409,0.0000000409,0,0
1663426800,2022-09-17 15:00:00,SHX/BTC,0.0000000423,0.0000000423,0.0000000409,0.0000000409,549209.9527,0.02255015097532
1663423200,2022-09-17 14:00:00,SHX/BTC,0.0000000426,0.0000000426,0.0000000426,0.0000000426,0,0
1663419600,2022-09-17 13:00:00,SHX/BTC,0.0000000423,0.0000000426,0.0000000423,0.0000000426,259546,0.0110018064
1663416000,2022-09-17 12:00:00,SHX/BTC,0.0000000434,0.0000000434,0.0000000426,0.0000000426,132384.4694,0.0057253906594
1663412400,2022-09-17 11:00:00,SHX/BTC,0.0000000431,0.0000000431,0.0000000431,0.0000000431,0,0
1663408800,2022-09-17 10:00:00,SHX/BTC,0.0000000424,0.0000000431,0.0000000424,0.0000000431,242240.3812,0.01043322918521
1663405200,2022-09-17 09:00:00,SHX/BTC,0.0000000417,0.0000000417,0.0000000417,0.0000000417,0,0
1663401600,2022-09-17 08:00:00,SHX/BTC,0.0000000417,0.0000000417,0.0000000417,0.0000000417,0,0
1663398000,2022-09-17 07:00:00,SHX/BTC,0.0000000417,0.0000000417,0.0000000417,0.0000000417,0,0
