https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ASD,Volume USDT
1660089600,2022-08-10 00:00:00,ASD/USDT,0.0825,0.0826,0.0801,0.0822,69578.9804,5668.29629435
1660003200,2022-08-09 00:00:00,ASD/USDT,0.0843,0.086,0.0818,0.0825,124526.6986,10401.98993641
1659916800,2022-08-08 00:00:00,ASD/USDT,0.0851,0.0857,0.0834,0.0843,94574.4461,7982.63747677
1659830400,2022-08-07 00:00:00,ASD/USDT,0.0854,0.0864,0.0851,0.0854,28399.3838,2433.84483898
1659744000,2022-08-06 00:00:00,ASD/USDT,0.0913,0.0938,0.0843,0.0851,90068.0315,7801.48443287
1659657600,2022-08-05 00:00:00,ASD/USDT,0.0813,0.092,0.0808,0.0909,85367.7624,7293.33385882
1659571200,2022-08-04 00:00:00,ASD/USDT,0.0808,0.0814,0.0792,0.0813,109310.1921,8759.30619388
1659484800,2022-08-03 00:00:00,ASD/USDT,0.0806,0.0816,0.0801,0.0804,70876.8154,5725.95932688
1659398400,2022-08-02 00:00:00,ASD/USDT,0.0818,0.0819,0.0794,0.0802,227863.4523,18361.04628667
1659312000,2022-08-01 00:00:00,ASD/USDT,0.0838,0.0865,0.0819,0.0822,193786.175,16357.41452431
1659225600,2022-07-31 00:00:00,ASD/USDT,0.0837,0.0842,0.0832,0.084,128634.7284,10782.33969655
1659139200,2022-07-30 00:00:00,ASD/USDT,0.0846,0.0853,0.0826,0.0835,202897.5392,17008.60953021
1659052800,2022-07-29 00:00:00,ASD/USDT,0.0847,0.0852,0.0836,0.0846,98254.7005,8276.33105789
1658966400,2022-07-28 00:00:00,ASD/USDT,0.0802,0.0933,0.08,0.0846,484930.1829,42093.09193772
1658880000,2022-07-27 00:00:00,ASD/USDT,0.0762,0.0808,0.0755,0.0799,149904.2966,11631.95996144
1658793600,2022-07-26 00:00:00,ASD/USDT,0.0763,0.0785,0.0746,0.0763,224052.2041,17179.18391503
1658707200,2022-07-25 00:00:00,ASD/USDT,0.0831,0.0831,0.0762,0.0768,386750.4102,30518.77800053
1658620800,2022-07-24 00:00:00,ASD/USDT,0.0786,0.088,0.0786,0.0829,1422848.1448,118972.72402226
1658534400,2022-07-23 00:00:00,ASD/USDT,0.0716,0.0824,0.0715,0.0782,1411956.921,110232.25520677
1658448000,2022-07-22 00:00:00,ASD/USDT,0.0723,0.0755,0.0715,0.0717,220312.3386,16087.5719762
1658361600,2022-07-21 00:00:00,ASD/USDT,0.0731,0.0741,0.0687,0.0719,658422.9727,46638.60210672
1658275200,2022-07-20 00:00:00,ASD/USDT,0.0759,0.079,0.0721,0.0731,721051.0479,54489.40816306
1658188800,2022-07-19 00:00:00,ASD/USDT,0.0787,0.0819,0.0732,0.0758,1162998.7919,88612.19833628
1658102400,2022-07-18 00:00:00,ASD/USDT,0.0808,0.0852,0.0713,0.079,2204423.3141,169561.07498434
1658016000,2022-07-17 00:00:00,ASD/USDT,0.0821,0.0948,0.0798,0.0808,1790846.7143,152531.65453088
1657929600,2022-07-16 00:00:00,ASD/USDT,0.0743,0.0836,0.0721,0.0823,2077798.1722,161620.75806725
1657843200,2022-07-15 00:00:00,ASD/USDT,0.0758,0.0794,0.0718,0.0739,3191174.1641,239431.53438908
1657756800,2022-07-14 00:00:00,ASD/USDT,0.0771,0.0852,0.0651,0.0758,11495533.5115,857837.89638216
1657670400,2022-07-13 00:00:00,ASD/USDT,0.0449,0.0975,0.0435,0.0771,61420703.7745,4518111.9699484
1657584000,2022-07-12 00:00:00,ASD/USDT,0.0252,0.083,0.0142,0.0451,125386126.03396803,5342827.251394300648
1657497600,2022-07-11 00:00:00,ASD/USDT,0.0289,0.0321,0.0241,0.0253,10431022.9849,277032.98687816
1657411200,2022-07-10 00:00:00,ASD/USDT,0.0341,0.0414,0.027,0.0289,12233848.8127,400376.68252284
1657324800,2022-07-09 00:00:00,ASD/USDT,0.0416,0.0487,0.0333,0.0338,8012137.4577,321114.10398272
1657238400,2022-07-08 00:00:00,ASD/USDT,0.0498,0.0536,0.0405,0.0423,710849.7867,32518.89524119
1657152000,2022-07-07 00:00:00,ASD/USDT,0.0511,0.0573,0.048,0.0498,501971.08549694,25741.894219132891
1657065600,2022-07-06 00:00:00,ASD/USDT,0.0566,0.0613,0.0502,0.0543,225277.54245106,12408.570788956678
1656979200,2022-07-05 00:00:00,ASD/USDT,0.0602,0.0709,0.055,0.0568,941789.25920145,56983.818803312811
1656892800,2022-07-04 00:00:00,ASD/USDT,0.0632,0.0763,0.0491,0.0602,997176.39751895,61964.763630180272
1656806400,2022-07-03 00:00:00,ASD/USDT,0.0707,0.0715,0.061,0.0634,61954.32236576,4089.19696288835
1656720000,2022-07-02 00:00:00,ASD/USDT,0.0806,0.0869,0.0703,0.0723,64502.37499085,5024.904593916544
1656633600,2022-07-01 00:00:00,ASD/USDT,0.0784,0.0822,0.0682,0.0798,380687.79702687,28445.49280393974
1656547200,2022-06-30 00:00:00,ASD/USDT,0.1032,0.1198,0.0764,0.0769,1280199.5640389,114791.501232923724
1656460800,2022-06-29 00:00:00,ASD/USDT,0.0881,0.1472,0.0434,0.1045,9401806.60511779,619637.857776720389
1656374400,2022-06-28 00:00:00,ASD/USDT,0.0975,0.0975,0.088,0.0881,324295.66717194,29101.130971756748
1656288000,2022-06-27 00:00:00,ASD/USDT,0.1031,0.1047,0.0977,0.0977,15467.11752898,1601.487684519716
1656201600,2022-06-26 00:00:00,ASD/USDT,0.1062,0.1062,0.1032,0.1033,8435.27254218,886.89670357999
1656115200,2022-06-25 00:00:00,ASD/USDT,0.1045,0.1064,0.1045,0.1062,8634.10168502,911.251748617022
1656028800,2022-06-24 00:00:00,ASD/USDT,0.1057,0.1066,0.1027,0.1054,77717.09536715,8119.559947638386
1655942400,2022-06-23 00:00:00,ASD/USDT,0.1097,0.1111,0.105,0.1064,467487.81494636,50004.487965758644
1655856000,2022-06-22 00:00:00,ASD/USDT,0.1133,0.1143,0.1097,0.1103,176817.95360935,19580.73245506874
1655769600,2022-06-21 00:00:00,ASD/USDT,0.1153,0.1172,0.1128,0.1133,141071.61540864,16149.862413566846
1655683200,2022-06-20 00:00:00,ASD/USDT,0.1198,0.1198,0.1152,0.1159,208203.85589708,24301.467519106667
1655596800,2022-06-19 00:00:00,ASD/USDT,0.1201,0.1206,0.1177,0.1179,5770.66472519,685.495815828054
1655510400,2022-06-18 00:00:00,ASD/USDT,0.124,0.1256,0.1198,0.1198,50004.0442,6116.93435643
1655424000,2022-06-17 00:00:00,ASD/USDT,0.1275,0.1276,0.1236,0.1242,1026.35925579,129.320453619264
1655337600,2022-06-16 00:00:00,ASD/USDT,0.127,0.1281,0.1245,0.1263,4417.48170373,561.520489278432
1655251200,2022-06-15 00:00:00,ASD/USDT,0.1237,0.1271,0.1222,0.127,14609.81975728,1809.965089659913
1655164800,2022-06-14 00:00:00,ASD/USDT,0.1249,0.1255,0.1217,0.1237,39917.37513948,4924.354073969468
1655078400,2022-06-13 00:00:00,ASD/USDT,0.1329,0.1332,0.1231,0.1233,18521.17815313,2389.231446535759
1654992000,2022-06-12 00:00:00,ASD/USDT,0.1374,0.1377,0.1329,0.1329,11585.81721628,1554.4709415983
1654905600,2022-06-11 00:00:00,ASD/USDT,0.1407,0.1407,0.1353,0.1353,8921.5886,1232.30036143
1654819200,2022-06-10 00:00:00,ASD/USDT,0.1396,0.1429,0.1366,0.1393,6862.84114132,954.771491656835
1654732800,2022-06-09 00:00:00,ASD/USDT,0.1402,0.1428,0.1396,0.1396,2283.33875043,321.952902023996
1654646400,2022-06-08 00:00:00,ASD/USDT,0.1446,0.1477,0.1401,0.1402,4195.97119366,605.458955878918
1654560000,2022-06-07 00:00:00,ASD/USDT,0.1453,0.1475,0.1426,0.146,13283.96662917,1912.607634648223
1654473600,2022-06-06 00:00:00,ASD/USDT,0.1437,0.1477,0.142,0.1477,31271.22268266,4575.393915829286
1654387200,2022-06-05 00:00:00,ASD/USDT,0.1413,0.1449,0.1407,0.1437,22225.7577027,3174.52377514961
1654300800,2022-06-04 00:00:00,ASD/USDT,0.1419,0.1443,0.1413,0.1431,3611.79889992,514.407612028552
1654214400,2022-06-03 00:00:00,ASD/USDT,0.1425,0.1449,0.1417,0.1417,3798.85141672,545.923748915976
1654128000,2022-06-02 00:00:00,ASD/USDT,0.1449,0.1469,0.142,0.1443,6590.5648236,948.651646756451
1654041600,2022-06-01 00:00:00,ASD/USDT,0.1464,0.1469,0.1447,0.145,2879.63570552,418.97508636868
1653955200,2022-05-31 00:00:00,ASD/USDT,0.1428,0.1474,0.1428,0.1456,26271.03860419,3810.929525739122
1653868800,2022-05-30 00:00:00,ASD/USDT,0.1471,0.1495,0.1423,0.1429,12640.29762345,1842.344662329783
1653782400,2022-05-29 00:00:00,ASD/USDT,0.1456,0.1485,0.1456,0.1459,2090.04897054,307.729008739734
1653696000,2022-05-28 00:00:00,ASD/USDT,0.1489,0.1492,0.1456,0.1465,30208.1383,4414.7255467
1653609600,2022-05-27 00:00:00,ASD/USDT,0.1482,0.1489,0.1446,0.1462,13658.9181,1997.90338432
1653523200,2022-05-26 00:00:00,ASD/USDT,0.1504,0.1507,0.147,0.1476,30924.9559,4593.92931376
1653436800,2022-05-25 00:00:00,ASD/USDT,0.1494,0.1524,0.1482,0.1483,18259.2698812,2733.945682825282
1653350400,2022-05-24 00:00:00,ASD/USDT,0.1525,0.1536,0.1492,0.1516,6826.59771614,1034.754853578688
1653264000,2022-05-23 00:00:00,ASD/USDT,0.15,0.1539,0.1479,0.1512,26509.7377932,3997.83616905484
1653177600,2022-05-22 00:00:00,ASD/USDT,0.1492,0.1513,0.1458,0.1507,17209.07995788,2587.167576300648
1653091200,2022-05-21 00:00:00,ASD/USDT,0.1487,0.1501,0.1458,0.1473,5448.50800026,801.054547508714
1653004800,2022-05-20 00:00:00,ASD/USDT,0.1519,0.1519,0.1464,0.1501,8889.75636958,1322.003736624655
1652918400,2022-05-19 00:00:00,ASD/USDT,0.1511,0.1524,0.1482,0.1519,9040.77115302,1361.539457100396
1652832000,2022-05-18 00:00:00,ASD/USDT,0.1538,0.1548,0.1511,0.1511,1964.67820482,300.885185067888
1652745600,2022-05-17 00:00:00,ASD/USDT,0.15,0.1538,0.1494,0.1535,12435.94184723,1892.676418775101
1652659200,2022-05-16 00:00:00,ASD/USDT,0.1491,0.1512,0.1476,0.15,4171.37932645,623.29885008924
1652572800,2022-05-15 00:00:00,ASD/USDT,0.1447,0.1512,0.1446,0.1509,5751.25895083,846.428510238587
1652486400,2022-05-14 00:00:00,ASD/USDT,0.1401,0.1471,0.1389,0.1465,46835.1648334,6667.807258447186
1652400000,2022-05-13 00:00:00,ASD/USDT,0.1386,0.143,0.1386,0.1406,26326.67227917,3713.826398604185
1652313600,2022-05-12 00:00:00,ASD/USDT,0.1435,0.1458,0.1337,0.1381,110790.68235513,15165.07858042801
1652227200,2022-05-11 00:00:00,ASD/USDT,0.1573,0.1614,0.1424,0.1458,189191.63437098,28475.686473880603
1652140800,2022-05-10 00:00:00,ASD/USDT,0.1657,0.1657,0.1547,0.1581,33976.83766759,5425.861314169303
1652054400,2022-05-09 00:00:00,ASD/USDT,0.1735,0.1735,0.1651,0.1657,21404.60962356,3609.851900409284
1651968000,2022-05-08 00:00:00,ASD/USDT,0.1801,0.1801,0.1735,0.1735,10759.62777322,1891.563464018272
1651881600,2022-05-07 00:00:00,ASD/USDT,0.1804,0.1829,0.18,0.1801,10164.31771729,1843.369484990645
1651795200,2022-05-06 00:00:00,ASD/USDT,0.1825,0.1827,0.1801,0.1804,8104.35948019,1465.362848738447
1651708800,2022-05-05 00:00:00,ASD/USDT,0.1862,0.1864,0.1816,0.1825,19751.8814,3625.01916189
1651622400,2022-05-04 00:00:00,ASD/USDT,0.1819,0.1871,0.1812,0.1862,75186.50093395,13778.117601254548
1651536000,2022-05-03 00:00:00,ASD/USDT,0.1801,0.1864,0.1801,0.1812,105476.80035775,19387.881247009132
1651449600,2022-05-02 00:00:00,ASD/USDT,0.1792,0.1834,0.1783,0.1801,56181.7655479,10194.992322572044
1651363200,2022-05-01 00:00:00,ASD/USDT,0.1783,0.1792,0.1777,0.1792,2185.4875,389.9976283
1651276800,2022-04-30 00:00:00,ASD/USDT,0.1837,0.1837,0.1783,0.1783,15143.9856102,2745.76686893216
1651190400,2022-04-29 00:00:00,ASD/USDT,0.1907,0.1913,0.183,0.1837,37230.62083035,6923.209531275467
1651104000,2022-04-28 00:00:00,ASD/USDT,0.1989,0.2,0.1898,0.1907,16366.10263555,3214.90980701
1651017600,2022-04-27 00:00:00,ASD/USDT,0.1982,0.2005,0.1957,0.1981,19492.97681546,3864.878696727138
1650931200,2022-04-26 00:00:00,ASD/USDT,0.2015,0.2069,0.1972,0.1972,33412.43637174,6798.271006650965
1650844800,2022-04-25 00:00:00,ASD/USDT,0.203,0.2035,0.1996,0.2015,10580.22794143,2127.289492467984
1650758400,2022-04-24 00:00:00,ASD/USDT,0.2039,0.204,0.2029,0.2035,929.81152235,189.3356290794
1650672000,2022-04-23 00:00:00,ASD/USDT,0.2039,0.2053,0.2022,0.2039,15909.3536301,3239.72934281953
1650585600,2022-04-22 00:00:00,ASD/USDT,0.2064,0.2064,0.2038,0.2038,4849.5385,993.95594343
1650499200,2022-04-21 00:00:00,ASD/USDT,0.2075,0.2108,0.2053,0.2053,9617.26273086,2010.101798368998
1650412800,2022-04-20 00:00:00,ASD/USDT,0.2067,0.2093,0.2056,0.2085,7700.84746964,1596.602642819527
1650326400,2022-04-19 00:00:00,ASD/USDT,0.2085,0.2097,0.205,0.2059,14089.39860883,2912.828343436874
1650240000,2022-04-18 00:00:00,ASD/USDT,0.21,0.21,0.2061,0.2081,7904.9336,1644.07997719
1650153600,2022-04-17 00:00:00,ASD/USDT,0.2089,0.2105,0.2075,0.21,9815.54803172,2052.84853119553
1650067200,2022-04-16 00:00:00,ASD/USDT,0.2103,0.2105,0.2083,0.2083,18401.25071258,3848.35278901809
1649980800,2022-04-15 00:00:00,ASD/USDT,0.2095,0.2118,0.2083,0.2105,16184.15396666,3400.708823826069
1649894400,2022-04-14 00:00:00,ASD/USDT,0.2098,0.2104,0.2077,0.2104,14403.82746663,3011.35691616451
1649808000,2022-04-13 00:00:00,ASD/USDT,0.2058,0.2098,0.2053,0.2098,7780.57988811,1623.913822871423
1649721600,2022-04-12 00:00:00,ASD/USDT,0.2067,0.2105,0.205,0.2058,14003.0245961,2910.456189099839
1649635200,2022-04-11 00:00:00,ASD/USDT,0.216,0.216,0.2068,0.2077,15386.05755624,3247.782827445774
1649548800,2022-04-10 00:00:00,ASD/USDT,0.2165,0.2204,0.2119,0.216,270301.8511329,58552.941632530704
1649462400,2022-04-09 00:00:00,ASD/USDT,0.2165,0.2168,0.2144,0.2165,10569.03223141,2273.588986879688
1649376000,2022-04-08 00:00:00,ASD/USDT,0.2157,0.2177,0.2157,0.2157,2788.51198148,603.83933079968
1649289600,2022-04-07 00:00:00,ASD/USDT,0.2187,0.219,0.2139,0.2157,10992.02745457,2369.76030388712
1649203200,2022-04-06 00:00:00,ASD/USDT,0.227,0.227,0.2183,0.2187,37080.2005,8234.59484098
1649116800,2022-04-05 00:00:00,ASD/USDT,0.2274,0.2282,0.2255,0.227,18728.01464814,4243.496540624725
1649030400,2022-04-04 00:00:00,ASD/USDT,0.2288,0.2298,0.2253,0.2274,37820.93801167,8586.892356458654
1648944000,2022-04-03 00:00:00,ASD/USDT,0.2263,0.2331,0.2263,0.229,99683.2911473,22924.297877930027
1648857600,2022-04-02 00:00:00,ASD/USDT,0.2258,0.2286,0.2246,0.2263,40996.51041315,9269.77878465609
1648771200,2022-04-01 00:00:00,ASD/USDT,0.2271,0.229,0.2227,0.2258,36753.5748501,8293.112499459843
1648684800,2022-03-31 00:00:00,ASD/USDT,0.227,0.2312,0.2243,0.2271,72026.97909795,16461.544981513692
1648598400,2022-03-30 00:00:00,ASD/USDT,0.2279,0.2279,0.2235,0.2277,48616.75460319,10934.895602287749
1648512000,2022-03-29 00:00:00,ASD/USDT,0.2259,0.2387,0.2243,0.2282,70093.89243143,16119.402318910874
1648425600,2022-03-28 00:00:00,ASD/USDT,0.2194,0.2278,0.2194,0.2259,28307.41792429,6362.952621026246
1648339200,2022-03-27 00:00:00,ASD/USDT,0.2158,0.2194,0.2147,0.2194,8218.37042413,1776.043169088105
1648252800,2022-03-26 00:00:00,ASD/USDT,0.2155,0.2181,0.2131,0.2151,22959.10176788,4942.895361055899
1648166400,2022-03-25 00:00:00,ASD/USDT,0.2119,0.2181,0.2119,0.2155,9003.65645773,1943.111952208837
1648080000,2022-03-24 00:00:00,ASD/USDT,0.209,0.2133,0.2087,0.2129,10156.85079188,2138.547693560596
1647993600,2022-03-23 00:00:00,ASD/USDT,0.2149,0.2161,0.2087,0.2093,29503.17746704,6214.40234238704
1647907200,2022-03-22 00:00:00,ASD/USDT,0.2092,0.216,0.2092,0.2145,12008.86203458,2563.595248022172
1647820800,2022-03-21 00:00:00,ASD/USDT,0.2088,0.2109,0.2072,0.2092,22346.03575048,4682.079139230612
1647734400,2022-03-20 00:00:00,ASD/USDT,0.2081,0.2095,0.2075,0.2088,6899.29761128,1438.756782057949
1647648000,2022-03-19 00:00:00,ASD/USDT,0.2073,0.2081,0.2072,0.2081,3504.65451096,728.055677681462
1647561600,2022-03-18 00:00:00,ASD/USDT,0.2077,0.2079,0.2072,0.2078,8442.23581981,1751.912860146589
1647475200,2022-03-17 00:00:00,ASD/USDT,0.2069,0.2081,0.2064,0.2077,3646.24717084,755.616795274004
1647388800,2022-03-16 00:00:00,ASD/USDT,0.2111,0.2121,0.2055,0.2069,12905.27116584,2700.02351765157
1647302400,2022-03-15 00:00:00,ASD/USDT,0.2104,0.2119,0.2095,0.2111,6316.38773895,1332.197251397597
1647216000,2022-03-14 00:00:00,ASD/USDT,0.2106,0.2107,0.2091,0.2104,16369.16206598,3432.820901108354
1647129600,2022-03-13 00:00:00,ASD/USDT,0.2109,0.2145,0.2103,0.2103,8911.96116662,1888.630490085615
1647043200,2022-03-12 00:00:00,ASD/USDT,0.2128,0.2134,0.2087,0.2109,14990.41323789,3154.570651668148
1646956800,2022-03-11 00:00:00,ASD/USDT,0.2147,0.2149,0.2128,0.2128,9929.3819,2124.14915091
1646870400,2022-03-10 00:00:00,ASD/USDT,0.2175,0.2175,0.2146,0.2151,6231.79254377,1343.678599539688
1646784000,2022-03-09 00:00:00,ASD/USDT,0.2149,0.2206,0.2149,0.2186,35261.92995004,7644.095738498776
1646697600,2022-03-08 00:00:00,ASD/USDT,0.2136,0.2149,0.2128,0.2149,7161.8286,1530.15484299
1646611200,2022-03-07 00:00:00,ASD/USDT,0.2147,0.2155,0.2127,0.2137,9998.2583,2135.91857126
1646524800,2022-03-06 00:00:00,ASD/USDT,0.2157,0.2161,0.2143,0.2147,1790.4377,385.363618
1646438400,2022-03-05 00:00:00,ASD/USDT,0.2171,0.2171,0.2146,0.2157,10069.7963,2169.04875193
1646352000,2022-03-04 00:00:00,ASD/USDT,0.2232,0.2232,0.2171,0.2176,7006.12101619,1545.360770418981
1646265600,2022-03-03 00:00:00,ASD/USDT,0.225,0.2254,0.2218,0.2232,14257.30369694,3173.924060935627
1646179200,2022-03-02 00:00:00,ASD/USDT,0.226,0.2274,0.2247,0.2247,14886.60498873,3367.989007340213
1646092800,2022-03-01 00:00:00,ASD/USDT,0.2228,0.2288,0.2223,0.2268,104107.6566149,23578.616259763077
1646006400,2022-02-28 00:00:00,ASD/USDT,0.2195,0.2242,0.2195,0.2238,6971.2763,1549.89037383
1645920000,2022-02-27 00:00:00,ASD/USDT,0.2215,0.2238,0.2195,0.2195,32157.65921126,7168.160512470667
1645833600,2022-02-26 00:00:00,ASD/USDT,0.2183,0.2235,0.2183,0.2215,52062.14897022,11578.863001714595
1645747200,2022-02-25 00:00:00,ASD/USDT,0.2159,0.2194,0.2147,0.2183,19128.07293263,4156.812501325754
1645660800,2022-02-24 00:00:00,ASD/USDT,0.2205,0.2205,0.2007,0.2154,91247.98449328,19492.026260852511
1645574400,2022-02-23 00:00:00,ASD/USDT,0.2198,0.222,0.2168,0.2205,35357.28023959,7771.373357154981
1645488000,2022-02-22 00:00:00,ASD/USDT,0.2275,0.2285,0.2183,0.2198,23693.8959,5267.26247446
1645401600,2022-02-21 00:00:00,ASD/USDT,0.2317,0.2339,0.2275,0.2275,8188.43413335,1898.489290587827
1645315200,2022-02-20 00:00:00,ASD/USDT,0.239,0.239,0.2251,0.2315,44569.79175766,10369.633922959822
1645228800,2022-02-19 00:00:00,ASD/USDT,0.2461,0.2485,0.2376,0.2379,24111.31260697,5841.713151428143
1645142400,2022-02-18 00:00:00,ASD/USDT,0.2479,0.2492,0.2451,0.2453,11494.88954936,2831.177705497112
1645056000,2022-02-17 00:00:00,ASD/USDT,0.2515,0.2526,0.2476,0.2479,9909.25713358,2474.597440632622
1644969600,2022-02-16 00:00:00,ASD/USDT,0.2532,0.2536,0.25,0.2524,18540.32660972,4667.575588940075
1644883200,2022-02-15 00:00:00,ASD/USDT,0.2489,0.2541,0.2488,0.2532,22151.11920963,5583.823199850899
1644796800,2022-02-14 00:00:00,ASD/USDT,0.2563,0.2569,0.2479,0.249,30431.83318784,7699.47424941758
1644710400,2022-02-13 00:00:00,ASD/USDT,0.2565,0.258,0.2555,0.2574,2349.56291223,604.320647807149
1644624000,2022-02-12 00:00:00,ASD/USDT,0.2587,0.2596,0.2539,0.2568,38812.2235395,9939.096719243957
1644537600,2022-02-11 00:00:00,ASD/USDT,0.2623,0.2763,0.2583,0.2584,81033.51492361,21428.696592797681
1644451200,2022-02-10 00:00:00,ASD/USDT,0.2635,0.267,0.2602,0.2616,27199.00369914,7178.360744865455
1644364800,2022-02-09 00:00:00,ASD/USDT,0.2615,0.2649,0.2561,0.2637,35742.78281948,9321.695042060036
1644278400,2022-02-08 00:00:00,ASD/USDT,0.2659,0.2704,0.2607,0.2629,41422.37363927,10986.247874195568
1644192000,2022-02-07 00:00:00,ASD/USDT,0.2633,0.2709,0.2595,0.2656,67706.53404872,17935.628810637433
1644105600,2022-02-06 00:00:00,ASD/USDT,0.2587,0.2668,0.2572,0.2633,43154.42316281,11286.467738649149
1644019200,2022-02-05 00:00:00,ASD/USDT,0.2559,0.262,0.2555,0.2603,45092.71515535,11655.092131176816
1643932800,2022-02-04 00:00:00,ASD/USDT,0.2486,0.2559,0.2423,0.2559,45116.92296645,11249.38473442485
1643846400,2022-02-03 00:00:00,ASD/USDT,0.2488,0.2492,0.2467,0.2476,3792.70505874,940.398951458008
1643760000,2022-02-02 00:00:00,ASD/USDT,0.2471,0.2528,0.2456,0.2475,29117.02144453,7248.788102267521
1643673600,2022-02-01 00:00:00,ASD/USDT,0.2465,0.2476,0.2455,0.2459,9753.00656926,2406.922411938776
1643587200,2022-01-31 00:00:00,ASD/USDT,0.2451,0.2463,0.2436,0.2456,6989.51009212,1707.631253299928
1643500800,2022-01-30 00:00:00,ASD/USDT,0.2475,0.2489,0.2439,0.2439,8539.09188724,2109.468068545454
