https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GODS,Volume USDT
1663459200,2022-09-18 00:00:00,GODS/USDT,0.3166,0.3174,0.3049,0.3084,38884.6007,11979.47488542
1663372800,2022-09-17 00:00:00,GODS/USDT,0.3012,0.3166,0.2999,0.3166,183117.2344,56608.70100729
1663286400,2022-09-16 00:00:00,GODS/USDT,0.3006,0.3112,0.2912,0.3008,178119.4055,53628.7816319
1663200000,2022-09-15 00:00:00,GODS/USDT,0.3225,0.325,0.2967,0.2996,438453.6542,136478.84598416
1663113600,2022-09-14 00:00:00,GODS/USDT,0.3058,0.3553,0.3041,0.3224,1285204.474,414112.97250078
1663027200,2022-09-13 00:00:00,GODS/USDT,0.317,0.3246,0.2936,0.3068,743416.898,229975.83301063
1662940800,2022-09-12 00:00:00,GODS/USDT,0.3305,0.3316,0.313,0.3153,477718.6926,154024.86143805
1662854400,2022-09-11 00:00:00,GODS/USDT,0.3318,0.3362,0.3216,0.3318,364623.0778,120333.3076592
1662768000,2022-09-10 00:00:00,GODS/USDT,0.3335,0.3433,0.3252,0.3318,347781.2225,116625.22835323
1662681600,2022-09-09 00:00:00,GODS/USDT,0.3269,0.3423,0.3219,0.3338,600864.1545,199353.51108175
1662595200,2022-09-08 00:00:00,GODS/USDT,0.323,0.337,0.3146,0.3268,886265.6693,286873.9170344
1662508800,2022-09-07 00:00:00,GODS/USDT,0.3174,0.3331,0.305,0.3233,445634.6037,142035.2886504
1662422400,2022-09-06 00:00:00,GODS/USDT,0.3532,0.3588,0.3065,0.3161,393074.4806,131651.24902063
1662336000,2022-09-05 00:00:00,GODS/USDT,0.3601,0.3694,0.3418,0.3538,552338.1058,195833.20426584
1662249600,2022-09-04 00:00:00,GODS/USDT,0.3606,0.3656,0.345,0.3603,420912.4083,149381.30348772
1662163200,2022-09-03 00:00:00,GODS/USDT,0.3526,0.3693,0.3383,0.3611,1658715.3636,593048.94741844
1662076800,2022-09-02 00:00:00,GODS/USDT,0.3157,0.3807,0.31,0.3532,724892.9557,249796.8060192
1661990400,2022-09-01 00:00:00,GODS/USDT,0.3192,0.3216,0.302,0.3147,179511.3931256,56204.92245763928
1661904000,2022-08-31 00:00:00,GODS/USDT,0.32,0.3336,0.3166,0.318,90416.19712066,29476.723029845335
1661817600,2022-08-30 00:00:00,GODS/USDT,0.3355,0.3407,0.3124,0.3196,261282.35927228,85705.215546680224
1661731200,2022-08-29 00:00:00,GODS/USDT,0.3144,0.3425,0.3113,0.3355,235384.50426759,76839.513102198646
1661644800,2022-08-28 00:00:00,GODS/USDT,0.3301,0.3351,0.3124,0.3135,386963.99052045,126472.607287398649
1661558400,2022-08-27 00:00:00,GODS/USDT,0.331,0.3361,0.3181,0.3289,356934.90814716,117095.452884589446
