https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XEM,Volume USDT
1663225200,2022-09-15 07:00:00,XEM/USDT,0.042176,0.042724,0.042176,0.042463,10666.3612,452.6678300863
1663221600,2022-09-15 06:00:00,XEM/USDT,0.041536,0.042324,0.041114,0.041955,57368.13213011,2376.9629251925272
1663218000,2022-09-15 05:00:00,XEM/USDT,0.041456,0.0418,0.041366,0.041798,17867.24119946,740.54374665778324
1663214400,2022-09-15 04:00:00,XEM/USDT,0.041732,0.041892,0.041314,0.04154,31411.3447417,1305.79447003895708
1663210800,2022-09-15 03:00:00,XEM/USDT,0.04184,0.04184,0.041357,0.041815,30141.37497188,1254.48317750896487
1663207200,2022-09-15 02:00:00,XEM/USDT,0.04254,0.04254,0.041841,0.042036,13357.14919649,564.58899780366391
1663203600,2022-09-15 01:00:00,XEM/USDT,0.042374,0.04254,0.042118,0.042359,6982.58920271,295.65983829009858
1663200000,2022-09-15 00:00:00,XEM/USDT,0.042741,0.042741,0.042333,0.042362,22203.92103849,944.67024333800109
1663196400,2022-09-14 23:00:00,XEM/USDT,0.0429,0.0429,0.042758,0.042761,2936.3571,125.5551938617
1663192800,2022-09-14 22:00:00,XEM/USDT,0.042766,0.043,0.042731,0.043,8617.32548328,368.31161399134
1663189200,2022-09-14 21:00:00,XEM/USDT,0.0424,0.042895,0.042324,0.042895,2092.4344,89.4175380613
1663185600,2022-09-14 20:00:00,XEM/USDT,0.042578,0.042644,0.0424,0.04251,9202.4213,391.7096074413
1663182000,2022-09-14 19:00:00,XEM/USDT,0.042242,0.042656,0.042118,0.042656,3415.22839143,144.68506860969727
1663178400,2022-09-14 18:00:00,XEM/USDT,0.042641,0.04273,0.041643,0.042192,12438.87137488,526.65781321317384
1663174800,2022-09-14 17:00:00,XEM/USDT,0.042743,0.042837,0.042577,0.042644,3693.73701324,157.53412736847416
1663171200,2022-09-14 16:00:00,XEM/USDT,0.042811,0.042833,0.0426,0.0426,1335.90932475,57.08094765214806
1663167600,2022-09-14 15:00:00,XEM/USDT,0.042811,0.042946,0.042811,0.042935,4377.80916401,187.66701040417346
1663164000,2022-09-14 14:00:00,XEM/USDT,0.042955,0.043044,0.042724,0.04295,19050.69085249,819.30388361569361
1663160400,2022-09-14 13:00:00,XEM/USDT,0.043084,0.043248,0.042566,0.043027,10295.573,442.2992124571
1663156800,2022-09-14 12:00:00,XEM/USDT,0.042528,0.043633,0.042113,0.04317,569310.27862298,24390.38132287821488
1663153200,2022-09-14 11:00:00,XEM/USDT,0.042576,0.042695,0.042202,0.042521,11556.5653,490.3632612128
1663149600,2022-09-14 10:00:00,XEM/USDT,0.042471,0.042792,0.042471,0.0427,6215.5137,265.5617623862
1663146000,2022-09-14 09:00:00,XEM/USDT,0.042585,0.042744,0.042459,0.042509,31674.1774,1348.9130072678
1663142400,2022-09-14 08:00:00,XEM/USDT,0.042292,0.042736,0.042064,0.042736,15604.1858,660.7330469969
1663138800,2022-09-14 07:00:00,XEM/USDT,0.042705,0.042951,0.041901,0.04226,11734.3632,499.5988685445
1663135200,2022-09-14 06:00:00,XEM/USDT,0.04267,0.042951,0.042636,0.042742,55462.3459,2373.0583835314
1663131600,2022-09-14 05:00:00,XEM/USDT,0.042888,0.042946,0.042741,0.042843,4614.01988654,197.6349526268276
1663128000,2022-09-14 04:00:00,XEM/USDT,0.042946,0.043039,0.042566,0.042775,15359.8745,656.8460710557
1663124400,2022-09-14 03:00:00,XEM/USDT,0.042773,0.043041,0.042718,0.043041,6862.78293162,295.06049941158378
1663120800,2022-09-14 02:00:00,XEM/USDT,0.042643,0.043049,0.042605,0.042836,26059.4755265,1116.3076292569895
1663117200,2022-09-14 01:00:00,XEM/USDT,0.042504,0.042656,0.042502,0.042574,5368.6752,228.5671539017
1663113600,2022-09-14 00:00:00,XEM/USDT,0.042063,0.042504,0.042,0.042504,120543.58356187,5099.17453437117712
1663110000,2022-09-13 23:00:00,XEM/USDT,0.042444,0.042444,0.042082,0.04224,2407.68303813,101.59198794412288
1663106400,2022-09-13 22:00:00,XEM/USDT,0.04266,0.04266,0.042219,0.042544,20083.06999677,851.622825245325
1663102800,2022-09-13 21:00:00,XEM/USDT,0.042888,0.042888,0.042389,0.04267,12451.84976881,532.62940883308446
1663099200,2022-09-13 20:00:00,XEM/USDT,0.042903,0.043158,0.042903,0.043143,117103.4314,5041.7310401321
1663095600,2022-09-13 19:00:00,XEM/USDT,0.042505,0.042943,0.042258,0.042788,78860.42700313,3369.12763791066442
1663092000,2022-09-13 18:00:00,XEM/USDT,0.042988,0.043198,0.042492,0.042506,17105.01683331,735.06859568022538
1663088400,2022-09-13 17:00:00,XEM/USDT,0.04312,0.0448,0.042831,0.043042,929287.6759506,40815.17900613698459
1663084800,2022-09-13 16:00:00,XEM/USDT,0.043272,0.043545,0.043077,0.04312,26173.95028239,1133.88942236818332
1663081200,2022-09-13 15:00:00,XEM/USDT,0.043449,0.043551,0.04311,0.043272,40088.32743261,1741.73205004225829
1663077600,2022-09-13 14:00:00,XEM/USDT,0.043651,0.043935,0.043205,0.043449,5117.18480429,222.77068232929621
1663074000,2022-09-13 13:00:00,XEM/USDT,0.0439,0.044048,0.043584,0.043889,94008.2939,4125.6894475848
1663070400,2022-09-13 12:00:00,XEM/USDT,0.0462,0.046437,0.0435,0.0439,535882.231,23828.3068825501
1663066800,2022-09-13 11:00:00,XEM/USDT,0.046135,0.048,0.046,0.046058,528324.467,24715.1051371978
1663063200,2022-09-13 10:00:00,XEM/USDT,0.045761,0.046135,0.045662,0.046135,83632.4239,3834.0808711553
1663059600,2022-09-13 09:00:00,XEM/USDT,0.046421,0.046438,0.045754,0.045936,105241.3197,4833.6694504436
1663056000,2022-09-13 08:00:00,XEM/USDT,0.046435,0.046953,0.046245,0.046336,110883.64526105,5148.1963805471096
1663052400,2022-09-13 07:00:00,XEM/USDT,0.046,0.046438,0.045942,0.046434,27852.1467,1285.9166115824
1663048800,2022-09-13 06:00:00,XEM/USDT,0.046352,0.0465,0.046053,0.046053,29806.60172921,1380.8178302986914
1663045200,2022-09-13 05:00:00,XEM/USDT,0.046196,0.046354,0.046141,0.046168,6185.3204,285.6697385797
1663041600,2022-09-13 04:00:00,XEM/USDT,0.04632,0.046438,0.046141,0.0462,32781.90904792,1516.21884617236044
1663038000,2022-09-13 03:00:00,XEM/USDT,0.046196,0.04632,0.045954,0.04606,19273.30807911,888.76647756351844
1663034400,2022-09-13 02:00:00,XEM/USDT,0.04605,0.046196,0.045824,0.046196,786.32511154,36.2190054989326
1663030800,2022-09-13 01:00:00,XEM/USDT,0.046232,0.046252,0.045966,0.046143,4286.49731261,197.82681060849895
1663027200,2022-09-13 00:00:00,XEM/USDT,0.046851,0.046922,0.045922,0.046152,5675.79729266,263.04127794704432
1663023600,2022-09-12 23:00:00,XEM/USDT,0.04665,0.046852,0.04665,0.046651,62.7979,2.9357263815
1663020000,2022-09-12 22:00:00,XEM/USDT,0.046675,0.046953,0.046562,0.046623,16290.12061391,761.73602465220576
1663016400,2022-09-12 21:00:00,XEM/USDT,0.04676,0.04676,0.0466,0.046686,26364.40254573,1231.51691453499442
1663012800,2022-09-12 20:00:00,XEM/USDT,0.0468,0.046966,0.046601,0.046954,13336.93265811,625.20960777739694
1663009200,2022-09-12 19:00:00,XEM/USDT,0.046696,0.046761,0.046696,0.046761,15.6097,0.7293498537
1663005600,2022-09-12 18:00:00,XEM/USDT,0.046504,0.04668,0.046371,0.04668,2618.89253961,121.8768378494377
1663002000,2022-09-12 17:00:00,XEM/USDT,0.046554,0.046744,0.046275,0.046744,22501.4081,1045.7410747857
1662998400,2022-09-12 16:00:00,XEM/USDT,0.046616,0.046673,0.046053,0.04655,17651.2246,817.2140920996
1662994800,2022-09-12 15:00:00,XEM/USDT,0.047212,0.047306,0.046322,0.046616,62375.1744,2925.3426290488
1662991200,2022-09-12 14:00:00,XEM/USDT,0.047691,0.047691,0.047269,0.047294,2858.343,135.281591515
1662987600,2022-09-12 13:00:00,XEM/USDT,0.047748,0.04776,0.047515,0.047647,2786.5117,132.6740924538
1662984000,2022-09-12 12:00:00,XEM/USDT,0.047753,0.047755,0.047528,0.047528,12968.85672212,619.2454991990406
1662980400,2022-09-12 11:00:00,XEM/USDT,0.047725,0.0478,0.047678,0.047763,6589.708,314.4485740323
1662976800,2022-09-12 10:00:00,XEM/USDT,0.047653,0.047754,0.047364,0.047657,32189.35545411,1527.72154657842772
1662973200,2022-09-12 09:00:00,XEM/USDT,0.047745,0.047853,0.047654,0.047853,1311.63835829,62.7262684900304
1662969600,2022-09-12 08:00:00,XEM/USDT,0.047955,0.047955,0.047457,0.047632,50153.57500441,2389.77565892112221
1662966000,2022-09-12 07:00:00,XEM/USDT,0.047386,0.047955,0.047386,0.047955,2040.8029,97.4814253997
1662962400,2022-09-12 06:00:00,XEM/USDT,0.047296,0.047552,0.047064,0.047472,6960.6553,328.7574529362
1662958800,2022-09-12 05:00:00,XEM/USDT,0.047728,0.047728,0.047327,0.04755,1727.3865,81.9555012199
1662955200,2022-09-12 04:00:00,XEM/USDT,0.047153,0.047653,0.047096,0.047547,7222.5776,342.7534000119
1662951600,2022-09-12 03:00:00,XEM/USDT,0.047324,0.048442,0.046833,0.046952,109532.9334938,5222.60811402609163
1662948000,2022-09-12 02:00:00,XEM/USDT,0.047245,0.047752,0.046746,0.047296,107547.88435532,5087.80388889108233
1662944400,2022-09-12 01:00:00,XEM/USDT,0.0464,0.0476,0.0464,0.047346,29100.3559,1364.4756628256
1662940800,2022-09-12 00:00:00,XEM/USDT,0.046573,0.046747,0.046438,0.046474,13886.291,647.8696091411
1662937200,2022-09-11 23:00:00,XEM/USDT,0.046288,0.046726,0.046136,0.046726,3980.9323,184.7243128751
1662933600,2022-09-11 22:00:00,XEM/USDT,0.045878,0.046446,0.045862,0.046288,12036.88397387,556.36375028606602
1662930000,2022-09-11 21:00:00,XEM/USDT,0.046342,0.046539,0.045822,0.04588,13670.2038,628.8475070984
1662926400,2022-09-11 20:00:00,XEM/USDT,0.046546,0.046546,0.045954,0.046342,4656.976,215.1808637512
1662922800,2022-09-11 19:00:00,XEM/USDT,0.046443,0.046636,0.046368,0.046484,6594.4104,306.469053946
1662919200,2022-09-11 18:00:00,XEM/USDT,0.046488,0.0468,0.046438,0.046561,279.5245,13.0049670635
1662915600,2022-09-11 17:00:00,XEM/USDT,0.046941,0.046941,0.04655,0.046643,7287.09634966,340.1078810249039
1662912000,2022-09-11 16:00:00,XEM/USDT,0.04665,0.046966,0.04665,0.046952,7523.05562315,352.667281497796
1662908400,2022-09-11 15:00:00,XEM/USDT,0.046444,0.046655,0.046444,0.046547,5368.06674793,249.96383589526741
1662904800,2022-09-11 14:00:00,XEM/USDT,0.046491,0.046553,0.046356,0.0464,18373.8726,852.8241103652
1662901200,2022-09-11 13:00:00,XEM/USDT,0.046858,0.048499,0.046488,0.046489,264041.6158,12501.7917516545
1662897600,2022-09-11 12:00:00,XEM/USDT,0.046245,0.047395,0.046057,0.047064,171861.4908,8064.2229800328
1662894000,2022-09-11 11:00:00,XEM/USDT,0.046359,0.046966,0.04629,0.04629,99363.75379408,4633.71447874729696
1662890400,2022-09-11 10:00:00,XEM/USDT,0.045822,0.046245,0.045822,0.046201,34431.9453,1589.4191469966
1662886800,2022-09-11 09:00:00,XEM/USDT,0.046064,0.046064,0.045859,0.046051,6421.7246,294.5777226149
1662883200,2022-09-11 08:00:00,XEM/USDT,0.046244,0.046338,0.046062,0.046272,42085.526,1946.056681867
1662879600,2022-09-11 07:00:00,XEM/USDT,0.04544,0.046241,0.04544,0.046187,39792.225,1826.5494805092
1662876000,2022-09-11 06:00:00,XEM/USDT,0.04569,0.04569,0.044986,0.045439,29122.5578,1317.4978830768
1662872400,2022-09-11 05:00:00,XEM/USDT,0.045648,0.0458,0.045573,0.04565,3593.5121,164.1344348254
1662868800,2022-09-11 04:00:00,XEM/USDT,0.045711,0.0458,0.045711,0.0458,254.717,11.6495951073
1662865200,2022-09-11 03:00:00,XEM/USDT,0.045549,0.045712,0.045449,0.045641,6653.8706,302.9712012182
1662861600,2022-09-11 02:00:00,XEM/USDT,0.045645,0.045749,0.045406,0.045549,153.34082545,6.98371544562205
1662858000,2022-09-11 01:00:00,XEM/USDT,0.045649,0.045712,0.04563,0.045712,6046.5592,276.0859485394
1662854400,2022-09-11 00:00:00,XEM/USDT,0.045835,0.045946,0.045447,0.045547,21344.49868027,976.19918314188542
1662850800,2022-09-10 23:00:00,XEM/USDT,0.045846,0.045949,0.045647,0.04575,5934.7427,271.3094525855
1662847200,2022-09-10 22:00:00,XEM/USDT,0.045349,0.045822,0.045349,0.045762,6964.6014,317.5398647041
1662843600,2022-09-10 21:00:00,XEM/USDT,0.045228,0.04564,0.045228,0.0454,40378.8915,1834.2519289238
1662840000,2022-09-10 20:00:00,XEM/USDT,0.045271,0.045353,0.044976,0.045208,7556.7423,340.8379102282
1662836400,2022-09-10 19:00:00,XEM/USDT,0.045388,0.045517,0.045269,0.045453,7655.3236,347.6756193073
1662832800,2022-09-10 18:00:00,XEM/USDT,0.045353,0.045486,0.045353,0.045486,45.36,2.0582942261
1662829200,2022-09-10 17:00:00,XEM/USDT,0.04547,0.045489,0.04525,0.045347,122390.80100811,5538.30418051322919
1662825600,2022-09-10 16:00:00,XEM/USDT,0.045162,0.04547,0.044976,0.04547,9706.7085,439.5955662296
1662822000,2022-09-10 15:00:00,XEM/USDT,0.045252,0.0454,0.04515,0.04515,330.1714,14.9400487882
1662818400,2022-09-10 14:00:00,XEM/USDT,0.045247,0.045589,0.045148,0.045353,44519.30576927,2017.37362629015003
1662814800,2022-09-10 13:00:00,XEM/USDT,0.045565,0.045651,0.045067,0.045151,16995.0093,771.0246189649
1662811200,2022-09-10 12:00:00,XEM/USDT,0.045653,0.045904,0.045396,0.045712,4065.01447747,185.04462612608897
1662807600,2022-09-10 11:00:00,XEM/USDT,0.045749,0.045753,0.045684,0.045751,516.7496,23.6382839043
1662804000,2022-09-10 10:00:00,XEM/USDT,0.045717,0.045867,0.04555,0.045851,112159.5456,5115.780208691
1662800400,2022-09-10 09:00:00,XEM/USDT,0.045851,0.045954,0.045848,0.045952,4090.9358,187.6041046157
1662796800,2022-09-10 08:00:00,XEM/USDT,0.045575,0.046041,0.045575,0.045751,12820.4585,587.6241891561
1662793200,2022-09-10 07:00:00,XEM/USDT,0.046488,0.0465,0.045518,0.045518,11995.9018,552.1025047764
1662789600,2022-09-10 06:00:00,XEM/USDT,0.045829,0.04645,0.045829,0.04645,31535.87328333,1457.54584966461282
1662786000,2022-09-10 05:00:00,XEM/USDT,0.045853,0.046052,0.04575,0.045952,1356.7208,62.2900663814
1662782400,2022-09-10 04:00:00,XEM/USDT,0.0462,0.046443,0.045808,0.045852,14425.4285,667.1678651961
1662778800,2022-09-10 03:00:00,XEM/USDT,0.046244,0.046246,0.045966,0.045966,8623.6349,398.3275365065
1662775200,2022-09-10 02:00:00,XEM/USDT,0.0462,0.046295,0.046042,0.046148,6539.5868,302.1332267447
1662771600,2022-09-10 01:00:00,XEM/USDT,0.0462,0.046522,0.0462,0.046294,25464.75299353,1181.19169976415762
1662768000,2022-09-10 00:00:00,XEM/USDT,0.0462,0.046292,0.045549,0.046,118832.23765934,5464.15859962406728
1662764400,2022-09-09 23:00:00,XEM/USDT,0.046098,0.046368,0.045548,0.0462,42334.1943,1948.7938517633
1662760800,2022-09-09 22:00:00,XEM/USDT,0.045833,0.046057,0.045747,0.045947,729.2972,33.5057270024
1662757200,2022-09-09 21:00:00,XEM/USDT,0.045863,0.047399,0.0456,0.045765,333712.68890624,15363.47115010951023
1662753600,2022-09-09 20:00:00,XEM/USDT,0.045565,0.046058,0.045563,0.046045,22357.1254692,1025.29918149320711
1662750000,2022-09-09 19:00:00,XEM/USDT,0.04547,0.045712,0.04547,0.045558,5272.9272,240.2107202248
1662746400,2022-09-09 18:00:00,XEM/USDT,0.045257,0.045445,0.04516,0.045445,30536.45576979,1382.46132292840655
1662742800,2022-09-09 17:00:00,XEM/USDT,0.0456,0.045754,0.04528,0.045425,55103.18939219,2507.00692337750152
1662739200,2022-09-09 16:00:00,XEM/USDT,0.045421,0.0456,0.045083,0.0456,20622.2168,935.088496985
1662735600,2022-09-09 15:00:00,XEM/USDT,0.045381,0.0456,0.045263,0.045421,10094.84642666,458.48840746901606
1662732000,2022-09-09 14:00:00,XEM/USDT,0.04544,0.0456,0.0452,0.045453,15018.8246,683.0383836323
1662728400,2022-09-09 13:00:00,XEM/USDT,0.045672,0.045672,0.045049,0.045276,72838.0285,3298.9091943476
1662724800,2022-09-09 12:00:00,XEM/USDT,0.0454,0.045999,0.0454,0.045672,111631.39392108,5119.45650021781635
1662721200,2022-09-09 11:00:00,XEM/USDT,0.0456,0.0456,0.045169,0.0454,10188.79610098,462.4592853428735
1662717600,2022-09-09 10:00:00,XEM/USDT,0.045545,0.045753,0.045545,0.045587,27229.5541,1240.4540922319
1662714000,2022-09-09 09:00:00,XEM/USDT,0.04555,0.04555,0.04532,0.045545,6057.15630025,274.96657137893308
1662710400,2022-09-09 08:00:00,XEM/USDT,0.045351,0.0458,0.045252,0.045652,10346.09282424,469.86346338227128
1662706800,2022-09-09 07:00:00,XEM/USDT,0.045452,0.045551,0.045148,0.045148,19943.8894,902.6757015476
1662703200,2022-09-09 06:00:00,XEM/USDT,0.045377,0.0456,0.045271,0.045452,7281.34386034,330.16239266157368
1662699600,2022-09-09 05:00:00,XEM/USDT,0.045251,0.04547,0.045118,0.045281,5848.2522,264.8575548843
1662696000,2022-09-09 04:00:00,XEM/USDT,0.045252,0.0456,0.045045,0.045252,62222.033279,2813.04534860325
1662692400,2022-09-09 03:00:00,XEM/USDT,0.044738,0.04536,0.044729,0.045172,39092.9462135,1761.705044312522
1662688800,2022-09-09 02:00:00,XEM/USDT,0.044401,0.04489,0.044358,0.044735,19055.52948075,851.43032455452678
1662685200,2022-09-09 01:00:00,XEM/USDT,0.044636,0.04475,0.044457,0.044457,25444.85062891,1134.26678736087588
1662681600,2022-09-09 00:00:00,XEM/USDT,0.044425,0.04475,0.044116,0.044551,15929.30601171,706.56863002207659
1662678000,2022-09-08 23:00:00,XEM/USDT,0.044305,0.044437,0.044064,0.044343,41979.34612919,1861.79618683013299
1662674400,2022-09-08 22:00:00,XEM/USDT,0.044053,0.044338,0.043862,0.044338,5791.31220211,255.28772083720157
1662670800,2022-09-08 21:00:00,XEM/USDT,0.044124,0.04414,0.043855,0.044045,2733.41758191,120.12954637555359
1662667200,2022-09-08 20:00:00,XEM/USDT,0.043957,0.04428,0.043957,0.044154,39528.7739,1746.2954200997
1662663600,2022-09-08 19:00:00,XEM/USDT,0.043602,0.044018,0.043602,0.044018,1587.7643,69.3688684228
1662660000,2022-09-08 18:00:00,XEM/USDT,0.043637,0.043876,0.04359,0.043675,4937.6922,216.1830944691
1662656400,2022-09-08 17:00:00,XEM/USDT,0.04297,0.043739,0.04297,0.043649,48706.12539829,2124.57166319343723
1662652800,2022-09-08 16:00:00,XEM/USDT,0.043074,0.043074,0.042724,0.04305,1196.09549599,51.32677904907451
1662649200,2022-09-08 15:00:00,XEM/USDT,0.043328,0.04335,0.043018,0.043149,6081.37516943,262.0163577352905
1662645600,2022-09-08 14:00:00,XEM/USDT,0.043049,0.043352,0.0428,0.043352,13796.0472,594.0706806797
1662642000,2022-09-08 13:00:00,XEM/USDT,0.042648,0.043158,0.042424,0.042974,52255.69081974,2235.84190269377778
1662638400,2022-09-08 12:00:00,XEM/USDT,0.04307,0.04323,0.042566,0.042566,17618.32480418,757.0664394129014
1662634800,2022-09-08 11:00:00,XEM/USDT,0.04325,0.043534,0.04305,0.043092,25328.813,1100.5301584516
