https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SYLO,Volume USDT
1663459200,2022-09-18 00:00:00,SYLO/USDT,0.003208,0.003208,0.003208,0.003208,70.0149,0.2246077992
1663372800,2022-09-17 00:00:00,SYLO/USDT,0.00314,0.003276,0.003127,0.003222,9570522.0224,30352.0644826173
1663286400,2022-09-16 00:00:00,SYLO/USDT,0.00316,0.003505,0.003011,0.003146,32422415.9512,102351.2410466797
1663200000,2022-09-15 00:00:00,SYLO/USDT,0.003123,0.00337,0.00305,0.00316,14304082.6082,45190.0832963982
1663113600,2022-09-14 00:00:00,SYLO/USDT,0.003223,0.003324,0.0031,0.003123,6585601.826,20981.1912227751
1663027200,2022-09-13 00:00:00,SYLO/USDT,0.003413,0.003577,0.00315,0.003225,11756232.0892,38759.4128591301
1662940800,2022-09-12 00:00:00,SYLO/USDT,0.003455,0.003718,0.003323,0.0034,14292408.1033,49367.253075289
1662854400,2022-09-11 00:00:00,SYLO/USDT,0.003533,0.003535,0.003438,0.003449,7962349.9691,27663.7147275327
1662768000,2022-09-10 00:00:00,SYLO/USDT,0.003532,0.003558,0.003476,0.003535,10369716.8397,36591.7892092142
1662681600,2022-09-09 00:00:00,SYLO/USDT,0.003547,0.003892,0.003207,0.003532,46092195.7067,162783.0518365426
1662595200,2022-09-08 00:00:00,SYLO/USDT,0.003568,0.00374,0.0034,0.003538,61912003.9921,220765.915178411
1662508800,2022-09-07 00:00:00,SYLO/USDT,0.003596,0.003621,0.003523,0.003577,10736171.3953,38345.3843960103
1662422400,2022-09-06 00:00:00,SYLO/USDT,0.003717,0.003854,0.003596,0.003596,16038930.2926,60079.2974537108
1662336000,2022-09-05 00:00:00,SYLO/USDT,0.00357,0.003748,0.003556,0.003722,13075557.4339,48308.7954186407
1662249600,2022-09-04 00:00:00,SYLO/USDT,0.0039,0.0043,0.003512,0.00357,53458168.6195,209937.0437517446
1662163200,2022-09-03 00:00:00,SYLO/USDT,0.003306,0.003924,0.003306,0.0039,35903693.2889,128651.3855859591
1662076800,2022-09-02 00:00:00,SYLO/USDT,0.00333,0.003345,0.003281,0.003306,6627597.8989,21999.9337259351
1661990400,2022-09-01 00:00:00,SYLO/USDT,0.003392,0.003416,0.003319,0.003333,7536837.5137,25453.5800645128
1661904000,2022-08-31 00:00:00,SYLO/USDT,0.003348,0.003404,0.003331,0.003392,8925086.3677,30126.3994982253
1661817600,2022-08-30 00:00:00,SYLO/USDT,0.00343,0.003449,0.003332,0.003347,7996903.048,27081.2581177328
1661731200,2022-08-29 00:00:00,SYLO/USDT,0.003383,0.00344,0.003332,0.003431,7753000.3211,26061.0289268681
1661644800,2022-08-28 00:00:00,SYLO/USDT,0.003468,0.003479,0.003385,0.003386,4270562.1048,14609.8364489079
1661558400,2022-08-27 00:00:00,SYLO/USDT,0.003503,0.003587,0.003447,0.00347,6087631.5747,21359.0048088183
1661472000,2022-08-26 00:00:00,SYLO/USDT,0.003549,0.003561,0.003434,0.003503,16178968.6804,56796.4638719835
1661385600,2022-08-25 00:00:00,SYLO/USDT,0.003576,0.003635,0.00355,0.00355,11011077.5135,39400.5178537743
1661299200,2022-08-24 00:00:00,SYLO/USDT,0.003633,0.003695,0.003566,0.003569,12708094.815,46038.5325718035
1661212800,2022-08-23 00:00:00,SYLO/USDT,0.003657,0.00366,0.003578,0.003621,10984754.5544,39730.6734523036
1661126400,2022-08-22 00:00:00,SYLO/USDT,0.003694,0.003709,0.003563,0.003644,16912180.975,61491.9362448898
1661040000,2022-08-21 00:00:00,SYLO/USDT,0.00366,0.003922,0.003636,0.003713,13486184.1591,50600.8520731206
1660953600,2022-08-20 00:00:00,SYLO/USDT,0.00374,0.003763,0.0036,0.003649,18236477.3159,67041.1186471517
1660867200,2022-08-19 00:00:00,SYLO/USDT,0.003928,0.00395,0.003727,0.003727,18424596.7945,71022.2557852936
1660780800,2022-08-18 00:00:00,SYLO/USDT,0.004,0.004038,0.003919,0.003928,11463980.8672,45650.5531211071
1660694400,2022-08-17 00:00:00,SYLO/USDT,0.003997,0.004184,0.003867,0.004003,36816129.5868,147263.4730241696
1660608000,2022-08-16 00:00:00,SYLO/USDT,0.00404,0.004211,0.003937,0.003997,15545137.1727,62221.671393258
1660521600,2022-08-15 00:00:00,SYLO/USDT,0.004138,0.004343,0.00401,0.004043,25034426.6819,104806.6616175558
1660435200,2022-08-14 00:00:00,SYLO/USDT,0.004585,0.004616,0.004081,0.004137,35419781.0528,154264.6309555748
1660348800,2022-08-13 00:00:00,SYLO/USDT,0.004004,0.004754,0.003954,0.0046,52319077.0519,228979.9495041534
1660262400,2022-08-12 00:00:00,SYLO/USDT,0.003994,0.004059,0.003961,0.004001,16687530.4311,66909.7763424554
1660176000,2022-08-11 00:00:00,SYLO/USDT,0.004047,0.004172,0.00399,0.00399,18380703.3688,75075.6445008814
1660089600,2022-08-10 00:00:00,SYLO/USDT,0.00407,0.004234,0.003904,0.004047,32789576.2171,133213.5338868479
1660003200,2022-08-09 00:00:00,SYLO/USDT,0.00418,0.004381,0.00399,0.00407,44220372.9117,185613.9174193786
1659916800,2022-08-08 00:00:00,SYLO/USDT,0.00443,0.005434,0.004181,0.004181,121063663.2745,578725.3327492192
1659830400,2022-08-07 00:00:00,SYLO/USDT,0.00387,0.005113,0.003806,0.004425,91167361.35840512,412360.00116504104
