https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PERP,Volume EUR
1651881600,2022-05-07 00:00:00,PERP/EUR,2.256,2.279,2.100,2.115,13086.91652930,27678.828459469503
1651795200,2022-05-06 00:00:00,PERP/EUR,2.327,2.333,2.230,2.278,15545.66479982,35413.02441398996
1651708800,2022-05-05 00:00:00,PERP/EUR,2.738,2.789,2.250,2.316,12002.97166228,27798.882369840478
1651622400,2022-05-04 00:00:00,PERP/EUR,2.749,2.835,2.700,2.835,2898.08648230,8216.075177320501
1651536000,2022-05-03 00:00:00,PERP/EUR,3.107,3.130,2.750,2.750,2965.28404809,8154.5311322475
1651449600,2022-05-02 00:00:00,PERP/EUR,3.150,3.150,3.003,3.003,794.03963641,2384.50102813923
1651363200,2022-05-01 00:00:00,PERP/EUR,2.900,3.100,2.900,3.086,3503.19921057,10810.87276381902
1651276800,2022-04-30 00:00:00,PERP/EUR,3.224,3.224,2.961,2.961,1592.19411055,4714.4867613385495
1651190400,2022-04-29 00:00:00,PERP/EUR,3.564,3.564,3.200,3.200,1791.74693896,5733.590204672
1651104000,2022-04-28 00:00:00,PERP/EUR,3.510,3.583,3.450,3.450,2262.81289423,7806.7044850935
1651017600,2022-04-27 00:00:00,PERP/EUR,3.570,3.570,3.510,3.555,623.54828680,2216.7141595740004
1650931200,2022-04-26 00:00:00,PERP/EUR,3.820,3.990,3.400,3.400,1324.34301782,4502.766260588
1650844800,2022-04-25 00:00:00,PERP/EUR,3.800,3.860,3.630,3.710,2380.38856422,8831.241573256199
1650758400,2022-04-24 00:00:00,PERP/EUR,4.052,4.052,4.052,4.052,407.25086093,1650.1804884883597
1650672000,2022-04-23 00:00:00,PERP/EUR,4.000,4.000,3.966,3.966,431.58181757,1711.65348848262
1650585600,2022-04-22 00:00:00,PERP/EUR,4.099,4.349,4.099,4.209,2731.14629782,11495.39476752438
1650499200,2022-04-21 00:00:00,PERP/EUR,4.260,4.393,4.070,4.182,5727.95196083,23954.295100191062
1650412800,2022-04-20 00:00:00,PERP/EUR,3.787,4.600,3.767,4.312,5120.66306495,22080.2991360644
1650326400,2022-04-19 00:00:00,PERP/EUR,3.780,3.811,3.703,3.811,78.21928841,298.09370813051004
1650240000,2022-04-18 00:00:00,PERP/EUR,3.570,3.618,3.570,3.618,71.79541343,259.75580578973995
1650153600,2022-04-17 00:00:00,PERP/EUR,3.600,3.600,3.600,3.600,15.27777777,54.999999972000005
1650067200,2022-04-16 00:00:00,PERP/EUR,3.700,3.700,3.700,3.700,0.00000000,0.0
1649980800,2022-04-15 00:00:00,PERP/EUR,3.700,3.700,3.700,3.700,13.51351352,50.000000024
1649894400,2022-04-14 00:00:00,PERP/EUR,3.921,3.921,3.921,3.921,0.00000000,0.0
1649808000,2022-04-13 00:00:00,PERP/EUR,3.863,3.921,3.863,3.921,859.64346489,3370.6620258336898
1649721600,2022-04-12 00:00:00,PERP/EUR,3.897,3.897,3.897,3.897,21.27162493,82.89552235221001
1649635200,2022-04-11 00:00:00,PERP/EUR,3.957,3.957,3.800,3.800,419.63033104,1594.5952579519999
1649548800,2022-04-10 00:00:00,PERP/EUR,4.237,4.237,4.237,4.237,45.07158798,190.96831827126
1649462400,2022-04-09 00:00:00,PERP/EUR,4.237,4.237,4.237,4.237,0.00000000,0.0
1649376000,2022-04-08 00:00:00,PERP/EUR,4.220,4.237,4.200,4.237,413.32688537,1751.2660133126901
1649289600,2022-04-07 00:00:00,PERP/EUR,4.242,4.242,4.220,4.220,397.35500577,1676.8381243493998
1649203200,2022-04-06 00:00:00,PERP/EUR,4.442,4.508,4.252,4.290,1531.01171861,6568.0402728369
1649116800,2022-04-05 00:00:00,PERP/EUR,4.455,4.455,4.455,4.455,810.12457912,3609.1049999796
1649030400,2022-04-04 00:00:00,PERP/EUR,4.740,4.740,4.356,4.475,673.42269000,3013.5665377499995
1648944000,2022-04-03 00:00:00,PERP/EUR,4.890,4.940,4.774,4.774,793.94351788,3790.2863543591197
1648857600,2022-04-02 00:00:00,PERP/EUR,4.763,4.807,4.738,4.807,370.09007014,1779.0229671629802
1648771200,2022-04-01 00:00:00,PERP/EUR,4.550,4.550,4.550,4.550,21.25610021,96.7152559555
1648684800,2022-03-31 00:00:00,PERP/EUR,4.650,4.950,4.650,4.680,791.35628673,3703.5474218963996
1648598400,2022-03-30 00:00:00,PERP/EUR,4.436,4.455,4.436,4.455,385.26114295,1716.33839184225
1648512000,2022-03-29 00:00:00,PERP/EUR,4.429,4.512,4.429,4.512,200.39642214,904.1886566956799
1648425600,2022-03-28 00:00:00,PERP/EUR,4.545,4.596,4.400,4.400,857.30822258,3772.1561793520004
