https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WRX,Volume BTC
1663459200,2022-09-18 00:00:00,WRX/BTC,0.000010446,0.000010468,0.000010426,0.000010426,85.7291,0.0008964437462
1663372800,2022-09-17 00:00:00,WRX/BTC,0.000010294,0.000012022,0.000010217,0.000010445,31247.4973,0.3462122978029
1663286400,2022-09-16 00:00:00,WRX/BTC,0.000010358,0.000010391,0.000010092,0.000010294,10414.4187,0.1064182965336
1663200000,2022-09-15 00:00:00,WRX/BTC,0.000010435,0.000012022,0.000010327,0.000010358,39556.3347,0.437696215547
1663113600,2022-09-14 00:00:00,WRX/BTC,0.000010394,0.000010457,0.000009856,0.000010457,11534.7374,0.1173559437285
1663027200,2022-09-13 00:00:00,WRX/BTC,0.000009695,0.00001054,0.000009522,0.000010422,23219.0768,0.2294201218751
1662940800,2022-09-12 00:00:00,WRX/BTC,0.000010312,0.00001144,0.000009685,0.00000973,53240.761,0.563410229487
1662854400,2022-09-11 00:00:00,WRX/BTC,0.000010654,0.000013626,0.000010312,0.000010312,130780.5495,1.5385834096286
1662768000,2022-09-10 00:00:00,WRX/BTC,0.000008743,0.0000147,0.000008743,0.000010654,222827.1958,2.681565290019
1662681600,2022-09-09 00:00:00,WRX/BTC,0.000009374,0.000009417,0.000008661,0.000008739,8756.6174,0.0792437674515
1662595200,2022-09-08 00:00:00,WRX/BTC,0.000009455,0.000009559,0.000009225,0.000009376,5389.3683,0.0504334476033
1662508800,2022-09-07 00:00:00,WRX/BTC,0.000009437,0.000009609,0.000009288,0.000009408,10014.6905,0.0940125154477
1662422400,2022-09-06 00:00:00,WRX/BTC,0.000009485,0.000009803,0.000009383,0.000009462,16462.1835,0.1580035748861
1662336000,2022-09-05 00:00:00,WRX/BTC,0.000009727,0.00000974,0.000009361,0.000009418,4892.7196,0.0467233297897
1662249600,2022-09-04 00:00:00,WRX/BTC,0.000009637,0.000009804,0.000009559,0.000009691,5378.2721,0.0526598540982
1662163200,2022-09-03 00:00:00,WRX/BTC,0.000009517,0.000009686,0.000009461,0.000009613,1230.7003,0.0118423317403
1662076800,2022-09-02 00:00:00,WRX/BTC,0.000009445,0.000009572,0.000009353,0.000009436,12814.9366,0.1214126756555
1661990400,2022-09-01 00:00:00,WRX/BTC,0.000009425,0.000009457,0.000009284,0.000009408,4609.4443,0.0431846724313
1661904000,2022-08-31 00:00:00,WRX/BTC,0.000009791,0.000009868,0.000009325,0.000009426,18353.2588,0.1765086018048
1661817600,2022-08-30 00:00:00,WRX/BTC,0.00000967,0.000009982,0.000009612,0.000009798,2681.9097,0.026404302446
1661731200,2022-08-29 00:00:00,WRX/BTC,0.000009727,0.000009748,0.000009579,0.000009649,17877.857,0.1736058478863
1661644800,2022-08-28 00:00:00,WRX/BTC,0.000009501,0.000009903,0.000009501,0.000009727,10433.4907,0.1013545230728
1661558400,2022-08-27 00:00:00,WRX/BTC,0.000009417,0.000009793,0.000009353,0.000009522,5210.3752,0.0496241177749
1661472000,2022-08-26 00:00:00,WRX/BTC,0.00000974,0.000009788,0.00000929,0.000009375,18544.6765,0.1784840973473
1661385600,2022-08-25 00:00:00,WRX/BTC,0.000009632,0.000009804,0.000009477,0.000009681,5534.7774,0.0532916155332
1661299200,2022-08-24 00:00:00,WRX/BTC,0.000009602,0.000009737,0.00000947,0.000009591,12555.8718,0.121221908117
1661212800,2022-08-23 00:00:00,WRX/BTC,0.000009689,0.000010074,0.000009571,0.000009609,6884.4485,0.0673986098005
1661126400,2022-08-22 00:00:00,WRX/BTC,0.000009594,0.0000099,0.000009481,0.00000966,4637.1152,0.0451491333774
1661040000,2022-08-21 00:00:00,WRX/BTC,0.000009724,0.000009801,0.000009522,0.000009624,5906.8166,0.0569602580966
1660953600,2022-08-20 00:00:00,WRX/BTC,0.000009483,0.000010074,0.000009417,0.000009737,23581.7049,0.2292448433386
1660867200,2022-08-19 00:00:00,WRX/BTC,0.000009692,0.000009757,0.000009303,0.000009427,18881.7504,0.179786864861
1660780800,2022-08-18 00:00:00,WRX/BTC,0.000009801,0.00001035,0.000009565,0.000009673,44862.7705,0.4402879168887
1660694400,2022-08-17 00:00:00,WRX/BTC,0.000009889,0.000009959,0.000009678,0.000009737,4749.4183,0.0465515720064
1660608000,2022-08-16 00:00:00,WRX/BTC,0.000009811,0.00001005,0.00000971,0.000009889,3043.6471,0.0300619675039
1660521600,2022-08-15 00:00:00,WRX/BTC,0.000009888,0.000009955,0.000009636,0.000009762,4775.5263,0.0468413080351
1660435200,2022-08-14 00:00:00,WRX/BTC,0.000009957,0.000010021,0.000009661,0.000009815,6186.5752,0.0608911631792
1660348800,2022-08-13 00:00:00,WRX/BTC,0.000009957,0.0000111,0.00000975,0.0000099,94114.5908,0.9518071262976
1660262400,2022-08-12 00:00:00,WRX/BTC,0.000010087,0.000010219,0.000009889,0.00000998,3679.5486,0.0367266079339
1660176000,2022-08-11 00:00:00,WRX/BTC,0.000009973,0.000010087,0.000009753,0.000010057,6732.3652,0.0672916601376
1660089600,2022-08-10 00:00:00,WRX/BTC,0.00000991,0.000010117,0.000009691,0.000009972,35049.665,0.345444506039
1660003200,2022-08-09 00:00:00,WRX/BTC,0.000010223,0.000010442,0.00000989,0.000009989,15168.8321,0.1538951103694
1659916800,2022-08-08 00:00:00,WRX/BTC,0.000010488,0.000010633,0.0000102,0.000010221,8683.2808,0.0895877410492
1659830400,2022-08-07 00:00:00,WRX/BTC,0.000010761,0.000010856,0.000010417,0.00001049,13545.7674,0.1434555486559
1659744000,2022-08-06 00:00:00,WRX/BTC,0.00001125,0.00001134,0.000010589,0.000010795,30065.1351,0.327265531516
1659657600,2022-08-05 00:00:00,WRX/BTC,0.000011987,0.000012361,0.000010929,0.000011209,42364.5965,0.4896357151085
1659571200,2022-08-04 00:00:00,WRX/BTC,0.0000116,0.000012133,0.000011539,0.000011909,8782.0299,0.1038814434191
1659484800,2022-08-03 00:00:00,WRX/BTC,0.000011452,0.000011988,0.00001125,0.0000116,8837.6201,0.1034015444436
1659398400,2022-08-02 00:00:00,WRX/BTC,0.000011572,0.000011603,0.0000111,0.000011441,7849.5239,0.0894259079357
