https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI3S,Volume USDT
1661274000,2022-08-23 17:00:00,UNI3S/USDT,0.783,0.783,0.783,0.783,1.5975,1.2508425
1661270400,2022-08-23 16:00:00,UNI3S/USDT,0.7692,0.7959,0.7616,0.7712,2267.65018489,1773.705233730636
1661266800,2022-08-23 15:00:00,UNI3S/USDT,0.7655,0.7727,0.7494,0.77,684.14776804,518.004914875107
1661263200,2022-08-23 14:00:00,UNI3S/USDT,0.761,0.766,0.7316,0.7616,5799.76292898,4343.968080743979
1661259600,2022-08-23 13:00:00,UNI3S/USDT,0.7959,0.8024,0.7611,0.7611,14256.46562081,11154.225610142392
1661256000,2022-08-23 12:00:00,UNI3S/USDT,0.767,0.7963,0.767,0.7963,1287.90082142,1015.445591894628
1661252400,2022-08-23 11:00:00,UNI3S/USDT,0.8061,0.8067,0.7779,0.7779,1878.59493609,1484.139623243803
1661248800,2022-08-23 10:00:00,UNI3S/USDT,0.7909,0.8119,0.7808,0.797,2620.01743087,2081.826873261003
1661245200,2022-08-23 09:00:00,UNI3S/USDT,0.7916,0.8202,0.7737,0.7768,1631.91386339,1319.652117072478
1661241600,2022-08-23 08:00:00,UNI3S/USDT,0.7999,0.7999,0.7664,0.7787,2517.08187642,1960.476756612987
1661238000,2022-08-23 07:00:00,UNI3S/USDT,0.8408,0.8529,0.8012,0.8098,4439.12943739,3723.332868257432
1661234400,2022-08-23 06:00:00,UNI3S/USDT,0.8953,0.8953,0.8423,0.8423,2764.36925839,2421.400179125264
1661230800,2022-08-23 05:00:00,UNI3S/USDT,0.8102,0.8944,0.8056,0.8944,8138.30733458,6813.574534237607
1661227200,2022-08-23 04:00:00,UNI3S/USDT,0.7976,0.8033,0.7905,0.7952,1713.89516951,1364.256370487873
1661223600,2022-08-23 03:00:00,UNI3S/USDT,0.7646,0.81,0.7646,0.81,1154.95109225,911.850380116719
1661220000,2022-08-23 02:00:00,UNI3S/USDT,0.8007,0.8007,0.7667,0.7667,4473.82949364,3518.838393174988
1661216400,2022-08-23 01:00:00,UNI3S/USDT,0.8099,0.8133,0.7933,0.8016,498.84316862,396.825910931836
1661212800,2022-08-23 00:00:00,UNI3S/USDT,0.8145,0.8176,0.7922,0.8119,3085.80286578,2482.281920509442
1661209200,2022-08-22 23:00:00,UNI3S/USDT,0.8442,0.8449,0.8161,0.8188,3778.5976,3143.08537485
1661205600,2022-08-22 22:00:00,UNI3S/USDT,0.8767,0.8767,0.8433,0.8551,4065.12992335,3475.406560976721
1661202000,2022-08-22 21:00:00,UNI3S/USDT,0.8675,0.878,0.8589,0.8759,10201.03681437,8828.236339089183
1661198400,2022-08-22 20:00:00,UNI3S/USDT,0.8868,0.8869,0.8539,0.8666,6099.7666,5314.55012774
1661194800,2022-08-22 19:00:00,UNI3S/USDT,0.8927,0.8993,0.882,0.8945,10880.49979749,9684.45235757633
1661191200,2022-08-22 18:00:00,UNI3S/USDT,0.8783,0.9099,0.8767,0.8934,1964.56346139,1768.368880104962
1661187600,2022-08-22 17:00:00,UNI3S/USDT,0.8735,0.8892,0.8603,0.8739,11854.9981061,10324.55055495412
1661184000,2022-08-22 16:00:00,UNI3S/USDT,0.8564,0.8683,0.8444,0.8613,11095.21065314,9583.204720510014
1661180400,2022-08-22 15:00:00,UNI3S/USDT,0.9007,0.9013,0.8571,0.8614,8052.04584489,7079.135473531359
1661176800,2022-08-22 14:00:00,UNI3S/USDT,0.8846,0.93,0.8721,0.903,16370.10899578,14850.69512613793
1661173200,2022-08-22 13:00:00,UNI3S/USDT,0.8746,0.93,0.8742,0.8768,23588.96225859,21526.437069560341
1661169600,2022-08-22 12:00:00,UNI3S/USDT,0.87,0.8904,0.8571,0.8904,2375.0029743,2061.847309102328
1661166000,2022-08-22 11:00:00,UNI3S/USDT,0.8538,0.8702,0.8342,0.8613,11628.03667706,9800.248582517612
1661162400,2022-08-22 10:00:00,UNI3S/USDT,0.8578,0.8628,0.8457,0.8617,8175.76668773,6976.814584729725
1661158800,2022-08-22 09:00:00,UNI3S/USDT,0.8537,0.8607,0.8438,0.8607,1449.92263935,1237.172655418545
1661155200,2022-08-22 08:00:00,UNI3S/USDT,0.8476,0.89,0.8465,0.8465,4082.21440725,3567.13886919455
1661151600,2022-08-22 07:00:00,UNI3S/USDT,0.805,0.8556,0.805,0.8549,5336.48147282,4435.861903751362
1661148000,2022-08-22 06:00:00,UNI3S/USDT,0.7809,0.8198,0.7809,0.8118,938.5623894,755.63820489207
1661144400,2022-08-22 05:00:00,UNI3S/USDT,0.7711,0.7716,0.7555,0.7555,224.73774618,172.626153842653
1661140800,2022-08-22 04:00:00,UNI3S/USDT,0.7706,0.7967,0.7572,0.7572,666.5631,518.20792355
1661137200,2022-08-22 03:00:00,UNI3S/USDT,0.7358,0.7649,0.7207,0.7649,1811.51574357,1337.956538516194
1661133600,2022-08-22 02:00:00,UNI3S/USDT,0.7636,0.764,0.7389,0.7448,4923.9749191,3759.2815598024
1661130000,2022-08-22 01:00:00,UNI3S/USDT,0.7537,0.7683,0.7537,0.7629,586.92489458,446.557369655082
1661126400,2022-08-22 00:00:00,UNI3S/USDT,0.7666,0.7686,0.7561,0.7561,341.5945,261.61119657
1661122800,2022-08-21 23:00:00,UNI3S/USDT,0.7298,0.7506,0.7298,0.7506,1219.07028464,896.963173369369
1661119200,2022-08-21 22:00:00,UNI3S/USDT,0.7422,0.7951,0.7113,0.7113,20871.03579463,16238.372907076581
1661115600,2022-08-21 21:00:00,UNI3S/USDT,0.7342,0.7371,0.7055,0.7271,14760.91774204,10797.408149770572
1661112000,2022-08-21 20:00:00,UNI3S/USDT,0.7329,0.7329,0.71,0.7161,1034.57590037,743.009420494957
1661108400,2022-08-21 19:00:00,UNI3S/USDT,0.7445,0.7545,0.7435,0.7435,564.52191942,420.320231549843
1661104800,2022-08-21 18:00:00,UNI3S/USDT,0.7546,0.7546,0.751,0.7546,1116.2541,841.20848522
1661101200,2022-08-21 17:00:00,UNI3S/USDT,0.7438,0.7455,0.7273,0.7455,10305.93446123,7550.092538121465
1661097600,2022-08-21 16:00:00,UNI3S/USDT,0.762,0.762,0.7374,0.7502,760.47278817,574.62266307848
1661094000,2022-08-21 15:00:00,UNI3S/USDT,0.762,0.7735,0.762,0.7735,622.2831,476.1903553
1661090400,2022-08-21 14:00:00,UNI3S/USDT,0.77,0.7771,0.762,0.762,1474.52262188,1128.933508379484
1661086800,2022-08-21 13:00:00,UNI3S/USDT,0.7558,0.7766,0.7556,0.7699,2113.28863076,1618.109505631618
1661083200,2022-08-21 12:00:00,UNI3S/USDT,0.7492,0.7599,0.7364,0.7599,873.0251,655.30065558
1661079600,2022-08-21 11:00:00,UNI3S/USDT,0.7599,0.7622,0.75,0.7599,6577.75775887,4950.095420215313
1661076000,2022-08-21 10:00:00,UNI3S/USDT,0.7704,0.7705,0.7616,0.7617,742.7152,565.99268988
1661072400,2022-08-21 09:00:00,UNI3S/USDT,0.7688,0.7688,0.7539,0.7553,10708.87859123,8130.876733465666
1661068800,2022-08-21 08:00:00,UNI3S/USDT,0.7602,0.7822,0.72,0.7822,8420.83669907,6257.92065568383
1661065200,2022-08-21 07:00:00,UNI3S/USDT,0.811,0.815,0.7609,0.7609,7689.37059293,6110.147413707229
1661061600,2022-08-21 06:00:00,UNI3S/USDT,0.7887,0.8204,0.7887,0.797,749.4507546,597.01164173384
1661058000,2022-08-21 05:00:00,UNI3S/USDT,0.812,0.812,0.7905,0.7905,29.18561576,23.68830099712
1661054400,2022-08-21 04:00:00,UNI3S/USDT,0.8155,0.8155,0.7945,0.8049,847.56188911,684.560101902905
1661050800,2022-08-21 03:00:00,UNI3S/USDT,0.7999,0.8165,0.7982,0.8141,547.14785737,440.837137026434
1661047200,2022-08-21 02:00:00,UNI3S/USDT,0.7846,0.8021,0.7846,0.7896,2374.57791491,1868.741689146254
1661043600,2022-08-21 01:00:00,UNI3S/USDT,0.8255,0.8255,0.7769,0.7847,3654.24458049,2899.142378269768
1661040000,2022-08-21 00:00:00,UNI3S/USDT,0.8145,0.8242,0.7983,0.8166,10125.97634772,8165.10985106149
1661036400,2022-08-20 23:00:00,UNI3S/USDT,0.8202,0.8211,0.8069,0.8069,1886.7929,1534.51657461
1661032800,2022-08-20 22:00:00,UNI3S/USDT,0.8354,0.8422,0.8001,0.8105,9984.8233,8223.71669401
1661029200,2022-08-20 21:00:00,UNI3S/USDT,0.9053,0.9118,0.8403,0.841,8342.37104609,7430.296119462056
1661025600,2022-08-20 20:00:00,UNI3S/USDT,0.8969,0.9199,0.8494,0.9118,13630.81120457,12173.045133194927
1661022000,2022-08-20 19:00:00,UNI3S/USDT,0.8671,0.8999,0.8521,0.8963,8972.51481049,7840.510618176375
1661018400,2022-08-20 18:00:00,UNI3S/USDT,0.8303,0.8688,0.8268,0.8579,4183.71403415,3540.74310423696
1661014800,2022-08-20 17:00:00,UNI3S/USDT,0.8108,0.8285,0.8037,0.8037,1087.50709382,884.230247401952
1661011200,2022-08-20 16:00:00,UNI3S/USDT,0.7585,0.8115,0.7561,0.8115,2762.48527341,2138.144505458329
1661007600,2022-08-20 15:00:00,UNI3S/USDT,0.7698,0.7769,0.7508,0.7525,6856.96335037,5292.676171966089
1661004000,2022-08-20 14:00:00,UNI3S/USDT,0.765,0.7843,0.758,0.7696,2030.72219729,1566.51833550186
1661000400,2022-08-20 13:00:00,UNI3S/USDT,0.7871,0.7871,0.768,0.7708,2425.3993,1876.99202236
1660996800,2022-08-20 12:00:00,UNI3S/USDT,0.7885,0.7972,0.7884,0.7884,5676.2328,4505.3356143
1660993200,2022-08-20 11:00:00,UNI3S/USDT,0.7809,0.7825,0.7703,0.7825,7385.6258,5732.78399842
1660989600,2022-08-20 10:00:00,UNI3S/USDT,0.7858,0.8,0.7848,0.7893,7873.04662428,6285.757840792015
1660986000,2022-08-20 09:00:00,UNI3S/USDT,0.789,0.7928,0.7793,0.7793,1815.59050045,1430.008593085482
1660982400,2022-08-20 08:00:00,UNI3S/USDT,0.7582,0.781,0.7582,0.7784,2315.22276434,1793.265486323576
1660978800,2022-08-20 07:00:00,UNI3S/USDT,0.76,0.7685,0.7499,0.7616,5468.97413637,4160.646903653492
1660975200,2022-08-20 06:00:00,UNI3S/USDT,0.7855,0.7855,0.7706,0.7706,1560.7095,1208.18334226
1660971600,2022-08-20 05:00:00,UNI3S/USDT,0.7889,0.8018,0.7655,0.7876,5093.2982,3984.15785438
1660968000,2022-08-20 04:00:00,UNI3S/USDT,0.802,0.8043,0.7717,0.7717,5318.83544364,4214.06398437928
1660964400,2022-08-20 03:00:00,UNI3S/USDT,0.8033,0.8189,0.7895,0.7972,9499.61377555,7602.452692822835
1660960800,2022-08-20 02:00:00,UNI3S/USDT,0.8003,0.808,0.7835,0.7987,7780.7181,6222.52130151
1660957200,2022-08-20 01:00:00,UNI3S/USDT,0.7972,0.8087,0.7754,0.8087,6857.8068,5408.09184709
1660953600,2022-08-20 00:00:00,UNI3S/USDT,0.8484,0.8484,0.7776,0.8049,7751.16959232,6285.699088527127
1660950000,2022-08-19 23:00:00,UNI3S/USDT,0.8484,0.881,0.8327,0.8655,18730.73583923,16174.777200275446
1660946400,2022-08-19 22:00:00,UNI3S/USDT,0.8658,0.8752,0.8295,0.8568,23385.4053506,19794.464144887577
1660942800,2022-08-19 21:00:00,UNI3S/USDT,0.8087,0.8757,0.8025,0.8675,5645.71372062,4823.097392346554
1660939200,2022-08-19 20:00:00,UNI3S/USDT,0.7952,0.828,0.7939,0.8087,6432.9558406,5181.58394683677
1660935600,2022-08-19 19:00:00,UNI3S/USDT,0.8136,0.8395,0.7842,0.7955,6547.43520746,5220.510592135301
1660932000,2022-08-19 18:00:00,UNI3S/USDT,0.8078,0.8232,0.8072,0.8184,10103.1172941,8228.06274883439
1660928400,2022-08-19 17:00:00,UNI3S/USDT,0.7954,0.8288,0.7904,0.8127,7433.45674096,5957.877084450154
1660924800,2022-08-19 16:00:00,UNI3S/USDT,0.7966,0.8166,0.7754,0.7831,11238.43672668,8896.015284271776
1660921200,2022-08-19 15:00:00,UNI3S/USDT,0.8031,0.816,0.7933,0.8094,5704.1452636,4604.06682949784
1660917600,2022-08-19 14:00:00,UNI3S/USDT,0.8142,0.8245,0.788,0.7986,6824.3239,5476.88796525
1660914000,2022-08-19 13:00:00,UNI3S/USDT,0.8049,0.8355,0.7981,0.8274,4291.50015397,3515.098774415232
1660910400,2022-08-19 12:00:00,UNI3S/USDT,0.8068,0.8379,0.7974,0.8093,8289.13365701,6734.620214476724
1660906800,2022-08-19 11:00:00,UNI3S/USDT,0.807,0.8567,0.7998,0.8001,23361.45720487,18827.685251163972
1660903200,2022-08-19 10:00:00,UNI3S/USDT,0.7909,0.8049,0.7889,0.8026,6685.73992088,5352.497910038288
1660899600,2022-08-19 09:00:00,UNI3S/USDT,0.8176,0.8176,0.7882,0.8095,3173.6042707,2549.48286947827
1660896000,2022-08-19 08:00:00,UNI3S/USDT,0.823,0.8466,0.7928,0.808,10738.31623197,8717.437184311959
1660892400,2022-08-19 07:00:00,UNI3S/USDT,0.8549,0.8619,0.8188,0.8329,10329.52905719,8626.290076020363
1660888800,2022-08-19 06:00:00,UNI3S/USDT,0.7533,0.8885,0.7506,0.8549,14504.85751881,11876.372658115541
1660885200,2022-08-19 05:00:00,UNI3S/USDT,0.7694,0.7769,0.7613,0.7761,1870.05886546,1433.591545115874
1660881600,2022-08-19 04:00:00,UNI3S/USDT,0.7678,0.7827,0.7522,0.7695,833.6164,635.28868542
1660878000,2022-08-19 03:00:00,UNI3S/USDT,0.7734,0.7898,0.7549,0.7629,2231.85132324,1721.504915242618
1660874400,2022-08-19 02:00:00,UNI3S/USDT,0.7825,0.783,0.7617,0.7777,1977.83565925,1534.559916054149
1660870800,2022-08-19 01:00:00,UNI3S/USDT,0.7602,0.7955,0.7461,0.7784,9656.69488428,7593.246299587517
1660867200,2022-08-19 00:00:00,UNI3S/USDT,0.6794,0.7691,0.6561,0.7563,16734.66325889,11748.119325840937
1660863600,2022-08-18 23:00:00,UNI3S/USDT,0.6232,0.729,0.6232,0.6817,47324.81382943,32011.425262747305
1660860000,2022-08-18 22:00:00,UNI3S/USDT,0.6128,0.6213,0.6105,0.6105,2870.6001,1762.69719868
1660856400,2022-08-18 21:00:00,UNI3S/USDT,0.6084,0.6134,0.6032,0.6128,954.11460042,579.363349977376
1660852800,2022-08-18 20:00:00,UNI3S/USDT,0.6125,0.6125,0.5974,0.6014,3426.11590612,2074.2392713085
1660849200,2022-08-18 19:00:00,UNI3S/USDT,0.6074,0.6164,0.5989,0.6164,16037.64195642,9713.80593732971
1660845600,2022-08-18 18:00:00,UNI3S/USDT,0.6233,0.632,0.6141,0.6145,2954.31526383,1821.779322013578
1660842000,2022-08-18 17:00:00,UNI3S/USDT,0.6171,0.6201,0.6064,0.6201,1321.7758204,813.932957955
1660838400,2022-08-18 16:00:00,UNI3S/USDT,0.6195,0.6236,0.6195,0.62,9373.02994439,5813.084521046239
1660834800,2022-08-18 15:00:00,UNI3S/USDT,0.6035,0.6439,0.5894,0.6067,5651.42343389,3520.319206884023
1660831200,2022-08-18 14:00:00,UNI3S/USDT,0.5786,0.6004,0.5634,0.5973,2071.65261552,1187.534808969872
1660827600,2022-08-18 13:00:00,UNI3S/USDT,0.5413,0.5731,0.5413,0.5731,1122.1301,617.17321021
1660824000,2022-08-18 12:00:00,UNI3S/USDT,0.5521,0.554,0.5425,0.5425,251.4111,136.99742824
1660820400,2022-08-18 11:00:00,UNI3S/USDT,0.5659,0.5659,0.5506,0.5506,1647.5233,919.47669298
1660816800,2022-08-18 10:00:00,UNI3S/USDT,0.573,0.573,0.5593,0.5593,1171.7427,661.74870953
1660813200,2022-08-18 09:00:00,UNI3S/USDT,0.5836,0.5838,0.5757,0.5757,756.2949,441.08761823
1660809600,2022-08-18 08:00:00,UNI3S/USDT,0.5709,0.5865,0.5709,0.577,2179.61240005,1263.815619512369
1660806000,2022-08-18 07:00:00,UNI3S/USDT,0.5766,0.5766,0.5766,0.5766,168.6891,97.26613506
1660802400,2022-08-18 06:00:00,UNI3S/USDT,0.5699,0.5851,0.5699,0.5814,2857.11596403,1654.423698117325
1660798800,2022-08-18 05:00:00,UNI3S/USDT,0.5721,0.5807,0.5646,0.5807,1329.00739142,765.34159733545
1660795200,2022-08-18 04:00:00,UNI3S/USDT,0.5748,0.5814,0.5744,0.5814,3291.5435,1900.5735135
1660791600,2022-08-18 03:00:00,UNI3S/USDT,0.5721,0.5753,0.5643,0.5753,2845.4525,1620.8489918
1660788000,2022-08-18 02:00:00,UNI3S/USDT,0.5799,0.5845,0.5707,0.5845,2389.3149,1393.0010498
1660784400,2022-08-18 01:00:00,UNI3S/USDT,0.5808,0.5872,0.5723,0.5723,4709.67312617,2745.250664649536
1660780800,2022-08-18 00:00:00,UNI3S/USDT,0.599,0.628,0.5751,0.5751,5852.8538407,3530.89958666326
1660777200,2022-08-17 23:00:00,UNI3S/USDT,0.6046,0.6124,0.5994,0.5994,2536.1924,1529.68528864
1660773600,2022-08-17 22:00:00,UNI3S/USDT,0.5989,0.5989,0.5928,0.5928,1472.4592,878.49658252
1660770000,2022-08-17 21:00:00,UNI3S/USDT,0.5645,0.6102,0.5645,0.5978,9303.47506172,5520.298796598156
1660766400,2022-08-17 20:00:00,UNI3S/USDT,0.5792,0.5852,0.5642,0.5642,2581.336056,1462.016039063578
1660762800,2022-08-17 19:00:00,UNI3S/USDT,0.5662,0.5824,0.5662,0.5764,13381.09525498,7723.679184745174
1660759200,2022-08-17 18:00:00,UNI3S/USDT,0.5625,0.5733,0.5474,0.554,7395.6728,4118.63921369
1660755600,2022-08-17 17:00:00,UNI3S/USDT,0.5698,0.5881,0.567,0.567,6399.1066611,3679.342786786437
1660752000,2022-08-17 16:00:00,UNI3S/USDT,0.5898,0.5898,0.5633,0.5716,3193.60651688,1847.070625534214
1660748400,2022-08-17 15:00:00,UNI3S/USDT,0.5855,0.5912,0.5722,0.5847,986.21907431,576.740801086236
1660744800,2022-08-17 14:00:00,UNI3S/USDT,0.584,0.5961,0.5762,0.5902,838.2469,487.93635351
1660741200,2022-08-17 13:00:00,UNI3S/USDT,0.5549,0.5998,0.5522,0.5838,8096.05300865,4671.564015806094
1660737600,2022-08-17 12:00:00,UNI3S/USDT,0.5374,0.5766,0.5373,0.552,8237.39866912,4617.721524833576
1660734000,2022-08-17 11:00:00,UNI3S/USDT,0.5307,0.5372,0.5283,0.5365,835.7268811,445.19486955977
1660730400,2022-08-17 10:00:00,UNI3S/USDT,0.52,0.5329,0.52,0.5281,2304.3272,1210.4874162
1660726800,2022-08-17 09:00:00,UNI3S/USDT,0.5193,0.5193,0.5111,0.5162,19.0782,9.86200604
1660723200,2022-08-17 08:00:00,UNI3S/USDT,0.5264,0.535,0.5062,0.5244,1319.48669169,694.03374014415
1660719600,2022-08-17 07:00:00,UNI3S/USDT,0.4692,0.535,0.4673,0.5287,7769.41733215,3877.975049752202
1660716000,2022-08-17 06:00:00,UNI3S/USDT,0.4758,0.4767,0.464,0.464,11902.31765925,5585.109543731023
1660712400,2022-08-17 05:00:00,UNI3S/USDT,0.4911,0.4911,0.4767,0.4767,14956.7144627,7224.059680975018
1660708800,2022-08-17 04:00:00,UNI3S/USDT,0.498,0.4989,0.4934,0.4951,1972.0644,976.8067916
1660705200,2022-08-17 03:00:00,UNI3S/USDT,0.503,0.503,0.499,0.499,442.1058,221.79471658
1660701600,2022-08-17 02:00:00,UNI3S/USDT,0.5161,0.5231,0.4982,0.508,24019.03565987,12373.461589854123
1660698000,2022-08-17 01:00:00,UNI3S/USDT,0.509,0.5148,0.5054,0.5118,4190.5464373,2138.58773109959
1660694400,2022-08-17 00:00:00,UNI3S/USDT,0.5246,0.5246,0.5064,0.5111,24783.8108,12647.06954774
1660690800,2022-08-16 23:00:00,UNI3S/USDT,0.5252,0.5336,0.5193,0.52,4539.7074,2387.23026165
1660687200,2022-08-16 22:00:00,UNI3S/USDT,0.5321,0.5397,0.5274,0.5274,3956.0771,2110.97389274
1660683600,2022-08-16 21:00:00,UNI3S/USDT,0.5244,0.5321,0.5232,0.5289,6601.4419,3477.43718243
1660680000,2022-08-16 20:00:00,UNI3S/USDT,0.52,0.5246,0.5193,0.522,2454.6686,1279.60902608
1660676400,2022-08-16 19:00:00,UNI3S/USDT,0.5316,0.5358,0.5235,0.5235,5625.6088,2989.28194731
1660672800,2022-08-16 18:00:00,UNI3S/USDT,0.5312,0.5415,0.5126,0.5311,28621.69364767,14869.801732113233
1660669200,2022-08-16 17:00:00,UNI3S/USDT,0.5187,0.5329,0.5152,0.5299,3972.9356,2080.22603121
1660665600,2022-08-16 16:00:00,UNI3S/USDT,0.5095,0.5358,0.5072,0.5199,17069.57363938,8883.297835612933
1660662000,2022-08-16 15:00:00,UNI3S/USDT,0.531,0.5329,0.5076,0.5076,9489.69985308,4920.46639255747
1660658400,2022-08-16 14:00:00,UNI3S/USDT,0.5244,0.5372,0.5193,0.527,9382.56906378,4957.77478571474
1660654800,2022-08-16 13:00:00,UNI3S/USDT,0.5144,0.5291,0.5111,0.5241,31279.77182994,16281.961196931835
1660651200,2022-08-16 12:00:00,UNI3S/USDT,0.5019,0.5195,0.4873,0.5162,30056.16260116,14820.668709796666
1660647600,2022-08-16 11:00:00,UNI3S/USDT,0.5044,0.5064,0.49,0.5033,12075.71288255,6040.866447596475
1660644000,2022-08-16 10:00:00,UNI3S/USDT,0.5048,0.5103,0.5001,0.5038,11446.72980421,5782.965783988363
1660640400,2022-08-16 09:00:00,UNI3S/USDT,0.5325,0.5332,0.4952,0.5003,16659.1935,8548.33470983
1660636800,2022-08-16 08:00:00,UNI3S/USDT,0.5329,0.5329,0.5329,0.5329,0,0
1660633200,2022-08-16 07:00:00,UNI3S/USDT,0.5329,0.5329,0.5329,0.5329,0,0
1660629600,2022-08-16 06:00:00,UNI3S/USDT,0.5349,0.5356,0.5319,0.5329,1353.34009447,723.714559059238
1660626000,2022-08-16 05:00:00,UNI3S/USDT,0.5203,0.5501,0.5203,0.535,20258.09672105,10898.210590313367
1660622400,2022-08-16 04:00:00,UNI3S/USDT,0.506,0.5222,0.506,0.5166,4318.26595018,2232.912237907934
1660618800,2022-08-16 03:00:00,UNI3S/USDT,0.5152,0.5404,0.503,0.5079,10377.22695615,5395.511812682324
1660615200,2022-08-16 02:00:00,UNI3S/USDT,0.5039,0.5231,0.5039,0.5231,3011.46482076,1540.15097979642
1660611600,2022-08-16 01:00:00,UNI3S/USDT,0.5003,0.5012,0.4846,0.5012,8991.49298477,4414.010588167903
1660608000,2022-08-16 00:00:00,UNI3S/USDT,0.5039,0.5162,0.499,0.5033,5651.4353,2879.62014028
1660604400,2022-08-15 23:00:00,UNI3S/USDT,0.5211,0.5251,0.499,0.4998,8424.2972,4320.35198609
1660600800,2022-08-15 22:00:00,UNI3S/USDT,0.508,0.5214,0.4967,0.5214,3869.5482,1972.93527671
1660597200,2022-08-15 21:00:00,UNI3S/USDT,0.499,0.5048,0.495,0.5048,2640.2467,1311.76536553
1660593600,2022-08-15 20:00:00,UNI3S/USDT,0.5053,0.5053,0.4967,0.5003,1479.967,745.46759332
1660590000,2022-08-15 19:00:00,UNI3S/USDT,0.4975,0.5076,0.4961,0.5048,6177.99364646,3083.793369574973
1660586400,2022-08-15 18:00:00,UNI3S/USDT,0.4976,0.5025,0.4942,0.5009,4886.65514722,2440.894593064274
1660582800,2022-08-15 17:00:00,UNI3S/USDT,0.4645,0.4973,0.4645,0.496,5301.07171297,2557.639888522989
1660579200,2022-08-15 16:00:00,UNI3S/USDT,0.4659,0.48,0.4646,0.4646,18515.53507537,8747.555065795848
1660575600,2022-08-15 15:00:00,UNI3S/USDT,0.4795,0.4842,0.4664,0.4681,6359.9253,3040.80203701
1660572000,2022-08-15 14:00:00,UNI3S/USDT,0.4744,0.4854,0.4733,0.4763,3651.69768198,1746.559917765366
1660568400,2022-08-15 13:00:00,UNI3S/USDT,0.5002,0.5002,0.4717,0.4732,8323.02672976,4002.392356348465
1660564800,2022-08-15 12:00:00,UNI3S/USDT,0.4805,0.5032,0.4758,0.5021,25030.07678223,12123.467609176767
1660561200,2022-08-15 11:00:00,UNI3S/USDT,0.4683,0.482,0.465,0.4795,51325.0919734,24439.75439704799
1660557600,2022-08-15 10:00:00,UNI3S/USDT,0.4729,0.4767,0.4696,0.4717,5139.89734478,2424.964516749456
1660554000,2022-08-15 09:00:00,UNI3S/USDT,0.4758,0.4841,0.4677,0.4685,10039.24162939,4789.431227860136
1660550400,2022-08-15 08:00:00,UNI3S/USDT,0.4668,0.4959,0.4628,0.4776,21657.88648393,10331.836296963247
1660546800,2022-08-15 07:00:00,UNI3S/USDT,0.4692,0.4747,0.4578,0.4655,6048.1465379,2821.393802834918
1660543200,2022-08-15 06:00:00,UNI3S/USDT,0.4283,0.4699,0.4283,0.4655,19577.79428587,8906.979409718888
1660539600,2022-08-15 05:00:00,UNI3S/USDT,0.4116,0.4221,0.4031,0.4197,2661.19613217,1080.330264818957
1660536000,2022-08-15 04:00:00,UNI3S/USDT,0.4186,0.427,0.416,0.416,3099.08433202,1303.656482217511
1660532400,2022-08-15 03:00:00,UNI3S/USDT,0.4133,0.42,0.3988,0.42,42439.72767271,17421.909902819892
1660528800,2022-08-15 02:00:00,UNI3S/USDT,0.4302,0.4302,0.4079,0.4145,5106.19946576,2141.608969491024
1660525200,2022-08-15 01:00:00,UNI3S/USDT,0.4356,0.4403,0.4247,0.4247,25324.6973,10870.37703537
1660521600,2022-08-15 00:00:00,UNI3S/USDT,0.4468,0.4545,0.4381,0.4381,1390.43206835,616.224673796895
1660518000,2022-08-14 23:00:00,UNI3S/USDT,0.4349,0.4442,0.4343,0.4419,1788.276089,784.0986007277
1660514400,2022-08-14 22:00:00,UNI3S/USDT,0.4447,0.4569,0.4281,0.4378,14040.5046167,6166.61266812766
1660510800,2022-08-14 21:00:00,UNI3S/USDT,0.4384,0.4446,0.4345,0.4443,5572.02138231,2447.533672938783
1660507200,2022-08-14 20:00:00,UNI3S/USDT,0.4352,0.4352,0.4288,0.4332,4835.8879,2086.6746001
1660503600,2022-08-14 19:00:00,UNI3S/USDT,0.4316,0.4352,0.4253,0.4314,2575.8151,1108.39100198
1660500000,2022-08-14 18:00:00,UNI3S/USDT,0.4447,0.4503,0.433,0.4368,9179.86155487,4037.492331139683
1660496400,2022-08-14 17:00:00,UNI3S/USDT,0.435,0.4425,0.4291,0.4415,8601.88704937,3760.84127824902
1660492800,2022-08-14 16:00:00,UNI3S/USDT,0.4033,0.434,0.4012,0.434,22383.85818053,9219.005998700695
1660489200,2022-08-14 15:00:00,UNI3S/USDT,0.3986,0.4089,0.3986,0.4017,8581.27684706,3454.65658957048
1660485600,2022-08-14 14:00:00,UNI3S/USDT,0.4105,0.4112,0.3986,0.4021,12250.93448041,4944.832957683718
1660482000,2022-08-14 13:00:00,UNI3S/USDT,0.3995,0.4345,0.3971,0.4113,25045.98648795,10318.502065414313
1660478400,2022-08-14 12:00:00,UNI3S/USDT,0.3897,0.4011,0.3897,0.3987,4414.27754432,1739.834506399248
1660474800,2022-08-14 11:00:00,UNI3S/USDT,0.3799,0.4014,0.3772,0.3885,15427.3481901,5980.75252131223
1660471200,2022-08-14 10:00:00,UNI3S/USDT,0.3642,0.3799,0.3642,0.3799,11742.24555561,4367.605756526904
1660467600,2022-08-14 09:00:00,UNI3S/USDT,0.365,0.3667,0.3556,0.3636,8523.8461,3075.9335641
1660464000,2022-08-14 08:00:00,UNI3S/USDT,0.3482,0.3667,0.3459,0.3667,15486.91394433,5517.301006106667
