https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CEUR,Volume BTC
1663142400,2022-09-14 08:00:00,CEUR/BTC,0.0000491,0.0000491,0.0000491,0.0000491,0,0
1663138800,2022-09-14 07:00:00,CEUR/BTC,0.0000491,0.0000491,0.0000491,0.0000491,300,0.01473
1663135200,2022-09-14 06:00:00,CEUR/BTC,0.0000493,0.0000493,0.0000493,0.0000493,0,0
1663131600,2022-09-14 05:00:00,CEUR/BTC,0.0000493,0.0000493,0.0000493,0.0000493,0,0
1663128000,2022-09-14 04:00:00,CEUR/BTC,0.0000493,0.0000493,0.0000493,0.0000493,0,0
1663124400,2022-09-14 03:00:00,CEUR/BTC,0.0000494,0.0000494,0.0000493,0.0000493,50.3009,0.00248477999
1663120800,2022-09-14 02:00:00,CEUR/BTC,0.0000492,0.0000492,0.0000492,0.0000492,0,0
1663117200,2022-09-14 01:00:00,CEUR/BTC,0.0000492,0.0000492,0.0000492,0.0000492,0,0
1663113600,2022-09-14 00:00:00,CEUR/BTC,0.0000492,0.0000492,0.0000492,0.0000492,0,0
1663110000,2022-09-13 23:00:00,CEUR/BTC,0.0000492,0.0000492,0.0000492,0.0000492,0,0
1663106400,2022-09-13 22:00:00,CEUR/BTC,0.0000493,0.0000493,0.0000492,0.0000492,226.3962,0.01114283701
1663102800,2022-09-13 21:00:00,CEUR/BTC,0.0000499,0.0000499,0.0000499,0.0000499,13.3018,0.00066375982
1663099200,2022-09-13 20:00:00,CEUR/BTC,0.0000493,0.0000493,0.0000493,0.0000493,73.5137,0.00362422541
1663095600,2022-09-13 19:00:00,CEUR/BTC,0.0000492,0.0000492,0.0000492,0.0000492,0,0
1663092000,2022-09-13 18:00:00,CEUR/BTC,0.0000483,0.0000492,0.0000483,0.0000492,11.0721,0.00053744861
1663088400,2022-09-13 17:00:00,CEUR/BTC,0.000048,0.000048,0.000048,0.000048,0,0
1663084800,2022-09-13 16:00:00,CEUR/BTC,0.0000479,0.000048,0.0000479,0.000048,63.486,0.00304117904
1663081200,2022-09-13 15:00:00,CEUR/BTC,0.0000478,0.0000478,0.0000478,0.0000478,108.2211,0.00517296858
1663077600,2022-09-13 14:00:00,CEUR/BTC,0.0000474,0.0000478,0.0000474,0.0000478,4.2381,0.00020172278
1663074000,2022-09-13 13:00:00,CEUR/BTC,0.0000465,0.0000465,0.0000465,0.0000465,0,0
1663070400,2022-09-13 12:00:00,CEUR/BTC,0.0000446,0.0000466,0.0000446,0.0000465,37.2633,0.0017255134
1663066800,2022-09-13 11:00:00,CEUR/BTC,0.0000447,0.0000447,0.0000447,0.0000447,0,0
1663063200,2022-09-13 10:00:00,CEUR/BTC,0.0000447,0.0000447,0.0000447,0.0000447,0,0
1663059600,2022-09-13 09:00:00,CEUR/BTC,0.0000447,0.0000447,0.0000447,0.0000447,0,0
1663056000,2022-09-13 08:00:00,CEUR/BTC,0.0000447,0.0000447,0.0000447,0.0000447,0,0
1663052400,2022-09-13 07:00:00,CEUR/BTC,0.0000447,0.0000447,0.0000447,0.0000447,1.639,0.0000732633
1663048800,2022-09-13 06:00:00,CEUR/BTC,0.0000448,0.0000448,0.0000448,0.0000448,227.3654,0.01018596992
1663045200,2022-09-13 05:00:00,CEUR/BTC,0.0000452,0.0000452,0.0000452,0.0000452,1.4676,0.00006633552
1663041600,2022-09-13 04:00:00,CEUR/BTC,0.000045,0.000045,0.000045,0.000045,0,0
1663038000,2022-09-13 03:00:00,CEUR/BTC,0.000045,0.000045,0.000045,0.000045,1.0338,0.000046521
1663034400,2022-09-13 02:00:00,CEUR/BTC,0.0000451,0.0000451,0.0000451,0.0000451,0,0
1663030800,2022-09-13 01:00:00,CEUR/BTC,0.0000451,0.0000451,0.0000451,0.0000451,0,0
1663027200,2022-09-13 00:00:00,CEUR/BTC,0.0000447,0.0000452,0.0000447,0.0000451,241.4281,0.01089135651
1663023600,2022-09-12 23:00:00,CEUR/BTC,0.000045,0.000045,0.000045,0.000045,0,0
1663020000,2022-09-12 22:00:00,CEUR/BTC,0.000045,0.000045,0.000045,0.000045,0,0
1663016400,2022-09-12 21:00:00,CEUR/BTC,0.000045,0.000045,0.000045,0.000045,0,0
1663012800,2022-09-12 20:00:00,CEUR/BTC,0.0000444,0.000045,0.0000444,0.000045,160.7517,0.0071848644
1663009200,2022-09-12 19:00:00,CEUR/BTC,0.0000445,0.0000445,0.0000445,0.0000445,468.0723,0.02082921735
1663005600,2022-09-12 18:00:00,CEUR/BTC,0.0000453,0.0000453,0.0000445,0.0000445,37.0722,0.0016538513
1663002000,2022-09-12 17:00:00,CEUR/BTC,0.0000452,0.0000452,0.0000452,0.0000452,0,0
1662998400,2022-09-12 16:00:00,CEUR/BTC,0.0000452,0.0000452,0.0000452,0.0000452,61.7014,0.00278890328
1662994800,2022-09-12 15:00:00,CEUR/BTC,0.0000454,0.0000454,0.0000454,0.0000454,12.8,0.00058112
1662991200,2022-09-12 14:00:00,CEUR/BTC,0.0000451,0.0000451,0.0000451,0.0000451,0.6063,0.00002734413
1662987600,2022-09-12 13:00:00,CEUR/BTC,0.0000448,0.0000448,0.0000448,0.0000448,0,0
1662984000,2022-09-12 12:00:00,CEUR/BTC,0.0000448,0.0000448,0.0000448,0.0000448,0,0
1662980400,2022-09-12 11:00:00,CEUR/BTC,0.0000452,0.0000452,0.0000448,0.0000448,38.4,0.00173056
1662976800,2022-09-12 10:00:00,CEUR/BTC,0.0000457,0.0000457,0.0000457,0.0000457,1.4615,0.00006679055
1662973200,2022-09-12 09:00:00,CEUR/BTC,0.0000454,0.0000454,0.0000454,0.0000454,0,0
1662969600,2022-09-12 08:00:00,CEUR/BTC,0.0000454,0.0000454,0.0000454,0.0000454,935.1344,0.04245510176
1662966000,2022-09-12 07:00:00,CEUR/BTC,0.000046,0.000046,0.0000454,0.0000454,67.7508,0.00308887056
1662962400,2022-09-12 06:00:00,CEUR/BTC,0.0000462,0.0000462,0.0000462,0.0000462,0,0
1662958800,2022-09-12 05:00:00,CEUR/BTC,0.0000462,0.0000462,0.0000462,0.0000462,0,0
1662955200,2022-09-12 04:00:00,CEUR/BTC,0.0000462,0.0000462,0.0000462,0.0000462,0,0
1662951600,2022-09-12 03:00:00,CEUR/BTC,0.0000461,0.0000462,0.0000461,0.0000462,34.3316,0.00158396676
1662948000,2022-09-12 02:00:00,CEUR/BTC,0.0000456,0.0000456,0.0000456,0.0000456,0,0
1662944400,2022-09-12 01:00:00,CEUR/BTC,0.0000456,0.0000456,0.0000456,0.0000456,0,0
1662940800,2022-09-12 00:00:00,CEUR/BTC,0.0000457,0.0000457,0.0000455,0.0000456,71.32,0.00325146
1662937200,2022-09-11 23:00:00,CEUR/BTC,0.0000462,0.0000462,0.0000462,0.0000462,0,0
1662933600,2022-09-11 22:00:00,CEUR/BTC,0.0000462,0.0000462,0.0000462,0.0000462,0,0
1662930000,2022-09-11 21:00:00,CEUR/BTC,0.0000462,0.0000462,0.0000462,0.0000462,21.5316,0.00099475992
1662926400,2022-09-11 20:00:00,CEUR/BTC,0.0000463,0.0000463,0.0000463,0.0000463,131.8912,0.00610656256
1662922800,2022-09-11 19:00:00,CEUR/BTC,0.0000461,0.0000461,0.0000461,0.0000461,2.2354,0.00010305194
1662919200,2022-09-11 18:00:00,CEUR/BTC,0.0000459,0.0000459,0.0000459,0.0000459,0,0
1662915600,2022-09-11 17:00:00,CEUR/BTC,0.0000459,0.0000459,0.0000459,0.0000459,1.1512,0.00005284008
1662912000,2022-09-11 16:00:00,CEUR/BTC,0.0000461,0.0000461,0.0000461,0.0000461,0,0
1662908400,2022-09-11 15:00:00,CEUR/BTC,0.0000461,0.0000461,0.0000461,0.0000461,0,0
1662904800,2022-09-11 14:00:00,CEUR/BTC,0.0000461,0.0000461,0.0000461,0.0000461,0,0
1662901200,2022-09-11 13:00:00,CEUR/BTC,0.0000461,0.0000461,0.0000461,0.0000461,0,0
1662897600,2022-09-11 12:00:00,CEUR/BTC,0.0000461,0.0000461,0.0000461,0.0000461,0,0
1662894000,2022-09-11 11:00:00,CEUR/BTC,0.0000461,0.0000461,0.0000461,0.0000461,0,0
1662890400,2022-09-11 10:00:00,CEUR/BTC,0.0000461,0.0000461,0.0000461,0.0000461,0,0
1662886800,2022-09-11 09:00:00,CEUR/BTC,0.0000461,0.0000461,0.0000461,0.0000461,0.3498,0.00001612578
1662883200,2022-09-11 08:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,0,0
1662879600,2022-09-11 07:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,1.6521,0.00007698786
1662876000,2022-09-11 06:00:00,CEUR/BTC,0.0000464,0.0000464,0.0000464,0.0000464,7.5419,0.00034994416
1662872400,2022-09-11 05:00:00,CEUR/BTC,0.0000462,0.0000462,0.0000462,0.0000462,0.1295,0.0000059829
1662868800,2022-09-11 04:00:00,CEUR/BTC,0.0000464,0.0000464,0.0000464,0.0000464,2.209,0.0001024976
1662865200,2022-09-11 03:00:00,CEUR/BTC,0.0000462,0.0000462,0.0000462,0.0000462,0.9546,0.00004410252
1662861600,2022-09-11 02:00:00,CEUR/BTC,0.0000464,0.0000464,0.0000464,0.0000464,21.2691,0.00098688624
1662858000,2022-09-11 01:00:00,CEUR/BTC,0.0000463,0.0000463,0.0000463,0.0000463,0,0
1662854400,2022-09-11 00:00:00,CEUR/BTC,0.0000463,0.0000463,0.0000463,0.0000463,0,0
1662850800,2022-09-10 23:00:00,CEUR/BTC,0.0000463,0.0000463,0.0000463,0.0000463,0,0
1662847200,2022-09-10 22:00:00,CEUR/BTC,0.0000463,0.0000463,0.0000463,0.0000463,0,0
1662843600,2022-09-10 21:00:00,CEUR/BTC,0.0000458,0.0000464,0.0000458,0.0000463,158.9391,0.00736653596
1662840000,2022-09-10 20:00:00,CEUR/BTC,0.0000463,0.0000463,0.0000463,0.0000463,0,0
1662836400,2022-09-10 19:00:00,CEUR/BTC,0.0000463,0.0000463,0.0000463,0.0000463,0.6673,0.00003089599
1662832800,2022-09-10 18:00:00,CEUR/BTC,0.0000468,0.0000468,0.0000468,0.0000468,0,0
1662829200,2022-09-10 17:00:00,CEUR/BTC,0.0000468,0.0000468,0.0000468,0.0000468,0,0
1662825600,2022-09-10 16:00:00,CEUR/BTC,0.0000468,0.0000468,0.0000468,0.0000468,19.7952,0.00092641536
1662822000,2022-09-10 15:00:00,CEUR/BTC,0.0000468,0.0000468,0.0000468,0.0000468,0.1465,0.0000068562
1662818400,2022-09-10 14:00:00,CEUR/BTC,0.0000468,0.0000468,0.0000468,0.0000468,0,0
1662814800,2022-09-10 13:00:00,CEUR/BTC,0.0000468,0.0000468,0.0000468,0.0000468,1.3274,0.00006212232
1662811200,2022-09-10 12:00:00,CEUR/BTC,0.000047,0.000047,0.000047,0.000047,0,0
1662807600,2022-09-10 11:00:00,CEUR/BTC,0.000047,0.000047,0.000047,0.000047,0,0
1662804000,2022-09-10 10:00:00,CEUR/BTC,0.000047,0.000047,0.000047,0.000047,0,0
1662800400,2022-09-10 09:00:00,CEUR/BTC,0.000047,0.000047,0.000047,0.000047,73.9617,0.0034761999
1662796800,2022-09-10 08:00:00,CEUR/BTC,0.0000467,0.0000467,0.0000467,0.0000467,0,0
1662793200,2022-09-10 07:00:00,CEUR/BTC,0.0000465,0.0000467,0.0000465,0.0000467,13.7668,0.0006427162
1662789600,2022-09-10 06:00:00,CEUR/BTC,0.0000461,0.0000461,0.0000461,0.0000461,0,0
1662786000,2022-09-10 05:00:00,CEUR/BTC,0.0000468,0.0000468,0.0000459,0.0000461,53.3088,0.00245134999
1662782400,2022-09-10 04:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,4.3421,0.00020234186
1662778800,2022-09-10 03:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,0.9062,0.00004222892
1662775200,2022-09-10 02:00:00,CEUR/BTC,0.0000465,0.0000465,0.0000465,0.0000465,0,0
1662771600,2022-09-10 01:00:00,CEUR/BTC,0.0000465,0.0000465,0.0000465,0.0000465,0,0
1662768000,2022-09-10 00:00:00,CEUR/BTC,0.0000465,0.0000465,0.0000465,0.0000465,0,0
1662764400,2022-09-09 23:00:00,CEUR/BTC,0.0000465,0.0000465,0.0000465,0.0000465,37.9745,0.00176581425
1662760800,2022-09-09 22:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,0,0
1662757200,2022-09-09 21:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,0,0
1662753600,2022-09-09 20:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,0,0
1662750000,2022-09-09 19:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,0,0
1662746400,2022-09-09 18:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,0,0
1662742800,2022-09-09 17:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,0,0
1662739200,2022-09-09 16:00:00,CEUR/BTC,0.0000466,0.0000466,0.0000466,0.0000466,0,0
1662735600,2022-09-09 15:00:00,CEUR/BTC,0.0000474,0.0000474,0.0000466,0.0000466,708.1724,0.03326102411
1662732000,2022-09-09 14:00:00,CEUR/BTC,0.0000471,0.0000471,0.0000471,0.0000471,0,0
1662728400,2022-09-09 13:00:00,CEUR/BTC,0.0000477,0.0000482,0.0000471,0.0000471,7903.6732,0.3769030353
1662724800,2022-09-09 12:00:00,CEUR/BTC,0.0000472,0.0000472,0.0000472,0.0000472,0,0
1662721200,2022-09-09 11:00:00,CEUR/BTC,0.0000472,0.0000472,0.0000472,0.0000472,14.8968,0.00070312896
1662717600,2022-09-09 10:00:00,CEUR/BTC,0.0000474,0.0000474,0.000047,0.000047,38.4,0.00181577425
1662714000,2022-09-09 09:00:00,CEUR/BTC,0.0000485,0.0000485,0.0000485,0.0000485,1.1008,0.0000533888
1662710400,2022-09-09 08:00:00,CEUR/BTC,0.0000485,0.0000485,0.0000485,0.0000485,0,0
1662706800,2022-09-09 07:00:00,CEUR/BTC,0.0000484,0.0000485,0.0000484,0.0000485,365.1745,0.0176999954
1662703200,2022-09-09 06:00:00,CEUR/BTC,0.0000487,0.0000487,0.0000478,0.0000478,27.9359,0.00134412299
1662699600,2022-09-09 05:00:00,CEUR/BTC,0.0000489,0.0000489,0.0000489,0.0000489,0,0
1662696000,2022-09-09 04:00:00,CEUR/BTC,0.0000495,0.0000495,0.0000489,0.0000489,20.4111,0.00100899663
1662692400,2022-09-09 03:00:00,CEUR/BTC,0.0000511,0.0000511,0.0000503,0.0000503,71.8735,0.00365488017
1662688800,2022-09-09 02:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,0,0
1662685200,2022-09-09 01:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,0,0
1662681600,2022-09-09 00:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,0,0
1662678000,2022-09-08 23:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,0,0
1662674400,2022-09-08 22:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,1.5025,0.000077529
1662670800,2022-09-08 21:00:00,CEUR/BTC,0.0000518,0.0000518,0.0000518,0.0000518,0,0
1662667200,2022-09-08 20:00:00,CEUR/BTC,0.0000518,0.0000518,0.0000518,0.0000518,0,0
1662663600,2022-09-08 19:00:00,CEUR/BTC,0.0000518,0.0000518,0.0000518,0.0000518,0,0
1662660000,2022-09-08 18:00:00,CEUR/BTC,0.0000518,0.0000518,0.0000518,0.0000518,0,0
1662656400,2022-09-08 17:00:00,CEUR/BTC,0.0000518,0.0000518,0.0000518,0.0000518,0,0
1662652800,2022-09-08 16:00:00,CEUR/BTC,0.0000518,0.0000518,0.0000518,0.0000518,1.1776,0.00006099968
1662649200,2022-09-08 15:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,0,0
1662645600,2022-09-08 14:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,0,0
1662642000,2022-09-08 13:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,21.9971,0.00113505036
1662638400,2022-09-08 12:00:00,CEUR/BTC,0.0000513,0.0000513,0.0000513,0.0000513,0,0
1662634800,2022-09-08 11:00:00,CEUR/BTC,0.0000513,0.0000513,0.0000513,0.0000513,2.578,0.0001322514
1662631200,2022-09-08 10:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,2.2287,0.00011500092
1662627600,2022-09-08 09:00:00,CEUR/BTC,0.0000517,0.0000517,0.0000517,0.0000517,0.0001,0.00000000517
1662624000,2022-09-08 08:00:00,CEUR/BTC,0.0000518,0.0000518,0.0000517,0.0000517,3.8648,0.00020000322
1662620400,2022-09-08 07:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,0,0
1662616800,2022-09-08 06:00:00,CEUR/BTC,0.0000516,0.0000516,0.0000516,0.0000516,1.1438,0.00005902008
1662613200,2022-09-08 05:00:00,CEUR/BTC,0.0000512,0.0000512,0.0000512,0.0000512,0,0
1662609600,2022-09-08 04:00:00,CEUR/BTC,0.0000512,0.0000512,0.0000512,0.0000512,0.1242,0.00000635904
1662606000,2022-09-08 03:00:00,CEUR/BTC,0.0000515,0.0000515,0.0000515,0.0000515,0,0
1662602400,2022-09-08 02:00:00,CEUR/BTC,0.0000515,0.0000515,0.0000515,0.0000515,0,0
1662598800,2022-09-08 01:00:00,CEUR/BTC,0.0000515,0.0000515,0.0000515,0.0000515,0,0
1662595200,2022-09-08 00:00:00,CEUR/BTC,0.0000515,0.0000515,0.0000515,0.0000515,0,0
1662591600,2022-09-07 23:00:00,CEUR/BTC,0.0000515,0.0000515,0.0000515,0.0000515,0,0
