https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RGT,Volume EUR
1653782400,2022-05-29 00:00:00,RGT/EUR,5.84715,5.84715,5.84715,5.84715,0.00000000,0.0
1653696000,2022-05-28 00:00:00,RGT/EUR,6.69576,6.69576,5.84715,5.84715,12.00000000,70.1658
1653609600,2022-05-27 00:00:00,RGT/EUR,5.83472,6.36580,5.83472,6.35329,54.83248768,348.36669565246723
1653523200,2022-05-26 00:00:00,RGT/EUR,6.60000,6.93000,6.49999,6.93000,18.09892709,125.4255647337
1653436800,2022-05-25 00:00:00,RGT/EUR,6.60000,6.60000,6.60000,6.60000,0.00000000,0.0
1653350400,2022-05-24 00:00:00,RGT/EUR,6.85045,6.85045,6.60000,6.60000,32.55328817,214.851701922
1653264000,2022-05-23 00:00:00,RGT/EUR,7.60000,7.60000,7.00000,7.10000,14.53874722,103.22510526199999
1653177600,2022-05-22 00:00:00,RGT/EUR,7.60000,7.60000,7.60000,7.60000,0.00000000,0.0
1653091200,2022-05-21 00:00:00,RGT/EUR,7.60000,7.60000,7.60000,7.60000,0.00000000,0.0
1653004800,2022-05-20 00:00:00,RGT/EUR,7.60000,7.60000,7.60000,7.60000,0.00000000,0.0
1652918400,2022-05-19 00:00:00,RGT/EUR,7.60000,7.60000,7.60000,7.60000,0.00000000,0.0
1652832000,2022-05-18 00:00:00,RGT/EUR,7.60000,7.60000,7.60000,7.60000,0.00000000,0.0
1652745600,2022-05-17 00:00:00,RGT/EUR,7.60000,7.60000,7.60000,7.60000,0.00000000,0.0
1652659200,2022-05-16 00:00:00,RGT/EUR,7.60000,7.60000,7.60000,7.60000,4.00000000,30.4
1652572800,2022-05-15 00:00:00,RGT/EUR,7.60000,7.60000,7.60000,7.60000,0.00000000,0.0
1652486400,2022-05-14 00:00:00,RGT/EUR,7.60000,7.60000,7.60000,7.60000,0.00000000,0.0
1652400000,2022-05-13 00:00:00,RGT/EUR,7.60000,7.60000,7.60000,7.60000,5.76755992,43.833455392
1652313600,2022-05-12 00:00:00,RGT/EUR,8.26990,8.26990,8.26990,8.26990,6.74353419,55.768353397881
1652227200,2022-05-11 00:00:00,RGT/EUR,9.50000,9.50000,8.26990,8.27000,28.46284866,235.38775841819998
1652140800,2022-05-10 00:00:00,RGT/EUR,10.03194,10.03194,10.03000,10.03000,2.99262352,30.016013905599998
1652054400,2022-05-09 00:00:00,RGT/EUR,10.03195,10.03195,10.03195,10.03195,0.99681419,9.999990113370501
1651968000,2022-05-08 00:00:00,RGT/EUR,10.03196,10.03196,10.03196,10.03196,11.16796069,112.0365349236524
1651881600,2022-05-07 00:00:00,RGT/EUR,10.03196,10.03196,10.03196,10.03196,0.00000000,0.0
1651795200,2022-05-06 00:00:00,RGT/EUR,10.03201,10.10000,10.03196,10.03196,43.24427746,433.8248617076216
1651708800,2022-05-05 00:00:00,RGT/EUR,11.99998,11.99998,11.99998,11.99998,2.33101984,27.972191459603202
1651622400,2022-05-04 00:00:00,RGT/EUR,11.11001,11.99998,11.00000,11.99998,46.02732964,552.3270351334072
1651536000,2022-05-03 00:00:00,RGT/EUR,11.99999,11.99999,11.99999,11.99999,0.83333403,10.0000000266597
1651449600,2022-05-02 00:00:00,RGT/EUR,11.99999,11.99999,11.99999,11.99999,13.28420934,159.4103792379066
1651363200,2022-05-01 00:00:00,RGT/EUR,12.20000,12.20000,12.00000,12.00000,9.56318543,114.75822516000001
1651276800,2022-04-30 00:00:00,RGT/EUR,12.32003,12.32003,12.32003,12.32003,4.42417361,54.5059516004083
1651190400,2022-04-29 00:00:00,RGT/EUR,13.00000,13.00000,12.32003,12.32003,3.47121622,42.765487966886596
1651104000,2022-04-28 00:00:00,RGT/EUR,13.00000,13.00000,13.00000,13.00000,0.71073510,9.2395563
1651017600,2022-04-27 00:00:00,RGT/EUR,13.99997,13.99997,13.99997,13.99997,1.00000000,13.99997
1650931200,2022-04-26 00:00:00,RGT/EUR,13.10000,13.10000,12.85000,12.85000,36.56693544,469.885120404
1650844800,2022-04-25 00:00:00,RGT/EUR,13.10000,13.10000,13.10000,13.10000,0.83510056,10.939817335999999
1650758400,2022-04-24 00:00:00,RGT/EUR,13.00001,13.00001,13.00001,13.00001,0.00000000,0.0
1650672000,2022-04-23 00:00:00,RGT/EUR,13.00001,13.00001,13.00001,13.00001,0.00000000,0.0
1650585600,2022-04-22 00:00:00,RGT/EUR,13.00001,13.00001,13.00001,13.00001,0.00000000,0.0
1650499200,2022-04-21 00:00:00,RGT/EUR,13.00001,13.00001,13.00001,13.00001,0.00000000,0.0
1650412800,2022-04-20 00:00:00,RGT/EUR,13.40000,13.40000,13.00001,13.00001,7.10460120,92.359886646012
1650326400,2022-04-19 00:00:00,RGT/EUR,13.34456,13.34456,13.34456,13.34456,0.00000000,0.0
1650240000,2022-04-18 00:00:00,RGT/EUR,13.34456,13.34456,13.34456,13.34456,26.09446498,348.2191535935088
1650153600,2022-04-17 00:00:00,RGT/EUR,13.34456,13.34456,13.34456,13.34456,5.01375325,66.90633106982
1650067200,2022-04-16 00:00:00,RGT/EUR,13.87654,13.87654,13.87654,13.87654,3.45423960,47.932893978984005
1649980800,2022-04-15 00:00:00,RGT/EUR,13.90000,13.90000,13.90000,13.90000,2.58630723,35.949670497
1649894400,2022-04-14 00:00:00,RGT/EUR,14.00000,14.00000,14.00000,14.00000,0.00000000,0.0
1649808000,2022-04-13 00:00:00,RGT/EUR,14.00000,14.00000,14.00000,14.00000,0.00000000,0.0
1649721600,2022-04-12 00:00:00,RGT/EUR,14.00000,14.00000,14.00000,14.00000,0.00000000,0.0
1649635200,2022-04-11 00:00:00,RGT/EUR,14.00000,14.00000,14.00000,14.00000,0.00000000,0.0
1649548800,2022-04-10 00:00:00,RGT/EUR,13.99999,14.00000,13.99999,14.00000,38.72911621,542.20762694
1649462400,2022-04-09 00:00:00,RGT/EUR,12.93500,12.93500,12.85000,12.85000,160.99999999,2068.8499998714997
1649376000,2022-04-08 00:00:00,RGT/EUR,12.93500,12.93500,12.93500,12.93500,0.00000000,0.0
1649289600,2022-04-07 00:00:00,RGT/EUR,13.22002,13.22002,12.92002,12.93500,66.17648129,855.99278548615
1649203200,2022-04-06 00:00:00,RGT/EUR,13.60000,13.60000,13.49935,13.49935,114.54743807,1546.3159581102545
1649116800,2022-04-05 00:00:00,RGT/EUR,13.52001,13.52001,13.52001,13.52001,0.00000000,0.0
1649030400,2022-04-04 00:00:00,RGT/EUR,13.31467,14.61998,13.31000,13.52001,79.44489897,1074.0958285233896
1648944000,2022-04-03 00:00:00,RGT/EUR,13.40000,14.62000,13.40000,14.62000,3284.82472271,48024.1374460202
1648857600,2022-04-02 00:00:00,RGT/EUR,14.20000,14.20000,14.19999,14.20000,743.66629128,10560.061336175999
1648771200,2022-04-01 00:00:00,RGT/EUR,14.20000,14.20000,13.30001,14.20000,42.08450731,597.600003802
1648684800,2022-03-31 00:00:00,RGT/EUR,14.20000,14.20000,13.10009,14.20000,572.69077855,8132.20905541
1648598400,2022-03-30 00:00:00,RGT/EUR,13.10007,14.19999,13.10007,14.19999,3.66707486,52.0724263412514
1648512000,2022-03-29 00:00:00,RGT/EUR,14.61999,14.62000,14.61999,14.62000,18.83914425,275.428288935
1648425600,2022-03-28 00:00:00,RGT/EUR,14.49000,14.62000,13.80000,14.61000,277.51725323,4054.5270696903
