https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SC,Volume BTC
1656806400,2022-07-03 00:00:00,SC/BTC,2e-07,2.2e-07,1.9e-07,2e-07,2.55152169,12394747.62148922
1656720000,2022-07-02 00:00:00,SC/BTC,2e-07,2.1e-07,2e-07,2e-07,0.65614842,3280492.49049441
1656633600,2022-07-01 00:00:00,SC/BTC,1.9e-07,2e-07,1.9e-07,2e-07,0.00156699,8194.7368421
1656547200,2022-06-30 00:00:00,SC/BTC,1.9e-07,2e-07,1.8e-07,1.9e-07,0.42273726,2194250.39367009
1656460800,2022-06-29 00:00:00,SC/BTC,1.9e-07,2e-07,1.9e-07,2e-07,0.17261198,908431.50410731
1656374400,2022-06-28 00:00:00,SC/BTC,2e-07,2e-07,2e-07,2e-07,0.85534709,4276735.46543449
1656288000,2022-06-27 00:00:00,SC/BTC,1.9e-07,2e-07,1.9e-07,2e-07,0.15686146,814618.31202848
1656201600,2022-06-26 00:00:00,SC/BTC,2e-07,2e-07,1.9e-07,1.9e-07,0.36614446,1925603.23193405
1656115200,2022-06-25 00:00:00,SC/BTC,2e-07,2e-07,1.9e-07,1.9e-07,0.04885146,257004.52943193
1656028800,2022-06-24 00:00:00,SC/BTC,2e-07,2e-07,1.9e-07,2e-07,0.13374434,669769.77992534
1655942400,2022-06-23 00:00:00,SC/BTC,1.9e-07,2e-07,1.8e-07,2e-07,0.55606366,2792770.55823949
1655856000,2022-06-22 00:00:00,SC/BTC,1.9e-07,1.9e-07,1.8e-07,1.9e-07,0.3699738,1952185.33876429
1655769600,2022-06-21 00:00:00,SC/BTC,2e-07,2.1e-07,1.9e-07,1.9e-07,0.41517276,2077731.79512548
1655683200,2022-06-20 00:00:00,SC/BTC,1.9e-07,2.1e-07,1.9e-07,1.9e-07,0.48735134,2501960.5223547
1655596800,2022-06-19 00:00:00,SC/BTC,1.8e-07,2.1e-07,1.8e-07,1.8e-07,2.30773873,11994416.54343205
1655510400,2022-06-18 00:00:00,SC/BTC,1.7e-07,1.8e-07,1.7e-07,1.8e-07,0.47098499,2750263.09597846
1655424000,2022-06-17 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.6e-07,1.7e-07,0.02742661,167030.76078162
1655337600,2022-06-16 00:00:00,SC/BTC,1.7e-07,1.9e-07,1.6e-07,1.7e-07,1.28729947,7374023.31165883
1655251200,2022-06-15 00:00:00,SC/BTC,1.6e-07,1.7e-07,1.5e-07,1.7e-07,0.0883332,552046.6014618
1655164800,2022-06-14 00:00:00,SC/BTC,1.6e-07,1.6e-07,1.5e-07,1.6e-07,0.12568659,811654.81917326
1655078400,2022-06-13 00:00:00,SC/BTC,1.5e-07,1.6e-07,1.4e-07,1.6e-07,1.30567994,8442141.18742749
1654992000,2022-06-12 00:00:00,SC/BTC,1.5e-07,1.6e-07,1.5e-07,1.6e-07,0.1719883,1146319.91267907
1654905600,2022-06-11 00:00:00,SC/BTC,1.7e-07,1.7e-07,1.6e-07,1.6e-07,0.34445601,2151205.34077831
1654819200,2022-06-10 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.7e-07,1.7e-07,0.56919553,3338889.45904533
1654732800,2022-06-09 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.7e-07,1.8e-07,0.02701488,155380.52730477
1654646400,2022-06-08 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.8e-07,1.8e-07,0.09550227,530568.1766644
1654560000,2022-06-07 00:00:00,SC/BTC,1.9e-07,1.9e-07,1.8e-07,1.8e-07,0.04007351,222601.11629906
1654473600,2022-06-06 00:00:00,SC/BTC,1.8e-07,1.9e-07,1.8e-07,1.9e-07,0.0071313,39384.87689295
1654387200,2022-06-05 00:00:00,SC/BTC,1.9e-07,1.9e-07,1.9e-07,1.9e-07,0.00191038,10054.6451596
1654300800,2022-06-04 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.8e-07,1.8e-07,0.00084458,4692.11216966
1654214400,2022-06-03 00:00:00,SC/BTC,1.8e-07,1.9e-07,1.8e-07,1.9e-07,0.17043878,907699.19492823
1654128000,2022-06-02 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.8e-07,1.8e-07,0.18358956,1019942.04205
1654041600,2022-06-01 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.7e-07,1.7e-07,0.06100545,340028.6854282
1653955200,2022-05-31 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.7e-07,1.8e-07,0.6755475,3756021.37095633
1653868800,2022-05-30 00:00:00,SC/BTC,1.9e-07,1.9e-07,1.8e-07,1.8e-07,0.07703847,427903.80225757
1653782400,2022-05-29 00:00:00,SC/BTC,1.8e-07,1.9e-07,1.8e-07,1.8e-07,0.01049048,56510.17008871
1653696000,2022-05-28 00:00:00,SC/BTC,1.9e-07,1.9e-07,1.9e-07,1.9e-07,0.55422161,2916955.87234762
1653609600,2022-05-27 00:00:00,SC/BTC,2e-07,2e-07,1.8e-07,1.9e-07,0.41647985,2254547.21428405
1653523200,2022-05-26 00:00:00,SC/BTC,1.8e-07,2e-07,1.8e-07,1.9e-07,1.05176566,5445085.24635032
1653436800,2022-05-25 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.7e-07,1.8e-07,0.0362698,205585.25168198
1653350400,2022-05-24 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.8e-07,1.8e-07,0.05156422,286467.91770022
1653264000,2022-05-23 00:00:00,SC/BTC,1.8e-07,1.9e-07,1.7e-07,1.8e-07,0.18208581,1019762.75876935
1653177600,2022-05-22 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.7e-07,1.7e-07,0.09810347,545413.38959462
1653091200,2022-05-21 00:00:00,SC/BTC,1.7e-07,1.8e-07,1.7e-07,1.7e-07,0.06993579,410910.33050741
1653004800,2022-05-20 00:00:00,SC/BTC,1.7e-07,1.7e-07,1.7e-07,1.7e-07,0.32260828,1897695.7936833
1652918400,2022-05-19 00:00:00,SC/BTC,1.7e-07,1.8e-07,1.7e-07,1.8e-07,0.36500607,2113287.17751725
1652832000,2022-05-18 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.7e-07,1.8e-07,0.00217183,12068.15528009
1652745600,2022-05-17 00:00:00,SC/BTC,1.7e-07,1.9e-07,1.7e-07,1.8e-07,0.0259918,145429.49835663
1652659200,2022-05-16 00:00:00,SC/BTC,1.8e-07,1.8e-07,1.7e-07,1.8e-07,0.06833036,380698.18518636
1652572800,2022-05-15 00:00:00,SC/BTC,1.7e-07,1.8e-07,1.7e-07,1.8e-07,0.24573455,1370725.79689834
1652486400,2022-05-14 00:00:00,SC/BTC,1.6e-07,1.7e-07,1.6e-07,1.7e-07,0.2078545,1260548.4551381
1652400000,2022-05-13 00:00:00,SC/BTC,1.5e-07,1.6e-07,1.5e-07,1.6e-07,0.37848196,2367096.30602421
1652313600,2022-05-12 00:00:00,SC/BTC,1.6e-07,1.6e-07,1.3e-07,1.4e-07,1.08685486,7474174.43723825
1652227200,2022-05-11 00:00:00,SC/BTC,2e-07,2e-07,1.5e-07,1.5e-07,3.5218908,19561851.85270339
1652140800,2022-05-10 00:00:00,SC/BTC,2e-07,2.1e-07,2e-07,2e-07,0.69655387,3471875.64523026
1652054400,2022-05-09 00:00:00,SC/BTC,2.2e-07,2.2e-07,2e-07,2e-07,1.72980892,8416731.82204818
1651968000,2022-05-08 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.1e-07,2.2e-07,0.22208533,1010010.92468814
1651881600,2022-05-07 00:00:00,SC/BTC,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.00226811,10800.54054056
1651795200,2022-05-06 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.1e-07,2.2e-07,0.23210374,1055063.23266511
1651708800,2022-05-05 00:00:00,SC/BTC,2.3e-07,2.3e-07,2.2e-07,2.2e-07,0.14705951,668336.19054843
1651622400,2022-05-04 00:00:00,SC/BTC,2.2e-07,2.4e-07,2.1e-07,2.3e-07,1.08827803,4859884.44823703
1651536000,2022-05-03 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.1e-07,2.1e-07,0.42531389,1938066.13189078
1651449600,2022-05-02 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.1e-07,2.1e-07,0.45088702,2075441.81259322
1651363200,2022-05-01 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.1e-07,2.2e-07,0.14477397,658214.33092204
1651276800,2022-04-30 00:00:00,SC/BTC,2.4e-07,2.4e-07,2.2e-07,2.2e-07,1.71283251,7561177.59790143
1651190400,2022-04-29 00:00:00,SC/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.37026763,1542781.81136973
1651104000,2022-04-28 00:00:00,SC/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.62550616,2606275.6742576
1651017600,2022-04-27 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.4e-07,2.4e-07,0.10212938,393323.67556198
1650931200,2022-04-26 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.4e-07,2.4e-07,0.4789912,1954373.84400842
1650844800,2022-04-25 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.4e-07,2.4e-07,0.81075203,3250959.66863943
1650758400,2022-04-24 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.15201404,584669.40752722
1650672000,2022-04-23 00:00:00,SC/BTC,2.7e-07,2.7e-07,2.7e-07,2.7e-07,0.0513,190000.0
1650585600,2022-04-22 00:00:00,SC/BTC,2.7e-07,2.7e-07,2.6e-07,2.7e-07,0.00155681,5840.03785115
1650499200,2022-04-21 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.5e-07,2.5e-07,0.1102911,441028.10489247
1650412800,2022-04-20 00:00:00,SC/BTC,2.7e-07,2.7e-07,2.5e-07,2.6e-07,0.01876657,72380.87438753
1650326400,2022-04-19 00:00:00,SC/BTC,2.5e-07,2.6e-07,2.5e-07,2.6e-07,0.12090392,465729.41996279
1650240000,2022-04-18 00:00:00,SC/BTC,2.5e-07,2.6e-07,2.5e-07,2.6e-07,0.58543243,2312261.43980653
1650162114,2022-04-17 02:21:54,SC/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0,0.0
1650153600,2022-04-17 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.00668803,25723.1925594
1650071505,2022-04-16 01:11:45,SC/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.0,0.0
1650067200,2022-04-16 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.6e-07,2.6e-07,0.02030035,78078.28727713
1649980800,2022-04-15 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.6e-07,2.7e-07,0.45153629,1717794.97491178
1649894400,2022-04-14 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.6e-07,2.6e-07,0.27626293,1060188.05857508
1649808000,2022-04-13 00:00:00,SC/BTC,2.5e-07,2.6e-07,2.5e-07,2.6e-07,0.11164712,429724.53266154
1649721600,2022-04-12 00:00:00,SC/BTC,2.5e-07,2.6e-07,2.4e-07,2.6e-07,0.04997902,198931.07018722
1649635200,2022-04-11 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.4e-07,2.4e-07,1.58815833,6389485.66158436
1649548800,2022-04-10 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.6e-07,2.6e-07,0.22856586,879072.81478545
1649462400,2022-04-09 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.5e-07,2.7e-07,0.03242574,124078.91591969
1649376000,2022-04-08 00:00:00,SC/BTC,2.7e-07,2.7e-07,2.5e-07,2.6e-07,0.0885652,340769.66670954
1649289600,2022-04-07 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.5e-07,2.7e-07,0.23336747,888750.41402256
1649203200,2022-04-06 00:00:00,SC/BTC,2.7e-07,2.7e-07,2.5e-07,2.5e-07,2.30091067,8698676.80924543
1649116800,2022-04-05 00:00:00,SC/BTC,2.8e-07,2.8e-07,2.7e-07,2.7e-07,0.85972287,3071414.41513739
1649030400,2022-04-04 00:00:00,SC/BTC,2.9e-07,2.9e-07,2.7e-07,2.7e-07,2.40517355,8463566.94710746
1648944000,2022-04-03 00:00:00,SC/BTC,3.1e-07,3.2e-07,2.9e-07,3e-07,2.77435115,9127959.51270778
1648857600,2022-04-02 00:00:00,SC/BTC,2.9e-07,3.2e-07,2.9e-07,3.1e-07,5.00687902,16522208.35675712
1648771200,2022-04-01 00:00:00,SC/BTC,2.6e-07,2.9e-07,2.6e-07,2.9e-07,3.35844689,11882218.6619417
1648684800,2022-03-31 00:00:00,SC/BTC,2.6e-07,2.9e-07,2.6e-07,2.6e-07,3.83433906,13997300.61614235
1648598400,2022-03-30 00:00:00,SC/BTC,2.5e-07,2.6e-07,2.5e-07,2.6e-07,1.07975756,4153387.78026426
1648512000,2022-03-29 00:00:00,SC/BTC,2.5e-07,2.5e-07,2.4e-07,2.4e-07,1.03243272,4130398.80208763
1648425600,2022-03-28 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.5e-07,2.5e-07,0.41304278,1597537.57222985
1648339200,2022-03-27 00:00:00,SC/BTC,2.5e-07,2.8e-07,2.5e-07,2.7e-07,5.356969,20509899.67042083
1648252800,2022-03-26 00:00:00,SC/BTC,2.2e-07,2.4e-07,2.2e-07,2.4e-07,1.06239122,4430082.08677321
1648166400,2022-03-25 00:00:00,SC/BTC,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.02023133,87962.32087714
1648080000,2022-03-24 00:00:00,SC/BTC,2.4e-07,2.4e-07,2.3e-07,2.3e-07,0.07689704,325312.54876985
1647993600,2022-03-23 00:00:00,SC/BTC,2.3e-07,2.4e-07,2.2e-07,2.3e-07,0.03725818,166333.35815959
1647907200,2022-03-22 00:00:00,SC/BTC,2.4e-07,2.4e-07,2.2e-07,2.3e-07,0.02312514,100755.97468749
1647820800,2022-03-21 00:00:00,SC/BTC,2.2e-07,2.4e-07,2.2e-07,2.4e-07,0.10068114,439551.77791894
1647734400,2022-03-20 00:00:00,SC/BTC,2.3e-07,2.3e-07,2.2e-07,2.2e-07,0.04227641,189887.68196161
1647648000,2022-03-19 00:00:00,SC/BTC,2.2e-07,2.3e-07,2.2e-07,2.3e-07,0.03220964,140258.79210252
1647561600,2022-03-18 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.1e-07,2.2e-07,0.50342403,2288985.24025172
1647475200,2022-03-17 00:00:00,SC/BTC,2.1e-07,2.2e-07,2.1e-07,2.1e-07,0.1778567,846850.40060832
1647388800,2022-03-16 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.1e-07,2.2e-07,0.11310699,519655.17852598
1647302400,2022-03-15 00:00:00,SC/BTC,2.2e-07,2.3e-07,2.2e-07,2.2e-07,0.19577571,887913.31231553
1647216000,2022-03-14 00:00:00,SC/BTC,2.1e-07,2.2e-07,2.1e-07,2.2e-07,0.64980162,2953734.66166977
1647129600,2022-03-13 00:00:00,SC/BTC,2.3e-07,2.3e-07,2.2e-07,2.2e-07,0.02876732,130115.28523475
1647043200,2022-03-12 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.00506857,23038.96923285
1646956800,2022-03-11 00:00:00,SC/BTC,2.2e-07,2.3e-07,2.2e-07,2.2e-07,0.02375995,107762.69375998
1646870400,2022-03-10 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.10698608,486300.39880375
1646784000,2022-03-09 00:00:00,SC/BTC,2.3e-07,2.3e-07,2.2e-07,2.3e-07,0.45211548,1968630.37209259
1646697600,2022-03-08 00:00:00,SC/BTC,2.3e-07,2.3e-07,2.2e-07,2.3e-07,0.12291758,541675.93598184
1646611200,2022-03-07 00:00:00,SC/BTC,2.2e-07,2.3e-07,2.2e-07,2.3e-07,0.12947819,588452.89426482
1646524800,2022-03-06 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.2e-07,2.2e-07,0.17209442,782247.40646214
1646438400,2022-03-05 00:00:00,SC/BTC,2.1e-07,2.2e-07,2.1e-07,2.2e-07,0.37411057,1744138.27993373
1646352000,2022-03-04 00:00:00,SC/BTC,2.1e-07,2.2e-07,2e-07,2.1e-07,0.25544617,1219226.16875908
1646265600,2022-03-03 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.1e-07,2.1e-07,0.36258763,1721386.47387529
1646179200,2022-03-02 00:00:00,SC/BTC,2.2e-07,2.2e-07,2.1e-07,2.2e-07,0.00208595,9745.50761469
1646092800,2022-03-01 00:00:00,SC/BTC,2.2e-07,2.3e-07,2.1e-07,2.2e-07,0.54629082,2483204.13498994
1646006400,2022-02-28 00:00:00,SC/BTC,2.3e-07,2.3e-07,2.2e-07,2.2e-07,0.47531612,2070164.80534823
1645920000,2022-02-27 00:00:00,SC/BTC,2.3e-07,2.4e-07,2.2e-07,2.2e-07,0.05909968,261059.27316424
1645833600,2022-02-26 00:00:00,SC/BTC,2.3e-07,2.4e-07,2.2e-07,2.4e-07,1.36292322,5925677.30441454
1645747200,2022-02-25 00:00:00,SC/BTC,2.2e-07,2.3e-07,2.2e-07,2.3e-07,1.67598181,7617526.26932989
1645660800,2022-02-24 00:00:00,SC/BTC,2.3e-07,2.3e-07,2.1e-07,2.2e-07,1.33924035,6087620.07439073
1645574400,2022-02-23 00:00:00,SC/BTC,2.3e-07,2.3e-07,2.2e-07,2.3e-07,0.51646702,2246095.67711828
1645488000,2022-02-22 00:00:00,SC/BTC,2.2e-07,2.3e-07,2.2e-07,2.3e-07,0.04393747,192525.68359245
1645401600,2022-02-21 00:00:00,SC/BTC,2.4e-07,2.4e-07,2.3e-07,2.3e-07,1.10341046,4797417.36264362
1645315200,2022-02-20 00:00:00,SC/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.02597193,108216.4088202
1645228800,2022-02-19 00:00:00,SC/BTC,2.4e-07,2.5e-07,2.3e-07,2.4e-07,0.07554949,312356.93669556
1645142400,2022-02-18 00:00:00,SC/BTC,2.4e-07,2.5e-07,2.4e-07,2.5e-07,0.0067258,27781.61121502
1645056000,2022-02-17 00:00:00,SC/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.10881345,435253.8
1644969600,2022-02-16 00:00:00,SC/BTC,2.5e-07,2.5e-07,2.5e-07,2.5e-07,0.01075051,43002.04
1644883200,2022-02-15 00:00:00,SC/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.00068523,2855.16410857
1644796800,2022-02-14 00:00:00,SC/BTC,2.4e-07,2.4e-07,2.4e-07,2.4e-07,1.31842001,5493416.74339304
1644710400,2022-02-13 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.4e-07,2.5e-07,0.03989736,162001.88300763
1644624000,2022-02-12 00:00:00,SC/BTC,2.5e-07,2.6e-07,2.5e-07,2.5e-07,0.23976989,958783.3342292
1644537600,2022-02-11 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.4e-07,2.4e-07,2.92543667,11431675.56075268
1644451200,2022-02-10 00:00:00,SC/BTC,2.7e-07,2.8e-07,2.6e-07,2.7e-07,0.74537006,2760795.22535104
1644364800,2022-02-09 00:00:00,SC/BTC,2.7e-07,2.7e-07,2.6e-07,2.7e-07,1.27936027,4738444.02698373
1644278400,2022-02-08 00:00:00,SC/BTC,2.7e-07,2.8e-07,2.6e-07,2.7e-07,1.63276123,6047121.98288252
1644192000,2022-02-07 00:00:00,SC/BTC,2.7e-07,2.8e-07,2.7e-07,2.8e-07,2.02251624,7373796.14642363
1644105600,2022-02-06 00:00:00,SC/BTC,2.8e-07,2.8e-07,2.7e-07,2.7e-07,0.00187123,6742.67424912
1644019200,2022-02-05 00:00:00,SC/BTC,2.7e-07,2.9e-07,2.7e-07,2.7e-07,1.49456446,5349155.76725227
1643932800,2022-02-04 00:00:00,SC/BTC,2.8e-07,2.8e-07,2.7e-07,2.7e-07,2.71791305,9846985.81220476
1643846400,2022-02-03 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.6e-07,2.7e-07,1.28505659,4772908.7873755
1643760000,2022-02-02 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.6e-07,2.6e-07,0.093301,351352.09319269
1643673600,2022-02-01 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.5e-07,2.6e-07,0.31895886,1225947.22890556
1643587200,2022-01-31 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.5e-07,2.6e-07,0.00988897,38514.03007807
1643500800,2022-01-30 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.6e-07,2.6e-07,1.89285156,7192960.87257659
1643414400,2022-01-29 00:00:00,SC/BTC,2.7e-07,2.7e-07,2.6e-07,2.6e-07,1.29100129,4783799.6363434
1643328000,2022-01-28 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.6e-07,2.7e-07,0.02842725,108777.89166043
1643241600,2022-01-27 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.5e-07,2.5e-07,0.21887704,843970.655261
1643155200,2022-01-26 00:00:00,SC/BTC,2.6e-07,2.7e-07,2.6e-07,2.6e-07,0.14047364,540075.69789459
1643068800,2022-01-25 00:00:00,SC/BTC,2.6e-07,2.6e-07,2.5e-07,2.6e-07,0.15673715,603002.98902324
1642982400,2022-01-24 00:00:00,SC/BTC,2.8e-07,2.8e-07,2.5e-07,2.6e-07,1.25008471,4800706.71818364
1642896000,2022-01-23 00:00:00,SC/BTC,2.7e-07,2.8e-07,2.7e-07,2.7e-07,1.1517938,4263229.79793395
1642809600,2022-01-22 00:00:00,SC/BTC,2.8e-07,2.9e-07,2.5e-07,2.7e-07,4.2496271,15802256.15421696
1642723200,2022-01-21 00:00:00,SC/BTC,3e-07,3e-07,2.8e-07,2.9e-07,2.4344419,8270964.97947335
1642636800,2022-01-20 00:00:00,SC/BTC,3.1e-07,3.1e-07,3e-07,3e-07,2.15079375,7135434.07736295
1642550400,2022-01-19 00:00:00,SC/BTC,3.1e-07,3.1e-07,3e-07,3.1e-07,1.3324745,4298627.17264583
1642464000,2022-01-18 00:00:00,SC/BTC,3.1e-07,3.2e-07,3.1e-07,3.1e-07,0.10591949,341431.97600373
1642377600,2022-01-17 00:00:00,SC/BTC,3.2e-07,3.3e-07,3.1e-07,3.2e-07,1.23280437,3858915.82274091
1642291200,2022-01-16 00:00:00,SC/BTC,3.3e-07,3.3e-07,3.2e-07,3.2e-07,1.24765364,3785086.27905949
1642204800,2022-01-15 00:00:00,SC/BTC,3.3e-07,3.3e-07,3.2e-07,3.2e-07,0.03948996,123339.83751228
1642118400,2022-01-14 00:00:00,SC/BTC,3.2e-07,3.2e-07,3.1e-07,3.2e-07,1.14181342,3568836.76449654
1642032000,2022-01-13 00:00:00,SC/BTC,3.2e-07,3.2e-07,3.1e-07,3.1e-07,0.18346221,585604.58788924
1641945600,2022-01-12 00:00:00,SC/BTC,3.1e-07,3.2e-07,3.1e-07,3.2e-07,1.13654331,3551797.63000727
1641859200,2022-01-11 00:00:00,SC/BTC,3.1e-07,3.1e-07,3e-07,3.1e-07,0.17624007,569948.86229128
1641772800,2022-01-10 00:00:00,SC/BTC,3.2e-07,3.3e-07,3.1e-07,3.1e-07,2.12139124,6744423.42298874
1641686400,2022-01-09 00:00:00,SC/BTC,3.2e-07,3.2e-07,3.1e-07,3.2e-07,0.17993288,576065.29553306
1641600000,2022-01-08 00:00:00,SC/BTC,3.3e-07,3.3e-07,3.2e-07,3.2e-07,1.63795251,5116189.86024123
1641513600,2022-01-07 00:00:00,SC/BTC,3.3e-07,3.3e-07,3.2e-07,3.2e-07,0.3522069,1077131.52474603
1641427200,2022-01-06 00:00:00,SC/BTC,3.3e-07,3.4e-07,3.3e-07,3.3e-07,1.02923794,3118832.37086772
1641340800,2022-01-05 00:00:00,SC/BTC,3.4e-07,3.4e-07,3.3e-07,3.3e-07,0.25210197,761268.32020798
1641254400,2022-01-04 00:00:00,SC/BTC,3.4e-07,3.4e-07,3.3e-07,3.4e-07,0.31307231,922788.09162761
1641168000,2022-01-03 00:00:00,SC/BTC,3.4e-07,3.5e-07,3.3e-07,3.3e-07,0.35970901,1062834.07059867
