https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SYS,Volume USDT
1660608000,2022-08-16 00:00:00,SYS/USDT,0.1754,0.1794,0.1725,0.1763,323263.5871,56757.27852574
1660521600,2022-08-15 00:00:00,SYS/USDT,0.1834,0.1888,0.1743,0.1754,411592.4804,74729.42121674
1660435200,2022-08-14 00:00:00,SYS/USDT,0.1899,0.1969,0.1794,0.1841,464285.3771,87025.48087697
1660348800,2022-08-13 00:00:00,SYS/USDT,0.1936,0.1949,0.1799,0.1898,575112.6015,107859.78987881
1660262400,2022-08-12 00:00:00,SYS/USDT,0.1889,0.1941,0.1834,0.1935,442384.6625,83351.62663324
1660176000,2022-08-11 00:00:00,SYS/USDT,0.1903,0.1977,0.1875,0.1889,413792.65,79239.36200175
1660089600,2022-08-10 00:00:00,SYS/USDT,0.1853,0.1939,0.179,0.1903,431064.0248,80805.02043321
1660003200,2022-08-09 00:00:00,SYS/USDT,0.1931,0.1999,0.183,0.1853,471506.6474,89183.85887879
1659916800,2022-08-08 00:00:00,SYS/USDT,0.1872,0.2091,0.186,0.1925,576448.5288,111222.34011055
1659830400,2022-08-07 00:00:00,SYS/USDT,0.1858,0.2117,0.1791,0.1865,885228.1835,166767.67844221
1659744000,2022-08-06 00:00:00,SYS/USDT,0.1882,0.1949,0.1789,0.1857,425862.5743,80456.93619901
1659657600,2022-08-05 00:00:00,SYS/USDT,0.1826,0.1975,0.1821,0.1882,1211908.3495,228213.4685258
1659571200,2022-08-04 00:00:00,SYS/USDT,0.1854,0.2001,0.1655,0.1826,742343.2539,137874.54308181
1659484800,2022-08-03 00:00:00,SYS/USDT,0.1792,0.2151,0.1769,0.1862,1003047.74884956,193785.318357888188
1659398400,2022-08-02 00:00:00,SYS/USDT,0.1911,0.1935,0.1701,0.1799,1267331.9859,229257.48220623
1659312000,2022-08-01 00:00:00,SYS/USDT,0.1732,0.1915,0.1679,0.1902,709403.0051,124862.94626105
1659225600,2022-07-31 00:00:00,SYS/USDT,0.179,0.1837,0.172,0.1732,456437.0504,81084.84479425
1659139200,2022-07-30 00:00:00,SYS/USDT,0.183,0.1922,0.1778,0.179,740482.1068,137207.19414241
1659052800,2022-07-29 00:00:00,SYS/USDT,0.1719,0.1907,0.1711,0.183,865497.7645,157002.92418588
1658966400,2022-07-28 00:00:00,SYS/USDT,0.1675,0.1873,0.1628,0.1724,1019617.9216,175696.14932778
1658880000,2022-07-27 00:00:00,SYS/USDT,0.1507,0.1688,0.1485,0.1674,565294.98,89669.22667152
1658793600,2022-07-26 00:00:00,SYS/USDT,0.153,0.1558,0.1451,0.1508,234702.9242,35239.73958447
1658707200,2022-07-25 00:00:00,SYS/USDT,0.1733,0.1741,0.1526,0.1531,475426.3044,77320.25601068
1658620800,2022-07-24 00:00:00,SYS/USDT,0.1708,0.1799,0.1697,0.1736,260965.0628,45152.042667
1658534400,2022-07-23 00:00:00,SYS/USDT,0.1695,0.1735,0.1641,0.1699,440559.4954,74568.45524826
1658448000,2022-07-22 00:00:00,SYS/USDT,0.1782,0.1872,0.168,0.1704,804000.2129,144634.78806991
1658361600,2022-07-21 00:00:00,SYS/USDT,0.1742,0.1821,0.1668,0.1781,576997.7965,99433.29357268
1658275200,2022-07-20 00:00:00,SYS/USDT,0.1772,0.19,0.1727,0.1742,726721.71291796,131185.046586686253
1658188800,2022-07-19 00:00:00,SYS/USDT,0.1776,0.185,0.1725,0.1774,1198662.02485926,212884.519131903689
1658102400,2022-07-18 00:00:00,SYS/USDT,0.1615,0.1839,0.1605,0.1764,1062659.12361398,183176.566594704012
1658016000,2022-07-17 00:00:00,SYS/USDT,0.1685,0.1725,0.1606,0.1606,559915.56899062,93286.365703773066
1657929600,2022-07-16 00:00:00,SYS/USDT,0.1616,0.1875,0.1574,0.1685,1548119.78001528,265817.364512608643
1657843200,2022-07-15 00:00:00,SYS/USDT,0.1542,0.1656,0.1528,0.1608,460777.13325687,73728.81994987683
1657756800,2022-07-14 00:00:00,SYS/USDT,0.1558,0.1564,0.1473,0.1547,805221.21263341,121889.124665157694
1657670400,2022-07-13 00:00:00,SYS/USDT,0.1446,0.1574,0.1417,0.1558,786969.90521337,117328.029845330974
1657584000,2022-07-12 00:00:00,SYS/USDT,0.1507,0.1526,0.1417,0.1449,627147.09184043,92559.735015245733
1657497600,2022-07-11 00:00:00,SYS/USDT,0.1586,0.1601,0.1499,0.1507,478955.18284336,74194.727117739718
1657411200,2022-07-10 00:00:00,SYS/USDT,0.1699,0.1725,0.1552,0.1586,661976.54281558,107007.592272362807
1657324800,2022-07-09 00:00:00,SYS/USDT,0.1638,0.1769,0.1624,0.1693,1416063.68584239,239835.312465949804
1657238400,2022-07-08 00:00:00,SYS/USDT,0.1526,0.1687,0.1437,0.163,1367888.78448252,213252.433593694467
1657152000,2022-07-07 00:00:00,SYS/USDT,0.149,0.155,0.145,0.1518,944360.96141121,142745.732317521631
1657065600,2022-07-06 00:00:00,SYS/USDT,0.1396,0.1689,0.1372,0.1482,1188055.06835045,177190.26417446995
1656979200,2022-07-05 00:00:00,SYS/USDT,0.1443,0.147,0.1341,0.1398,787858.33404186,110742.754790918875
1656892800,2022-07-04 00:00:00,SYS/USDT,0.1383,0.1485,0.134,0.1448,922401.9096669,130625.653666661288
1656806400,2022-07-03 00:00:00,SYS/USDT,0.1314,0.145,0.1265,0.1374,763982.47654074,103710.780686820513
1656720000,2022-07-02 00:00:00,SYS/USDT,0.1327,0.1356,0.1297,0.1316,355466.52712725,46876.586294459821
1656633600,2022-07-01 00:00:00,SYS/USDT,0.1365,0.1389,0.1302,0.1329,485737.16326657,65535.705440367966
1656547200,2022-06-30 00:00:00,SYS/USDT,0.1398,0.1415,0.1279,0.1366,670664.00601886,89850.195009902227
1656460800,2022-06-29 00:00:00,SYS/USDT,0.146,0.1492,0.136,0.1392,903797.24790979,128083.005014145689
1656374400,2022-06-28 00:00:00,SYS/USDT,0.1422,0.159,0.1382,0.1461,1036537.75743423,154843.177615903219
1656288000,2022-06-27 00:00:00,SYS/USDT,0.1448,0.1559,0.1392,0.1413,565240.28022754,81642.704501983006
1656201600,2022-06-26 00:00:00,SYS/USDT,0.1552,0.1604,0.144,0.1456,614785.93902814,94431.771014966858
1656115200,2022-06-25 00:00:00,SYS/USDT,0.1522,0.1621,0.1475,0.1545,816762.49184695,125652.884138787264
1656028800,2022-06-24 00:00:00,SYS/USDT,0.1555,0.179,0.1449,0.1522,2930311.13282361,470299.299118168143
1655942400,2022-06-23 00:00:00,SYS/USDT,0.1305,0.156,0.1265,0.155,1446667.96490035,202475.797131946918
1655856000,2022-06-22 00:00:00,SYS/USDT,0.1349,0.1399,0.124,0.131,921655.43698009,121503.732475912354
1655769600,2022-06-21 00:00:00,SYS/USDT,0.131,0.1477,0.124,0.1342,1724246.81005524,237560.081282816653
1655683200,2022-06-20 00:00:00,SYS/USDT,0.1322,0.145,0.1247,0.1318,1066590.15108549,141913.509111155777
1655596800,2022-06-19 00:00:00,SYS/USDT,0.1232,0.1354,0.12,0.1317,548647.0040423,70270.709426361003
1655510400,2022-06-18 00:00:00,SYS/USDT,0.133,0.1365,0.1155,0.1229,842493.01492853,104117.806824376383
1655424000,2022-06-17 00:00:00,SYS/USDT,0.128,0.1388,0.1263,0.133,554519.37030573,73845.93930258414
1655337600,2022-06-16 00:00:00,SYS/USDT,0.1464,0.1519,0.1255,0.1264,771677.78891991,103259.170028178553
1655251200,2022-06-15 00:00:00,SYS/USDT,0.1401,0.158,0.1243,0.1469,1453452.59192739,195978.078688233626
1655164800,2022-06-14 00:00:00,SYS/USDT,0.1492,0.1633,0.131,0.1395,1532470.2757665,218954.790185431606
1655078400,2022-06-13 00:00:00,SYS/USDT,0.1631,0.1649,0.1323,0.1492,2015860.64264598,295601.228962813681
1654992000,2022-06-12 00:00:00,SYS/USDT,0.1859,0.1882,0.1611,0.1632,1532500.98161598,264022.474625880637
1654905600,2022-06-11 00:00:00,SYS/USDT,0.2149,0.2192,0.1837,0.1872,675845.74806443,131901.269578587416
1654819200,2022-06-10 00:00:00,SYS/USDT,0.2446,0.2483,0.2042,0.215,1132059.79947145,248608.763168195014
1654732800,2022-06-09 00:00:00,SYS/USDT,0.2464,0.2589,0.238,0.2447,1164607.90575633,288314.934459491745
1654646400,2022-06-08 00:00:00,SYS/USDT,0.236,0.26,0.23,0.2464,726284.52068233,176607.4482159291
1654560000,2022-06-07 00:00:00,SYS/USDT,0.2409,0.2592,0.2222,0.236,660992.69572177,153579.882713968231
1654473600,2022-06-06 00:00:00,SYS/USDT,0.2353,0.2597,0.229,0.2409,1166827.03820908,281227.128608781866
1654387200,2022-06-05 00:00:00,SYS/USDT,0.2162,0.2492,0.21,0.2368,968187.73748572,218845.882387710287
1654300800,2022-06-04 00:00:00,SYS/USDT,0.2212,0.2226,0.2079,0.2152,408430.5445508,87683.785355806313
1654214400,2022-06-03 00:00:00,SYS/USDT,0.2322,0.2322,0.209,0.2219,637578.21320258,139387.409076135991
1654128000,2022-06-02 00:00:00,SYS/USDT,0.1997,0.2781,0.1964,0.2322,2686506.03545758,615916.316353013545
1654041600,2022-06-01 00:00:00,SYS/USDT,0.209,0.2114,0.1958,0.2007,608282.68966496,124056.91497675179
1653955200,2022-05-31 00:00:00,SYS/USDT,0.2056,0.2126,0.1993,0.2082,664168.44488161,136031.309499688604
1653868800,2022-05-30 00:00:00,SYS/USDT,0.1921,0.2075,0.1912,0.2045,771025.43652353,153214.293249092599
1653782400,2022-05-29 00:00:00,SYS/USDT,0.1837,0.1938,0.1803,0.1929,396950.83272781,74928.47907388757
1653696000,2022-05-28 00:00:00,SYS/USDT,0.1774,0.185,0.1743,0.183,243808.71321541,44260.081789637105
1653609600,2022-05-27 00:00:00,SYS/USDT,0.1814,0.1885,0.1712,0.1772,524862.06744899,93623.793645749555
1653523200,2022-05-26 00:00:00,SYS/USDT,0.1945,0.1966,0.1723,0.1804,580897.24378506,107045.325557803495
1653436800,2022-05-25 00:00:00,SYS/USDT,0.2011,0.2215,0.1933,0.1933,485866.12922802,97759.826910626821
1653350400,2022-05-24 00:00:00,SYS/USDT,0.2021,0.2092,0.1856,0.2001,538768.4399705,106441.239281930677
1653264000,2022-05-23 00:00:00,SYS/USDT,0.2111,0.2232,0.1989,0.2019,734452.69373622,157655.190826668399
1653177600,2022-05-22 00:00:00,SYS/USDT,0.205,0.2144,0.2021,0.2103,457214.40679799,95554.5862160425
1653091200,2022-05-21 00:00:00,SYS/USDT,0.201,0.212,0.1951,0.205,509689.13121702,103900.562724685208
1653004800,2022-05-20 00:00:00,SYS/USDT,0.2266,0.2301,0.1977,0.201,928150.95767025,196184.526641683197
1652918400,2022-05-19 00:00:00,SYS/USDT,0.2101,0.2411,0.2089,0.2266,1980318.65335006,445435.824771888461
1652832000,2022-05-18 00:00:00,SYS/USDT,0.2103,0.2432,0.2008,0.21,1878499.09205843,413399.033411353226
1652745600,2022-05-17 00:00:00,SYS/USDT,0.1944,0.2199,0.1912,0.21,1051791.12719867,216741.74978891782
1652659200,2022-05-16 00:00:00,SYS/USDT,0.2059,0.209,0.1721,0.195,911884.23046595,175400.331734655539
1652572800,2022-05-15 00:00:00,SYS/USDT,0.1895,0.2059,0.1797,0.2052,540511.64065733,105061.754423617188
1652486400,2022-05-14 00:00:00,SYS/USDT,0.197,0.218,0.1646,0.1899,1193642.84576777,221891.400144656558
1652400000,2022-05-13 00:00:00,SYS/USDT,0.16,0.2161,0.1514,0.197,1376034.88485163,259662.394243041351
1652313600,2022-05-12 00:00:00,SYS/USDT,0.1776,0.1974,0.135,0.1605,1205982.42130358,188980.608208759433
1652227200,2022-05-11 00:00:00,SYS/USDT,0.262,0.2744,0.16,0.1776,1213109.88007006,254743.171057434846
1652140800,2022-05-10 00:00:00,SYS/USDT,0.2502,0.3356,0.2436,0.2621,1432064.60835458,398384.7640954747
1652054400,2022-05-09 00:00:00,SYS/USDT,0.3287,0.3349,0.2411,0.2515,1269934.6826154,356850.183942198762
1651968000,2022-05-08 00:00:00,SYS/USDT,0.3513,0.3689,0.3215,0.3287,428804.17600653,143852.138049168848
1651881600,2022-05-07 00:00:00,SYS/USDT,0.3719,0.3899,0.3368,0.3518,308432.2070229,113250.529377756951
1651795200,2022-05-06 00:00:00,SYS/USDT,0.3798,0.399,0.3507,0.372,1047213.68824665,389378.92510392169
1651708800,2022-05-05 00:00:00,SYS/USDT,0.4334,0.4538,0.3639,0.3789,2498504.38507469,994974.690975467485
1651622400,2022-05-04 00:00:00,SYS/USDT,0.4067,0.4463,0.4042,0.4333,459544.08162337,195769.751576723767
1651536000,2022-05-03 00:00:00,SYS/USDT,0.4245,0.44,0.4052,0.4052,445328.16716558,188028.409024226545
1651449600,2022-05-02 00:00:00,SYS/USDT,0.4416,0.5321,0.415,0.425,850286.02625108,377404.342395207706
1651363200,2022-05-01 00:00:00,SYS/USDT,0.4327,0.48,0.406,0.44,515591.44963391,226460.424076203672
1651276800,2022-04-30 00:00:00,SYS/USDT,0.4825,0.4977,0.4283,0.4332,659834.59575285,309682.383490654202
1651190400,2022-04-29 00:00:00,SYS/USDT,0.512,0.55,0.4723,0.4822,943389.38766735,479686.442313073615
1651104000,2022-04-28 00:00:00,SYS/USDT,0.433,0.7178,0.433,0.512,1882836.15426772,1038940.43589717034
