https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USDT
1659229200,2022-07-31 01:00:00,LTC/USDT,60.91737165,60.91737165,60.78441676,60.83524537,26.08783558,0.42863025
1659227400,2022-07-31 00:30:00,LTC/USDT,60.71392996,61.37000001,60.71392996,61.01689436,2021.21585624,33.07312131
1659225600,2022-07-31 00:00:00,LTC/USDT,60.38802134,60.71086613,60.07572261,60.67410204,1697.09768879,28.06590889
1659223800,2022-07-30 23:30:00,LTC/USDT,60.00299354,60.41694005,60.00299354,60.41694005,31948.09058184,529.45076371
1659222000,2022-07-30 23:00:00,LTC/USDT,60.79711997,60.918738,59.9639869,60.01354243,8221.30481466,136.50572741
1659220200,2022-07-30 22:30:00,LTC/USDT,60.91913789,61.03465856,60.74430297,60.87,1560.66143056,25.61800985
1659218400,2022-07-30 22:00:00,LTC/USDT,61.54,61.54,60.62,61.00270265,4515.67020578,74.11193962
1659216600,2022-07-30 21:30:00,LTC/USDT,61.79970537,61.99732542,61.57369087,61.58500004,2834.78076647,45.80731327
1659214800,2022-07-30 21:00:00,LTC/USDT,61.75455536,61.83134314,61.61843637,61.76549121,781.81133865,12.6621608
1659213000,2022-07-30 20:30:00,LTC/USDT,61.82301707,62.09148201,61.6289868,61.74615547,4393.58922148,71.11223233
1659211200,2022-07-30 20:00:00,LTC/USDT,61.72400944,61.94550917,61.5,61.85338889,2276.15592596,36.92465856
1659209400,2022-07-30 19:30:00,LTC/USDT,62.88335817,62.90609726,61.70242894,61.74302864,7960.32637195,128.14330365
1659207600,2022-07-30 19:00:00,LTC/USDT,63.39209181,63.39209181,62.58870062,62.90298526,2296.79831244,36.4751257
1659205800,2022-07-30 18:30:00,LTC/USDT,63.43551701,63.53776387,63.3016703,63.41355642,1037.19946988,16.36609065
1659204000,2022-07-30 18:00:00,LTC/USDT,63.6836388,63.73197189,63.30636317,63.49090883,1994.13090414,31.41589507
1659202200,2022-07-30 17:30:00,LTC/USDT,63.58272004,63.7572979,63.44123576,63.63747931,967.94843105,15.20372453
1659200400,2022-07-30 17:00:00,LTC/USDT,63.16473883,63.64757418,63.04421138,63.64757418,3147.76285791,49.79729731
1659198600,2022-07-30 16:30:00,LTC/USDT,63.36366696,63.36366696,63.11684552,63.17951781,539.03041421,8.52336651
1659196800,2022-07-30 16:00:00,LTC/USDT,63.25673508,63.35366793,62.96685236,63.35366793,26522.97661701,418.96301382
1659195000,2022-07-30 15:30:00,LTC/USDT,63.36841528,63.62422816,63.08813616,63.25673509,3953.24059217,62.4661134
1659193200,2022-07-30 15:00:00,LTC/USDT,62.6731342,63.45048033,62.67313419,63.36915362,677.04991992,10.74202205
1659191400,2022-07-30 14:30:00,LTC/USDT,63.19316032,63.25521811,62.53343647,62.65771954,2152.71192275,34.19354127
1659189600,2022-07-30 14:00:00,LTC/USDT,62.77686324,63.99999999,62.77686324,63.3336699,11438.42840384,180.52148973
1659187800,2022-07-30 13:30:00,LTC/USDT,62.6008313,62.80970933,62.33202331,62.80615794,1535.60293267,24.52957911
1659186000,2022-07-30 13:00:00,LTC/USDT,62.3210779,62.90789557,62.21377988,62.64714646,9138.62446306,146.4969526
1659184200,2022-07-30 12:30:00,LTC/USDT,62.41279354,62.63434824,62.17581494,62.32408378,6855.79265644,109.89181437
1659182400,2022-07-30 12:00:00,LTC/USDT,62.13635464,62.36688351,61.93,62.36688351,2569.87589319,41.324078
1659180600,2022-07-30 11:30:00,LTC/USDT,62.34700774,62.6839189,62.15256376,62.15256376,2201.87680835,35.25500064
1659178800,2022-07-30 11:00:00,LTC/USDT,61.73456206,62.55358998,61.73456206,62.34517928,33779.07230632,541.99555631
1659177000,2022-07-30 10:30:00,LTC/USDT,61.53172238,61.89666869,61.41863352,61.84833434,2823.87170646,45.7750896
1659175200,2022-07-30 10:00:00,LTC/USDT,62.0948385,62.11342451,61.1796332,61.50461988,3149.91618657,51.29043247
1659173400,2022-07-30 09:30:00,LTC/USDT,62.234244,62.33594043,61.79045437,62.06551975,3622.14131799,58.45158765
1659171600,2022-07-30 09:00:00,LTC/USDT,62.20377994,62.41544344,62.04692268,62.25003442,1710.77454299,27.4730227
1659169800,2022-07-30 08:30:00,LTC/USDT,62.10068802,62.27452501,61.73580161,62.19512364,1959.8332823,31.57235331
1659168000,2022-07-30 08:00:00,LTC/USDT,61.4692196,62.33687248,61.42231977,62.14783907,5564.39714232,90.17133145
1659166200,2022-07-30 07:30:00,LTC/USDT,61.45620079,61.47,61.19530128,61.47,34600.41258079,563.07982911
1659164400,2022-07-30 07:00:00,LTC/USDT,61.40435693,61.6,61.32852738,61.46779439,2914.3961567,47.35638704
