https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ADA
1663545600000,2022-09-19 00:00:00,ADA/BTC,2.304e-05,2.313e-05,2.291e-05,2.309e-05,0.16692699136886752,7229.40629575
1663459200000,2022-09-18 00:00:00,ADA/BTC,2.416e-05,2.444e-05,2.267e-05,2.304e-05,7.386649276197658,320601.09705719
1663372800000,2022-09-17 00:00:00,ADA/BTC,2.394e-05,2.44e-05,2.37e-05,2.418e-05,1.645928127065118,68069.8150151
1663286400000,2022-09-16 00:00:00,ADA/BTC,2.365e-05,2.402e-05,2.32e-05,2.397e-05,8.400689759716872,350466.8235176
1663200000000,2022-09-15 00:00:00,ADA/BTC,2.377e-05,2.384e-05,2.322e-05,2.364e-05,6.100262527540957,258048.33026823
1663113600000,2022-09-14 00:00:00,ADA/BTC,2.297e-05,2.419e-05,2.295e-05,2.376e-05,1.8588251528374966,78233.38185343
1663027200000,2022-09-13 00:00:00,ADA/BTC,2.239e-05,2.336e-05,2.188e-05,2.295e-05,12.038841768245566,524568.26876887
1662940800000,2022-09-12 00:00:00,ADA/BTC,2.338e-05,2.344e-05,2.238e-05,2.24e-05,2.229417662367392,99527.57421283
1662854400000,2022-09-11 00:00:00,ADA/BTC,2.367e-05,2.406e-05,2.321e-05,2.335e-05,1.642723823964074,70352.19802844
1662768000000,2022-09-10 00:00:00,ADA/BTC,2.348e-05,2.463e-05,2.332e-05,2.364e-05,1.7304066708480288,73198.25172792
1662681600000,2022-09-09 00:00:00,ADA/BTC,2.479e-05,2.513e-05,2.295e-05,2.352e-05,5.837148263372966,248178.07242232
1662595200000,2022-09-08 00:00:00,ADA/BTC,2.48e-05,2.491e-05,2.425e-05,2.478e-05,1.7721744514695268,71516.32168965
1662508800000,2022-09-07 00:00:00,ADA/BTC,2.459e-05,2.499e-05,2.427e-05,2.483e-05,5.4002259893508295,217487.9576863
1662422400000,2022-09-06 00:00:00,ADA/BTC,2.515e-05,2.587e-05,2.438e-05,2.461e-05,11.62782176865791,472483.61514254
