https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FTT,Volume BTC
1663459200,2022-09-18 00:00:00,FTT/BTC,0.0012249,0.0012253,0.00122,0.0012221,0.8847,0.00108059897
1663455600,2022-09-17 23:00:00,FTT/BTC,0.0012216,0.0012255,0.0012216,0.0012255,0.5141,0.00062964997
1663452000,2022-09-17 22:00:00,FTT/BTC,0.001221,0.0012252,0.0012209,0.001221,0.2623,0.00032079385
1663448400,2022-09-17 21:00:00,FTT/BTC,0.0012246,0.0012246,0.0012215,0.0012236,30.0038,0.03671130318
1663444800,2022-09-17 20:00:00,FTT/BTC,0.0012264,0.001227,0.0012231,0.0012251,3.8124,0.00467609459
1663441200,2022-09-17 19:00:00,FTT/BTC,0.0012221,0.0012228,0.0012221,0.0012227,1.5427,0.00188536321
1663437600,2022-09-17 18:00:00,FTT/BTC,0.0012216,0.001225,0.0012213,0.0012213,61.8971,0.07582157744
1663434000,2022-09-17 17:00:00,FTT/BTC,0.0012236,0.0012244,0.001221,0.001222,0.632,0.00077316338
1663430400,2022-09-17 16:00:00,FTT/BTC,0.0012205,0.0012223,0.0012198,0.0012198,0.0617,0.00007532251
1663426800,2022-09-17 15:00:00,FTT/BTC,0.0012212,0.0012233,0.0012195,0.0012203,0.3644,0.00044491787
1663423200,2022-09-17 14:00:00,FTT/BTC,0.0012169,0.0012206,0.0012152,0.0012206,1.6565,0.00202087758
1663419600,2022-09-17 13:00:00,FTT/BTC,0.0012177,0.0012191,0.0012152,0.0012176,0.319,0.00038845979
1663416000,2022-09-17 12:00:00,FTT/BTC,0.0012163,0.0012182,0.0012163,0.0012176,0.6363,0.00077408822
1663412400,2022-09-17 11:00:00,FTT/BTC,0.0012179,0.0012179,0.0012163,0.0012163,0.0614,0.00007471257
1663408800,2022-09-17 10:00:00,FTT/BTC,0.0012194,0.0012194,0.0012163,0.0012163,4.7486,0.00577611241
1663405200,2022-09-17 09:00:00,FTT/BTC,0.0012167,0.0012195,0.0012167,0.0012191,0.4306,0.0005250248
1663401600,2022-09-17 08:00:00,FTT/BTC,0.0012175,0.0012195,0.0012173,0.0012195,0.0741,0.00009027019
1663398000,2022-09-17 07:00:00,FTT/BTC,0.0012197,0.0012202,0.0012197,0.0012202,0.1455,0.00017752044
1663394400,2022-09-17 06:00:00,FTT/BTC,0.001219,0.0012195,0.0012164,0.0012195,1.1167,0.00136038579
1663390800,2022-09-17 05:00:00,FTT/BTC,0.0012205,0.0012205,0.0012174,0.0012197,0.1195,0.00014567846
1663387200,2022-09-17 04:00:00,FTT/BTC,0.0012191,0.0012212,0.0012181,0.001221,0.3318,0.00040493217
1663383600,2022-09-17 03:00:00,FTT/BTC,0.0012222,0.0012222,0.0012167,0.001221,0.2208,0.0002691809
1663380000,2022-09-17 02:00:00,FTT/BTC,0.0012204,0.0012216,0.0012191,0.0012211,0.6578,0.00080233903
1663376400,2022-09-17 01:00:00,FTT/BTC,0.0012164,0.0012188,0.0012163,0.0012181,1.3709,0.00166897235
1663372800,2022-09-17 00:00:00,FTT/BTC,0.0012167,0.0012208,0.0012167,0.0012189,1.7064,0.00207904536
1663369200,2022-09-16 23:00:00,FTT/BTC,0.00122,0.00122,0.0012163,0.0012167,0.1614,0.00019644606
1663365600,2022-09-16 22:00:00,FTT/BTC,0.001217,0.0012214,0.001217,0.0012176,19.004,0.02313973759
1663362000,2022-09-16 21:00:00,FTT/BTC,0.0012186,0.0012205,0.0012184,0.0012193,19.0477,0.02323622718
1663358400,2022-09-16 20:00:00,FTT/BTC,0.001219,0.001219,0.0012163,0.0012173,0.3856,0.00046930208
1663354800,2022-09-16 19:00:00,FTT/BTC,0.0012207,0.0012216,0.0012171,0.0012171,0.9057,0.00110560296
1663351200,2022-09-16 18:00:00,FTT/BTC,0.0012228,0.001223,0.0012195,0.0012195,0.7123,0.00086996351
1663347600,2022-09-16 17:00:00,FTT/BTC,0.0012227,0.0012245,0.0012205,0.0012216,0.9803,0.00119856709
1663344000,2022-09-16 16:00:00,FTT/BTC,0.0012256,0.0012256,0.0012183,0.0012189,0.1164,0.00014230253
1663340400,2022-09-16 15:00:00,FTT/BTC,0.0012235,0.0012248,0.0012227,0.0012237,0.3384,0.00041417076
1663336800,2022-09-16 14:00:00,FTT/BTC,0.0012187,0.0012251,0.0012187,0.0012246,1.8436,0.0022527517
1663333200,2022-09-16 13:00:00,FTT/BTC,0.0012238,0.0012244,0.0012187,0.001219,0.8918,0.00108801908
1663329600,2022-09-16 12:00:00,FTT/BTC,0.001229,0.001229,0.0012196,0.0012236,1.3568,0.0016576369
1663326000,2022-09-16 11:00:00,FTT/BTC,0.00123,0.0012304,0.001226,0.001226,0.7464,0.00091601274
1663322400,2022-09-16 10:00:00,FTT/BTC,0.0012263,0.00123,0.0012263,0.0012298,0.1081,0.0001326447
1663318800,2022-09-16 09:00:00,FTT/BTC,0.0012226,0.0012253,0.0012226,0.0012253,0.3126,0.0003828366
1663315200,2022-09-16 08:00:00,FTT/BTC,0.0012242,0.0012255,0.0012215,0.0012218,0.2799,0.00034254957
1663311600,2022-09-16 07:00:00,FTT/BTC,0.0012256,0.0012282,0.0012251,0.0012254,0.0863,0.00010582125
1663308000,2022-09-16 06:00:00,FTT/BTC,0.0012242,0.0012259,0.0012242,0.0012251,0.1703,0.00020854105
1663304400,2022-09-16 05:00:00,FTT/BTC,0.0012243,0.0012279,0.001223,0.001225,0.2018,0.0002471704
1663300800,2022-09-16 04:00:00,FTT/BTC,0.001225,0.0012263,0.0012224,0.0012236,0.3937,0.00048220128
1663297200,2022-09-16 03:00:00,FTT/BTC,0.0012221,0.0012259,0.0012221,0.0012242,0.4767,0.00058347756
1663293600,2022-09-16 02:00:00,FTT/BTC,0.0012251,0.0012252,0.0012198,0.0012198,0.3085,0.00037687405
1663290000,2022-09-16 01:00:00,FTT/BTC,0.0012235,0.0012235,0.001223,0.001223,0.0282,0.00003449525
1663286400,2022-09-16 00:00:00,FTT/BTC,0.0012227,0.0012269,0.0012217,0.0012269,0.7894,0.00096566058
1663282800,2022-09-15 23:00:00,FTT/BTC,0.0012225,0.0012236,0.0012213,0.0012217,0.4143,0.00050637642
1663279200,2022-09-15 22:00:00,FTT/BTC,0.0012261,0.0012261,0.0012193,0.0012221,2.3846,0.00291688434
1663275600,2022-09-15 21:00:00,FTT/BTC,0.0012279,0.0012281,0.0012235,0.0012269,0.1189,0.00014580773
1663272000,2022-09-15 20:00:00,FTT/BTC,0.0012249,0.0012297,0.0012249,0.0012276,42.0738,0.05171310197
1663268400,2022-09-15 19:00:00,FTT/BTC,0.001226,0.0012298,0.001224,0.0012262,0.8689,0.00106724231
1663264800,2022-09-15 18:00:00,FTT/BTC,0.0012288,0.0012288,0.0012247,0.0012247,0.4407,0.00054041256
1663261200,2022-09-15 17:00:00,FTT/BTC,0.001228,0.0012296,0.001228,0.0012295,0.0853,0.00010484296
1663257600,2022-09-15 16:00:00,FTT/BTC,0.0012301,0.0012301,0.0012261,0.0012294,0.1652,0.00020289555
1663254000,2022-09-15 15:00:00,FTT/BTC,0.0012283,0.0012289,0.0012235,0.0012279,0.36,0.0004416273
1663250400,2022-09-15 14:00:00,FTT/BTC,0.0012353,0.0012353,0.0012248,0.0012268,1.1918,0.0014613366
1663246800,2022-09-15 13:00:00,FTT/BTC,0.0012349,0.001237,0.0012297,0.0012308,0.1406,0.00017343288
1663243200,2022-09-15 12:00:00,FTT/BTC,0.0012311,0.0012352,0.0012305,0.0012352,8.2298,0.01016473752
1663239600,2022-09-15 11:00:00,FTT/BTC,0.0012259,0.0012279,0.0012259,0.0012277,0.2158,0.0002646141
1663236000,2022-09-15 10:00:00,FTT/BTC,0.0012298,0.00123,0.001225,0.0012256,0.3715,0.0004557533
1663232400,2022-09-15 09:00:00,FTT/BTC,0.0012314,0.0012314,0.001228,0.0012288,17.3039,0.02124944776
1663228800,2022-09-15 08:00:00,FTT/BTC,0.0012345,0.0012367,0.0012283,0.0012283,8.5222,0.01047338984
1663225200,2022-09-15 07:00:00,FTT/BTC,0.0012333,0.0012393,0.0012333,0.001238,1.7579,0.00217263705
1663221600,2022-09-15 06:00:00,FTT/BTC,0.0012298,0.0012333,0.0012185,0.0012333,114.8019,0.14038833755
1663218000,2022-09-15 05:00:00,FTT/BTC,0.0012319,0.0012321,0.0012273,0.0012314,1.9141,0.00235293608
1663214400,2022-09-15 04:00:00,FTT/BTC,0.0012427,0.0012427,0.0012307,0.0012326,30.5259,0.03781939014
1663210800,2022-09-15 03:00:00,FTT/BTC,0.0012495,0.0012495,0.0012427,0.0012427,21.6471,0.02692429357
1663207200,2022-09-15 02:00:00,FTT/BTC,0.0012561,0.0012566,0.0012495,0.0012495,4.3678,0.00547597672
1663203600,2022-09-15 01:00:00,FTT/BTC,0.001261,0.001261,0.0012557,0.0012559,5.8313,0.00733054795
1663200000,2022-09-15 00:00:00,FTT/BTC,0.0012615,0.0012636,0.0012573,0.0012582,0.474,0.00059702003
1663196400,2022-09-14 23:00:00,FTT/BTC,0.0012613,0.0012623,0.0012586,0.0012623,0.0842,0.00010615244
1663192800,2022-09-14 22:00:00,FTT/BTC,0.0012597,0.0012622,0.0012582,0.0012599,0.3234,0.0004071645
1663189200,2022-09-14 21:00:00,FTT/BTC,0.0012653,0.0012653,0.0012598,0.0012598,0.1827,0.00023079773
1663185600,2022-09-14 20:00:00,FTT/BTC,0.0012638,0.0012666,0.0012617,0.001265,1.765,0.00223224437
1663182000,2022-09-14 19:00:00,FTT/BTC,0.0012651,0.001267,0.0012645,0.0012655,0.1662,0.0002103489
1663178400,2022-09-14 18:00:00,FTT/BTC,0.0012587,0.0012667,0.0012587,0.0012667,94.4928,0.11906948613
1663174800,2022-09-14 17:00:00,FTT/BTC,0.0012577,0.0012607,0.0012566,0.0012598,0.8967,0.0011286
1663171200,2022-09-14 16:00:00,FTT/BTC,0.001262,0.001262,0.001257,0.0012588,1.6654,0.00209850698
1663167600,2022-09-14 15:00:00,FTT/BTC,0.0012629,0.0012641,0.001259,0.0012641,1.9257,0.00243086559
1663164000,2022-09-14 14:00:00,FTT/BTC,0.0012679,0.0012686,0.001263,0.001263,1.5497,0.00196089596
1663160400,2022-09-14 13:00:00,FTT/BTC,0.0012689,0.0012718,0.0012666,0.0012681,4.9275,0.00624480379
1663156800,2022-09-14 12:00:00,FTT/BTC,0.0012741,0.0012747,0.0012707,0.001272,14.9036,0.01899532135
1663153200,2022-09-14 11:00:00,FTT/BTC,0.0012759,0.0012759,0.0012723,0.0012723,41.2322,0.05246387187
1663149600,2022-09-14 10:00:00,FTT/BTC,0.0012752,0.0012757,0.0012746,0.0012746,30.5812,0.03900289902
1663146000,2022-09-14 09:00:00,FTT/BTC,0.0012777,0.0012784,0.0012765,0.0012782,0.3847,0.00049144311
1663142400,2022-09-14 08:00:00,FTT/BTC,0.001279,0.0012816,0.0012767,0.0012767,3.407,0.00435688639
1663138800,2022-09-14 07:00:00,FTT/BTC,0.0012808,0.0012833,0.0012802,0.0012833,0.2219,0.00028455213
1663135200,2022-09-14 06:00:00,FTT/BTC,0.0012858,0.0012869,0.0012835,0.0012835,0.3049,0.00039218276
1663131600,2022-09-14 05:00:00,FTT/BTC,0.0012864,0.0012872,0.0012832,0.0012832,0.2239,0.00028795025
1663128000,2022-09-14 04:00:00,FTT/BTC,0.0012822,0.0012863,0.0012821,0.0012863,9.9395,0.01274446708
1663124400,2022-09-14 03:00:00,FTT/BTC,0.0012807,0.0012845,0.0012807,0.0012844,0.482,0.00061836057
1663120800,2022-09-14 02:00:00,FTT/BTC,0.0012788,0.0012803,0.0012758,0.0012803,6.8262,0.00873593109
1663117200,2022-09-14 01:00:00,FTT/BTC,0.0012824,0.0012826,0.0012789,0.0012789,0.6534,0.00083706106
1663113600,2022-09-14 00:00:00,FTT/BTC,0.0012816,0.001286,0.0012812,0.0012842,7.8615,0.01007357113
1663110000,2022-09-13 23:00:00,FTT/BTC,0.0012877,0.001288,0.0012841,0.0012841,39.9815,0.05143944284
1663106400,2022-09-13 22:00:00,FTT/BTC,0.0012993,0.0012993,0.0012909,0.0012909,2.8872,0.0037301805
1663102800,2022-09-13 21:00:00,FTT/BTC,0.0012996,0.0013048,0.0012962,0.0013005,1.3741,0.00178356363
1663099200,2022-09-13 20:00:00,FTT/BTC,0.0013002,0.001304,0.0012979,0.0012979,14.8598,0.01930115496
