https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XAVA,Volume USDT
1643932800,2022-02-04 00:00:00,XAVA/USDT,5.6676,6.283,5.6494,6.15,132028.74840463,790537.09578246938
1643846400,2022-02-03 00:00:00,XAVA/USDT,5.8567,6.0004,5.5005,5.6732,157793.9145432,902102.390011286984
1643760000,2022-02-02 00:00:00,XAVA/USDT,6.7798,6.9549,5.85,5.8695,98516.16344255,637474.016383202275
1643673600,2022-02-01 00:00:00,XAVA/USDT,6.6843,6.9372,6.5576,6.7717,55648.66666342,372597.987077838552
1643587200,2022-01-31 00:00:00,XAVA/USDT,6.5271,6.7339,6.1231,6.6835,53441.89689541,342584.472752933069
1643500800,2022-01-30 00:00:00,XAVA/USDT,7.3149,7.346,6.3264,6.5613,65825.12711132,451408.873135239606
1643414400,2022-01-29 00:00:00,XAVA/USDT,6.6722,7.5,6.58,7.3472,80890.16246442,565515.814961019737
1643328000,2022-01-28 00:00:00,XAVA/USDT,6.2966,6.8515,6.0543,6.6674,88709.00807295,573402.384991916858
1643241600,2022-01-27 00:00:00,XAVA/USDT,6.4499,6.6844,5.7,6.2877,88909.30315072,550155.828710880676
1643155200,2022-01-26 00:00:00,XAVA/USDT,6.7723,7.8243,6.21,6.4542,84487.22809218,582972.106269527889
1643068800,2022-01-25 00:00:00,XAVA/USDT,6.1741,7.1935,5.8751,6.8,64440.56425136,415962.150483789796
1642982400,2022-01-24 00:00:00,XAVA/USDT,6.4348,6.5209,5.25,6.1741,83608.65342564,490676.293311480622
1642896000,2022-01-23 00:00:00,XAVA/USDT,5.7214,7.1121,5.7025,6.4347,79934.19214166,505465.65115311869
1642809600,2022-01-22 00:00:00,XAVA/USDT,6.3487,6.6185,5.001,5.7198,105582.97963386,604958.712516093836
1642723200,2022-01-21 00:00:00,XAVA/USDT,7.7243,7.9224,6.3,6.3543,83143.81398266,595573.608654956809
1642636800,2022-01-20 00:00:00,XAVA/USDT,7.9017,9.4,7.699,7.7425,76162.07502857,637632.480808857851
1642550400,2022-01-19 00:00:00,XAVA/USDT,8.0973,8.4464,7.5343,7.9015,63478.07945535,508556.070712998971
1642464000,2022-01-18 00:00:00,XAVA/USDT,8.3476,8.4771,7.5474,8.1083,76115.49784737,608809.473305439782
1642377600,2022-01-17 00:00:00,XAVA/USDT,9.1517,9.2,8.2356,8.3329,86663.13626391,751332.94504562288
1642291200,2022-01-16 00:00:00,XAVA/USDT,8.1641,9.6969,7.95,9.1507,122131.19586034,1074087.306010478456
1642204800,2022-01-15 00:00:00,XAVA/USDT,7.3358,8.49,7.3072,8.1688,136248.117654,1092483.430674109786
1642118400,2022-01-14 00:00:00,XAVA/USDT,7.0335,7.5,6.9501,7.3495,140631.01765093,1007730.146620725664
1642032000,2022-01-13 00:00:00,XAVA/USDT,8.1606,8.3146,6.9,7.0491,169755.08098001,1307490.139075409364
1641945600,2022-01-12 00:00:00,XAVA/USDT,7.1946,8.4136,7.0595,8.1646,107212.75460616,841605.953877132469
1641859200,2022-01-11 00:00:00,XAVA/USDT,6.564,7.7375,6.5215,7.1945,84785.87300852,589063.111983363499
1641772800,2022-01-10 00:00:00,XAVA/USDT,7.4069,7.621,6.25,6.5643,80686.79051065,557553.528876031018
1641686400,2022-01-09 00:00:00,XAVA/USDT,6.6654,7.9424,6.4519,7.4025,88933.62354997,634239.57961925923
1641600000,2022-01-08 00:00:00,XAVA/USDT,7.2341,7.5643,6.12,6.6644,116925.40168418,785383.769791886664
1641513600,2022-01-07 00:00:00,XAVA/USDT,8.6676,8.7106,7.2,7.2379,97911.03711383,758424.370773325115
1641427200,2022-01-06 00:00:00,XAVA/USDT,8.9414,9.135,8.5,8.66,51677.04033208,452463.424369170089
1641340800,2022-01-05 00:00:00,XAVA/USDT,9.6003,10.12,8.7,8.9243,85882.92859783,813104.439554284309
1641254400,2022-01-04 00:00:00,XAVA/USDT,10.4877,11.031,9.35,9.5942,85098.8939451,860137.170803437982
1641168000,2022-01-03 00:00:00,XAVA/USDT,10.9515,11.2199,10.1926,10.5089,81547.71657105,876736.428658625738
1641081600,2022-01-02 00:00:00,XAVA/USDT,10.2758,11.1129,10,10.947,98051.37497758,1037218.654584203735
1640995200,2022-01-01 00:00:00,XAVA/USDT,9.7269,10.2959,9.68,10.2761,54299.56949248,537994.291671805098
1640908800,2021-12-31 00:00:00,XAVA/USDT,9.6811,10.0012,9.2461,9.7289,90722.073098,872347.658325757609
1640822400,2021-12-30 00:00:00,XAVA/USDT,9.8454,10.6879,9.35,9.6807,101815.6050434,1019088.459527956117
1640736000,2021-12-29 00:00:00,XAVA/USDT,9.5769,10.5,9.1312,9.8389,97503.57232181,962094.202048875278
1640649600,2021-12-28 00:00:00,XAVA/USDT,10.819,11.1681,9.3735,9.5538,125136.5321495,1277572.870375083109
