https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RUNE,Volume USDT
1663272000,2022-09-15 20:00:00,RUNE/USDT,1.7199,1.7259,1.7162,1.725,1259.13824569,2166.815740227013
1663268400,2022-09-15 19:00:00,RUNE/USDT,1.7135,1.727,1.7107,1.7199,25268.93016505,43411.996257368381
1663264800,2022-09-15 18:00:00,RUNE/USDT,1.7159,1.73,1.7091,1.7148,16544.52805687,28448.715061750657
1663261200,2022-09-15 17:00:00,RUNE/USDT,1.7185,1.7262,1.715,1.7173,8115.45175567,13966.301183409363
1663257600,2022-09-15 16:00:00,RUNE/USDT,1.7021,1.72,1.6989,1.7185,12952.40217491,22147.681533976148
1663254000,2022-09-15 15:00:00,RUNE/USDT,1.684,1.7079,1.669,1.7068,39496.13787558,66656.744331355479
1663250400,2022-09-15 14:00:00,RUNE/USDT,1.7336,1.737,1.6669,1.6835,80183.20707701,135917.253434796818
1663246800,2022-09-15 13:00:00,RUNE/USDT,1.74,1.7432,1.7156,1.7309,23264.55013353,40206.486220977738
1663243200,2022-09-15 12:00:00,RUNE/USDT,1.7458,1.7563,1.7328,1.7393,18058.12861167,31540.671711681874
1663239600,2022-09-15 11:00:00,RUNE/USDT,1.7335,1.748,1.731,1.7461,11636.47636966,20254.957256221008
1663236000,2022-09-15 10:00:00,RUNE/USDT,1.7607,1.7749,1.7258,1.7333,30399.19046049,53181.076345767696
1663232400,2022-09-15 09:00:00,RUNE/USDT,1.7654,1.7689,1.7568,1.7593,7295.8087966,12852.543561110521
1663228800,2022-09-15 08:00:00,RUNE/USDT,1.7983,1.7983,1.7572,1.7643,16634.44460272,29486.647923695095
1663225200,2022-09-15 07:00:00,RUNE/USDT,1.7563,1.8111,1.7563,1.7987,25359.57856718,45441.810734888113
1663221600,2022-09-15 06:00:00,RUNE/USDT,1.7524,1.7767,1.7049,1.7582,68694.31785776,118633.124420188354
1663218000,2022-09-15 05:00:00,RUNE/USDT,1.7365,1.7538,1.7264,1.7535,20764.87002478,36086.209516835827
1663214400,2022-09-15 04:00:00,RUNE/USDT,1.7454,1.7523,1.7317,1.7359,7965.62992252,13857.599850974
1663210800,2022-09-15 03:00:00,RUNE/USDT,1.7616,1.7616,1.7363,1.745,14120.01200757,24660.944181342566
1663207200,2022-09-15 02:00:00,RUNE/USDT,1.78,1.78,1.7532,1.7616,10196.99658535,17957.966597695894
1663203600,2022-09-15 01:00:00,RUNE/USDT,1.7757,1.7798,1.7535,1.7798,9574.11000338,16950.065565494256
1663200000,2022-09-15 00:00:00,RUNE/USDT,1.8,1.8035,1.772,1.7739,69501.6247812,123814.57531103308
1663196400,2022-09-14 23:00:00,RUNE/USDT,1.8106,1.813,1.7968,1.8006,18558.35476002,33497.755898703862
1663192800,2022-09-14 22:00:00,RUNE/USDT,1.7949,1.82,1.793,1.8099,49946.22443979,90647.090547048051
1663189200,2022-09-14 21:00:00,RUNE/USDT,1.7798,1.7991,1.7707,1.7991,12216.03358379,21784.908378437027
1663185600,2022-09-14 20:00:00,RUNE/USDT,1.7792,1.783,1.7716,1.7812,7608.66177098,13521.68621965343
1663182000,2022-09-14 19:00:00,RUNE/USDT,1.7542,1.78,1.7532,1.78,26069.73325076,46029.028422211487
1663178400,2022-09-14 18:00:00,RUNE/USDT,1.7776,1.7788,1.731,1.7557,58298.34874281,102261.837390538336
1663174800,2022-09-14 17:00:00,RUNE/USDT,1.782,1.7914,1.7741,1.7777,42076.10766536,75076.108500998552
1663171200,2022-09-14 16:00:00,RUNE/USDT,1.7868,1.7889,1.7757,1.7799,26906.79604552,48005.852886561791
1663167600,2022-09-14 15:00:00,RUNE/USDT,1.7955,1.799,1.7842,1.7868,13290.2426018,23780.189385126592
1663164000,2022-09-14 14:00:00,RUNE/USDT,1.7968,1.804,1.784,1.7962,12883.27008982,23137.834208728353
1663160400,2022-09-14 13:00:00,RUNE/USDT,1.8017,1.81,1.7833,1.8011,21086.00028883,37809.500429744809
1663156800,2022-09-14 12:00:00,RUNE/USDT,1.7941,1.8086,1.7732,1.8018,23938.9229948,43007.44334740708
1663153200,2022-09-14 11:00:00,RUNE/USDT,1.8064,1.8083,1.7836,1.7941,14727.6341554,26517.254685985298
1663149600,2022-09-14 10:00:00,RUNE/USDT,1.8007,1.8081,1.7986,1.8064,7982.09896526,14394.060291360674
1663146000,2022-09-14 09:00:00,RUNE/USDT,1.8025,1.8047,1.7916,1.8007,9499.01030573,17090.348766050739
1663142400,2022-09-14 08:00:00,RUNE/USDT,1.795,1.803,1.7784,1.8026,24660.17838803,44240.510134718894
1663138800,2022-09-14 07:00:00,RUNE/USDT,1.8011,1.809,1.7787,1.7948,26062.53977779,46930.48019940417
1663135200,2022-09-14 06:00:00,RUNE/USDT,1.8133,1.8172,1.798,1.8,17332.88446209,31281.014053716359
1663131600,2022-09-14 05:00:00,RUNE/USDT,1.8238,1.8238,1.812,1.812,4059.01550157,7376.175144701972
1663128000,2022-09-14 04:00:00,RUNE/USDT,1.81,1.8248,1.8065,1.824,9250.19201426,16807.939517694666
1663124400,2022-09-14 03:00:00,RUNE/USDT,1.8143,1.8188,1.8048,1.81,22600.88783364,40960.70402432806
1663120800,2022-09-14 02:00:00,RUNE/USDT,1.8017,1.8162,1.8002,1.8116,19073.30509617,34451.122783684987
1663117200,2022-09-14 01:00:00,RUNE/USDT,1.7869,1.8011,1.7849,1.8008,19879.72785977,35586.477304995425
1663113600,2022-09-14 00:00:00,RUNE/USDT,1.7783,1.7875,1.7601,1.7875,30854.32679625,54872.227057908277
1663110000,2022-09-13 23:00:00,RUNE/USDT,1.7831,1.7843,1.768,1.7763,12622.58852202,22392.363208348311
1663106400,2022-09-13 22:00:00,RUNE/USDT,1.7869,1.791,1.7723,1.7869,11275.98225852,20105.234103820442
1663102800,2022-09-13 21:00:00,RUNE/USDT,1.7958,1.797,1.77,1.7876,22299.52488395,39855.527102769998
1663099200,2022-09-13 20:00:00,RUNE/USDT,1.7983,1.8103,1.7939,1.7945,21459.88672302,38696.627378895354
1663095600,2022-09-13 19:00:00,RUNE/USDT,1.7839,1.799,1.7701,1.7959,38640.49188793,69000.846800064503
1663092000,2022-09-13 18:00:00,RUNE/USDT,1.821,1.821,1.7808,1.7841,67201.6263088,121322.620318107791
1663088400,2022-09-13 17:00:00,RUNE/USDT,1.8185,1.8322,1.8145,1.8235,10809.90750547,19703.526884092659
1663084800,2022-09-13 16:00:00,RUNE/USDT,1.812,1.8279,1.8063,1.8172,33842.42450459,61523.439234100133
1663081200,2022-09-13 15:00:00,RUNE/USDT,1.8092,1.8192,1.8033,1.8105,24565.26880213,44475.828718336132
1663077600,2022-09-13 14:00:00,RUNE/USDT,1.8215,1.8311,1.7834,1.8103,139673.42888231,253092.53925345148
1663074000,2022-09-13 13:00:00,RUNE/USDT,1.8273,1.8412,1.816,1.8227,66270.1583065,121214.071272393232
1663070400,2022-09-13 12:00:00,RUNE/USDT,1.9389,1.9685,1.8074,1.8257,174546.4923224,327783.242446021872
1663066800,2022-09-13 11:00:00,RUNE/USDT,1.9369,1.952,1.9348,1.9378,23660.52383875,45932.823571577093
1663063200,2022-09-13 10:00:00,RUNE/USDT,1.9288,1.9421,1.925,1.9363,18746.88184314,36208.694395385092
1663059600,2022-09-13 09:00:00,RUNE/USDT,1.935,1.9432,1.9265,1.9267,15136.08207329,29281.72684666055
1663056000,2022-09-13 08:00:00,RUNE/USDT,1.9469,1.9499,1.9244,1.935,26874.16547628,52067.096501887603
1663052400,2022-09-13 07:00:00,RUNE/USDT,1.9377,1.9513,1.9316,1.9465,18457.1260424,35886.342439018424
1663048800,2022-09-13 06:00:00,RUNE/USDT,1.9516,1.9709,1.9322,1.9357,42254.19558921,82645.195597391647
1663045200,2022-09-13 05:00:00,RUNE/USDT,1.9447,1.9551,1.9411,1.952,4563.47695716,8893.254286649882
1663041600,2022-09-13 04:00:00,RUNE/USDT,1.9475,1.96,1.9389,1.9436,67438.87816211,131905.999354878532
1663038000,2022-09-13 03:00:00,RUNE/USDT,1.9387,1.947,1.9262,1.9464,22473.95066965,43550.609619901193
1663034400,2022-09-13 02:00:00,RUNE/USDT,1.924,1.9396,1.9088,1.9379,4889.73409136,9401.411863769171
1663030800,2022-09-13 01:00:00,RUNE/USDT,1.9218,1.9312,1.9157,1.9231,2498.19339527,4805.175172784377
1663027200,2022-09-13 00:00:00,RUNE/USDT,1.9471,1.9512,1.9092,1.9238,34681.80485464,66637.816470907751
1663023600,2022-09-12 23:00:00,RUNE/USDT,1.9352,1.9491,1.9332,1.9465,8547.99361753,16588.808981947268
1663020000,2022-09-12 22:00:00,RUNE/USDT,1.9372,1.9455,1.926,1.9339,15468.11879885,29945.242104781994
1663016400,2022-09-12 21:00:00,RUNE/USDT,1.9829,1.9839,1.9327,1.935,63531.54995777,124136.381015304361
1663012800,2022-09-12 20:00:00,RUNE/USDT,2.0005,2.0057,1.9814,1.9827,15477.26653555,30885.150568376411
1663009200,2022-09-12 19:00:00,RUNE/USDT,1.9969,2.0004,1.9846,1.9997,17273.93230305,34403.286950173067
1663005600,2022-09-12 18:00:00,RUNE/USDT,2.005,2.005,1.984,1.9975,21339.83161166,42545.173566679833
1663002000,2022-09-12 17:00:00,RUNE/USDT,1.9887,2.007,1.9776,2.0056,19826.13333479,39488.930222097978
1662998400,2022-09-12 16:00:00,RUNE/USDT,2.0042,2.0112,1.9735,1.9903,38131.40981374,75710.399292177028
1662994800,2022-09-12 15:00:00,RUNE/USDT,2.0512,2.0516,1.9954,2.0048,104913.75211488,213329.73645906944
1662991200,2022-09-12 14:00:00,RUNE/USDT,2.0696,2.0803,2.0474,2.0512,34384.14883426,71003.666143408649
1662987600,2022-09-12 13:00:00,RUNE/USDT,2.0695,2.0743,2.0535,2.0694,29820.92800501,61563.98329605594
1662984000,2022-09-12 12:00:00,RUNE/USDT,2.0723,2.0779,2.055,2.0702,16244.66971066,33575.518929773802
1662980400,2022-09-12 11:00:00,RUNE/USDT,2.0722,2.0891,2.0686,2.0745,39417.754335,81964.527695740563
1662976800,2022-09-12 10:00:00,RUNE/USDT,2.0637,2.0756,2.0388,2.0728,30638.36511208,62985.158525321376
1662973200,2022-09-12 09:00:00,RUNE/USDT,2.064,2.0749,2.0468,2.0617,27928.96106133,57548.505466290826
1662969600,2022-09-12 08:00:00,RUNE/USDT,2.036,2.0642,2.0262,2.0613,63311.67544962,129430.643771629349
1662966000,2022-09-12 07:00:00,RUNE/USDT,2.0071,2.0394,2.0071,2.036,14940.19437566,30235.491088851839
1662962400,2022-09-12 06:00:00,RUNE/USDT,2.0017,2.01,1.9942,2.0082,9625.63091094,19285.097260912081
1662958800,2022-09-12 05:00:00,RUNE/USDT,1.9991,2.0015,1.9858,2.0006,7446.61247431,14868.448110092183
1662955200,2022-09-12 04:00:00,RUNE/USDT,1.9942,2.0047,1.9891,1.9991,7438.21862614,14838.226014514376
1662951600,2022-09-12 03:00:00,RUNE/USDT,2.0006,2.0059,1.9764,1.9941,23213.11287937,46153.731821557808
1662948000,2022-09-12 02:00:00,RUNE/USDT,2.0377,2.043,1.9903,2.0006,13562.47757586,27221.373592076548
1662944400,2022-09-12 01:00:00,RUNE/USDT,1.9795,2.0571,1.9739,2.0337,41440.49939908,84028.008903993707
1662940800,2022-09-12 00:00:00,RUNE/USDT,2.0097,2.0097,1.979,1.9796,22600.31183608,45104.963575141642
1662937200,2022-09-11 23:00:00,RUNE/USDT,1.9905,2.0121,1.9831,2.0092,15136.56615109,30218.896143402668
1662933600,2022-09-11 22:00:00,RUNE/USDT,1.9807,2,1.9782,1.992,21537.19883219,42894.231610735326
1662930000,2022-09-11 21:00:00,RUNE/USDT,2.0032,2.009,1.9738,1.98,33580.9866864,66841.609362017512
1662926400,2022-09-11 20:00:00,RUNE/USDT,2.0106,2.0137,1.9837,2.0033,40207.43777925,80362.190395182041
1662922800,2022-09-11 19:00:00,RUNE/USDT,2.0046,2.0102,2.0029,2.0082,6785.68669588,13617.53387169952
1662919200,2022-09-11 18:00:00,RUNE/USDT,2.0166,2.0222,2.0023,2.0035,16125.98156568,32473.542069766068
1662915600,2022-09-11 17:00:00,RUNE/USDT,2.0335,2.046,2.0163,2.0167,20326.84719483,41354.542451760381
1662912000,2022-09-11 16:00:00,RUNE/USDT,2.0204,2.037,2.0204,2.0321,19195.2431646,39000.715657001888
1662908400,2022-09-11 15:00:00,RUNE/USDT,2.0052,2.0315,2.0048,2.019,22713.6738997,45909.239986024716
1662904800,2022-09-11 14:00:00,RUNE/USDT,2.0094,2.011,1.9976,2.005,14666.39355262,29352.293068937899
1662901200,2022-09-11 13:00:00,RUNE/USDT,2.0192,2.0192,1.999,2.0087,83029.65982962,166387.422629607581
1662897600,2022-09-11 12:00:00,RUNE/USDT,2.016,2.022,2.0105,2.0174,6689.62341932,13480.182997913375
1662894000,2022-09-11 11:00:00,RUNE/USDT,2.0138,2.03,2.0138,2.017,76418.34375684,154606.52282104481
1662890400,2022-09-11 10:00:00,RUNE/USDT,2.0079,2.0175,2.0077,2.0117,3934.01669943,7916.630443406668
1662886800,2022-09-11 09:00:00,RUNE/USDT,2.0126,2.0148,2.0048,2.0068,7750.94448396,15579.639797153524
1662883200,2022-09-11 08:00:00,RUNE/USDT,2.0089,2.0181,2.0012,2.0114,8581.40730518,17239.099890379944
1662879600,2022-09-11 07:00:00,RUNE/USDT,1.992,2.0145,1.9909,2.0107,7342.85899405,14715.476351759225
1662876000,2022-09-11 06:00:00,RUNE/USDT,2.0095,2.0149,1.9791,1.9923,13334.88267487,26584.217970019778
1662872400,2022-09-11 05:00:00,RUNE/USDT,2.0218,2.0229,2.0095,2.0117,6726.23237257,13563.617968260976
1662868800,2022-09-11 04:00:00,RUNE/USDT,2.0228,2.0307,2.0189,2.0213,4937.07939108,9994.875056413111
1662865200,2022-09-11 03:00:00,RUNE/USDT,2.0261,2.0296,2.0193,2.0247,4531.61527898,9171.84576588966
1662861600,2022-09-11 02:00:00,RUNE/USDT,2.0293,2.0347,2.0168,2.0237,23115.64753233,46730.066016064539
1662858000,2022-09-11 01:00:00,RUNE/USDT,2.0337,2.04,2.0232,2.0285,14099.71653435,28656.280369496425
1662854400,2022-09-11 00:00:00,RUNE/USDT,2.0317,2.042,2.027,2.0346,62330.2092405,126585.845102556019
1662850800,2022-09-10 23:00:00,RUNE/USDT,2.0412,2.0488,2.03,2.03,11962.89892069,24391.310606895472
1662847200,2022-09-10 22:00:00,RUNE/USDT,2.0217,2.0487,2.0217,2.041,41272.5492369,83864.912330417888
1662843600,2022-09-10 21:00:00,RUNE/USDT,2.0121,2.0523,2.0121,2.0203,26144.1153381,53168.566595416972
1662840000,2022-09-10 20:00:00,RUNE/USDT,2.0223,2.0231,2.0037,2.0118,10378.76198052,20901.310452727397
1662836400,2022-09-10 19:00:00,RUNE/USDT,2.0132,2.03,2.011,2.0217,17538.96582038,35457.498666472178
1662832800,2022-09-10 18:00:00,RUNE/USDT,1.9932,2.0172,1.9932,2.0129,11014.69139084,22102.513884566212
1662829200,2022-09-10 17:00:00,RUNE/USDT,2.004,2.004,1.9907,1.993,17351.46404225,34589.142069043542
1662825600,2022-09-10 16:00:00,RUNE/USDT,1.9851,2.0061,1.9753,2.0023,15231.64158674,30343.747848723393
1662822000,2022-09-10 15:00:00,RUNE/USDT,1.9843,1.9911,1.9788,1.9831,13313.49508489,26396.806629185055
1662818400,2022-09-10 14:00:00,RUNE/USDT,1.9793,1.9896,1.9734,1.9805,14748.06100297,29230.981929481762
1662814800,2022-09-10 13:00:00,RUNE/USDT,2.005,2.006,1.9695,1.9778,65498.36543071,130266.67863639574
1662811200,2022-09-10 12:00:00,RUNE/USDT,1.9976,2.0136,1.9872,2.0051,34979.35288296,69995.52152449043
1662807600,2022-09-10 11:00:00,RUNE/USDT,1.9989,2.0055,1.9959,1.9975,10833.94800759,21661.329036161356
1662804000,2022-09-10 10:00:00,RUNE/USDT,2.0093,2.0093,1.9942,2.0017,16705.86566138,33442.47879622615
1662800400,2022-09-10 09:00:00,RUNE/USDT,2.0027,2.0156,2.0027,2.0062,11524.19084292,23150.754621424969
1662796800,2022-09-10 08:00:00,RUNE/USDT,1.991,2.0091,1.991,1.9998,21558.77084282,43140.741636730014
1662793200,2022-09-10 07:00:00,RUNE/USDT,2.0387,2.046,1.9869,1.9902,29524.4100389,59466.157010793615
1662789600,2022-09-10 06:00:00,RUNE/USDT,2.0194,2.0386,2.0185,2.0367,18540.9063176,37613.71782528323
1662786000,2022-09-10 05:00:00,RUNE/USDT,2.0131,2.0299,2.0079,2.0194,23113.31962882,46690.58120644102
1662782400,2022-09-10 04:00:00,RUNE/USDT,2.0179,2.0335,2.0009,2.0126,21259.85572189,42981.217964663225
1662778800,2022-09-10 03:00:00,RUNE/USDT,2.0197,2.0423,2.016,2.0182,63479.09241304,129243.6219435279
1662775200,2022-09-10 02:00:00,RUNE/USDT,2.0105,2.0202,2.0068,2.0185,1830.95713856,3684.73952127894
1662771600,2022-09-10 01:00:00,RUNE/USDT,2.0046,2.0227,2.0046,2.0109,14166.37740226,28538.203024058767
1662768000,2022-09-10 00:00:00,RUNE/USDT,2.0099,2.0111,1.9869,2.0055,47012.84497954,93929.715365322042
1662764400,2022-09-09 23:00:00,RUNE/USDT,2.0095,2.0353,1.9848,2.005,43556.07114336,87256.085530521779
1662760800,2022-09-09 22:00:00,RUNE/USDT,1.9985,2.0166,1.9985,2.0098,11945.70598537,23985.847862125813
1662757200,2022-09-09 21:00:00,RUNE/USDT,2.0129,2.0129,1.9935,1.9989,30929.06309009,61871.079710115046
1662753600,2022-09-09 20:00:00,RUNE/USDT,2.004,2.0164,1.9964,2.0122,32864.82640045,66106.738325013925
1662750000,2022-09-09 19:00:00,RUNE/USDT,1.9829,2.0061,1.9799,2.0044,28040.6324348,55955.236804890028
1662746400,2022-09-09 18:00:00,RUNE/USDT,1.984,1.988,1.9763,1.982,24118.76060503,47800.585719110472
1662742800,2022-09-09 17:00:00,RUNE/USDT,2.0029,2.0126,1.9725,1.9844,56546.93383794,112529.865371810368
1662739200,2022-09-09 16:00:00,RUNE/USDT,2.0083,2.0102,1.983,2.0027,94644.46227252,188726.882383004941
1662735600,2022-09-09 15:00:00,RUNE/USDT,2.0071,2.0186,1.9977,2.0087,48264.15314543,96987.391953653752
1662732000,2022-09-09 14:00:00,RUNE/USDT,1.9912,2.0139,1.9912,2.0073,96593.0791082,193402.832649820645
1662728400,2022-09-09 13:00:00,RUNE/USDT,2.0024,2.003,1.9713,1.991,44409.0230734,88185.219000580477
1662724800,2022-09-09 12:00:00,RUNE/USDT,1.9665,2.0266,1.9665,2.002,90016.87799945,180406.642053351488
1662721200,2022-09-09 11:00:00,RUNE/USDT,1.9665,1.9786,1.9571,1.9689,52854.22633943,103835.135267079848
1662717600,2022-09-09 10:00:00,RUNE/USDT,1.9455,1.9758,1.9435,1.9666,58132.13156308,113737.816497223667
1662714000,2022-09-09 09:00:00,RUNE/USDT,1.9582,1.9582,1.9334,1.9453,23345.92223254,45411.547095673339
1662710400,2022-09-09 08:00:00,RUNE/USDT,1.9383,1.9705,1.9312,1.9578,35967.42233161,70227.240064166738
1662706800,2022-09-09 07:00:00,RUNE/USDT,1.9422,1.945,1.9263,1.9379,31969.12269219,61913.426957354037
1662703200,2022-09-09 06:00:00,RUNE/USDT,1.9299,1.9446,1.9299,1.9396,21426.23699582,41550.249992359274
1662699600,2022-09-09 05:00:00,RUNE/USDT,1.9265,1.942,1.9239,1.9289,28243.22401492,54571.763609411812
1662696000,2022-09-09 04:00:00,RUNE/USDT,1.9114,1.9365,1.9093,1.9263,127061.98179976,244516.115105061236
1662692400,2022-09-09 03:00:00,RUNE/USDT,1.8659,1.9134,1.8647,1.9121,64325.50745701,120949.986235786352
1662688800,2022-09-09 02:00:00,RUNE/USDT,1.8617,1.8715,1.858,1.8638,13284.64002671,24777.180027201796
1662685200,2022-09-09 01:00:00,RUNE/USDT,1.8638,1.8728,1.8582,1.8621,26717.76773208,49780.838433602442
1662681600,2022-09-09 00:00:00,RUNE/USDT,1.8442,1.8635,1.84,1.8635,34541.35811338,63896.19349445752
1662678000,2022-09-08 23:00:00,RUNE/USDT,1.8392,1.844,1.8328,1.8424,8338.96058014,15352.708659186134
1662674400,2022-09-08 22:00:00,RUNE/USDT,1.8469,1.8485,1.8344,1.8398,11323.30419682,20865.843197194571
1662670800,2022-09-08 21:00:00,RUNE/USDT,1.8491,1.8492,1.838,1.8459,6620.88364256,12207.25197520617
1662667200,2022-09-08 20:00:00,RUNE/USDT,1.8551,1.8649,1.845,1.8483,40138.53246352,74425.154047735284
1662663600,2022-09-08 19:00:00,RUNE/USDT,1.8362,1.855,1.8327,1.855,10629.0576443,19631.44673981974
1662660000,2022-09-08 18:00:00,RUNE/USDT,1.843,1.8473,1.8335,1.836,12736.99106155,23441.518849226208
1662656400,2022-09-08 17:00:00,RUNE/USDT,1.8382,1.8519,1.8289,1.8421,15346.83237605,28272.127023747982
1662652800,2022-09-08 16:00:00,RUNE/USDT,1.8626,1.8626,1.8283,1.838,65514.23428169,120695.217638909921
