https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume TUSD
1663459200,2022-09-18 00:00:00,USDT/TUSD,0.9999,0.9999,0.9998,0.9999,558.34168,558.2755748609
1663372800,2022-09-17 00:00:00,USDT/TUSD,0.9998,0.9999,0.9997,0.9999,87768.444706,87753.518407397
1663286400,2022-09-16 00:00:00,USDT/TUSD,1.0007,1.0028,0.9996,0.9998,206453.13078895,206554.72839796045
1663200000,2022-09-15 00:00:00,USDT/TUSD,1.0009,1.0039,0.9986,1.0016,346295.83580806,346459.14690721073
1663113600,2022-09-14 00:00:00,USDT/TUSD,1.0012,1.0043,1.0003,1.0017,285784.680155,286226.1237823387
1663027200,2022-09-13 00:00:00,USDT/TUSD,1.001,1.0042,0.9942,1.001,526906.677648,527242.7640148394
1662940800,2022-09-12 00:00:00,USDT/TUSD,1.0005,1.0044,0.9994,1.0007,478706.276413,479261.0658600156
1662854400,2022-09-11 00:00:00,USDT/TUSD,1.0005,1.0022,1.0004,1.0004,138031.461785,138174.1551675088
1662768000,2022-09-10 00:00:00,USDT/TUSD,1.0005,1.0014,1.0003,1.0006,145166.117412,145246.694029953
1662681600,2022-09-09 00:00:00,USDT/TUSD,1.0007,1.0022,0.996,1.0004,484072.700366,484181.3819187914
1662595200,2022-09-08 00:00:00,USDT/TUSD,1.0007,1.0024,1.0002,1.001,238994.406483,239199.1735189855
1662508800,2022-09-07 00:00:00,USDT/TUSD,1.0005,1.0038,0.9993,1.0007,186589.588936,186781.0300219633
1662422400,2022-09-06 00:00:00,USDT/TUSD,1.0006,1.0045,0.9974,1.0005,342975.846666,343095.4779498609
1662336000,2022-09-05 00:00:00,USDT/TUSD,1.0001,1.0018,1,1.0013,142703.620324,142794.395281329
1662249600,2022-09-04 00:00:00,USDT/TUSD,1.0003,1.0012,1.0001,1.0002,89372.169983,89401.537593765
1662163200,2022-09-03 00:00:00,USDT/TUSD,0.9998,1.0003,0.9998,1.0002,135250.142395,135263.0939219875
1662076800,2022-09-02 00:00:00,USDT/TUSD,0.9999,0.9999,0.9992,0.9998,214340.382561,214304.2592632896
1661990400,2022-09-01 00:00:00,USDT/TUSD,1.0001,1.0001,0.9993,0.9998,171567.667323,171549.7228934473
1661904000,2022-08-31 00:00:00,USDT/TUSD,1.0002,1.0003,0.9998,1.0001,212560.212641,212573.6510090148
1661817600,2022-08-30 00:00:00,USDT/TUSD,1.0001,1.0028,1,1.0003,420874.705675,420975.1649749503
1661731200,2022-08-29 00:00:00,USDT/TUSD,1,1.0001,1,1,268096.218778,268109.4684582843
1661644800,2022-08-28 00:00:00,USDT/TUSD,1.0002,1.0002,0.9999,1.0001,207568.793679,207584.3192283013
1661558400,2022-08-27 00:00:00,USDT/TUSD,1.001,1.0023,1.0001,1.0002,411297.474124,411429.3955585277
1661472000,2022-08-26 00:00:00,USDT/TUSD,1.0002,1.0037,0.9999,1.0011,420021.188666,420199.613352786
1661385600,2022-08-25 00:00:00,USDT/TUSD,0.9988,1.0038,0.9982,1.0002,239716.434944,239853.6479136378
1661299200,2022-08-24 00:00:00,USDT/TUSD,1,1.002,0.965,0.9997,609007.530827,608385.3541298432
1661212800,2022-08-23 00:00:00,USDT/TUSD,0.9998,1.0038,0.9985,1,346814.044691,346904.7695185862
1661126400,2022-08-22 00:00:00,USDT/TUSD,0.9998,1.0005,0.9981,0.9997,361237.9022,361159.2865906944
1661040000,2022-08-21 00:00:00,USDT/TUSD,0.9999,1.0009,0.9914,0.9999,358944.599266,358811.5859545365
1660953600,2022-08-20 00:00:00,USDT/TUSD,1.0009,1.0009,0.9994,0.9999,274271.479714,274291.021464285
1660867200,2022-08-19 00:00:00,USDT/TUSD,1.0001,1.0019,0.9974,1.0004,867178.34308207,867096.594867792386
1660780800,2022-08-18 00:00:00,USDT/TUSD,1.0002,1.0048,1.0001,1.0002,311706.302511,312064.7962790682
1660694400,2022-08-17 00:00:00,USDT/TUSD,1.0002,1.0048,0.9999,1.0003,404584.332998,404874.6554090737
1660608000,2022-08-16 00:00:00,USDT/TUSD,1.0007,1.0025,1.0002,1.0003,200516.669009,200659.2204910272
1660521600,2022-08-15 00:00:00,USDT/TUSD,1.0005,1.0014,1,1.0003,351099.247605,351258.0084717696
1660435200,2022-08-14 00:00:00,USDT/TUSD,1.0016,1.0028,1,1.0004,349424.118185,349670.9452413078
1660348800,2022-08-13 00:00:00,USDT/TUSD,1.0004,1.0028,1.0004,1.0017,252909.51505322,253116.176482119552
1660262400,2022-08-12 00:00:00,USDT/TUSD,1.0006,1.0027,1.0004,1.0005,276178.448067,276391.5749074689
1660176000,2022-08-11 00:00:00,USDT/TUSD,1.0021,1.0082,0.999,1.0006,556140.727194,556549.9096282626
1660089600,2022-08-10 00:00:00,USDT/TUSD,1.0023,1.0046,0.9992,1.001,506161.075368,506591.9567456236
1660003200,2022-08-09 00:00:00,USDT/TUSD,1.0008,1.0032,0.9999,1.002,261361.988651,261594.9377027176
1659916800,2022-08-08 00:00:00,USDT/TUSD,1.0009,1.0059,0.9998,1.0003,320699.320227,320958.6673970466
1659830400,2022-08-07 00:00:00,USDT/TUSD,1,1.0066,1,1.0008,188050.910092,188269.8460862469
1659744000,2022-08-06 00:00:00,USDT/TUSD,1.0001,1.0025,0.9996,1,305621.576403,305728.0520438201
1659657600,2022-08-05 00:00:00,USDT/TUSD,1.0002,1.0078,0.9992,1.0001,591501.481265,591946.274552158
1659571200,2022-08-04 00:00:00,USDT/TUSD,1.0006,1.0025,1.0002,1.0003,185025.007138,185145.4174445422
1659484800,2022-08-03 00:00:00,USDT/TUSD,1.001,1.0079,1.0003,1.0012,296968.21737,297403.0499950883
1659398400,2022-08-02 00:00:00,USDT/TUSD,1.0004,1.0069,1.0003,1.0012,178714.935484,179033.1131442075
1659312000,2022-08-01 00:00:00,USDT/TUSD,1.0005,1.0059,1.0001,1.0004,327040.174771,327239.7516527994
1659225600,2022-07-31 00:00:00,USDT/TUSD,1.0004,1.0032,0.9995,1.0005,278049.154638,278161.9626051528
1659139200,2022-07-30 00:00:00,USDT/TUSD,1.0005,1.0088,0.998,1.0004,442258.026027,442619.8309773589
1659052800,2022-07-29 00:00:00,USDT/TUSD,1.0008,1.0145,1,1.0006,413876.638966,414359.4160191143
1658966400,2022-07-28 00:00:00,USDT/TUSD,1.0007,1.018,0.96,1.0008,801923.015822,800655.3527869674
1658880000,2022-07-27 00:00:00,USDT/TUSD,1.0003,1.0338,1.0002,1.0015,378517.68485,379164.8499202238
1658793600,2022-07-26 00:00:00,USDT/TUSD,1.0002,1.001,1,1.0003,311340.94487387,311411.420244692774
1658707200,2022-07-25 00:00:00,USDT/TUSD,0.9994,1.001,0.9987,1.0003,294265.204072,294360.6329867289
1658620800,2022-07-24 00:00:00,USDT/TUSD,0.999,1.0004,0.9982,0.9994,176969.321695,176944.6210503295
1658534400,2022-07-23 00:00:00,USDT/TUSD,1.0003,1.0012,0.9981,0.999,781412.593377,781431.5252016339
1658448000,2022-07-22 00:00:00,USDT/TUSD,0.9997,1.0022,0.999,1.0003,515567.358765,515609.0236726388
1658361600,2022-07-21 00:00:00,USDT/TUSD,1.0004,1.002,0.998,1.0002,746397.357559,746400.8902840643
1658275200,2022-07-20 00:00:00,USDT/TUSD,1.0011,1.0032,0.9981,1.0004,650469.13982617,650612.266511267013
1658188800,2022-07-19 00:00:00,USDT/TUSD,1,1.0081,0.9995,1.0011,463882.64383579,464063.345163393028
1658102400,2022-07-18 00:00:00,USDT/TUSD,0.9999,1.0064,0.9998,1,378947.59509663,379011.91066215899
1658016000,2022-07-17 00:00:00,USDT/TUSD,0.9995,1.0087,0.9979,0.9998,347515.82241168,347503.463406395867
1657929600,2022-07-16 00:00:00,USDT/TUSD,0.9999,1.015,0.9978,0.9995,530122.4508896,530648.38078548723
1657843200,2022-07-15 00:00:00,USDT/TUSD,1.0018,1.0076,0.9995,1.0001,201857.70940262,201964.555133730784
1657756800,2022-07-14 00:00:00,USDT/TUSD,1.0006,1.0204,0.9993,1.0015,373125.79720928,373267.72859302787
1657670400,2022-07-13 00:00:00,USDT/TUSD,0.9992,1.1015,0.9976,1.0049,638766.87127519,645441.229496442955
1657584000,2022-07-12 00:00:00,USDT/TUSD,0.9994,1.0029,0.9991,0.9991,235240.84160235,235084.885931396683
1657497600,2022-07-11 00:00:00,USDT/TUSD,0.9992,0.9997,0.999,0.9994,175429.76993847,175292.375893462454
1657411200,2022-07-10 00:00:00,USDT/TUSD,1.0016,1.0144,0.9974,0.9992,315004.81500116,315196.068515423875
1657324800,2022-07-09 00:00:00,USDT/TUSD,1.0012,1.0099,0.998,1.0016,191567.33257924,191962.106555046074
1657238400,2022-07-08 00:00:00,USDT/TUSD,0.9998,1.0014,0.9993,1.0002,284742.1505706,284635.986579509378
1657152000,2022-07-07 00:00:00,USDT/TUSD,1.0012,1.0029,0.9989,1.0002,298024.20546642,297925.701180172225
1657065600,2022-07-06 00:00:00,USDT/TUSD,0.9992,1.0014,0.9988,1.0014,216772.47470582,216600.617142718357
1656979200,2022-07-05 00:00:00,USDT/TUSD,1.0009,1.035,0.998,0.9993,457905.51669536,460556.111520076435
1656892800,2022-07-04 00:00:00,USDT/TUSD,0.999,1.0131,0.999,1.0009,231231.59573093,231358.395512556276
1656806400,2022-07-03 00:00:00,USDT/TUSD,1,1.0005,0.9987,0.9991,305032.87727077,304897.978515195325
1656720000,2022-07-02 00:00:00,USDT/TUSD,0.9988,1.0005,0.9984,0.999,466184.37723235,465791.411460661625
1656633600,2022-07-01 00:00:00,USDT/TUSD,0.9988,0.999,0.9985,0.9988,750795.25078826,749853.011929081265
1656547200,2022-06-30 00:00:00,USDT/TUSD,0.9987,0.9989,0.9987,0.9988,466832.55555136,466259.273643523005
1656460800,2022-06-29 00:00:00,USDT/TUSD,0.9988,0.9988,0.9984,0.9987,347976.72767176,347507.163266103507
1656374400,2022-06-28 00:00:00,USDT/TUSD,0.9989,0.999,0.9987,0.9987,325666.73902909,325289.588150173129
1656288000,2022-06-27 00:00:00,USDT/TUSD,0.9995,0.9996,0.9988,0.9988,498870.96760385,498426.819823298807
1656201600,2022-06-26 00:00:00,USDT/TUSD,0.9993,0.9996,0.999,0.9995,539881.76954682,539504.735569494245
1656115200,2022-06-25 00:00:00,USDT/TUSD,0.9993,0.9996,0.9992,0.9993,410973.81017907,410723.940902651147
1656028800,2022-06-24 00:00:00,USDT/TUSD,0.999,0.9995,0.9989,0.9994,747157.15825261,746544.026313096003
1655942400,2022-06-23 00:00:00,USDT/TUSD,0.999,0.9991,0.9989,0.999,524857.07793728,524326.111775582148
1655856000,2022-06-22 00:00:00,USDT/TUSD,0.9992,0.9992,0.9989,0.9991,588643.90641538,588068.084439595817
1655769600,2022-06-21 00:00:00,USDT/TUSD,0.9988,0.9992,0.9986,0.9992,682630.60168541,681898.062745744796
1655683200,2022-06-20 00:00:00,USDT/TUSD,0.9988,0.999,0.9986,0.9989,871070.40366825,870046.03351090166
1655596800,2022-06-19 00:00:00,USDT/TUSD,0.9983,0.9989,0.9983,0.9988,640170.59529244,639244.31625689911
1655510400,2022-06-18 00:00:00,USDT/TUSD,0.9987,0.9988,0.9966,0.9984,1185814.89330675,1184035.571757873247
1655424000,2022-06-17 00:00:00,USDT/TUSD,0.9986,1.0005,0.9984,0.9987,1255666.2836578,1254355.454486511159
1655337600,2022-06-16 00:00:00,USDT/TUSD,0.9988,0.9989,0.9985,0.9986,692610.56699527,691735.039605048194
1655251200,2022-06-15 00:00:00,USDT/TUSD,0.999,0.999,0.9979,0.9989,1728247.9215998,1725789.476942388903
1655164800,2022-06-14 00:00:00,USDT/TUSD,0.9986,0.999,0.9981,0.999,1008472.19196319,1007056.437825854675
1655078400,2022-06-13 00:00:00,USDT/TUSD,0.9986,0.9988,0.9511,0.9985,2455833.34301166,2450828.455209953602
1654992000,2022-06-12 00:00:00,USDT/TUSD,0.9988,0.9989,0.9985,0.9987,601157.50833261,600389.787201954982
1654905600,2022-06-11 00:00:00,USDT/TUSD,0.9989,0.999,0.9988,0.9988,429116.87568699,428654.013569623885
1654819200,2022-06-10 00:00:00,USDT/TUSD,0.9993,0.9994,0.9988,0.999,499551.62744889,499148.399560974178
1654732800,2022-06-09 00:00:00,USDT/TUSD,0.9992,0.9993,0.9991,0.9993,326585.9034003,326313.580325286563
1654646400,2022-06-08 00:00:00,USDT/TUSD,0.9992,0.9995,0.9991,0.9992,690013.25996335,689512.326766140496
1654560000,2022-06-07 00:00:00,USDT/TUSD,0.9992,0.9994,0.9991,0.9991,860507.19557104,859833.504750426155
1654473600,2022-06-06 00:00:00,USDT/TUSD,0.9992,0.9994,0.9992,0.9992,414696.08350891,414405.384874053039
1654387200,2022-06-05 00:00:00,USDT/TUSD,0.999,0.9993,0.999,0.9993,257571.90365445,257347.337893538328
1654300800,2022-06-04 00:00:00,USDT/TUSD,0.9991,0.9992,0.999,0.9991,233649.86017531,233437.632181093317
1654214400,2022-06-03 00:00:00,USDT/TUSD,0.9991,0.9993,0.999,0.9992,220952.51830153,220776.650997839152
1654128000,2022-06-02 00:00:00,USDT/TUSD,0.999,0.9991,0.9989,0.9991,262084.11981881,261830.699016530616
1654041600,2022-06-01 00:00:00,USDT/TUSD,0.9992,0.9992,0.9988,0.9989,611725.0392176,611135.351621360936
1653955200,2022-05-31 00:00:00,USDT/TUSD,0.9992,0.9993,0.9991,0.9992,445469.19584473,445094.143102072716
1653868800,2022-05-30 00:00:00,USDT/TUSD,0.9989,0.9995,0.9988,0.9992,920583.95916249,919729.987644651983
1653782400,2022-05-29 00:00:00,USDT/TUSD,0.9989,0.9989,0.9983,0.9988,272093.53596648,271775.224910041972
1653696000,2022-05-28 00:00:00,USDT/TUSD,0.9988,0.999,0.9987,0.9988,373306.63805325,372881.257529888563
1653609600,2022-05-27 00:00:00,USDT/TUSD,0.9989,0.999,0.9987,0.9988,459620.30868913,459136.70913757247
1653523200,2022-05-26 00:00:00,USDT/TUSD,0.9989,0.999,0.9988,0.999,782536.33934706,781680.389438495711
1653436800,2022-05-25 00:00:00,USDT/TUSD,0.9989,0.999,0.9988,0.9989,396162.96979277,395727.360145464391
1653350400,2022-05-24 00:00:00,USDT/TUSD,0.9989,0.9989,0.9988,0.9989,180312.51780717,180104.165697283513
1653264000,2022-05-23 00:00:00,USDT/TUSD,0.9989,0.9993,0.9987,0.9988,429367.41321052,428973.629238789257
1653177600,2022-05-22 00:00:00,USDT/TUSD,0.9987,0.9989,0.9985,0.9989,368904.47557718,368419.228019587253
1653091200,2022-05-21 00:00:00,USDT/TUSD,0.9987,0.9988,0.9987,0.9987,252260.20010894,251940.046089194472
1653004800,2022-05-20 00:00:00,USDT/TUSD,0.999,0.9993,0.9987,0.9988,993381.07617467,992345.625506628229
1652918400,2022-05-19 00:00:00,USDT/TUSD,0.9985,0.9991,0.9984,0.9989,1149435.1875489,1148062.574679645198
1652832000,2022-05-18 00:00:00,USDT/TUSD,0.9989,0.999,0.9984,0.9985,914240.27253975,913007.271469298887
1652745600,2022-05-17 00:00:00,USDT/TUSD,0.9987,1.0005,0.9984,0.9989,1208918.06537755,1208056.698790867476
1652659200,2022-05-16 00:00:00,USDT/TUSD,0.9989,1.0005,0.9983,0.9987,1360597.87341441,1359139.159266001645
1652572800,2022-05-15 00:00:00,USDT/TUSD,0.9989,0.9993,0.9983,0.9989,965994.66869912,964773.212407652008
1652486400,2022-05-14 00:00:00,USDT/TUSD,0.998,1.0009,0.9975,0.9988,1036999.14107905,1035371.140091730213
1652400000,2022-05-13 00:00:00,USDT/TUSD,0.997,1.0009,0.9963,0.9983,1438180.50181101,1435327.759180430951
1652313600,2022-05-12 00:00:00,USDT/TUSD,0.995,0.9996,0.8505,0.997,4632936.34824481,4559490.616111077536
1652227200,2022-05-11 00:00:00,USDT/TUSD,0.9997,1.0017,0.968,0.995,5159492.23022924,5147158.438797528039
1652140800,2022-05-10 00:00:00,USDT/TUSD,0.9997,1.0006,0.9967,0.9997,2222071.39955553,2221309.170615847531
1652054400,2022-05-09 00:00:00,USDT/TUSD,0.9997,1.0001,0.9996,0.9997,2189067.57869472,2188564.047295618011
1651968000,2022-05-08 00:00:00,USDT/TUSD,0.9998,0.9998,0.9995,0.9996,865892.11888665,865634.882041676807
1651881600,2022-05-07 00:00:00,USDT/TUSD,0.9999,0.9999,0.9996,0.9998,479091.02294106,478944.422214692246
1651795200,2022-05-06 00:00:00,USDT/TUSD,0.9996,0.9999,0.9996,0.9997,733057.43159038,732873.691200219266
1651708800,2022-05-05 00:00:00,USDT/TUSD,0.9999,1.0002,0.9996,0.9997,839725.16141626,839633.248362391629
1651622400,2022-05-04 00:00:00,USDT/TUSD,0.9999,1.0001,0.9999,0.9999,473265.37120957,473247.680556501825
1651536000,2022-05-03 00:00:00,USDT/TUSD,0.9997,1,0.9997,0.9999,305627.81311124,305592.736809764351
1651449600,2022-05-02 00:00:00,USDT/TUSD,1,1.0001,0.9997,0.9997,644436.40186351,644431.165464356719
1651363200,2022-05-01 00:00:00,USDT/TUSD,1.0002,1.0003,0.9999,1,590207.28774198,590315.88623028133
1651276800,2022-04-30 00:00:00,USDT/TUSD,0.9999,1.0002,0.9998,1.0002,557300.67992616,557359.082942861767
1651190400,2022-04-29 00:00:00,USDT/TUSD,1.0001,1.0002,0.9998,0.9999,529202.76977395,529228.155548161069
1651104000,2022-04-28 00:00:00,USDT/TUSD,1.0002,1.0003,1.0001,1.0002,540176.72279173,540268.822572342116
1651017600,2022-04-27 00:00:00,USDT/TUSD,1,1.0002,0.9999,1.0002,782008.07861429,781989.949084780179
1650931200,2022-04-26 00:00:00,USDT/TUSD,1.0001,1.0002,0.9998,0.9999,1021028.58648618,1021092.823861713344
1650844800,2022-04-25 00:00:00,USDT/TUSD,1.0002,1.0004,0.9999,1.0001,1742548.94891317,1742828.491703291037
1650758400,2022-04-24 00:00:00,USDT/TUSD,1.0001,1.0003,1,1.0003,313510.62409095,313546.993378238587
1650672000,2022-04-23 00:00:00,USDT/TUSD,1.0001,1.0003,1,1.0001,500273.63136953,500335.409730419534
1650585600,2022-04-22 00:00:00,USDT/TUSD,1.0003,1.0003,1,1.0002,604578.46010504,604681.91889153093
1650499200,2022-04-21 00:00:00,USDT/TUSD,1.0001,1.0004,0.9997,1.0002,1016737.96406838,1016922.484126855412
1650412800,2022-04-20 00:00:00,USDT/TUSD,1.0003,1.0004,1,1.0001,807679.96782626,807879.901899285311
1650326400,2022-04-19 00:00:00,USDT/TUSD,1.0003,1.0005,0.9999,1.0002,544010.72009715,544126.125860978934
1650240000,2022-04-18 00:00:00,USDT/TUSD,1.0002,1.0004,1.0001,1.0003,480246.57047399,480397.812154303597
1650153600,2022-04-17 00:00:00,USDT/TUSD,1.0001,1.0002,1.0001,1.0002,274550.9247767,274595.98187258594
1650067200,2022-04-16 00:00:00,USDT/TUSD,1.0002,1.0003,0.9999,1.0002,412544.00021606,412611.641610785305
1649980800,2022-04-15 00:00:00,USDT/TUSD,1,1.0002,1,1.0002,485408.12790172,485445.816491854069
1649894400,2022-04-14 00:00:00,USDT/TUSD,1.0002,1.0003,0.9999,1,589611.12818721,589728.95433289019
1649808000,2022-04-13 00:00:00,USDT/TUSD,1,1.0003,0.9999,1.0002,568793.78043521,568883.578986328899
1649721600,2022-04-12 00:00:00,USDT/TUSD,1.0002,1.0003,0.9999,1,1002982.41939842,1002995.988767346755
1649635200,2022-04-11 00:00:00,USDT/TUSD,1.0004,1.0005,0.9999,1.0002,939823.22018961,940129.755282655515
1649548800,2022-04-10 00:00:00,USDT/TUSD,1.0003,1.001,1.0002,1.0005,443248.4470294,443452.87888602635
1649462400,2022-04-09 00:00:00,USDT/TUSD,1,1.0003,0.9999,1.0002,406676.59955887,406772.261945582421
1649376000,2022-04-08 00:00:00,USDT/TUSD,1.0001,1.0007,0.9998,1,890031.75073049,890217.687932798129
1649289600,2022-04-07 00:00:00,USDT/TUSD,1.0001,1.0009,0.9999,1.0001,587805.45132613,587879.686182693481
1649203200,2022-04-06 00:00:00,USDT/TUSD,1.0003,1.0009,1.0001,1.0002,2023002.63427019,2023482.400492274572
1649116800,2022-04-05 00:00:00,USDT/TUSD,1.0003,1.001,1,1.0003,1487935.87473637,1488475.206898047871
1649030400,2022-04-04 00:00:00,USDT/TUSD,1.0004,1.0005,1,1.0003,974168.04602425,974411.589460907868
1648944000,2022-04-03 00:00:00,USDT/TUSD,1.0002,1.0004,0.999,1.0002,1081299.10890533,1081306.171648687831
1648857600,2022-04-02 00:00:00,USDT/TUSD,1.0004,1.0019,0.9996,0.9996,1409999.1448656,1410703.504719797097
1648771200,2022-04-01 00:00:00,USDT/TUSD,1.0002,1.0005,1.0001,1.0005,1282127.83816918,1282563.496749611292
1648684800,2022-03-31 00:00:00,USDT/TUSD,1.0005,1.0006,1,1.0002,1174204.6188088,1174647.64669923162
1648598400,2022-03-30 00:00:00,USDT/TUSD,1.0006,1.0007,1.0003,1.0004,797506.18849898,797917.016091202172
1648512000,2022-03-29 00:00:00,USDT/TUSD,1.0007,1.0011,1.0003,1.0005,815484.73935556,815951.544617260896
1648425600,2022-03-28 00:00:00,USDT/TUSD,1.0002,1.0013,1.0002,1.0005,1222373.58758355,1222966.649407794817
1648339200,2022-03-27 00:00:00,USDT/TUSD,1.0006,1.0007,1.0002,1.0003,586088.5473857,586387.486612714771
1648252800,2022-03-26 00:00:00,USDT/TUSD,1.0005,1.0006,1.0004,1.0006,249561.6886778,249689.97478796016
1648166400,2022-03-25 00:00:00,USDT/TUSD,1.0006,1.0008,1.0002,1.0004,707998.39125591,708395.19100649896
1648080000,2022-03-24 00:00:00,USDT/TUSD,1.0006,1.0009,1.0002,1.0006,919564.35427571,920045.975043332137
1647993600,2022-03-23 00:00:00,USDT/TUSD,1.0004,1.0007,1.0001,1.0007,553932.30765029,554179.097221240627
1647907200,2022-03-22 00:00:00,USDT/TUSD,1.0005,1.0006,1.0001,1.0006,789054.35137612,789393.382526802093
1647820800,2022-03-21 00:00:00,USDT/TUSD,1.0004,1.0019,1.0002,1.0003,765516.1903349,766037.869317574146
1647734400,2022-03-20 00:00:00,USDT/TUSD,1.0005,1.0008,1.0004,1.0006,530568.07695397,530901.913345301174
1647648000,2022-03-19 00:00:00,USDT/TUSD,1.0006,1.0007,1.0003,1.0005,409311.3231517,409544.702149546401
1647561600,2022-03-18 00:00:00,USDT/TUSD,1.0006,1.0009,1.0003,1.0006,695531.76564332,695937.060818942981
1647475200,2022-03-17 00:00:00,USDT/TUSD,1.0003,1.0008,0.9992,1.0006,502737.54354353,502962.057699574147
1647388800,2022-03-16 00:00:00,USDT/TUSD,1.0005,1.0006,1,1.0003,1514787.59803217,1515299.151187144552
1647302400,2022-03-15 00:00:00,USDT/TUSD,1.0002,1.0005,1,1.0005,332940.37583075,333014.608366169574
1647216000,2022-03-14 00:00:00,USDT/TUSD,1.0004,1.0004,0.9997,1.0002,437118.93046922,437155.003492090243
1647129600,2022-03-13 00:00:00,USDT/TUSD,1,1.035,0.9014,1.0004,2810301.95896043,2803766.981080516521
1647043200,2022-03-12 00:00:00,USDT/TUSD,1.0001,1.0003,0.9997,1.0002,369938.89121686,369962.985425261299
1646956800,2022-03-11 00:00:00,USDT/TUSD,1.0005,1.002,0.9997,1.0001,583246.90029997,583407.491075142437
1646870400,2022-03-10 00:00:00,USDT/TUSD,1.0004,1.0023,1.0001,1.0005,720640.9006882,721056.5479533623
1646784000,2022-03-09 00:00:00,USDT/TUSD,1.0002,1.0009,0.999,1.0004,636603.6617902,636702.09460021049
1646697600,2022-03-08 00:00:00,USDT/TUSD,1.0003,1.0007,0.999,1.0002,542870.93899491,542910.354012100045
1646611200,2022-03-07 00:00:00,USDT/TUSD,1,1.0015,0.9991,1.0003,791437.62053129,791717.080700733688
1646524800,2022-03-06 00:00:00,USDT/TUSD,1,1.0008,0.9989,1,388855.40561908,388874.12655463476
1646438400,2022-03-05 00:00:00,USDT/TUSD,1.0001,1.0012,0.9988,1,437472.89361092,437620.857464722762
1646352000,2022-03-04 00:00:00,USDT/TUSD,1,1.0004,0.998,1.0003,946001.17890694,945887.164117751617
1646265600,2022-03-03 00:00:00,USDT/TUSD,1.0003,1.0015,0.9997,1,443447.13371072,443557.169981706113
1646179200,2022-03-02 00:00:00,USDT/TUSD,1.0005,1.0007,1,1.0003,835657.37549604,835971.925523676471
1646092800,2022-03-01 00:00:00,USDT/TUSD,1.0002,1.0007,1,1.0005,1041244.90097883,1041656.156693963806
1646006400,2022-02-28 00:00:00,USDT/TUSD,1.0005,1.0006,0.9998,1.0003,1013559.15787591,1013909.264258836252
1645920000,2022-02-27 00:00:00,USDT/TUSD,1.0006,1.0008,0.9987,1.0005,846958.76109261,847261.464756875249
1645833600,2022-02-26 00:00:00,USDT/TUSD,1.0007,1.0007,0.9988,1.0006,526525.24028281,526728.343227296856
1645747200,2022-02-25 00:00:00,USDT/TUSD,1.0004,1.0019,0.9987,1.0007,601751.66988283,601953.373140951071
1645660800,2022-02-24 00:00:00,USDT/TUSD,1.0005,1.0031,0.998,1.0003,1107372.17712366,1108031.496490073028
