https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRB,Volume BTC
1663459200,2022-09-18 00:00:00,TRB/BTC,0.0008465,0.0008534,0.0008458,0.0008469,3.9307,0.00332617588
1663372800,2022-09-17 00:00:00,TRB/BTC,0.0008398,0.0008921,0.0008312,0.0008451,23.3868,0.0199805258
1663286400,2022-09-16 00:00:00,TRB/BTC,0.0007935,0.0008462,0.0007866,0.0008379,24.4785,0.01989573018
1663200000,2022-09-15 00:00:00,TRB/BTC,0.000895,0.0009007,0.0007937,0.0008116,23.6063,0.02004154926
1663113600,2022-09-14 00:00:00,TRB/BTC,0.0007558,0.0010338,0.0007491,0.000897,338.7428,0.28552791454
1663027200,2022-09-13 00:00:00,TRB/BTC,0.0007359,0.0007754,0.0006928,0.0007651,320.8632,0.232979914
1662940800,2022-09-12 00:00:00,TRB/BTC,0.0007674,0.0007876,0.0007328,0.0007387,66.3522,0.05047795574
1662854400,2022-09-11 00:00:00,TRB/BTC,0.0008106,0.0008211,0.0007538,0.0007599,149.9656,0.11826418972
1662768000,2022-09-10 00:00:00,TRB/BTC,0.0008149,0.0008778,0.0007985,0.0008062,67.4318,0.0553462022
1662681600,2022-09-09 00:00:00,TRB/BTC,0.0008206,0.0008504,0.0008047,0.0008111,140.3999,0.11607406603
1662595200,2022-09-08 00:00:00,TRB/BTC,0.0008843,0.0008873,0.0008208,0.0008228,230.6319,0.19712301333
1662508800,2022-09-07 00:00:00,TRB/BTC,0.0008438,0.0008943,0.0008429,0.0008838,146.4859,0.12783167118
1662422400,2022-09-06 00:00:00,TRB/BTC,0.0009259,0.0009414,0.0007,0.0008444,1206.7051,1.02307062267
1662336000,2022-09-05 00:00:00,TRB/BTC,0.0009434,0.0009566,0.0009114,0.0009275,17.9771,0.01658426521
1662249600,2022-09-04 00:00:00,TRB/BTC,0.000951,0.0009629,0.0009155,0.0009427,250.6844,0.23481770832
1662163200,2022-09-03 00:00:00,TRB/BTC,0.0009636,0.001015,0.0009435,0.0009523,149.137,0.14471665456
1662076800,2022-09-02 00:00:00,TRB/BTC,0.0010309,0.0010873,0.0009462,0.0009688,388.9183,0.38275526316
1661990400,2022-09-01 00:00:00,TRB/BTC,0.000964,0.0011734,0.0008963,0.0010588,781.9643,0.8153495907
1661904000,2022-08-31 00:00:00,TRB/BTC,0.0011398,0.0011769,0.0009163,0.000945,1023.2178,1.05526779103
1661817600,2022-08-30 00:00:00,TRB/BTC,0.0017251,0.0017624,0.0010577,0.0011231,2979.6404,3.42978244779
1661731200,2022-08-29 00:00:00,TRB/BTC,0.0018913,0.0019054,0.0017084,0.0017272,89.0478,0.15695790368
1661644800,2022-08-28 00:00:00,TRB/BTC,0.0019042,0.0020094,0.0018338,0.0018798,72.0465,0.14081559845
1661558400,2022-08-27 00:00:00,TRB/BTC,0.001832,0.0019661,0.0018094,0.0018947,349.2927,0.66554439458
1661472000,2022-08-26 00:00:00,TRB/BTC,0.0017533,0.0018761,0.001737,0.0018419,384.5343,0.6937786743
1661385600,2022-08-25 00:00:00,TRB/BTC,0.0017481,0.0017746,0.0015743,0.0017561,257.0477,0.44004464307
1661299200,2022-08-24 00:00:00,TRB/BTC,0.001907,0.0019355,0.0016911,0.0017311,434.8436,0.77404261265
1661212800,2022-08-23 00:00:00,TRB/BTC,0.0021184,0.00225,0.0019167,0.0019167,2007.6042,4.13372642772
1661126400,2022-08-22 00:00:00,TRB/BTC,0.0020565,0.0021834,0.001999,0.0021081,100.5554,0.21107243777
1661040000,2022-08-21 00:00:00,TRB/BTC,0.001948,0.002136,0.0019364,0.002068,171.7111,0.34456210263
