https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE,Volume USDT
1663459200,2022-09-18 00:00:00,DOGE/USDT,0.0622,0.06222,0.06165,0.06179,731895.05468755,45286.8668720395471
1663372800,2022-09-17 00:00:00,DOGE/USDT,0.06046,0.06238,0.06021,0.0622,38448671.89837575,2359679.6669422171432
1663286400,2022-09-16 00:00:00,DOGE/USDT,0.05865,0.06049,0.05809,0.06045,38956779.40865972,2314068.9345485046492
1663200000,2022-09-15 00:00:00,DOGE/USDT,0.06116,0.06121,0.05847,0.0586,53004473.71935998,3181388.7444123078002
1663113600,2022-09-14 00:00:00,DOGE/USDT,0.05964,0.06147,0.05915,0.06115,74280931.46038721,4504328.0069492164015
1663027200,2022-09-13 00:00:00,DOGE/USDT,0.06393,0.06415,0.0592,0.05963,89294804.67198727,5482281.1351220979416
1662940800,2022-09-12 00:00:00,DOGE/USDT,0.06371,0.06542,0.06262,0.06394,61278368.42093208,3915944.6978379007861
1662854400,2022-09-11 00:00:00,DOGE/USDT,0.06469,0.0653,0.06264,0.0637,60351140.30629966,3865436.365488525781
1662768000,2022-09-10 00:00:00,DOGE/USDT,0.06386,0.06557,0.06315,0.06467,75321705.21217011,4836744.4808216202376
1662681600,2022-09-09 00:00:00,DOGE/USDT,0.06098,0.06489,0.0609,0.06386,109843126.15038962,6945467.0820056046715
1662595200,2022-09-08 00:00:00,DOGE/USDT,0.06098,0.06141,0.05964,0.06093,61018632.23730915,3696032.0207516521753
1662508800,2022-09-07 00:00:00,DOGE/USDT,0.05887,0.06153,0.05738,0.06097,68654296.83256286,4100673.9326175391441
1662422400,2022-09-06 00:00:00,DOGE/USDT,0.06275,0.06528,0.05806,0.05886,106363890.15974123,6572492.713611339385
1662336000,2022-09-05 00:00:00,DOGE/USDT,0.06323,0.06374,0.06093,0.06275,41212789.24421561,2562805.0542552130857
1662249600,2022-09-04 00:00:00,DOGE/USDT,0.06271,0.06391,0.06187,0.06322,55822741.48674389,3517045.4438083744762
1662163200,2022-09-03 00:00:00,DOGE/USDT,0.06164,0.06404,0.06113,0.06272,75903420.99467182,4746010.1204767752907
1662076800,2022-09-02 00:00:00,DOGE/USDT,0.0624,0.06287,0.06069,0.06168,50171539.58040239,3105002.7765293929021
1661990400,2022-09-01 00:00:00,DOGE/USDT,0.06136,0.06262,0.05988,0.06236,59454602.06491872,3640957.0114908575489
1661904000,2022-08-31 00:00:00,DOGE/USDT,0.06156,0.06347,0.06072,0.06134,55843038.1830905,3481800.821222786678
1661817600,2022-08-30 00:00:00,DOGE/USDT,0.06384,0.06448,0.06006,0.06147,75800867.5816324,4732401.1293623377505
1661731200,2022-08-29 00:00:00,DOGE/USDT,0.06177,0.06409,0.06089,0.06386,60939786.18569523,3812956.8936897194623
1661644800,2022-08-28 00:00:00,DOGE/USDT,0.06353,0.06431,0.0613,0.06178,62566244.57798508,3967324.2386307048942
1661558400,2022-08-27 00:00:00,DOGE/USDT,0.06351,0.06412,0.06227,0.06351,97731723.78813957,6189279.7939063923385
1661472000,2022-08-26 00:00:00,DOGE/USDT,0.069,0.06953,0.06275,0.06354,177135762.72891153,11762125.4797691162497
1661385600,2022-08-25 00:00:00,DOGE/USDT,0.06791,0.07183,0.06764,0.069,125815955.79106772,8723675.1752573292282
1661299200,2022-08-24 00:00:00,DOGE/USDT,0.06884,0.06966,0.06704,0.06791,77569589.62019154,5293415.9061287681608
1661212800,2022-08-23 00:00:00,DOGE/USDT,0.06842,0.06923,0.06685,0.06884,93999205.62392944,6433607.0734583347151
1661126400,2022-08-22 00:00:00,DOGE/USDT,0.06933,0.0694,0.06521,0.06846,115179746.44769568,7718738.6285760369591
1661040000,2022-08-21 00:00:00,DOGE/USDT,0.06934,0.07079,0.0674,0.06933,118877791.94580884,8221056.215979262723
1660953600,2022-08-20 00:00:00,DOGE/USDT,0.06776,0.07114,0.06762,0.06934,165394854.60687024,11482428.4071314045756
1660867200,2022-08-19 00:00:00,DOGE/USDT,0.07475,0.07527,0.067,0.06776,251331508.13390664,17678546.023459020324
1660780800,2022-08-18 00:00:00,DOGE/USDT,0.08022,0.08228,0.07322,0.07475,153946831.21036435,12157642.8468637581687
1660694400,2022-08-17 00:00:00,DOGE/USDT,0.08678,0.0889,0.0792,0.0802,265953908.04955678,22338763.0849558857457
1660608000,2022-08-16 00:00:00,DOGE/USDT,0.07661,0.08964,0.07617,0.08672,395855148.96012388,33539692.0708280267036
1660521600,2022-08-15 00:00:00,DOGE/USDT,0.08167,0.08204,0.0747,0.07663,227823320.96547041,17741164.332719248454
1660435200,2022-08-14 00:00:00,DOGE/USDT,0.07292,0.08464,0.07264,0.08166,423159919.85782231,33425433.6829486944417
1660348800,2022-08-13 00:00:00,DOGE/USDT,0.07231,0.07516,0.07178,0.07289,99105577.64156838,7279519.9666257262965
1660262400,2022-08-12 00:00:00,DOGE/USDT,0.07087,0.07273,0.06962,0.07229,68094674.39248726,4842164.0583019587074
1660176000,2022-08-11 00:00:00,DOGE/USDT,0.07126,0.07545,0.07042,0.07086,155163008.11648709,11229827.7662929682085
1660089600,2022-08-10 00:00:00,DOGE/USDT,0.06903,0.07148,0.06664,0.07125,118193746.12847697,8233884.0508681264488
1660003200,2022-08-09 00:00:00,DOGE/USDT,0.07009,0.0743,0.06771,0.06903,162464830.75527172,11525583.04245671687
1659916800,2022-08-08 00:00:00,DOGE/USDT,0.06895,0.0726,0.06888,0.07013,104269794.79190601,7358776.49963261483
1659830400,2022-08-07 00:00:00,DOGE/USDT,0.06865,0.07005,0.06736,0.06895,56633908.82825116,3894854.0355994534783
1659744000,2022-08-06 00:00:00,DOGE/USDT,0.06984,0.07129,0.0684,0.06864,73537480.00085537,5132853.7614250827486
1659657600,2022-08-05 00:00:00,DOGE/USDT,0.06726,0.07026,0.06718,0.06983,91379762.74792213,6300532.3335586664217
1659571200,2022-08-04 00:00:00,DOGE/USDT,0.06619,0.06765,0.06571,0.06721,62738753.84478381,4183111.307810142543
1659484800,2022-08-03 00:00:00,DOGE/USDT,0.06652,0.0684,0.0651,0.0662,68006975.27731009,4562518.9663581224822
1659398400,2022-08-02 00:00:00,DOGE/USDT,0.06844,0.0691,0.06546,0.06648,105632069.0112113,7068303.6616277536122
1659312000,2022-08-01 00:00:00,DOGE/USDT,0.06807,0.0713,0.06646,0.06845,133785354.82820992,9184600.1744197150104
1659225600,2022-07-31 00:00:00,DOGE/USDT,0.06967,0.07226,0.06781,0.06808,132157180.61033695,9268347.743926515482
1659139200,2022-07-30 00:00:00,DOGE/USDT,0.06879,0.07453,0.0679,0.06964,194909165.53158103,13842215.9410736258795
1659052800,2022-07-29 00:00:00,DOGE/USDT,0.06912,0.0725,0.06722,0.06876,173370146.33937257,12052467.654568832935
1658966400,2022-07-28 00:00:00,DOGE/USDT,0.06722,0.07082,0.06521,0.06909,184151880.51650069,12465130.1126317886252
1658880000,2022-07-27 00:00:00,DOGE/USDT,0.06253,0.06721,0.06178,0.06721,120906489.79880208,7776246.9288713681938
1658793600,2022-07-26 00:00:00,DOGE/USDT,0.06192,0.06266,0.06011,0.06247,66363783.42642859,4076860.0459849990065
1658707200,2022-07-25 00:00:00,DOGE/USDT,0.06756,0.06799,0.06169,0.0619,108375681.93913442,7011780.8782592577843
1658620800,2022-07-24 00:00:00,DOGE/USDT,0.06805,0.06894,0.06723,0.06756,89489452.07858974,6106768.6688175430978
1658534400,2022-07-23 00:00:00,DOGE/USDT,0.06743,0.0695,0.06596,0.06803,84477027.06664233,5712911.9484866426015
1658448000,2022-07-22 00:00:00,DOGE/USDT,0.06999,0.07138,0.06672,0.06743,97906226.14705524,6793864.0943684483744
1658361600,2022-07-21 00:00:00,DOGE/USDT,0.07014,0.07088,0.06692,0.06997,135704661.54723337,9346196.6163288602131
