https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WOM,Volume USDT
1663282800,2022-09-15 23:00:00,WOM/USDT,0.048618,0.04873,0.04822,0.048273,399712.3064,19392.7404379875
1663279200,2022-09-15 22:00:00,WOM/USDT,0.047596,0.049442,0.047586,0.048557,409763.0741,19679.4209010686
1663275600,2022-09-15 21:00:00,WOM/USDT,0.047474,0.047736,0.047381,0.047727,390218.3625,18588.1142456573
1663272000,2022-09-15 20:00:00,WOM/USDT,0.047322,0.047667,0.047192,0.047592,355038.3609,16842.3159039053
1663268400,2022-09-15 19:00:00,WOM/USDT,0.047189,0.047462,0.047101,0.047267,381613.0512,18030.8410663643
1663264800,2022-09-15 18:00:00,WOM/USDT,0.046945,0.049998,0.046928,0.047275,291888.1425,13851.2850762437
1663261200,2022-09-15 17:00:00,WOM/USDT,0.045842,0.047649,0.045824,0.046945,624197.4053,28906.9808414975
1663257600,2022-09-15 16:00:00,WOM/USDT,0.046028,0.046187,0.045793,0.045976,377818.2194,17396.6719635823
1663254000,2022-09-15 15:00:00,WOM/USDT,0.04594,0.046334,0.045904,0.046241,477383.7562,22010.5394884393
1663250400,2022-09-15 14:00:00,WOM/USDT,0.047122,0.047183,0.045844,0.04605,509890.5188,23898.0540960797
1663246800,2022-09-15 13:00:00,WOM/USDT,0.046141,0.04746,0.046068,0.047162,413239.8574,19281.8404596369
1663243200,2022-09-15 12:00:00,WOM/USDT,0.046126,0.046363,0.045632,0.046092,422178.0232,19404.2643326243
1663239600,2022-09-15 11:00:00,WOM/USDT,0.045065,0.047002,0.04483,0.046118,535377.8132,24501.3571462598
1663236000,2022-09-15 10:00:00,WOM/USDT,0.044959,0.045148,0.044855,0.045063,413069.598,18597.263820944
1663232400,2022-09-15 09:00:00,WOM/USDT,0.04537,0.045379,0.044872,0.045053,427379.5803,19295.8456981855
1663228800,2022-09-15 08:00:00,WOM/USDT,0.045682,0.045725,0.045027,0.045351,308853.906,14028.6436851635
1663225200,2022-09-15 07:00:00,WOM/USDT,0.044498,0.045806,0.044357,0.045643,592135.9855,26819.291840613
1663221600,2022-09-15 06:00:00,WOM/USDT,0.044509,0.044511,0.044067,0.044214,419578.2178,18562.7266140566
1663218000,2022-09-15 05:00:00,WOM/USDT,0.044999,0.044999,0.044065,0.044506,548435.8718,24387.1521016286
1663214400,2022-09-15 04:00:00,WOM/USDT,0.045229,0.045229,0.044526,0.045,521885.068,23371.3844805299
1663210800,2022-09-15 03:00:00,WOM/USDT,0.044779,0.045363,0.044731,0.045229,340262.2094,15295.6073567927
1663207200,2022-09-15 02:00:00,WOM/USDT,0.044862,0.044911,0.0447,0.044887,421708.4529,18884.928999008
1663203600,2022-09-15 01:00:00,WOM/USDT,0.044801,0.044983,0.044683,0.044714,346453.625,15528.5759016982
1663200000,2022-09-15 00:00:00,WOM/USDT,0.045088,0.045241,0.0448,0.0448,375628.044,16954.738397362
1663196400,2022-09-14 23:00:00,WOM/USDT,0.045575,0.046118,0.045066,0.045083,552109.3743,25143.7704983332
1663192800,2022-09-14 22:00:00,WOM/USDT,0.046465,0.046479,0.04524,0.04544,467277.1723,21465.5542394796
1663189200,2022-09-14 21:00:00,WOM/USDT,0.046669,0.047141,0.046218,0.046427,508626.7486,23708.9721542706
1663185600,2022-09-14 20:00:00,WOM/USDT,0.0472,0.051296,0.046629,0.046721,954499.4794,46138.7988492019
1663182000,2022-09-14 19:00:00,WOM/USDT,0.046431,0.048589,0.046431,0.047243,311081.3352,14792.0865212978
1663178400,2022-09-14 18:00:00,WOM/USDT,0.045054,0.05,0.044519,0.046423,690147.984,31933.6154863649
1663174800,2022-09-14 17:00:00,WOM/USDT,0.04453,0.045425,0.044273,0.045052,410208.8683,18416.4617090547
1663171200,2022-09-14 16:00:00,WOM/USDT,0.043358,0.046264,0.04298,0.044672,724937.623,31976.6699156045
1663167600,2022-09-14 15:00:00,WOM/USDT,0.042006,0.043864,0.042006,0.043359,813549.731,35027.532447224
1663164000,2022-09-14 14:00:00,WOM/USDT,0.042176,0.042324,0.042089,0.042089,501840.6818,21167.4503188485
1663160400,2022-09-14 13:00:00,WOM/USDT,0.042615,0.042623,0.042112,0.042193,567424.5954,24033.2818932845
1663156800,2022-09-14 12:00:00,WOM/USDT,0.042411,0.042597,0.042366,0.04254,402174.3957,17083.2407945936
1663153200,2022-09-14 11:00:00,WOM/USDT,0.042561,0.042573,0.042399,0.042526,366251.7368,15572.0174948346
1663149600,2022-09-14 10:00:00,WOM/USDT,0.042563,0.042801,0.04254,0.042559,367868.9699,15676.2144922025
1663146000,2022-09-14 09:00:00,WOM/USDT,0.043087,0.043113,0.042537,0.042748,261941.8097,11226.5508929615
1663142400,2022-09-14 08:00:00,WOM/USDT,0.042418,0.043,0.042375,0.042944,461294.1241,19705.1819637338
1663138800,2022-09-14 07:00:00,WOM/USDT,0.042539,0.042651,0.0424,0.042414,435710.8921,18527.6899193039
1663135200,2022-09-14 06:00:00,WOM/USDT,0.043031,0.043127,0.04251,0.042534,292640.9984,12532.8969934677
1663131600,2022-09-14 05:00:00,WOM/USDT,0.043106,0.043218,0.042909,0.043083,387737.131,16685.4659048953
1663128000,2022-09-14 04:00:00,WOM/USDT,0.042975,0.043224,0.042841,0.043158,424498.1351,18260.4291783008
1663124400,2022-09-14 03:00:00,WOM/USDT,0.043106,0.043135,0.04285,0.042856,401837.5533,17274.6995183309
1663120800,2022-09-14 02:00:00,WOM/USDT,0.043316,0.043495,0.042998,0.043069,483675.3539,20909.9190264383
1663117200,2022-09-14 01:00:00,WOM/USDT,0.043245,0.043446,0.043238,0.043309,421317.6566,18255.4525203271
1663113600,2022-09-14 00:00:00,WOM/USDT,0.043537,0.043539,0.043056,0.043205,472165.5888,20422.9327332794
1663110000,2022-09-13 23:00:00,WOM/USDT,0.043666,0.043715,0.043173,0.043493,345595.69,15009.7805302823
1663106400,2022-09-13 22:00:00,WOM/USDT,0.043625,0.043698,0.043496,0.04369,361337.8446,15757.7713665404
1663102800,2022-09-13 21:00:00,WOM/USDT,0.042638,0.043659,0.042638,0.043571,445192.313,19252.4813073806
1663099200,2022-09-13 20:00:00,WOM/USDT,0.04233,0.042729,0.042289,0.042638,448006.2058,19047.5677634487
1663095600,2022-09-13 19:00:00,WOM/USDT,0.042404,0.042433,0.042216,0.042294,394672.6756,16687.733903161
1663092000,2022-09-13 18:00:00,WOM/USDT,0.042988,0.04299,0.042345,0.042372,484308.0671,20660.618634033
1663088400,2022-09-13 17:00:00,WOM/USDT,0.043488,0.043523,0.042892,0.042954,479210.314,20661.8682818338
1663084800,2022-09-13 16:00:00,WOM/USDT,0.042732,0.044107,0.042725,0.043453,548616.4665,23864.7709286818
1663081200,2022-09-13 15:00:00,WOM/USDT,0.043146,0.043148,0.042521,0.042754,395305.7971,16914.772659778
1663077600,2022-09-13 14:00:00,WOM/USDT,0.042396,0.043591,0.042319,0.043057,569774.8815,24284.0402417724
1663074000,2022-09-13 13:00:00,WOM/USDT,0.043379,0.043547,0.042217,0.042396,595162.6839,25511.1945903925
1663070400,2022-09-13 12:00:00,WOM/USDT,0.045043,0.045108,0.043164,0.043166,578180.012,25608.0565760926
1663066800,2022-09-13 11:00:00,WOM/USDT,0.045053,0.045127,0.045,0.045017,453655.3566,20438.0469056315
1663063200,2022-09-13 10:00:00,WOM/USDT,0.044509,0.045206,0.044332,0.045052,480230.8248,21491.7353273621
1663059600,2022-09-13 09:00:00,WOM/USDT,0.044595,0.04469,0.04435,0.044502,421919.707,18801.2236201861
1663056000,2022-09-13 08:00:00,WOM/USDT,0.044996,0.04505,0.044593,0.044593,465877.2465,20850.0774257392
1663052400,2022-09-13 07:00:00,WOM/USDT,0.044473,0.045152,0.044473,0.045109,435854.9998,19515.1785090045
1663048800,2022-09-13 06:00:00,WOM/USDT,0.044195,0.044597,0.04419,0.044464,379697.3302,16832.2838859412
1663045200,2022-09-13 05:00:00,WOM/USDT,0.044538,0.044687,0.044197,0.044281,421229.1358,18712.6022615889
1663041600,2022-09-13 04:00:00,WOM/USDT,0.044794,0.044802,0.044406,0.044626,448811.0367,19988.7691233463
1663038000,2022-09-13 03:00:00,WOM/USDT,0.044667,0.044817,0.044514,0.044588,413436.114,18469.1458793247
1663034400,2022-09-13 02:00:00,WOM/USDT,0.04461,0.044789,0.044544,0.044782,482444.9697,21544.2712691705
1663030800,2022-09-13 01:00:00,WOM/USDT,0.044835,0.044935,0.044587,0.044612,450091.6137,20140.3383294815
1663027200,2022-09-13 00:00:00,WOM/USDT,0.045446,0.045708,0.04481,0.04481,474897.5562,21461.5026029361
1663023600,2022-09-12 23:00:00,WOM/USDT,0.045203,0.045549,0.045196,0.045437,466250.8373,21160.0258824241
1663020000,2022-09-12 22:00:00,WOM/USDT,0.04435,0.045269,0.044341,0.045136,388389.5769,17350.0189780929
1663016400,2022-09-12 21:00:00,WOM/USDT,0.044289,0.04435,0.044016,0.044341,419281.2647,18550.6083600823
1663012800,2022-09-12 20:00:00,WOM/USDT,0.044568,0.04459,0.044382,0.044415,437277.2157,19457.1664987673
1663009200,2022-09-12 19:00:00,WOM/USDT,0.044424,0.044635,0.044347,0.044568,425559.0112,18915.7438302199
1663005600,2022-09-12 18:00:00,WOM/USDT,0.044525,0.045588,0.044209,0.044424,545299.3024,24287.5031135097
1663002000,2022-09-12 17:00:00,WOM/USDT,0.043993,0.044701,0.043986,0.044523,483231.9083,21454.6371164015
1662998400,2022-09-12 16:00:00,WOM/USDT,0.043762,0.044032,0.043626,0.044024,462168.6354,20236.6053590599
1662994800,2022-09-12 15:00:00,WOM/USDT,0.044676,0.044759,0.043648,0.043833,444506.8111,19661.6619634553
1662991200,2022-09-12 14:00:00,WOM/USDT,0.0448,0.044905,0.0444,0.044583,452431.4289,20213.3782513472
1662987600,2022-09-12 13:00:00,WOM/USDT,0.045141,0.04515,0.044513,0.044757,430604.0303,19278.5297367648
1662984000,2022-09-12 12:00:00,WOM/USDT,0.044292,0.045993,0.044253,0.045043,626497.2299,27958.1118363062
1662980400,2022-09-12 11:00:00,WOM/USDT,0.044267,0.0445,0.044028,0.044388,545437.1418,24123.6971201865
1662976800,2022-09-12 10:00:00,WOM/USDT,0.044181,0.044397,0.044098,0.04434,349421.0554,15444.9493171798
1662973200,2022-09-12 09:00:00,WOM/USDT,0.044164,0.04435,0.044026,0.044342,363872.5345,16072.980474893
1662969600,2022-09-12 08:00:00,WOM/USDT,0.043868,0.044498,0.04386,0.044138,393245.5514,17375.8386420562
1662966000,2022-09-12 07:00:00,WOM/USDT,0.044173,0.044261,0.04364,0.043877,440585.6152,19326.2443418291
1662962400,2022-09-12 06:00:00,WOM/USDT,0.044923,0.044925,0.043924,0.044133,472182.6635,20909.4476672108
1662958800,2022-09-12 05:00:00,WOM/USDT,0.044687,0.0452,0.044639,0.04497,295907.2526,13313.8967527186
1662955200,2022-09-12 04:00:00,WOM/USDT,0.043988,0.044599,0.043796,0.044578,267682.1137,11792.3588251996
1662951600,2022-09-12 03:00:00,WOM/USDT,0.044112,0.044121,0.043802,0.043895,389180.0697,17099.11251153
1662948000,2022-09-12 02:00:00,WOM/USDT,0.044009,0.044205,0.043817,0.044035,293343.261,12911.4702958392
1662944400,2022-09-12 01:00:00,WOM/USDT,0.043655,0.0439,0.043554,0.0439,330298.3557,14428.6606938008
1662940800,2022-09-12 00:00:00,WOM/USDT,0.04359,0.0438,0.043565,0.043605,363075.0644,15867.4648698822
1662937200,2022-09-11 23:00:00,WOM/USDT,0.043461,0.043789,0.043453,0.043717,521707.4647,22747.7045004084
1662933600,2022-09-11 22:00:00,WOM/USDT,0.043485,0.044004,0.043296,0.043453,1603208.9414,69772.5755171258
1662930000,2022-09-11 21:00:00,WOM/USDT,0.043561,0.043863,0.043477,0.043477,989685.3999,43170.6165987191
1662926400,2022-09-11 20:00:00,WOM/USDT,0.043479,0.043717,0.043408,0.043717,397203.9249,17295.9342419278
1662922800,2022-09-11 19:00:00,WOM/USDT,0.043533,0.04369,0.043383,0.043641,381455.1801,16603.3982235984
1662919200,2022-09-11 18:00:00,WOM/USDT,0.043879,0.043902,0.04346,0.043516,373444.8859,16328.561903045
1662915600,2022-09-11 17:00:00,WOM/USDT,0.043706,0.044105,0.043679,0.043964,423758.0447,18555.9951083796
1662912000,2022-09-11 16:00:00,WOM/USDT,0.043637,0.044205,0.043603,0.043768,513469.2865,22530.2146936291
1662908400,2022-09-11 15:00:00,WOM/USDT,0.043637,0.043645,0.043249,0.043621,458510.9156,19913.9348706107
1662904800,2022-09-11 14:00:00,WOM/USDT,0.04351,0.04373,0.043483,0.043507,433008.9877,18864.5585170286
1662901200,2022-09-11 13:00:00,WOM/USDT,0.043649,0.043761,0.043509,0.043734,436879.603,19064.1653150535
1662897600,2022-09-11 12:00:00,WOM/USDT,0.043881,0.043976,0.043469,0.043726,464685.0233,20310.2758497154
1662894000,2022-09-11 11:00:00,WOM/USDT,0.044461,0.044463,0.043827,0.043879,521031.1009,22948.7317509672
1662890400,2022-09-11 10:00:00,WOM/USDT,0.043211,0.044879,0.043181,0.044577,432434.663,18802.1684120653
1662886800,2022-09-11 09:00:00,WOM/USDT,0.04308,0.043864,0.042955,0.043184,486418.7636,20997.0984930066
1662883200,2022-09-11 08:00:00,WOM/USDT,0.043195,0.043298,0.042966,0.042993,392710.1517,16924.3454458895
1662879600,2022-09-11 07:00:00,WOM/USDT,0.044022,0.044077,0.042949,0.043188,662658.8537,28659.1629123124
1662876000,2022-09-11 06:00:00,WOM/USDT,0.043856,0.044599,0.043856,0.044154,485486.3309,21439.8337764592
1662872400,2022-09-11 05:00:00,WOM/USDT,0.043753,0.044879,0.043753,0.043923,405380.8501,17876.7203771306
1662868800,2022-09-11 04:00:00,WOM/USDT,0.043932,0.044105,0.043702,0.043753,405812.9662,17796.3638715554
1662865200,2022-09-11 03:00:00,WOM/USDT,0.044036,0.044065,0.04375,0.043773,455788.8083,20011.3653576962
1662861600,2022-09-11 02:00:00,WOM/USDT,0.043945,0.044133,0.043934,0.04401,458511.4565,20176.5283623835
1662858000,2022-09-11 01:00:00,WOM/USDT,0.044181,0.044404,0.0439,0.044011,455220.8249,20099.6864075386
1662854400,2022-09-11 00:00:00,WOM/USDT,0.044409,0.044556,0.044116,0.044155,389743.562,17291.3620461831
1662850800,2022-09-10 23:00:00,WOM/USDT,0.04464,0.044735,0.044234,0.044425,420677.5398,18681.6431696753
1662847200,2022-09-10 22:00:00,WOM/USDT,0.044158,0.044879,0.044051,0.04479,606721.6638,26880.9382163708
1662843600,2022-09-10 21:00:00,WOM/USDT,0.044229,0.04435,0.04402,0.044149,1105401.4835,48871.9844259836
1662840000,2022-09-10 20:00:00,WOM/USDT,0.044143,0.044398,0.044134,0.044324,397669.5443,17606.0498249146
1662836400,2022-09-10 19:00:00,WOM/USDT,0.044129,0.044279,0.04396,0.044271,402828.1458,17765.3572975549
1662832800,2022-09-10 18:00:00,WOM/USDT,0.04399,0.044346,0.043919,0.044171,410475.012,18092.2762293462
1662829200,2022-09-10 17:00:00,WOM/USDT,0.043767,0.04428,0.043718,0.044065,449089.8281,19752.3029686719
1662825600,2022-09-10 16:00:00,WOM/USDT,0.044333,0.044335,0.04371,0.043831,459653.7323,20193.0564215107
1662822000,2022-09-10 15:00:00,WOM/USDT,0.043322,0.044337,0.043322,0.044314,618609.3435,27170.2020084214
1662818400,2022-09-10 14:00:00,WOM/USDT,0.043357,0.043571,0.043265,0.043275,452543.1807,19644.3885094937
1662814800,2022-09-10 13:00:00,WOM/USDT,0.043468,0.043598,0.0431,0.043336,471862.3954,20432.3004643306
1662811200,2022-09-10 12:00:00,WOM/USDT,0.043305,0.043598,0.043219,0.043314,474731.0857,20588.1025238103
1662807600,2022-09-10 11:00:00,WOM/USDT,0.04307,0.043668,0.043051,0.043301,423928.7373,18338.653425963
1662804000,2022-09-10 10:00:00,WOM/USDT,0.043161,0.043598,0.04302,0.043075,518461.9419,22383.2904353549
1662800400,2022-09-10 09:00:00,WOM/USDT,0.043249,0.043434,0.043133,0.043161,459958.5363,19886.4655827243
1662796800,2022-09-10 08:00:00,WOM/USDT,0.043145,0.043469,0.043105,0.043241,390092.9061,16870.489798035
1662793200,2022-09-10 07:00:00,WOM/USDT,0.043416,0.04357,0.043149,0.04326,354547.4915,15354.9243741662
1662789600,2022-09-10 06:00:00,WOM/USDT,0.043318,0.043668,0.043172,0.043524,431455.9546,18728.8297533029
1662786000,2022-09-10 05:00:00,WOM/USDT,0.043225,0.043455,0.043115,0.043318,386653.1184,16725.578955056
1662782400,2022-09-10 04:00:00,WOM/USDT,0.043297,0.043524,0.043077,0.043309,399755.0676,17302.8761366015
1662778800,2022-09-10 03:00:00,WOM/USDT,0.043495,0.043616,0.043117,0.043176,418931.6482,18142.0462940817
1662775200,2022-09-10 02:00:00,WOM/USDT,0.044008,0.044016,0.043444,0.043515,451953.225,19719.9556716578
1662771600,2022-09-10 01:00:00,WOM/USDT,0.043988,0.044109,0.043787,0.043822,415758.3362,18275.8587973496
1662768000,2022-09-10 00:00:00,WOM/USDT,0.04382,0.044152,0.043674,0.044152,419941.3175,18483.9619062746
1662764400,2022-09-09 23:00:00,WOM/USDT,0.043649,0.0439,0.04348,0.043662,506624.9235,22141.8820424096
1662760800,2022-09-09 22:00:00,WOM/USDT,0.043279,0.043825,0.043026,0.043595,726460.311,31496.4432954972
1662757200,2022-09-09 21:00:00,WOM/USDT,0.043472,0.043502,0.043,0.043271,941969.1271,40731.7017574207
1662753600,2022-09-09 20:00:00,WOM/USDT,0.043809,0.044105,0.043317,0.043426,449095.6047,19676.0253311609
1662750000,2022-09-09 19:00:00,WOM/USDT,0.043637,0.044399,0.04352,0.043833,679885.2213,29815.7881758605
1662746400,2022-09-09 18:00:00,WOM/USDT,0.043063,0.044087,0.042992,0.043722,611565.6306,26706.735496344
1662742800,2022-09-09 17:00:00,WOM/USDT,0.043406,0.04362,0.04301,0.043047,575861.8426,24978.2632612376
1662739200,2022-09-09 16:00:00,WOM/USDT,0.043808,0.044412,0.0435,0.043608,941686.2786,41379.2712887852
1662735600,2022-09-09 15:00:00,WOM/USDT,0.043885,0.044,0.043718,0.043762,531438.5233,23302.2235138643
1662732000,2022-09-09 14:00:00,WOM/USDT,0.045176,0.045176,0.043645,0.043885,737020.456,32595.9268220105
1662728400,2022-09-09 13:00:00,WOM/USDT,0.04566,0.045662,0.045186,0.045186,718111.4093,32571.6958951481
1662724800,2022-09-09 12:00:00,WOM/USDT,0.04508,0.046041,0.04476,0.045697,651932.7722,29622.0703670375
1662721200,2022-09-09 11:00:00,WOM/USDT,0.04536,0.045702,0.045049,0.045078,638652.3154,29020.8008968993
1662717600,2022-09-09 10:00:00,WOM/USDT,0.045503,0.045717,0.045343,0.045405,601372.2738,27326.3363081476
1662714000,2022-09-09 09:00:00,WOM/USDT,0.046422,0.046457,0.045449,0.045539,746781.3918,34304.4340574572
1662710400,2022-09-09 08:00:00,WOM/USDT,0.047093,0.047093,0.046384,0.046412,614285.8951,28701.58544355
1662706800,2022-09-09 07:00:00,WOM/USDT,0.046638,0.048123,0.046638,0.047094,1091205.8804,51756.0760985227
1662703200,2022-09-09 06:00:00,WOM/USDT,0.047093,0.047093,0.046333,0.046636,651835.0392,30405.6986349026
1662699600,2022-09-09 05:00:00,WOM/USDT,0.045106,0.047099,0.045,0.047099,917609.8651,41742.1960703476
1662696000,2022-09-09 04:00:00,WOM/USDT,0.04459,0.045898,0.044546,0.045099,626140.5337,28134.3662784543
1662692400,2022-09-09 03:00:00,WOM/USDT,0.043766,0.044923,0.043465,0.044688,926349.6941,40460.8911326088
1662688800,2022-09-09 02:00:00,WOM/USDT,0.045881,0.045881,0.043502,0.043739,1106345.8186,49002.549479363
1662685200,2022-09-09 01:00:00,WOM/USDT,0.045317,0.046137,0.045257,0.04584,721588.493,33108.7433045718
1662681600,2022-09-09 00:00:00,WOM/USDT,0.044576,0.045672,0.044489,0.045375,574394.7465,25826.9318455473
1662678000,2022-09-08 23:00:00,WOM/USDT,0.045672,0.04578,0.044341,0.044511,402093.3748,18125.3426146801
1662674400,2022-09-08 22:00:00,WOM/USDT,0.04591,0.046448,0.045661,0.045665,857485.7743,39423.5206397795
1662670800,2022-09-08 21:00:00,WOM/USDT,0.046379,0.047005,0.04574,0.045999,406168.1224,18790.2932035433
1662667200,2022-09-08 20:00:00,WOM/USDT,0.04731,0.048,0.046378,0.046378,445727.6014,20924.4979083774
1662663600,2022-09-08 19:00:00,WOM/USDT,0.047513,0.047799,0.047059,0.047309,329734.9423,15579.0848624634
1662660000,2022-09-08 18:00:00,WOM/USDT,0.048131,0.048136,0.047525,0.047525,294629.116,14110.1008589792
1662656400,2022-09-08 17:00:00,WOM/USDT,0.04853,0.0486,0.048108,0.048112,570638.8944,27511.1716725615
1662652800,2022-09-08 16:00:00,WOM/USDT,0.048708,0.050105,0.048529,0.048534,626981.7687,30561.2104971056
1662649200,2022-09-08 15:00:00,WOM/USDT,0.049448,0.04962,0.048677,0.04871,584863.1985,28673.2607271211
1662645600,2022-09-08 14:00:00,WOM/USDT,0.04987,0.050006,0.049447,0.049447,1314992.8291,65506.5473176008
1662642000,2022-09-08 13:00:00,WOM/USDT,0.049968,0.05034,0.049341,0.04986,1460399.0812,72711.1535967112
1662638400,2022-09-08 12:00:00,WOM/USDT,0.05,0.05058,0.049529,0.049958,1130270.8426,56485.135382164
1662634800,2022-09-08 11:00:00,WOM/USDT,0.050464,0.050595,0.049674,0.049995,682366.4744,34237.9178589467
1662631200,2022-09-08 10:00:00,WOM/USDT,0.052525,0.052526,0.050463,0.050463,654802.7886,33560.8994862138
