https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume TRX
1663545600000,2022-09-19 00:00:00,TRX/EUR,0.06065518,0.06116315,0.06056774,0.06116315,367.5905315,6010.0
1663459200000,2022-09-18 00:00:00,TRX/EUR,0.06221513,0.06274506,0.06064603,0.06064603,8623.291294533015,142190.53241462
1663372800000,2022-09-17 00:00:00,TRX/EUR,0.06121229,0.06256797,0.06110241,0.06222678,8411.039795598374,135167.52426525
1663286400000,2022-09-16 00:00:00,TRX/EUR,0.06058884,0.06212537,0.06049039,0.06122926,13440.066577051963,219503.98513802
1663200000000,2022-09-15 00:00:00,TRX/EUR,0.06176642,0.06264904,0.06052673,0.0612368,18236.52489239357,297803.36157986
1663113600000,2022-09-14 00:00:00,TRX/EUR,0.06086946,0.06182051,0.05988745,0.06173219,16561.119929521017,268273.64993079
1663027200000,2022-09-13 00:00:00,TRX/EUR,0.06304906,0.06309957,0.05794942,0.06087062,9159.591596519806,150476.39725897
1662940800000,2022-09-12 00:00:00,TRX/EUR,0.063781,0.064334,0.06212432,0.06303993,11941.92585991851,189434.31345686
1662854400000,2022-09-11 00:00:00,TRX/EUR,0.06444821,0.06461887,0.06293948,0.06369239,8944.886755140227,140438.86177203
1662768000000,2022-09-10 00:00:00,TRX/EUR,0.06318,0.0644203,0.06265484,0.0644203,8962.917656458862,139131.88321785
1662681600000,2022-09-09 00:00:00,TRX/EUR,0.06120595,0.0634402,0.06095155,0.06307464,10620.689039044744,168382.87208686
1662595200000,2022-09-08 00:00:00,TRX/EUR,0.06183633,0.06354376,0.060211,0.0612322,8376.59752307577,136800.5317966
1662508800000,2022-09-07 00:00:00,TRX/EUR,0.061284,0.06243872,0.06037227,0.06183729,8382.483387700928,135557.09488079
1662422400000,2022-09-06 00:00:00,TRX/EUR,0.06331862,0.06460431,0.06110438,0.06128811,8978.30267931879,146493.38475797
1662336000000,2022-09-05 00:00:00,TRX/EUR,0.06413068,0.06422473,0.0625281,0.06326736,8516.242804439953,134607.20985418
1662249600000,2022-09-04 00:00:00,TRX/EUR,0.06341679,0.06431063,0.06178154,0.06411765,8548.775328777281,133329.51736031
1662163200000,2022-09-03 00:00:00,TRX/EUR,0.06287863,0.06364109,0.06167769,0.06339814,8760.27424766871,138178.7265
1662076800000,2022-09-02 00:00:00,TRX/EUR,0.06356223,0.06420727,0.06169765,0.06287717,8206.998202156265,130524.29366901
1661990400000,2022-09-01 00:00:00,TRX/EUR,0.06310519,0.06386328,0.06169725,0.06357288,14041.93603433707,220879.34405893
1661904000000,2022-08-31 00:00:00,TRX/EUR,0.06643457,0.06643457,0.06177618,0.0631406,8239.869324049969,130500.33297197
1661817600000,2022-08-30 00:00:00,TRX/EUR,0.06329309,0.06835872,0.06206575,0.06467294,18514.54690405857,286279.65427362
1661731200000,2022-08-29 00:00:00,TRX/EUR,0.06178431,0.06366347,0.06137603,0.06328853,8553.287982273412,135147.52171165
1661644800000,2022-08-28 00:00:00,TRX/EUR,0.06303917,0.06387897,0.06172489,0.06175851,8415.456376508797,136263.91531319
1661558400000,2022-08-27 00:00:00,TRX/EUR,0.06179184,0.06358141,0.06142004,0.06315576,8839.297266355585,139960.27070778
1661472000000,2022-08-26 00:00:00,TRX/EUR,0.06565271,0.06658771,0.06149856,0.0617777,8559.09466226318,138546.67076086
1661385600000,2022-08-25 00:00:00,TRX/EUR,0.06502387,0.0669199,0.06475213,0.06571258,8888.379065826075,135261.4532229
1661299200000,2022-08-24 00:00:00,TRX/EUR,0.06658805,0.06906465,0.06473114,0.06497603,10659.664449922608,164055.33625127
1661212800000,2022-08-23 00:00:00,TRX/EUR,0.06600327,0.06889017,0.06509649,0.06646515,12580.771432751977,189283.72888276
1661126400000,2022-08-22 00:00:00,TRX/EUR,0.06568815,0.06582215,0.06543081,0.06566166,440.5897386,6710.0
1661040000000,2022-08-21 00:00:00,TRX/EUR,0.06553927,0.06612332,0.06389353,0.06566185,15948.064924953795,242881.7483052
1660953600000,2022-08-20 00:00:00,TRX/EUR,0.06375147,0.06563534,0.06375147,0.06554683,8909.477612786066,135925.3775169
1660867200000,2022-08-19 00:00:00,TRX/EUR,0.06675559,0.06692861,0.06340569,0.06383389,9382.474500702756,146982.65295602
1660780800000,2022-08-18 00:00:00,TRX/EUR,0.06709964,0.0678286,0.0654368,0.0667871,9357.27999499225,140106.09825838
1660694400000,2022-08-17 00:00:00,TRX/EUR,0.06855158,0.06978563,0.06582606,0.06708846,9402.594863595046,140152.19403747
1660608000000,2022-08-16 00:00:00,TRX/EUR,0.06769017,0.06924846,0.06726014,0.06855815,10358.778751017868,151094.78232738
1660521600000,2022-08-15 00:00:00,TRX/EUR,0.06859752,0.06945292,0.06651573,0.06758316,9728.399420505868,143947.09304072
1660435200000,2022-08-14 00:00:00,TRX/EUR,0.06833507,0.07049144,0.068284,0.0686288,16253.179635803826,236827.39077186
1660348800000,2022-08-13 00:00:00,TRX/EUR,0.06863485,0.06937951,0.06779317,0.06840637,9526.61773580764,139265.06750479
1660262400000,2022-08-12 00:00:00,TRX/EUR,0.068109,0.06883973,0.06765237,0.06864131,9806.008069774283,142858.69645807
1660176000000,2022-08-11 00:00:00,TRX/EUR,0.06831236,0.07302765,0.06659705,0.068247,10456.723716652836,153218.80400095
1660089600000,2022-08-10 00:00:00,TRX/EUR,0.06747,0.07208532,0.06423525,0.06836032,11156.648582442807,163203.57456552
1660003200000,2022-08-09 00:00:00,TRX/EUR,0.06869351,0.06955006,0.06841135,0.06875855,478.559508,6960.0
1659916800000,2022-08-08 00:00:00,TRX/EUR,0.06844439,0.06972003,0.06799871,0.06875158,12264.418331419725,178387.4396984
1659830400000,2022-08-07 00:00:00,TRX/EUR,0.06816454,0.06948032,0.06774135,0.06850435,11024.132607375994,160926.02305366
1659744000000,2022-08-06 00:00:00,TRX/EUR,0.06798717,0.06951643,0.06781682,0.06848409,16161.743833757664,235992.67850033
1659657600000,2022-08-05 00:00:00,TRX/EUR,0.06728268,0.06932036,0.06653152,0.0681492,14646.915637909942,214924.24911679
1659571200000,2022-08-04 00:00:00,TRX/EUR,0.06674962,0.06789181,0.066215,0.06720956,13996.680855672943,208254.31464918
1659484800000,2022-08-03 00:00:00,TRX/EUR,0.0672039,0.06814352,0.06618006,0.066751,11528.301805822022,172706.05392911
1659398400000,2022-08-02 00:00:00,TRX/EUR,0.06802293,0.06860299,0.06623305,0.06722532,9177.27362441711,136515.13483933
1659312000000,2022-08-01 00:00:00,TRX/EUR,0.06745863,0.06970991,0.0665568,0.06821685,9308.986322347397,136461.68538048
1659225600000,2022-07-31 00:00:00,TRX/EUR,0.06758978,0.06932903,0.06734752,0.06744867,9473.967778733175,140461.89166863
1659139200000,2022-07-30 00:00:00,TRX/EUR,0.06836983,0.06964223,0.0674333,0.06763004,10689.825592633833,158063.27473167
1659052800000,2022-07-29 00:00:00,TRX/EUR,0.06836403,0.07019781,0.06707934,0.06823292,10348.016184616155,151657.23795224
1658966400000,2022-07-28 00:00:00,TRX/EUR,0.06735596,0.06908734,0.06653325,0.06838429,9331.130482568296,136451.37622352
1658880000000,2022-07-27 00:00:00,TRX/EUR,0.06455577,0.06776663,0.06372935,0.06730318,9205.079084105628,136770.34404772
1658793600000,2022-07-26 00:00:00,TRX/EUR,0.06235085,0.06475739,0.061,0.06453266,8905.968206651958,138007.14563218
1658707200000,2022-07-25 00:00:00,TRX/EUR,0.0654501,0.06599543,0.0623434,0.0623434,8624.07048303709,138331.73171558
1658620800000,2022-07-24 00:00:00,TRX/EUR,0.06547637,0.06658599,0.06529503,0.06557969,8965.702766333829,136714.62561555
1658534400000,2022-07-23 00:00:00,TRX/EUR,0.06564336,0.06762119,0.06476511,0.06532341,8780.949135079369,134422.6998419
1658448000000,2022-07-22 00:00:00,TRX/EUR,0.06655176,0.06865282,0.0652692,0.06569326,9231.252952438303,140520.54887272
1658361600000,2022-07-21 00:00:00,TRX/EUR,0.06631086,0.06743571,0.06509972,0.06660725,9211.188864644913,138291.08489909
1658275200000,2022-07-20 00:00:00,TRX/EUR,0.06790178,0.06872918,0.06622335,0.06625776,15419.775987619325,232724.07620812
1658188800000,2022-07-19 00:00:00,TRX/EUR,0.0678457,0.07003213,0.06611706,0.06779542,11128.941188804285,164154.76427175
1658102400000,2022-07-18 00:00:00,TRX/EUR,0.06668768,0.07073502,0.06635337,0.0678598,9563.240798944451,140926.45128551
1658016000000,2022-07-17 00:00:00,TRX/EUR,0.06843481,0.06874097,0.06639753,0.06677748,9284.002186536842,139028.93889582
1657929600000,2022-07-16 00:00:00,TRX/EUR,0.06662668,0.06874647,0.06551167,0.06833286,11954.499771006189,174945.11090281
1657843200000,2022-07-15 00:00:00,TRX/EUR,0.06653578,0.06813937,0.0651978,0.06646801,17201.181073849555,258788.8681164
1657756800000,2022-07-14 00:00:00,TRX/EUR,0.06596961,0.06734246,0.06429537,0.06654384,9176.255531267501,137897.8960527
1657670400000,2022-07-13 00:00:00,TRX/EUR,0.06433007,0.06601983,0.06351874,0.06599276,7853.593670218966,119006.89818427
1657584000000,2022-07-12 00:00:00,TRX/EUR,0.06443831,0.06648216,0.06410976,0.06439022,34762.95488330272,539879.42397623
1657497600000,2022-07-11 00:00:00,TRX/EUR,0.06647145,0.06770797,0.06411871,0.06445525,5663.1443941541265,87861.64655562
1657411200000,2022-07-10 00:00:00,TRX/EUR,0.06854078,0.06883472,0.06822003,0.06839415,215.4415725,3150.0
1657324800000,2022-07-09 00:00:00,TRX/EUR,0.06771771,0.070098,0.06546089,0.06850856,4630.650447890526,67592.28989619
1657238400000,2022-07-08 00:00:00,TRX/EUR,0.06749652,0.06848888,0.06514316,0.06762366,5367.932875287535,79379.50822667
1657152000000,2022-07-07 00:00:00,TRX/EUR,0.06658188,0.06771774,0.06116681,0.0674709,4514.762304362083,66914.21493358
1657065600000,2022-07-06 00:00:00,TRX/EUR,0.06634288,0.06799999,0.06203931,0.06629423,17769.12230666045,268034.22117823
1656979200000,2022-07-05 00:00:00,TRX/EUR,0.06452593,0.066668,0.053,0.06654336,11000.383045454182,165311.50584302
1656892800000,2022-07-04 00:00:00,TRX/EUR,0.06317002,0.06836312,0.05823718,0.06441898,4645.31960178926,72111.0393519
1656806400000,2022-07-03 00:00:00,TRX/EUR,0.06200672,0.06359353,0.05994535,0.06347441,1451.9098049496392,22873.93935524
1656720000000,2022-07-02 00:00:00,TRX/EUR,0.06238681,0.06451822,0.05719875,0.06202112,2472.5811496266256,39866.76070388
1656633600000,2022-07-01 00:00:00,TRX/EUR,0.06176377,0.06337053,0.06164052,0.06243919,3613.6349087346703,57874.46808222
1656547200000,2022-06-30 00:00:00,TRX/EUR,0.06196443,0.06567795,0.05965038,0.0616479,3426.664926771572,55584.45505478
1656460800000,2022-06-29 00:00:00,TRX/EUR,0.06250941,0.06316058,0.06128975,0.06197682,8873.104145444006,143168.10939064
1656374400000,2022-06-28 00:00:00,TRX/EUR,0.06324537,0.06336388,0.06271903,0.06277304,35.7806328,570.0
1656288000000,2022-06-27 00:00:00,TRX/EUR,0.06158556,0.06633932,0.06153823,0.06337428,7848.023269822617,123836.09359858
1656201600000,2022-06-26 00:00:00,TRX/EUR,0.06137933,0.06244132,0.06075336,0.06153637,1403.4454615748984,22806.76389548
1656115200000,2022-06-25 00:00:00,TRX/EUR,0.06235584,0.06277653,0.06035065,0.0614375,669.0383108772807,10889.73852903
1656028800000,2022-06-24 00:00:00,TRX/EUR,0.06059823,0.06306893,0.05732283,0.0623698,2705.3458354473464,43375.8940296
