https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MARSH,Volume USDT
1663128000,2022-09-14 04:00:00,MARSH/USDT,0.0665,0.0666,0.0661,0.0665,52951.8784,3515.23882464
1663124400,2022-09-14 03:00:00,MARSH/USDT,0.0662,0.0666,0.0662,0.0666,42620.5622,2831.45166638
1663120800,2022-09-14 02:00:00,MARSH/USDT,0.0664,0.0667,0.0662,0.0663,53897.303,3576.98479299
1663117200,2022-09-14 01:00:00,MARSH/USDT,0.0664,0.0668,0.0662,0.0663,142447.9564,9463.07753261
1663113600,2022-09-14 00:00:00,MARSH/USDT,0.0665,0.0668,0.0662,0.0664,173489.9431,11538.27428995
1663110000,2022-09-13 23:00:00,MARSH/USDT,0.0664,0.0668,0.0662,0.0665,99938.0955,6648.4482155
1663106400,2022-09-13 22:00:00,MARSH/USDT,0.0666,0.067,0.0662,0.0666,100345.7139,6664.74879974
1663102800,2022-09-13 21:00:00,MARSH/USDT,0.0663,0.067,0.0662,0.0665,56343.047,3740.8079294
1663099200,2022-09-13 20:00:00,MARSH/USDT,0.0663,0.0668,0.0662,0.0668,148823.9659,9876.666499
1663095600,2022-09-13 19:00:00,MARSH/USDT,0.0667,0.0668,0.0662,0.0663,174912.2578,11602.73048461
1663092000,2022-09-13 18:00:00,MARSH/USDT,0.0681,0.0685,0.0662,0.0667,172202.8967,11603.76320319
1663088400,2022-09-13 17:00:00,MARSH/USDT,0.0673,0.0691,0.0671,0.0681,99765.1524,6727.82672776
1663084800,2022-09-13 16:00:00,MARSH/USDT,0.0669,0.0675,0.0667,0.0674,57871.466,3894.45750007
1663081200,2022-09-13 15:00:00,MARSH/USDT,0.0666,0.0675,0.066,0.0672,72336.1827,4813.85250979
1663077600,2022-09-13 14:00:00,MARSH/USDT,0.0662,0.0692,0.066,0.0666,102125.0045,6867.99281724
1663074000,2022-09-13 13:00:00,MARSH/USDT,0.0673,0.069,0.066,0.0663,114441.7769,7636.46448817
1663070400,2022-09-13 12:00:00,MARSH/USDT,0.0678,0.0698,0.0667,0.0668,208496.9648,14193.2485265
1663066800,2022-09-13 11:00:00,MARSH/USDT,0.0672,0.0681,0.067,0.0678,123386.213,8338.04304209
1663063200,2022-09-13 10:00:00,MARSH/USDT,0.0676,0.068,0.067,0.0676,48996.0632,3310.78564626
1663059600,2022-09-13 09:00:00,MARSH/USDT,0.0677,0.0682,0.067,0.0682,60903.772,4116.85278974
1663056000,2022-09-13 08:00:00,MARSH/USDT,0.0677,0.0681,0.067,0.0678,89267.6458,6020.59818497
1663052400,2022-09-13 07:00:00,MARSH/USDT,0.0676,0.0679,0.0671,0.0677,44744.3106,3017.41341776
1663048800,2022-09-13 06:00:00,MARSH/USDT,0.0677,0.0682,0.0671,0.0682,60892.4296,4114.31538478
1663045200,2022-09-13 05:00:00,MARSH/USDT,0.0674,0.068,0.0671,0.0674,46607.6325,3142.26185651
1663041600,2022-09-13 04:00:00,MARSH/USDT,0.068,0.068,0.0672,0.0673,53556.8662,3619.39343989
1663038000,2022-09-13 03:00:00,MARSH/USDT,0.0672,0.0681,0.0672,0.0677,145465.2909,9847.78806151
1663034400,2022-09-13 02:00:00,MARSH/USDT,0.0672,0.0678,0.067,0.0673,197669.6804,13324.30803174
1663030800,2022-09-13 01:00:00,MARSH/USDT,0.0675,0.0678,0.067,0.0672,178222.1055,12018.32059242
1663027200,2022-09-13 00:00:00,MARSH/USDT,0.0673,0.0677,0.067,0.0674,66785.8115,4495.71481184
1663023600,2022-09-12 23:00:00,MARSH/USDT,0.0673,0.0681,0.0671,0.0673,76224.8436,5148.72455064
1663020000,2022-09-12 22:00:00,MARSH/USDT,0.0676,0.0677,0.0672,0.0677,62968.5816,4248.08089281
1663016400,2022-09-12 21:00:00,MARSH/USDT,0.0675,0.0681,0.067,0.0673,71603.9486,4829.41352425
1663012800,2022-09-12 20:00:00,MARSH/USDT,0.0673,0.0687,0.067,0.0673,77605.712,5232.42053226
1663009200,2022-09-12 19:00:00,MARSH/USDT,0.0673,0.0678,0.067,0.0672,83607.5017,5632.6692797
1663005600,2022-09-12 18:00:00,MARSH/USDT,0.0673,0.0678,0.067,0.0673,71964.193,4842.7584844
1663002000,2022-09-12 17:00:00,MARSH/USDT,0.0674,0.0677,0.067,0.0673,77794.2729,5236.63218396
1662998400,2022-09-12 16:00:00,MARSH/USDT,0.0678,0.0679,0.067,0.0673,76766.5297,5171.00237998
1662994800,2022-09-12 15:00:00,MARSH/USDT,0.0673,0.0678,0.0672,0.0676,77612.4223,5233.34534031
1662991200,2022-09-12 14:00:00,MARSH/USDT,0.0681,0.0684,0.067,0.0673,105231.9574,7149.91096797
1662987600,2022-09-12 13:00:00,MARSH/USDT,0.0685,0.0688,0.0677,0.0681,78099.5457,5330.59361199
1662984000,2022-09-12 12:00:00,MARSH/USDT,0.0686,0.069,0.0677,0.0686,87266.8538,5956.39007387
1662980400,2022-09-12 11:00:00,MARSH/USDT,0.0688,0.0692,0.0685,0.0686,41427.2876,2852.90640326
1662976800,2022-09-12 10:00:00,MARSH/USDT,0.0683,0.0694,0.0677,0.0686,82436.3089,5631.98688841
1662973200,2022-09-12 09:00:00,MARSH/USDT,0.0695,0.0697,0.0677,0.0682,61724.8748,4234.57687111
1662969600,2022-09-12 08:00:00,MARSH/USDT,0.0675,0.0708,0.0674,0.0695,120104.1616,8292.61590862
1662966000,2022-09-12 07:00:00,MARSH/USDT,0.068,0.0683,0.0672,0.0675,9179.7145,620.53129147
1662962400,2022-09-12 06:00:00,MARSH/USDT,0.0678,0.0685,0.0672,0.068,8599.9901,583.14598174
1662958800,2022-09-12 05:00:00,MARSH/USDT,0.0678,0.068,0.0676,0.0678,6626.8559,449.31529052
1662955200,2022-09-12 04:00:00,MARSH/USDT,0.0689,0.069,0.0672,0.0678,31259.4532,2137.40708326
1662951600,2022-09-12 03:00:00,MARSH/USDT,0.069,0.0707,0.0685,0.0687,28646.6048,1976.99935939
1662948000,2022-09-12 02:00:00,MARSH/USDT,0.0687,0.0696,0.0687,0.069,7878.5463,543.15403198
1662944400,2022-09-12 01:00:00,MARSH/USDT,0.0688,0.0689,0.0685,0.0689,20542.079,1413.22043846
1662940800,2022-09-12 00:00:00,MARSH/USDT,0.0674,0.0713,0.0673,0.0685,70174.3788,4836.78351997
1662937200,2022-09-11 23:00:00,MARSH/USDT,0.0676,0.0677,0.0673,0.0674,12455.8066,839.8143076
1662933600,2022-09-11 22:00:00,MARSH/USDT,0.0675,0.0676,0.0673,0.0674,4904.852,330.59331594
1662930000,2022-09-11 21:00:00,MARSH/USDT,0.0672,0.0677,0.0671,0.0674,13050.6987,879.97540678
1662926400,2022-09-11 20:00:00,MARSH/USDT,0.0672,0.0674,0.067,0.0672,128234.3088,8620.36188496
1662922800,2022-09-11 19:00:00,MARSH/USDT,0.0675,0.0675,0.067,0.0673,197819.7306,13308.1600328
1662919200,2022-09-11 18:00:00,MARSH/USDT,0.0673,0.0676,0.0669,0.0675,139283.8485,9369.56499108
1662915600,2022-09-11 17:00:00,MARSH/USDT,0.0672,0.0681,0.0668,0.0673,89081.6714,5995.69582184
1662912000,2022-09-11 16:00:00,MARSH/USDT,0.0672,0.0675,0.067,0.0672,52151.7176,3506.58422031
1662908400,2022-09-11 15:00:00,MARSH/USDT,0.0679,0.0679,0.067,0.0672,40040.494,2704.3267193
1662904800,2022-09-11 14:00:00,MARSH/USDT,0.0681,0.0684,0.0674,0.0677,58053.2105,3946.7298608
1662901200,2022-09-11 13:00:00,MARSH/USDT,0.068,0.0685,0.0676,0.068,79828.3782,5441.68813821
1662897600,2022-09-11 12:00:00,MARSH/USDT,0.0686,0.0686,0.068,0.0682,195984.8303,13402.76355445
1662894000,2022-09-11 11:00:00,MARSH/USDT,0.0685,0.0699,0.0682,0.0686,172015.4848,11801.88402307
1662890400,2022-09-11 10:00:00,MARSH/USDT,0.0683,0.0688,0.0682,0.0685,47250.2882,3237.11184255
1662886800,2022-09-11 09:00:00,MARSH/USDT,0.0681,0.0686,0.068,0.0683,38974.8328,2661.92840114
1662883200,2022-09-11 08:00:00,MARSH/USDT,0.0685,0.069,0.068,0.0684,35449.0524,2425.83913601
1662879600,2022-09-11 07:00:00,MARSH/USDT,0.0668,0.0695,0.0668,0.0686,48195.994,3250.01338066
1662876000,2022-09-11 06:00:00,MARSH/USDT,0.067,0.0673,0.0668,0.0673,9364.1929,629.17752975
1662872400,2022-09-11 05:00:00,MARSH/USDT,0.0668,0.0673,0.0668,0.0668,11763.0396,786.09645702
1662868800,2022-09-11 04:00:00,MARSH/USDT,0.067,0.0673,0.0667,0.0667,2032.2832,136.11799478
1662865200,2022-09-11 03:00:00,MARSH/USDT,0.0665,0.0672,0.0665,0.0669,1812.4803,121.17905386
1662861600,2022-09-11 02:00:00,MARSH/USDT,0.0666,0.0667,0.0664,0.0667,1177.5727,78.41351617
1662858000,2022-09-11 01:00:00,MARSH/USDT,0.0665,0.0669,0.0664,0.0667,4455.4904,296.83798827
1662854400,2022-09-11 00:00:00,MARSH/USDT,0.0664,0.0669,0.0664,0.0665,14139.8338,939.37117266
1662850800,2022-09-10 23:00:00,MARSH/USDT,0.0664,0.0668,0.0664,0.0665,2026.5605,134.97914804
1662847200,2022-09-10 22:00:00,MARSH/USDT,0.0664,0.0669,0.0664,0.0668,868.5037,57.84118173
1662843600,2022-09-10 21:00:00,MARSH/USDT,0.0669,0.0674,0.0658,0.0667,20527.6433,1366.42715189
1662840000,2022-09-10 20:00:00,MARSH/USDT,0.0671,0.0674,0.066,0.0673,6306.6363,418.48726994
1662836400,2022-09-10 19:00:00,MARSH/USDT,0.0675,0.0678,0.067,0.0673,2843.3015,192.20756232
1662832800,2022-09-10 18:00:00,MARSH/USDT,0.0679,0.0679,0.0665,0.0674,13124.82,877.12386814
1662829200,2022-09-10 17:00:00,MARSH/USDT,0.0678,0.0684,0.0662,0.0679,1765.9534,118.15927727
1662825600,2022-09-10 16:00:00,MARSH/USDT,0.0673,0.0678,0.0671,0.0674,1030.2832,69.38639406
1662822000,2022-09-10 15:00:00,MARSH/USDT,0.0685,0.0685,0.067,0.0673,15067.06,1016.45709939
1662818400,2022-09-10 14:00:00,MARSH/USDT,0.068,0.0685,0.0675,0.0681,3838.7872,260.08107267
1662814800,2022-09-10 13:00:00,MARSH/USDT,0.0679,0.0704,0.0679,0.068,8451.7433,589.41408779
1662811200,2022-09-10 12:00:00,MARSH/USDT,0.0684,0.0685,0.0675,0.0675,8938.8479,605.27641478
1662807600,2022-09-10 11:00:00,MARSH/USDT,0.0683,0.0687,0.068,0.0687,2294.7826,157.02051489
1662804000,2022-09-10 10:00:00,MARSH/USDT,0.0679,0.0683,0.0679,0.0682,1624.0496,110.4774327
1662800400,2022-09-10 09:00:00,MARSH/USDT,0.0681,0.0683,0.0677,0.0678,1204.4965,81.81107591
1662796800,2022-09-10 08:00:00,MARSH/USDT,0.0684,0.0685,0.0676,0.0676,3600.6782,244.93055563
1662793200,2022-09-10 07:00:00,MARSH/USDT,0.0682,0.0684,0.0676,0.0683,4692.7621,319.51810654
1662789600,2022-09-10 06:00:00,MARSH/USDT,0.0676,0.0687,0.0676,0.0683,1467.1091,100.20071721
1662786000,2022-09-10 05:00:00,MARSH/USDT,0.0679,0.0684,0.0676,0.0682,2196.9981,149.1397786
1662782400,2022-09-10 04:00:00,MARSH/USDT,0.0682,0.0688,0.0675,0.0675,4742.0662,323.22601651
1662778800,2022-09-10 03:00:00,MARSH/USDT,0.0672,0.0687,0.067,0.0681,5053.7212,341.31441992
1662775200,2022-09-10 02:00:00,MARSH/USDT,0.0674,0.0698,0.0668,0.0669,3401.7672,231.66888801
1662771600,2022-09-10 01:00:00,MARSH/USDT,0.0672,0.0681,0.0672,0.0674,1040.4548,70.08395383
1662768000,2022-09-10 00:00:00,MARSH/USDT,0.0667,0.0679,0.0664,0.0673,4035.7084,270.38721805
1662764400,2022-09-09 23:00:00,MARSH/USDT,0.0668,0.0668,0.0666,0.0666,1688.8154,112.70358961
1662760800,2022-09-09 22:00:00,MARSH/USDT,0.0667,0.067,0.0664,0.0669,1997.7512,133.28860616
1662757200,2022-09-09 21:00:00,MARSH/USDT,0.0667,0.0672,0.0665,0.0669,2452.8408,163.85940595
1662753600,2022-09-09 20:00:00,MARSH/USDT,0.0666,0.0672,0.066,0.0672,10028.096,667.11458457
1662750000,2022-09-09 19:00:00,MARSH/USDT,0.066,0.0677,0.066,0.0663,70516.7615,4714.68191185
1662746400,2022-09-09 18:00:00,MARSH/USDT,0.0665,0.0676,0.0657,0.0657,6636.4851,442.82596585
1662742800,2022-09-09 17:00:00,MARSH/USDT,0.0663,0.0679,0.0657,0.0664,15539.8627,1022.40182811
1662739200,2022-09-09 16:00:00,MARSH/USDT,0.0665,0.0666,0.0657,0.0657,65896.0893,4363.85615304
1662735600,2022-09-09 15:00:00,MARSH/USDT,0.0661,0.0694,0.0656,0.0664,202100.59,13657.14009361
1662732000,2022-09-09 14:00:00,MARSH/USDT,0.0659,0.0686,0.0653,0.066,93945.5155,6221.51479142
1662728400,2022-09-09 13:00:00,MARSH/USDT,0.0686,0.0692,0.065,0.0662,304129.7753,20141.29227325
1662724800,2022-09-09 12:00:00,MARSH/USDT,0.0698,0.07,0.0676,0.0691,146498.2867,10052.22187464
1662721200,2022-09-09 11:00:00,MARSH/USDT,0.0691,0.0705,0.068,0.0698,53879.3149,3753.92626512
1662717600,2022-09-09 10:00:00,MARSH/USDT,0.0706,0.0715,0.0685,0.0688,73397.4786,5120.85624075
1662714000,2022-09-09 09:00:00,MARSH/USDT,0.0707,0.073,0.0691,0.0707,351289.6376,24740.60348365
1662710400,2022-09-09 08:00:00,MARSH/USDT,0.0712,0.075,0.0703,0.0713,188582.044,13765.82877057
1662706800,2022-09-09 07:00:00,MARSH/USDT,0.0722,0.0738,0.0712,0.0712,48482.3835,3514.72168286
1662703200,2022-09-09 06:00:00,MARSH/USDT,0.0716,0.0726,0.0715,0.072,633.073,45.62388368
1662699600,2022-09-09 05:00:00,MARSH/USDT,0.0705,0.0736,0.0699,0.0721,20728.2163,1513.25423426
1662696000,2022-09-09 04:00:00,MARSH/USDT,0.0699,0.0727,0.0698,0.0704,11625.3752,837.75256109
1662692400,2022-09-09 03:00:00,MARSH/USDT,0.0686,0.0698,0.0681,0.0698,9648.3426,665.33642449
1662688800,2022-09-09 02:00:00,MARSH/USDT,0.069,0.0691,0.0681,0.0684,10933.3903,747.77711117
1662685200,2022-09-09 01:00:00,MARSH/USDT,0.0694,0.0698,0.068,0.0691,12562.4306,856.24029157
1662681600,2022-09-09 00:00:00,MARSH/USDT,0.0704,0.0705,0.0683,0.0698,12018.7761,831.52018344
1662678000,2022-09-08 23:00:00,MARSH/USDT,0.0688,0.072,0.0688,0.0702,35712.5364,2472.13583433
1662674400,2022-09-08 22:00:00,MARSH/USDT,0.0702,0.0705,0.0682,0.0688,178747.3131,12388.96543176
1662670800,2022-09-08 21:00:00,MARSH/USDT,0.0708,0.072,0.0688,0.0706,135958.5568,9604.80207551
1662667200,2022-09-08 20:00:00,MARSH/USDT,0.074,0.074,0.0692,0.0709,170714.0502,12165.10731338
1662663600,2022-09-08 19:00:00,MARSH/USDT,0.0726,0.0771,0.0703,0.0738,164801.5749,12007.08459324
1662660000,2022-09-08 18:00:00,MARSH/USDT,0.0646,0.0771,0.0646,0.0734,1176937.0057,84656.48049013
1662656400,2022-09-08 17:00:00,MARSH/USDT,0.0642,0.065,0.0633,0.0647,170921.7963,11002.15867592
1662652800,2022-09-08 16:00:00,MARSH/USDT,0.0646,0.0651,0.064,0.0642,159430.2095,10280.11623762
1662649200,2022-09-08 15:00:00,MARSH/USDT,0.0642,0.0652,0.0636,0.0651,45016.0916,2902.00960356
1662645600,2022-09-08 14:00:00,MARSH/USDT,0.0644,0.0646,0.0633,0.0644,159283.4086,10208.53747543
1662642000,2022-09-08 13:00:00,MARSH/USDT,0.065,0.0655,0.0634,0.0644,133398.1858,8598.6877395
1662638400,2022-09-08 12:00:00,MARSH/USDT,0.0643,0.0659,0.0635,0.0652,65260.2998,4229.7777632
1662634800,2022-09-08 11:00:00,MARSH/USDT,0.0643,0.0659,0.0637,0.0645,112816.3517,7282.05991982
1662631200,2022-09-08 10:00:00,MARSH/USDT,0.0641,0.065,0.064,0.0647,84434.4364,5449.1000963
1662627600,2022-09-08 09:00:00,MARSH/USDT,0.0644,0.0657,0.0636,0.0642,77818.7139,5043.39839238
1662624000,2022-09-08 08:00:00,MARSH/USDT,0.0647,0.0655,0.0638,0.0644,146585.6737,9442.28569872
