https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DYP,Volume ETH
1663459200,2022-09-18 00:00:00,DYP/ETH,0.00012809,0.00012822,0.00012738,0.0001281,315.0271,0.040258052539
1663455600,2022-09-17 23:00:00,DYP/ETH,0.00012796,0.00012796,0.00012705,0.00012757,890.8803,0.113634139235
1663452000,2022-09-17 22:00:00,DYP/ETH,0.00012831,0.00012962,0.00012438,0.00012796,4985.8344,0.636235600326
1663448400,2022-09-17 21:00:00,DYP/ETH,0.00012686,0.00013009,0.00012686,0.00012931,1763.542,0.225993334708
1663444800,2022-09-17 20:00:00,DYP/ETH,0.00012638,0.00012646,0.00012638,0.00012646,91.1915,0.01152783161
1663441200,2022-09-17 19:00:00,DYP/ETH,0.00012559,0.00012658,0.00012559,0.00012658,1514.1298,0.191209156474
1663437600,2022-09-17 18:00:00,DYP/ETH,0.00012501,0.00012584,0.00012483,0.00012584,485.3375,0.060835872768
1663434000,2022-09-17 17:00:00,DYP/ETH,0.00012423,0.00012523,0.00012279,0.00012523,382.6439,0.047604191578
1663430400,2022-09-17 16:00:00,DYP/ETH,0.00012499,0.00012521,0.00012215,0.0001241,5455.7776,0.676454855954
1663426800,2022-09-17 15:00:00,DYP/ETH,0.00012376,0.00012488,0.00012332,0.00012456,1008.9737,0.125438641429
1663423200,2022-09-17 14:00:00,DYP/ETH,0.00012529,0.00012529,0.00012405,0.00012405,710.884,0.088737767844
1663419600,2022-09-17 13:00:00,DYP/ETH,0.00012567,0.00012567,0.00012423,0.00012517,521.1623,0.064980693011
1663416000,2022-09-17 12:00:00,DYP/ETH,0.00012511,0.00012684,0.00012381,0.00012567,1951.8605,0.244158177385
1663412400,2022-09-17 11:00:00,DYP/ETH,0.00012606,0.00012669,0.00012532,0.00012549,799.3604,0.100506189504
1663408800,2022-09-17 10:00:00,DYP/ETH,0.00012322,0.00012693,0.00012251,0.00012606,7910.3306,0.98432878033
1663405200,2022-09-17 09:00:00,DYP/ETH,0.00012373,0.00012373,0.00012151,0.00012334,11015.0661,1.355004745151
1663401600,2022-09-17 08:00:00,DYP/ETH,0.00012409,0.00012458,0.00012361,0.00012361,187.7413,0.023291243835
1663398000,2022-09-17 07:00:00,DYP/ETH,0.00012486,0.00012486,0.00012343,0.00012384,1105.4888,0.137116009487
1663394400,2022-09-17 06:00:00,DYP/ETH,0.00012489,0.00012497,0.00012476,0.00012497,218.4949,0.027281130025
1663390800,2022-09-17 05:00:00,DYP/ETH,0.00012582,0.00012595,0.00012489,0.00012489,496.3711,0.062307759875
1663387200,2022-09-17 04:00:00,DYP/ETH,0.00012601,0.00012601,0.00012487,0.00012585,758.0962,0.094927920354
1663383600,2022-09-17 03:00:00,DYP/ETH,0.00012585,0.00012623,0.00012439,0.00012623,1632.7521,0.204105018537
1663380000,2022-09-17 02:00:00,DYP/ETH,0.00012509,0.00012572,0.00012509,0.00012552,456.4538,0.057295343866
1663376400,2022-09-17 01:00:00,DYP/ETH,0.00012543,0.00012568,0.00012543,0.00012543,445.6913,0.055931456815
1663372800,2022-09-17 00:00:00,DYP/ETH,0.00012521,0.00012539,0.00012478,0.00012503,2478.599,0.310326901491
1663369200,2022-09-16 23:00:00,DYP/ETH,0.00012513,0.00012592,0.00012486,0.0001258,239.5453,0.030025354322
1663365600,2022-09-16 22:00:00,DYP/ETH,0.0001216,0.00012513,0.00012128,0.00012513,4936.3851,0.606861714631
