https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume R,Volume USDT
1663459200,2022-09-18 00:00:00,R/USDT,0.000919,0.000973,0.000919,0.000971,4724727.8519,4503.0173666726
1663372800,2022-09-17 00:00:00,R/USDT,0.000889,0.000932,0.00087,0.000923,96957682.8042,86460.749276655
1663286400,2022-09-16 00:00:00,R/USDT,0.000885,0.000905,0.000867,0.00089,73559838.8526,65158.4039403556
1663200000,2022-09-15 00:00:00,R/USDT,0.000947,0.000975,0.000867,0.00089,82827244.5269,75270.8296935426
1663113600,2022-09-14 00:00:00,R/USDT,0.000903,0.000999,0.000876,0.000946,107673611.5042,97519.095356199
1663027200,2022-09-13 00:00:00,R/USDT,0.000947,0.000974,0.000872,0.000908,83084200.3154,76648.617242907
1662940800,2022-09-12 00:00:00,R/USDT,0.000996,0.001047,0.000929,0.000946,66853066.2658,65264.588842533
1662854400,2022-09-11 00:00:00,R/USDT,0.000959,0.001101,0.00092,0.000995,128164147.9128,128221.0269924834
1662768000,2022-09-10 00:00:00,R/USDT,0.000947,0.001017,0.000875,0.000959,100321820.3152,93455.9290446853
1662681600,2022-09-09 00:00:00,R/USDT,0.000885,0.000959,0.000878,0.000948,71829978.3091,65680.4834552612
1662595200,2022-09-08 00:00:00,R/USDT,0.000892,0.000942,0.00087,0.000902,99109116.977,88687.9359069011
1662508800,2022-09-07 00:00:00,R/USDT,0.000851,0.000937,0.000848,0.000891,85040657.9773,75549.0703235859
1662422400,2022-09-06 00:00:00,R/USDT,0.00092,0.000927,0.000841,0.00085,75404878.3517,67989.2245569903
1662336000,2022-09-05 00:00:00,R/USDT,0.00096,0.000962,0.000903,0.000912,91587250.9689,85305.8577460944
1662249600,2022-09-04 00:00:00,R/USDT,0.000926,0.001039,0.000912,0.000949,99105996.1314,93408.1583076374
1662163200,2022-09-03 00:00:00,R/USDT,0.000951,0.001021,0.000906,0.000924,79655649.4202,75479.1613462099
1662076800,2022-09-02 00:00:00,R/USDT,0.000935,0.000964,0.000898,0.000963,83238780.9474,77757.2549962829
1661990400,2022-09-01 00:00:00,R/USDT,0.000976,0.00105,0.0009,0.000931,81843039.414,77936.6239198479
1661904000,2022-08-31 00:00:00,R/USDT,0.000985,0.001008,0.000966,0.000966,97281741.234,95379.5127697199
1661817600,2022-08-30 00:00:00,R/USDT,0.000995,0.001023,0.00096,0.000986,76082766.8934,75672.0286465534
1661731200,2022-08-29 00:00:00,R/USDT,0.001017,0.001039,0.000962,0.000994,51038368.5727,50497.6347420239
1661644800,2022-08-28 00:00:00,R/USDT,0.000953,0.001101,0.00095,0.001021,84811987.7553,85412.3466241503
1661558400,2022-08-27 00:00:00,R/USDT,0.001001,0.001004,0.00095,0.000963,68595493.44,65576.0371117642
1661472000,2022-08-26 00:00:00,R/USDT,0.001022,0.001038,0.000975,0.000995,74770147.0204,74897.619781166
1661385600,2022-08-25 00:00:00,R/USDT,0.001071,0.00109,0.001,0.001022,83297091.6805,85874.8168254828
1661299200,2022-08-24 00:00:00,R/USDT,0.001056,0.001108,0.001025,0.00107,92845982.79,96692.9844569908
1661212800,2022-08-23 00:00:00,R/USDT,0.001008,0.00109,0.001,0.001055,30750270.2169,31926.8928586201
1661126400,2022-08-22 00:00:00,R/USDT,0.001115,0.001162,0.001008,0.001011,60385379.7843,65095.6180576391
1661040000,2022-08-21 00:00:00,R/USDT,0.001101,0.001116,0.001068,0.001115,91410353.6977,99569.7101925294
1660953600,2022-08-20 00:00:00,R/USDT,0.001121,0.001162,0.001059,0.001101,140887961.6534,158491.8877139185
1660867200,2022-08-19 00:00:00,R/USDT,0.001197,0.001208,0.001111,0.00112,144157340.3195,165895.2237734525
1660780800,2022-08-18 00:00:00,R/USDT,0.001188,0.001217,0.001174,0.001199,66358360.6815,79486.4396897883
1660694400,2022-08-17 00:00:00,R/USDT,0.001169,0.001392,0.001164,0.00119,83688221.0009,102831.0341621984
1660608000,2022-08-16 00:00:00,R/USDT,0.001193,0.001207,0.001147,0.001167,47256454.1743,55527.9959045119
1660521600,2022-08-15 00:00:00,R/USDT,0.001281,0.001327,0.001132,0.00119,70850807.166,86449.8810591562
1660435200,2022-08-14 00:00:00,R/USDT,0.001189,0.0016,0.001145,0.0013,193007084.27,255636.6999208286
1660348800,2022-08-13 00:00:00,R/USDT,0.001164,0.001196,0.001131,0.001175,74523615.8494,86434.4992522123
1660262400,2022-08-12 00:00:00,R/USDT,0.001177,0.001196,0.001139,0.001174,17755874.1951,20710.106325753
1660176000,2022-08-11 00:00:00,R/USDT,0.00117,0.001196,0.00116,0.001179,12626996.3964,14938.0049983743
1660089600,2022-08-10 00:00:00,R/USDT,0.001157,0.001187,0.001121,0.001175,35139010.8894,40462.4639469731
1660003200,2022-08-09 00:00:00,R/USDT,0.001145,0.001196,0.001078,0.001156,50373402.9982,57030.4780125103
1659916800,2022-08-08 00:00:00,R/USDT,0.00116,0.00121,0.001119,0.001163,49814293.2669,57619.5073181634
1659830400,2022-08-07 00:00:00,R/USDT,0.0012,0.0012,0.001127,0.001164,50471820.4051,58307.1132692965
1659744000,2022-08-06 00:00:00,R/USDT,0.001131,0.001197,0.001117,0.001197,43146723.2695,49709.4415216773
1659657600,2022-08-05 00:00:00,R/USDT,0.001158,0.00121,0.001131,0.001133,56701623.3724,65488.9373791866
1659571200,2022-08-04 00:00:00,R/USDT,0.001128,0.001188,0.001121,0.001154,52310820.1902,60125.0419581728
1659484800,2022-08-03 00:00:00,R/USDT,0.001175,0.00121,0.001118,0.001139,42384046.8327,49241.3721166614
1659398400,2022-08-02 00:00:00,R/USDT,0.00118,0.001187,0.001118,0.001185,49182282.7137,56446.2703074004
1659312000,2022-08-01 00:00:00,R/USDT,0.001121,0.001197,0.0011,0.001184,46904942.5477,53456.2424754529
1659225600,2022-07-31 00:00:00,R/USDT,0.001202,0.001208,0.001113,0.001122,46928980.5021,54040.762145249
1659139200,2022-07-30 00:00:00,R/USDT,0.001165,0.001239,0.001131,0.001202,55260666.3904,65519.2392396689
1659052800,2022-07-29 00:00:00,R/USDT,0.001152,0.001176,0.001124,0.001157,54672947.0736,62947.180835453
1658966400,2022-07-28 00:00:00,R/USDT,0.00111,0.001205,0.001109,0.001143,50771751.1914,59201.3454653607
1658880000,2022-07-27 00:00:00,R/USDT,0.00107,0.001129,0.001057,0.001115,86225571.2398,93923.2446288968
1658793600,2022-07-26 00:00:00,R/USDT,0.0011,0.001112,0.001027,0.001063,56808897.1529,60446.0286554189
1658707200,2022-07-25 00:00:00,R/USDT,0.001177,0.00118,0.001096,0.001108,60582792.5278,68439.6692926821
1658620800,2022-07-24 00:00:00,R/USDT,0.001155,0.00124,0.001101,0.001175,58358562.5334,67261.4079782107
1658534400,2022-07-23 00:00:00,R/USDT,0.001205,0.00123,0.001121,0.001153,55937760.3637,65360.238721099
1658448000,2022-07-22 00:00:00,R/USDT,0.001248,0.001267,0.001179,0.001202,49086176.5679,59602.6745235389
1658361600,2022-07-21 00:00:00,R/USDT,0.001209,0.001279,0.001186,0.001242,53204794.6985,65663.0318188658
1658275200,2022-07-20 00:00:00,R/USDT,0.001278,0.001285,0.00118,0.001213,54262990.03869196,67355.96338050206905
1658188800,2022-07-19 00:00:00,R/USDT,0.001225,0.001323,0.001187,0.001259,59833807.10493266,74052.34460691990832
1658102400,2022-07-18 00:00:00,R/USDT,0.001211,0.001283,0.001162,0.001224,91722618.73846609,111762.39429118179805
1658016000,2022-07-17 00:00:00,R/USDT,0.001182,0.00124,0.001182,0.001205,49771505.24055965,60154.22850705094777
