https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IDEA,Volume USDT
1661817600,2022-08-30 00:00:00,IDEA/USDT,0.02157,0.02221,0.02,0.02022,7062943.7728,148616.582225673
1661731200,2022-08-29 00:00:00,IDEA/USDT,0.02202,0.02288,0.02085,0.02156,6893690.2721,148866.689108347
1661644800,2022-08-28 00:00:00,IDEA/USDT,0.02279,0.02315,0.02076,0.02202,7329730.9239,160342.090526212
1661558400,2022-08-27 00:00:00,IDEA/USDT,0.02521,0.02635,0.02065,0.0228,8080018.6257,192699.242211336
1661472000,2022-08-26 00:00:00,IDEA/USDT,0.0248,0.026,0.02332,0.02522,4741819.3291,115634.823337218
1661385600,2022-08-25 00:00:00,IDEA/USDT,0.02487,0.0265,0.02431,0.02476,573822.2935,14521.383181224
1661299200,2022-08-24 00:00:00,IDEA/USDT,0.02474,0.02619,0.02458,0.02492,1892686.0422,47297.559990991
1661212800,2022-08-23 00:00:00,IDEA/USDT,0.02575,0.02585,0.02471,0.02471,5909421.2896,149809.718122957
1661126400,2022-08-22 00:00:00,IDEA/USDT,0.02586,0.02659,0.02502,0.02574,3636421.4943,93093.141174908
1661040000,2022-08-21 00:00:00,IDEA/USDT,0.0261,0.02628,0.02512,0.02585,3445838.7456,88273.434672596
1660953600,2022-08-20 00:00:00,IDEA/USDT,0.0254,0.02621,0.0247,0.02619,3684516.7391,93038.686343367
1660867200,2022-08-19 00:00:00,IDEA/USDT,0.02756,0.02764,0.02421,0.02543,6991611.54814748,180304.0170746892308
1660780800,2022-08-18 00:00:00,IDEA/USDT,0.02845,0.02846,0.02729,0.02754,6640578.2066,184700.435637778
1660694400,2022-08-17 00:00:00,IDEA/USDT,0.02919,0.03009,0.0273,0.02844,8646281.2974,248866.59041417
1660608000,2022-08-16 00:00:00,IDEA/USDT,0.03104,0.03108,0.029,0.02916,5732449.2146,169712.544161336
1660521600,2022-08-15 00:00:00,IDEA/USDT,0.03122,0.03266,0.02904,0.03108,6294390.9442,190651.164470791
1660435200,2022-08-14 00:00:00,IDEA/USDT,0.02957,0.03121,0.0282,0.0312,4592813.1119,134616.982189634
1660348800,2022-08-13 00:00:00,IDEA/USDT,0.02862,0.03104,0.02838,0.02965,5211087.6166,152399.478483374
1660262400,2022-08-12 00:00:00,IDEA/USDT,0.02935,0.0295,0.0282,0.02863,4924946.1304,141516.942145828
1660176000,2022-08-11 00:00:00,IDEA/USDT,0.02921,0.03099,0.02845,0.02931,4707338.9829,138623.219000444
1660089600,2022-08-10 00:00:00,IDEA/USDT,0.02987,0.02987,0.02711,0.02925,6202379.2582,176405.039399405
1660003200,2022-08-09 00:00:00,IDEA/USDT,0.03164,0.0317,0.02936,0.02993,5529159.7388,167232.972776092
1659916800,2022-08-08 00:00:00,IDEA/USDT,0.03144,0.03201,0.029,0.03164,6594518.7925,201200.70044317
1659830400,2022-08-07 00:00:00,IDEA/USDT,0.02927,0.0369,0.02912,0.03143,10528794.7427,340868.640439759
1659744000,2022-08-06 00:00:00,IDEA/USDT,0.02931,0.0315,0.02916,0.02929,5573387.1736,167661.125210571
1659657600,2022-08-05 00:00:00,IDEA/USDT,0.02814,0.0313,0.02801,0.02901,5960685.8026,174828.534704084
1659571200,2022-08-04 00:00:00,IDEA/USDT,0.02872,0.0304,0.02773,0.02808,6456791.9113,184040.809535917
1659484800,2022-08-03 00:00:00,IDEA/USDT,0.02733,0.035,0.02679,0.02871,11819652.8014,350573.362318046
1659398400,2022-08-02 00:00:00,IDEA/USDT,0.02685,0.028,0.026,0.02732,6039468.3546,160449.630281219
1659312000,2022-08-01 00:00:00,IDEA/USDT,0.02793,0.02825,0.02574,0.02687,6164662.4745,168167.520890928
1659225600,2022-07-31 00:00:00,IDEA/USDT,0.02709,0.029,0.027,0.02786,4476635.4104,124399.00029567
1659139200,2022-07-30 00:00:00,IDEA/USDT,0.0276,0.02786,0.02651,0.02708,4980625.0937,134780.874913046
1659052800,2022-07-29 00:00:00,IDEA/USDT,0.02912,0.0294,0.0274,0.02771,4768608.0262,134838.031424689
1658966400,2022-07-28 00:00:00,IDEA/USDT,0.02761,0.0293,0.0275,0.029,5239899.4112,147775.194924555
1658880000,2022-07-27 00:00:00,IDEA/USDT,0.0267,0.02819,0.02612,0.02762,5708629.0642,154937.054034416
1658793600,2022-07-26 00:00:00,IDEA/USDT,0.02971,0.0301,0.02561,0.0267,5020516.44157767,138035.0088937537343
1658707200,2022-07-25 00:00:00,IDEA/USDT,0.03034,0.03173,0.02961,0.02971,4424759.1485,135465.253063733
1658620800,2022-07-24 00:00:00,IDEA/USDT,0.03087,0.0319,0.03011,0.03036,6380286.0716,197691.923148119
1658534400,2022-07-23 00:00:00,IDEA/USDT,0.03159,0.03169,0.0301,0.03089,4597159.262,142846.039667307
1658448000,2022-07-22 00:00:00,IDEA/USDT,0.0318,0.03289,0.031,0.03161,5229519.4163,166112.105561744
1658361600,2022-07-21 00:00:00,IDEA/USDT,0.03878,0.03878,0.0315,0.03184,9478623.48104285,328490.33180809448
1658275200,2022-07-20 00:00:00,IDEA/USDT,0.03178,0.04499,0.03138,0.03881,11590364.79920515,409738.7906885680353
1658188800,2022-07-19 00:00:00,IDEA/USDT,0.03082,0.03233,0.0303,0.03179,6997822.14245688,217060.5767578345336
1658102400,2022-07-18 00:00:00,IDEA/USDT,0.03015,0.0321,0.03012,0.03085,5505349.37900888,170826.8156192691052
1658016000,2022-07-17 00:00:00,IDEA/USDT,0.03024,0.0318,0.0301,0.03016,5053906.18779978,154902.5603977218613
1657929600,2022-07-16 00:00:00,IDEA/USDT,0.03212,0.03301,0.03001,0.03023,9215770.07764483,289674.2311713529969
1657843200,2022-07-15 00:00:00,IDEA/USDT,0.03112,0.03389,0.02971,0.03212,9096552.41960381,277800.8862745703945
1657756800,2022-07-14 00:00:00,IDEA/USDT,0.03171,0.0319,0.02976,0.03113,6332219.27545152,193579.5687416522114
1657670400,2022-07-13 00:00:00,IDEA/USDT,0.03059,0.0324,0.029,0.03179,3283109.42843874,98150.1807092780503
1657584000,2022-07-12 00:00:00,IDEA/USDT,0.03113,0.033,0.03048,0.03062,3248119.9067901,102043.8709817897208
1657497600,2022-07-11 00:00:00,IDEA/USDT,0.03313,0.03339,0.031,0.031,4876948.2209105,156662.8277898318098
1657411200,2022-07-10 00:00:00,IDEA/USDT,0.03238,0.037,0.032,0.03315,4369589.13441473,145910.0665004166304
1657324800,2022-07-09 00:00:00,IDEA/USDT,0.03314,0.03333,0.0321,0.03236,2164331.04558447,71174.9383442606758
1657238400,2022-07-08 00:00:00,IDEA/USDT,0.03446,0.03593,0.0329,0.03312,4857526.81914355,166476.4225170898133
1657152000,2022-07-07 00:00:00,IDEA/USDT,0.04141,0.0477,0.033,0.03434,9773097.60071914,378805.1782410924712
1657065600,2022-07-06 00:00:00,IDEA/USDT,0.03334,0.044,0.03101,0.04147,11158252.80914006,391359.9976652103755
1656979200,2022-07-05 00:00:00,IDEA/USDT,0.0311,0.0339,0.03005,0.03331,5231535.80894631,163495.4213792667848
1656892800,2022-07-04 00:00:00,IDEA/USDT,0.0311,0.03406,0.03088,0.03108,4773021.55304242,153076.2147646806079
1656806400,2022-07-03 00:00:00,IDEA/USDT,0.03084,0.03121,0.02978,0.03112,930691.33371312,28276.2892190166316
1656720000,2022-07-02 00:00:00,IDEA/USDT,0.03222,0.03341,0.03081,0.03082,724428.49823715,23336.9070454741986
1656633600,2022-07-01 00:00:00,IDEA/USDT,0.0313,0.03579,0.0313,0.03217,2006575.81258372,67417.8702661655857
1656547200,2022-06-30 00:00:00,IDEA/USDT,0.03589,0.03592,0.03,0.0312,951458.4581167,29817.6507499348798
1656460800,2022-06-29 00:00:00,IDEA/USDT,0.03455,0.03732,0.03385,0.03583,1437920.49782865,50740.6878227170832
1656374400,2022-06-28 00:00:00,IDEA/USDT,0.03407,0.03589,0.03381,0.03466,2759103.89902691,95905.8568674834827
1656288000,2022-06-27 00:00:00,IDEA/USDT,0.03657,0.03702,0.034,0.03404,1316928.74478027,46516.7165579749728
1656201600,2022-06-26 00:00:00,IDEA/USDT,0.0393,0.04,0.03587,0.03664,3930636.88679252,147825.4181732570965
1656115200,2022-06-25 00:00:00,IDEA/USDT,0.03603,0.03944,0.0347,0.03932,2046792.61440019,74347.9345556003543
1656028800,2022-06-24 00:00:00,IDEA/USDT,0.03499,0.03772,0.03443,0.03594,1842396.40400078,65116.822155134526
1655942400,2022-06-23 00:00:00,IDEA/USDT,0.03562,0.03622,0.0335,0.03502,3445794.48225184,120255.3142474491881
1655856000,2022-06-22 00:00:00,IDEA/USDT,0.03711,0.03767,0.035,0.03557,2767115.0361846,98679.2667800481945
1655769600,2022-06-21 00:00:00,IDEA/USDT,0.03732,0.03887,0.034,0.03718,2058043.63955689,76319.7631411490692
1655683200,2022-06-20 00:00:00,IDEA/USDT,0.0379,0.0387,0.0361,0.03729,2093525.39252551,78239.9637206757328
1655596800,2022-06-19 00:00:00,IDEA/USDT,0.03461,0.04089,0.03263,0.03792,4448088.51910672,168189.5883243009577
1655510400,2022-06-18 00:00:00,IDEA/USDT,0.03599,0.038,0.0338,0.03461,596017.40010536,21100.3545483478288
1655424000,2022-06-17 00:00:00,IDEA/USDT,0.03657,0.04079,0.03588,0.03588,754666.52609952,29325.2930650188387
1655337600,2022-06-16 00:00:00,IDEA/USDT,0.04077,0.0416,0.03637,0.03649,1453839.71799405,55910.5303903027163
1655251200,2022-06-15 00:00:00,IDEA/USDT,0.0389,0.041,0.03645,0.04076,1004186.77471315,38026.9404278179354
1655164800,2022-06-14 00:00:00,IDEA/USDT,0.0388,0.0415,0.0352,0.0389,1744916.61716753,67268.425925154579
1655078400,2022-06-13 00:00:00,IDEA/USDT,0.0424,0.0438,0.0355,0.0388,2935984.55620986,118848.629898288892
1654992000,2022-06-12 00:00:00,IDEA/USDT,0.044,0.0488,0.0388,0.0424,4429677.11564797,188810.082889983383
1654905600,2022-06-11 00:00:00,IDEA/USDT,0.0455,0.0475,0.0423,0.0438,577571.37524557,26301.038379213111
1654819200,2022-06-10 00:00:00,IDEA/USDT,0.0502,0.0524,0.0443,0.0456,1456475.43438331,71378.478687830443
1654732800,2022-06-09 00:00:00,IDEA/USDT,0.0577,0.0582,0.0455,0.0502,3368905.11616132,166371.623851820078
1654646400,2022-06-08 00:00:00,IDEA/USDT,0.0545,0.0748,0.0539,0.0577,5380668.11429944,317325.998184236791
1654560000,2022-06-07 00:00:00,IDEA/USDT,0.0502,0.0578,0.0474,0.0545,5466252.66847874,285857.831880962717
1654473600,2022-06-06 00:00:00,IDEA/USDT,0.0485,0.0598,0.0478,0.0503,6572123.11171261,346537.637334396384
1654387200,2022-06-05 00:00:00,IDEA/USDT,0.0486,0.0497,0.0458,0.0486,4801318.20058924,230080.048688504115
1654300800,2022-06-04 00:00:00,IDEA/USDT,0.0505,0.0542,0.0471,0.0486,3116494.50829885,153152.539690032566
1654214400,2022-06-03 00:00:00,IDEA/USDT,0.0448,0.059,0.042,0.0507,7213083.59435271,341808.062867889373
1654128000,2022-06-02 00:00:00,IDEA/USDT,0.0418,0.0494,0.0413,0.0448,2082657.31699621,92042.409974517506
1654041600,2022-06-01 00:00:00,IDEA/USDT,0.0458,0.0523,0.0412,0.0418,1204991.87267612,53987.147242723826
1653955200,2022-05-31 00:00:00,IDEA/USDT,0.0481,0.0499,0.0429,0.0458,1794789.38864252,82691.754832176745
1653868800,2022-05-30 00:00:00,IDEA/USDT,0.0477,0.0518,0.0433,0.048,1930268.47169563,92031.392414636681
1653782400,2022-05-29 00:00:00,IDEA/USDT,0.0442,0.0492,0.0413,0.0478,1381339.67178061,62297.086641664639
1653696000,2022-05-28 00:00:00,IDEA/USDT,0.0468,0.0538,0.04,0.0442,1369126.33285311,60312.278578738424
1653609600,2022-05-27 00:00:00,IDEA/USDT,0.0504,0.0537,0.0422,0.047,653081.74944772,29839.020451653846
1653523200,2022-05-26 00:00:00,IDEA/USDT,0.0581,0.0595,0.0497,0.0504,902233.69831481,47738.903021130661
1653436800,2022-05-25 00:00:00,IDEA/USDT,0.0581,0.0611,0.0562,0.0578,455468.65136343,26577.840440360396
1653350400,2022-05-24 00:00:00,IDEA/USDT,0.0582,0.0612,0.055,0.058,570577.94154124,32862.97393331771
1653264000,2022-05-23 00:00:00,IDEA/USDT,0.0557,0.0627,0.0538,0.0583,1956909.41300332,112158.821038290491
1653177600,2022-05-22 00:00:00,IDEA/USDT,0.065,0.099,0.0501,0.0558,7641593.68004746,494889.116839796895
1653091200,2022-05-21 00:00:00,IDEA/USDT,0.0437,0.0778,0.0423,0.065,3550575.72561818,199368.016230667036
1653004800,2022-05-20 00:00:00,IDEA/USDT,0.0434,0.053,0.0407,0.0437,2130901.63444052,96604.499562457639
1652918400,2022-05-19 00:00:00,IDEA/USDT,0.0411,0.0474,0.0392,0.0434,1144709.89449344,49564.321489567705
1652832000,2022-05-18 00:00:00,IDEA/USDT,0.0475,0.0531,0.0378,0.0411,2074114.14016383,92404.194691933792
1652745600,2022-05-17 00:00:00,IDEA/USDT,0.0434,0.0613,0.0425,0.0474,3322535.37493633,157981.808911311213
1652659200,2022-05-16 00:00:00,IDEA/USDT,0.058,0.0638,0.0405,0.0434,4452139.19873916,211960.661190703215
1652572800,2022-05-15 00:00:00,IDEA/USDT,0.0358,0.084,0.0341,0.0579,7870362.84621584,435377.767120820713
1652486400,2022-05-14 00:00:00,IDEA/USDT,0.0379,0.0385,0.0307,0.0358,1242826.79348808,42866.64682614822
1652400000,2022-05-13 00:00:00,IDEA/USDT,0.0323,0.0453,0.0322,0.0379,2005198.02514512,74832.509986069588
1652313600,2022-05-12 00:00:00,IDEA/USDT,0.0364,0.0379,0.0311,0.0325,576071.04621567,19669.688330674672
1652227200,2022-05-11 00:00:00,IDEA/USDT,0.0686,0.0719,0.0309,0.0369,1757835.12938123,80512.465643044012
1652140800,2022-05-10 00:00:00,IDEA/USDT,0.0778,0.0905,0.0646,0.0687,1737744.30946413,126915.309140018597
1652054400,2022-05-09 00:00:00,IDEA/USDT,0.1104,0.112,0.0754,0.0778,3224114.99284735,307730.698912928145
1651968000,2022-05-08 00:00:00,IDEA/USDT,0.1108,0.1136,0.1067,0.1104,1451258.86709417,159189.128123693456
1651881600,2022-05-07 00:00:00,IDEA/USDT,0.1089,0.1146,0.106,0.1114,738593.01589662,81194.475820822128
1651795200,2022-05-06 00:00:00,IDEA/USDT,0.1099,0.1111,0.106,0.1089,1932452.44285537,208548.095866582028
1651708800,2022-05-05 00:00:00,IDEA/USDT,0.1186,0.1266,0.1081,0.1099,2498687.21814855,290662.591070168157
1651622400,2022-05-04 00:00:00,IDEA/USDT,0.1133,0.122,0.1109,0.1188,1143722.78681427,132513.894784370509
1651536000,2022-05-03 00:00:00,IDEA/USDT,0.1168,0.118,0.1107,0.1132,3814065.17269484,434297.185772051671
1651449600,2022-05-02 00:00:00,IDEA/USDT,0.1099,0.1357,0.1085,0.1168,4414219.55011153,521502.420587217181
1651363200,2022-05-01 00:00:00,IDEA/USDT,0.1068,0.1175,0.1055,0.1099,715812.61855732,80361.621321195336
1651276800,2022-04-30 00:00:00,IDEA/USDT,0.1131,0.1179,0.1068,0.1068,519289.39733932,58145.433287927796
1651190400,2022-04-29 00:00:00,IDEA/USDT,0.1214,0.1349,0.1103,0.1131,2725648.26855669,333914.340687799384
1651104000,2022-04-28 00:00:00,IDEA/USDT,0.1078,0.1384,0.1072,0.1213,3288516.0328248,398732.357869230354
1651017600,2022-04-27 00:00:00,IDEA/USDT,0.1036,0.1081,0.1027,0.1078,1944672.0455449,204438.705681747643
1650931200,2022-04-26 00:00:00,IDEA/USDT,0.1116,0.1152,0.1025,0.1036,2588932.10820568,286518.095619875029
1650844800,2022-04-25 00:00:00,IDEA/USDT,0.1096,0.1144,0.107,0.1116,2171182.72803722,238451.147840609743
1650758400,2022-04-24 00:00:00,IDEA/USDT,0.112,0.112,0.1078,0.1096,883226.48537635,96823.432630403774
1650672000,2022-04-23 00:00:00,IDEA/USDT,0.11,0.1138,0.1055,0.1115,533564.66859551,57916.889804419469
1650585600,2022-04-22 00:00:00,IDEA/USDT,0.1153,0.1154,0.11,0.1101,692175.22067672,77624.378247658128
1650499200,2022-04-21 00:00:00,IDEA/USDT,0.1153,0.124,0.1145,0.1153,2021684.6426664,239646.70911077505
1650412800,2022-04-20 00:00:00,IDEA/USDT,0.1205,0.1289,0.1145,0.1153,2115740.60319765,252428.989970412284
1650326400,2022-04-19 00:00:00,IDEA/USDT,0.1075,0.1293,0.1071,0.1205,3492062.49383748,418637.634605550053
1650240000,2022-04-18 00:00:00,IDEA/USDT,0.1061,0.11,0.1021,0.1074,1929881.88110132,201868.838593926409
1650153600,2022-04-17 00:00:00,IDEA/USDT,0.1097,0.1124,0.106,0.1061,2319496.48312468,255061.436553950892
1650067200,2022-04-16 00:00:00,IDEA/USDT,0.1096,0.1251,0.1091,0.1096,2021576.45348873,232045.145984528288
1649980800,2022-04-15 00:00:00,IDEA/USDT,0.11,0.1104,0.106,0.1091,1018397.15233721,110627.323680315498
1649894400,2022-04-14 00:00:00,IDEA/USDT,0.1072,0.1104,0.1054,0.11,2303780.10779537,248849.490895063672
1649808000,2022-04-13 00:00:00,IDEA/USDT,0.1053,0.1086,0.1041,0.1072,508164.95705778,54236.812894841343
1649721600,2022-04-12 00:00:00,IDEA/USDT,0.1016,0.1103,0.1014,0.1052,878732.2714149,93053.717594074566
1649635200,2022-04-11 00:00:00,IDEA/USDT,0.11,0.1101,0.1013,0.1016,1922536.11267057,206863.987107751282
1649548800,2022-04-10 00:00:00,IDEA/USDT,0.1101,0.1104,0.1096,0.1102,1295596.93041527,142522.289972985964
1649462400,2022-04-09 00:00:00,IDEA/USDT,0.1051,0.1104,0.105,0.1101,864882.09393806,94648.301355591047
1649376000,2022-04-08 00:00:00,IDEA/USDT,0.1101,0.1104,0.105,0.1051,1113555.06345161,122583.983426498506
1649289600,2022-04-07 00:00:00,IDEA/USDT,0.1098,0.1104,0.1086,0.1101,1807005.79726058,198384.789384418183
1649203200,2022-04-06 00:00:00,IDEA/USDT,0.127,0.127,0.1026,0.1098,1890181.03707478,218222.780987870247
1649116800,2022-04-05 00:00:00,IDEA/USDT,0.132,0.1323,0.1266,0.1266,702243.40434227,91994.969656885446
1649030400,2022-04-04 00:00:00,IDEA/USDT,0.1439,0.1444,0.13,0.1323,2215785.1105258,306845.448541901413
1648944000,2022-04-03 00:00:00,IDEA/USDT,0.1543,0.1551,0.1434,0.1438,1628310.29939191,243096.383383705377
1648857600,2022-04-02 00:00:00,IDEA/USDT,0.1522,0.1599,0.15,0.1543,1315315.15463537,203007.328022729151
1648771200,2022-04-01 00:00:00,IDEA/USDT,0.1427,0.1535,0.1403,0.1522,1301641.05603754,193318.764481696772
1648684800,2022-03-31 00:00:00,IDEA/USDT,0.1596,0.1597,0.1414,0.1427,2480490.58462326,372437.730014700981
1648598400,2022-03-30 00:00:00,IDEA/USDT,0.1701,0.1729,0.1488,0.1596,2438344.65331327,394133.73229789445
1648512000,2022-03-29 00:00:00,IDEA/USDT,0.1724,0.186,0.1698,0.1701,689374.16172785,121982.720938449468
1648425600,2022-03-28 00:00:00,IDEA/USDT,0.1724,0.1776,0.171,0.1722,1094955.14965643,189517.467690149221
1648339200,2022-03-27 00:00:00,IDEA/USDT,0.1718,0.175,0.1694,0.1724,1564091.8938013,268796.11012779116
1648252800,2022-03-26 00:00:00,IDEA/USDT,0.177,0.1777,0.1693,0.1717,1645542.52005476,283496.956134386196
1648166400,2022-03-25 00:00:00,IDEA/USDT,0.178,0.1828,0.1763,0.1778,417641.91565834,74185.861922383332
1648080000,2022-03-24 00:00:00,IDEA/USDT,0.1849,0.1873,0.1753,0.1777,394742.21498551,70882.774075277642
1647993600,2022-03-23 00:00:00,IDEA/USDT,0.175,0.1884,0.1743,0.1849,897513.20852274,158538.437607620003
1647907200,2022-03-22 00:00:00,IDEA/USDT,0.1688,0.1795,0.1675,0.1752,613932.0376472,106895.094414538983
1647820800,2022-03-21 00:00:00,IDEA/USDT,0.1689,0.183,0.167,0.1689,902990.17858857,155923.092082725118
1647734400,2022-03-20 00:00:00,IDEA/USDT,0.183,0.184,0.1687,0.1689,2013662.16443379,348642.500276862539
1647648000,2022-03-19 00:00:00,IDEA/USDT,0.1849,0.2202,0.183,0.183,2587988.04701395,512596.381355888846
1647561600,2022-03-18 00:00:00,IDEA/USDT,0.1848,0.2503,0.1808,0.1851,15202266.91424079,3234472.823771866104
1647475200,2022-03-17 00:00:00,IDEA/USDT,0.1626,0.2003,0.1535,0.185,7068692.00310672,1223285.768178855872
1647388800,2022-03-16 00:00:00,IDEA/USDT,0.1766,0.1782,0.1574,0.1626,2790680.605214,456553.963369943583
1647302400,2022-03-15 00:00:00,IDEA/USDT,0.1586,0.1808,0.1569,0.1765,2116457.04155496,357479.291896728633
1647216000,2022-03-14 00:00:00,IDEA/USDT,0.1617,0.1641,0.1522,0.1586,4591432.74620263,729771.501070323997
1647129600,2022-03-13 00:00:00,IDEA/USDT,0.1564,0.1639,0.1496,0.1625,1632509.43257195,253487.030461170923
1647043200,2022-03-12 00:00:00,IDEA/USDT,0.1617,0.1635,0.1561,0.1563,793529.57625432,125608.758860585995
1646956800,2022-03-11 00:00:00,IDEA/USDT,0.1868,0.2029,0.1618,0.1618,2742960.07727408,519223.229615078721
1646870400,2022-03-10 00:00:00,IDEA/USDT,0.1763,0.1873,0.1678,0.1867,7053694.06614311,1250159.020478933108
1646784000,2022-03-09 00:00:00,IDEA/USDT,0.1705,0.1827,0.1678,0.176,2217312.62611177,388267.844474466974
1646697600,2022-03-08 00:00:00,IDEA/USDT,0.1711,0.19,0.1395,0.1704,5075503.21788672,880573.501957248455
1646611200,2022-03-07 00:00:00,IDEA/USDT,0.1499,0.1817,0.1383,0.171,3512834.4054333,569814.986759595926
1646524800,2022-03-06 00:00:00,IDEA/USDT,0.1769,0.1769,0.1475,0.15,1916090.10466491,302196.631146373099
1646438400,2022-03-05 00:00:00,IDEA/USDT,0.1349,0.1849,0.1251,0.1769,21747125.07989822,3076410.308327818881
1646352000,2022-03-04 00:00:00,IDEA/USDT,0.1235,0.1429,0.121,0.1344,12645989.65432209,1651859.349307030559
1646265600,2022-03-03 00:00:00,IDEA/USDT,0.1308,0.1345,0.12,0.1236,2721929.68430661,342506.54398446242
1646179200,2022-03-02 00:00:00,IDEA/USDT,0.1194,0.1454,0.1143,0.1308,2850088.71870879,364365.657767036523
1646092800,2022-03-01 00:00:00,IDEA/USDT,0.119,0.122,0.1138,0.1194,1472482.26291616,174205.697192845013
1646006400,2022-02-28 00:00:00,IDEA/USDT,0.1086,0.12,0.1071,0.1194,4134393.03214891,462702.858176194101
1645920000,2022-02-27 00:00:00,IDEA/USDT,0.1184,0.1221,0.1069,0.1086,4440494.65667681,516689.14239656262
1645833600,2022-02-26 00:00:00,IDEA/USDT,0.1134,0.1195,0.112,0.1185,2898704.74895267,332420.628845595984
1645747200,2022-02-25 00:00:00,IDEA/USDT,0.1078,0.1188,0.1078,0.1134,3168020.2443627,359795.717163774559
1645660800,2022-02-24 00:00:00,IDEA/USDT,0.109,0.111,0.099,0.1078,3089673.64854538,320887.377220666382
1645574400,2022-02-23 00:00:00,IDEA/USDT,0.1141,0.1162,0.108,0.109,2985551.94294601,333039.93556754623
1645488000,2022-02-22 00:00:00,IDEA/USDT,0.1236,0.1236,0.105,0.114,3948220.90897915,444161.069614830508
1645401600,2022-02-21 00:00:00,IDEA/USDT,0.107,0.1368,0.1048,0.1235,5208271.1866684,616439.120602678396
1645315200,2022-02-20 00:00:00,IDEA/USDT,0.1077,0.1125,0.1042,0.107,2735511.78631152,289656.198304311993
1645228800,2022-02-19 00:00:00,IDEA/USDT,0.109,0.1124,0.105,0.1077,1000630.44943847,109202.6565333177
1645142400,2022-02-18 00:00:00,IDEA/USDT,0.1157,0.1174,0.104,0.109,1128452.38904943,125659.861854746034
1645056000,2022-02-17 00:00:00,IDEA/USDT,0.136,0.14,0.1154,0.1158,1386521.46173207,170003.662952941864
1644969600,2022-02-16 00:00:00,IDEA/USDT,0.1521,0.16,0.1281,0.1363,4331270.71865842,625668.369594691251
1644883200,2022-02-15 00:00:00,IDEA/USDT,0.111,0.1672,0.1086,0.1524,5226965.72373025,724977.091054663414
1644796800,2022-02-14 00:00:00,IDEA/USDT,0.115,0.1166,0.1043,0.111,1247014.9020511,136826.416847058126
1644710400,2022-02-13 00:00:00,IDEA/USDT,0.1065,0.1217,0.105,0.1151,2085960.27331698,234008.663155876572
1644624000,2022-02-12 00:00:00,IDEA/USDT,0.1115,0.1146,0.1038,0.1065,1048584.10852991,114258.13789254068
1644537600,2022-02-11 00:00:00,IDEA/USDT,0.1241,0.1248,0.1105,0.1115,1098825.46516224,130087.569353048997
1644451200,2022-02-10 00:00:00,IDEA/USDT,0.1317,0.1417,0.1218,0.124,1068631.46188159,140097.773619293258
1644364800,2022-02-09 00:00:00,IDEA/USDT,0.1256,0.1369,0.1222,0.1317,1035070.84836351,135829.286466630617
1644278400,2022-02-08 00:00:00,IDEA/USDT,0.1251,0.1318,0.1201,0.1256,1917517.10099913,237680.496860144141
1644192000,2022-02-07 00:00:00,IDEA/USDT,0.113,0.1773,0.1129,0.1254,4617433.10870845,631797.034155433082
