https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume BRL,tradecount
1661904000000,2022-08-31 00:00:00,BTC/BRL,101961.00000000,105392.00000000,101930.00000000,103622.00000000,501.92537000,52169069.05269000,34458
1661817600000,2022-08-30 00:00:00,BTC/BRL,102579.00000000,103975.00000000,100001.00000000,101946.00000000,636.47284000,64867308.67073000,42634
1661731200000,2022-08-29 00:00:00,BTC/BRL,100045.00000000,103715.00000000,100042.00000000,102579.00000000,374.28545000,38118394.97249000,29278
1661644800000,2022-08-28 00:00:00,BTC/BRL,102328.00000000,103059.00000000,99942.00000000,100044.00000000,156.36017000,15938152.48684000,21968
1661558400000,2022-08-27 00:00:00,BTC/BRL,103230.00000000,103919.00000000,101332.00000000,102329.00000000,250.60842000,25720174.08003000,27713
1661472000000,2022-08-26 00:00:00,BTC/BRL,110843.00000000,111649.00000000,102572.00000000,103259.00000000,778.28730000,84156905.79361000,59482
1661385600000,2022-08-25 00:00:00,BTC/BRL,109797.00000000,111829.00000000,109499.00000000,110856.00000000,445.56785000,49393117.01555000,27934
1661299200000,2022-08-24 00:00:00,BTC/BRL,110493.00000000,111801.00000000,107848.00000000,109765.00000000,557.90256000,61619014.16334000,36622
1661212800000,2022-08-23 00:00:00,BTC/BRL,110947.00000000,111500.00000000,108500.00000000,110497.00000000,488.19791000,53978126.98736000,38599
1661126400000,2022-08-22 00:00:00,BTC/BRL,112239.00000000,112278.00000000,108727.00000000,110932.00000000,673.16204000,74345891.42917000,49567
1661040000000,2022-08-21 00:00:00,BTC/BRL,110364.00000000,113557.00000000,110019.00000000,112232.00000000,261.90779000,29312375.91446000,24962
1660953600000,2022-08-20 00:00:00,BTC/BRL,108573.00000000,111548.00000000,108379.00000000,110384.00000000,241.78966000,26686795.64484000,31032
1660867200000,2022-08-19 00:00:00,BTC/BRL,120666.00000000,120721.00000000,108357.00000000,108582.00000000,751.99445000,84935145.01242000,57820
1660780800000,2022-08-18 00:00:00,BTC/BRL,121088.00000000,122359.00000000,120325.00000000,120691.00000000,325.36607000,39578194.79904000,27182
1660694400000,2022-08-17 00:00:00,BTC/BRL,123136.00000000,125900.00000000,120258.00000000,121049.00000000,398.52848000,48802560.98008000,32069
1660608000000,2022-08-16 00:00:00,BTC/BRL,123242.00000000,123857.00000000,121864.00000000,123077.00000000,352.97408000,43411665.61809000,35616
1660521600000,2022-08-15 00:00:00,BTC/BRL,124193.00000000,128364.00000000,118000.00000000,123242.00000000,668.62537000,82717819.08804000,50140
1660435200000,2022-08-14 00:00:00,BTC/BRL,124810.00000000,127340.00000000,123307.00000000,124165.00000000,262.08027000,32758224.63051000,25742
1660348800000,2022-08-13 00:00:00,BTC/BRL,124306.00000000,126433.00000000,123800.00000000,124806.00000000,287.59190000,35969233.15701000,28075
1660262400000,2022-08-12 00:00:00,BTC/BRL,123611.00000000,124690.00000000,121957.00000000,124290.00000000,545.27902000,67111186.89308000,43826
1660176000000,2022-08-11 00:00:00,BTC/BRL,122438.00000000,126591.00000000,122168.00000000,123600.00000000,730.89491000,91315158.77104000,60201
1660089600000,2022-08-10 00:00:00,BTC/BRL,119230.00000000,123580.00000000,117000.00000000,122415.00000000,784.22382000,94937339.69431000,65654
1660003200000,2022-08-09 00:00:00,BTC/BRL,122287.00000000,122800.00000000,118136.00000000,119263.00000000,492.75617000,58847321.75582000,33396
1659916800000,2022-08-08 00:00:00,BTC/BRL,120372.00000000,125000.00000000,120278.00000000,122316.00000000,419.96467000,51783275.57436000,48889
1659830400000,2022-08-07 00:00:00,BTC/BRL,119232.00000000,121301.00000000,118740.00000000,120372.00000000,130.39156000,15645220.64211000,22031
1659744000000,2022-08-06 00:00:00,BTC/BRL,120922.00000000,121049.00000000,119032.00000000,119198.00000000,154.70025000,18609377.56577000,21893
1659657600000,2022-08-05 00:00:00,BTC/BRL,118608.00000000,122900.00000000,118400.00000000,120920.00000000,429.88532000,51903493.45509000,33017
1659571200000,2022-08-04 00:00:00,BTC/BRL,121152.00000000,123203.00000000,117502.00000000,118635.00000000,498.50025000,59935884.87413000,41789
1659484800000,2022-08-03 00:00:00,BTC/BRL,121607.00000000,124690.00000000,120137.00000000,121218.00000000,389.79657000,47975345.62836000,41227
1659398400000,2022-08-02 00:00:00,BTC/BRL,121021.00000000,123260.00000000,118000.00000000,121651.00000000,544.38353000,65639320.47291000,35715
1659312000000,2022-08-01 00:00:00,BTC/BRL,121599.00000000,122487.00000000,118913.00000000,121021.00000000,654.15541000,78869743.74200000,40864
1659225600000,2022-07-31 00:00:00,BTC/BRL,123241.00000000,125863.00000000,121177.00000000,121593.00000000,268.58468000,33155226.86446000,18671
1659139200000,2022-07-30 00:00:00,BTC/BRL,123875.00000000,128273.00000000,122626.00000000,123233.00000000,390.27282000,48974710.72524000,27537
1659052800000,2022-07-29 00:00:00,BTC/BRL,124167.00000000,126897.00000000,121304.00000000,123889.00000000,746.94002000,92752897.15804000,36985
1658966400000,2022-07-28 00:00:00,BTC/BRL,120951.00000000,125750.00000000,118900.00000000,124205.00000000,789.06618000,96572351.00081000,43252
1658880000000,2022-07-27 00:00:00,BTC/BRL,114535.00000000,121941.00000000,113317.00000000,120951.00000000,572.60170000,67239191.96838000,33193
1658793600000,2022-07-26 00:00:00,BTC/BRL,115028.00000000,115303.00000000,111733.00000000,114506.00000000,436.59809000,49451140.60711000,26737
1658707200000,2022-07-25 00:00:00,BTC/BRL,124400.00000000,124818.00000000,114873.00000000,115078.00000000,551.35353000,65764132.73609000,30125
1658620800000,2022-07-24 00:00:00,BTC/BRL,124020.00000000,126545.00000000,122824.00000000,124406.00000000,251.21858000,31407786.59913000,18207
1658534400000,2022-07-23 00:00:00,BTC/BRL,125327.00000000,126932.00000000,120918.00000000,123995.00000000,242.43860000,30086435.19443000,20206
1658448000000,2022-07-22 00:00:00,BTC/BRL,127438.00000000,130083.00000000,124456.00000000,125321.00000000,534.45905000,68218761.13875000,33390
1658361600000,2022-07-21 00:00:00,BTC/BRL,127442.00000000,128436.00000000,123150.00000000,127469.00000000,660.09888000,83167944.53992000,34939
1658275200000,2022-07-20 00:00:00,BTC/BRL,127043.00000000,132326.00000000,124532.00000000,127359.00000000,1004.65699000,129609364.85694000,57936
1658188800000,2022-07-19 00:00:00,BTC/BRL,122031.00000000,128990.00000000,117675.00000000,127047.00000000,842.03683000,103899879.73929000,44088
1658102400000,2022-07-18 00:00:00,BTC/BRL,112840.00000000,122805.00000000,112685.00000000,122057.00000000,639.69518000,75946106.50095000,40588
1658016000000,2022-07-17 00:00:00,BTC/BRL,115000.00000000,117223.00000000,112682.00000000,112871.00000000,181.46126000,20869605.61775000,15765
1657929600000,2022-07-16 00:00:00,BTC/BRL,113126.00000000,117034.00000000,111327.00000000,115056.00000000,211.52549000,24196312.83566000,17345
1657843200000,2022-07-15 00:00:00,BTC/BRL,111975.00000000,114851.00000000,110905.00000000,113095.00000000,471.84090000,53349570.74432000,27133
1657756800000,2022-07-14 00:00:00,BTC/BRL,109732.00000000,113901.00000000,106539.00000000,111992.00000000,480.38218000,52919965.76670000,27085
1657670400000,2022-07-13 00:00:00,BTC/BRL,105643.00000000,110000.00000000,103285.00000000,109753.00000000,506.94479000,53996807.12200000,34159
1657584000000,2022-07-12 00:00:00,BTC/BRL,107818.00000000,108734.00000000,105250.00000000,105690.00000000,388.63603000,41680715.37577000,31275
1657497600000,2022-07-11 00:00:00,BTC/BRL,110630.00000000,112000.00000000,107385.00000000,107896.00000000,445.64883000,48883704.81532000,29336
1657411200000,2022-07-10 00:00:00,BTC/BRL,114498.00000000,114508.00000000,109556.00000000,110564.00000000,220.52264000,24615834.56006000,13956
1657324800000,2022-07-09 00:00:00,BTC/BRL,114488.00000000,116318.00000000,113100.00000000,114465.00000000,308.87681000,35388664.38244000,15828
1657238400000,2022-07-08 00:00:00,BTC/BRL,116099.00000000,120796.00000000,113601.00000000,114495.00000000,399.44902000,46441143.62492000,20012
1657152000000,2022-07-07 00:00:00,BTC/BRL,111624.00000000,117465.00000000,109617.00000000,116080.00000000,425.54015000,48044529.54360000,18542
1657065600000,2022-07-06 00:00:00,BTC/BRL,108734.00000000,112205.00000000,106703.00000000,111668.00000000,327.49131000,35936495.82768000,16418
1656979200000,2022-07-05 00:00:00,BTC/BRL,108012.00000000,111945.00000000,104000.00000000,108753.00000000,384.70222000,41380208.50703000,17138
1656892800000,2022-07-04 00:00:00,BTC/BRL,103204.00000000,108652.00000000,101825.00000000,107911.00000000,272.39082000,28685674.53054000,13235
1656806400000,2022-07-03 00:00:00,BTC/BRL,102585.00000000,104941.00000000,100443.00000000,103168.00000000,115.77452000,11882365.89872000,6562
1656720000000,2022-07-02 00:00:00,BTC/BRL,102963.00000000,103821.00000000,101400.00000000,102584.00000000,96.73713000,9939883.09323000,6777
1656633600000,2022-07-01 00:00:00,BTC/BRL,105267.00000000,109882.00000000,100050.00000000,102957.00000000,491.57320000,51197441.83826000,18470
1656547200000,2022-06-30 00:00:00,BTC/BRL,104828.00000000,105427.00000000,98356.00000000,105329.00000000,420.13092000,42243898.67850000,18520
1656460800000,2022-06-29 00:00:00,BTC/BRL,106922.00000000,107765.00000000,104500.00000000,104757.00000000,298.24043000,31547670.75980000,13016
1656374400000,2022-06-28 00:00:00,BTC/BRL,108519.00000000,111062.00000000,106620.00000000,106942.00000000,270.72067000,29376084.72827000,10493
1656288000000,2022-06-27 00:00:00,BTC/BRL,110690.00000000,113000.00000000,107700.00000000,108462.00000000,259.80243000,28543490.68027000,10194
1656201600000,2022-06-26 00:00:00,BTC/BRL,112490.00000000,114421.00000000,110350.00000000,110736.00000000,142.14548000,15927179.60453000,6989
1656115200000,2022-06-25 00:00:00,BTC/BRL,111339.00000000,113284.00000000,110000.00000000,112633.00000000,139.12196000,15518635.93288000,7996
1656028800000,2022-06-24 00:00:00,BTC/BRL,110797.00000000,112621.00000000,108730.00000000,111342.00000000,323.44870000,35862048.39003000,13450
1655942400000,2022-06-23 00:00:00,BTC/BRL,104288.00000000,111349.00000000,103834.00000000,110773.00000000,394.55880000,42302569.74271000,14859
1655856000000,2022-06-22 00:00:00,BTC/BRL,106729.00000000,108100.00000000,103037.00000000,104217.00000000,391.48410000,41228424.73450000,14595
1655769600000,2022-06-21 00:00:00,BTC/BRL,106452.00000000,112020.00000000,105600.00000000,106814.00000000,453.85370000,49463085.48742000,15874
1655683200000,2022-06-20 00:00:00,BTC/BRL,106428.00000000,108923.00000000,101531.00000000,106497.00000000,446.32206000,47146788.20097000,18540
1655596800000,2022-06-19 00:00:00,BTC/BRL,98425.00000000,107609.00000000,93013.00000000,106455.00000000,506.71461000,51007727.80609000,19739
1655510400000,2022-06-18 00:00:00,BTC/BRL,105988.00000000,107458.00000000,91483.00000000,98348.00000000,964.70446800,95125682.91268300,30860
1655424000000,2022-06-17 00:00:00,BTC/BRL,104740.00000000,109267.00000000,104056.00000000,105988.00000000,646.59392000,68910810.19122000,24084
1655337600000,2022-06-16 00:00:00,BTC/BRL,114951.00000000,116757.00000000,104000.00000000,104747.00000000,1004.65410000,110399844.58497000,37310
1655251200000,2022-06-15 00:00:00,BTC/BRL,114490.00000000,115749.00000000,104216.00000000,114945.00000000,1831.80135000,199995288.98126000,63002
1655164800000,2022-06-14 00:00:00,BTC/BRL,116156.00000000,120371.00000000,107756.00000000,114423.00000000,1649.04811500,188423753.99044200,57853
1655078400000,2022-06-13 00:00:00,BTC/BRL,134373.00000000,135590.00000000,113535.00000000,116146.00000000,2242.06024000,275468086.44760600,89895
1654992000000,2022-06-12 00:00:00,BTC/BRL,142827.00000000,143516.00000000,134101.00000000,134191.00000000,678.94494000,94319512.51646000,28902
1654905600000,2022-06-11 00:00:00,BTC/BRL,145767.00000000,147200.00000000,141599.00000000,142744.00000000,430.41899000,61938483.52186000,19055
1654819200000,2022-06-10 00:00:00,BTC/BRL,148432.00000000,149692.00000000,144365.00000000,145759.00000000,679.38640000,99618130.29144000,28311
1654732800000,2022-06-09 00:00:00,BTC/BRL,148584.00000000,150676.00000000,147045.00000000,148373.00000000,404.56230000,60044058.37266000,17856
1654646400000,2022-06-08 00:00:00,BTC/BRL,151762.00000000,152606.00000000,145468.00000000,148584.00000000,619.83629000,92300178.86209000,25427
1654560000000,2022-06-07 00:00:00,BTC/BRL,151045.00000000,153790.00000000,141200.00000000,151776.00000000,862.49944000,126871452.14729000,34084
1654473600000,2022-06-06 00:00:00,BTC/BRL,143924.00000000,152375.00000000,143800.00000000,151030.00000000,550.01651000,82531225.37312000,23370
1654387200000,2022-06-05 00:00:00,BTC/BRL,143793.00000000,145310.00000000,142186.00000000,143888.00000000,144.78722000,20813181.32330000,9919
1654300800000,2022-06-04 00:00:00,BTC/BRL,142683.00000000,144073.00000000,141800.00000000,143786.00000000,151.78276000,21685652.29581000,10161
1654214400000,2022-06-03 00:00:00,BTC/BRL,146513.00000000,147920.00000000,140938.00000000,142701.00000000,407.56312000,58433529.69895000,19385
1654128000000,2022-06-02 00:00:00,BTC/BRL,144433.00000000,147706.00000000,142174.00000000,146530.00000000,493.87625000,71575916.11959000,22528
1654041600000,2022-06-01 00:00:00,BTC/BRL,151635.00000000,152353.00000000,141480.00000000,144423.00000000,575.80344000,85204200.47421000,25207
1653955200000,2022-05-31 00:00:00,BTC/BRL,151836.00000000,153992.00000000,147953.00000000,151610.00000000,690.26624000,104473329.43358000,29081
1653868800000,2022-05-30 00:00:00,BTC/BRL,140448.00000000,153745.00000000,139768.00000000,151834.00000000,646.76277000,94568780.17349000,31540
1653782400000,2022-05-29 00:00:00,BTC/BRL,138627.00000000,141100.00000000,137720.00000000,140430.00000000,155.90465000,21695168.53500000,11655
1653696000000,2022-05-28 00:00:00,BTC/BRL,136441.00000000,139513.00000000,135896.00000000,138608.00000000,183.87709000,25363885.88352000,12779
1653609600000,2022-05-27 00:00:00,BTC/BRL,140569.00000000,141379.00000000,134793.00000000,136371.00000000,528.95080000,73037522.85683000,27152
1653523200000,2022-05-26 00:00:00,BTC/BRL,143236.00000000,144863.00000000,136015.00000000,140630.00000000,572.23396000,80817290.16899000,26220
1653436800000,2022-05-25 00:00:00,BTC/BRL,143688.00000000,146180.00000000,142200.00000000,143277.00000000,495.11599000,71446984.86386000,18748
1653350400000,2022-05-24 00:00:00,BTC/BRL,141301.00000000,144604.00000000,138262.00000000,143656.00000000,278.88360000,39516847.98615000,16057
1653264000000,2022-05-23 00:00:00,BTC/BRL,148697.00000000,150000.00000000,140262.00000000,141237.00000000,553.95669000,80743373.54907000,27530
1653177600000,2022-05-22 00:00:00,BTC/BRL,144895.00000000,149732.00000000,143883.00000000,148697.00000000,238.45449000,35072063.11558000,15529
1653091200000,2022-05-21 00:00:00,BTC/BRL,143378.00000000,145797.00000000,142204.00000000,144908.00000000,150.25606000,21707939.19788000,12188
1653004800000,2022-05-20 00:00:00,BTC/BRL,150124.00000000,152350.00000000,140581.00000000,143428.00000000,663.55304000,96292219.83681000,32501
1652918400000,2022-05-19 00:00:00,BTC/BRL,143783.00000000,151000.00000000,143650.00000000,150213.00000000,533.65090000,78593249.84896000,25729
1652832000000,2022-05-18 00:00:00,BTC/BRL,151124.00000000,152387.00000000,143461.00000000,143787.00000000,525.36310000,77052737.09476000,27111
1652745600000,2022-05-17 00:00:00,BTC/BRL,151992.00000000,156492.00000000,146895.00000000,151129.00000000,501.78928000,75994348.84511000,24251
1652659200000,2022-05-16 00:00:00,BTC/BRL,159748.00000000,159758.00000000,148841.00000000,151992.00000000,584.42112000,89021276.53829000,26475
1652572800000,2022-05-15 00:00:00,BTC/BRL,153762.00000000,160280.00000000,150669.00000000,159811.00000000,316.98685000,49068120.40493000,17654
1652486400000,2022-05-14 00:00:00,BTC/BRL,149330.00000000,154968.00000000,146801.00000000,153771.00000000,431.31178000,64705085.30536000,24025
1652400000000,2022-05-13 00:00:00,BTC/BRL,150332.00000000,160333.00000000,148820.00000000,149315.00000000,744.12121000,115715087.96131000,34651
1652313600000,2022-05-12 00:00:00,BTC/BRL,150751.00000000,156507.00000000,132500.00000000,150308.00000000,1886.59500100,276109762.11771100,78233
1652227200000,2022-05-11 00:00:00,BTC/BRL,160729.00000000,166000.00000000,144376.00000000,150753.00000000,1409.90897900,221945284.94740900,64046
1652140800000,2022-05-10 00:00:00,BTC/BRL,156917.00000000,169765.00000000,155250.00000000,160733.00000000,1229.95655600,199919665.22869100,55102
1652054400000,2022-05-09 00:00:00,BTC/BRL,174451.00000000,175446.00000000,156669.00000000,156918.00000000,1229.67342900,203778579.44589700,56174
1651968000000,2022-05-08 00:00:00,BTC/BRL,181701.00000000,181851.00000000,173200.00000000,174402.00000000,473.75703000,83741454.82206000,26747
1651881600000,2022-05-07 00:00:00,BTC/BRL,184079.00000000,184770.00000000,178480.00000000,181684.00000000,187.40600000,34158783.98746000,14606
1651795200000,2022-05-06 00:00:00,BTC/BRL,185000.00000000,185441.00000000,180610.00000000,184034.00000000,433.79610000,79495818.17968000,23384
1651708800000,2022-05-05 00:00:00,BTC/BRL,195834.00000000,197000.00000000,180253.00000000,185038.00000000,592.81812000,111573655.44597000,29912
1651622400000,2022-05-04 00:00:00,BTC/BRL,188370.00000000,197470.00000000,188032.00000000,195706.00000000,413.42627000,80638755.14382000,18518
1651536000000,2022-05-03 00:00:00,BTC/BRL,195564.00000000,195873.00000000,187696.00000000,188385.00000000,310.25366000,59474111.48076000,17731
1651449600000,2022-05-02 00:00:00,BTC/BRL,192538.00000000,197753.00000000,192001.00000000,195562.00000000,325.08062000,63363507.69711000,20346
1651363200000,2022-05-01 00:00:00,BTC/BRL,188900.00000000,193600.00000000,188023.00000000,192497.00000000,162.47844000,31001297.77700000,11935
1651276800000,2022-04-30 00:00:00,BTC/BRL,192828.00000000,193792.00000000,188604.00000000,188927.00000000,177.38683000,34019005.66418000,13063
1651190400000,2022-04-29 00:00:00,BTC/BRL,197539.00000000,198418.00000000,190321.00000000,192831.00000000,366.70142000,70722765.73106000,17463
1651104000000,2022-04-28 00:00:00,BTC/BRL,195753.00000000,200800.00000000,195232.00000000,197539.00000000,384.09780000,76058109.67872000,18785
1651017600000,2022-04-27 00:00:00,BTC/BRL,191704.00000000,198159.00000000,190678.00000000,195832.00000000,511.36850000,99813894.17836000,21078
1650931200000,2022-04-26 00:00:00,BTC/BRL,198014.00000000,200261.00000000,189600.00000000,191704.00000000,543.39425000,105904042.00010000,25561
1650844800000,2022-04-25 00:00:00,BTC/BRL,190625.00000000,198690.00000000,185208.00000000,197832.00000000,607.66002000,116341918.48784000,26427
1650758400000,2022-04-24 00:00:00,BTC/BRL,190544.00000000,192908.00000000,188490.00000000,190649.00000000,182.54413000,34899045.59024000,11950
1650672000000,2022-04-23 00:00:00,BTC/BRL,191577.00000000,193131.00000000,189702.00000000,190653.00000000,168.57778000,32319479.82627000,12468
1650585600000,2022-04-22 00:00:00,BTC/BRL,188692.00000000,192200.00000000,187372.00000000,191601.00000000,471.06972000,89529084.55444000,22182
1650499200000,2022-04-21 00:00:00,BTC/BRL,192743.00000000,199999.00000000,185715.00000000,188692.00000000,357.00568000,69414021.69011000,19720
1650412800000,2022-04-20 00:00:00,BTC/BRL,194920.00000000,205000.00000000,190124.00000000,192656.00000000,413.04862000,80084459.45148000,24040
1650326400000,2022-04-19 00:00:00,BTC/BRL,191125.00000000,196093.00000000,189888.00000000,194928.00000000,323.29615000,62483844.89699000,20419
1650240000000,2022-04-18 00:00:00,BTC/BRL,188300.00000000,192281.00000000,183228.00000000,191145.00000000,409.36617000,76653126.96831000,22882
1650153600000,2022-04-17 00:00:00,BTC/BRL,191532.00000000,192306.00000000,187690.00000000,188301.00000000,117.11895000,22327474.33434000,8657
1650067200000,2022-04-16 00:00:00,BTC/BRL,192308.00000000,193060.00000000,189645.00000000,191514.00000000,99.45156000,19028019.59130000,8694
1649980800000,2022-04-15 00:00:00,BTC/BRL,189292.00000000,193481.00000000,188520.00000000,192320.00000000,160.92152000,30730773.34798000,10975
1649894400000,2022-04-14 00:00:00,BTC/BRL,194565.00000000,196172.00000000,187134.00000000,189267.00000000,296.23960000,56711040.71342000,17481
1649808000000,2022-04-13 00:00:00,BTC/BRL,189000.00000000,195770.00000000,186200.00000000,194543.00000000,384.42073000,73537558.90339000,19572
1649721600000,2022-04-12 00:00:00,BTC/BRL,187441.00000000,192407.00000000,185156.00000000,188910.00000000,470.54003000,88745371.73495000,26302
1649635200000,2022-04-11 00:00:00,BTC/BRL,200065.00000000,201081.00000000,185915.00000000,187418.00000000,498.96877000,96521904.97028000,34941
1649548800000,2022-04-10 00:00:00,BTC/BRL,202979.00000000,205920.00000000,198599.00000000,200204.00000000,166.81185000,33818456.85436000,12798
1649462400000,2022-04-09 00:00:00,BTC/BRL,200332.00000000,203045.00000000,199860.00000000,202899.00000000,140.51409000,28283897.50500000,12757
1649376000000,2022-04-08 00:00:00,BTC/BRL,208145.00000000,210584.00000000,199846.00000000,200402.00000000,417.73682000,86005863.83287000,23004
1649289600000,2022-04-07 00:00:00,BTC/BRL,205417.00000000,209453.00000000,203334.00000000,208257.00000000,321.79067000,66739442.72222000,19933
1649203200000,2022-04-06 00:00:00,BTC/BRL,213301.00000000,213557.00000000,205000.00000000,205417.00000000,535.97896000,112333479.70383000,27754
1649116800000,2022-04-05 00:00:00,BTC/BRL,216025.00000000,219000.00000000,212893.00000000,213299.00000000,403.31978000,87012499.21946000,20774
1649030400000,2022-04-04 00:00:00,BTC/BRL,218243.00000000,218351.00000000,210090.00000000,216057.00000000,706.57082000,151564366.67545000,25257
1648944000000,2022-04-03 00:00:00,BTC/BRL,215516.00000000,222764.00000000,214170.00000000,218224.00000000,352.63575000,76857057.50588000,16046
1648857600000,2022-04-02 00:00:00,BTC/BRL,217888.00000000,221491.00000000,214688.00000000,215574.00000000,444.70166000,97101737.75248000,19262
1648771200000,2022-04-01 00:00:00,BTC/BRL,217794.00000000,221400.00000000,211304.00000000,217870.00000000,540.36344000,117054250.37271000,27901
1648684800000,2022-03-31 00:00:00,BTC/BRL,226425.00000000,228525.00000000,216300.00000000,217795.00000000,467.63525000,103989124.07925000,26929
1648598400000,2022-03-30 00:00:00,BTC/BRL,227575.00000000,229300.00000000,223391.00000000,226422.00000000,403.47156000,91265075.66453000,22477
1648512000000,2022-03-29 00:00:00,BTC/BRL,225643.00000000,229798.00000000,225046.00000000,227603.00000000,347.65782000,79170946.52937000,19756
1648425600000,2022-03-28 00:00:00,BTC/BRL,222942.00000000,230946.00000000,222223.00000000,225602.00000000,466.93150000,106123297.42172000,28015
1648339200000,2022-03-27 00:00:00,BTC/BRL,213014.00000000,223352.00000000,212693.00000000,222975.00000000,255.13419000,55480419.61504000,15287
1648252800000,2022-03-26 00:00:00,BTC/BRL,212015.00000000,214259.00000000,211000.00000000,213015.00000000,175.85159000,37326691.16806000,10920
1648166400000,2022-03-25 00:00:00,BTC/BRL,213085.00000000,217520.00000000,211250.00000000,211896.00000000,399.14039000,85410883.01155000,19780
1648080000000,2022-03-24 00:00:00,BTC/BRL,208590.00000000,215000.00000000,206500.00000000,213041.00000000,494.44786000,104261685.70556000,21608
1647993600000,2022-03-23 00:00:00,BTC/BRL,209568.00000000,210471.00000000,205000.00000000,208502.00000000,394.96156000,81902784.55058000,18225
1647907200000,2022-03-22 00:00:00,BTC/BRL,203940.00000000,213812.00000000,203258.00000000,209573.00000000,599.55843000,125999546.87297000,26034
1647820800000,2022-03-21 00:00:00,BTC/BRL,208537.00000000,209550.00000000,203095.00000000,203947.00000000,393.74335000,80898833.03424000,20639
1647734400000,2022-03-20 00:00:00,BTC/BRL,213148.00000000,213495.00000000,206618.00000000,208534.00000000,149.03662000,31267262.61925000,11031
1647648000000,2022-03-19 00:00:00,BTC/BRL,210661.00000000,213868.00000000,209012.00000000,213178.00000000,188.69655000,39895621.17216000,13848
1647561600000,2022-03-18 00:00:00,BTC/BRL,206848.00000000,212994.00000000,203300.00000000,210623.00000000,357.38994000,74186804.01286000,20003
1647475200000,2022-03-17 00:00:00,BTC/BRL,209132.00000000,211000.00000000,205156.00000000,206849.00000000,378.89429000,78691318.52812000,19015
1647388800000,2022-03-16 00:00:00,BTC/BRL,202185.00000000,213841.00000000,198888.00000000,209150.00000000,676.42073000,139782440.05226000,30527
1647302400000,2022-03-15 00:00:00,BTC/BRL,202889.00000000,204999.00000000,195571.00000000,202059.00000000,429.67512000,86168911.70180000,21290
1647216000000,2022-03-14 00:00:00,BTC/BRL,193022.00000000,203950.00000000,191800.00000000,202872.00000000,432.95394000,85693365.40689000,19941
1647129600000,2022-03-13 00:00:00,BTC/BRL,197558.00000000,200141.00000000,191776.00000000,192820.00000000,209.99870000,41382975.59800000,12984
1647043200000,2022-03-12 00:00:00,BTC/BRL,197048.00000000,201110.00000000,196743.00000000,197584.00000000,318.73212000,63408413.89376000,14184
