https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EUR
1663545600000.0,2022-09-19 00:00:00,BTC/EUR,19390.0,19420.0,19360.0,19403.0,0.006898268309024378,133.8471
1663542000000.0,2022-09-18 23:00:00,BTC/EUR,19403.0,19472.0,19354.0,19390.0,0.5611673646209386,10881.0352
1663538400000.0,2022-09-18 22:00:00,BTC/EUR,19460.0,19460.0,19314.0,19403.0,1.3868426325825902,26908.9076
1663534800000.0,2022-09-18 21:00:00,BTC/EUR,19683.0,19683.0,19401.0,19460.0,1.3703340647482014,26666.7009
1663531200000.0,2022-09-18 20:00:00,BTC/EUR,19712.0,19724.0,19663.0,19683.0,0.009011380379007266,177.371
1663527600000.0,2022-09-18 19:00:00,BTC/EUR,19618.0,19723.0,19588.0,19712.0,0.03105741680194805,612.2038
1663524000000.0,2022-09-18 18:00:00,BTC/EUR,19607.0,19681.0,19544.0,19618.0,0.14291534305229892,2803.7132
1663520400000.0,2022-09-18 17:00:00,BTC/EUR,19717.0,19732.0,19592.0,19607.0,0.28978956495129293,5681.904
1663516800000.0,2022-09-18 16:00:00,BTC/EUR,19778.0,19837.0,19612.0,19717.0,0.3209910736927524,6328.981
1663513200000.0,2022-09-18 15:00:00,BTC/EUR,19790.0,19836.0,19756.0,19778.0,0.2592312266154313,5127.0752
1663509600000.0,2022-09-18 14:00:00,BTC/EUR,19947.0,19947.0,19710.0,19790.0,0.13028126831733197,2578.2663
1663506000000.0,2022-09-18 13:00:00,BTC/EUR,19955.0,19980.0,19932.0,19947.0,0.026711655888103474,532.8174
1663502400000.0,2022-09-18 12:00:00,BTC/EUR,19905.0,19977.0,19847.0,19955.0,0.02397353044349787,478.3918
1663498800000.0,2022-09-18 11:00:00,BTC/EUR,19885.0,19928.0,19870.0,19905.0,2.6030552876161765,51813.8155
1663495200000.0,2022-09-18 10:00:00,BTC/EUR,19819.0,19980.0,19750.0,19885.0,0.37831083228564244,7522.7109
