https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WOO,Volume USDT
1663272000,2022-09-15 20:00:00,WOO/USDT,0.14427,0.14497,0.14374,0.14469,61294.39011689,8852.2310954580752
1663268400,2022-09-15 19:00:00,WOO/USDT,0.14406,0.14476,0.14309,0.14431,98490.34067625,14164.7948581727725
1663264800,2022-09-15 18:00:00,WOO/USDT,0.14429,0.14502,0.14356,0.14409,100916.0051,14540.483913039
1663261200,2022-09-15 17:00:00,WOO/USDT,0.14412,0.14492,0.144,0.14456,67572.98279233,9762.9493314399302
1663257600,2022-09-15 16:00:00,WOO/USDT,0.14312,0.14478,0.14249,0.14407,89868.94687514,12897.2435943978615
1663254000,2022-09-15 15:00:00,WOO/USDT,0.1423,0.14383,0.14034,0.14307,155416.08739652,22093.7375967126514
1663250400,2022-09-15 14:00:00,WOO/USDT,0.14592,0.14629,0.14128,0.14204,877933.28720216,124650.1131924148332
1663246800,2022-09-15 13:00:00,WOO/USDT,0.14646,0.14689,0.14399,0.14583,171829.05915573,25016.0408552831526
1663243200,2022-09-15 12:00:00,WOO/USDT,0.14657,0.14795,0.14551,0.14635,114083.45056461,16747.176219507786
1663239600,2022-09-15 11:00:00,WOO/USDT,0.14531,0.14672,0.14467,0.14672,72171.58243152,10506.9522441090122
1663236000,2022-09-15 10:00:00,WOO/USDT,0.14582,0.14657,0.14492,0.1454,154627.76021174,22558.7568858563838
1663232400,2022-09-15 09:00:00,WOO/USDT,0.1466,0.14675,0.14523,0.14603,183883.83336917,26882.118894129361
1663228800,2022-09-15 08:00:00,WOO/USDT,0.14806,0.14806,0.14485,0.14608,279910.83517783,40939.0751553222313
1663225200,2022-09-15 07:00:00,WOO/USDT,0.14556,0.14974,0.14521,0.14815,345345.02473375,51084.8926102197443
1663221600,2022-09-15 06:00:00,WOO/USDT,0.14473,0.14732,0.14,0.14544,551568.64531034,79147.2195480689051
1663218000,2022-09-15 05:00:00,WOO/USDT,0.14299,0.14478,0.1425,0.14448,231550.52959775,33257.8768100422079
1663214400,2022-09-15 04:00:00,WOO/USDT,0.14295,0.14361,0.14164,0.14293,213770.4076122,30494.2245739603463
1663210800,2022-09-15 03:00:00,WOO/USDT,0.14426,0.14426,0.14065,0.14297,706916.80930991,100355.3779758694929
1663207200,2022-09-15 02:00:00,WOO/USDT,0.14595,0.14607,0.1431,0.14431,234013.12280713,33700.9679612186558
1663203600,2022-09-15 01:00:00,WOO/USDT,0.14567,0.1462,0.14351,0.1462,236776.70921529,34353.4896470026815
1663200000,2022-09-15 00:00:00,WOO/USDT,0.14849,0.1496,0.1454,0.1455,297808.22119238,43834.1503076249599
1663196400,2022-09-14 23:00:00,WOO/USDT,0.14924,0.14962,0.14841,0.14875,111162.5450898,16543.3486559367804
1663192800,2022-09-14 22:00:00,WOO/USDT,0.14891,0.15016,0.14806,0.14924,191272.97981836,28497.5554197958217
1663189200,2022-09-14 21:00:00,WOO/USDT,0.14712,0.14897,0.1462,0.14897,94710.23472743,13986.7524398764872
1663185600,2022-09-14 20:00:00,WOO/USDT,0.14722,0.14746,0.14666,0.14716,52503.14908745,7720.0275067845002
1663182000,2022-09-14 19:00:00,WOO/USDT,0.14527,0.14729,0.14488,0.14729,158048.02906732,23068.6325577268482
1663178400,2022-09-14 18:00:00,WOO/USDT,0.14743,0.14746,0.14258,0.14518,473819.49902693,68585.9112938176856
1663174800,2022-09-14 17:00:00,WOO/USDT,0.14749,0.14889,0.14724,0.14783,219268.93581084,32541.0518352563634
1663171200,2022-09-14 16:00:00,WOO/USDT,0.14782,0.14816,0.14674,0.14716,214762.38343755,31655.5191777192705
1663167600,2022-09-14 15:00:00,WOO/USDT,0.14837,0.14863,0.14758,0.148,65549.44482674,9711.389769734964
1663164000,2022-09-14 14:00:00,WOO/USDT,0.14861,0.14907,0.14726,0.14848,155789.36771064,23109.6182215130456
1663160400,2022-09-14 13:00:00,WOO/USDT,0.14914,0.14963,0.14704,0.14848,120042.55388088,17817.9657736748259
1663156800,2022-09-14 12:00:00,WOO/USDT,0.14792,0.15107,0.14691,0.14943,390712.12284643,57993.4941027063563
1663153200,2022-09-14 11:00:00,WOO/USDT,0.14985,0.1499,0.14714,0.14792,69406.22494806,10328.5653621722296
1663149600,2022-09-14 10:00:00,WOO/USDT,0.14932,0.14994,0.1488,0.1498,210775.44244907,31540.4523549699531
1663146000,2022-09-14 09:00:00,WOO/USDT,0.14908,0.14937,0.14814,0.14924,38298.06425096,5698.8470789943277
1663142400,2022-09-14 08:00:00,WOO/USDT,0.14788,0.14956,0.1463,0.14884,432046.27140092,64179.966093147472
1663138800,2022-09-14 07:00:00,WOO/USDT,0.14848,0.14978,0.14679,0.14758,169315.37853866,25133.3595633202056
1663135200,2022-09-14 06:00:00,WOO/USDT,0.14988,0.15019,0.14835,0.14844,92465.34221726,13787.3772576653977
1663131600,2022-09-14 05:00:00,WOO/USDT,0.15083,0.15112,0.14967,0.14976,91712.29855062,13801.5485855513716
1663128000,2022-09-14 04:00:00,WOO/USDT,0.15034,0.15122,0.14944,0.15099,146130.64867485,21939.1196352227298
1663124400,2022-09-14 03:00:00,WOO/USDT,0.15041,0.1511,0.14986,0.15013,48158.8763,7245.659216804
1663120800,2022-09-14 02:00:00,WOO/USDT,0.14936,0.15089,0.14921,0.15047,115647.91106294,17371.281007850639
1663117200,2022-09-14 01:00:00,WOO/USDT,0.14884,0.14967,0.14877,0.14946,126624.46472703,18870.9541413527734
1663113600,2022-09-14 00:00:00,WOO/USDT,0.14788,0.14882,0.1468,0.14882,122157.4189077,18072.2679907306987
1663110000,2022-09-13 23:00:00,WOO/USDT,0.14778,0.14816,0.14645,0.14782,89063.20317463,13113.0790004594417
1663106400,2022-09-13 22:00:00,WOO/USDT,0.14861,0.1487,0.14741,0.14788,39397.09117154,5829.5549564807816
1663102800,2022-09-13 21:00:00,WOO/USDT,0.14947,0.14959,0.14749,0.14906,496573.87752279,73863.687059384029
1663099200,2022-09-13 20:00:00,WOO/USDT,0.15034,0.15095,0.14938,0.14947,153537.01561311,23045.0922338224487
1663095600,2022-09-13 19:00:00,WOO/USDT,0.14923,0.15061,0.14635,0.15013,642882.22469935,95344.7413129988438
1663092000,2022-09-13 18:00:00,WOO/USDT,0.15183,0.1525,0.14879,0.14924,227593.20351588,34186.2196333922107
1663088400,2022-09-13 17:00:00,WOO/USDT,0.15274,0.15357,0.15172,0.15172,137382.46810493,20922.6963576724958
1663084800,2022-09-13 16:00:00,WOO/USDT,0.15175,0.15329,0.15089,0.15284,154586.16628424,23535.8847306814264
1663081200,2022-09-13 15:00:00,WOO/USDT,0.15229,0.15303,0.15117,0.15183,227658.3208652,34626.5655733356464
1663077600,2022-09-13 14:00:00,WOO/USDT,0.1532,0.1543,0.15121,0.15267,152580.26408394,23297.0725021098581
1663074000,2022-09-13 13:00:00,WOO/USDT,0.15241,0.15494,0.15155,0.15326,345424.8080845,52910.0409268978385
1663070400,2022-09-13 12:00:00,WOO/USDT,0.16702,0.16733,0.15103,0.15238,1454495.3751582,230594.1379380563917
1663066800,2022-09-13 11:00:00,WOO/USDT,0.16632,0.16785,0.16593,0.16676,97226.21059798,16220.9406964065535
1663063200,2022-09-13 10:00:00,WOO/USDT,0.1664,0.1674,0.16585,0.16652,156735.16894652,26093.7675794203485
1663059600,2022-09-13 09:00:00,WOO/USDT,0.16667,0.16785,0.16574,0.16619,201274.96463819,33582.2149843040138
1663056000,2022-09-13 08:00:00,WOO/USDT,0.16934,0.16981,0.16572,0.16651,306352.85036611,51489.0990966381239
1663052400,2022-09-13 07:00:00,WOO/USDT,0.16931,0.17113,0.16858,0.16952,661710.84832675,112309.6495095710515
1663048800,2022-09-13 06:00:00,WOO/USDT,0.1685,0.17374,0.16729,0.16906,769132.18446242,130918.7824089279417
1663045200,2022-09-13 05:00:00,WOO/USDT,0.16266,0.17065,0.16244,0.16858,406016.97219982,67598.164441799366
1663041600,2022-09-13 04:00:00,WOO/USDT,0.16367,0.16447,0.1627,0.16293,60805.038,9940.491802751
1663038000,2022-09-13 03:00:00,WOO/USDT,0.16436,0.16436,0.16084,0.16365,165622.58074658,26897.5184798515975
1663034400,2022-09-13 02:00:00,WOO/USDT,0.16193,0.16464,0.1607,0.16464,193315.58481772,31332.9853917693281
1663030800,2022-09-13 01:00:00,WOO/USDT,0.16192,0.16247,0.16013,0.16191,394793.74492022,63550.4047183725426
1663027200,2022-09-13 00:00:00,WOO/USDT,0.16669,0.16704,0.16061,0.16192,309423.10487126,50146.9146190512429
1663023600,2022-09-12 23:00:00,WOO/USDT,0.16478,0.16688,0.16478,0.16659,173758.42811701,28809.4289212791655
1663020000,2022-09-12 22:00:00,WOO/USDT,0.16482,0.16566,0.16337,0.16482,58844.04826712,9700.6745392431016
1663016400,2022-09-12 21:00:00,WOO/USDT,0.16534,0.16595,0.16411,0.16515,155830.21963812,25758.583842772256
1663012800,2022-09-12 20:00:00,WOO/USDT,0.16445,0.16583,0.164,0.1654,233076.8200061,38461.1418716253706
1663009200,2022-09-12 19:00:00,WOO/USDT,0.16431,0.16476,0.16363,0.1645,81737.18666818,13423.1455058607466
1663005600,2022-09-12 18:00:00,WOO/USDT,0.16506,0.1651,0.16244,0.16426,128323.5864,21017.49308699
1663002000,2022-09-12 17:00:00,WOO/USDT,0.16201,0.165,0.16181,0.165,213068.29994503,34763.1143376206802
1662998400,2022-09-12 16:00:00,WOO/USDT,0.16188,0.16273,0.15882,0.16201,514054.30135268,82609.8764624641389
1662994800,2022-09-12 15:00:00,WOO/USDT,0.16796,0.16796,0.161,0.162,361698.00581887,59381.8285866555068
1662991200,2022-09-12 14:00:00,WOO/USDT,0.16818,0.16986,0.16606,0.16768,411006.67898341,69127.4229021166282
1662987600,2022-09-12 13:00:00,WOO/USDT,0.16734,0.17069,0.16652,0.16832,418682.47780335,70567.3711569095006
1662984000,2022-09-12 12:00:00,WOO/USDT,0.16468,0.16867,0.16446,0.1673,256803.87250785,42809.470731132639
1662980400,2022-09-12 11:00:00,WOO/USDT,0.16621,0.16621,0.16396,0.16471,228534.63779365,37706.4633345953624
1662976800,2022-09-12 10:00:00,WOO/USDT,0.16498,0.16652,0.16353,0.16616,125900.51886926,20777.4261590088173
1662973200,2022-09-12 09:00:00,WOO/USDT,0.16586,0.16586,0.16432,0.165,143347.17334113,23664.9349942382218
1662969600,2022-09-12 08:00:00,WOO/USDT,0.16506,0.16664,0.16403,0.16576,325859.61912538,53981.660777396209
1662966000,2022-09-12 07:00:00,WOO/USDT,0.16328,0.16531,0.16289,0.1651,165795.28646943,27180.95143421252
1662962400,2022-09-12 06:00:00,WOO/USDT,0.16257,0.16357,0.16203,0.16327,41609.77172761,6765.9485252765413
1662958800,2022-09-12 05:00:00,WOO/USDT,0.16249,0.1628,0.16137,0.16244,64257.5037,10427.137018363
1662955200,2022-09-12 04:00:00,WOO/USDT,0.16107,0.16294,0.16101,0.16249,90588.7121,14699.90483469
1662951600,2022-09-12 03:00:00,WOO/USDT,0.16225,0.16387,0.15929,0.16107,138276.0402,22307.571771223
1662948000,2022-09-12 02:00:00,WOO/USDT,0.16646,0.169,0.16146,0.16159,590519.4776,97740.852520268
1662944400,2022-09-12 01:00:00,WOO/USDT,0.16036,0.16736,0.16036,0.16592,267666.6414735,43993.315391938945
1662940800,2022-09-12 00:00:00,WOO/USDT,0.16471,0.16471,0.16038,0.16044,112916.281638,18273.5871551703186
1662937200,2022-09-11 23:00:00,WOO/USDT,0.16244,0.16518,0.16143,0.16456,185606.40618323,30335.9470782324779
1662933600,2022-09-11 22:00:00,WOO/USDT,0.16136,0.16354,0.16136,0.16261,25801.57522155,4194.58555898289
1662930000,2022-09-11 21:00:00,WOO/USDT,0.16308,0.16408,0.16079,0.1612,93013.46988634,15189.6186616642394
1662926400,2022-09-11 20:00:00,WOO/USDT,0.16393,0.1646,0.16114,0.16329,184261.29748514,30019.0393372791522
1662922800,2022-09-11 19:00:00,WOO/USDT,0.16345,0.16488,0.16335,0.16409,138215.13697086,22689.2711750229401
1662919200,2022-09-11 18:00:00,WOO/USDT,0.16471,0.16485,0.16328,0.16337,55250.2547,9074.413777599
1662915600,2022-09-11 17:00:00,WOO/USDT,0.16617,0.16748,0.16474,0.16486,359410.16979537,59807.2626872426504
1662912000,2022-09-11 16:00:00,WOO/USDT,0.16419,0.16679,0.16384,0.16653,305025.48010647,50559.5705818732508
1662908400,2022-09-11 15:00:00,WOO/USDT,0.16349,0.16535,0.16326,0.16385,164893.91180856,27100.3007303621104
1662904800,2022-09-11 14:00:00,WOO/USDT,0.16343,0.16373,0.16272,0.16341,69269.4467896,11303.335181289492
1662901200,2022-09-11 13:00:00,WOO/USDT,0.16422,0.16432,0.16244,0.16363,64184.26332602,10479.7229702017596
1662897600,2022-09-11 12:00:00,WOO/USDT,0.1646,0.1646,0.16221,0.16409,140180.3190298,22919.896743631882
1662894000,2022-09-11 11:00:00,WOO/USDT,0.16469,0.16541,0.16433,0.16479,39371.13430374,6494.1041087527086
1662890400,2022-09-11 10:00:00,WOO/USDT,0.16429,0.1652,0.16337,0.16462,124563.84720008,20447.4892678321708
1662886800,2022-09-11 09:00:00,WOO/USDT,0.16595,0.16602,0.164,0.164,44710.9546257,7375.673614512021
1662883200,2022-09-11 08:00:00,WOO/USDT,0.16531,0.16595,0.1639,0.16595,84548.92673351,13945.1701398947477
1662879600,2022-09-11 07:00:00,WOO/USDT,0.16206,0.16906,0.16198,0.16544,383258.18738349,63687.0482126967844
1662876000,2022-09-11 06:00:00,WOO/USDT,0.1653,0.1653,0.16066,0.16217,355204.20638395,57553.9790432763524
1662872400,2022-09-11 05:00:00,WOO/USDT,0.16472,0.16692,0.1636,0.16561,271987.99822284,44928.0844816872604
1662868800,2022-09-11 04:00:00,WOO/USDT,0.1636,0.16517,0.1636,0.16481,111367.48737485,18334.0206867345075
1662865200,2022-09-11 03:00:00,WOO/USDT,0.16237,0.16369,0.16232,0.16344,59545.98561419,9718.9508565758032
1662861600,2022-09-11 02:00:00,WOO/USDT,0.16423,0.16503,0.16188,0.16212,286870.9329,46825.593446324
1662858000,2022-09-11 01:00:00,WOO/USDT,0.16469,0.16592,0.16416,0.16432,71529.3237,11817.288988223
1662854400,2022-09-11 00:00:00,WOO/USDT,0.16323,0.16533,0.16323,0.1646,73362.38008607,12086.5387020807283
1662850800,2022-09-10 23:00:00,WOO/USDT,0.16434,0.16496,0.16304,0.16304,51904.00201716,8512.6761943167249
1662847200,2022-09-10 22:00:00,WOO/USDT,0.16347,0.16505,0.16337,0.16448,92265.35497161,15158.8048765338604
1662843600,2022-09-10 21:00:00,WOO/USDT,0.16289,0.16488,0.16221,0.16344,87708.74941766,14305.8571907086374
1662840000,2022-09-10 20:00:00,WOO/USDT,0.16321,0.16328,0.16203,0.16255,115420.75931642,18777.153998114262
1662836400,2022-09-10 19:00:00,WOO/USDT,0.16258,0.16369,0.16258,0.16332,70895.47495834,11575.2249885955349
1662832800,2022-09-10 18:00:00,WOO/USDT,0.16238,0.16335,0.16215,0.16272,187467.22604767,30568.9400008282229
1662829200,2022-09-10 17:00:00,WOO/USDT,0.16443,0.16443,0.16189,0.16248,97034.90916983,15841.9044651920797
1662825600,2022-09-10 16:00:00,WOO/USDT,0.16196,0.16647,0.16148,0.16476,250428.14551404,41151.7511723142304
1662822000,2022-09-10 15:00:00,WOO/USDT,0.16236,0.16305,0.1617,0.16199,67446.83908052,10942.7114311855516
1662818400,2022-09-10 14:00:00,WOO/USDT,0.16253,0.16348,0.16231,0.16245,50620.36893073,8242.3365932058338
1662814800,2022-09-10 13:00:00,WOO/USDT,0.16415,0.16415,0.16197,0.16243,38733.92903028,6309.384928217513
1662811200,2022-09-10 12:00:00,WOO/USDT,0.16329,0.16583,0.16266,0.16415,274826.26191298,45058.6686372037492
1662807600,2022-09-10 11:00:00,WOO/USDT,0.16345,0.16363,0.16261,0.16345,53246.71216127,8689.5758655295775
1662804000,2022-09-10 10:00:00,WOO/USDT,0.1645,0.1645,0.16244,0.1634,148157.72145729,24222.2766656879093
1662800400,2022-09-10 09:00:00,WOO/USDT,0.16306,0.1655,0.16306,0.16456,169864.78463986,27943.0827383502078
1662796800,2022-09-10 08:00:00,WOO/USDT,0.16272,0.16556,0.16244,0.16297,161969.37324711,26561.142707373595
1662793200,2022-09-10 07:00:00,WOO/USDT,0.16696,0.16707,0.16209,0.16248,318172.57352274,52297.7041352623766
1662789600,2022-09-10 06:00:00,WOO/USDT,0.16292,0.1675,0.16292,0.16742,313054.1375,51668.843073116
1662786000,2022-09-10 05:00:00,WOO/USDT,0.16321,0.16403,0.16256,0.16256,89040.81639443,14550.750146577588
1662782400,2022-09-10 04:00:00,WOO/USDT,0.1632,0.16506,0.16279,0.16321,75521.00150103,12382.7442688622741
1662778800,2022-09-10 03:00:00,WOO/USDT,0.16446,0.16522,0.16318,0.16322,34412.44481017,5647.4171881211682
1662775200,2022-09-10 02:00:00,WOO/USDT,0.16405,0.16482,0.16375,0.16446,20530.28475885,3371.0402944106939
1662771600,2022-09-10 01:00:00,WOO/USDT,0.16348,0.16503,0.16348,0.1639,107591.44101741,17662.1214412141177
1662768000,2022-09-10 00:00:00,WOO/USDT,0.16271,0.16432,0.16209,0.16328,152002.11618993,24813.15172059292
1662764400,2022-09-09 23:00:00,WOO/USDT,0.16233,0.16416,0.15961,0.16261,252304.23198557,40955.5946185054669
1662760800,2022-09-09 22:00:00,WOO/USDT,0.16181,0.16371,0.16151,0.16221,80630.2024909,13151.4641068575155
1662757200,2022-09-09 21:00:00,WOO/USDT,0.16253,0.16285,0.16171,0.16192,103242.67093859,16763.9826889857726
1662753600,2022-09-09 20:00:00,WOO/USDT,0.16201,0.16273,0.16088,0.16273,73197.28899572,11843.6569898150235
1662750000,2022-09-09 19:00:00,WOO/USDT,0.16008,0.16207,0.1599,0.16196,112807.02219529,18181.0191115659244
1662746400,2022-09-09 18:00:00,WOO/USDT,0.16009,0.1606,0.1595,0.16019,321906.23561163,51516.0356970366042
1662742800,2022-09-09 17:00:00,WOO/USDT,0.16241,0.16262,0.15962,0.16014,236379.73631943,38078.1329254602721
1662739200,2022-09-09 16:00:00,WOO/USDT,0.1614,0.16352,0.16121,0.16244,105999.53529821,17196.9874233946434
1662735600,2022-09-09 15:00:00,WOO/USDT,0.16387,0.16406,0.16093,0.16125,219329.18726771,35698.0931351776825
1662732000,2022-09-09 14:00:00,WOO/USDT,0.16386,0.16457,0.16244,0.16381,149324.05346307,24440.0090451622699
1662728400,2022-09-09 13:00:00,WOO/USDT,0.16495,0.16495,0.16209,0.1639,320119.14635924,52321.1822535302479
1662724800,2022-09-09 12:00:00,WOO/USDT,0.16375,0.1682,0.16371,0.16476,427688.89197772,71139.2224899317303
1662721200,2022-09-09 11:00:00,WOO/USDT,0.16426,0.16547,0.16323,0.16388,161617.55128082,26551.8981337782227
1662717600,2022-09-09 10:00:00,WOO/USDT,0.16355,0.16561,0.16311,0.16423,178208.26039944,29289.0594890520833
1662714000,2022-09-09 09:00:00,WOO/USDT,0.16388,0.16388,0.16215,0.16364,100289.33446958,16330.3853892496205
1662710400,2022-09-09 08:00:00,WOO/USDT,0.16225,0.16486,0.16225,0.16395,113730.2964293,18628.8337250222754
1662706800,2022-09-09 07:00:00,WOO/USDT,0.16395,0.16405,0.16047,0.1623,520020.82567263,84199.3065416257798
1662703200,2022-09-09 06:00:00,WOO/USDT,0.16131,0.16479,0.16116,0.164,265501.39872913,43463.9365153517574
1662699600,2022-09-09 05:00:00,WOO/USDT,0.16049,0.16458,0.15981,0.16136,307499.42473451,49732.726098610816
1662696000,2022-09-09 04:00:00,WOO/USDT,0.1588,0.1609,0.15867,0.16051,162665.03318663,26037.3526581965713
1662692400,2022-09-09 03:00:00,WOO/USDT,0.1553,0.15914,0.15529,0.15895,123116.19558032,19369.9518074921948
1662688800,2022-09-09 02:00:00,WOO/USDT,0.15578,0.15697,0.15471,0.15507,87436.17176712,13610.4832486195691
1662685200,2022-09-09 01:00:00,WOO/USDT,0.15587,0.15646,0.1556,0.15587,83957.49839374,13098.0290772785952
1662681600,2022-09-09 00:00:00,WOO/USDT,0.15355,0.15625,0.15321,0.15578,181257.94657644,28111.1846579723595
1662678000,2022-09-08 23:00:00,WOO/USDT,0.15236,0.15357,0.15233,0.15345,110103.45818927,16861.3269745692882
1662674400,2022-09-08 22:00:00,WOO/USDT,0.15357,0.15391,0.15158,0.15222,147522.02625672,22488.370782857421
1662670800,2022-09-08 21:00:00,WOO/USDT,0.15441,0.15448,0.15225,0.15329,131657.34803453,20140.2628513094387
1662667200,2022-09-08 20:00:00,WOO/USDT,0.15279,0.1544,0.15266,0.1544,203330.42239475,31235.56759609828
1662663600,2022-09-08 19:00:00,WOO/USDT,0.15112,0.15288,0.15057,0.15288,58640.65142278,8896.7188074346256
1662660000,2022-09-08 18:00:00,WOO/USDT,0.15089,0.1516,0.15047,0.1511,51674.02785037,7801.9377787168423
1662656400,2022-09-08 17:00:00,WOO/USDT,0.15014,0.15122,0.14906,0.15085,93311.82131293,14014.9760749207044
